ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,MARRIED,TIMEPRI,ISSUE,QUAL,BREAKPRI,BUSHANGR,BEATBUSH,gaymrrge,SATISNOM,standup,suppdean,TRADE,trustns,AGE,AGE60,AGE65,BREAK2,COLLEDUC,DEANDFCT,INC50K,OVER65,PARTY,PHIL3,REL5,RELWHITE,satisedw,satisker,SEXRACE,stndedwr,stndkery,TIMEPRI2,trstedwr,trstkery,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1004489.0,Connecticut,66.0,Call 3,Backside complete,1.12983417510986,John Edwards,Female,White,No,60-64,Democrat,Very liberal,Some college or associate degree,"$50,000-$74,999",Better today,"Yes, someone else does",Protestant,Yes,In the last month,Health care/Medicare,He can defeat George W. Bush,Very important,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,Omit,Satisfied if either one is the nominee,Both candidates,No,Creates more jobs in your state,Only John Edwards,45-64,60 or over,50-64,Very/somewhat important,No college degree,No,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Edwards/Neither,"Yes, I am or someone in household is",No,White,Connecticut Valley,Rural,Small cities and Rural,3.0,06712
1004490.0,Connecticut,66.0,Call 3,Backside complete,1.09494745731354,John Edwards,Male,White,No,40-44,Independent,Somewhat conservative,High school graduate,"$50,000-$74,999",Better today,"Yes, I do",Catholic,No,In the last month,National security/Terrorism,He stands up for what he believes,Not too important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Edwards is the nominee,Neither candidate,Yes,Takes more jobs from your state,Only John Edwards,30-44,30-44,40-49,Not too/not at all important,No college degree,Yes,"$50,000 or more",18-64,Independent,Conservative,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Edwards/Neither,"Yes, I am or someone in household is",Yes I am,White,Connecticut Valley,Rural,Small cities and Rural,3.0,06712
1004527.0,Connecticut,66.0,Call 3,Backside complete,1.13815152645111,John Edwards,Female,White,No,50-59,Democrat,Moderate,Some college or associate degree,"Under $15,000",Worse today,No one does,Catholic,No,Today,Health care/Medicare,He stands up for what he believes,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Connecticut Valley,Rural,Small cities and Rural,3.0,06712
1004549.0,Connecticut,9.0,Call 3,Backside complete,1.58978354930878,John Edwards,Female,White,No,40-44,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Better today,No one does,Other Christian,No,Today,Economy/Jobs,He stands up for what he believes,Not at all important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Omit,Takes more jobs from your state,Both candidates,30-44,30-44,40-49,Not too/not at all important,College degree,Omit,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,"Large Cities/Not Stamford, Norwalk","City: 50,000 to 500,000","City over 50,000",1.0,06010
1004562.0,Connecticut,66.0,Call 3,Backside complete,1.13815152645111,John Edwards,Female,White,No,50-59,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",Worse today,No one does,Protestant,Yes,Before that,Health care/Medicare,He has a positive message,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Edwards is the nominee,Neither candidate,No,Takes more jobs from your state,Neither candidate,45-64,45-59,50-64,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Connecticut Valley,Rural,Small cities and Rural,3.0,06712
1004584.0,Connecticut,9.0,Call 3,Backside complete,1.58978354930878,John Edwards,Female,White,No,30-39,Democrat,Moderate,Some college or associate degree,"$75,000-$99,999",Better today,"Yes, someone else does",Catholic,Yes,In the last month,Economy/Jobs,He is honest and trustworthy,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Edwards is the nominee,Only John Edwards,No,Creates more jobs in your state,Only John Edwards,30-44,30-44,30-39,Very/somewhat important,No college degree,No,"$50,000 or more",18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Edwards/Neither,"Yes, I am or someone in household is",No,White,"Large Cities/Not Stamford, Norwalk","City: 50,000 to 500,000","City over 50,000",1.0,06010
1004604.0,Connecticut,47.0,Call 3,Backside complete,0.569075763225555,John Edwards,Female,White,No,45-49,Democrat,Somewhat liberal,Postgraduate study,"$30,000-$49,999",Omit,"Yes, I do",,Yes,In the last month,Health care/Medicare,He can defeat George W. Bush,Not too important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,Not too/not at all important,College degree,Yes,"Under $50,000",18-64,Democrat,Liberal,,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Connecticut Valley,"City: 50,000 to 500,000","City over 50,000",3.0,06460
1004637.0,Connecticut,47.0,Call 3,Backside complete,0.547473728656769,John Edwards,Male,White,No,45-49,Independent,Somewhat conservative,College graduate,,Better today,No one does,Catholic,Yes,In the last month,National security/Terrorism,He has the right experience,Not too important,Enthusaistic,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Neither candidate,No,Creates more jobs in your state,Neither candidate,45-64,45-59,40-49,Not too/not at all important,College degree,No,,18-64,Independent,Conservative,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Connecticut Valley,"City: 50,000 to 500,000","City over 50,000",3.0,06460
1004677.0,Connecticut,47.0,Call 3,Backside complete,0.569075763225555,John Edwards,Female,White,No,50-59,Independent,Moderate,High school graduate,"$50,000-$74,999",Worse today,No one does,Catholic,Yes,Before that,Economy/Jobs,He cares about people like me,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Edwards is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"$50,000 or more",18-64,Independent,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Connecticut Valley,"City: 50,000 to 500,000","City over 50,000",3.0,06460
1004757.0,Connecticut,56.0,Call 3,Backside complete,0.896149873733521,John Edwards,Female,White,No,45-49,Democrat,Somewhat liberal,College graduate,"$100,000 or more",Better today,No one does,Protestant,Yes,In the last three days,Economy/Jobs,He stands up for what he believes,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Has no effect on jobs in your state,Both candidates,45-64,45-59,40-49,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,East/West rural,"City: 10,000 to 49,999",Small cities and Rural,5.0,06470
1004780.0,Connecticut,57.0,Call 3,Backside complete,1.8166356086731,John Edwards,Male,White,No,50-59,Something Else,Very liberal,College graduate,"$50,000-$74,999",Worse today,No one does,Protestant,Yes,Today,The war in Iraq,He is honest and trustworthy,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Only John Edwards,Yes,Has no effect on jobs in your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,East/West rural,Rural,Small cities and Rural,5.0,06018
1004819.0,Connecticut,20.0,Call 3,Backside complete,1.77994477748871,John Edwards,Female,,No,25-29,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",Better today,"Yes, I do",Catholic,Yes,In the last month,Education,He stands up for what he believes,Not at all important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Edwards is the nominee,Only John Edwards,No,Creates more jobs in your state,Only John Edwards,18-29,18-29,25-29,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Catholic,All others/Omits,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Edwards/Neither,"Yes, I am or someone in household is",Yes I am,,"Coast, including NYC suburbs","City: 10,000 to 49,999",Small cities and Rural,2.0,06357
1004877.0,Connecticut,56.0,Call 3,Backside complete,0.896149873733521,John Edwards,Female,White,No,30-39,Democrat,Somewhat liberal,College graduate,"$100,000 or more",About the same,No one does,Catholic,Yes,In the last week,Taxes,He has the right experience,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,30-44,30-44,30-39,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,East/West rural,"City: 10,000 to 49,999",Small cities and Rural,5.0,06470
1004949.0,Connecticut,44.0,Call 3,Backside complete,0.847763240337372,John Edwards,Male,White,No,45-49,Democrat,Moderate,Postgraduate study,"$100,000 or more",About the same,"Yes, someone else does",Catholic,Yes,Before that,Economy/Jobs,He cares about people like me,Not at all important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Creates more jobs in your state,Both candidates,45-64,45-59,40-49,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,East/West rural,Suburbs,Suburbs,5.0,06762
1004952.0,Connecticut,56.0,Call 3,Backside complete,0.896149873733521,John Edwards,Female,White,No,50-59,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",About the same,"Yes, I do",None,No,In the last three days,Health care/Medicare,He stands up for what he believes,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,East/West rural,"City: 10,000 to 49,999",Small cities and Rural,5.0,06470
1004956.0,Connecticut,61.0,Call 3,Backside complete,0.782550692558289,John Edwards,Male,White,No,50-59,Independent,Somewhat liberal,College graduate,"$100,000 or more",About the same,No one does,None,Yes,In the last month,Economy/Jobs,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Both candidates,Yes,Has no effect on jobs in your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Independent,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,East/West rural,"City: 10,000 to 49,999",Small cities and Rural,2.0,06360
1004963.0,Connecticut,54.0,Call 3,Backside complete,1.89416897296906,John Edwards,Female,Black,No,18-24,Democrat,Somewhat conservative,College graduate,"$30,000-$49,999",Worse today,No one does,Other Christian,No,Before that,The war in Iraq,He can defeat George W. Bush,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Edwards is the nominee,Only John Edwards,No,Takes more jobs from your state,Only John Edwards,18-29,18-29,18-24,Very/somewhat important,College degree,No,"Under $50,000",18-64,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,Non-white female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Edwards/Neither,No,No,Black,"Large Cities/Not Stamford, Norwalk","City: 50,000 to 500,000","City over 50,000",3.0,06511
1004987.0,Connecticut,44.0,Call 3,Backside complete,0.847763240337372,John Edwards,Male,White,No,50-59,Democrat,Moderate,Postgraduate study,"$100,000 or more",Better today,No one does,Protestant,Yes,In the last week,Economy/Jobs,He stands up for what he believes,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,East/West rural,Suburbs,Suburbs,5.0,06762
1004999.0,Connecticut,54.0,Call 3,Backside complete,1.8799409866333,John Edwards,Female,Black,No,50-59,Democrat,Moderate,Some college or associate degree,"$100,000 or more",About the same,No one does,Other Christian,Yes,Before that,Economy/Jobs,He stands up for what he believes,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Omit,Satisfied only if Edwards is the nominee,Only John Edwards,No,Takes more jobs from your state,Only John Edwards,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"$50,000 or more",18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,Non-white female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Edwards/Neither,No,No,Black,"Large Cities/Not Stamford, Norwalk","City: 50,000 to 500,000","City over 50,000",3.0,06511
1005030.0,Connecticut,54.0,Call 3,Backside complete,1.90333712100983,John Edwards,Male,White,No,25-29,Democrat,Moderate,College graduate,"$50,000-$74,999",Better today,No one does,Jewish,Yes,Today,Economy/Jobs,Omit,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Edwards is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,18-29,18-29,25-29,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Democrat,Moderate,Jewish,White Jewish,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,"Large Cities/Not Stamford, Norwalk","City: 50,000 to 500,000","City over 50,000",3.0,06511
1005057.0,Connecticut,44.0,Call 3,Backside complete,0.881214022636414,John Edwards,Female,White,No,40-44,Democrat,Moderate,College graduate,"$50,000-$74,999",About the same,"Yes, someone else does",Protestant,Yes,In the last month,Economy/Jobs,He is honest and trustworthy,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Edwards is the nominee,Only John Edwards,No,Takes more jobs from your state,Both candidates,30-44,30-44,40-49,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,East/West rural,Suburbs,Suburbs,5.0,06762
1005064.0,Connecticut,54.0,Call 3,Backside complete,1.80857872962952,John Edwards,Male,Black,No,30-39,Democrat,Very liberal,Some college or associate degree,"$30,000-$49,999",Better today,No one does,Protestant,No,Today,Economy/Jobs,Omit,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,Yes,Creates more jobs in your state,Omit,30-44,30-44,30-39,Very/somewhat important,No college degree,Yes,"Under $50,000",18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Omit,Omit,No,No,Black,"Large Cities/Not Stamford, Norwalk","City: 50,000 to 500,000","City over 50,000",3.0,06511
1005067.0,Connecticut,61.0,Call 3,Backside complete,0.776832044124603,John Edwards,Male,White,No,65-74,Republican,Somewhat conservative,College graduate,"$30,000-$49,999",Better today,No one does,Catholic,Yes,In the last week,Education,He has a positive message,Somewhat important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Edwards is the nominee,Only John Edwards,Yes,Has no effect on jobs in your state,Only John Edwards,65 or over,60 or over,65 or over,Very/somewhat important,College degree,Yes,"Under $50,000",65 or over,Republican,Conservative,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White male,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Edwards/Neither,No,No,White,East/West rural,"City: 10,000 to 49,999",Small cities and Rural,2.0,06360
1005127.0,Connecticut,56.0,Call 3,Backside complete,0.896149873733521,John Edwards,Female,White,No,45-49,Democrat,Moderate,College graduate,"$75,000-$99,999",About the same,No one does,Catholic,Yes,Before that,Omit,He can defeat George W. Bush,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Edwards is the nominee,Both candidates,No,Has no effect on jobs in your state,Both candidates,45-64,45-59,40-49,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,East/West rural,"City: 10,000 to 49,999",Small cities and Rural,5.0,06470
1005129.0,Connecticut,61.0,Call 3,Backside complete,0.813428342342377,John Edwards,Female,White,No,45-49,Democrat,Somewhat liberal,College graduate,"$100,000 or more",Worse today,"Yes, I do and someone else does",Catholic,Yes,In the last month,Economy/Jobs,He cares about people like me,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Edwards is the nominee,Only John Edwards,No,Takes more jobs from your state,Only John Edwards,45-64,45-59,40-49,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Edwards/Neither,"Yes, I am or someone in household is",Yes I am,White,East/West rural,"City: 10,000 to 49,999",Small cities and Rural,2.0,06360
1005134.0,Connecticut,32.0,Call 3,Backside complete,2.08053994178772,John Edwards,Female,White,No,45-49,Democrat,Somewhat liberal,College graduate,"$75,000-$99,999",About the same,No one does,Protestant,Yes,In the last three days,Health care/Medicare,He is honest and trustworthy,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Edwards,No,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,"Large Cities/Not Stamford, Norwalk","City: 50,000 to 500,000","City over 50,000",1.0,06106
1005211.0,Connecticut,44.0,Call 3,Backside complete,0.881214022636414,John Edwards,Female,White,No,50-59,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",Worse today,"Yes, someone else does",Something else,Yes,In the last three days,Economy/Jobs,He has a positive message,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Edwards,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Something else,White Something else,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,East/West rural,Suburbs,Suburbs,5.0,06762
1005212.0,Connecticut,44.0,Call 3,Backside complete,0.87477433681488,John Edwards,Female,White,No,60-64,Democrat,Moderate,High school graduate,,About the same,No one does,Catholic,Yes,In the last three days,Omit,Omit,Omit,Enthusaistic,Omit,Gay couples allowed to legally form civil unions,Omits,Omit,Omit,Takes more jobs from your state,Omit,45-64,60 or over,50-64,Omit,No college degree,Omit,,18-64,Democrat,Moderate,Catholic,White Catholic,Omit,Omit,White female,Omit,Omit,Today/Last 3 days/Last week,Omit,Omit,No,No,White,East/West rural,Suburbs,Suburbs,5.0,06762
1005240.0,Connecticut,44.0,Call 3,Backside complete,0.881214022636414,John Edwards,Female,White,No,50-59,Democrat,Very liberal,College graduate,"$100,000 or more",About the same,No one does,Catholic,No,Before that,The war in Iraq,He is honest and trustworthy,Somewhat important,Angry,He agrees with you on the major issues,Omit,Satisfied if either one is the nominee,Only John Edwards,No,Creates more jobs in your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,East/West rural,Suburbs,Suburbs,5.0,06762
1005269.0,Connecticut,61.0,Call 3,Backside complete,0.782550692558289,John Edwards,Male,White,No,40-44,Democrat,Moderate,College graduate,"$100,000 or more",Better today,No one does,Catholic,Yes,In the last week,National security/Terrorism,He stands up for what he believes,Somewhat important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Edwards is the nominee,Only John Edwards,No,Takes more jobs from your state,Only John Edwards,30-44,30-44,40-49,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White male,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Edwards/Neither,No,No,White,East/West rural,"City: 10,000 to 49,999",Small cities and Rural,2.0,06360
1005287.0,Connecticut,44.0,Call 3,Backside complete,0.881214022636414,John Edwards,Female,White,No,30-39,Democrat,Very liberal,College graduate,"$50,000-$74,999",About the same,No one does,None,Yes,Today,Education,He stands up for what he believes,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,30-44,30-44,30-39,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,East/West rural,Suburbs,Suburbs,5.0,06762
1005421.0,Connecticut,44.0,Call 3,Backside complete,0.881214022636414,John Edwards,Female,White,No,50-59,Democrat,Moderate,Postgraduate study,"$100,000 or more",About the same,No one does,Catholic,Yes,Today,The war in Iraq,He has a positive message,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Not too/not at all important,College degree,Yes,"$50,000 or more",18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,East/West rural,Suburbs,Suburbs,5.0,06762
1005564.0,Connecticut,44.0,Call 3,Backside complete,0.841568052768707,John Edwards,Male,White,No,65-74,Democrat,Moderate,Postgraduate study,"$100,000 or more",About the same,No one does,Catholic,Yes,In the last three days,Economy/Jobs,He has a positive message,Not at all important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Both candidates,No,Creates more jobs in your state,Both candidates,65 or over,60 or over,65 or over,Not too/not at all important,College degree,No,"$50,000 or more",65 or over,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,East/West rural,Suburbs,Suburbs,5.0,06762
994469.0,Connecticut,43.0,Call 1,Backside complete,1.32855594158173,John Kerry,Female,White,No,60-64,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,Protestant,Yes,In the last week,Economy/Jobs,He can defeat George W. Bush,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,60 or over,50-64,Very/somewhat important,No college degree,No,"$50,000 or more",18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Connecticut Valley,"City: 50,000 to 500,000","City over 50,000",5.0,06450
