ID,GENDER,AGE10,QRACEAI,GOV,VOTE2024,LTGOV,ATGEN,CALL,TELEPOLL,EDUC25,PARTYID,PARTYIDLEAN,PHIL5,INCOME25,GOVTHH,BRNAGAIN,STECVA,GETAHEAD25,TRACKANGR,FORTRUMPG25,TRUMP4,FAVDEM4,FAVREP4,ISSUE25VA,QLT25VA,FORCANDVA25,TIME25G,SIZEPLAC,VOTEMETHOD,GEOCODE,EARLYVELECTION,WEIGHT,ZIPCODE,PRECINCT,VERSION,RACE,AGE,AGE45,AGE65,RACE2B,EDUCCOLL,GENDERBYRACE,EDUCWHITE,EDUCWHITEBYSEX25,PARTY,PARTYLEAN,PHIL3,INC50K,INC100K,INCOME3,WHTEVANG,STECVA2,TRACKANGR2,TRUMP2,FAVDEM2,FAVREP2,TIME25GWEEK,TIME25GMONTH,SIZEPLC3
2930.0,Female,35-39,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Attended college but received no degree,Democrat,,Somewhat liberal,"$50,000-$99,999",No,Yes,,Getting ahead,,Donald Trump was not a facctor,Strongly disapprove,,,3.0,,,,"50,000-500,000",Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,1.0,White,30-44,18-44,30-39,White,No college degree,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Yes,,,Disapprove,,,,,"City over 50,000"
2936.0,Male, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Very conservative,"$5300,000 or more",No,Yes,,Falling behind,,To support Donald Trump,Somewhat disapprove,,,5.0,,,,Suburbs,Early in-person,4.0,Absentee or early in-person,1.0,10000.0,,1.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Yes,,,Disapprove,,,,,Suburbs
2938.0,Female,30-34,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Attended college but received no degree,Republican,,Moderate,,,Yes,,,Angry,,,,,,,Against her opponents,,"50,000-500,000",Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,3.0,White,30-44,18-44,30-39,White,No college degree,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,Yes,,,,,,,,"City over 50,000"
2941.0,Female,50-59,White,Winsome Earle-Sears,Donald Trump,John Reid,Jay Jones,,Non Exit Poll,Attended college but received no degree,Republican,,Very conservative,"$100,000-$199,999",No,Yes,,Holding steady,,To oppose Donald Trump,Strongly approve,,,3.0,,,,Suburbs,Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,1.0,White,45-64,45 or over,50-64,White,No college degree,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Yes,,,Approve,,,,,Suburbs
2957.0,Male,40-44,White,Winsome Earle-Sears,Donald Trump,Ghazala Hashmi,Jason Miyares,,Non Exit Poll,High school graduate,Republican,,Moderate,,,Yes,,,,,,,,,,For your candidate,,Suburbs,Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,3.0,White,30-44,18-44,40-49,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,Yes,,,,,,,,Suburbs
2973.0,Female, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,High school graduate,Something else,Not lean either way,Very conservative,"Under $30,000",No,Yes,,Getting ahead,,To support Donald Trump,Somewhat approve,,,5.0,,,,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,1.0,White,65 or over,45 or over,65 or over,White,No college degree,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Independent,Conservative,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Yes,,,Approve,,,,,Suburbs
2978.0,Female, 65-74,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Attended college but received no degree,Independent,Not lean either way,Moderate,"$100,000-$199,999",Yes,Yes,,Getting ahead,,Donald Trump was not a facctor,Somewhat disapprove,,,3.0,,,,"50,000-500,000",Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,1.0,White,65 or over,45 or over,65 or over,White,No college degree,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Independent,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Yes,,,Disapprove,,,,,"City over 50,000"
2984.0,Male,60-64,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,High school graduate,Republican,,Somewhat conservative,,,Yes,,,Angry,,,,,,,For your candidate,,Suburbs,Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,3.0,White,45-64,45 or over,50-64,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,Yes,,,,,,,,Suburbs
2985.0,Female,25-29,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Bachelor's degree (BA or BS),Independent,Lean Democrat,Moderate,"$50,000-$99,999",No,Yes,,Holding steady,,To oppose Donald Trump,Strongly disapprove,,,1.0,,,,Rural,Early in-person,3.0,Absentee or early in-person,1.0,10000.0,,1.0,White,18-29,18-44,25-29,White,College graduate,White women,White college graduates,White women college graduates,Independent/Something else,Democrat/Lean Democrat,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Yes,,,Disapprove,,,,,Small city and Rural
3005.0,Male,50-59,White,Winsome Earle-Sears,Donald Trump,Ghazala Hashmi,Jason Miyares,,Non Exit Poll,High school graduate,Independent,Not lean either way,Moderate,,,Yes,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,For your candidate,,Suburbs,Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,3.0,White,45-64,45 or over,50-64,White,No college degree,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Independent,Moderate,,,,Yes,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Suburbs
3014.0,Female,30-34,White,Other,Kamala Harris,John Reid,Jason Miyares,,Non Exit Poll,Bachelor's degree (BA or BS),Democrat,,Very liberal,,,Yes,Good,,,,,Strongly unfavorable,Strongly unfavorable,,2.0,,In the last week,Suburbs,Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,2.0,White,30-44,18-44,30-39,White,College graduate,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,Yes,Excellent or good,,,Unfavorable,Unfavorable,In the last week,In the last month,Suburbs
3015.0,Male,50-59,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Very conservative,,,Yes,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,Against her opponents,,Suburbs,Early in-person,3.0,Absentee or early in-person,1.0,10000.0,,3.0,White,45-64,45 or over,50-64,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,,,,Yes,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Suburbs
3029.0,Male, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Associate's degree (AA or AS),Independent,Lean Republican,Moderate,"$50,000-$99,999",Yes,Yes,,Getting ahead,,To support Donald Trump,Somewhat approve,,,1.0,,,,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,1.0,White,65 or over,45 or over,65 or over,White,No college degree,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Yes,,,Approve,,,,,Suburbs
3033.0,Male,75 or over,White,Abigail Spanberger,Someone else,Ghazala Hashmi,Jay Jones,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Not lean either way,Very liberal,"$100,000-$199,999",Yes,Yes,,Falling behind,,Donald Trump was not a facctor,Strongly disapprove,,,4.0,,,,Suburbs,Early in-person,4.0,Absentee or early in-person,1.0,10000.0,,1.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Independent/Something else,Independent,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",Yes,,,Disapprove,,,,,Suburbs
3041.0,Male,75 or over,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Very conservative,,,Yes,Good,,,,,Strongly unfavorable,Somewhat unfavorable,,4.0,,Before October,Suburbs,Early in-person,4.0,Absentee or early in-person,1.0,10000.0,,2.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,,,,Yes,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,Suburbs
3042.0,Female,60-64,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Associate's degree (AA or AS),Something else,Lean Republican,Moderate,,,Yes,Not so good,,,,,Somewhat unfavorable,Somewhat favorable,,5.0,,You have known all along,Rural,Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,2.0,White,45-64,45 or over,50-64,White,No college degree,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Republican/Lean Republican,Moderate,,,,Yes,Not so good or poor,,,Unfavorable,Favorable,Before that,Before that,Small city and Rural
3045.0,Male,40-44,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Bachelor's degree (BA or BS),Republican,,Moderate,"$100,000-$199,999",No,Yes,,Falling behind,,To oppose Donald Trump,Somewhat approve,,,5.0,,,,"50,000-500,000",Early in-person,3.0,Absentee or early in-person,1.0,10000.0,,1.0,White,30-44,18-44,40-49,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Yes,,,Approve,,,,,"City over 50,000"
3052.0,Female, 65-74,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Bachelor's degree (BA or BS),Democrat,,Moderate,,,Yes,Not so good,,,,,Somewhat favorable,Strongly unfavorable,,2.0,,In the last few days,Suburbs,Early in-person,3.0,Absentee or early in-person,1.0,10000.0,,2.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,Yes,Not so good or poor,,,Favorable,Unfavorable,In the last week,In the last month,Suburbs
3063.0,Male,60-64,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Associate's degree (AA or AS),Republican,,Somewhat conservative,,,Yes,Not so good,,,,,Somewhat unfavorable,Somewhat favorable,,1.0,,In the last week,"50,000-500,000",Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,2.0,White,45-64,45 or over,50-64,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,Yes,Not so good or poor,,,Unfavorable,Favorable,In the last week,In the last month,"City over 50,000"
3065.0,Female, 65-74,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,High school graduate,Something else,Lean Republican,Somewhat liberal,,,Yes,,,Angry,,,,,,,For your candidate,,Suburbs,Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,3.0,White,65 or over,45 or over,65 or over,White,No college degree,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Republican/Lean Republican,Liberal,,,,Yes,,,,,,,,Suburbs
3070.0,Male,50-59,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Bachelor's degree (BA or BS),Republican,,Somewhat conservative,"$50,000-$99,999",No,Yes,,Getting ahead,,To oppose Donald Trump,Strongly approve,,,2.0,,,,"50,000-500,000",Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,1.0,White,45-64,45 or over,50-64,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Yes,,,Approve,,,,,"City over 50,000"
3120.0,Male,50-59,White,Winsome Earle-Sears,Donald Trump,John Reid,Did not vote,,Non Exit Poll,Bachelor's degree (BA or BS),Republican,,Moderate,,,Yes,Good,,,,,Strongly unfavorable,Somewhat favorable,,1.0,,Before October,"50,000-500,000",Early in-person,3.0,Absentee or early in-person,1.0,10000.0,,2.0,White,45-64,45 or over,50-64,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Moderate,,,,Yes,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,"City over 50,000"
3121.0,I identify another way,45-49,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Not lean either way,Moderate,"$5300,000 or more",No,Yes,,Holding steady,,To support Donald Trump,Somewhat approve,,,4.0,,,,Suburbs,Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,1.0,White,45-64,45 or over,40-49,White,College graduate,All other,White college graduates,White other  gender,Independent/Something else,Independent,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Yes,,,Approve,,,,,Suburbs
3122.0,Female,30-34,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Not a high school graduate,Independent,Not lean either way,Somewhat conservative,,,Yes,Excellent,,,,,Strongly unfavorable,Somewhat favorable,,3.0,,Before October,"10,000-50,000",Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,2.0,White,30-44,18-44,30-39,White,No college degree,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Independent,Conservative,,,,Yes,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,Small city and Rural
3156.0,Male,25-29,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Attended college but received no degree,Something else,Lean Republican,Moderate,,,Yes,,,,,,,,,,Against her opponents,,"50,000-500,000",Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,3.0,White,18-29,18-44,25-29,White,No college degree,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Republican/Lean Republican,Moderate,,,,Yes,,,,,,,,"City over 50,000"
3161.0,Female,60-64,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,High school graduate,Independent,Not lean either way,Moderate,,,Yes,Poor,,,,,Strongly unfavorable,Somewhat unfavorable,,2.0,,You have known all along,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,2.0,White,45-64,45 or over,50-64,White,No college degree,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Independent,Moderate,,,,Yes,Not so good or poor,,,Unfavorable,Unfavorable,Before that,Before that,Suburbs
3172.0,Male,40-44,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Attended college but received no degree,Republican,,Moderate,"$30,000-$49,999",No,Yes,,Holding steady,,To support Donald Trump,Somewhat approve,,,1.0,,,,Suburbs,Early in-person,4.0,Absentee or early in-person,1.0,10000.0,,1.0,White,30-44,18-44,40-49,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Yes,,,Approve,,,,,Suburbs
3178.0,Male, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Attended college but received no degree,Something else,Lean Democrat,Somewhat conservative,,,Yes,Excellent,,,,,Strongly unfavorable,Somewhat favorable,,1.0,,You have known all along,Suburbs,Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,2.0,White,65 or over,45 or over,65 or over,White,No college degree,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Democrat/Lean Democrat,Conservative,,,,Yes,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,Suburbs
3188.0,Female, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Somewhat conservative,,,Yes,Good,,,,,Strongly unfavorable,Strongly favorable,,5.0,,In the last few days,Rural,Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,2.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Conservative,,,,Yes,Excellent or good,,,Unfavorable,Favorable,In the last week,In the last month,Small city and Rural
3201.0,Male,30-34,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Attended college but received no degree,Independent,Lean Democrat,Moderate,,,Yes,,,Enthusiastic,,,,,,,Against her opponents,,"10,000-50,000",Early in-person,3.0,Absentee or early in-person,1.0,10000.0,,3.0,White,30-44,18-44,30-39,White,No college degree,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Democrat/Lean Democrat,Moderate,,,,Yes,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Small city and Rural
3207.0,Female,50-59,White,Winsome Earle-Sears,Donald Trump,John Reid,Jay Jones,,Non Exit Poll,Attended college but received no degree,Independent,Lean Republican,Somewhat conservative,"$50,000-$99,999",No,Yes,,Falling behind,,To oppose Donald Trump,Somewhat approve,,,4.0,,,,Rural,Early in-person,4.0,Absentee or early in-person,1.0,10000.0,,1.0,White,45-64,45 or over,50-64,White,No college degree,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Yes,,,Approve,,,,,Small city and Rural
3227.0,Male,60-64,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Bachelor's degree (BA or BS),Republican,,Somewhat conservative,"$50,000-$99,999",No,Yes,,Holding steady,,To support Donald Trump,Strongly approve,,,5.0,,,,Rural,Early in-person,4.0,Absentee or early in-person,1.0,10000.0,,1.0,White,45-64,45 or over,50-64,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Yes,,,Approve,,,,,Small city and Rural
3228.0,Male,30-34,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Attended college but received no degree,Republican,,Somewhat conservative,,,Yes,Good,,,,,Strongly unfavorable,Somewhat favorable,,3.0,,In the last week,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,2.0,White,30-44,18-44,30-39,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,Yes,Excellent or good,,,Unfavorable,Favorable,In the last week,In the last month,Suburbs
3231.0,Male, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Somewhat conservative,,,Yes,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,For your candidate,,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,3.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,,,,Yes,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Suburbs
3249.0,Male,45-49,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,,,Yes,,,Angry,,,,,,,For your candidate,,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,3.0,White,45-64,45 or over,40-49,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,Yes,,,,,,,,Suburbs
3270.0,Male,30-34,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Attended college but received no degree,Something else,Not lean either way,Somewhat conservative,,,Yes,Not so good,,,,,Strongly unfavorable,Somewhat favorable,,5.0,,In the last week,Rural,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,2.0,White,30-44,18-44,30-39,White,No college degree,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Independent,Conservative,,,,Yes,Not so good or poor,,,Unfavorable,Favorable,In the last week,In the last month,Small city and Rural
3274.0,Male, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Attended college but received no degree,Republican,,Somewhat conservative,"$200,000-$299,999",No,Yes,,Getting ahead,,To oppose Donald Trump,Somewhat approve,,,4.0,,,,Suburbs,Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,1.0,White,65 or over,45 or over,65 or over,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Yes,,,Approve,,,,,Suburbs
3279.0,Male,40-44,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Bachelor's degree (BA or BS),Democrat,,Moderate,"$100,000-$199,999",Yes,Yes,,Falling behind,,Donald Trump was not a facctor,Strongly disapprove,,,1.0,,,,Suburbs,Early in-person,3.0,Absentee or early in-person,1.0,10000.0,,1.0,White,30-44,18-44,40-49,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Yes,,,Disapprove,,,,,Suburbs
3284.0,Male,75 or over,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Bachelor's degree (BA or BS),Democrat,,Moderate,"$5300,000 or more",No,Yes,,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,5.0,,,,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,1.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Yes,,,Disapprove,,,,,Suburbs
3291.0,Female, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Bachelor's degree (BA or BS),Something else,Lean Democrat,Moderate,,,Yes,,,,,,,,,,For your candidate,,Suburbs,Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,3.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Independent/Something else,Democrat/Lean Democrat,Moderate,,,,Yes,,,,,,,,Suburbs
3293.0,Male,60-64,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,,Yes,,,,,,,,,,For your candidate,,Suburbs,Early in-person,3.0,Absentee or early in-person,1.0,10000.0,,3.0,White,45-64,45 or over,50-64,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,Yes,,,,,,,,Suburbs
3301.0,Female,50-59,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Attended college but received no degree,Democrat,,Somewhat liberal,,,Yes,,,Angry,,,,,,,For your candidate,,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,3.0,White,45-64,45 or over,50-64,White,No college degree,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,Yes,,,,,,,,Suburbs
3302.0,Female, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Very conservative,"$50,000-$99,999",No,Yes,,Falling behind,,Donald Trump was not a facctor,Strongly approve,,,4.0,,,,Rural,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,1.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Yes,,,Approve,,,,,Small city and Rural
3303.0,Male,35-39,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jason Miyares,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Not lean either way,Moderate,,,Yes,,,,,,,,,,Against her opponents,,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,3.0,White,30-44,18-44,30-39,White,College graduate,White men,White college graduates,White men college graduates,Independent/Something else,Independent,Moderate,,,,Yes,,,,,,,,Suburbs
3315.0,Female,18-24,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Associate's degree (AA or AS),Independent,Not lean either way,Moderate,,,Yes,,,Angry,,,,,,,For your candidate,,"50,000-500,000",Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,3.0,White,18-29,18-44,18-24,White,No college degree,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Independent,Moderate,,,,Yes,,,,,,,,"City over 50,000"
3319.0,Female,18-24,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,,Yes,Good,,,,,Somewhat favorable,Strongly unfavorable,,1.0,,In the last few days,"50,000-500,000",Early in-person,3.0,Absentee or early in-person,1.0,10000.0,,2.0,White,18-29,18-44,18-24,White,College graduate,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,Yes,Excellent or good,,,Favorable,Unfavorable,In the last week,In the last month,"City over 50,000"
3320.0,Male,45-49,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Bachelor's degree (BA or BS),Republican,,Moderate,,,Yes,,,,,,,,,,For your candidate,,Rural,Early in-person,4.0,Absentee or early in-person,1.0,10000.0,,3.0,White,45-64,45 or over,40-49,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Moderate,,,,Yes,,,,,,,,Small city and Rural
3379.0,Male, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Attended college but received no degree,Republican,,Somewhat conservative,"$50,000-$99,999",No,Yes,,Holding steady,,To oppose Donald Trump,Strongly approve,,,1.0,,,,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,1.0,White,65 or over,45 or over,65 or over,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Yes,,,Approve,,,,,Suburbs
