ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,NHRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BEATOBAMA,BREAK12PRI,BRNAGAIN,ISSREP12,MARRIED,QLTREP12,RELIGN10,SATGING,SATPAUL,SATROMN,SATSANT,TEAPARTY,TIMENH12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BREAKFACT,BREAKIMP,REL5,TEAPARTY3,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,CANDSOK,CONTACT12R,DEBATE12R,DEFICIT12R,ECONWORR,FAVMCCA,GETAHEAD,ISSVQUAL,OBAMANG,PHILFIS5,PHILSOC5,PREVPRI,PRINCIPLES,REGNHREP,UNFAIRREP12,CONTACT12R2,DEBATE12R2,ECOWORR2,PHILFIS2,PHILFIS3,PHILSOC2,PHILSOC3,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
54513.0,New Hampshire,114.0,Call 2,Complete,Election day exit poll,0.933343172073364,Mitt Romney,Male,White,60-64,60-64,Somewhat liberal,Republican,"$100,000-$199,999",High school or less,Omit,,Yes,The economy,Yes,,,,,,,Somewhat support,,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,,,,Support,,,,No,White Born-again/Evangelical Christians,,,,I'd like to see someone else run for the nomination,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Very worried,Unfavorable,,,,,,,,,Perry,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
54500.0,New Hampshire,114.0,Call 2,Complete,Election day exit poll,0.945174396038055,Mitt Romney,Male,White,50-59,50-59,Moderate,Republican,"$50,000-$99,999",College graduate,Romney,,No,The economy,Yes,,,,,,,Strongly support,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,Support,,,,No,All others,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Somewhat worried,Omit,,,,,,,,,Omit,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
54487.0,New Hampshire,114.0,Call 2,Complete,Election day exit poll,0.978213369846344,Mitt Romney,Female,White,60-64,60-64,Somewhat liberal,Independent,"$200,000 or more",High school or less,Romney,,Yes,The economy,Yes,,,,,,,Somewhat support,,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,,,,Support,,,,No,White Born-again/Evangelical Christians,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Perry,Not contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
54486.0,New Hampshire,68.0,Call 2,Complete,Election day exit poll,1.71474623680115,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Independent,"$50,000-$99,999",Some college/assoc. degree,Romney,,No,The economy,Yes,,,,,,,Somewhat oppose,,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,Oppose,,,,No,All others,,,,I'd like to see someone else run for the nomination,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Paul,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale
54414.0,New Hampshire,53.0,Call 2,Complete,Election day exit poll,1.6866180896759,Mitt Romney,Female,White,40-44,40-44,Moderate,Republican,"$200,000 or more",Postgraduate study,Romney,,No,The economy,Yes,,,,,,,Neutral,,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,Neutral,,,,No,All others,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Gingrich,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale
54399.0,New Hampshire,48.0,Call 2,Complete,Election day exit poll,0.797998785972595,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Independent,,College graduate,Romney,,No,Federal budget deficit,Yes,,,,,,,Strongly support,,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,,,,Support,,,,No,All others,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Somewhat worried,Unfavorable,,,,,,,,,Omit,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
54381.0,New Hampshire,84.0,Call 2,Complete,Election day exit poll,1.08006775379181,Mitt Romney,Female,White,50-59,50-59,Somewhat conservative,Republican,"$30,000-$49,999",Postgraduate study,Santorum,,No,Health care,No,,,,,,,Somewhat support,,Non married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,Support,,,,No,All others,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Somewhat worried,Favorable,,,,,,,,,Perry,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
54308.0,New Hampshire,84.0,Call 2,Complete,Election day exit poll,1.06654798984528,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Independent,,Postgraduate study,Romney,,No,Federal budget deficit,No,,,,,,,Neutral,,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,,,,College graduate,More than High school graduate,,,,Neutral,,,,No,All others,,,,I'd like to see someone else run for the nomination,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Very worried,Unfavorable,,,,,,,,,Omit,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
54293.0,New Hampshire,48.0,Call 2,Complete,Election day exit poll,0.771046578884125,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Independent,,High school or less,Romney,,No,The economy,Yes,,,,,,,Neutral,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,,,,No college degree,High school graduate or less,,,,Neutral,,,,,All others,,,,I'd like to see someone else run for the nomination,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Somewhat worried,Favorable,,,,,,,,,Paul,Not contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
54289.0,New Hampshire,97.0,Call 2,Complete,Election day exit poll,1.29646766185761,Mitt Romney,Male,White,50-59,50-59,Very conservative,Republican,"$100,000-$199,999",College graduate,Romney,,No,The economy,Yes,,,,,,,Neutral,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,Neutral,,,,No,All others,,,,I'd like to see someone else run for the nomination,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Very worried,Unfavorable,,,,,,,,,Paul,Not contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale
54279.0,New Hampshire,84.0,Call 2,Complete,Election day exit poll,1.08006775379181,Mitt Romney,Female,White,45-49,45-49,Moderate,Republican,"$50,000-$99,999",Postgraduate study,Romney,,No,The economy,,,,,,,,Neutral,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,Neutral,,,,No,All others,,,,I'd like to see someone else run for the nomination,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Somewhat worried,Favorable,,,,,,,,,Huntsman,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
54237.0,New Hampshire,113.0,Call 2,Complete,Election day exit poll,1.47555804252625,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Republican,"Under $30,000",High school or less,Romney,,No,Federal budget deficit,No,,,,,,,Neutral,,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,Neutral,,,,Yes,All others,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Very worried,Omit,,,,,,,,,Romney,Not contacted,,Worried,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 2,Low Density Rural,Rural,Rural,Very downscale
54225.0,New Hampshire,113.0,Call 2,Complete,Election day exit poll,1.49426245689392,Mitt Romney,Female,White,50-59,50-59,Somewhat liberal,Independent,"$50,000-$99,999",High school or less,Romney,,Yes,The economy,Yes,,,,,,,Neutral,,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,,Neutral,,,,No,White Born-again/Evangelical Christians,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Gingrich,Contacted,,Worried,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 2,Low Density Rural,Rural,Rural,Very downscale
54189.0,New Hampshire,38.0,Call 2,Complete,Election day exit poll,1.15404498577118,Mitt Romney,Female,White,50-59,50-59,Somewhat conservative,Independent,"$50,000-$99,999",Postgraduate study,Romney,,No,The economy,No,,,,,,,Neutral,,Non married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,Neutral,,,,No,All others,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Gingrich,Not contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
54150.0,New Hampshire,110.0,Call 2,Complete,Election day exit poll,0.818998754024506,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Independent,"$30,000-$49,999",Some college/assoc. degree,Romney,,Yes,The economy,Yes,,,,,,,Somewhat support,,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,Support,,,,Yes,White Born-again/Evangelical Christians,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Paul,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale
54133.0,New Hampshire,99.0,Call 2,Complete,Election day exit poll,1.15960252285004,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Democrat,"Under $30,000",Some college/assoc. degree,Romney,,No,Health care,Yes,,,,,,,Neutral,,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,Neutral,,,,Yes,All others,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Santorum,Not contacted,,Worried,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 2,Low Density Rural,Rural,Rural,Downscale
54113.0,New Hampshire,94.0,Call 2,Complete,Election day exit poll,1.34141647815704,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,Romney,,Yes,Federal budget deficit,,,,,,,,Somewhat support,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,Support,,,,No,White Born-again/Evangelical Christians,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Gingrich,Contacted,,Worried,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 2,Low Density Rural,Rural,Rural,Downscale
54086.0,New Hampshire,49.0,Call 2,Complete,Election day exit poll,0.985802471637726,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Republican,"$30,000-$49,999",Postgraduate study,Romney,,No,The economy,No,,,,,,,Strongly support,,Non married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,Support,,,,No,All others,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Somewhat worried,Favorable,,,,,,,,,Paul,Contacted,,Worried,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,East,Version 2,Suburb,Rural,Rural,Downscale
54078.0,New Hampshire,52.0,Call 2,Complete,Election day exit poll,0.797998785972595,Mitt Romney,Female,White,60-64,60-64,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Romney,,No,The economy,No,,,,,,,Somewhat support,,Non married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,Support,,,,Yes,All others,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Paul,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
54072.0,New Hampshire,30.0,Call 2,Complete,Election day exit poll,1.14923930168152,Mitt Romney,Female,White,18-24,17-24,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,Romney,,Yes,The economy,Yes,,,,,,,Somewhat support,,Married women,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,,Support,,,,No,White Born-again/Evangelical Christians,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Huntsman,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
54043.0,New Hampshire,52.0,Call 2,Complete,Election day exit poll,0.808114349842072,Mitt Romney,Female,White,40-44,40-44,Moderate,Republican,"$200,000 or more",Postgraduate study,Romney,,No,The economy,Yes,,,,,,,Strongly support,,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,Support,,,,No,All others,,,,I'm satisfied with the Republican candidates,"Mostly by e-mail, online or text message",,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Santorum,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
54029.0,New Hampshire,14.0,Call 2,Complete,Election day exit poll,1.26462554931641,Mitt Romney,Male,White,45-49,45-49,Moderate,Republican,"Under $30,000",High school or less,Romney,,Yes,The economy,No,,,,,,,Strongly support,,Non married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,Support,,,,Yes,White Born-again/Evangelical Christians,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Huntsman,Contacted,,Worried,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 2,Low Density Rural,Rural,Rural,Very downscale
54020.0,New Hampshire,52.0,Call 2,Complete,Election day exit poll,0.808114349842072,Mitt Romney,Female,White,50-59,50-59,Somewhat conservative,Independent,,College graduate,Romney,,No,The economy,Yes,,,,,,,Neutral,,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,,,,Neutral,,,,No,All others,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Somewhat worried,Favorable,,,,,,,,,Omit,Not contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
54000.0,New Hampshire,58.0,Call 2,Complete,Election day exit poll,0.760669529438019,Mitt Romney,Male,White,30-39,30-39,Somewhat liberal,Independent,"$50,000-$99,999",College graduate,Romney,,No,The economy,Yes,,,,,,,Somewhat oppose,,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,Oppose,,,,No,All others,,,,I'd like to see someone else run for the nomination,"Mostly by e-mail, online or text message",,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Gingrich,Contacted,,Worried,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 2,High Density Urban,Urban,Urban Core,Upscale
53978.0,New Hampshire,72.0,Call 2,Complete,Election day exit poll,1.08279776573181,Mitt Romney,Female,White,40-44,40-44,Somewhat liberal,Republican,"$50,000-$99,999",College graduate,Romney,,No,The economy,Yes,,,,,,,Neutral,,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,Neutral,,,,No,All others,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Somewhat worried,Favorable,,,,,,,,,Paul,Contacted,,Worried,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 2,Low Density Rural,Rural,Rural,Very downscale
53976.0,New Hampshire,30.0,Call 2,Complete,Election day exit poll,1.10242807865143,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,Romney,,Yes,The economy,Yes,,,,,,,Neutral,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,Neutral,,,,No,White Born-again/Evangelical Christians,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Santorum,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
53947.0,New Hampshire,72.0,Call 2,Complete,Election day exit poll,1.03313040733337,Mitt Romney,Male,White,40-44,40-44,Somewhat conservative,Independent,"$50,000-$99,999",Some college/assoc. degree,Romney,,No,The economy,Yes,,,,,,,Somewhat oppose,,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,Oppose,,,,No,All others,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Somewhat worried,Favorable,,,,,,,,,Omit,Not contacted,,Worried,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 2,Low Density Rural,Rural,Rural,Very downscale
53934.0,New Hampshire,58.0,Call 2,Complete,Election day exit poll,0.787259042263031,Mitt Romney,Female,White,60-64,60-64,Moderate,Independent,"$30,000-$49,999",College graduate,Romney,,No,The economy,Yes,,,,,,,Neutral,,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,Neutral,,,,No,All others,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Perry,Contacted,,Worried,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 2,High Density Urban,Urban,Urban Core,Upscale
53908.0,New Hampshire,89.0,Call 2,Complete,Election day exit poll,1.54162788391113,Mitt Romney,Female,White,60-64,60-64,Somewhat conservative,Republican,"$200,000 or more",Some college/assoc. degree,Romney,,No,The economy,Yes,,,,,,,Neutral,,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,,Neutral,,,,No,All others,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Omit,Contacted,,Worried,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 2,Extremely Low Density Rural,Rural,Rural,Very upscale
53894.0,New Hampshire,58.0,Call 2,Complete,Election day exit poll,0.783043026924133,Mitt Romney,Female,White,18-24,17-24,Somewhat liberal,Independent,"$100,000-$199,999",High school or less,Romney,,No,Abortion,No,,,,,,,Neutral,,Non married women,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,,,,Neutral,,,,No,All others,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Somewhat worried,Favorable,,,,,,,,,Santorum,Contacted,,Worried,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 2,High Density Urban,Urban,Urban Core,Upscale
53887.0,New Hampshire,75.0,Call 2,Complete,Election day exit poll,0.889398276805878,Mitt Romney,Male,White,45-49,45-49,Moderate,Independent,"$200,000 or more",Postgraduate study,Romney,,No,The economy,Yes,,,,,,,Strongly oppose,,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,Oppose,,,,No,All others,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Somewhat worried,Unfavorable,,,,,,,,,Omit,Contacted,,Worried,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 2,Suburb,Urban,Urban Core,Upscale
53874.0,New Hampshire,75.0,Call 2,Complete,Election day exit poll,0.448113977909088,Mitt Romney,Female,Black,18-24,17-24,Somewhat conservative,Independent,"$30,000-$49,999",College graduate,Romney,,Yes,Health care,No,,,,,,,Somewhat support,,Non married women,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,Support,,,,No,All others,,,,I'd like to see someone else run for the nomination,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Somewhat worried,Favorable,,,,,,,,,Gingrich,Not contacted,,Worried,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 2,Suburb,Urban,Urban Core,Upscale
53866.0,New Hampshire,10.0,Call 2,Complete,Election day exit poll,1.49426245689392,Mitt Romney,Female,White,50-59,50-59,Somewhat conservative,Independent,"$30,000-$49,999",Some college/assoc. degree,Romney,,No,The economy,No,,,,,,,Strongly support,,Non married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,Support,,,,Yes,All others,,,,Omit,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Very worried,Omit,,,,,,,,,Omit,Not contacted,,Worried,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 2,Suburb,Rural,Rural,Very upscale
