ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,ALRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BEATOBAMAFL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,PAULCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,SHAREREL,TEAPARTY,TIMEST12,UNDERREP12,VOTENOV12,WORK,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WRKWOMEN,XQLTREP12,ECONWORR,INTERNATIONAL12R,ECOWORR2,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
268294.0,Alabama,27.0,Call 1,Complete,Election day exit poll,0.577182352542877,Newt Gingrich,Male,White,60-64,60-64,Moderate,Independent,"$50,000-$99,999",Some college/assoc. degree,,Santorum,One of several important factors,Yes,,,,,,The economy,Yes,Has the right experience,,Somewhat support,In the last few weeks,,,,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,Has the right experience,Very worried,Gingrich,Worried,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale
268291.0,Alabama,46.0,Call 1,Complete,Election day exit poll,0.611451506614685,Newt Gingrich,Male,White,60-64,60-64,Moderate,Republican,"$100,000-$199,999",Postgraduate study,Legal in all cases,,,No,I strongly favor my candidate,About right,Too conservative,Not conservative enough,Too conservative,,,,Not at all,Strongly support,,Gingrich,Definitely vote for the Republican nominee,Yes,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Not born again,,,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,All others,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale
268290.0,Alabama,27.0,Call 1,Complete,Election day exit poll,0.577182352542877,Newt Gingrich,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",High school or less,Illegal in most cases,,,Yes,I strongly favor my candidate,Omit,Not conservative enough,Not conservative enough,Too conservative,,,,A great deal,Somewhat support,,Gingrich,Definitely vote for the Republican nominee,Yes,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,All others,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale
268288.0,Alabama,27.0,Call 1,Complete,Election day exit poll,0.577182352542877,Newt Gingrich,Male,White,65 or over,65 or over,Very conservative,Republican,,,,Gingrich,The most important factor,Yes,,,,,,The economy,,Is a true conservative,,Strongly support,Earlier this year,,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,,,,,A factor,Important,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,,White Born-again/Evangelical Christians,,Is a true conservative,Very worried,Gingrich,Worried,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale
268287.0,Alabama,46.0,Call 1,Complete,Election day exit poll,0.8177330493927,Newt Gingrich,Female,White,18-24,17-24,Somewhat conservative,Republican,"$100,000-$199,999",High school or less,,Romney,One of several important factors,Yes,,,,,,The economy,No,Has the right experience,,Neutral,In the last few weeks,,,,Non married women,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,,,A factor,Important,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,Has the right experience,Very worried,Gingrich,Worried,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale
268285.0,Alabama,27.0,Call 1,Complete,Election day exit poll,0.592350840568542,Newt Gingrich,Male,White,50-59,50-59,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Illegal in all cases,,,Yes,I strongly favor my candidate,About right,Not conservative enough,Not conservative enough,About right,,,,A great deal,Somewhat support,,Gingrich,Definitely vote for the Republican nominee,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,All others,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale
268284.0,Alabama,84.0,Call 1,Complete,Election day exit poll,1.09973359107971,Newt Gingrich,Female,White,60-64,60-64,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in all cases,,,Yes,I strongly favor my candidate,About right,Too conservative,Not conservative enough,About right,,,,A great deal,Strongly support,,Gingrich,Definitely vote for the Republican nominee,No,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,All others,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 2,Suburb,Urban,Urban Core,Upscale
268283.0,Alabama,84.0,Call 1,Complete,Election day exit poll,1.09973359107971,Newt Gingrich,Female,White,60-64,60-64,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in all cases,,,Yes,I strongly favor my candidate,About right,Too conservative,Not conservative enough,About right,,,,A great deal,Strongly support,,Gingrich,Definitely vote for the Republican nominee,No,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,All others,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 2,Suburb,Urban,Urban Core,Upscale
268280.0,Alabama,46.0,Call 1,Not complete,Election day exit poll,0.632947385311127,Newt Gingrich,Female,White,50-59,50-59,,,,College graduate,,,,,I like my candidate but with reservations,,,,,,,,,,,Omit,Omit,No,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,,,,,,,,College graduate,More than High school graduate,,,,,,,,,,,,All others,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale
268279.0,Alabama,27.0,Call 1,Complete,Election day exit poll,0.577182352542877,Newt Gingrich,Male,White,60-64,60-64,Very conservative,Republican,"$30,000-$49,999",High school or less,Illegal in most cases,,,Yes,I strongly favor my candidate,About right,Not conservative enough,Not conservative enough,About right,,,,A great deal,Strongly support,,Gingrich,Definitely vote for the Republican nominee,No,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,All others,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale
268277.0,Alabama,11.0,Call 1,Complete,Election day exit poll,0.99116712808609,Newt Gingrich,Female,White,60-64,60-64,Very conservative,Republican,"$50,000-$99,999",,Illegal in all cases,,,Yes,I strongly favor my candidate,About right,Omit,Omit,Not conservative enough,,,,A great deal,Strongly support,,Gingrich,Definitely vote for the Republican nominee,Yes,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,,,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Working women,,,,,State questionnaire,Rural,Small Cities/Rural,2.0,South,Version 2,Low Density Rural,Rural,Rural,Downscale
268276.0,Alabama,11.0,Call 1,Complete,Election day exit poll,0.99116712808609,Newt Gingrich,Female,White,60-64,60-64,Very conservative,Republican,"$50,000-$99,999",,Illegal in all cases,,,Yes,I strongly favor my candidate,About right,Omit,Omit,Not conservative enough,,,,A great deal,Strongly support,,Gingrich,Definitely vote for the Republican nominee,Yes,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,,,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Working women,,,,,State questionnaire,Rural,Small Cities/Rural,2.0,South,Version 2,Low Density Rural,Rural,Rural,Downscale
268274.0,Alabama,46.0,Call 1,Complete,Election day exit poll,0.616739332675934,Newt Gingrich,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",Postgraduate study,Illegal in most cases,,,Yes,I strongly favor my candidate,About right,Omit,About right,Too conservative,,,,Not at all,Somewhat support,,Gingrich,Definitely vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Not much or not at all,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale
268273.0,Alabama,27.0,Call 1,Complete,Election day exit poll,0.597473502159119,Newt Gingrich,Female,White,50-59,50-59,Very conservative,Republican,"$30,000-$49,999",High school or less,Illegal in all cases,,,Yes,I like my candidate but with reservations,About right,Not conservative enough,Not conservative enough,Not conservative enough,,,,Somewhat,Somewhat support,,Gingrich,Definitely vote for the Republican nominee,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Working women,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale
268268.0,Alabama,75.0,Call 1,Not complete,Election day exit poll,2.37077212333679,Newt Gingrich,Male,White,30-39,30-39,,,,College graduate,,Omit,Not a factor at all,,,,,,,,No,,,,Earlier this year,,,,Non married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,,,,,,,,College graduate,More than High school graduate,,,Not a factor,Not important,,,,Earlier than that,Since January 1st,,,,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale
268267.0,Alabama,84.0,Call 1,Complete,Election day exit poll,1.12863492965698,Newt Gingrich,Female,White,30-39,30-39,Moderate,Republican,"$30,000-$49,999",High school or less,,Gingrich,The most important factor,No,,,,,,The economy,,Has the right experience,,Neutral,Before that,,,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,A factor,Important,,Neutral,Neither,Earlier than that,Before January 1st,Yes,All others,,Has the right experience,Very worried,Gingrich,Worried,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 1,Suburb,Urban,Urban Core,Upscale
268266.0,Alabama,27.0,Call 1,Complete,Election day exit poll,0.597473502159119,Newt Gingrich,Female,White,50-59,50-59,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Illegal in all cases,,,Yes,I like my candidate but with reservations,About right,Not conservative enough,Not conservative enough,About right,,,,A great deal,Somewhat support,,Gingrich,Definitely vote for the Republican nominee,No,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,All others,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale
268263.0,Alabama,57.0,Call 1,Complete,Election day exit poll,0.672157645225525,Newt Gingrich,Female,White,40-44,40-44,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,,Gingrich,Not a factor at all,Yes,,,,,,The economy,Yes,Can defeat Barack Obama,,Somewhat support,Just today,,,,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,Not a factor,Not important,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,Can defeat Barack Obama,Very worried,Gingrich,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Low Density Rural,70s Suburbs,Urban Perimeter,Upscale
268260.0,Alabama,27.0,Call 1,Complete,Election day exit poll,0.577182352542877,Newt Gingrich,Male,White,65 or over,65 or over,Very conservative,Independent,,High school or less,,Gingrich,One of several important factors,Yes,,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,Strongly support,Just today,,,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,,,,No college degree,High school graduate or less,,,A factor,Important,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,,White Born-again/Evangelical Christians,,Can defeat Barack Obama,Very worried,Gingrich,Worried,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale
268258.0,Alabama,57.0,Call 1,Complete,Election day exit poll,0.666394710540771,Newt Gingrich,Male,White,45-49,45-49,Very conservative,Republican,"$50,000-$99,999",College graduate,Illegal in most cases,,,Yes,I strongly favor my candidate,About right,Not conservative enough,Not conservative enough,About right,,,,Not much,Strongly support,,Gingrich,Definitely vote for the Republican nominee,Yes,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Not much or not at all,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,All others,,,,,State questionnaire,Suburbs,Suburbs,1.0,South,Version 2,Low Density Rural,70s Suburbs,Urban Perimeter,Upscale
268255.0,Alabama,27.0,Call 1,Complete,Election day exit poll,0.577182352542877,Newt Gingrich,Male,White,65 or over,65 or over,Very conservative,Independent,"Under $30,000",High school or less,Omit,,,,Omit,Not conservative enough,Not conservative enough,Omit,Omit,,,,Omit,Omit,,Gingrich,Definitely vote for the Republican nominee,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Omit,,,,Omit,Omit,,,,Yes,,All others,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale
268252.0,Alabama,37.0,Call 1,Complete,Election day exit poll,0.670433700084686,Newt Gingrich,Male,White,,,Very conservative,Republican,"$100,000-$199,999",,,Omit,Not a factor at all,Yes,,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,Somewhat support,Earlier this year,,,,Married men,,,,,,,,,,,,,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,,,,,Not a factor,Not important,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,Can defeat Barack Obama,Very worried,Gingrich,Worried,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale
268251.0,Alabama,27.0,Call 1,Complete,Election day exit poll,0.592350840568542,Newt Gingrich,Male,White,40-44,40-44,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in all cases,,,Yes,I strongly favor my candidate,About right,Not conservative enough,Not conservative enough,About right,,,,A great deal,Strongly support,,Gingrich,Definitely vote for the Republican nominee,Yes,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,All others,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale
268247.0,Alabama,37.0,Call 1,Complete,Election day exit poll,0.662160336971283,Newt Gingrich,Female,White,40-44,40-44,Very conservative,Republican,"$50,000-$99,999",College graduate,,Romney,One of several important factors,Yes,,,,,,The economy,Yes,Has the right experience,,Strongly support,In the last few weeks,,,,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,Has the right experience,Very worried,Gingrich,Worried,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale
268245.0,Alabama,27.0,Call 1,Complete,Election day exit poll,0.592350840568542,Newt Gingrich,Male,White,50-59,50-59,Moderate,Republican,"$30,000-$49,999",High school or less,,Gingrich,A minor factor,Yes,,,,,,The economy,Yes,Has strong moral character,,Somewhat support,Earlier this year,,,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,A factor,Not important,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,Has strong moral character,Somewhat worried,Gingrich,Worried,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale
268242.0,Alabama,37.0,Call 1,Complete,Election day exit poll,0.645204246044159,Newt Gingrich,Female,White,60-64,60-64,Moderate,Republican,"Under $30,000",Some college/assoc. degree,Illegal in most cases,,,Yes,I strongly favor my candidate,About right,Too conservative,Not conservative enough,Not conservative enough,,,,Somewhat,Strongly support,,Gingrich,Definitely vote for the Republican nominee,No,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,All others,,,,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 2,Suburb,60s Suburbs,Urban Perimeter,Upscale
268233.0,Alabama,72.0,Call 1,Complete,Election day exit poll,0.675780534744263,Newt Gingrich,Male,White,40-44,40-44,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,,Gingrich,One of several important factors,Yes,,,,,,The economy,Yes,Is a true conservative,,Strongly support,Earlier this year,,,,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,A factor,Important,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,Is a true conservative,Very worried,Gingrich,Worried,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale
268232.0,Alabama,72.0,Call 1,Complete,Election day exit poll,0.675780534744263,Newt Gingrich,Male,White,40-44,40-44,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,,Gingrich,One of several important factors,Yes,,,,,,The economy,Yes,Is a true conservative,,Strongly support,Earlier this year,,,,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,A factor,Important,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,Is a true conservative,Very worried,Gingrich,Worried,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale
268231.0,Alabama,27.0,Call 1,Complete,Election day exit poll,0.592350840568542,Newt Gingrich,Male,White,50-59,50-59,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in all cases,,,Yes,I strongly favor my candidate,About right,Omit,Omit,Omit,,,,Somewhat,Somewhat support,,Gingrich,Definitely vote for the Republican nominee,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,All others,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale
268229.0,Alabama,84.0,Call 1,Complete,Election day exit poll,1.12863492965698,Newt Gingrich,Female,White,45-49,45-49,Somewhat conservative,Republican,"$30,000-$49,999",High school or less,,Romney,Not a factor at all,Yes,,,,,,The economy,Yes,Has the right experience,,Somewhat support,In the last few weeks,,,,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,Not a factor,Not important,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,Has the right experience,Not too worried,Gingrich,Not worried,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 1,Suburb,Urban,Urban Core,Upscale
268226.0,Alabama,72.0,Call 1,Complete,Election day exit poll,0.675780534744263,Newt Gingrich,Male,White,50-59,50-59,Very conservative,Republican,,Postgraduate study,Illegal in most cases,,,Yes,I strongly favor my candidate,About right,Too conservative,Not conservative enough,About right,,,,Somewhat,Strongly support,,Gingrich,Definitely vote for the Republican nominee,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,,,,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,All others,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale
268223.0,Alabama,27.0,Call 1,Complete,Election day exit poll,0.592350840568542,Newt Gingrich,Male,White,45-49,45-49,Very conservative,Republican,,,Illegal in most cases,,,Yes,I strongly favor my candidate,About right,Too conservative,Not conservative enough,About right,,,,Somewhat,Strongly support,,Gingrich,Definitely vote for the Republican nominee,Yes,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,,,,,,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,,White Born-again/Evangelical Christians,All others,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale
268211.0,Alabama,27.0,Call 1,Complete,Election day exit poll,0.577182352542877,Newt Gingrich,Male,White,60-64,60-64,Moderate,Independent,"$30,000-$49,999",High school or less,,Gingrich,One of several important factors,Yes,,,,,,Federal budget deficit,No,Can defeat Barack Obama,,Neutral,Before that,,,,Non married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,A factor,Important,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Before January 1st,Yes,White Born-again/Evangelical Christians,,Can defeat Barack Obama,Very worried,Gingrich,Worried,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale
268205.0,Alabama,5.0,Call 1,Complete,Election day exit poll,1.18382525444031,Newt Gingrich,Male,White,40-44,40-44,Somewhat liberal,Independent,"$200,000 or more",Postgraduate study,,Gingrich,A minor factor,No,,,,,,The economy,Yes,Has the right experience,,Strongly oppose,In the last few weeks,,,,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,A factor,Not important,,Oppose,Neither,Earlier than that,Since January 1st,No,All others,,Has the right experience,Not too worried,Gingrich,Not worried,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,Version 1,Suburb,Rural,Rural,Very upscale
