ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,LARPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BEATOBAMAFL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SATGING,SATROMN,SATSANT,SHAREREL,TEAPARTY,TIMEIL12,UNDERREP12,WORK,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,ATTEND,ENDPRIM12R,GUNOWNER,RECOVER,TWOCANDS12R,ATTEND2,ATTREL,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
291750.0, Louisiana,47.0,Call 2,Complete,Election day exit poll,1.19714856147766,Newt Gingrich,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"Under $30,000",High school or less,,,Yes,I strongly favor my candidate,,,,Protestant,Satisfied,Satisfied,Satisfied,Not at all,Strongly support,,Gingrich,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,A few times a year,,Yes,Getting worse,,Occasionally,Protestant/Do not attend weekly,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 2,High Density Urban,Urban,Urban Core,Very upscale,70001.0
291691.0, Louisiana,56.0,Call 2,Complete,Election day exit poll,1.09259641170502,Newt Gingrich,Female,White,65 or over,65 or over,Moderate,Independent,"$30,000-$49,999",College graduate,,,No,I like my candidate but with reservations,,,,Jewish,Satisfied,Satisfied,Dissatisfied,Not at all,Strongly oppose,,Gingrich,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Not born again,,,Jewish,Not much or not at all,Oppose,Neither,,,No,All others,No,All others,All others,,Once a week,,Yes,Starting to recover,,Weekly,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale,70503.0
291674.0, Louisiana,60.0,Call 2,Complete,Election day exit poll,0.97793036699295,Newt Gingrich,Male,,30-39,30-39,Moderate,Republican,"$30,000-$49,999",High school or less,,,Yes,I strongly favor my candidate,,,,None,Satisfied,Dissatisfied,Dissatisfied,A great deal,Strongly support,,Gingrich,Yes,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Born again/Think religious values of candidate matter a great deal,,,None,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,,,No,,All others,,A few times a year,,Yes,Getting worse,,Occasionally,All others,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Downscale,70529.0
291670.0, Louisiana,60.0,Call 2,Complete,Election day exit poll,1.06928598880768,Newt Gingrich,Male,White,30-39,30-39,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,,,No,I strongly favor my candidate,,,,Catholic,Satisfied,Satisfied,Dissatisfied,Not much,Somewhat support,,Gingrich,Yes,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not born again,,,Catholic,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,All others,,Never,,Yes,Staying the same,,Never,Catholic/Do not attend weekly,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Downscale,70529.0
291631.0, Louisiana,51.0,Call 1,Complete,Election day exit poll,0.963792085647583,Newt Gingrich,Male,White,50-59,50-59,Somewhat conservative,Something else,"$100,000-$199,999",College graduate,,,No,I strongly favor my candidate,,,,Catholic,Satisfied,Satisfied,Satisfied,Not much,Strongly support,,Gingrich,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not born again,,,Catholic,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,All others,,A few times a year,,Yes,Getting worse,,Occasionally,Catholic/Do not attend weekly,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 2,High Density Urban,Urban,Urban Core,Very upscale,70065.0
291628.0, Louisiana,50.0,Call 1,Complete,Election day exit poll,1.62039196491241,Newt Gingrich,Male,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",College graduate,,,Yes,I strongly favor my candidate,,,,Other christian,Satisfied,Dissatisfied,Dissatisfied,A great deal,Strongly support,,Paul,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,Once a week,,Yes,Getting worse,,Weekly,All others,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale,70123.0
291620.0, Louisiana,36.0,Call 1,Complete,Election day exit poll,0.729028701782227,Newt Gingrich,Male,White,65 or over,65 or over,Very conservative,Republican,,Some college/assoc. degree,,,Yes,I strongly favor my candidate,,,,Protestant,Satisfied,Dissatisfied,Dissatisfied,Somewhat,Strongly support,,Gingrich,Yes,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,A few times a year,,Yes,Getting worse,,Occasionally,Protestant/Do not attend weekly,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Low Density Rural,Rural,Rural,Downscale,70748.0
291619.0, Louisiana,58.0,Call 1,Complete,Election day exit poll,0.819323062896729,Newt Gingrich,Male,White,45-49,45-49,Somewhat conservative,,"$50,000-$99,999",Some college/assoc. degree,,,,I like my candidate but with reservations,,,,Catholic,Satisfied,Satisfied,Satisfied,Somewhat,Somewhat support,,Santorum,Yes,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,Catholic,A great deal or somewhat,Support,,,,No,,No,,All others,,A few times a month,,Yes,Getting worse,,Occasionally,Catholic/Do not attend weekly,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale,70508.0
291615.0, Louisiana,36.0,Call 1,Complete,Election day exit poll,0.604007720947266,Newt Gingrich,Male,White,50-59,50-59,Very conservative,Independent,"$30,000-$49,999",Some college/assoc. degree,,,No,I strongly favor my candidate,,,,Catholic,Satisfied,Satisfied,Satisfied,Somewhat,Strongly support,,Paul,No,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,Yes,All others,No,All others,All others,,A few times a year,,Yes,Staying the same,,Occasionally,Catholic/Do not attend weekly,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Low Density Rural,Rural,Rural,Downscale,70748.0
291613.0, Louisiana,51.0,Call 1,Complete,Election day exit poll,0.963792085647583,Newt Gingrich,Male,White,50-59,50-59,Very conservative,Republican,"$200,000 or more",Postgraduate study,,,No,I strongly favor my candidate,,,,Catholic,Satisfied,Dissatisfied,Satisfied,Somewhat,Strongly support,,Gingrich,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,All others,,Once a week,,Yes,Staying the same,,Weekly,Catholic/Attend weekly,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 2,High Density Urban,Urban,Urban Core,Very upscale,70065.0
291611.0, Louisiana,58.0,Call 1,Complete,Election day exit poll,1.01659882068634,Newt Gingrich,Male,White,65 or over,65 or over,Somewhat liberal,Republican,"$30,000-$49,999",Some college/assoc. degree,,,Yes,I strongly favor my candidate,,,,Protestant,Satisfied,Satisfied,Omit,Not much,Somewhat oppose,,Gingrich,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Oppose,Born-again but not Tea Party supporter,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,A few times a month,,Yes,Starting to recover,,Occasionally,Protestant/Do not attend weekly,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale,70508.0
291603.0, Louisiana,102.0,Call 1,Complete,Election day exit poll,1.2780556678772,Newt Gingrich,Male,White,65 or over,65 or over,Very conservative,Independent,"$30,000-$49,999",High school or less,,,No,I strongly favor my candidate,,,,Protestant,Satisfied,Dissatisfied,Dissatisfied,Not at all,Strongly support,,Gingrich,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,Yes,All others,No,White Protestant non-evangelical,All others,,A few times a year,,Yes,Getting worse,,Occasionally,Protestant/Do not attend weekly,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,70461.0
291585.0, Louisiana,102.0,Call 1,Complete,Election day exit poll,1.05118918418884,Newt Gingrich,Female,White,50-59,50-59,Somewhat conservative,Democrat,"$50,000-$99,999",Postgraduate study,,,Yes,I like my candidate but with reservations,,,,Protestant,Satisfied,Satisfied,Satisfied,A great deal,Strongly support,,Gingrich,No,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,Once a week,,Yes,Getting worse,,Weekly,Protestant/Attend weekly,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,70461.0
291561.0, Louisiana,102.0,Call 1,Complete,Election day exit poll,1.2780556678772,Newt Gingrich,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,,,No,I like my candidate but with reservations,,,,Catholic,Satisfied,Dissatisfied,Dissatisfied,Not much,Neutral,,Gingrich,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not born again,,,Catholic,Not much or not at all,Neutral,Neither,,,Yes,All others,No,All others,All others,,A few times a year,,Yes,Starting to recover,,Occasionally,Catholic/Do not attend weekly,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,70461.0
291556.0, Louisiana,50.0,Call 1,Complete,Election day exit poll,1.33275771141052,Newt Gingrich,Female,White,30-39,30-39,Somewhat conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,,,Yes,I strongly favor my candidate,,,,Other christian,Satisfied,Dissatisfied,Satisfied,Not much,Neutral,,Gingrich,Yes,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Working women,,Once a week,,Yes,Getting worse,,Weekly,All others,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale,70123.0
291554.0, Louisiana,84.0,Call 1,Complete,Election day exit poll,2.93918681144714,Newt Gingrich,Female,White,60-64,60-64,Moderate,Independent,"$30,000-$49,999",College graduate,,,No,I strongly favor my candidate,,,,Protestant,Satisfied,Satisfied,Satisfied,Somewhat,Strongly support,,Gingrich,Yes,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,Working women,,A few times a month,,Yes,Starting to recover,,Occasionally,Protestant/Do not attend weekly,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,Version 2,Town,Rural,Rural,Downscale,71301.0
291443.0, Louisiana,81.0,Call 1,Complete,Election day exit poll,1.11287176609039,Ron Paul,Male,White,65 or over,65 or over,Very conservative,Independent,"Under $30,000",Postgraduate study,,,Yes,I strongly favor my candidate,,,,Protestant,Dissatisfied,Dissatisfied,Dissatisfied,A great deal,Somewhat support,,Paul,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,More than once a week,,Yes,Getting worse,,Weekly,Protestant/Attend weekly,State questionnaire,Suburbs,Suburbs,1.0,South,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale,71291.0
291374.0, Louisiana,68.0,Call 1,Complete,Election day exit poll,1.21663093566895,Ron Paul,Male,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",,,,Yes,I strongly favor my candidate,,,,Catholic,Dissatisfied,Dissatisfied,Dissatisfied,Not much,Somewhat support,,Paul,Yes,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,,,Born again/Think religious values of candidate did not matter a great deal,,,Catholic,Not much or not at all,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,No,All others,All others,,A few times a year,,Yes,Getting worse,,Occasionally,Catholic/Do not attend weekly,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,70462.0
291216.0, Louisiana,60.0,Call 1,Complete,Election day exit poll,0.870410323143005,Ron Paul,Male,White,25-29,25-29,Somewhat conservative,Something else,"$50,000-$99,999",Some college/assoc. degree,,,Yes,I strongly favor my candidate,,,,Other,Dissatisfied,Dissatisfied,Dissatisfied,Not much,Strongly support,,Paul,Yes,,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Something else,Not much or not at all,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,No,All others,All others,,A few times a month,,Yes,Getting worse,,Occasionally,All others,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Downscale,70529.0
292739.0, Louisiana,32.0,Call 3,Complete,Election day exit poll,0.403390944004059,Ron Paul,Female,White,50-59,50-59,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,,,Yes,I like my candidate but with reservations,,,,Other christian,Dissatisfied,Dissatisfied,Dissatisfied,Somewhat,Neutral,,Paul,No,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,A few times a year,,Yes,Getting worse,,Occasionally,All others,State questionnaire,Suburbs,Suburbs,3.0,South,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,70791.0
292726.0, Louisiana,32.0,Call 3,Complete,Election day exit poll,0.403390944004059,Ron Paul,Male,White,60-64,60-64,Very conservative,Independent,"$100,000-$199,999",College graduate,,,Yes,I like my candidate but with reservations,,,,Protestant,Satisfied,Satisfied,Satisfied,Somewhat,Strongly support,,Paul,Yes,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,Once a week,,Yes,Getting worse,,Weekly,Protestant/Attend weekly,State questionnaire,Suburbs,Suburbs,3.0,South,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,70791.0
292710.0, Louisiana,34.0,Call 3,Complete,Election day exit poll,0.450679063796997,Ron Paul,Male,White,25-29,25-29,Moderate,Independent,"Under $30,000",Some college/assoc. degree,,,Yes,I strongly favor my candidate,,,,Protestant,Dissatisfied,Dissatisfied,Dissatisfied,Somewhat,Strongly oppose,,Paul,No,,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Oppose,Born-again but not Tea Party supporter,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,More than once a week,,Yes,Starting to recover,,Weekly,Protestant/Attend weekly,State questionnaire,Suburbs,Suburbs,3.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,70817.0
292702.0, Louisiana,30.0,Call 3,Complete,Election day exit poll,0.554821610450745,Ron Paul,Male,White,30-39,30-39,Moderate,Independent,"$50,000-$99,999",College graduate,,,No,I dislike the other candidates,,,,Catholic,Satisfied,Satisfied,Satisfied,Not much,Somewhat support,,Paul,Yes,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not born again,,,Catholic,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,All others,,A few times a year,,Yes,Getting worse,,Occasionally,Catholic/Do not attend weekly,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 2,Suburb,Urban,Urban Core,Upscale,70806.0
292696.0, Louisiana,34.0,Call 3,Complete,Election day exit poll,0.450679063796997,Ron Paul,Female,White,40-44,40-44,Somewhat conservative,Republican,"$200,000 or more",Some college/assoc. degree,,,Yes,I strongly favor my candidate,,,,Catholic,Satisfied,Dissatisfied,Dissatisfied,Not at all,Strongly support,,Paul,Yes,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Catholic,Not much or not at all,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,No,All others,Working women,,Once a week,,Yes,Getting worse,,Weekly,Catholic/Attend weekly,State questionnaire,Suburbs,Suburbs,3.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,70817.0
292684.0, Louisiana,51.0,Call 3,Complete,Election day exit poll,0.499547392129898,Ron Paul,Female,White,50-59,50-59,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,,,Yes,I strongly favor my candidate,,,,Other,Dissatisfied,Dissatisfied,Dissatisfied,Not at all,Neutral,,Paul,No,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Something else,Not much or not at all,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,No,All others,All others,,A few times a year,,Yes,Getting worse,,Occasionally,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 2,High Density Urban,Urban,Urban Core,Very upscale,70065.0
292663.0, Louisiana,58.0,Call 3,Complete,Election day exit poll,0.692052006721497,Ron Paul,Male,White,60-64,60-64,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,,,Yes,I strongly favor my candidate,,,,Protestant,Satisfied,Dissatisfied,Satisfied,A great deal,Strongly support,,Paul,Yes,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,Once a week,,Yes,Getting worse,,Weekly,Protestant/Attend weekly,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale,70508.0
292612.0, Louisiana,17.0,Call 3,Complete,Election day exit poll,1.26573061943054,Ron Paul,Male,Black,30-39,30-39,Moderate,Democrat,"$50,000-$99,999",College graduate,,,No,I dislike the other candidates,,,,Catholic,Satisfied,Satisfied,Dissatisfied,Not much,Strongly oppose,,Romney,Yes,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not born again,,,Catholic,Not much or not at all,Oppose,Neither,,,No,All others,No,,All others,,Once a week,,Yes,Starting to recover,,Weekly,Catholic/Attend weekly,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,70611.0
292611.0, Louisiana,17.0,Call 3,Complete,Election day exit poll,1.26573061943054,Ron Paul,Male,Black,30-39,30-39,Moderate,Democrat,"$50,000-$99,999",College graduate,,,No,I dislike the other candidates,,,,Catholic,Satisfied,Satisfied,Dissatisfied,Not much,Strongly oppose,,Romney,Yes,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not born again,,,Catholic,Not much or not at all,Oppose,Neither,,,No,All others,No,,All others,,Once a week,,Yes,Starting to recover,,Weekly,Catholic/Attend weekly,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,70611.0
292565.0, Louisiana,102.0,Call 3,Complete,Election day exit poll,0.524794936180115,Ron Paul,Male,White,30-39,30-39,Moderate,Republican,"$100,000-$199,999",College graduate,,,No,I dislike the other candidates,,,,Catholic,Satisfied,Dissatisfied,Dissatisfied,Not much,Neutral,,Paul,Yes,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not born again,,,Catholic,Not much or not at all,Neutral,Neither,,,No,All others,No,All others,All others,,A few times a year,,Yes,Staying the same,,Occasionally,Catholic/Do not attend weekly,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,70461.0
292518.0, Louisiana,51.0,Call 3,Complete,Election day exit poll,0.499547392129898,Ron Paul,Female,White,50-59,50-59,Moderate,Republican,"$200,000 or more",Some college/assoc. degree,,,No,I like my candidate but with reservations,,,,Catholic,Dissatisfied,Satisfied,Satisfied,Somewhat,Neutral,,Paul,No,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Not born again,,,Catholic,A great deal or somewhat,Neutral,Neither,,,No,All others,No,All others,All others,,A few times a year,,Yes,Staying the same,,Occasionally,Catholic/Do not attend weekly,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 2,High Density Urban,Urban,Urban Core,Very upscale,70065.0
