ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,VARPRS12,SEX,QRACE3,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ISSREP12SC,MARRIED,QLTREP12,SHAREREL,TEAPARTY,TIMEST12,SEXWED,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,XQLTREP12,VAALLCAND,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
238832.0, Virginia,65.0,Call 3,Complete,Election day exit poll,0.930895447731018,Mitt Romney,Female,White,40-44,Somewhat conservative,Independent,"$100,000-$199,999",Postgraduate study,Legal in most cases,One of several important factors,No,I strongly favor my candidate,The economy,Yes,Can defeat Barack Obama,Not much,Somewhat support,Earlier this year,Married women,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Not born again,A factor,Important,Not much or not at all,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,Can defeat Barack Obama,Mitt Romney,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20169.0
238320.0, Virginia,115.0,Call 3,Complete,Election day exit poll,0.951010823249817,Mitt Romney,Male,White,40-44,Moderate,Republican,"$200,000 or more",College graduate,Legal in most cases,Not a factor at all,No,I strongly favor my candidate,The economy,Yes,Can defeat Barack Obama,Not at all,Strongly oppose,Earlier this year,Married men,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Not born again,Not a factor,Not important,Not much or not at all,Oppose,Neither,Earlier than that,Since January 1st,No,All others,Can defeat Barack Obama,Mitt Romney,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,High Density Urban,Urban,Urban Core,Upscale,23452.0
238038.0, Virginia,87.0,Call 3,Complete,Election day exit poll,0.578317403793335,Mitt Romney,Male,White,30-39,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,Legal in most cases,One of several important factors,No,I strongly favor my candidate,The economy,Yes,Can defeat Barack Obama,Somewhat,Strongly support,In the last few weeks,Married men,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Legal,Not born again,A factor,Important,A great deal or somewhat,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,Can defeat Barack Obama,Newt Gingrich,State questionnaire,Suburbs,Suburbs,5.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,23322.0
238030.0, Virginia,67.0,Call 3,Complete,Election day exit poll,1.35910737514496,Mitt Romney,Female,White,30-39,Very liberal,Democrat,"$30,000-$49,999",Postgraduate study,Illegal in all cases,A minor factor,No,I dislike the other candidates,Illegal immigration,Yes,Can defeat Barack Obama,Not much,Neutral,Just today,Married women,30-44,30-59,17-44,30-44,30-39,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,Not born again,A factor,Not important,Not much or not at all,Neutral,Neither,Last few days,Since January 1st,No,All others,Can defeat Barack Obama,Newt Gingrich,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22192.0
238778.0, Virginia,36.0,Call 3,Complete,Election day exit poll,1.23019528388977,Mitt Romney,Female,White,40-44,Somewhat liberal,Republican,"$50,000-$99,999",Postgraduate study,Illegal in most cases,One of several important factors,No,I like my candidate but with reservations,The economy,No,Has strong moral character,A great deal,Neutral,Earlier this year,Non married women,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Not born again,A factor,Important,A great deal or somewhat,Neutral,Neither,Earlier than that,Since January 1st,No,All others,Has strong moral character,Rick Santorum,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,22963.0
238174.0, Virginia,36.0,Call 3,Complete,Election day exit poll,1.13689792156219,Mitt Romney,Male,White,40-44,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,Illegal in most cases,One of several important factors,No,I like my candidate but with reservations,The economy,Yes,Can defeat Barack Obama,Somewhat,Somewhat support,In the last few weeks,Married men,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Not born again,A factor,Important,A great deal or somewhat,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,Can defeat Barack Obama,Mitt Romney,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,22963.0
238112.0, Virginia,67.0,Call 3,Complete,Election day exit poll,0.78986918926239,Mitt Romney,Male,Other,40-44,Very liberal,Republican,"$30,000-$49,999",Some college/assoc. degree,Legal in most cases,Not a factor at all,No,I strongly favor my candidate,Abortion,No,Can defeat Barack Obama,Not at all,Strongly oppose,In the last few weeks,Non married men,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Legal,Not born again,Not a factor,Not important,Not much or not at all,Oppose,Neither,Earlier than that,Since January 1st,No,All others,Can defeat Barack Obama,Newt Gingrich,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22192.0
234343.0, Virginia,30.0,Call 2,Complete,Election day exit poll,1.59507703781128,Mitt Romney,Female,White,40-44,Somewhat conservative,Independent,"$100,000-$199,999",Some college/assoc. degree,Illegal in all cases,A minor factor,No,I like my candidate but with reservations,The economy,Yes,Has the right experience,Somewhat,Neutral,Just today,Married women,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Illegal,Not born again,A factor,Not important,A great deal or somewhat,Neutral,Neither,Last few days,Since January 1st,No,All others,Has the right experience,Rick Santorum,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,22152.0
238445.0, Virginia,97.0,Call 3,Not complete,Election day exit poll,0.490923583507538,Ron Paul,Male,Black,50-59,,,,Some college/assoc. degree,,One of several important factors,,I like my candidate but with reservations,,,,,,Before that,,45-65,30-59,45+,45-59,50-64,,,,,,,,No college degree,More than High school graduate,,,A factor,Important,,,,Earlier than that,Before January 1st,,,,Omit,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,Suburb,Urban,Urban Core,Downscale,24502.0
231268.0, Virginia,49.0,Call 1,Not complete,Election day exit poll,1.46237277984619,Mitt Romney,Male,White,60-64,,,,Postgraduate study,,Not a factor at all,,I strongly favor my candidate,,,,,,Earlier this year,,45-65,60+,45+,60+,50-64,,,,,,,,College graduate,More than High school graduate,,,Not a factor,Not important,,,,Earlier than that,Since January 1st,,,,Mitt Romney,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,23009.0
231258.0, Virginia,87.0,Call 1,Not complete,Election day exit poll,0.625775933265686,Mitt Romney,Female,White,45-49,,,,College graduate,,One of several important factors,,I strongly favor my candidate,,,,,,Earlier this year,,45-65,30-59,45+,45-59,40-49,,,,,,,,College graduate,More than High school graduate,,,A factor,Important,,,,Earlier than that,Since January 1st,,,,Mitt Romney,State questionnaire,Suburbs,Suburbs,5.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,23322.0
231141.0, Virginia,76.0,Call 1,Not complete,Election day exit poll,0.860296845436096,Mitt Romney,Male,White,50-59,,,,College graduate,,One of several important factors,,I strongly favor my candidate,,,,,,In the last few weeks,,45-65,30-59,45+,45-59,50-64,,,,,,,,College graduate,More than High school graduate,,,A factor,Important,,,,Earlier than that,Since January 1st,,,,Newt Gingrich,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,22554.0
231092.0, Virginia,76.0,Call 1,Not complete,Election day exit poll,0.930895447731018,Mitt Romney,Female,White,45-49,,,,Some college/assoc. degree,,A minor factor,,I strongly favor my candidate,,,,,,Earlier this year,,45-65,30-59,45+,45-59,40-49,,,,,,,,No college degree,More than High school graduate,,,A factor,Not important,,,,Earlier than that,Since January 1st,,,,Mitt Romney,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,22554.0
231220.0, Virginia,78.0,Call 1,Not complete,Election day exit poll,0.811145961284637,Mitt Romney,Male,White,50-59,,,,High school or less,,One of several important factors,,I like my candidate but with reservations,,,,,,In the last few weeks,,45-65,30-59,45+,45-59,50-64,,,,,,,,No college degree,High school graduate or less,,,A factor,Important,,,,Earlier than that,Since January 1st,,,,Rick Santorum,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,24609.0
238713.0, Virginia,76.0,Call 3,Not complete,Election day exit poll,0.54100626707077,Mitt Romney,Male,Black,50-59,,,,College graduate,,One of several important factors,,I like my candidate but with reservations,,,,,,In the last few days,,45-65,30-59,45+,45-59,50-64,,,,,,,,College graduate,More than High school graduate,,,A factor,Important,,,,Last few days,Since January 1st,,,,Mitt Romney,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,22554.0
231348.0, Virginia,67.0,Call 1,Complete,Election day exit poll,1.3273298740387,Ron Paul,Male,White,45-49,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Legal in most cases,The most important factor,,I strongly favor my candidate,Illegal immigration,Yes,Can defeat Barack Obama,Somewhat,Neutral,Before that,Married men,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,,A factor,Important,A great deal or somewhat,Neutral,,Earlier than that,Before January 1st,No,,Can defeat Barack Obama,Ron Paul,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22192.0
231101.0, Virginia,36.0,Call 1,Complete,Election day exit poll,0.649391531944275,Ron Paul,Male,White,45-49,Somewhat conservative,Independent,"$100,000-$199,999",Some college/assoc. degree,Illegal in most cases,Not a factor at all,,I strongly favor my candidate,The economy,Yes,Is a true conservative,Not at all,Neutral,Earlier this year,Married men,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Illegal,,Not a factor,Not important,Not much or not at all,Neutral,,Earlier than that,Since January 1st,No,,Is a true conservative,Ron Paul,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,22963.0
230854.0, Virginia,97.0,Call 1,Complete,Election day exit poll,0.721287429332733,Ron Paul,Male,White,60-64,Moderate,Republican,,Some college/assoc. degree,Omit,The most important factor,,I like my candidate but with reservations,The economy,,Has the right experience,Not much,Neutral,Just today,,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,,,,No college degree,More than High school graduate,Omit,,A factor,Important,Not much or not at all,Neutral,,Last few days,Since January 1st,,,Has the right experience,Rick Santorum,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,Suburb,Urban,Urban Core,Downscale,24502.0
230832.0, Virginia,97.0,Call 1,Complete,Election day exit poll,0.780656397342682,Ron Paul,Male,White,50-59,,Republican,,High school or less,Omit,One of several important factors,,I like my candidate but with reservations,The economy,,Has the right experience,Not much,Neutral,Before that,,45-65,30-59,45+,45-59,50-64,Republican,,,,,,,No college degree,High school graduate or less,Omit,,A factor,Important,Not much or not at all,Neutral,,Earlier than that,Before January 1st,,,Has the right experience,Ron Paul,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,Suburb,Urban,Urban Core,Downscale,24502.0
239196.0, Virginia,76.0,Call 3,Complete,Election day exit poll,0.930895447731018,Mitt Romney,Female,White,45-49,Very conservative,Republican,"$100,000-$199,999",College graduate,Illegal in most cases,One of several important factors,,I strongly favor my candidate,The economy,Yes,Has strong moral character,Somewhat,Neutral,Before that,Married women,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,,A factor,Important,A great deal or somewhat,Neutral,,Earlier than that,Before January 1st,No,,Has strong moral character,Mitt Romney,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,22554.0
239194.0, Virginia,76.0,Call 3,Complete,Election day exit poll,0.930895447731018,Mitt Romney,Female,White,45-49,Very conservative,Republican,"$100,000-$199,999",College graduate,Illegal in most cases,One of several important factors,,I strongly favor my candidate,The economy,Yes,Has strong moral character,Somewhat,Neutral,Before that,Married women,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,,A factor,Important,A great deal or somewhat,Neutral,,Earlier than that,Before January 1st,No,,Has strong moral character,Mitt Romney,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,22554.0
234878.0, Virginia,59.0,Call 2,Complete,Election day exit poll,0.810961127281189,Mitt Romney,Female,White,60-64,Moderate,Republican,"$30,000-$49,999",College graduate,Legal in most cases,The most important factor,,I like my candidate but with reservations,The economy,No,Can defeat Barack Obama,A great deal,Neutral,In the last few weeks,Non married women,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Legal,,A factor,Important,A great deal or somewhat,Neutral,,Earlier than that,Since January 1st,No,,Can defeat Barack Obama,Mitt Romney,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,22967.0
238397.0, Virginia,7.0,Call 3,Complete,Election day exit poll,1.91933023929596,Mitt Romney,Female,White,60-64,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,Illegal in most cases,One of several important factors,,I like my candidate but with reservations,The economy,Yes,Can defeat Barack Obama,Somewhat,Strongly support,Just today,Married women,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,,A factor,Important,A great deal or somewhat,Support,,Last few days,Since January 1st,No,,Can defeat Barack Obama,Newt Gingrich,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 1,Extremely High Density Urban,Urban,Urban Core,Very upscale,22203.0
230519.0, Virginia,58.0,Call 1,Complete,Election day exit poll,1.45972156524658,Mitt Romney,Female,,50-59,Very conservative,Independent,"$30,000-$49,999",High school or less,Illegal in all cases,The most important factor,Yes,I like my candidate but with reservations,Abortion,Yes,Omit,A great deal,Strongly support,In the last few days,Married women,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,,,Omit,Newt Gingrich,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,South,Version 1,Town,Rural,Rural,Downscale,24141.0
237879.0, Virginia,97.0,Call 3,Complete,Election day exit poll,0.863779187202454,Mitt Romney,Female,White,50-59,Somewhat conservative,Republican,"Under $30,000",Some college/assoc. degree,Illegal in most cases,One of several important factors,,I strongly favor my candidate,The economy,No,Can defeat Barack Obama,Not at all,Neutral,Earlier this year,Non married women,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,Not much or not at all,Neutral,,Earlier than that,Since January 1st,Yes,,Can defeat Barack Obama,Mitt Romney,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,Suburb,Urban,Urban Core,Downscale,24502.0
238484.0, Virginia,65.0,Call 3,Complete,Election day exit poll,0.83846116065979,Did not vote,Female,White,45-49,Very conservative,Republican,"$50,000-$99,999",College graduate,Illegal in most cases,One of several important factors,Yes,Omit,The economy,Yes,Is a true conservative,A great deal,Neutral,Earlier this year,Married women,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Is a true conservative,Rick Santorum,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20169.0
239262.0, Virginia,48.0,Call 3,Complete,Election day exit poll,0.639621317386627,Ron Paul,Female,White,45-49,Very conservative,Republican,"$100,000-$199,999",College graduate,Illegal in all cases,A minor factor,Yes,I dislike the other candidates,Abortion,Yes,Is a true conservative,Somewhat,Strongly support,In the last few weeks,Married women,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Not important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Is a true conservative,Rick Santorum,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,22485.0
241183.0, Virginia,1.0,Call 3,Complete,Election day exit poll,3.22970986366272,Ron Paul,Male,White,45-49,Somewhat conservative,Something else,"$50,000-$99,999",College graduate,Illegal in most cases,The most important factor,Yes,I strongly favor my candidate,Federal budget deficit,Yes,Can defeat Barack Obama,Somewhat,Strongly support,Earlier this year,Married men,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Can defeat Barack Obama,Ron Paul,State questionnaire,Rural,Small Cities/Rural,5.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,23417.0
231370.0, Virginia,67.0,Call 1,Complete,Election day exit poll,1.43625473976135,Ron Paul,Female,White,45-49,Very conservative,Republican,"$100,000-$199,999",College graduate,Illegal in all cases,A minor factor,Yes,I dislike the other candidates,The economy,Yes,Has strong moral character,Somewhat,Somewhat support,In the last few days,Married women,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Not important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,Has strong moral character,Rick Santorum,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22192.0
235221.0, Virginia,1.0,Call 2,Complete,Election day exit poll,3.22970986366272,Ron Paul,Male,White,45-49,Somewhat conservative,Something else,"$50,000-$99,999",College graduate,Illegal in most cases,The most important factor,Yes,I strongly favor my candidate,Federal budget deficit,Yes,Can defeat Barack Obama,Somewhat,Strongly support,Earlier this year,Married men,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Can defeat Barack Obama,Ron Paul,State questionnaire,Rural,Small Cities/Rural,5.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,23417.0
239008.0, Virginia,30.0,Call 3,Complete,Election day exit poll,1.26969313621521,Ron Paul,Female,White,50-59,Very conservative,Republican,,Postgraduate study,Omit,One of several important factors,Yes,Omit,The economy,Yes,Can defeat Barack Obama,A great deal,Strongly support,In the last few weeks,Married women,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,,,,College graduate,More than High school graduate,Omit,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Can defeat Barack Obama,Newt Gingrich,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,22152.0
238996.0, Virginia,48.0,Call 3,Complete,Election day exit poll,0.591112792491913,Ron Paul,Male,White,50-59,Moderate,Independent,"$100,000-$199,999",College graduate,Legal in most cases,A minor factor,Yes,I dislike the other candidates,The economy,Yes,Has strong moral character,Somewhat,Somewhat support,Just today,Married men,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Born again/Think religious values of candidate did not matter a great deal,A factor,Not important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,Has strong moral character,Newt Gingrich,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,22485.0
238994.0, Virginia,115.0,Call 3,Complete,Election day exit poll,1.16491663455963,Ron Paul,Female,White,50-59,Very conservative,Republican,"$200,000 or more",Some college/assoc. degree,Illegal in most cases,One of several important factors,Yes,I dislike the other candidates,Federal budget deficit,Yes,Has strong moral character,A great deal,Strongly support,Earlier this year,Married women,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Has strong moral character,Rick Santorum,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,High Density Urban,Urban,Urban Core,Upscale,23452.0
231202.0, Virginia,104.0,Call 1,Complete,Election day exit poll,1.00928437709808,Ron Paul,Male,White,50-59,Very conservative,Republican,"$50,000-$99,999",College graduate,Illegal in all cases,One of several important factors,Yes,I dislike the other candidates,The economy,Yes,Can defeat Barack Obama,A great deal,Strongly support,Earlier this year,Married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Can defeat Barack Obama,Newt Gingrich,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,Suburb,Urban,Urban Core,Downscale,23601.0
231201.0, Virginia,104.0,Call 1,Complete,Election day exit poll,1.00928437709808,Ron Paul,Male,White,50-59,Very conservative,Republican,"$50,000-$99,999",College graduate,Illegal in all cases,One of several important factors,Yes,I dislike the other candidates,The economy,Yes,Can defeat Barack Obama,A great deal,Strongly support,Earlier this year,Married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Can defeat Barack Obama,Newt Gingrich,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,Suburb,Urban,Urban Core,Downscale,23601.0
231182.0, Virginia,49.0,Call 1,Complete,Election day exit poll,0.904054820537567,Ron Paul,Male,White,50-59,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in all cases,One of several important factors,Yes,I like my candidate but with reservations,Abortion,No,Can defeat Barack Obama,A great deal,Somewhat support,Earlier this year,Non married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Can defeat Barack Obama,Rick Santorum,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,23009.0
238892.0, Virginia,48.0,Call 3,Complete,Election day exit poll,0.591112792491913,Ron Paul,Male,White,50-59,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,Illegal in all cases,A minor factor,Yes,I dislike the other candidates,The economy,Yes,Is a true conservative,A great deal,Strongly support,Just today,Married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Not important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,Is a true conservative,Rick Santorum,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,22485.0
231159.0, Virginia,59.0,Call 1,Complete,Election day exit poll,0.793247640132904,Ron Paul,Male,White,50-59,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,Illegal in all cases,One of several important factors,Yes,I like my candidate but with reservations,The economy,Yes,Has strong moral character,A great deal,Neutral,Earlier this year,Married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Has strong moral character,Newt Gingrich,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,22967.0
