ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,ILRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BEATOBAMAFL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMEIL12,UNDERREP12,WORK,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,ATTEND,ENDPRIM12R,RECOVER,TWOCANDS12R,ATTEND2,ATTREL,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
289891.0, Illinois,28.0,Call 1,Complete,Election day exit poll,0.768478035926819,Ron Paul,Male,White,40-44,40-44,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Paul,Not a factor at all,No,,,,,Federal budget deficit,No,Has strong moral character,,,Neutral,Before that,,,Non married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Not a factor,Not important,,,Neutral,Neither,Earlier than that,Before January 1st,Yes,All others,,,,Has strong moral character,,"Your candidate wins the nomination, even if the race continues for month",,Would not have voted for president,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,60073.0
289878.0, Illinois,6.0,Call 1,Complete,Election day exit poll,1.41917479038239,Ron Paul,Male,White,60-64,60-64,Very conservative,Republican,,High school or less,Paul,The most important factor,Yes,,,,,The economy,No,Has strong moral character,,,Strongly support,Before that,,,Non married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,High school graduate or less,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,,White Born-again/Evangelical Christians,,,,Has strong moral character,,"The race ends as soon as possible, even if your candidate loses the nomination",,Would not have voted for president,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,62252.0
289870.0, Illinois,6.0,Call 1,Complete,Election day exit poll,1.45551741123199,Ron Paul,Male,White,50-59,50-59,Very conservative,Republican,"$200,000 or more",High school or less,Romney,A minor factor,Yes,,,,,Federal budget deficit,Yes,Is a true conservative,,,Strongly support,Earlier this year,,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Is a true conservative,,"Your candidate wins the nomination, even if the race continues for month",,Rick Santorum,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,62252.0
289867.0, Illinois,36.0,Call 1,Complete,Election day exit poll,0.94899570941925,Ron Paul,Male,White,30-39,30-39,Very liberal,Independent,"$50,000-$99,999",College graduate,Paul,A minor factor,No,,,,,The economy,No,Has strong moral character,,,Neutral,Before that,,,Non married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,A factor,Not important,,,Neutral,Neither,Earlier than that,Before January 1st,No,All others,,,,Has strong moral character,,"Your candidate wins the nomination, even if the race continues for month",,Mitt Romney,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale,61701.0
289861.0, Illinois,22.0,Call 1,Complete,Election day exit poll,0.559891164302826,Ron Paul,Male,White,45-49,45-49,Moderate,Something else,"$50,000-$99,999",College graduate,Paul,Not a factor at all,No,,,,,The economy,Yes,Has the right experience,,,Somewhat support,Before that,,,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,,,,Has the right experience,,"Your candidate wins the nomination, even if the race continues for month",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60140.0
289853.0, Illinois,36.0,Call 1,Complete,Election day exit poll,1.0690176486969,Ron Paul,Female,White,30-39,30-39,,Independent,"$30,000-$49,999",College graduate,,,No,I strongly favor my candidate,Omit,Omit,Omit,,,,Catholic,A great deal,Neutral,,Paul,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,,,,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Not born again,,,Catholic,A great deal or somewhat,Neutral,Neither,,,No,All others,No,All others,,,More than once a week,,Staying the same,,Weekly,Catholic/Attend weekly,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Upscale,61701.0
289846.0, Illinois,36.0,Call 1,Complete,Election day exit poll,1.0690176486969,Ron Paul,Female,White,45-49,45-49,Somewhat liberal,Democrat,"$100,000-$199,999",College graduate,,,Yes,I like my candidate but with reservations,Not conservative enough,Too conservative,Too conservative,,,,Other christian,Somewhat,Somewhat support,,Paul,Yes,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Working women,,More than once a week,,Staying the same,,Weekly,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Upscale,61701.0
289842.0, Illinois,41.0,Call 1,Complete,Election day exit poll,0.714308083057404,Ron Paul,Male,White,65 or over,65 or over,Very conservative,Independent,"$30,000-$49,999",Some college/assoc. degree,Paul,Not a factor at all,No,,,,,Omit,No,Has strong moral character,,,Strongly support,Before that,,,Non married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,Yes,All others,,,,Has strong moral character,,"The race ends as soon as possible, even if your candidate loses the nomination",,Would not have voted for president,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 1,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,61052.0
289838.0, Illinois,23.0,Call 1,Complete,Election day exit poll,0.598564922809601,Ron Paul,Male,White,50-59,50-59,Somewhat conservative,Independent,"$30,000-$49,999",Postgraduate study,Omit,Not a factor at all,No,,,,,Federal budget deficit,Yes,Has strong moral character,,,Somewhat support,Before that,,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,,,,Has strong moral character,,"The race ends as soon as possible, even if your candidate loses the nomination",,Would not have voted for president,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale,60123.0
289835.0, Illinois,23.0,Call 1,Complete,Election day exit poll,0.674266993999481,Ron Paul,Female,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Romney,A minor factor,Yes,,,,,Abortion,Yes,Is a true conservative,,,Strongly support,In the last few days,,,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,,Is a true conservative,,"Your candidate wins the nomination, even if the race continues for month",,Rick Santorum,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale,60123.0
289826.0, Illinois,23.0,Call 1,Complete,Election day exit poll,0.674266993999481,Ron Paul,Female,White,30-39,30-39,Moderate,Republican,"$50,000-$99,999",Postgraduate study,Paul,A minor factor,No,,,,,The economy,Yes,Has strong moral character,,,Strongly support,Earlier this month,,,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,A factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,,Has strong moral character,,"Your candidate wins the nomination, even if the race continues for month",,Would not have voted for president,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale,60123.0
289813.0, Illinois,21.0,Call 1,Complete,Election day exit poll,0.726544499397278,Ron Paul,Female,White,18-24,17-24,Moderate,Republican,"$50,000-$99,999",High school or less,,,Yes,I strongly favor my candidate,Not conservative enough,Too conservative,About right,,,,Protestant,Somewhat,Strongly support,,Paul,No,,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,More than once a week,,Getting worse,,Weekly,Protestant/Attend weekly,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 2,Suburb,Urban,Urban Core,Upscale,60123.0
289805.0, Illinois,21.0,Call 1,Complete,Election day exit poll,0.544338643550873,Ron Paul,Male,White,40-44,40-44,Somewhat conservative,Independent,"$200,000 or more",College graduate,,,No,I like my candidate but with reservations,Not conservative enough,Not conservative enough,Not conservative enough,,,,Other christian,Somewhat,Strongly support,,Paul,Yes,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,All others,,A few times a month,,Getting worse,,Occasionally,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 2,Suburb,Urban,Urban Core,Upscale,60123.0
289778.0, Illinois,19.0,Call 1,Complete,Election day exit poll,0.752700507640839,Ron Paul,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,,,,I dislike the other candidates,Omit,Omit,Omit,,,,Protestant,Not at all,Strongly oppose,,Paul,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Oppose,,,,Yes,,,,All others,,Never,,Staying the same,,Never,Protestant/Do not attend weekly,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale,61028.0
289724.0, Illinois,67.0,Call 1,Not complete,Election day exit poll,0.851873457431793,Ron Paul,Female,White,30-39,30-39,,,,Postgraduate study,Paul,Not a factor at all,,,,,,,Yes,,,,,Before that,,,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,,,,,,,,College graduate,More than High school graduate,,Not a factor,Not important,,,,,Earlier than that,Before January 1st,,,,,,,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale,61108.0
289721.0, Illinois,67.0,Call 1,Complete,Election day exit poll,0.896038889884949,Ron Paul,Male,White,25-29,25-29,Somewhat conservative,Independent,"$30,000-$49,999",Postgraduate study,Santorum,A minor factor,Yes,,,,,Abortion,Yes,Is a true conservative,,,Somewhat support,Just today,,,Married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,,Is a true conservative,,"Your candidate wins the nomination, even if the race continues for month",,Rick Santorum,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale,61108.0
289717.0, Illinois,67.0,Call 1,Complete,Election day exit poll,0.75623095035553,Ron Paul,Male,White,45-49,45-49,Somewhat conservative,Independent,"$30,000-$49,999",Some college/assoc. degree,Paul,Not a factor at all,Yes,,,,,Federal budget deficit,Yes,Has strong moral character,,,Omit,Before that,,,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Not a factor,Not important,,,Omit,,Earlier than that,Before January 1st,Yes,White Born-again/Evangelical Christians,,,,Has strong moral character,,"Your candidate wins the nomination, even if the race continues for month",,Would not have voted for president,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale,61108.0
289716.0, Illinois,41.0,Call 1,Complete,Election day exit poll,0.714308083057404,Ron Paul,Male,White,65 or over,65 or over,Moderate,Independent,"$50,000-$99,999",Postgraduate study,,,No,I dislike the other candidates,Too conservative,Omit,Too conservative,,,,Catholic,Not at all,Neutral,,Omit,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not born again,,,Catholic,Not much or not at all,Neutral,Neither,,,No,All others,No,All others,All others,,Once a week,,Getting worse,,Weekly,Catholic/Attend weekly,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,61052.0
289714.0, Illinois,19.0,Call 1,Complete,Election day exit poll,0.869609713554382,Ron Paul,Female,White,50-59,50-59,Very liberal,Democrat,"$50,000-$99,999",Postgraduate study,Romney,A minor factor,No,,,,,The economy,No,Has strong moral character,,,Strongly oppose,In the last few days,,,Non married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,A factor,Not important,,,Oppose,Neither,Last few days,Since January 1st,No,All others,,,,Has strong moral character,,"Your candidate wins the nomination, even if the race continues for month",,Rick Santorum,,,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,61028.0
289708.0, Illinois,67.0,Call 1,Complete,Election day exit poll,0.75623095035553,Ron Paul,Male,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",College graduate,,,No,I strongly favor my candidate,About right,Not conservative enough,Too conservative,,,,Protestant,A great deal,Strongly support,,Paul,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,All others,,Once a week,,Getting worse,,Weekly,Protestant/Attend weekly,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Upscale,61108.0
289706.0, Illinois,41.0,Call 1,Complete,Election day exit poll,0.825254201889038,Ron Paul,Female,White,50-59,50-59,Very conservative,Independent,"$50,000-$99,999",College graduate,,,Yes,I strongly favor my candidate,Not conservative enough,Not conservative enough,Not conservative enough,,,,Protestant,Somewhat,Somewhat support,,Paul,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Working women,,A few times a month,,Getting worse,,Occasionally,Protestant/Do not attend weekly,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,61052.0
289699.0, Illinois,67.0,Call 1,Complete,Election day exit poll,0.896038889884949,Ron Paul,Male,White,25-29,25-29,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,,,No,I strongly favor my candidate,Not conservative enough,About right,Not conservative enough,,,,Other christian,Not much,Strongly support,,Paul,Yes,,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,All others,,More than once a week,,Staying the same,,Weekly,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Upscale,61108.0
289694.0, Illinois,67.0,Call 1,Complete,Election day exit poll,0.488725930452347,Ron Paul,Male,Other,40-44,40-44,Moderate,Independent,"$50,000-$99,999",College graduate,,,No,I dislike the other candidates,Too conservative,Too conservative,Too conservative,,,,Other,Not at all,Somewhat oppose,,Paul,Yes,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not born again,,,Something else,Not much or not at all,Oppose,Neither,,,No,All others,No,,All others,,A few times a year,,Starting to recover,,Occasionally,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Upscale,61108.0
289688.0, Illinois,19.0,Call 1,Complete,Election day exit poll,0.84789651632309,Ron Paul,Female,White,60-64,60-64,Somewhat conservative,Independent,"$30,000-$49,999",Some college/assoc. degree,,,No,I dislike the other candidates,About right,About right,Too conservative,,,,Protestant,Not at all,Somewhat support,,Romney,No,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,Yes,All others,No,White Protestant non-evangelical,All others,,A few times a month,,Getting worse,,Occasionally,Protestant/Do not attend weekly,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale,61028.0
289649.0, Illinois,61.0,Call 1,Complete,Election day exit poll,0.822465121746063,Ron Paul,Male,White,50-59,50-59,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,,,No,I strongly favor my candidate,About right,Not conservative enough,Not conservative enough,,,,Catholic,Not much,Neutral,,Paul,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Not born again,,,Catholic,Not much or not at all,Neutral,Neither,,,No,All others,No,All others,All others,,Once a week,,Getting worse,,Weekly,Catholic/Attend weekly,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60441.0
289648.0, Illinois,61.0,Call 1,Complete,Election day exit poll,0.822465121746063,Ron Paul,Male,White,50-59,50-59,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,,,No,I strongly favor my candidate,About right,Not conservative enough,Not conservative enough,,,,Catholic,Not much,Neutral,,Paul,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Not born again,,,Catholic,Not much or not at all,Neutral,Neither,,,No,All others,No,All others,All others,,Once a week,,Getting worse,,Weekly,Catholic/Attend weekly,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60441.0
289640.0, Illinois,65.0,Call 1,Complete,Election day exit poll,0.755206823348999,Ron Paul,Female,White,65 or over,65 or over,Moderate,Independent,"Under $30,000",Some college/assoc. degree,Omit,One of several important factors,No,,,,,The economy,No,Has the right experience,,,Neutral,Before that,,,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,A factor,Important,,,Neutral,Neither,Earlier than that,Before January 1st,Yes,All others,,,,Has the right experience,,"The race ends as soon as possible, even if your candidate loses the nomination",,Would not have voted for president,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60410.0
289636.0, Illinois,65.0,Call 1,Complete,Election day exit poll,0.687585651874542,Ron Paul,Male,White,40-44,40-44,Somewhat conservative,Independent,"$50,000-$99,999",College graduate,Romney,Not a factor at all,No,,,,,The economy,Yes,Can defeat Barack Obama,,,Strongly support,Before that,,,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,,,,Can defeat Barack Obama,,"Your candidate wins the nomination, even if the race continues for month",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60410.0
289633.0, Illinois,103.0,Call 1,Complete,Election day exit poll,0.654964625835419,Ron Paul,Female,White,50-59,50-59,Somewhat conservative,Independent,"$200,000 or more",Postgraduate study,,,No,I dislike the other candidates,Not conservative enough,Not conservative enough,Too conservative,,,,Other christian,Not much,Somewhat support,,Paul,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,Working women,,A few times a month,,Staying the same,,Occasionally,All others,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60093.0
289621.0, Illinois,61.0,Call 1,Complete,Election day exit poll,0.974518060684204,Ron Paul,Male,White,25-29,25-29,Moderate,Something else,"$50,000-$99,999",College graduate,,,No,I strongly favor my candidate,Omit,Omit,Omit,,,,None,Not at all,Neutral,,Paul,Yes,,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not born again,,,None,Not much or not at all,Neutral,Neither,,,No,All others,No,All others,All others,,Never,,Getting worse,,Never,All others,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60441.0
289608.0, Illinois,65.0,Call 1,Complete,Election day exit poll,0.687585651874542,Ron Paul,Male,White,30-39,30-39,Somewhat conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,,,Yes,I strongly favor my candidate,Not conservative enough,Not conservative enough,Not conservative enough,,,,Other christian,Somewhat,Neutral,,Paul,Yes,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,A few times a month,,Getting worse,,Occasionally,All others,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60410.0
289565.0, Illinois,62.0,Call 1,Complete,Election day exit poll,1.92822539806366,Ron Paul,Female,White,40-44,40-44,Somewhat conservative,Something else,"$100,000-$199,999",Postgraduate study,Romney,One of several important factors,No,,,,,Federal budget deficit,Yes,Is a true conservative,,,Somewhat support,Before that,,,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,A factor,Important,,,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,,,,Is a true conservative,,"Your candidate wins the nomination, even if the race continues for month",,Would not have voted for president,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale,60435.0
