ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,OHRPRS12,SEX,QRACE3,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BEATOBAMAFL,BIZVPOL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,PAULCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SATGING,SATPAUL,SATROMN,SATSANT,SHAREREL,TEAPARTY,TIMEST12,UNDERREP12,VOTENOV12,WORK,SEXWED,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,CAMPREP12,ECONWORR,GOVTANGR,PHILFIS5,PHILSOC5,ECOWORR2,GOVTANG2,PHILFIS2,PHILFIS3,PHILSOC2,PHILSOC3,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
229665.0,Ohio,50058.0,Telephone Survey,Complete,Telephone survey,1.29129469394684,Rick Santorum,Female,Other,50-59,,Republican,"$50,000-$99,999",College graduate,,,,,No,,,,,,Federal budget deficit,,Has the right experience,,Dissatisfied,Dissatisfied,Omit,Satisfied,,Somewhat support,,,,Yes,,45-65,30-59,45+,45-59,50-64,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,Working women,Has the right experience,About the same,Not too worried,,Very conservative,Very liberal,Not worried,,Conservative,Very conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 3,Suburb,70s Suburbs,Urban Perimeter,Very upscale,43081.0
229664.0,Ohio,50073.0,Telephone Survey,Complete,Telephone survey,0.728403687477112,Rick Santorum,Male,White,65 or over,,Republican,"$50,000-$99,999",Some college/assoc. degree,,,,,Yes,,,,,,Federal budget deficit,,Can defeat Barack Obama,,Dissatisfied,Dissatisfied,Satisfied,Satisfied,,Somewhat support,,,,No,,65+,60+,45+,60+,65+,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,All others,Can defeat Barack Obama,More negative this year,Very worried,,Somewhat conservative,,Worried,,Conservative,Somewhat conservative,,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,Midwest,Version 3,Suburb,Urban,Urban Core,Very downscale,43207.0
229658.0,Ohio,50022.0,Telephone Survey,Complete,Telephone survey,0.801070094108582,Rick Santorum,Female,White,65 or over,,Republican,"Under $30,000",High school or less,,,,,No,,,,,,The economy,,Can defeat Barack Obama,,Satisfied,Dissatisfied,Satisfied,Satisfied,,Somewhat support,,,,No,,65+,60+,45+,60+,65+,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,,,,Support,Tea Party supporter and not born-again,,,Yes,All others,,,All others,Can defeat Barack Obama,About the same,Somewhat worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Downscale,44883.0
229655.0,Ohio,50060.0,Telephone Survey,Complete,Telephone survey,1.0115077495575,Rick Santorum,Female,White,40-44,,Republican,,College graduate,,,,,No,,,,,,Federal budget deficit,,Has the right experience,,Dissatisfied,Satisfied,Satisfied,Satisfied,,Somewhat support,,,,Yes,,30-44,30-59,17-44,30-44,40-49,Republican,,,,,,,College graduate,More than High school graduate,,,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,Working women,Has the right experience,Omit,Very worried,,Very conservative,Somewhat conservative,Worried,,Conservative,Very conservative,Conservative,Somewhat conservative,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 3,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,44133.0
229641.0,Ohio,50081.0,Telephone Survey,Complete,Telephone survey,0.781491994857788,Rick Santorum,Male,White,60-64,,Something else,"$50,000-$99,999",High school or less,,,,,No,,,,,,Illegal immigration,,Has strong moral character,,Satisfied,Dissatisfied,Dissatisfied,Satisfied,,Somewhat support,,,,Yes,,45-65,60+,45+,60+,50-64,Independent/Something else,,,,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,All others,Has strong moral character,More negative this year,Not too worried,,Somewhat conservative,Moderate,Not worried,,Conservative,Somewhat conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midwest,Version 3,Suburb,Rural,Rural,Downscale,44483.0
229637.0,Ohio,50060.0,Telephone Survey,Complete,Telephone survey,0.764120697975159,Rick Santorum,Female,White,65 or over,,Republican,"Under $30,000",High school or less,,,,,Yes,,,,,,Illegal immigration,,Can defeat Barack Obama,,Dissatisfied,Dissatisfied,Omit,Satisfied,,Somewhat support,,,,No,,65+,60+,45+,60+,65+,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,,,,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,,,All others,Can defeat Barack Obama,Omit,Somewhat worried,,Somewhat conservative,Very conservative,Worried,,Conservative,Somewhat conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 3,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,44053.0
229627.0,Ohio,50045.0,Telephone Survey,Complete,Telephone survey,1.40731334686279,Rick Santorum,Female,White,50-59,,Something else,"$100,000-$199,999",Postgraduate study,,,,,No,,,,,,Federal budget deficit,,Has strong moral character,,Omit,Dissatisfied,Omit,Satisfied,,Somewhat support,,,,Yes,,45-65,30-59,45+,45-59,50-64,Independent/Something else,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,Working women,Has strong moral character,About the same,Somewhat worried,,Somewhat conservative,Moderate,Worried,,Conservative,Somewhat conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 3,Suburb,80s Suburbs,Urban Perimeter,Very upscale,44138.0
229619.0,Ohio,50034.0,Telephone Survey,Complete,Telephone survey,1.6668496131897,Rick Santorum,Male,White,50-59,,Republican,"Under $30,000",Some college/assoc. degree,,,,,Yes,,,,,,The economy,,Can defeat Barack Obama,,Satisfied,Dissatisfied,Satisfied,Satisfied,,Somewhat support,,,,No,,45-65,30-59,45+,45-59,50-64,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,,,All others,Can defeat Barack Obama,More positive this year,Very worried,,Somewhat conservative,Somewhat conservative,Worried,,Conservative,Somewhat conservative,Conservative,Somewhat conservative,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,45385.0
229617.0,Ohio,50029.0,Telephone Survey,Complete,Telephone survey,1.91756737232208,Rick Santorum,Male,White,25-29,,Something else,"$50,000-$99,999",College graduate,,,,,Yes,,,,,,Federal budget deficit,,Has the right experience,,Omit,Satisfied,Dissatisfied,Satisfied,,Somewhat support,,,,No,,17-29,17-29,17-44,17-29,25-29,Independent/Something else,,,,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,All others,Has the right experience,More positive this year,Somewhat worried,,Very conservative,Somewhat conservative,Worried,,Conservative,Very conservative,Conservative,Somewhat conservative,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Downscale,45694.0
229606.0,Ohio,50088.0,Telephone Survey,Complete,Telephone survey,2.24577641487122,Rick Santorum,Male,White,30-39,,Independent,,Postgraduate study,,,,,Yes,,,,,,Federal budget deficit,,Is a true conservative,,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,,Somewhat support,,,,Yes,,30-44,30-59,17-44,30-44,30-39,Independent/Something else,,,,,,,College graduate,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,All others,Is a true conservative,Omit,Very worried,,Very conservative,Somewhat liberal,Worried,,Conservative,Very conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Downscale,43050.0
229603.0,Ohio,50004.0,Telephone Survey,Complete,Telephone survey,0.905384600162506,Rick Santorum,Female,White,65 or over,,Independent,,High school or less,,,,,No,,,,,,Abortion,,Is a true conservative,,Dissatisfied,Satisfied,Dissatisfied,Satisfied,,Somewhat support,,,,No,,65+,60+,45+,60+,65+,Independent/Something else,,,,,,,No college degree,High school graduate or less,,,,,,,Support,Tea Party supporter and not born-again,,,,All others,,,All others,Is a true conservative,More negative this year,Somewhat worried,,Somewhat conservative,Very conservative,Worried,,Conservative,Somewhat conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Suburb,60s Suburbs,Urban Perimeter,Very upscale,45248.0
229592.0,Ohio,50058.0,Telephone Survey,Complete,Telephone survey,5.3611216545105,Rick Santorum,Male,White,30-39,,Republican,"$100,000-$199,999",Some college/assoc. degree,,,,,Yes,,,,,,The economy,,Has the right experience,,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,,Somewhat support,,,,No,,30-44,30-59,17-44,30-44,30-39,Republican,,,,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,All others,Has the right experience,About the same,Very worried,,Somewhat liberal,Somewhat liberal,Worried,,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 3,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,43001.0
229586.0,Ohio,50050.0,Telephone Survey,Complete,Telephone survey,1.91539490222931,Rick Santorum,Female,White,30-39,,Republican,"$50,000-$99,999",College graduate,,,,,No,,,,,,The economy,,Has the right experience,,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,,Somewhat support,,,,Yes,,30-44,30-59,17-44,30-44,30-39,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,Working women,Has the right experience,About the same,Very worried,,Somewhat conservative,Somewhat conservative,Worried,,Conservative,Somewhat conservative,Conservative,Somewhat conservative,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 3,Suburb,60s Suburbs,Urban Perimeter,Upscale,44146.0
229575.0,Ohio,50058.0,Telephone Survey,Complete,Telephone survey,0.720018327236176,Rick Santorum,Female,White,50-59,,Republican,"$30,000-$49,999",Postgraduate study,,,,,Yes,,,,,,Federal budget deficit,,Can defeat Barack Obama,,Satisfied,Dissatisfied,Dissatisfied,Satisfied,,Somewhat support,,,,Yes,,45-65,30-59,45+,45-59,50-64,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,Working women,Can defeat Barack Obama,More negative this year,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 3,Suburb,80s Suburbs,Urban Perimeter,Very upscale,43082.0
229569.0,Ohio,50029.0,Telephone Survey,Complete,Telephone survey,1.01081204414368,Rick Santorum,Male,White,65 or over,,Independent,"$30,000-$49,999",High school or less,,,,,Yes,,,,,,The economy,,Has the right experience,,Satisfied,Dissatisfied,Satisfied,Satisfied,,Somewhat support,,,,No,,65+,60+,45+,60+,65+,Independent/Something else,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,,,,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,,,All others,Has the right experience,More negative this year,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Town,70s Suburbs,Urban Perimeter,Downscale,45669.0
229568.0,Ohio,50014.0,Telephone Survey,Complete,Telephone survey,0.891977190971375,Rick Santorum,Female,White,65 or over,,Republican,"$50,000-$99,999",College graduate,,,,,No,,,,,,Federal budget deficit,,Can defeat Barack Obama,,Satisfied,Dissatisfied,Satisfied,Satisfied,,Somewhat support,,,,No,,65+,60+,45+,60+,65+,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,All others,Can defeat Barack Obama,More negative this year,Very worried,,Moderate,Very conservative,Worried,,Moderate/Liberal,Moderate/Liberal,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,45005.0
229559.0,Ohio,50073.0,Telephone Survey,Complete,Telephone survey,1.48048388957977,Rick Santorum,Female,White,40-44,,Something else,"$100,000-$199,999",College graduate,,,,,No,,,,,,The economy,,Has strong moral character,,Dissatisfied,Omit,Dissatisfied,Satisfied,,Somewhat support,,,,Yes,,30-44,30-59,17-44,30-44,40-49,Independent/Something else,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,Working women,Has strong moral character,More negative this year,Very worried,,Somewhat conservative,Somewhat liberal,Worried,,Conservative,Somewhat conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Upscale,43040.0
229533.0,Ohio,50050.0,Telephone Survey,Complete,Telephone survey,0.565130352973938,Rick Santorum,Female,White,65 or over,,Republican,"$50,000-$99,999",College graduate,,,,,Yes,,,,,,The economy,,Can defeat Barack Obama,,Satisfied,Dissatisfied,Dissatisfied,Satisfied,,Somewhat support,,,,No,,65+,60+,45+,60+,65+,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,All others,Can defeat Barack Obama,About the same,Very worried,,Moderate,Somewhat conservative,Worried,,Moderate/Liberal,Moderate/Liberal,Conservative,Somewhat conservative,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 3,High Density Urban,Urban,Urban Core,Very downscale,44104.0
229506.0,Ohio,50042.0,Telephone Survey,Complete,Telephone survey,9.49273109436035,Rick Santorum,Male,White,40-44,Somewhat conservative,Independent,"$50,000-$99,999",Some college/assoc. degree,,Romney,Working in business,,No,I dislike the other candidates,About right,Too conservative,About right,About right,,,,Protestant,,,,,Not much,Somewhat support,,Santorum,,,,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,,,,,,,,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very upscale,43614.0
229503.0,Ohio,50026.0,Telephone Survey,Complete,Telephone survey,1.18015933036804,Rick Santorum,Male,White,60-64,Very conservative,Something else,"$50,000-$99,999",Postgraduate study,,Santorum,Omit,,Yes,I like my candidate but with reservations,About right,Omit,About right,About right,,,,Protestant,,,,,A great deal,Somewhat support,,Santorum,,,,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Town,70s Suburbs,Urban Perimeter,Downscale,45714.0
229478.0,Ohio,50076.0,Telephone Survey,Complete,Telephone survey,0.945757687091827,Rick Santorum,Male,White,60-64,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,,Santorum,Omit,,Yes,I like my candidate but with reservations,Omit,Too conservative,Not conservative enough,About right,,,,Protestant,,,,,Somewhat,Somewhat support,,Santorum,,,,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,,,,,,,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midwest,Version 2,Suburb,Rural,Rural,Upscale,44646.0
229473.0,Ohio,50037.0,Telephone Survey,Complete,Telephone survey,1.20972502231598,Rick Santorum,Female,White,65 or over,Very conservative,Independent,"Under $30,000",High school or less,,Gingrich,Working in government,,Yes,I dislike the other candidates,About right,Not conservative enough,Not conservative enough,About right,,,,Protestant,,,,,A great deal,Somewhat support,,Gingrich,,,,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Downscale,45331.0
229447.0,Ohio,50058.0,Telephone Survey,Complete,Telephone survey,0.815943717956543,Rick Santorum,Male,White,50-59,Somewhat conservative,Independent,"$100,000-$199,999",College graduate,,Romney,Working in government,,No,I like my candidate but with reservations,About right,Not conservative enough,Not conservative enough,About right,,,,Protestant,,,,,Not much,Somewhat support,,Gingrich,,,,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale,43062.0
229442.0,Ohio,50026.0,Telephone Survey,Complete,Telephone survey,1.55194163322449,Rick Santorum,Male,White,40-44,Somewhat conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,,Santorum,Working in business,,Yes,I like my candidate but with reservations,Too conservative,Too conservative,About right,About right,,,,Protestant,,,,,Not at all,Somewhat support,,Santorum,,,,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,44401.0
229432.0,Ohio,50076.0,Telephone Survey,Complete,Telephone survey,2.08270168304443,Rick Santorum,Female,White,45-49,Somewhat conservative,Republican,"$200,000 or more",,,Santorum,Omit,,Yes,I like my candidate but with reservations,About right,Too conservative,Not conservative enough,About right,,,,Other christian,,,,,Somewhat,Somewhat support,,Santorum,,,,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,,,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,,,,,,,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midwest,Version 2,Suburb,Rural,Rural,Upscale,44805.0
229413.0,Ohio,50076.0,Telephone Survey,Complete,Telephone survey,1.04141533374786,Rick Santorum,Female,White,60-64,Moderate,Independent,"Under $30,000",College graduate,,Omit,Working in business,,Yes,I like my candidate but with reservations,Too conservative,Not conservative enough,About right,About right,,,,Protestant,,,,,Somewhat,Somewhat support,,Santorum,,,,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,,,,,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 2,Suburb,Urban,Urban Core,Upscale,44708.0
229411.0,Ohio,50045.0,Telephone Survey,Complete,Telephone survey,2.17610788345337,Rick Santorum,Female,White,45-49,Somewhat liberal,,"$30,000-$49,999",High school or less,,Santorum,Working in business,,No,I like my candidate but with reservations,Omit,Omit,About right,About right,,,,Catholic,,,,,Not at all,Somewhat support,,Santorum,,,,45-65,30-59,45+,45-59,40-49,,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Not born again,,,Catholic,Not much or not at all,Support,Tea Party supporter and not born-again,,,Yes,All others,No,All others,,,,,,,,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 2,High Density Urban,Urban,Urban Core,Very downscale,44109.0
229405.0,Ohio,50026.0,Telephone Survey,Complete,Telephone survey,0.816791832447052,Rick Santorum,Female,White,65 or over,Somewhat liberal,Republican,"Under $30,000",Some college/assoc. degree,,Gingrich,Working in business,,No,I like my candidate but with reservations,About right,Omit,Not conservative enough,About right,,,,Protestant,,,,,Not at all,Somewhat support,,Gingrich,,,,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,Yes,All others,No,White Protestant non-evangelical,,,,,,,,,,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midwest,Version 2,Suburb,Rural,Rural,Very downscale,43920.0
229404.0,Ohio,50004.0,Telephone Survey,Complete,Telephone survey,7.32037401199341,Rick Santorum,Female,White,17-24,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,,Gingrich,Working in business,,Yes,I strongly favor my candidate,About right,Omit,Too conservative,About right,,,,Protestant,,,,,A great deal,Somewhat support,,Santorum,,,,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,45013.0
229394.0,Ohio,50009.0,Telephone Survey,Complete,Telephone survey,0.905384600162506,Rick Santorum,Female,White,65 or over,Somewhat conservative,Republican,,High school or less,,Omit,Omit,,No,I like my candidate but with reservations,Too conservative,Omit,Not conservative enough,About right,,,,Catholic,,,,,Not at all,Somewhat support,,Santorum,,,,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,No college degree,High school graduate or less,,Not born again,,,Catholic,Not much or not at all,Support,Tea Party supporter and not born-again,,,,All others,No,All others,,,,,,,,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 2,High Density Urban,Urban,Urban Core,Very upscale,45208.0
229367.0,Ohio,50058.0,Telephone Survey,Complete,Telephone survey,0.825760900974274,Rick Santorum,Male,White,65 or over,Somewhat conservative,Republican,,Postgraduate study,Illegal in most cases,,,,Yes,,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,,,,,,Somewhat support,In the last few weeks,,Definitely vote for the Republican nominee,,Married men,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,Illegal,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,,"Dissatisifed, but not angry",,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale,43081.0
229345.0,Ohio,50045.0,Telephone Survey,Complete,Telephone survey,6.37326669692993,Rick Santorum,Male,White,40-44,Moderate,Independent,"$50,000-$99,999",Postgraduate study,Legal in most cases,,,,No,,,,,,The economy,No,Has strong moral character,,,,,,,Somewhat support,Earlier this year,,Probably vote for the Republican nominee,,Non married men,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,,,,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,,Has strong moral character,,,"Dissatisifed, but not angry",,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,44131.0
229342.0,Ohio,50014.0,Telephone Survey,Complete,Telephone survey,1.32179534435272,Rick Santorum,Female,White,60-64,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in most cases,,,,No,,,,,,The economy,Yes,Can defeat Barack Obama,,,,,,,Somewhat support,Earlier this year,,Definitely vote for the Republican nominee,,Married women,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,,,,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,,Can defeat Barack Obama,,,Angry,,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Downscale,45420.0
