ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,GARPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BEATOBAMAFL,BIZVPOL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,PAULCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMEST12,VOTENOV12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,GINGTIESGA,GOVTANGR,GINGTIESGA2,GOVTANG2,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
237758.0, Georgia,52.0,Call 3,Complete,Election day exit poll,0.988548517227173,Newt Gingrich,Male,White,40-44,40-44,Somewhat conservative,Something else,"$100,000-$199,999",College graduate,,Gingrich,Omit,,No,I strongly favor my candidate,About right,Omit,Not conservative enough,Too conservative,,,,Other christian,Not at all,Strongly support,,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,,Not at all,,Not much or not at all,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,30635.0
237757.0, Georgia,108.0,Call 3,Complete,Election day exit poll,0.668179094791412,Newt Gingrich,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,,Gingrich,Working in government,,Yes,I like my candidate but with reservations,About right,About right,Not conservative enough,Not conservative enough,,,,Protestant,A great deal,Neutral,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,Somewhat,,A great deal or somewhat,,State questionnaire,Suburbs,Suburbs,5.0,South,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,31763.0
237755.0, Georgia,51.0,Call 3,Complete,Election day exit poll,0.950729370117188,Newt Gingrich,Male,White,65 or over,65 or over,Somewhat conservative,Independent,"$50,000-$99,999",High school or less,,Romney,Working in government,,Yes,I strongly favor my candidate,Not conservative enough,About right,Not conservative enough,About right,,,,Protestant,Somewhat,Somewhat support,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,Somewhat,,A great deal or somewhat,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,31326.0
237754.0, Georgia,39.0,Call 3,Complete,Election day exit poll,0.611306488513947,Newt Gingrich,Female,White,45-49,45-49,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,,Gingrich,Working in business,,Yes,I like my candidate but with reservations,About right,Omit,Not conservative enough,About right,,,,Protestant,A great deal,Somewhat support,,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,A great deal,,A great deal or somewhat,,State questionnaire,Suburbs,Suburbs,1.0,South,Version 2,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,30738.0
237751.0, Georgia,104.0,Call 3,Complete,Election day exit poll,2.57173919677734,Newt Gingrich,Female,White,45-49,45-49,Very conservative,Republican,"$200,000 or more",College graduate,,Gingrich,Working in government,,Yes,I strongly favor my candidate,About right,Not conservative enough,Not conservative enough,Not conservative enough,,,,Other,A great deal,Strongly support,,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Something else,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,No,All others,,A great deal,,A great deal or somewhat,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,South,Version 2,Suburb,Rural,Rural,Upscale,31088.0
237746.0, Georgia,83.0,Call 3,Complete,Election day exit poll,1.02313196659088,Newt Gingrich,Male,White,30-39,30-39,Somewhat conservative,Independent,"$100,000-$199,999",Some college/assoc. degree,,Gingrich,Working in government,,Yes,I strongly favor my candidate,About right,Omit,Omit,Omit,,,,Protestant,Somewhat,Somewhat support,,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,Not at all,,Not much or not at all,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30019.0
237743.0, Georgia,52.0,Call 3,Complete,Election day exit poll,0.929518938064575,Newt Gingrich,Male,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",College graduate,,Romney,Working in business,,Yes,I like my candidate but with reservations,About right,Too conservative,Not conservative enough,About right,,,,Protestant,Somewhat,Strongly support,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,A great deal,,A great deal or somewhat,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,30635.0
237741.0, Georgia,108.0,Call 3,Complete,Election day exit poll,0.710612177848816,Newt Gingrich,Female,White,50-59,50-59,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,,Gingrich,Working in government,,No,I strongly favor my candidate,About right,Too conservative,Not conservative enough,Too conservative,,,,Protestant,Somewhat,Neutral,,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Neither,,,No,All others,No,White Protestant non-evangelical,,A great deal,,A great deal or somewhat,,State questionnaire,Suburbs,Suburbs,5.0,South,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,31763.0
237738.0, Georgia,51.0,Call 3,Complete,Election day exit poll,1.01110589504242,Newt Gingrich,Male,White,45-49,45-49,Somewhat conservative,Democrat,"$200,000 or more",High school or less,,Gingrich,Working in business,,No,I dislike the other candidates,About right,Too conservative,Not conservative enough,Too conservative,,,,None,Not at all,Neutral,,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Democrat,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,,Not born again,,,None,Not much or not at all,Neutral,Neither,,,No,All others,No,All others,,Not at all,,Not much or not at all,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,31326.0
237736.0, Georgia,10.0,Call 3,Complete,Election day exit poll,0.797245681285858,Newt Gingrich,Male,White,50-59,50-59,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,,Romney,Working in government,,No,I strongly favor my candidate,About right,Too conservative,Too conservative,About right,,,,Protestant,A great deal,Strongly support,,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,,A great deal,,A great deal or somewhat,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,30180.0
237732.0, Georgia,112.0,Call 3,Complete,Election day exit poll,0.755509793758392,Newt Gingrich,,,45-49,45-49,Moderate,Republican,"$30,000-$49,999",High school or less,,Gingrich,Working in government,,Yes,I strongly favor my candidate,About right,Too conservative,Not conservative enough,Not conservative enough,,,,,A great deal,Strongly oppose,,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Born again/Think religious values of candidate matter a great deal,,,,A great deal or somewhat,Oppose,Born-again but not Tea Party supporter,,,,,,,,A great deal,,A great deal or somewhat,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 2,Suburb,Urban,Urban Core,Upscale,31907.0
237730.0, Georgia,95.0,Call 3,Complete,Election day exit poll,1.25805330276489,Newt Gingrich,Male,White,65 or over,65 or over,Very conservative,Independent,"$30,000-$49,999",Postgraduate study,,Gingrich,Working in business,,Yes,I like my candidate but with reservations,About right,About right,Not conservative enough,Not conservative enough,,,,Protestant,Somewhat,Strongly support,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,Not much,,Not much or not at all,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Suburb,Rural,Rural,Downscale,30535.0
237722.0, Georgia,108.0,Call 3,Complete,Election day exit poll,0.674337685108185,Newt Gingrich,Male,White,60-64,60-64,Somewhat liberal,Republican,"$50,000-$99,999",Postgraduate study,,Gingrich,Working in government,,Yes,I strongly favor my candidate,About right,Too conservative,Not conservative enough,About right,,,,Protestant,A great deal,Somewhat support,,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,Somewhat,,A great deal or somewhat,,State questionnaire,Suburbs,Suburbs,5.0,South,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,31763.0
237720.0, Georgia,51.0,Call 3,Complete,Election day exit poll,1.00187170505524,Newt Gingrich,Female,White,45-49,45-49,Moderate,Republican,"$100,000-$199,999",College graduate,,Gingrich,Working in government,,Yes,I like my candidate but with reservations,About right,Too conservative,Not conservative enough,Too conservative,,,,Protestant,Somewhat,Neutral,,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,A great deal,,A great deal or somewhat,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,31326.0
237715.0, Georgia,53.0,Call 3,Complete,Election day exit poll,0.960485816001892,Newt Gingrich,Male,White,65 or over,65 or over,Moderate,Republican,,Some college/assoc. degree,,Gingrich,Working in government,,,I strongly favor my candidate,About right,Omit,Omit,Omit,,,,Other christian,Somewhat,Somewhat support,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,,,,No college degree,More than High school graduate,,,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,,,,,,,,,Somewhat,,A great deal or somewhat,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,30635.0
237714.0, Georgia,53.0,Call 3,Complete,Election day exit poll,0.960485816001892,Newt Gingrich,Male,White,65 or over,65 or over,Moderate,Republican,,Some college/assoc. degree,,Gingrich,Working in government,,,I strongly favor my candidate,About right,Omit,Omit,Omit,,,,Other christian,Somewhat,Somewhat support,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,,,,No college degree,More than High school graduate,,,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,,,,,,,,,Somewhat,,A great deal or somewhat,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,30635.0
237713.0, Georgia,28.0,Call 3,Complete,Election day exit poll,0.864618539810181,Newt Gingrich,Male,White,40-44,40-44,Very conservative,Something else,"$50,000-$99,999",High school or less,,Gingrich,Omit,,Yes,I strongly favor my candidate,About right,Too conservative,Not conservative enough,About right,,,,Other christian,A great deal,Strongly support,,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,Not much,,Not much or not at all,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30101.0
237712.0, Georgia,28.0,Call 3,Complete,Election day exit poll,0.864618539810181,Newt Gingrich,Male,White,40-44,40-44,Very conservative,Something else,"$50,000-$99,999",High school or less,,Gingrich,Omit,,Yes,I strongly favor my candidate,About right,Too conservative,Not conservative enough,About right,,,,Other christian,A great deal,Strongly support,,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,Not much,,Not much or not at all,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30101.0
237711.0, Georgia,83.0,Call 3,Complete,Election day exit poll,1.02313196659088,Newt Gingrich,Male,White,45-49,45-49,Somewhat conservative,Independent,"$100,000-$199,999",College graduate,,Gingrich,Working in business,,No,I strongly favor my candidate,About right,Too conservative,Not conservative enough,Too conservative,,,,Catholic,A great deal,Strongly support,,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,,Not much,,Not much or not at all,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30019.0
237705.0, Georgia,85.0,Call 3,Complete,Election day exit poll,1.00635933876038,Newt Gingrich,Male,White,30-39,30-39,Very conservative,Republican,"$100,000-$199,999",College graduate,,Romney,Working in government,,Yes,I like my candidate but with reservations,About right,Not conservative enough,About right,About right,,,,Protestant,A great deal,Somewhat support,,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,Not at all,,Not much or not at all,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30092.0
237704.0, Georgia,112.0,Call 3,Complete,Election day exit poll,0.838527679443359,Newt Gingrich,Male,White,40-44,40-44,Very conservative,Republican,"$50,000-$99,999",College graduate,,Gingrich,Working in government,,Yes,I strongly favor my candidate,Not conservative enough,Not conservative enough,Not conservative enough,About right,,,,Protestant,Somewhat,Strongly support,,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,Somewhat,,A great deal or somewhat,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 2,Suburb,Urban,Urban Core,Upscale,31907.0
237702.0, Georgia,108.0,Call 3,Complete,Election day exit poll,0.710612177848816,Newt Gingrich,Female,White,30-39,30-39,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,,Gingrich,Working in government,,Yes,I strongly favor my candidate,About right,Not conservative enough,Not conservative enough,Not conservative enough,,,,Other christian,A great deal,Neutral,,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,A great deal,,A great deal or somewhat,,State questionnaire,Suburbs,Suburbs,5.0,South,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,31763.0
237699.0, Georgia,54.0,Call 3,Complete,Election day exit poll,1.73146116733551,Newt Gingrich,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"Under $30,000",Some college/assoc. degree,,Gingrich,Working in government,,No,I like my candidate but with reservations,About right,Too conservative,Not conservative enough,Not conservative enough,,,,Other christian,Not much,Strongly support,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,Yes,All others,No,White Protestant non-evangelical,,Somewhat,,A great deal or somewhat,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30214.0
237693.0, Georgia,95.0,Call 3,Complete,Election day exit poll,1.33794665336609,Newt Gingrich,Male,White,45-49,45-49,Very conservative,Republican,"$50,000-$99,999",High school or less,,Romney,Working in government,,No,I like my candidate but with reservations,About right,Not conservative enough,Not conservative enough,Too conservative,,,,Other christian,Somewhat,Neutral,,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Neither,,,No,All others,No,White Protestant non-evangelical,,Not much,,Not much or not at all,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Suburb,Rural,Rural,Downscale,30535.0
237688.0, Georgia,85.0,Call 3,Not complete,Election day exit poll,0.946266174316406,Newt Gingrich,Male,White,65 or over,65 or over,,,,College graduate,,Romney,Working in government,,,I strongly favor my candidate,,,,,,,,,Not much,,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,College graduate,More than High school graduate,,,,,,Not much or not at all,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30092.0
237686.0, Georgia,53.0,Call 3,Complete,Election day exit poll,1.01215302944183,Newt Gingrich,Female,White,50-59,50-59,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,,Gingrich,Working in business,,No,I like my candidate but with reservations,About right,About right,Too conservative,About right,,,,Protestant,A great deal,Somewhat support,,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,,Not at all,,Not much or not at all,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,30635.0
237681.0, Georgia,95.0,Call 3,Complete,Election day exit poll,1.32572746276855,Newt Gingrich,Female,White,50-59,50-59,Moderate,Republican,"$30,000-$49,999",College graduate,,Gingrich,Working in government,,Yes,I strongly favor my candidate,About right,Too conservative,Not conservative enough,Too conservative,,,,Protestant,Somewhat,Neutral,,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,Somewhat,,A great deal or somewhat,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Suburb,Rural,Rural,Downscale,30535.0
237676.0, Georgia,52.0,Call 3,Complete,Election day exit poll,0.979520380496979,Newt Gingrich,Female,White,30-39,30-39,Very conservative,Republican,"$50,000-$99,999",College graduate,,Gingrich,Working in business,,Yes,I like my candidate but with reservations,About right,About right,Not conservative enough,Not conservative enough,,,,Protestant,A great deal,Strongly support,,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,Not much,,Not much or not at all,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,30635.0
237668.0, Georgia,121.0,Call 3,Complete,Election day exit poll,0.721826255321503,Newt Gingrich,Male,White,60-64,60-64,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,,Gingrich,Working in government,,Yes,I strongly favor my candidate,About right,Not conservative enough,Not conservative enough,About right,,,,Protestant,A great deal,Strongly support,,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,Omit,,Omit,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,South,Version 2,Low Density Rural,Rural,Rural,Downscale,31792.0
237664.0, Georgia,53.0,Call 3,Complete,Election day exit poll,1.01215302944183,Newt Gingrich,Female,White,45-49,45-49,Somewhat conservative,Republican,"$200,000 or more",College graduate,,Romney,Working in business,,Yes,I like my candidate but with reservations,About right,About right,About right,About right,,,,Other christian,Somewhat,Somewhat support,,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,Somewhat,,A great deal or somewhat,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,30635.0
237661.0, Georgia,54.0,Call 3,Complete,Election day exit poll,1.84141850471497,Newt Gingrich,Female,White,30-39,30-39,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,,Gingrich,Working in business,,Yes,I strongly favor my candidate,About right,About right,About right,About right,,,,Protestant,A great deal,Somewhat support,,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,Somewhat,,A great deal or somewhat,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30214.0
