ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,VTRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ISSREP12SC,MARRIED,QLTREP12,TEAPARTY,TIMEST12,UNDERREP12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BREAKFACT,BREAKIMP,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,XQLTREP12,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
234879.0, Vermont,52.0,Call 2,Complete,Election day exit poll,0.492726594209671,Ron Paul,Male,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",College graduate,Illegal in most cases,Not a factor at all,No,I strongly favor my candidate,Federal budget deficit,Yes,Has strong moral character,Strongly support,Before that,Paul,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Not a factor,Not important,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,Has strong moral character,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very upscale
238735.0, Vermont,22.0,Call 3,Complete,Election day exit poll,0.906033754348755,Ron Paul,Female,White,50-59,50-59,Moderate,Something else,"$50,000-$99,999",College graduate,Legal in all cases,One of several important factors,No,I dislike the other candidates,The economy,Yes,Has the right experience,Neutral,In the last few weeks,Paul,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,A factor,Important,Neutral,Neither,Earlier than that,Since January 1st,No,All others,Has the right experience,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale
232941.0, Vermont,11.0,Call 1,Complete,Election day exit poll,0.986936986446381,Ron Paul,Male,White,65 or over,65 or over,Moderate,Something else,"$30,000-$49,999",College graduate,Omit,The most important factor,No,I strongly favor my candidate,Federal budget deficit,No,Can defeat Barack Obama,Neutral,Earlier this year,Paul,Non married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Omit,A factor,Important,Neutral,Neither,Earlier than that,Since January 1st,No,All others,Can defeat Barack Obama,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Low Density Rural,Rural,Rural,Upscale
232940.0, Vermont,11.0,Call 1,Complete,Election day exit poll,0.986936986446381,Ron Paul,Male,White,65 or over,65 or over,Moderate,Something else,"$30,000-$49,999",College graduate,Omit,The most important factor,No,I strongly favor my candidate,Federal budget deficit,No,Can defeat Barack Obama,Neutral,Earlier this year,Paul,Non married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Omit,A factor,Important,Neutral,Neither,Earlier than that,Since January 1st,No,All others,Can defeat Barack Obama,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Low Density Rural,Rural,Rural,Upscale
234869.0, Vermont,61.0,Call 2,Complete,Election day exit poll,0.621966361999512,Ron Paul,Male,White,30-39,30-39,Very conservative,,"$30,000-$49,999",College graduate,Legal in all cases,One of several important factors,No,I strongly favor my candidate,Federal budget deficit,No,Omit,Somewhat support,Before that,Paul,Non married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Legal,A factor,Important,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,Omit,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale
232936.0, Vermont,27.0,Call 1,Complete,Election day exit poll,2.61977124214172,Ron Paul,Male,White,40-44,40-44,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,Illegal in most cases,One of several important factors,Yes,I strongly favor my candidate,Abortion,Yes,Has strong moral character,Neutral,Before that,Paul,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,A factor,Important,Neutral,Born-again but not Tea Party supporter,Earlier than that,Before January 1st,Yes,White Born-again/Evangelical Christians,Has strong moral character,State questionnaire,Rural,Small Cities/Rural,1.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
239430.0, Vermont,76.0,Call 3,Complete,Election day exit poll,1.18015968799591,Ron Paul,Male,White,45-49,45-49,Moderate,Democrat,"$30,000-$49,999",High school or less,Legal in most cases,The most important factor,No,I strongly favor my candidate,Federal budget deficit,Yes,Can defeat Barack Obama,Neutral,In the last few days,Romney,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Legal,A factor,Important,Neutral,Neither,Last few days,Since January 1st,Yes,All others,Can defeat Barack Obama,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale
238717.0, Vermont,22.0,Call 3,Complete,Election day exit poll,0.906033754348755,Ron Paul,Female,White,50-59,50-59,Somewhat liberal,Independent,"$50,000-$99,999",Postgraduate study,Legal in most cases,One of several important factors,No,I like my candidate but with reservations,The economy,,Has the right experience,Somewhat oppose,In the last few weeks,Paul,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,A factor,Important,Oppose,Neither,Earlier than that,Since January 1st,No,All others,Has the right experience,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale
234853.0, Vermont,25.0,Call 2,Complete,Election day exit poll,0.71777880191803,Ron Paul,Male,White,30-39,30-39,Moderate,Independent,"$50,000-$99,999",College graduate,Legal in all cases,One of several important factors,No,I like my candidate but with reservations,The economy,No,Has the right experience,Somewhat oppose,Before that,Paul,Non married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,A factor,Important,Oppose,Neither,Earlier than that,Before January 1st,No,All others,Has the right experience,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Town,70s Suburbs,Urban Perimeter,Very upscale
234852.0, Vermont,52.0,Call 2,Complete,Election day exit poll,0.646093547344208,Ron Paul,Female,White,30-39,30-39,Very liberal,Independent,"$30,000-$49,999",Some college/assoc. degree,Legal in all cases,One of several important factors,No,I like my candidate but with reservations,Federal budget deficit,No,Has strong moral character,Neutral,Earlier this year,Paul,Non married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Legal,A factor,Important,Neutral,Neither,Earlier than that,Since January 1st,Yes,All others,Has strong moral character,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very upscale
232919.0, Vermont,11.0,Call 1,Complete,Election day exit poll,2.26769304275513,Ron Paul,Female,White,25-29,25-29,Very liberal,Independent,"$30,000-$49,999",Postgraduate study,Legal in all cases,Not a factor at all,No,Omit,Federal budget deficit,No,Omit,Somewhat oppose,Just today,Paul,Non married women,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Legal,Not a factor,Not important,Oppose,Neither,Last few days,Since January 1st,No,All others,Omit,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Low Density Rural,Rural,Rural,Upscale
232918.0, Vermont,13.0,Call 1,Complete,Election day exit poll,0.945528745651245,Ron Paul,Male,White,50-59,50-59,Somewhat conservative,Independent,,Postgraduate study,Legal in most cases,One of several important factors,No,I like my candidate but with reservations,Federal budget deficit,No,Is a true conservative,Strongly support,In the last few days,Omit,Non married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,Legal,A factor,Important,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,Is a true conservative,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale
232917.0, Vermont,13.0,Call 1,Complete,Election day exit poll,0.945528745651245,Ron Paul,Male,White,50-59,50-59,Somewhat conservative,Independent,,Postgraduate study,Legal in most cases,One of several important factors,No,I like my candidate but with reservations,Federal budget deficit,No,Is a true conservative,Strongly support,In the last few days,Omit,Non married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,Legal,A factor,Important,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,Is a true conservative,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale
232916.0, Vermont,58.0,Call 1,Complete,Election day exit poll,0.788195312023163,Ron Paul,Male,White,65 or over,65 or over,Moderate,Republican,"Under $30,000",Postgraduate study,Illegal in most cases,The most important factor,Yes,I strongly favor my candidate,The economy,,Can defeat Barack Obama,Neutral,In the last few days,Paul,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,A factor,Important,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale
238704.0, Vermont,37.0,Call 3,Complete,Election day exit poll,0.774920284748077,Ron Paul,Female,White,50-59,50-59,Somewhat liberal,Independent,"$50,000-$99,999",Postgraduate study,Legal in all cases,A minor factor,No,I like my candidate but with reservations,Abortion,Yes,Has the right experience,Strongly oppose,Earlier this year,Paul,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,A factor,Not important,Oppose,Neither,Earlier than that,Since January 1st,No,All others,Has the right experience,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Low Density Rural,Rural,Rural,Upscale
232905.0, Vermont,28.0,Call 1,Complete,Election day exit poll,0.405876129865646,Ron Paul,Male,Black,60-64,60-64,Moderate,Independent,"$50,000-$99,999",Postgraduate study,Legal in all cases,Not a factor at all,No,I dislike the other candidates,The economy,No,Has strong moral character,Strongly oppose,Earlier this year,Santorum,Non married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,Not a factor,Not important,Oppose,Neither,Earlier than that,Since January 1st,No,All others,Has strong moral character,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Town,70s Suburbs,Urban Perimeter,Very upscale
234833.0, Vermont,25.0,Call 2,Complete,Election day exit poll,0.630359411239624,Ron Paul,Male,,60-64,60-64,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,Illegal in most cases,One of several important factors,Yes,I strongly favor my candidate,The economy,Yes,Can defeat Barack Obama,Strongly support,Earlier this year,Paul,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,A factor,Important,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,,Can defeat Barack Obama,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Town,70s Suburbs,Urban Perimeter,Very upscale
238693.0, Vermont,48.0,Call 3,Not complete,Election day exit poll,0.57584822177887,Ron Paul,Male,White,60-64,60-64,,,,High school or less,,One of several important factors,,I dislike the other candidates,,Yes,,,In the last few days,,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,,,,,,,,No college degree,High school graduate or less,,A factor,Important,,,Last few days,Since January 1st,,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
234829.0, Vermont,61.0,Call 2,Complete,Election day exit poll,0.600336968898773,Ron Paul,Male,White,60-64,60-64,Moderate,Democrat,"$30,000-$49,999",Some college/assoc. degree,Legal in most cases,A minor factor,No,I dislike the other candidates,The economy,Yes,Has strong moral character,Strongly oppose,In the last few days,Paul,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Legal,A factor,Not important,Oppose,Neither,Last few days,Since January 1st,Yes,All others,Has strong moral character,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale
232884.0, Vermont,28.0,Call 1,Complete,Election day exit poll,0.596595346927643,Ron Paul,Male,White,30-39,30-39,Somewhat liberal,Independent,"$50,000-$99,999",College graduate,Illegal in most cases,Not a factor at all,No,I dislike the other candidates,Federal budget deficit,Yes,Has strong moral character,Strongly oppose,Just today,Paul,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Not a factor,Not important,Oppose,Neither,Last few days,Since January 1st,No,All others,Has strong moral character,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Town,70s Suburbs,Urban Perimeter,Very upscale
238925.0, Vermont,39.0,Call 3,Complete,Election day exit poll,0.885831356048584,Ron Paul,Female,White,50-59,50-59,Moderate,Democrat,"$50,000-$99,999",Some college/assoc. degree,Legal in all cases,One of several important factors,No,I like my candidate but with reservations,The economy,No,Has the right experience,Neutral,In the last few days,Paul,Non married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,A factor,Important,Neutral,Neither,Last few days,Since January 1st,No,All others,Has the right experience,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
234800.0, Vermont,61.0,Call 2,Complete,Election day exit poll,0.621966361999512,Ron Paul,Male,White,45-49,45-49,Somewhat conservative,Something else,"$50,000-$99,999",High school or less,Illegal in all cases,The most important factor,No,I dislike the other candidates,The economy,No,Has strong moral character,Neutral,Just today,Paul,Non married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Illegal,A factor,Important,Neutral,Neither,Last few days,Since January 1st,No,All others,Has strong moral character,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale
235168.0, Vermont,28.0,Call 2,Complete,Election day exit poll,0.523935079574585,Ron Paul,Male,,65 or over,65 or over,Moderate,Independent,"$50,000-$99,999",Some college/assoc. degree,Legal in most cases,Omit,No,I like my candidate but with reservations,The economy,No,Has strong moral character,Strongly oppose,Just today,Paul,Non married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,Omit,Omit,Oppose,Neither,Last few days,Since January 1st,No,All others,Has strong moral character,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Town,70s Suburbs,Urban Perimeter,Very upscale
234797.0, Vermont,58.0,Call 2,Complete,Election day exit poll,0.816593050956726,Ron Paul,Male,White,50-59,50-59,Somewhat conservative,Something else,"Under $30,000",Postgraduate study,Illegal in all cases,A minor factor,Yes,I strongly favor my candidate,Abortion,Yes,Has strong moral character,Somewhat support,Before that,Paul,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,A factor,Not important,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,Has strong moral character,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale
238657.0, Vermont,74.0,Call 3,Complete,Election day exit poll,0.46949428319931,Ron Paul,Male,White,65 or over,65 or over,Moderate,Something else,"$50,000-$99,999",College graduate,Legal in all cases,A minor factor,No,I dislike the other candidates,Omit,Yes,Omit,Somewhat oppose,In the last few days,Paul,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,A factor,Not important,Oppose,Neither,Last few days,Since January 1st,No,All others,Omit,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale
232859.0, Vermont,28.0,Call 1,Not complete,Election day exit poll,0.57584822177887,Ron Paul,Male,White,65 or over,65 or over,,,,College graduate,,Not a factor at all,,I strongly favor my candidate,,Yes,,,In the last few weeks,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,College graduate,More than High school graduate,,Not a factor,Not important,,,Earlier than that,Since January 1st,,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Town,70s Suburbs,Urban Perimeter,Very upscale
232843.0, Vermont,11.0,Call 1,Complete,Election day exit poll,1.0224951505661,Ron Paul,Male,White,45-49,45-49,Somewhat liberal,Independent,"$100,000-$199,999",Postgraduate study,Legal in all cases,Not a factor at all,No,I dislike the other candidates,The economy,Yes,Omit,Strongly oppose,Just today,Paul,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Not a factor,Not important,Oppose,Neither,Last few days,Since January 1st,No,All others,Omit,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Low Density Rural,Rural,Rural,Upscale
234773.0, Vermont,58.0,Call 2,Complete,Election day exit poll,1.07076716423035,Ron Paul,Female,White,30-39,30-39,Somewhat conservative,Republican,"Under $30,000",Some college/assoc. degree,Illegal in most cases,One of several important factors,No,I like my candidate but with reservations,The economy,No,Is a true conservative,Somewhat support,In the last few weeks,Paul,Non married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,A factor,Important,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,Yes,All others,Is a true conservative,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale
234766.0, Vermont,25.0,Call 2,Complete,Election day exit poll,0.71777880191803,Ron Paul,Male,White,50-59,50-59,Very conservative,Republican,"$200,000 or more",College graduate,Legal in most cases,One of several important factors,No,I strongly favor my candidate,The economy,Yes,Is a true conservative,Strongly support,Just today,Santorum,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,A factor,Important,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,Is a true conservative,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Town,70s Suburbs,Urban Perimeter,Very upscale
234764.0, Vermont,37.0,Call 2,Complete,Election day exit poll,0.999542593955994,Ron Paul,Male,White,18-24,17-24,Somewhat conservative,Independent,"Under $30,000",High school or less,Legal in most cases,One of several important factors,No,I strongly favor my candidate,Federal budget deficit,No,Has strong moral character,Somewhat support,Earlier this year,Paul,Non married men,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Legal,A factor,Important,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,Yes,All others,Has strong moral character,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Low Density Rural,Rural,Rural,Upscale
238623.0, Vermont,74.0,Call 3,Complete,Election day exit poll,0.486409604549408,Ron Paul,Male,White,50-59,50-59,Moderate,Republican,"$100,000-$199,999",Postgraduate study,Legal in all cases,A minor factor,No,I dislike the other candidates,The economy,Yes,Omit,Strongly oppose,Earlier this year,Paul,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,A factor,Not important,Oppose,Neither,Earlier than that,Since January 1st,No,All others,Omit,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale
232826.0, Vermont,4.0,Call 1,Complete,Election day exit poll,1.79884517192841,Ron Paul,Male,White,40-44,40-44,Somewhat liberal,Democrat,"$50,000-$99,999",College graduate,Illegal in most cases,One of several important factors,Yes,I dislike the other candidates,The economy,No,Has strong moral character,Strongly oppose,In the last few days,Paul,Non married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,A factor,Important,Oppose,Born-again but not Tea Party supporter,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,Has strong moral character,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,East,Version 1,Town,Rural,Rural,Downscale
234750.0, Vermont,37.0,Call 2,Complete,Election day exit poll,0.747971773147583,Ron Paul,Female,White,60-64,60-64,Moderate,Independent,"$30,000-$49,999",Some college/assoc. degree,Legal in most cases,A minor factor,No,I dislike the other candidates,The economy,No,Has the right experience,Strongly oppose,In the last few days,Paul,Non married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Legal,A factor,Not important,Oppose,Neither,Last few days,Since January 1st,Yes,All others,Has the right experience,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Low Density Rural,Rural,Rural,Upscale
234746.0, Vermont,16.0,Call 2,Complete,Election day exit poll,0.538835525512695,Ron Paul,Male,Other,25-29,25-29,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in all cases,One of several important factors,No,I like my candidate but with reservations,The economy,Yes,Has strong moral character,Strongly support,In the last few days,Romney,Married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,A factor,Important,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,Has strong moral character,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,East,Version 1,Town,Rural,Rural,Upscale
234744.0, Vermont,25.0,Call 2,Complete,Election day exit poll,0.71777880191803,Ron Paul,Male,White,50-59,50-59,Moderate,Independent,"$100,000-$199,999",College graduate,Legal in all cases,A minor factor,No,I strongly favor my candidate,The economy,Yes,Is a true conservative,Strongly oppose,In the last few weeks,Paul,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,A factor,Not important,Oppose,Neither,Earlier than that,Since January 1st,No,All others,Is a true conservative,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Town,70s Suburbs,Urban Perimeter,Very upscale
232808.0, Vermont,44.0,Call 1,Complete,Election day exit poll,0.962413191795349,Ron Paul,Male,White,50-59,50-59,Very conservative,Something else,"$50,000-$99,999",Some college/assoc. degree,Illegal in all cases,The most important factor,No,I like my candidate but with reservations,Illegal immigration,No,Has strong moral character,Strongly support,Before that,Paul,Non married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,A factor,Important,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,Has strong moral character,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
234738.0, Vermont,2.0,Call 2,Complete,Election day exit poll,2.61394453048706,Ron Paul,Female,White,60-64,60-64,Somewhat conservative,Independent,"$30,000-$49,999",College graduate,Illegal in most cases,One of several important factors,No,I strongly favor my candidate,The economy,Yes,Has strong moral character,Neutral,In the last few weeks,Paul,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,A factor,Important,Neutral,Neither,Earlier than that,Since January 1st,No,All others,Has strong moral character,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale
