ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,FLRPRS12,SEX,QRACEAI,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,CUBAN3,ABORTION,BEATOBAMAFL,BREAK12PRI,BRNAGAIN,GINGCONSRV,ROMNCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SATGING,SATROMN,SATSANT,TEAPARTY,TIMESC12,UNDERREP12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BREAKFACT,BREAKIMP,REL5,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIMTH,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,CANDSOK,FORECLOSE12,GINGPERSON,GETAHEAD,IMMPRIME,RECDEBATES12R,ROMNPERSON,UNFAIRREP12FL,QRACE3,RACE,RECDEBFACT,RECDEBIMP,SPANISHQ,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
106458.0,Florida,85.0,Call 1,Complete,Election day exit poll,0.970535933971405,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Republican,"$50,000-$99,999",High school or less,No,,Romney,,No,,,,Yes,Can defeat Barack Obama,,Dissatisfied,Satisfied,Dissatisfied,Neutral,,Romney,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,,,Neutral,Neither,,,No,All others,,,Can defeat Barack Obama,,Not a problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 3,High Density Urban,Urban,Urban Core,Downscale
106459.0,Florida,26.0,Call 1,Complete,Election day exit poll,2.19026231765747,Newt Gingrich,Male,White,50-59,50-59,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,No,,Gingrich,,Yes,,,,Yes,Has the right experience,,Satisfied,Satisfied,Satisfied,Strongly support,,Gingrich,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,Has the right experience,,A major problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,Suburbs,Suburbs,5.0,South,Version 3,High Density Urban,60s Suburbs,Urban Perimeter,Upscale
106460.0,Florida,48.0,Call 1,Complete,Election day exit poll,2.39725565910339,Rick Santorum,Male,White,50-59,50-59,Very conservative,Republican,"$30,000-$49,999",College graduate,No,,Santorum,,Yes,,,,No,Omit,,Dissatisfied,Dissatisfied,Satisfied,Strongly support,,Santorum,Non married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,Omit,,A major problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 3,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale
106461.0,Florida,85.0,Call 1,Complete,Election day exit poll,0.970535933971405,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"Under $30,000",High school or less,No,,Romney,,Yes,,,,No,Can defeat Barack Obama,,Dissatisfied,Satisfied,Satisfied,Somewhat support,,Romney,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,Not a problem,,,,A minor factor,,,White,White,A factor,Not important,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 3,High Density Urban,Urban,Urban Core,Downscale
106462.0,Florida,26.0,Call 1,Complete,Election day exit poll,2.46402668952942,Rick Santorum,Female,White,50-59,50-59,Very conservative,Republican,"Under $30,000",High school or less,No,,Santorum,,No,,,,Yes,Is a true conservative,,Dissatisfied,Dissatisfied,Satisfied,Strongly support,,Santorum,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,,Support,Tea Party supporter and not born-again,,,Yes,All others,,,Is a true conservative,,A minor problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,Suburbs,Suburbs,5.0,South,Version 3,High Density Urban,60s Suburbs,Urban Perimeter,Upscale
106463.0,Florida,48.0,Call 1,Complete,Election day exit poll,2.11758184432983,Newt Gingrich,Female,White,25-29,25-29,Very conservative,Republican,"Under $30,000",College graduate,No,,Gingrich,,Yes,,,,No,Is a true conservative,,Satisfied,Satisfied,Satisfied,Somewhat support,,Santorum,Non married women,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,Is a true conservative,,A minor problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 3,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale
106464.0,Florida,32.0,Call 1,Complete,Election day exit poll,0.868582725524902,Newt Gingrich,Male,White,65 or over,65 or over,Very conservative,Independent,"Under $30,000",Some college/assoc. degree,No,,,A minor factor,Yes,,,The economy,,,,,,,Strongly support,Before that,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,A factor,Not important,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,Yes,White Born-again/Evangelical Christians,,,,,,Generally favorable,,Deported to the country they came from,,Generally unfavorable,Romney,White,White,,,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale
106465.0,Florida,26.0,Call 1,Complete,Election day exit poll,2.4447135925293,Rick Santorum,Male,White,50-59,50-59,Somewhat conservative,Independent,"Under $30,000",College graduate,No,,,Not a factor at all,No,,,The economy,,,,,,,Strongly support,In the last few days,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,Support,Tea Party supporter and not born-again,Last few days,In the last month,No,All others,,,,,,Generally favorable,,Allowed to stay as temporary workers,,Generally favorable,Romney,White,White,,,English,State questionnaire,Suburbs,Suburbs,5.0,South,Version 1,High Density Urban,60s Suburbs,Urban Perimeter,Upscale
106466.0,Florida,85.0,Call 1,Complete,Election day exit poll,1.91202068328857,Other,Female,White,45-49,45-49,Somewhat liberal,Republican,"$30,000-$49,999",Some college/assoc. degree,No,,Romney,,Yes,,,,No,Has strong moral character,,Dissatisfied,Satisfied,Dissatisfied,Neutral,,Romney,Non married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,Neutral,Born-again but not Tea Party supporter,,,Yes,White Born-again/Evangelical Christians,,,Has strong moral character,,A major problem,,,,A minor factor,,,White,White,A factor,Not important,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 3,High Density Urban,Urban,Urban Core,Downscale
106467.0,Florida,85.0,Call 1,Complete,Election day exit poll,1.91202068328857,Other,Female,White,45-49,45-49,Somewhat liberal,Republican,"$30,000-$49,999",Some college/assoc. degree,No,,Romney,,Yes,,,,No,Has strong moral character,,Dissatisfied,Satisfied,Dissatisfied,Neutral,,Romney,Non married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,Neutral,Born-again but not Tea Party supporter,,,Yes,White Born-again/Evangelical Christians,,,Has strong moral character,,A major problem,,,,A minor factor,,,White,White,A factor,Not important,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 3,High Density Urban,Urban,Urban Core,Downscale
106468.0,Florida,26.0,Call 1,Complete,Election day exit poll,1.28640758991241,Ron Paul,Female,Asian,30-39,30-39,Moderate,Something else,,College graduate,No,Legal in most cases,,,No,Omit,Omit,The economy,,Has strong moral character,Other,,,,Omit,,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,,,,College graduate,More than High school graduate,Legal,,,Something else,Omit,,,,,,No,All others,Has strong moral character,I'm satisfied with the Republican candidates,,,Getting ahead financially,,,,,Other,Asian,,,English,State questionnaire,Suburbs,Suburbs,5.0,South,Version 2,High Density Urban,60s Suburbs,Urban Perimeter,Upscale
106469.0,Florida,32.0,Call 1,Complete,Election day exit poll,0.898615777492523,Newt Gingrich,Male,White,40-44,40-44,Somewhat conservative,Something else,"$100,000-$199,999",Some college/assoc. degree,No,Legal in most cases,,,No,About right,Not conservative enough,The economy,,Can defeat Barack Obama,None,,,,Somewhat support,,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Legal,,,None,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,Can defeat Barack Obama,I'm satisfied with the Republican candidates,,,Holding steady financially,,,,,White,White,,,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,South,Version 2,Suburb,Urban,Urban Core,Upscale
106470.0,Florida,26.0,Call 1,Complete,Election day exit poll,1.27632462978363,Ron Paul,Male,White,30-39,30-39,Moderate,Independent,"$50,000-$99,999",Some college/assoc. degree,No,Legal in most cases,,,No,Omit,Omit,The economy,,Has strong moral character,Other,,,,Somewhat support,,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,,,Something else,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,Has strong moral character,I'm satisfied with the Republican candidates,,,Holding steady financially,,,,,White,White,,,English,State questionnaire,Suburbs,Suburbs,5.0,South,Version 2,High Density Urban,60s Suburbs,Urban Perimeter,Upscale
106471.0,Florida,26.0,Call 1,Complete,Election day exit poll,1.27632462978363,Ron Paul,Male,White,30-39,30-39,Moderate,Independent,"$50,000-$99,999",Some college/assoc. degree,No,Legal in most cases,,,No,Omit,Omit,The economy,,Has strong moral character,Other,,,,Somewhat support,,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,,,Something else,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,Has strong moral character,I'm satisfied with the Republican candidates,,,Holding steady financially,,,,,White,White,,,English,State questionnaire,Suburbs,Suburbs,5.0,South,Version 2,High Density Urban,60s Suburbs,Urban Perimeter,Upscale
106472.0,Florida,48.0,Call 1,Complete,Election day exit poll,2.20224142074585,Newt Gingrich,Male,White,50-59,50-59,Somewhat conservative,Independent,"$100,000-$199,999",Some college/assoc. degree,No,Illegal in most cases,,,Yes,About right,Not conservative enough,The economy,,Can defeat Barack Obama,Protestant,,,,Strongly support,,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Illegal,,,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,I'd like to see someone else run for the nomination,,,Holding steady financially,,,,,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale
106473.0,Florida,48.0,Call 1,Complete,Election day exit poll,2.20224142074585,Newt Gingrich,Male,White,50-59,50-59,Somewhat conservative,Independent,"$100,000-$199,999",Some college/assoc. degree,No,Illegal in most cases,,,Yes,About right,Not conservative enough,The economy,,Can defeat Barack Obama,Protestant,,,,Strongly support,,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Illegal,,,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,I'd like to see someone else run for the nomination,,,Holding steady financially,,,,,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale
106474.0,Florida,32.0,Call 1,Not complete,Election day exit poll,0.898615777492523,Newt Gingrich,Male,White,50-59,50-59,,,,Some college/assoc. degree,No,,,,,,,,Yes,,,,,,,,Gingrich,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,,,,,,,,No college degree,More than High school graduate,,,,,,,,,,,,,,,,,,,Not a factor at all,,,White,White,Not a factor,Not important,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,South,Version 3,Suburb,Urban,Urban Core,Upscale
106475.0,Florida,114.0,Call 1,Complete,Election day exit poll,0.833130538463593,Newt Gingrich,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,No,,Gingrich,,No,,,,Yes,Is a true conservative,,Satisfied,Satisfied,Satisfied,Strongly support,,Gingrich,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,Is a true conservative,,A major problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 3,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
106476.0,Florida,32.0,Call 1,Complete,Election day exit poll,0.868582725524902,Newt Gingrich,Male,Hispanic/Latino,65 or over,65 or over,Very conservative,Republican,"Under $30,000",High school or less,"Yes, other Hispanic",Illegal in all cases,,,No,About right,Too conservative,The economy,,Can defeat Barack Obama,Other,,,,Somewhat support,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,,,Something else,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,Can defeat Barack Obama,I'm satisfied with the Republican candidates,,,Holding steady financially,,,,,Other,Hispanic/Latino,,,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,South,Version 2,Suburb,Urban,Urban Core,Upscale
106477.0,Florida,105.0,Call 1,Complete,Election day exit poll,0.92458701133728,Mitt Romney,Male,White,65 or over,65 or over,Moderate,Independent,"Under $30,000",Some college/assoc. degree,No,,Romney,,Yes,,,,No,Can defeat Barack Obama,,Satisfied,Satisfied,Satisfied,Strongly support,,Romney,Non married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,A minor problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,Version 3,Suburb,Rural,Rural,Upscale
106478.0,Florida,99.0,Call 1,Complete,Election day exit poll,0.605157911777496,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,No,,Romney,,No,,,,No,Can defeat Barack Obama,,Dissatisfied,Satisfied,Dissatisfied,Neutral,,Romney,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,Neutral,Neither,,,Yes,All others,,,Can defeat Barack Obama,,A minor problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 3,Suburb,Urban,Urban Core,Very upscale
106479.0,Florida,114.0,Call 1,Complete,Election day exit poll,0.828802764415741,Newt Gingrich,Female,Asian,25-29,25-29,Somewhat conservative,Republican,"Under $30,000",Some college/assoc. degree,No,Illegal in most cases,,,Yes,About right,About right,The economy,,Is a true conservative,Other christian,,,,Strongly support,,,,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,,,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,,,No,,No,All others,Is a true conservative,I'd like to see someone else run for the nomination,,,Falling behind financially,,,,,Other,Asian,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
106480.0,Florida,32.0,Call 1,Complete,Election day exit poll,0.898615777492523,Newt Gingrich,Male,Hispanic/Latino,30-39,30-39,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,"Yes, Cuban",,,A minor factor,No,,,Federal budget deficit,,,,,,,Somewhat support,In the last few days,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,A factor,Not important,,Support,Tea Party supporter and not born-again,Last few days,In the last month,No,All others,,,,,,Generally unfavorable,,Deported to the country they came from,,Generally unfavorable,Romney,Other,Hispanic/Latino,,,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale
106481.0,Florida,70.0,Call 1,Complete,Election day exit poll,0.983222544193268,Rick Santorum,Female,White,60-64,60-64,Moderate,Independent,"Under $30,000",College graduate,No,,Santorum,,Yes,,,,No,Has the right experience,,Satisfied,Dissatisfied,Satisfied,Strongly oppose,,Santorum,Non married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,,Oppose,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,,,Has the right experience,,A major problem,,,,The most important factor,,,White,White,A factor,Important,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
106482.0,Florida,55.0,Call 1,Complete,Election day exit poll,0.604145348072052,Rick Santorum,Male,White,30-39,30-39,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,No,,Gingrich,,Yes,,,,Yes,Has strong moral character,,Satisfied,Dissatisfied,Satisfied,Strongly support,,Santorum,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,,,Has strong moral character,,A major problem,,,,A minor factor,,,White,White,A factor,Not important,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 3,Suburb,Urban,Urban Core,Downscale
106483.0,Florida,99.0,Call 1,Complete,Election day exit poll,0.605157911777496,Mitt Romney,Female,White,60-64,60-64,Somewhat conservative,Something else,,Postgraduate study,No,,Romney,,Yes,,,,Yes,Can defeat Barack Obama,,Dissatisfied,Satisfied,Dissatisfied,Neutral,,Romney,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,,,,,Neutral,Born-again but not Tea Party supporter,,,,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,A minor problem,,,,A minor factor,,,White,White,A factor,Not important,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 3,Suburb,Urban,Urban Core,Very upscale
106484.0,Florida,105.0,Call 1,Complete,Election day exit poll,0.92458701133728,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Independent,"Under $30,000",Some college/assoc. degree,No,Legal in most cases,,,No,Too conservative,About right,Federal budget deficit,,Can defeat Barack Obama,Protestant,,,,Somewhat oppose,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Legal,,,Protestant/Other Non-Catholic Christian,Oppose,Neither,,,Yes,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,I'd like to see someone else run for the nomination,,,Falling behind financially,,,,,White,White,,,English,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,Version 2,Suburb,Rural,Rural,Upscale
106485.0,Florida,114.0,Call 1,Complete,Election day exit poll,0.861937761306763,Newt Gingrich,Male,White,30-39,30-39,Moderate,Republican,"$100,000-$199,999",College graduate,No,,Romney,,No,,,,Yes,Is a true conservative,,Satisfied,Satisfied,Satisfied,Neutral,,Gingrich,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,Neutral,Neither,,,No,All others,,,Is a true conservative,,A major problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 3,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
106486.0,Florida,32.0,Call 1,Complete,Election day exit poll,0.857298135757446,Newt Gingrich,Male,White,25-29,25-29,Somewhat conservative,Republican,"$30,000-$49,999",College graduate,No,,,One of several important factors,Yes,,,Federal budget deficit,,,,,,,Strongly support,Before that,,,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,A factor,Important,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,,,Generally favorable,,Offered a chance to apply for citizenship,,Generally favorable,Romney,White,White,,,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale
106487.0,Florida,55.0,Call 1,Complete,Election day exit poll,0.608918070793152,Rick Santorum,Female,White,45-49,45-49,Very conservative,Republican,"$100,000-$199,999",College graduate,No,,,A minor factor,Yes,,,Abortion,,,,,,,Somewhat support,Just today,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,A factor,Not important,,Support,Both Tea Party supporter and born-again,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,,,Generally unfavorable,,Deported to the country they came from,,Generally favorable,Omit,White,White,,,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 1,Suburb,Urban,Urban Core,Downscale
106488.0,Florida,70.0,Call 1,Complete,Election day exit poll,0.702129185199738,Ron Paul,Male,White,25-29,25-29,Somewhat conservative,Something else,"Under $30,000",Some college/assoc. degree,No,,,Not a factor at all,No,,,The economy,,,,,,,Strongly support,Before that,,,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Not a factor,Not important,,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,Yes,All others,,,,,,Generally favorable,,Omit,,Generally favorable,Omit,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
106489.0,Florida,99.0,Call 1,Complete,Election day exit poll,0.621175289154053,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,Illegal in all cases,,,Yes,Not conservative enough,About right,The economy,,Can defeat Barack Obama,Protestant,,,,Neutral,,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,,,Protestant/Other Non-Catholic Christian,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,I'm satisfied with the Republican candidates,,,Holding steady financially,,,,,White,White,,,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale
106490.0,Florida,114.0,Call 1,Complete,Election day exit poll,0.868746995925903,Newt Gingrich,Female,White,30-39,30-39,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,No,,,One of several important factors,Yes,,,The economy,,,,,,,Strongly support,In the last few days,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,A factor,Important,,Support,Both Tea Party supporter and born-again,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,,,Generally favorable,,Deported to the country they came from,,Generally favorable,Romney,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
