ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,MIRPRS12,SEX,QRACEAI,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,LATINO,ABORTION,BEATOBAMAFL,BIZVPOL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMEAZ12,VOTENOV12,WORK,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIMTH,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,AUTOREP12,CAMPREP12,LAIDOFF3,UNION4,RACE,UNIONHH,UNIONMEM,UNIONVOT,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
148638.0, Michigan,50037.0,Telephone Survey,Complete,Telephone survey,0.779423773288727,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,,College graduate,No,,,,,Yes,,Illegal immigration,,Has strong moral character,,,Strongly oppose,Before that,Definitely vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,,,,,,,Oppose,Born-again but not Tea Party supporter,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Has strong moral character,,About the same,No,,White,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale,48820.0
148636.0, Michigan,50041.0,Telephone Survey,Complete,Telephone survey,0.899759829044342,Mitt Romney,Female,White,65 or over,65 or over,Very conservative,Independent,"$50,000-$99,999",Some college/assoc. degree,No,,,,,No,,Federal budget deficit,,Can defeat Barack Obama,,,Strongly support,Before that,Definitely vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,,,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,No,All others,,,,Can defeat Barack Obama,,About the same,No,,White,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,48322.0
148634.0, Michigan,50060.0,Telephone Survey,Complete,Telephone survey,0.165947094559669,Mitt Romney,Female,White,,,Very conservative,Republican,,Postgraduate study,No,,,,,Yes,,The economy,,Can defeat Barack Obama,,,Strongly support,Earlier this month,Definitely vote for the Republican nominee,,,,,,,,,,,,,,,Republican,Conservative,Very conservative,Very conservative,,,,College graduate,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,About the same,Yes,,White,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 1,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,48236.0
148630.0, Michigan,50051.0,Telephone Survey,Complete,Telephone survey,3.74403595924377,Mitt Romney,Female,White,45-49,45-49,Moderate,Something else,"$100,000-$199,999",High school or less,No,,,,,Yes,,The economy,,Can defeat Barack Obama,,,Neutral,Earlier this month,Definitely vote for the Republican nominee,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,,,,,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,About the same,No,,White,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48382.0
148628.0, Michigan,50009.0,Telephone Survey,Complete,Telephone survey,0.655225038528442,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Independent,"$50,000-$99,999",College graduate,No,,,,,No,,The economy,,Can defeat Barack Obama,,,Somewhat support,In January,Definitely vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,,,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,No,All others,,,,Can defeat Barack Obama,,About the same,No,,White,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale,49601.0
148624.0, Michigan,50041.0,Telephone Survey,Complete,Telephone survey,1.09239542484283,Mitt Romney,Female,White,50-59,50-59,Moderate,Independent,"Under $30,000",High school or less,No,,,,,No,,The economy,,Has the right experience,,,Somewhat support,Before that,Definitely vote for the Republican nominee,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,,,,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,Yes,All others,,,,Has the right experience,,About the same,Yes,,White,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,48327.0
148621.0, Michigan,50008.0,Telephone Survey,Complete,Telephone survey,2.65410304069519,Mitt Romney,Female,White,60-64,60-64,Moderate,Independent,"$50,000-$99,999",College graduate,No,,,,,No,,The economy,,Can defeat Barack Obama,,,Strongly support,In the last few days,Definitely vote for the Republican nominee,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,,,Support,Tea Party supporter and not born-again,Last few days,In the last month,No,All others,,,,Can defeat Barack Obama,,About the same,No,,White,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 1,Suburb,Rural,Rural,Upscale,49423.0
148619.0, Michigan,50013.0,Telephone Survey,Complete,Telephone survey,0.716399013996124,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Independent,"Under $30,000",High school or less,No,,,,,Yes,,Federal budget deficit,,Is a true conservative,,,Neutral,Earlier this month,Probably vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,In the last month,Yes,White Born-again/Evangelical Christians,,,,Is a true conservative,,About the same,No,,White,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,49341.0
148615.0, Michigan,50036.0,Telephone Survey,Complete,Telephone survey,1.7015061378479,Mitt Romney,Male,Hispanic/Latino,60-64,60-64,Somewhat conservative,Independent,"$50,000-$99,999",College graduate,Yes,,,,,No,,Abortion,,Can defeat Barack Obama,,,Neutral,In January,Definitely vote for the Republican nominee,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,,,Neutral,Neither,Earlier than that,Earlier than that,No,All others,,,,Can defeat Barack Obama,,About the same,No,,Hispanic/Latino,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,48360.0
148614.0, Michigan,50046.0,Telephone Survey,Complete,Telephone survey,0.305909186601639,Mitt Romney,Female,White,,,Moderate,Democrat,"$50,000-$99,999",High school or less,No,,,,,Yes,,The economy,,Has the right experience,,,Strongly oppose,Before that,Definitely vote for the Republican nominee,,,,,,,,,,,,,,,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,,,,,Oppose,Born-again but not Tea Party supporter,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Has the right experience,,About the same,Yes,,White,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,48048.0
148613.0, Michigan,50072.0,Telephone Survey,Complete,Telephone survey,0.79982203245163,Mitt Romney,Male,White,65 or over,65 or over,Moderate,Republican,"Under $30,000",College graduate,No,,,,,Yes,,Federal budget deficit,,Has the right experience,,,Strongly support,Before that,Definitely vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Has the right experience,,About the same,Yes,,White,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale,48182.0
148611.0, Michigan,50004.0,Telephone Survey,Complete,Telephone survey,0.327612549066544,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,No,,,,,Yes,,The economy,,Can defeat Barack Obama,,,Strongly support,Earlier this month,Definitely vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,Yes,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,More negative this year,No,,White,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,49868.0
148609.0, Michigan,50017.0,Telephone Survey,Complete,Telephone survey,0.599866509437561,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,No,,,,,,,Federal budget deficit,,Can defeat Barack Obama,,,Somewhat support,Earlier this month,Definitely vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,,,Support,,Earlier than that,In the last month,No,,,,,Can defeat Barack Obama,,About the same,No,,White,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale,48603.0
148608.0, Michigan,50032.0,Telephone Survey,Complete,Telephone survey,0.550661623477936,Mitt Romney,Male,Asian,65 or over,65 or over,Moderate,Independent,"$200,000 or more",Postgraduate study,No,,,,,No,,The economy,,Can defeat Barack Obama,,,Neutral,Before that,Definitely vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,,,Neutral,Neither,Earlier than that,Earlier than that,No,All others,,,,Can defeat Barack Obama,,About the same,No,,Asian,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale,48105.0
148605.0, Michigan,50009.0,Telephone Survey,Complete,Telephone survey,0.400392442941666,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Republican,"$100,000-$199,999",College graduate,No,,,,,Yes,,Federal budget deficit,,Is a true conservative,,,Somewhat support,Earlier this month,Probably vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Is a true conservative,,Omit,No,,White,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,Midwest,Version 1,Suburb,Rural,Rural,Upscale,49441.0
148603.0, Michigan,50037.0,Telephone Survey,Complete,Telephone survey,0.389712303876877,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Independent,"Under $30,000",Postgraduate study,No,,,,,Yes,,Federal budget deficit,,Has strong moral character,,,Neutral,Before that,Probably vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Has strong moral character,,About the same,No,,White,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale,48911.0
148602.0, Michigan,50013.0,Telephone Survey,Complete,Telephone survey,0.204509764909744,Mitt Romney,Male,White,,,Somewhat conservative,Republican,,High school or less,No,,,,,Yes,,Federal budget deficit,,Can defeat Barack Obama,,,Somewhat support,In January,Definitely vote for the Republican nominee,,,,,,,,,,,,,,,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,No college degree,High school graduate or less,,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,About the same,No,,White,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale,49508.0
148599.0, Michigan,50072.0,Telephone Survey,Complete,Telephone survey,0.238143891096115,Mitt Romney,Female,White,65 or over,65 or over,Somewhat liberal,Republican,"Under $30,000",College graduate,No,,,,,No,,Federal budget deficit,,Has the right experience,,,Strongly oppose,Before that,Probably vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,,,,Oppose,Neither,Earlier than that,Earlier than that,No,All others,,,,Has the right experience,,More negative this year,No,,White,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale,48197.0
148598.0, Michigan,50050.0,Telephone Survey,Complete,Telephone survey,1.77778434753418,Mitt Romney,Female,White,50-59,50-59,Somewhat conservative,Republican,,Some college/assoc. degree,No,,,,,No,,The economy,,Can defeat Barack Obama,,,Neutral,In January,Definitely vote for the Republican nominee,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,No college degree,More than High school graduate,,,,,,,Neutral,Neither,Earlier than that,Earlier than that,,All others,,,,Can defeat Barack Obama,,About the same,Yes,,White,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 1,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,48135.0
148597.0, Michigan,50060.0,Telephone Survey,Complete,Telephone survey,1.99902820587158,Mitt Romney,Female,White,50-59,50-59,Somewhat conservative,Independent,"$30,000-$49,999",Postgraduate study,No,,,,,,,The economy,,Has the right experience,,,Neutral,Before that,Definitely vote for the Republican nominee,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,,,,Neutral,,Earlier than that,Earlier than that,No,,,,,Has the right experience,,More negative this year,Yes,,White,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Downscale,48226.0
148594.0, Michigan,50047.0,Telephone Survey,Complete,Telephone survey,0.399911016225815,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Independent,,Some college/assoc. degree,No,,,,,No,,The economy,,Can defeat Barack Obama,,,Strongly oppose,Earlier this month,Probably vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,,,,No college degree,More than High school graduate,,,,,,,Oppose,Neither,Earlier than that,In the last month,,All others,,,,Can defeat Barack Obama,,More negative this year,Yes,,White,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,48039.0
148591.0, Michigan,50008.0,Telephone Survey,Complete,Telephone survey,0.979951560497284,Mitt Romney,Female,Asian,50-59,50-59,Moderate,Independent,"$50,000-$99,999",Some college/assoc. degree,No,,,,,No,,The economy,,Has the right experience,,,Neutral,Earlier this month,Definitely vote for the Republican nominee,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,,,Neutral,Neither,Earlier than that,In the last month,No,All others,,,,Has the right experience,,More negative this year,No,,Asian,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,49428.0
148590.0, Michigan,50008.0,Telephone Survey,Complete,Telephone survey,1.47029423713684,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Independent,"$50,000-$99,999",High school or less,No,,,,,Yes,,The economy,,Has strong moral character,,,Strongly support,Before that,Only vote for the Republican nominee if your candidate wins,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Has strong moral character,,About the same,No,,White,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 1,Suburb,Rural,Rural,Upscale,49423.0
148582.0, Michigan,50013.0,Telephone Survey,Complete,Telephone survey,1.43279635906219,Mitt Romney,Female,White,65 or over,65 or over,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,No,,,,,Yes,,Federal budget deficit,,Can defeat Barack Obama,,,Somewhat oppose,Earlier this month,Definitely vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,,,Oppose,Born-again but not Tea Party supporter,Earlier than that,In the last month,Yes,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,More negative this year,No,,White,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale,49504.0
148579.0, Michigan,50028.0,Telephone Survey,Complete,Telephone survey,0.716399013996124,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,,"$30,000-$49,999",College graduate,No,,,,,Yes,,The economy,,Omit,,,Neutral,Before that,Definitely vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Omit,,More positive this year,No,,White,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,49348.0
148576.0, Michigan,50028.0,Telephone Survey,Complete,Telephone survey,2.03937196731567,Mitt Romney,Male,White,45-49,45-49,Moderate,Republican,"$100,000-$199,999",Some college/assoc. degree,No,,,,,Yes,,The economy,,Has strong moral character,,,Somewhat support,Earlier this month,Definitely vote for the Republican nominee,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Has strong moral character,,About the same,No,,White,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,49080.0
148575.0, Michigan,50013.0,Telephone Survey,Complete,Telephone survey,0.716399013996124,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Independent,,College graduate,No,,,,,Yes,,Federal budget deficit,,Has the right experience,,,Strongly support,Earlier this month,Definitely vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Has the right experience,,More negative this year,No,,White,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Downscale,49507.0
148567.0, Michigan,50008.0,Telephone Survey,Complete,Telephone survey,2.14919543266296,Mitt Romney,Female,White,65 or over,65 or over,Very conservative,Republican,"$100,000-$199,999",College graduate,No,,,,,Yes,,The economy,,Can defeat Barack Obama,,,Somewhat support,Earlier this month,Definitely vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,More negative this year,No,,White,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,49345.0
148565.0, Michigan,50013.0,Telephone Survey,Complete,Telephone survey,0.875548720359802,Mitt Romney,Female,White,65 or over,65 or over,Very conservative,Independent,"$30,000-$49,999",Some college/assoc. degree,No,,,,,Yes,,Federal budget deficit,,Can defeat Barack Obama,,,Neutral,In January,Definitely vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Earlier than that,Yes,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,Omit,No,,White,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale,49504.0
148564.0, Michigan,50050.0,Telephone Survey,Complete,Telephone survey,0.827413320541382,Mitt Romney,Female,White,45-49,45-49,Moderate,Something else,"$50,000-$99,999",Postgraduate study,No,,,,,No,,Illegal immigration,,Has the right experience,,,Somewhat oppose,Before that,Definitely vote for the Republican nominee,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,,,Oppose,Neither,Earlier than that,Earlier than that,No,All others,,,,Has the right experience,,About the same,Yes,,White,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,48168.0
148563.0, Michigan,50046.0,Telephone Survey,Complete,Telephone survey,1.09964370727539,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Independent,"$50,000-$99,999",College graduate,No,,,,,No,,Federal budget deficit,,Can defeat Barack Obama,,,Neutral,Before that,Definitely vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,,,Neutral,Neither,Earlier than that,Earlier than that,No,All others,,,,Can defeat Barack Obama,,More negative this year,No,,White,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,48065.0
148562.0, Michigan,50041.0,Telephone Survey,Complete,Telephone survey,0.549821853637695,Mitt Romney,Female,White,65 or over,65 or over,Very conservative,Republican,,Postgraduate study,No,,,,,No,,The economy,,Has the right experience,,,Strongly support,Omit,Definitely vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,College graduate,More than High school graduate,,,,,,,Support,Tea Party supporter and not born-again,Omit,Omit,No,All others,,,,Has the right experience,,Omit,No,,White,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,48009.0
148558.0, Michigan,50072.0,Telephone Survey,Complete,Telephone survey,0.238143891096115,Mitt Romney,Female,White,65 or over,65 or over,Very conservative,Republican,,High school or less,No,,,,,Yes,,Federal budget deficit,,Has the right experience,,,Neutral,Earlier this month,Definitely vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,High school graduate or less,,,,,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,In the last month,,White Born-again/Evangelical Christians,,,,Has the right experience,,About the same,No,,White,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,60s Suburbs,Urban Perimeter,Downscale,48161.0
148556.0, Michigan,50051.0,Telephone Survey,Complete,Telephone survey,0.855163216590881,Mitt Romney,Male,White,60-64,60-64,Very conservative,Republican,"$50,000-$99,999",College graduate,No,,,,,No,,The economy,,Has strong moral character,,,Strongly support,Earlier this month,Definitely vote for the Republican nominee,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,,,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,No,All others,,,,Has strong moral character,,About the same,No,,White,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,48178.0
