ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,AZRPRS12,SEX,QRACEAI,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,LATINO,ABORTION,BEATOBAMAFL,BIZVPOL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ISSREP12SC,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMEAZ12,VOTENOV12,WORK,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIMTH,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,CAMPREP12,FAVMCCA,GETAHEAD,IMMPRIME,RACE,SPANISHQ,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
148083.0,Arizona,50006.0,Telephone Survey,Complete,Telephone survey,4.31612062454224,Ron Paul,Male,White,45-49,45-49,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,No,,,,,Yes,,Federal budget deficit,Has the right experience,,,Somewhat support,Before that,Definitely vote for the Republican nominee,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Has the right experience,About the same,Unfavorable,,,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
147925.0,Arizona,50015.0,Telephone Survey,Complete,Telephone survey,4.30687379837036,Ron Paul,Male,White,30-39,30-39,Somewhat conservative,Republican,"$50,000-$99,999",High school or less,No,,,,,No,,The economy,Is a true conservative,,,Somewhat support,Earlier this month,Definitely vote for the Republican nominee,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,,,,,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,No,All others,,,,Is a true conservative,About the same,Favorable,,,White,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
148350.0,Arizona,50018.0,Telephone Survey,Complete,Telephone survey,4.30687379837036,Ron Paul,Male,White,30-39,30-39,Very conservative,Independent,"$100,000-$199,999",Some college/assoc. degree,No,Legal in most cases,Romney,Working in business,,No,I dislike the other candidates,,,None,Not at all,Strongly support,,,Yes,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Legal,Not born again,,,None,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,All others,,,,Holding steady financially,Allowed to stay as temporary workers,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,Suburb,Urban,Urban Core,Very downscale
147954.0,Arizona,50002.0,Telephone Survey,Complete,Telephone survey,4.18391513824463,Ron Paul,Female,White,40-44,40-44,Moderate,Independent,"$100,000-$199,999",Postgraduate study,No,,,,,Yes,,The economy,Has strong moral character,,,Neutral,Earlier this month,Omit,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Has strong moral character,About the same,Omit,,,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
148293.0,Arizona,50020.0,Telephone Survey,Complete,Telephone survey,3.75725197792053,Ron Paul,Male,Hispanic/Latino,18-24,17-24,Somewhat conservative,Republican,"$30,000-$49,999",High school or less,Yes,Legal in all cases,Romney,Working in government,,No,I strongly favor my candidate,,,Other,Not at all,Neutral,,,Yes,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Legal,Not born again,,,Something else,Not much or not at all,Neutral,Neither,,,No,All others,No,All others,All others,,,,Holding steady financially,Offered a chance to apply for citizenship,Hispanic/Latino,English,State questionnaire,Suburbs,Suburbs,3.0,West,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very downscale
148012.0,Arizona,50003.0,Telephone Survey,Complete,Telephone survey,3.17166543006897,Ron Paul,Male,White,40-44,40-44,Somewhat conservative,Independent,"$100,000-$199,999",High school or less,No,,,,,No,,Federal budget deficit,Has strong moral character,,,Somewhat support,Before that,Definitely vote for the Republican nominee,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,,,,,,,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,No,All others,,,,Has strong moral character,About the same,Unfavorable,,,White,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale
148015.0,Arizona,50009.0,Telephone Survey,Complete,Telephone survey,3.10809969902039,Ron Paul,Male,Hispanic/Latino,50-59,50-59,Moderate,Republican,"Under $30,000",High school or less,Yes,,,,,No,,Illegal immigration,Has strong moral character,,,Omit,Omit,Probably vote for the Republican nominee,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,,,,Omit,,Omit,Omit,No,All others,,,,Has strong moral character,More negative this year,Favorable,,,Hispanic/Latino,Spanish,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
148072.0,Arizona,50006.0,Telephone Survey,Complete,Telephone survey,3.06389141082764,Ron Paul,Female,White,18-24,17-24,Somewhat liberal,Republican,,Some college/assoc. degree,No,,,,,No,,Federal budget deficit,Has strong moral character,,,Neutral,Before that,Definitely vote for the Republican nominee,,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,,,,No college degree,More than High school graduate,,,,,,,Neutral,Neither,Earlier than that,Earlier than that,,All others,,,,Has strong moral character,About the same,Favorable,,,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
148370.0,Arizona,50023.0,Telephone Survey,Complete,Telephone survey,2.91550469398499,Ron Paul,Female,White,50-59,50-59,Somewhat conservative,Independent,"$30,000-$49,999",Some college/assoc. degree,No,Legal in all cases,Paul,Working in business,,Yes,I strongly favor my candidate,,,None,Not at all,Strongly oppose,,,Yes,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Legal,Born again/Think religious values of candidate did not matter a great deal,,,None,Not much or not at all,Oppose,Born-again but not Tea Party supporter,,,Yes,White Born-again/Evangelical Christians,No,All others,Working women,,,,Falling behind financially,Deported to the country they came from,White,English,State questionnaire,Rural,Small Cities/Rural,3.0,West,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale
148313.0,Arizona,50015.0,Telephone Survey,Complete,Telephone survey,2.8877649307251,Ron Paul,Female,White,40-44,40-44,Very conservative,,"$100,000-$199,999",College graduate,No,Illegal in most cases,Paul,Omit,,No,I strongly favor my candidate,,,Mormon,Somewhat,Strongly support,,,No,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,All others,,,,Holding steady financially,Omit,White,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
148399.0,Arizona,50012.0,Telephone Survey,Complete,Telephone survey,2.8774139881134,Ron Paul,Male,White,45-49,45-49,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,Legal in most cases,Paul,Working in government,,Yes,I dislike the other candidates,,,None,A great deal,Somewhat oppose,,,Yes,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,Born again/Think religious values of candidate matter a great deal,,,None,A great deal or somewhat,Oppose,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,No,All others,All others,,,,Holding steady financially,Deported to the country they came from,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,High Density Urban,Urban,Urban Core,Very upscale
148129.0,Arizona,50015.0,Telephone Survey,Complete,Telephone survey,2.74961113929749,Ron Paul,Male,White,50-59,50-59,Moderate,Something else,"$100,000-$199,999",Some college/assoc. degree,No,,,,,Yes,,Federal budget deficit,Has strong moral character,,,Strongly support,Before that,Only vote for the Republican nominee if your candidate wins,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Has strong moral character,Omit,Unfavorable,,,White,English,State questionnaire,Suburbs,Suburbs,3.0,West,Version 1,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
148247.0,Arizona,50015.0,Telephone Survey,Complete,Telephone survey,2.50348997116089,Ron Paul,Female,White,50-59,50-59,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,No,Legal in most cases,Gingrich,Working in business,,No,I dislike the other candidates,,,Catholic,Not at all,Somewhat oppose,,,Yes,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,Not born again,,,Catholic,Not much or not at all,Oppose,Neither,,,No,All others,No,All others,Working women,,,,Holding steady financially,Deported to the country they came from,White,English,State questionnaire,Suburbs,Suburbs,3.0,West,Version 2,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
148274.0,Arizona,50022.0,Telephone Survey,Complete,Telephone survey,2.48225617408752,Ron Paul,Male,White,50-59,50-59,Very conservative,Independent,"$50,000-$99,999",Some college/assoc. degree,No,Illegal in all cases,Omit,Working in business,,Yes,I strongly favor my candidate,,,Other christian,Somewhat,Strongly support,,,Yes,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,,,Holding steady financially,Deported to the country they came from,White,English,State questionnaire,Suburbs,Suburbs,2.0,West,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale
148300.0,Arizona,50015.0,Telephone Survey,Complete,Telephone survey,2.15806031227112,Ron Paul,Male,White,45-49,45-49,Moderate,Republican,"$50,000-$99,999",College graduate,No,Illegal in most cases,Romney,Working in business,,No,I like my candidate but with reservations,,,Other,Not at all,Neutral,,,Yes,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Not born again,,,Something else,Not much or not at all,Neutral,Neither,,,No,All others,No,All others,All others,,,,Holding steady financially,Allowed to stay as temporary workers,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Suburb,Urban,Urban Core,Very upscale
148394.0,Arizona,50019.0,Telephone Survey,Complete,Telephone survey,2.00373101234436,Ron Paul,Female,White,18-24,17-24,Moderate,Republican,"Under $30,000",High school or less,No,Illegal in all cases,Paul,Omit,,No,I strongly favor my candidate,,,Protestant,Somewhat,Neutral,,,Yes,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Neither,,,Yes,All others,No,White Protestant non-evangelical,Working women,,,,Holding steady financially,Offered a chance to apply for citizenship,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,West,Version 2,High Density Urban,Urban,Urban Core,Downscale
147926.0,Arizona,50009.0,Telephone Survey,Complete,Telephone survey,1.96067953109741,Ron Paul,Female,White,30-39,30-39,Somewhat conservative,Independent,"$50,000-$99,999",College graduate,No,,,,,Yes,,Abortion,Has the right experience,,,Neutral,Earlier this month,Definitely vote for the Republican nominee,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Has the right experience,More negative this year,Unfavorable,,,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Low Density Rural,Urban,Urban Core,Downscale
147959.0,Arizona,50006.0,Telephone Survey,Complete,Telephone survey,1.84682321548462,Ron Paul,Male,White,40-44,40-44,Moderate,Independent,"Under $30,000",Some college/assoc. degree,No,,,,,No,,The economy,Has the right experience,,,Somewhat support,Earlier this month,Only vote for the Republican nominee if your candidate wins,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,,,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,Yes,All others,,,,Has the right experience,About the same,Favorable,,,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,High Density Urban,Urban,Urban Core,Upscale
148057.0,Arizona,50005.0,Telephone Survey,Complete,Telephone survey,1.82854831218719,Ron Paul,Female,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,,,,,,,The economy,Can defeat Barack Obama,,,Strongly support,Before that,Definitely vote for the Republican nominee,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,,,Support,,Earlier than that,Earlier than that,No,,,,,Can defeat Barack Obama,About the same,Favorable,,,White,English,State questionnaire,Suburbs,Suburbs,3.0,West,Version 1,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale
148480.0,Arizona,50022.0,Telephone Survey,Complete,Telephone survey,1.8130419254303,Ron Paul,Male,White,65 or over,65 or over,Moderate,Independent,"$30,000-$49,999",Postgraduate study,No,Omit,Omit,Omit,,No,I dislike the other candidates,,,Other christian,Omit,Neutral,,,No,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Omit,,,,Protestant/Other Non-Catholic Christian,Omit,Neutral,Neither,,,No,All others,No,White Protestant non-evangelical,All others,,,,Holding steady financially,Omit,White,English,State questionnaire,Suburbs,Suburbs,2.0,West,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
148403.0,Arizona,50012.0,Telephone Survey,Complete,Telephone survey,1.7279247045517,Ron Paul,Female,White,50-59,50-59,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,No,Legal in all cases,Omit,Working in business,,No,I like my candidate but with reservations,,,Catholic,Not at all,Strongly oppose,,,Yes,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,Not born again,,,Catholic,Not much or not at all,Oppose,Neither,,,No,All others,No,All others,Working women,,,,Holding steady financially,Offered a chance to apply for citizenship,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Suburb,Urban,Urban Core,Very upscale
147981.0,Arizona,50002.0,Telephone Survey,Complete,Telephone survey,1.66012704372406,Ron Paul,Female,Hispanic/Latino,60-64,60-64,Moderate,Independent,"$50,000-$99,999",Some college/assoc. degree,Yes,,,,,Yes,,Federal budget deficit,Is a true conservative,,,Somewhat oppose,Earlier this month,Probably vote for the Republican nominee,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,,,Oppose,Born-again but not Tea Party supporter,Earlier than that,In the last month,No,All others,,,,Is a true conservative,About the same,Favorable,,,Hispanic/Latino,English,State questionnaire,Suburbs,Suburbs,3.0,West,Version 1,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale
148192.0,Arizona,50006.0,Telephone Survey,Complete,Telephone survey,1.63303697109222,Ron Paul,Male,White,60-64,60-64,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,Illegal in all cases,Paul,Working in government,,Yes,I strongly favor my candidate,,,Other christian,A great deal,Strongly support,,,No,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,,,Falling behind financially,Deported to the country they came from,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,High Density Urban,Urban,Urban Core,Upscale
148290.0,Arizona,50012.0,Telephone Survey,Complete,Telephone survey,1.61428117752075,Ron Paul,Male,White,65 or over,65 or over,Very conservative,Independent,"$30,000-$49,999",High school or less,No,Omit,Paul,Omit,,No,I strongly favor my candidate,,,None,Not at all,Somewhat support,,,No,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Omit,Not born again,,,None,Not much or not at all,Support,Tea Party supporter and not born-again,,,Yes,All others,No,All others,All others,,,,Holding steady financially,Deported to the country they came from,White,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
148146.0,Arizona,50015.0,Telephone Survey,Complete,Telephone survey,1.52551007270813,Ron Paul,Female,White,45-49,45-49,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,No,,,,,Yes,,The economy,Has the right experience,,,Strongly support,In the last few days,Definitely vote for the Republican nominee,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,Last few days,In the last month,Yes,White Born-again/Evangelical Christians,,,,Has the right experience,About the same,Favorable,,,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
147989.0,Arizona,50006.0,Telephone Survey,Complete,Telephone survey,1.4387069940567,Ron Paul,Male,White,45-49,45-49,Moderate,Something else,"$50,000-$99,999",Postgraduate study,No,,,,,No,,The economy,Has the right experience,,,Somewhat oppose,Before that,Probably vote for the Republican nominee,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,,,Oppose,Neither,Earlier than that,Earlier than that,No,All others,,,,Has the right experience,About the same,Omit,,,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,High Density Urban,Urban,Urban Core,Very upscale
148184.0,Arizona,50019.0,Telephone Survey,Complete,Telephone survey,1.38704550266266,Ron Paul,Female,Other,50-59,50-59,Moderate,Something else,"$100,000-$199,999",College graduate,No,,,,,Yes,,The economy,Can defeat Barack Obama,,,Somewhat oppose,Earlier this month,Probably vote for the Republican nominee,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,,,Oppose,Born-again but not Tea Party supporter,Earlier than that,In the last month,No,All others,,,,Can defeat Barack Obama,About the same,Favorable,,,Other,English,State questionnaire,Suburbs,Suburbs,2.0,West,Version 1,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale
148272.0,Arizona,50015.0,Telephone Survey,Complete,Telephone survey,1.3861540555954,Ron Paul,Male,White,65 or over,65 or over,Very conservative,Something else,,Some college/assoc. degree,No,Legal in all cases,Paul,Working in business,,Yes,I strongly favor my candidate,,,Protestant,Not at all,Strongly support,,,Yes,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,,,,No college degree,More than High school graduate,Legal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Both Tea Party supporter and born-again,,,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,,,Getting ahead financially,Deported to the country they came from,White,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
147973.0,Arizona,50009.0,Telephone Survey,Complete,Telephone survey,1.30992543697357,Ron Paul,Female,White,45-49,45-49,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,Yes,,,,,Yes,,Federal budget deficit,Has strong moral character,,,Neutral,Earlier this month,Definitely vote for the Republican nominee,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,In the last month,No,All others,,,,Has strong moral character,About the same,Favorable,,,Hispanic/Latino,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Low Density Rural,Urban,Urban Core,Downscale
148063.0,Arizona,50006.0,Telephone Survey,Complete,Telephone survey,1.26207566261292,Ron Paul,Female,White,65 or over,65 or over,Moderate,Independent,"$50,000-$99,999",Postgraduate study,No,,,,,No,,The economy,Has the right experience,,,Strongly oppose,Before that,Probably vote for the Republican nominee,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,,,Oppose,Neither,Earlier than that,Earlier than that,No,All others,,,,Has the right experience,More negative this year,Unfavorable,,,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,High Density Urban,Urban,Urban Core,Upscale
147980.0,Arizona,50012.0,Telephone Survey,Complete,Telephone survey,1.26207566261292,Ron Paul,Female,White,65 or over,65 or over,Somewhat liberal,Independent,,High school or less,No,,,,,No,,The economy,Omit,,,Somewhat oppose,In January,Definitely vote for the Republican nominee,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,,,,No college degree,High school graduate or less,,,,,,,Oppose,Neither,Earlier than that,Earlier than that,,All others,,,,Omit,More negative this year,Omit,,,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 1,High Density Urban,Urban,Urban Core,Very upscale
147930.0,Arizona,50002.0,Telephone Survey,Complete,Telephone survey,1.25174498558044,Ron Paul,Female,White,50-59,50-59,Somewhat conservative,Independent,"Under $30,000",Some college/assoc. degree,No,,,,,Yes,,Federal budget deficit,Has the right experience,,,Somewhat support,Earlier this month,Definitely vote for the Republican nominee,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,Yes,White Born-again/Evangelical Christians,,,,Has the right experience,About the same,Favorable,,,White,English,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
148108.0,Arizona,50003.0,Telephone Survey,Complete,Telephone survey,1.24402666091919,Ron Paul,Male,Hispanic/Latino,65 or over,65 or over,Moderate,,,High school or less,Yes,,,,,No,,The economy,Has the right experience,,,Omit,Before that,Only vote for the Republican nominee if your candidate wins,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,Moderate/Liberal,Moderate/Liberal,Moderate,,,,No college degree,High school graduate or less,,,,,,,Omit,,Earlier than that,Earlier than that,,All others,,,,Has the right experience,More negative this year,Omit,,,Hispanic/Latino,Spanish,State questionnaire,Suburbs,Suburbs,1.0,West,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
