ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,IARPRS12,SEX,QRACE3,XAGE8,PARTYIA,INCOME12RIA,EDUC12R,BIZVPOL,BREAK12CAU,BRNAGAIN,DESCRIBS12RIA,ISSREP12CAU,QLTIA12R,TEAPARTY,TIMEIA12,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BREAKFACT,BREAKIMP,TEAPARTY3,TIMEPRIFEWDAYS,TIMEPRIMTH,WHTEVANG,XQLTREP12,PREVCAU12R,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
19226.0, Iowa,43.0,Call 1,Complete,Election day exit poll,1.21204566955566,Newt Gingrich,Male,White,50-59,Independent,"$30,000-$49,999",College graduate,Omit,Not a factor at all,No,I strongly favor my candidate,Health care,Can defeat Barack Obama,Neutral,In the last few days,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Neutral,Last few days,In the last month,All others,Can defeat Barack Obama,No,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
19219.0, Iowa,107.0,Call 2,Complete,Election day exit poll,1.12748992443085,Newt Gingrich,Male,White,65 or over,Republican,"$30,000-$49,999",High school or less,Working in government,One of several important factors,No,I strongly favor my candidate,Federal budget deficit,Can defeat Barack Obama,Strongly support,Before that,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Important,Support,Earlier than that,Earlier than that,All others,Can defeat Barack Obama,Yes,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale
19215.0, Iowa,34.0,Call 2,Complete,Election day exit poll,1.00639677047729,Newt Gingrich,Male,,60-64,Independent,"$50,000-$99,999",College graduate,Working in business,Not a factor at all,Yes,I strongly favor my candidate,The economy,Can defeat Barack Obama,Somewhat support,In December,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Support,Earlier than that,In the last month,,Can defeat Barack Obama,No,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale
19200.0, Iowa,4.0,Call 1,Complete,Election day exit poll,1.07874250411987,Newt Gingrich,Male,White,45-49,Republican,"$100,000 or more",College graduate,Working in business,A minor factor,Yes,I like my candidate but with reservations,Federal budget deficit,Can defeat Barack Obama,Strongly support,In the last few days,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Not important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Can defeat Barack Obama,Yes,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midwest,Version 1,Suburb,Rural,Rural,Very upscale
19193.0, Iowa,44.0,Call 1,Complete,Election day exit poll,2.27747488021851,Newt Gingrich,Female,White,65 or over,Independent,"$30,000-$49,999",Some college/assoc. degree,Working in business,Not a factor at all,Yes,I like my candidate but with reservations,Federal budget deficit,Can defeat Barack Obama,Neutral,In the last few days,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Neutral,Last few days,In the last month,White Born-again/Evangelical Christians,Can defeat Barack Obama,No,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
19177.0, Iowa,44.0,Call 1,Complete,Election day exit poll,2.27747488021851,Newt Gingrich,Male,White,65 or over,Independent,"$100,000 or more",Postgraduate study,Working in business,One of several important factors,No,I strongly favor my candidate,The economy,Can defeat Barack Obama,Somewhat support,Before that,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Support,Earlier than that,Earlier than that,All others,Can defeat Barack Obama,No,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
19176.0, Iowa,112.0,Call 1,Complete,Election day exit poll,0.822844743728638,Newt Gingrich,Female,White,65 or over,Republican,"$30,000-$49,999",Some college/assoc. degree,Working in business,A minor factor,No,I strongly favor my candidate,The economy,Can defeat Barack Obama,Strongly support,In the last few days,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Support,Last few days,In the last month,All others,Can defeat Barack Obama,Yes,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale
19165.0, Iowa,34.0,Call 1,Complete,Election day exit poll,1.00639677047729,Newt Gingrich,Male,White,65 or over,Republican,"$50,000-$99,999",Postgraduate study,Working in government,The most important factor,Yes,I strongly favor my candidate,Federal budget deficit,Can defeat Barack Obama,Somewhat support,In the last few days,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Can defeat Barack Obama,Yes,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale
19153.0, Iowa,107.0,Call 1,Complete,Election day exit poll,1.12748992443085,Newt Gingrich,Male,White,65 or over,Republican,"$50,000-$99,999",Postgraduate study,Working in business,One of several important factors,Yes,I strongly favor my candidate,Federal budget deficit,Has the right experience,Strongly support,In December,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Support,Earlier than that,In the last month,White Born-again/Evangelical Christians,Has the right experience,No,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale
21001.0, Iowa,66.0,Call 2,Complete,Election day exit poll,2.88318347930908,Newt Gingrich,Male,White,60-64,Republican,"Under $30,000",High school or less,Working in government,Not a factor at all,Yes,I strongly favor my candidate,The economy,Can defeat Barack Obama,Strongly support,Before that,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Not a factor,Not important,Support,Earlier than that,Earlier than that,White Born-again/Evangelical Christians,Can defeat Barack Obama,No,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
20999.0, Iowa,66.0,Call 2,Complete,Election day exit poll,0.950436651706696,Newt Gingrich,,White,65 or over,Republican,,Some college/assoc. degree,Working in government,One of several important factors,,I strongly favor my candidate,Federal budget deficit,Can defeat Barack Obama,Strongly oppose,In December,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,No college degree,More than High school graduate,A factor,Important,Oppose,Earlier than that,In the last month,,Can defeat Barack Obama,No,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
20979.0, Iowa,105.0,Call 3,Complete,Election day exit poll,1.29473865032196,Newt Gingrich,Male,White,30-39,Republican,"$100,000 or more",College graduate,Working in government,Not a factor at all,No,I strongly favor my candidate,Federal budget deficit,Can defeat Barack Obama,Somewhat support,In December,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Support,Earlier than that,In the last month,All others,Can defeat Barack Obama,No,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,70s Suburbs,Urban Perimeter,Very upscale
20963.0, Iowa,9.0,Call 3,Complete,Election day exit poll,0.612316846847534,Newt Gingrich,Male,White,50-59,Republican,"$50,000-$99,999",College graduate,Working in business,Not a factor at all,Yes,I strongly favor my candidate,The economy,Has the right experience,Somewhat support,Before that,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Support,Earlier than that,Earlier than that,White Born-again/Evangelical Christians,Has the right experience,Yes,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
20962.0, Iowa,72.0,Call 3,Complete,Election day exit poll,0.133875176310539,Newt Gingrich,,White,60-64,Republican,"$100,000 or more",Some college/assoc. degree,Working in business,A minor factor,No,I like my candidate but with reservations,The economy,Can defeat Barack Obama,Strongly support,In the last few days,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,A factor,Not important,Support,Last few days,In the last month,All others,Can defeat Barack Obama,No,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
20961.0, Iowa,72.0,Call 3,Complete,Election day exit poll,0.133875176310539,Newt Gingrich,,White,65 or over,Republican,"$30,000-$49,999",Some college/assoc. degree,Omit,A minor factor,,I like my candidate but with reservations,Federal budget deficit,Can defeat Barack Obama,Strongly support,Just today,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Support,Last few days,In the last month,,Can defeat Barack Obama,Yes,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
20957.0, Iowa,9.0,Call 3,Complete,Election day exit poll,0.637747883796692,Newt Gingrich,Female,White,65 or over,Republican,"Under $30,000",High school or less,Working in government,A minor factor,,I strongly favor my candidate,Federal budget deficit,Has the right experience,Somewhat support,In December,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Not important,Support,Earlier than that,In the last month,,Has the right experience,Yes,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
20955.0, Iowa,9.0,Call 3,Complete,Election day exit poll,0.680961906909943,Newt Gingrich,Male,White,65 or over,Republican,,High school or less,Omit,One of several important factors,,I strongly favor my candidate,The economy,Can defeat Barack Obama,Strongly support,In December,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,No college degree,High school graduate or less,A factor,Important,Support,Earlier than that,In the last month,,Can defeat Barack Obama,Yes,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
20949.0, Iowa,9.0,Call 3,Complete,Election day exit poll,0.680961906909943,Newt Gingrich,Male,White,65 or over,Independent,"$30,000-$49,999",Some college/assoc. degree,Working in business,Not a factor at all,Yes,I strongly favor my candidate,Federal budget deficit,Can defeat Barack Obama,Strongly support,Just today,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Can defeat Barack Obama,Yes,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
20948.0, Iowa,72.0,Call 3,Complete,Election day exit poll,0.133875176310539,Newt Gingrich,,White,65 or over,Republican,"$50,000-$99,999",Some college/assoc. degree,Working in government,One of several important factors,No,I strongly favor my candidate,The economy,Has the right experience,Strongly support,Before that,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Important,Support,Earlier than that,Earlier than that,All others,Has the right experience,Yes,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
20940.0, Iowa,9.0,Call 3,Complete,Election day exit poll,0.637747883796692,Newt Gingrich,Female,White,65 or over,Republican,"$50,000-$99,999",College graduate,Working in government,One of several important factors,Yes,I strongly favor my candidate,The economy,Can defeat Barack Obama,Strongly support,In December,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Support,Earlier than that,In the last month,White Born-again/Evangelical Christians,Can defeat Barack Obama,Yes,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
20938.0, Iowa,9.0,Call 3,Complete,Election day exit poll,0.680961906909943,Newt Gingrich,Male,White,65 or over,Republican,"$50,000-$99,999",College graduate,Working in government,One of several important factors,Yes,I strongly favor my candidate,Health care,Can defeat Barack Obama,Strongly support,Before that,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Support,Earlier than that,Earlier than that,White Born-again/Evangelical Christians,Can defeat Barack Obama,No,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
20925.0, Iowa,9.0,Call 3,Complete,Election day exit poll,0.612316846847534,Newt Gingrich,Male,White,50-59,Republican,"Under $30,000",College graduate,Working in government,Not a factor at all,Yes,I strongly favor my candidate,The economy,Can defeat Barack Obama,Strongly support,In the last few days,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Can defeat Barack Obama,Yes,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
20922.0, Iowa,72.0,Call 3,Complete,Election day exit poll,0.387417018413544,Newt Gingrich,Male,White,17-24,Republican,"$50,000-$99,999",Some college/assoc. degree,Working in government,A minor factor,Yes,I strongly favor my candidate,The economy,Has strong moral character,Strongly support,In the last few days,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Has strong moral character,No,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
20918.0, Iowa,72.0,Call 3,Complete,Election day exit poll,0.342002093791962,Newt Gingrich,Female,White,50-59,Republican,"$50,000-$99,999",College graduate,Working in government,A minor factor,No,I strongly favor my candidate,The economy,Has the right experience,Neutral,In December,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Neutral,Earlier than that,In the last month,All others,Has the right experience,Yes,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
20914.0, Iowa,9.0,Call 3,Complete,Election day exit poll,0.209806770086288,Newt Gingrich,,,65 or over,Republican,"$100,000 or more",College graduate,Working in government,A minor factor,Yes,I like my candidate but with reservations,The economy,Can defeat Barack Obama,Somewhat support,In the last few days,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Not important,Support,Last few days,In the last month,,Can defeat Barack Obama,Yes,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
20911.0, Iowa,72.0,Call 3,Complete,Election day exit poll,0.133875176310539,Newt Gingrich,,White,60-64,Independent,"$50,000-$99,999",Some college/assoc. degree,Omit,Not a factor at all,Yes,I strongly favor my candidate,Federal budget deficit,Is a true conservative,Strongly support,Before that,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Support,Earlier than that,Earlier than that,White Born-again/Evangelical Christians,Is a true conservative,Yes,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
20908.0, Iowa,72.0,Call 3,Complete,Election day exit poll,0.362831443548203,Newt Gingrich,Female,White,17-24,Republican,,High school or less,Working in government,A minor factor,Yes,I like my candidate but with reservations,The economy,Has the right experience,Neutral,In the last few days,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,High school graduate or less,A factor,Not important,Neutral,Last few days,In the last month,White Born-again/Evangelical Christians,Has the right experience,No,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
20904.0, Iowa,72.0,Call 3,Complete,Election day exit poll,0.362831443548203,Newt Gingrich,Female,White,25-29,Republican,"$30,000-$49,999",Postgraduate study,Working in government,A minor factor,No,I strongly favor my candidate,Federal budget deficit,Has strong moral character,Neutral,In the last few days,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Neutral,Last few days,In the last month,All others,Has strong moral character,Yes,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
20895.0, Iowa,72.0,Call 3,Complete,Election day exit poll,0.133875176310539,Newt Gingrich,,White,65 or over,Republican,,Postgraduate study,Omit,Omit,Yes,I strongly favor my candidate,Abortion,Is a true conservative,Somewhat support,In the last few days,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,College graduate,More than High school graduate,Omit,Omit,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Is a true conservative,Yes,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
20883.0, Iowa,9.0,Call 3,Complete,Election day exit poll,0.224477961659431,Newt Gingrich,,White,65 or over,Republican,"$30,000-$49,999",Some college/assoc. degree,Omit,Omit,No,I like my candidate but with reservations,Federal budget deficit,Has the right experience,Somewhat support,Just today,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Omit,Omit,Support,Last few days,In the last month,All others,Has the right experience,Omit,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
20879.0, Iowa,9.0,Call 3,Complete,Election day exit poll,0.680961906909943,Newt Gingrich,Male,White,65 or over,Republican,"$50,000-$99,999",Some college/assoc. degree,Working in government,Omit,Yes,I strongly favor my candidate,The economy,Can defeat Barack Obama,Somewhat support,Before that,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Omit,Omit,Support,Earlier than that,Earlier than that,White Born-again/Evangelical Christians,Can defeat Barack Obama,Yes,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
20860.0, Iowa,9.0,Call 3,Complete,Election day exit poll,0.224477961659431,Newt Gingrich,,White,65 or over,Republican,"$50,000-$99,999",Some college/assoc. degree,Working in government,A minor factor,Yes,I like my candidate but with reservations,Federal budget deficit,Has the right experience,Somewhat support,Just today,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Has the right experience,No,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
20852.0, Iowa,9.0,Call 3,Complete,Election day exit poll,0.224477961659431,Newt Gingrich,,White,65 or over,Republican,,College graduate,Working in government,One of several important factors,Yes,I strongly favor my candidate,Federal budget deficit,Has the right experience,Somewhat support,In December,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,A factor,Important,Support,Earlier than that,In the last month,White Born-again/Evangelical Christians,Has the right experience,No,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
20848.0, Iowa,9.0,Call 3,Complete,Election day exit poll,0.573459088802338,Newt Gingrich,Female,White,50-59,Republican,"Under $30,000",Some college/assoc. degree,Working in business,Not a factor at all,Yes,I strongly favor my candidate,Abortion,Can defeat Barack Obama,Strongly support,In the last few days,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Can defeat Barack Obama,Yes,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
20845.0, Iowa,9.0,Call 3,Complete,Election day exit poll,0.637747883796692,Newt Gingrich,Female,White,65 or over,Independent,"$30,000-$49,999",Postgraduate study,Working in business,A minor factor,Yes,I like my candidate but with reservations,The economy,Has the right experience,Somewhat support,Just today,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Has the right experience,No,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
20844.0, Iowa,94.0,Call 3,Complete,Election day exit poll,0.869936168193817,Newt Gingrich,Male,,65 or over,Republican,,College graduate,Working in government,Not a factor at all,Yes,I strongly favor my candidate,Health care,Has the right experience,Strongly support,Before that,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,College graduate,More than High school graduate,Not a factor,Not important,Support,Earlier than that,Earlier than that,,Has the right experience,Yes,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Upscale
20843.0, Iowa,9.0,Call 3,Complete,Election day exit poll,0.224477961659431,Newt Gingrich,,White,65 or over,Republican,"$30,000-$49,999",College graduate,Working in business,One of several important factors,Yes,I like my candidate but with reservations,The economy,Can defeat Barack Obama,Strongly support,Just today,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Can defeat Barack Obama,No,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
20839.0, Iowa,72.0,Call 3,Complete,Election day exit poll,0.350725263357162,Newt Gingrich,Female,White,,Republican,"Under $30,000",High school or less,Omit,Not a factor at all,No,I strongly favor my candidate,The economy,Can defeat Barack Obama,Neutral,In the last few days,,,,,,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Not a factor,Not important,Neutral,Last few days,In the last month,All others,Can defeat Barack Obama,Yes,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
20837.0, Iowa,94.0,Call 3,Complete,Election day exit poll,0.603882789611816,Newt Gingrich,Male,Other,30-39,Republican,"$30,000-$49,999",College graduate,Working in government,Not a factor at all,Yes,I like my candidate but with reservations,Federal budget deficit,Has the right experience,Somewhat support,In December,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Support,Earlier than that,In the last month,All others,Has the right experience,No,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Upscale
20835.0, Iowa,9.0,Call 3,Complete,Election day exit poll,0.612316846847534,Newt Gingrich,Male,White,50-59,Republican,"$50,000-$99,999",Some college/assoc. degree,Working in business,A minor factor,Yes,I like my candidate but with reservations,The economy,Is a true conservative,Strongly support,Before that,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Support,Earlier than that,Earlier than that,White Born-again/Evangelical Christians,Is a true conservative,Yes,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
20833.0, Iowa,94.0,Call 3,Complete,Election day exit poll,0.348617345094681,Newt Gingrich,,White,50-59,Republican,"$100,000 or more",College graduate,Working in business,Not a factor at all,No,I like my candidate but with reservations,Federal budget deficit,Can defeat Barack Obama,Somewhat support,Just today,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Support,Last few days,In the last month,All others,Can defeat Barack Obama,Yes,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Upscale
20832.0, Iowa,9.0,Call 3,Complete,Election day exit poll,0.224477961659431,Newt Gingrich,,White,65 or over,Independent,,Some college/assoc. degree,Working in government,Not a factor at all,Yes,I like my candidate but with reservations,Federal budget deficit,Can defeat Barack Obama,Somewhat support,Just today,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,,,,No college degree,More than High school graduate,Not a factor,Not important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Can defeat Barack Obama,Yes,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
20829.0, Iowa,9.0,Call 3,Complete,Election day exit poll,0.680961906909943,Newt Gingrich,Male,White,65 or over,Republican,,Postgraduate study,Working in government,A minor factor,Yes,I like my candidate but with reservations,Federal budget deficit,Is a true conservative,Somewhat support,In December,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,A factor,Not important,Support,Earlier than that,In the last month,White Born-again/Evangelical Christians,Is a true conservative,Yes,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
