ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,MDRPRS12,SEX,QRACE3,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BREAK12PRI,BRNAGAIN,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,TEAPARTY,TIMEMD12,VOTENOV12,WORK,SEXWED,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BREAKFACT,BREAKIMP,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WRKWOMEN,XQLTREP12,RECOVER,WORKSEX,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
310092.0, Maryland,109.0,Call 3,Complete,Election day exit poll,1.01047933101654,Newt Gingrich,Male,White,45-49,Very conservative,Republican,"$50,000-$99,999",College graduate,Not a factor at all,No,Not conservative enough,About right,The economy,Yes,Can defeat Barack Obama,Strongly support,Earlier this year,Definitely vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,21676.0
310091.0, Maryland,109.0,Call 3,Complete,Election day exit poll,1.01047933101654,Newt Gingrich,Male,White,45-49,Very conservative,Republican,"$50,000-$99,999",College graduate,Not a factor at all,No,Not conservative enough,About right,The economy,Yes,Can defeat Barack Obama,Strongly support,Earlier this year,Definitely vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,21676.0
309969.0, Maryland,89.0,Call 3,Complete,Election day exit poll,0.626302361488342,Newt Gingrich,Male,White,65 or over,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,Not a factor at all,No,About right,About right,The economy,Yes,Can defeat Barack Obama,Somewhat support,Earlier this year,Definitely vote for the Republican nominee,Yes,Married men,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Not a factor,Not important,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,20707.0
307669.0, Maryland,25.0,Call 1,Complete,Election day exit poll,0.807298481464386,Newt Gingrich,Male,White,65 or over,Moderate,Independent,"$100,000-$199,999",College graduate,Not a factor at all,No,Not conservative enough,Not conservative enough,The economy,No,Can defeat Barack Obama,Strongly support,In the last few days,Definitely vote for the Republican nominee,Yes,Non married men,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale,21204.0
307445.0, Maryland,23.0,Call 1,Complete,Election day exit poll,0.695513844490051,Newt Gingrich,Male,White,50-59,Very conservative,Republican,"$100,000-$199,999",High school or less,Omit,No,Not conservative enough,About right,The economy,Yes,Can defeat Barack Obama,Strongly support,Just today,Definitely vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,Omit,Omit,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,All others,Can defeat Barack Obama,Staying the same,Working men,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,21136.0
307377.0, Maryland,112.0,Call 1,Complete,Election day exit poll,1.00603461265564,Newt Gingrich,Male,White,60-64,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,Not a factor at all,No,Not conservative enough,Not conservative enough,The economy,Yes,Can defeat Barack Obama,Somewhat support,Earlier this year,Definitely vote for the Republican nominee,Yes,Married men,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,All others,Can defeat Barack Obama,Starting to recover,Working men,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,East,Version 1,Suburb,Rural,Rural,Very downscale,21740.0
307370.0, Maryland,112.0,Call 1,Complete,Election day exit poll,1.05144476890564,Newt Gingrich,Male,White,50-59,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,Not a factor at all,Yes,Not conservative enough,About right,The economy,Yes,Can defeat Barack Obama,Strongly support,Earlier this year,Definitely vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Not a factor,Not important,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,East,Version 1,Suburb,Rural,Rural,Very downscale,21740.0
308963.0, Maryland,12.0,Call 2,Complete,Election day exit poll,1.02594184875488,Newt Gingrich,Male,White,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,One of several important factors,Yes,Not conservative enough,Not conservative enough,Illegal immigration,Yes,Can defeat Barack Obama,Strongly support,Before that,Definitely vote for the Republican nominee,Yes,Married men,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21057.0
308933.0, Maryland,12.0,Call 2,Complete,Election day exit poll,0.908027827739716,Ron Paul,Male,White,50-59,Somewhat conservative,Republican,"$200,000 or more",College graduate,Not a factor at all,No,About right,About right,Federal budget deficit,Yes,Can defeat Barack Obama,Strongly support,Earlier this year,Definitely vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21057.0
308727.0, Maryland,25.0,Call 2,Complete,Election day exit poll,0.714513659477234,Ron Paul,Male,White,45-49,Somewhat conservative,Republican,"$200,000 or more",College graduate,A minor factor,No,Not conservative enough,Too conservative,The economy,Yes,Can defeat Barack Obama,Neutral,Before that,Definitely vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Not important,Neutral,Neither,Earlier than that,Before January 1st,No,All others,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale,21204.0
308726.0, Maryland,25.0,Call 2,Complete,Election day exit poll,0.714513659477234,Ron Paul,Male,White,45-49,Somewhat conservative,Republican,"$200,000 or more",College graduate,A minor factor,No,Not conservative enough,Too conservative,The economy,Yes,Can defeat Barack Obama,Neutral,Before that,Definitely vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Not important,Neutral,Neither,Earlier than that,Before January 1st,No,All others,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale,21204.0
308712.0, Maryland,112.0,Call 2,Complete,Election day exit poll,0.75990891456604,Ron Paul,Male,White,40-44,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,Not a factor at all,Yes,Not conservative enough,Not conservative enough,Federal budget deficit,Yes,Can defeat Barack Obama,Somewhat support,Earlier this year,Only vote for the Republican nominee if your candidate wins,Yes,Married men,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,East,Version 1,Suburb,Rural,Rural,Very downscale,21740.0
308700.0, Maryland,56.0,Call 2,Complete,Election day exit poll,0.698761522769928,Ron Paul,Male,White,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",Postgraduate study,One of several important factors,No,About right,Too conservative,The economy,Yes,Can defeat Barack Obama,Somewhat support,In the last few days,Definitely vote for the Republican nominee,Yes,Married men,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Important,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,All others,Can defeat Barack Obama,Staying the same,Working men,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,21774.0
310101.0, Maryland,12.0,Call 3,Complete,Election day exit poll,0.868811547756195,Ron Paul,Male,White,65 or over,Somewhat conservative,Independent,"$50,000-$99,999",Postgraduate study,A minor factor,No,About right,Too conservative,The economy,Yes,Can defeat Barack Obama,Somewhat support,In March,Definitely vote for the Republican nominee,Yes,Married men,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,All others,Can defeat Barack Obama,Staying the same,Working men,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21057.0
310009.0, Maryland,25.0,Call 3,Complete,Election day exit poll,0.683655023574829,Ron Paul,Male,White,60-64,Moderate,Republican,"$200,000 or more",College graduate,Not a factor at all,No,About right,About right,Federal budget deficit,Yes,Can defeat Barack Obama,Neutral,Earlier this year,Omit,Yes,Married men,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Neutral,Neither,Earlier than that,Since January 1st,No,All others,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale,21204.0
310008.0, Maryland,25.0,Call 3,Complete,Election day exit poll,0.683655023574829,Ron Paul,Male,White,60-64,Moderate,Republican,"$200,000 or more",College graduate,Not a factor at all,No,About right,About right,Federal budget deficit,Yes,Can defeat Barack Obama,Neutral,Earlier this year,Omit,Yes,Married men,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Neutral,Neither,Earlier than that,Since January 1st,No,All others,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale,21204.0
309949.0, Maryland,89.0,Call 3,Complete,Election day exit poll,0.559982717037201,Ron Paul,Male,White,50-59,Very conservative,Something else,"$100,000-$199,999",High school or less,Not a factor at all,No,Not conservative enough,Not conservative enough,The economy,Yes,Can defeat Barack Obama,Somewhat support,Before that,Probably vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,Not a factor,Not important,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,20707.0
309826.0, Maryland,57.0,Call 3,Complete,Election day exit poll,0.739911317825317,Ron Paul,Male,White,50-59,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,A minor factor,Yes,Not conservative enough,Omit,Federal budget deficit,Yes,Can defeat Barack Obama,Strongly support,Before that,Probably vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale,21550.0
309753.0, Maryland,26.0,Call 3,Complete,Election day exit poll,0.605351865291595,Ron Paul,Male,White,50-59,Very conservative,Republican,"$100,000-$199,999",College graduate,One of several important factors,Yes,About right,Not conservative enough,The economy,Yes,Can defeat Barack Obama,Somewhat support,Before that,Definitely vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,All others,Can defeat Barack Obama,Staying the same,Working men,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,21234.0
309688.0, Maryland,26.0,Call 3,Complete,Election day exit poll,0.605351865291595,Ron Paul,Male,White,40-44,Somewhat conservative,Independent,"$100,000-$199,999",Some college/assoc. degree,One of several important factors,No,Not conservative enough,About right,Abortion,Yes,Can defeat Barack Obama,Strongly support,Just today,Definitely vote for the Republican nominee,Yes,Married men,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,A factor,Important,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,21234.0
309672.0, Maryland,26.0,Call 3,Complete,Election day exit poll,0.508666336536407,Ron Paul,Male,White,17-24,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,A minor factor,No,Not conservative enough,Too conservative,The economy,No,Can defeat Barack Obama,Somewhat support,Before that,Definitely vote for the Republican nominee,Yes,Non married men,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,21234.0
307687.0, Maryland,25.0,Call 1,Complete,Election day exit poll,0.714513659477234,Ron Paul,Male,White,45-49,Very conservative,Independent,"$50,000-$99,999",Postgraduate study,Not a factor at all,Yes,Not conservative enough,Not conservative enough,Federal budget deficit,Yes,Can defeat Barack Obama,Strongly support,Before that,Probably vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,All others,Can defeat Barack Obama,Staying the same,Working men,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale,21204.0
307691.0, Maryland,25.0,Call 1,Complete,Election day exit poll,0.714513659477234,Ron Paul,Male,White,50-59,Somewhat conservative,Independent,"$100,000-$199,999",College graduate,Not a factor at all,No,About right,About right,Federal budget deficit,Yes,Can defeat Barack Obama,Somewhat support,In the last few days,Probably vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale,21204.0
307719.0, Maryland,79.0,Call 1,Complete,Election day exit poll,0.824418962001801,Ron Paul,Male,White,25-29,Moderate,Something else,"$50,000-$99,999",College graduate,Not a factor at all,,Not conservative enough,Too conservative,The economy,Yes,Can defeat Barack Obama,Neutral,Before that,Only vote for the Republican nominee if your candidate wins,Yes,Married men,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Neutral,,Earlier than that,Before January 1st,No,,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,20850.0
307554.0, Maryland,57.0,Call 1,Complete,Election day exit poll,0.739911317825317,Ron Paul,Male,White,30-39,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Not a factor at all,Yes,Not conservative enough,About right,Federal budget deficit,No,Can defeat Barack Obama,Somewhat support,Earlier this year,Definitely vote for the Republican nominee,Yes,Non married men,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale,21550.0
307466.0, Maryland,23.0,Call 1,Complete,Election day exit poll,1.12139654159546,Ron Paul,Male,Other,50-59,Moderate,Republican,"$100,000-$199,999",College graduate,Not a factor at all,No,About right,About right,The economy,Yes,Can defeat Barack Obama,Neutral,In the last few days,Definitely vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Neutral,Neither,Last few days,Since January 1st,No,All others,All others,Can defeat Barack Obama,Staying the same,Working men,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,21136.0
307335.0, Maryland,57.0,Call 1,Complete,Election day exit poll,0.739911317825317,Ron Paul,Male,White,30-39,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Not a factor at all,Yes,Not conservative enough,About right,Federal budget deficit,No,Can defeat Barack Obama,Somewhat support,Earlier this year,Definitely vote for the Republican nominee,Yes,Non married men,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale,21550.0
308884.0, Maryland,12.0,Call 2,Complete,Election day exit poll,1.12785053253174,Mitt Romney,Male,White,50-59,Somewhat conservative,Republican,"$200,000 or more",Postgraduate study,Not a factor at all,No,About right,Too conservative,The economy,Yes,Can defeat Barack Obama,Somewhat oppose,In March,Definitely vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Oppose,Neither,Earlier than that,Since January 1st,No,All others,All others,Can defeat Barack Obama,Staying the same,Working men,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21057.0
308831.0, Maryland,109.0,Call 2,Complete,Election day exit poll,0.755575597286224,Mitt Romney,Male,White,65 or over,Moderate,Independent,"$50,000-$99,999",High school or less,One of several important factors,Yes,About right,About right,Federal budget deficit,Yes,Can defeat Barack Obama,Somewhat support,Earlier this year,Definitely vote for the Republican nominee,Yes,Married men,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,A factor,Important,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,21676.0
308769.0, Maryland,56.0,Call 2,Complete,Election day exit poll,0.789680600166321,Mitt Romney,Male,White,50-59,Somewhat conservative,Independent,"$50,000-$99,999",Postgraduate study,Not a factor at all,No,About right,Too conservative,Federal budget deficit,Yes,Can defeat Barack Obama,Neutral,Before that,Definitely vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Neutral,Neither,Earlier than that,Before January 1st,No,All others,All others,Can defeat Barack Obama,Staying the same,Working men,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,21774.0
308767.0, Maryland,88.0,Call 2,Complete,Election day exit poll,1.51217234134674,Mitt Romney,Male,White,50-59,Moderate,Republican,"$100,000-$199,999",College graduate,One of several important factors,No,About right,Too conservative,Federal budget deficit,Yes,Can defeat Barack Obama,Somewhat oppose,In the last few days,Definitely vote for the Republican nominee,Yes,Married men,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Oppose,Neither,Last few days,Since January 1st,No,All others,All others,Can defeat Barack Obama,Starting to recover,Working men,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,20707.0
308757.0, Maryland,64.0,Call 2,Complete,Election day exit poll,1.7463493347168,Mitt Romney,Male,White,45-49,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,Not a factor at all,No,Not conservative enough,About right,The economy,No,Can defeat Barack Obama,Strongly support,In the last few days,Definitely vote for the Republican nominee,Yes,Non married men,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,21043.0
308755.0, Maryland,89.0,Call 2,Complete,Election day exit poll,1.01007485389709,Mitt Romney,Male,White,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,Not a factor at all,No,About right,Too conservative,The economy,No,Can defeat Barack Obama,Strongly support,Before that,Definitely vote for the Republican nominee,Yes,Non married men,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,20707.0
308751.0, Maryland,64.0,Call 2,Complete,Election day exit poll,1.7463493347168,Mitt Romney,Male,White,30-39,Moderate,Independent,"$30,000-$49,999",College graduate,A minor factor,No,About right,Omit,The economy,No,Can defeat Barack Obama,Neutral,In the last few days,Definitely vote for the Republican nominee,Yes,Non married men,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Neutral,Neither,Last few days,Since January 1st,No,All others,All others,Can defeat Barack Obama,Staying the same,Working men,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,21043.0
308714.0, Maryland,35.0,Call 2,Complete,Election day exit poll,0.386774033308029,Mitt Romney,Male,White,50-59,Somewhat conservative,Republican,"Under $30,000",Some college/assoc. degree,A minor factor,No,About right,Too conservative,The economy,No,Can defeat Barack Obama,Strongly support,Earlier this year,Definitely vote for the Republican nominee,Yes,Non married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,Yes,All others,All others,Can defeat Barack Obama,Getting worse,Working men,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,East,Version 1,High Density Urban,Urban,Urban Core,Very downscale,21229.0
308697.0, Maryland,8.0,Call 2,Complete,Election day exit poll,1.18116629123688,Mitt Romney,Male,White,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Not a factor at all,Yes,About right,About right,The economy,Yes,Can defeat Barack Obama,Strongly support,In March,Definitely vote for the Republican nominee,Yes,Married men,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,All others,Can defeat Barack Obama,Starting to recover,Working men,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21401.0
