ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,OKRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ISSREP12SC,MARRIED,QLTREP12,SHAREREL,TEAPARTY,TIMEST12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,XQLTREP12,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
231772.0,Oklahoma,4.0,Call 1,Complete,Election day exit poll,0.784622967243195,Newt Gingrich,Male,White,50-59,50-59,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,Illegal in all cases,One of several important factors,Yes,I strongly favor my candidate,The economy,Yes,Can defeat Barack Obama,A great deal,Somewhat support,Earlier this year,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
239491.0,Oklahoma,54.0,Call 3,Complete,Election day exit poll,0.975507259368896,Newt Gingrich,Female,White,45-49,45-49,Very conservative,Republican,"$100,000-$199,999",College graduate,Illegal in most cases,One of several important factors,Yes,I strongly favor my candidate,The economy,Yes,Has the right experience,Somewhat,Strongly support,Before that,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,Has the right experience,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale
231764.0,Oklahoma,50.0,Call 1,Complete,Election day exit poll,0.800265073776245,Newt Gingrich,Female,White,65 or over,65 or over,Very conservative,Republican,"Under $30,000",College graduate,Illegal in most cases,One of several important factors,Yes,I strongly favor my candidate,The economy,Yes,Can defeat Barack Obama,A great deal,Strongly support,In the last few days,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale
231749.0,Oklahoma,50.0,Call 1,Complete,Election day exit poll,0.76538211107254,Newt Gingrich,Male,White,45-49,45-49,Very liberal,Republican,"$50,000-$99,999",High school or less,Legal in most cases,The most important factor,No,I dislike the other candidates,Illegal immigration,,Can defeat Barack Obama,Not at all,Strongly oppose,Just today,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Legal,Not born again,A factor,Important,Not much or not at all,Oppose,Neither,Last few days,Since January 1st,No,All others,Can defeat Barack Obama,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale
232207.0,Oklahoma,14.0,Call 1,Complete,Election day exit poll,0.881605446338654,Newt Gingrich,Female,White,65 or over,65 or over,Very conservative,Republican,,High school or less,Illegal in all cases,One of several important factors,Yes,I strongly favor my candidate,Omit,Yes,Can defeat Barack Obama,A great deal,Somewhat support,Earlier this year,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale
231736.0,Oklahoma,50.0,Call 1,Complete,Election day exit poll,0.76538211107254,Newt Gingrich,Male,White,45-49,45-49,Moderate,Republican,"Under $30,000",Some college/assoc. degree,Illegal in all cases,One of several important factors,Yes,I strongly favor my candidate,The economy,No,Can defeat Barack Obama,Somewhat,Strongly support,Earlier this year,Non married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale
232197.0,Oklahoma,103.0,Call 1,Complete,Election day exit poll,0.641343891620636,Newt Gingrich,Female,White,60-64,60-64,Somewhat conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,Illegal in all cases,One of several important factors,Yes,I strongly favor my candidate,Federal budget deficit,Yes,Can defeat Barack Obama,Somewhat,Strongly support,Earlier this year,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
239685.0,Oklahoma,54.0,Call 3,Complete,Election day exit poll,0.923318088054657,Newt Gingrich,Male,White,50-59,50-59,Somewhat conservative,Republican,"$50,000-$99,999",Postgraduate study,Illegal in most cases,One of several important factors,No,I like my candidate but with reservations,Federal budget deficit,Yes,Has the right experience,Somewhat,Somewhat support,Earlier this year,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Not born again,A factor,Important,A great deal or somewhat,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,Has the right experience,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale
235593.0,Oklahoma,115.0,Call 2,Complete,Election day exit poll,1.06301534175873,Newt Gingrich,Female,White,65 or over,65 or over,Very conservative,Something else,"$30,000-$49,999",College graduate,Illegal in most cases,One of several important factors,No,I like my candidate but with reservations,Federal budget deficit,Yes,Has the right experience,Not at all,Strongly support,Earlier this year,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,Not born again,A factor,Important,Not much or not at all,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,Has the right experience,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale
231726.0,Oklahoma,50.0,Call 1,Complete,Election day exit poll,0.800265073776245,Newt Gingrich,Female,White,60-64,60-64,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,Legal in most cases,One of several important factors,No,I like my candidate but with reservations,Federal budget deficit,Yes,Can defeat Barack Obama,Somewhat,Somewhat support,In the last few weeks,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,Not born again,A factor,Important,A great deal or somewhat,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,Can defeat Barack Obama,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale
239437.0,Oklahoma,115.0,Call 3,Complete,Election day exit poll,0.418747752904892,Ron Paul,Male,White,60-64,60-64,Very conservative,Republican,"$50,000-$99,999",College graduate,Illegal in all cases,One of several important factors,Yes,I strongly favor my candidate,Abortion,Yes,Is a true conservative,A great deal,Strongly support,Earlier this year,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Is a true conservative,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale
231700.0,Oklahoma,13.0,Call 1,Complete,Election day exit poll,1.36593949794769,Ron Paul,Male,White,45-49,45-49,Somewhat conservative,Republican,"$30,000-$49,999",College graduate,Legal in most cases,One of several important factors,Yes,I strongly favor my candidate,Omit,No,Omit,Somewhat,Neutral,Before that,Non married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Legal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,Omit,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
232162.0,Oklahoma,103.0,Call 1,Complete,Election day exit poll,0.269715994596481,Ron Paul,Female,White,30-39,30-39,Very conservative,Something else,"$30,000-$49,999",Some college/assoc. degree,Illegal in most cases,A minor factor,Yes,I strongly favor my candidate,Federal budget deficit,Yes,Can defeat Barack Obama,Not much,Strongly support,Earlier this year,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Not important,Not much or not at all,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
239403.0,Oklahoma,115.0,Call 3,Complete,Election day exit poll,0.447049140930176,Ron Paul,Female,White,30-39,30-39,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,Illegal in most cases,One of several important factors,Yes,I strongly favor my candidate,Omit,Yes,Is a true conservative,Somewhat,Neutral,In the last few weeks,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,Is a true conservative,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale
239397.0,Oklahoma,13.0,Call 3,Complete,Election day exit poll,1.36593949794769,Ron Paul,Male,White,30-39,30-39,Somewhat conservative,Independent,"$50,000-$99,999",College graduate,Illegal in most cases,One of several important factors,Yes,I strongly favor my candidate,The economy,No,Is a true conservative,Somewhat,Strongly support,Earlier this year,Non married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Is a true conservative,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
239396.0,Oklahoma,13.0,Call 3,Complete,Election day exit poll,1.36593949794769,Ron Paul,Male,White,30-39,30-39,Somewhat conservative,Independent,"$50,000-$99,999",College graduate,Illegal in most cases,One of several important factors,Yes,I strongly favor my candidate,The economy,No,Is a true conservative,Somewhat,Strongly support,Earlier this year,Non married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Is a true conservative,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
239367.0,Oklahoma,115.0,Call 3,Complete,Election day exit poll,0.423132210969925,Ron Paul,Male,White,30-39,30-39,Somewhat conservative,Independent,,Some college/assoc. degree,Illegal in most cases,One of several important factors,Yes,Omit,The economy,Yes,Has strong moral character,A great deal,Omit,In the last few days,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,,,,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Omit,,Last few days,Since January 1st,,White Born-again/Evangelical Christians,Has strong moral character,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale
235852.0,Oklahoma,43.0,Call 2,Complete,Election day exit poll,0.511712551116943,Ron Paul,Male,White,25-29,25-29,Moderate,Republican,"Under $30,000",High school or less,Illegal in most cases,One of several important factors,No,I like my candidate but with reservations,Abortion,Yes,Has strong moral character,Not much,Somewhat oppose,Earlier this year,Married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,Not born again,A factor,Important,Not much or not at all,Oppose,Neither,Earlier than that,Since January 1st,Yes,All others,Has strong moral character,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale
239344.0,Oklahoma,13.0,Call 3,Complete,Election day exit poll,1.36593949794769,Ron Paul,Male,White,50-59,50-59,Moderate,Independent,"$50,000-$99,999",Some college/assoc. degree,Legal in all cases,A minor factor,No,I strongly favor my candidate,Federal budget deficit,Yes,Is a true conservative,Not at all,Strongly support,Before that,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,Not born again,A factor,Not important,Not much or not at all,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,Is a true conservative,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
239343.0,Oklahoma,89.0,Call 3,Complete,Election day exit poll,0.838575005531311,Ron Paul,Female,White,18-24,17-24,Moderate,Republican,"Under $30,000",Some college/assoc. degree,Illegal in most cases,A minor factor,Yes,I like my candidate but with reservations,The economy,No,Can defeat Barack Obama,Not at all,Neutral,In the last few weeks,Non married women,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Not important,Not much or not at all,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale
235433.0,Oklahoma,95.0,Call 2,Complete,Election day exit poll,0.43711656332016,Ron Paul,Male,White,18-24,17-24,Moderate,Independent,"Under $30,000",Some college/assoc. degree,Illegal in most cases,A minor factor,Yes,I strongly favor my candidate,Federal budget deficit,No,Is a true conservative,Not much,Somewhat support,Before that,Non married men,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Not important,Not much or not at all,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,Yes,White Born-again/Evangelical Christians,Is a true conservative,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,High Density Urban,Urban,Urban Core,Very upscale
235421.0,Oklahoma,95.0,Call 2,Complete,Election day exit poll,0.43711656332016,Ron Paul,Male,White,25-29,25-29,Very conservative,Independent,"Under $30,000",College graduate,Illegal in most cases,A minor factor,No,I strongly favor my candidate,The economy,No,Has strong moral character,Not much,Strongly support,Earlier this year,Non married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,Not born again,A factor,Not important,Not much or not at all,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,Has strong moral character,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,High Density Urban,Urban,Urban Core,Very upscale
235412.0,Oklahoma,95.0,Call 2,Complete,Election day exit poll,0.436954170465469,Ron Paul,Male,White,60-64,60-64,Very conservative,Republican,"$50,000-$99,999",College graduate,Illegal in all cases,One of several important factors,Yes,I like my candidate but with reservations,The economy,No,Can defeat Barack Obama,Somewhat,Neutral,Just today,Non married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,High Density Urban,Urban,Urban Core,Very upscale
235402.0,Oklahoma,81.0,Call 2,Complete,Election day exit poll,1.64885604381561,Ron Paul,Female,White,65 or over,65 or over,Moderate,Independent,"$50,000-$99,999",High school or less,Illegal in most cases,A minor factor,Yes,I dislike the other candidates,The economy,Yes,Has strong moral character,A great deal,Somewhat support,In the last few weeks,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Not important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Has strong moral character,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
232001.0,Oklahoma,95.0,Call 1,Complete,Election day exit poll,0.388076394796371,Ron Paul,Male,Black,30-39,30-39,Somewhat liberal,Independent,"$50,000-$99,999",Some college/assoc. degree,Legal in most cases,One of several important factors,Yes,I like my candidate but with reservations,The economy,Yes,Has the right experience,Somewhat,Neutral,Just today,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,No,All others,Has the right experience,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,High Density Urban,Urban,Urban Core,Very upscale
231986.0,Oklahoma,95.0,Call 1,Complete,Election day exit poll,0.461652368307114,Ron Paul,Female,White,60-64,60-64,Moderate,Republican,"$50,000-$99,999",College graduate,Legal in all cases,Not a factor at all,No,I strongly favor my candidate,Federal budget deficit,No,Can defeat Barack Obama,Not much,Strongly support,Before that,Non married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,Not born again,Not a factor,Not important,Not much or not at all,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,Can defeat Barack Obama,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,High Density Urban,Urban,Urban Core,Very upscale
235362.0,Oklahoma,4.0,Call 2,Complete,Election day exit poll,0.466314792633057,Ron Paul,Male,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in most cases,One of several important factors,Yes,I strongly favor my candidate,The economy,Yes,Is a true conservative,Somewhat,Strongly support,Before that,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,Is a true conservative,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
235319.0,Oklahoma,109.0,Call 2,Complete,Election day exit poll,2.04365587234497,Ron Paul,Female,White,25-29,25-29,Somewhat conservative,Republican,"Under $30,000",Some college/assoc. degree,Illegal in most cases,A minor factor,Yes,I strongly favor my candidate,Federal budget deficit,No,Omit,Somewhat,Neutral,Earlier this year,Non married women,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Not important,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,Omit,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
235317.0,Oklahoma,4.0,Call 2,Complete,Election day exit poll,0.49285563826561,Ron Paul,Female,White,18-24,17-24,Somewhat conservative,Republican,"$50,000-$99,999",High school or less,Illegal in most cases,A minor factor,Yes,I strongly favor my candidate,The economy,No,Is a true conservative,Somewhat,Somewhat support,Earlier this year,Non married women,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Not important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Is a true conservative,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
235302.0,Oklahoma,13.0,Call 2,Complete,Election day exit poll,1.42872416973114,Ron Paul,Female,White,18-24,17-24,Very conservative,Republican,"$200,000 or more",Some college/assoc. degree,Illegal in most cases,One of several important factors,Yes,I like my candidate but with reservations,The economy,No,Is a true conservative,A great deal,Neutral,Just today,Non married women,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,Is a true conservative,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
235601.0,Oklahoma,115.0,Call 2,Complete,Election day exit poll,0.442416846752167,Ron Paul,Female,White,60-64,60-64,Very conservative,Republican,"$30,000-$49,999",High school or less,Illegal in all cases,The most important factor,Yes,I strongly favor my candidate,Abortion,Yes,Is a true conservative,A great deal,Somewhat support,Earlier this year,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,Is a true conservative,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale
235239.0,Oklahoma,50.0,Call 2,Complete,Election day exit poll,0.844280302524567,Ron Paul,Male,White,30-39,30-39,Very conservative,Something else,"Under $30,000",Some college/assoc. degree,Illegal in most cases,One of several important factors,Yes,I like my candidate but with reservations,Abortion,No,Has strong moral character,A great deal,Neutral,Just today,Non married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,Has strong moral character,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale
