ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SCRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BREAK12PRI,BRNAGAIN,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMESC12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIMTH,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,DEFICIT12R,ECONWORR,GETAHEAD,HALEY2,LAIDOFF3,ROMNEYWORK,ROMNWIN,UNFAIRREP12SC,VETVOTER,ECOWORR2,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
72605.0,South Carolina,115.0,Call 1,Complete,Election day exit poll,1.97381246089935,Ron Paul,Male,White,30-39,30-39,Somewhat conservative,Independent,"$100,000-$199,999",Postgraduate study,,A minor factor,Yes,Federal budget deficit,Yes,,,,Strongly support,In the last few days,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Somewhat worried,,,,,Support him with reservations,Gingrich,No,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29708.0
72602.0,South Carolina,1.0,Call 1,Complete,Election day exit poll,0.998702883720398,Ron Paul,Male,White,30-39,30-39,Very conservative,Republican,"$50,000-$99,999",College graduate,,One of several important factors,Yes,Federal budget deficit,Yes,,,,Somewhat support,Earlier this month,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Somewhat worried,,,,,Support him with reservations,Gingrich,No,Worried,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29620.0
72568.0,South Carolina,100.0,Call 1,Complete,Election day exit poll,0.718549311161041,Ron Paul,Female,White,45-49,45-49,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,,The most important factor,Yes,Illegal immigration,Yes,,,,Somewhat support,Before that,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Not support him,Romney,,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,29365.0
72489.0,South Carolina,115.0,Call 1,Complete,Election day exit poll,1.97381246089935,Ron Paul,Male,White,50-59,50-59,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,,One of several important factors,Yes,The economy,No,,,,Somewhat support,In the last few days,Non married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Somewhat worried,,,,,Support him with reservations,Perry,No,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29708.0
72432.0,South Carolina,111.0,Call 1,Complete,Election day exit poll,0.732382118701935,Ron Paul,Male,White,50-59,50-59,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,,One of several important factors,Yes,Federal budget deficit,Yes,,,,Somewhat support,Before that,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Support him with reservations,Romney,No,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,29745.0
72426.0,South Carolina,36.0,Call 1,Complete,Election day exit poll,1.02270138263702,Ron Paul,Male,White,50-59,50-59,Somewhat conservative,Independent,"$100,000-$199,999",College graduate,,A minor factor,Yes,Federal budget deficit,Yes,,,,Somewhat support,In the last few days,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Enthusiastically support him,Romney,No,Worried,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,29565.0
74824.0,South Carolina,86.0,Call 3,Complete,Election day exit poll,0.722745478153229,Ron Paul,Male,White,50-59,50-59,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,,Not a factor at all,Yes,Abortion,Yes,,,,Strongly support,Earlier this month,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,Yes,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Not support him,Romney,No,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,29640.0
74823.0,South Carolina,86.0,Call 3,Complete,Election day exit poll,0.722745478153229,Ron Paul,Male,White,50-59,50-59,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,,Not a factor at all,Yes,Abortion,Yes,,,,Strongly support,Earlier this month,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,Yes,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Not support him,Romney,No,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,29640.0
74807.0,South Carolina,86.0,Call 3,Complete,Election day exit poll,0.722745478153229,Ron Paul,Male,White,40-44,40-44,Very conservative,Independent,"$50,000-$99,999",Postgraduate study,,One of several important factors,Yes,Federal budget deficit,No,,,,Somewhat support,Before that,Non married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Somewhat worried,,,,,Not support him,Romney,No,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,29640.0
74783.0,South Carolina,86.0,Call 3,Complete,Election day exit poll,0.699640154838562,Ron Paul,Female,White,45-49,45-49,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,,One of several important factors,Yes,The economy,Yes,,,,Strongly support,In the last few days,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Support him with reservations,Omit,No,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,29640.0
74772.0,South Carolina,22.0,Call 3,Complete,Election day exit poll,1.09325456619263,Ron Paul,Male,White,18-24,17-24,Moderate,Independent,"Under $30,000",Some college/assoc. degree,,One of several important factors,Yes,Federal budget deficit,No,,,,Somewhat support,In the last few days,Non married men,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,In the last month,Yes,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Not support him,Perry,No,Worried,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,29456.0
74635.0,South Carolina,88.0,Call 3,Complete,Election day exit poll,0.549957454204559,Ron Paul,Male,White,18-24,17-24,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,,Not a factor at all,Yes,Federal budget deficit,No,,,,Strongly support,Before that,Non married men,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Support him with reservations,Romney,No,Worried,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29063.0
74520.0,South Carolina,101.0,Call 3,Complete,Election day exit poll,0.722745478153229,Ron Paul,Male,White,45-49,45-49,Somewhat conservative,Republican,"$50,000-$99,999",High school or less,,A minor factor,Yes,Federal budget deficit,Yes,,,,Somewhat support,Earlier this month,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Support him with reservations,Romney,No,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Low Density Rural,70s Suburbs,Urban Perimeter,Very downscale,29330.0
74476.0,South Carolina,55.0,Call 3,Complete,Election day exit poll,0.722745478153229,Ron Paul,Male,White,50-59,50-59,Very conservative,Independent,"$30,000-$49,999",Some college/assoc. degree,,One of several important factors,Yes,Federal budget deficit,Yes,,,,Strongly support,Before that,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,Yes,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Not support him,Gingrich,No,Worried,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29692.0
74454.0,South Carolina,74.0,Call 3,Complete,Election day exit poll,0.587804555892944,Ron Paul,Female,White,60-64,60-64,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,,One of several important factors,Yes,The economy,Yes,,,,Strongly support,In the last few days,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Support him with reservations,Gingrich,No,Worried,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Upscale,29170.0
74437.0,South Carolina,67.0,Call 3,Complete,Election day exit poll,0.732382118701935,Ron Paul,Male,White,30-39,30-39,Very conservative,Republican,"$50,000-$99,999",College graduate,,A minor factor,Yes,The economy,Yes,,,,Strongly support,Earlier this month,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Support him with reservations,Romney,No,Worried,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29360.0
74361.0,South Carolina,65.0,Call 3,Complete,Election day exit poll,1.02270138263702,Ron Paul,Male,White,30-39,30-39,Moderate,Independent,"$50,000-$99,999",Postgraduate study,,A minor factor,Yes,The economy,Yes,,,,Somewhat support,In the last few days,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Support him with reservations,Romney,No,Worried,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,29067.0
74319.0,South Carolina,66.0,Call 3,Complete,Election day exit poll,0.718549311161041,Ron Paul,Female,White,30-39,30-39,Very conservative,Something else,"$50,000-$99,999",Some college/assoc. degree,,Not a factor at all,Yes,Abortion,Yes,,,,Strongly support,In the last few days,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Not support him,Omit,No,Worried,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,29645.0
74255.0,South Carolina,48.0,Call 3,Complete,Election day exit poll,0.922957539558411,Ron Paul,Male,White,45-49,45-49,Moderate,Something else,"$100,000-$199,999",College graduate,,A minor factor,Yes,The economy,Yes,,,,Strongly support,In the last few days,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Support him with reservations,Santorum,No,Worried,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,29609.0
74247.0,South Carolina,66.0,Call 3,Complete,Election day exit poll,0.742279171943665,Ron Paul,Male,White,30-39,30-39,Somewhat conservative,Independent,"$100,000-$199,999",College graduate,,A minor factor,Yes,Federal budget deficit,Yes,,,,Somewhat support,Earlier this month,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Support him with reservations,Gingrich,No,Worried,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,29645.0
74178.0,South Carolina,14.0,Call 3,Complete,Election day exit poll,0.989771246910095,Ron Paul,Female,White,30-39,30-39,Moderate,Independent,"$50,000-$99,999",Some college/assoc. degree,,One of several important factors,Yes,The economy,Yes,,,,Somewhat support,Earlier this month,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Not support him,Gingrich,No,Worried,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,29445.0
74175.0,South Carolina,47.0,Call 3,Complete,Election day exit poll,0.742279171943665,Ron Paul,Male,White,30-39,30-39,Very conservative,Independent,,College graduate,,Not a factor at all,Yes,Federal budget deficit,Yes,,,,Strongly support,Before that,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Very conservative,Very conservative,,,,College graduate,More than High school graduate,,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Support him with reservations,Omit,No,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29681.0
74174.0,South Carolina,47.0,Call 3,Complete,Election day exit poll,0.742279171943665,Ron Paul,Male,White,30-39,30-39,Very conservative,Independent,,College graduate,,Not a factor at all,Yes,Federal budget deficit,Yes,,,,Strongly support,Before that,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Very conservative,Very conservative,,,,College graduate,More than High school graduate,,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Support him with reservations,Omit,No,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29681.0
74152.0,South Carolina,66.0,Call 3,Complete,Election day exit poll,0.791742026805878,Ron Paul,Female,White,60-64,60-64,Very conservative,Republican,"$50,000-$99,999",College graduate,,One of several important factors,Yes,Federal budget deficit,No,,,,Strongly support,Earlier this month,Non married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Somewhat worried,,,,,Support him with reservations,Gingrich,No,Worried,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,29645.0
74017.0,South Carolina,114.0,Call 3,Complete,Election day exit poll,0.742279171943665,Ron Paul,Male,White,30-39,30-39,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,,A minor factor,Yes,Federal budget deficit,Yes,,,,Somewhat support,Just today,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Somewhat worried,,,,,Support him with reservations,Gingrich,No,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29732.0
74009.0,South Carolina,114.0,Call 3,Complete,Election day exit poll,0.718549311161041,Ron Paul,Female,White,30-39,30-39,Very conservative,Republican,"$30,000-$49,999",College graduate,,A minor factor,Yes,The economy,Yes,,,,Strongly support,Before that,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Support him with reservations,Romney,No,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29732.0
73986.0,South Carolina,95.0,Call 2,Complete,Election day exit poll,0.589998602867126,Ron Paul,Female,White,50-59,50-59,Moderate,Independent,"$50,000-$99,999",Postgraduate study,,A minor factor,Yes,Federal budget deficit,No,,,,Somewhat support,In the last few days,Non married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Not support him,Omit,No,Worried,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,29206.0
73968.0,South Carolina,67.0,Call 2,Complete,Election day exit poll,0.732382118701935,Ron Paul,Male,White,50-59,50-59,Somewhat conservative,Independent,"Under $30,000",Some college/assoc. degree,,One of several important factors,Yes,Federal budget deficit,No,,,,Strongly support,In the last few days,Non married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,In the last month,Yes,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Support him with reservations,Romney,Yes,Worried,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29360.0
73967.0,South Carolina,67.0,Call 2,Complete,Election day exit poll,0.732382118701935,Ron Paul,Male,White,50-59,50-59,Somewhat conservative,Independent,"Under $30,000",Some college/assoc. degree,,One of several important factors,Yes,Federal budget deficit,No,,,,Strongly support,In the last few days,Non married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,In the last month,Yes,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Support him with reservations,Romney,Yes,Worried,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29360.0
73962.0,South Carolina,67.0,Call 2,Complete,Election day exit poll,0.721270143985748,Ron Paul,Male,White,25-29,25-29,Moderate,Independent,"$50,000-$99,999",College graduate,,A minor factor,Yes,Federal budget deficit,No,,,,Strongly support,Before that,Non married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Support him with reservations,Romney,No,Worried,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29360.0
73944.0,South Carolina,74.0,Call 2,Complete,Election day exit poll,0.551082372665405,Ron Paul,Male,White,40-44,40-44,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,,A minor factor,Yes,The economy,Yes,,,,Strongly support,In the last few days,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Somewhat worried,,,,,Support him with reservations,Gingrich,No,Worried,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Upscale,29170.0
73934.0,South Carolina,114.0,Call 2,Complete,Election day exit poll,0.731017053127289,Ron Paul,Male,White,18-24,17-24,Very conservative,Something else,"Under $30,000",Some college/assoc. degree,,Not a factor at all,Yes,The economy,Yes,,,,Strongly support,Before that,Married men,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,Yes,White Born-again/Evangelical Christians,,,,Cutting the budget deficit even if that limits job growth,Very worried,,,,,Support him with reservations,Romney,No,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29732.0
