ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,MSRPRS12,SEX,QRACE3,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BEATOBAMAFL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,PAULCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,SATGING,SATPAUL,SATROMN,SATSANT,SHAREREL,TEAPARTY,TIMEST12,UNDERREP12,WORK,SEXWED,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WRKWOMEN,XQLTREP12,GOVTANGR,GOVTANG2,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
269057.0, Mississippi,94.0,Call 1,Complete,Election day exit poll,0.744215130805969,Mitt Romney,Male,White,65 or over,Very conservative,Republican,"Under $30,000",High school or less,Illegal in all cases,,,Yes,I strongly favor my candidate,Too conservative,Too conservative,About right,Too conservative,,,,,,,,A great deal,Strongly support,,Romney,No,,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,All others,,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
269058.0, Mississippi,91.0,Call 1,Complete,Election day exit poll,0.766064286231995,Mitt Romney,Male,White,60-64,Somewhat conservative,Independent,"$50,000-$99,999",High school or less,,Romney,The most important factor,Yes,,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,Satisfied,Dissatisfied,Satisfied,Satisfied,,Strongly support,In the last few days,,,Married men,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,A factor,Important,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,Can defeat Barack Obama,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
269059.0, Mississippi,66.0,Call 1,Complete,Election day exit poll,0.891961634159088,Rick Santorum,Female,White,60-64,Moderate,Republican,"$100,000-$199,999",Some college/assoc. degree,,Santorum,One of several important factors,No,,,,,,Abortion,Yes,Has strong moral character,Satisfied,Dissatisfied,Satisfied,Satisfied,,Strongly support,Just today,,,Married women,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,A factor,Important,,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,,Has strong moral character,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
269060.0, Mississippi,12.0,Call 1,Complete,Election day exit poll,0.897534489631653,Mitt Romney,Male,White,40-44,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,Legal in most cases,,,No,I like my candidate but with reservations,About right,About right,Not conservative enough,About right,,,,,,,,Not much,Neutral,,Gingrich,Yes,,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,Not born again,,,Not much or not at all,Neutral,Neither,,,No,All others,All others,,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale
269061.0, Mississippi,64.0,Call 1,Complete,Election day exit poll,1.10023641586304,Ron Paul,Female,White,30-39,Somewhat liberal,Independent,"$100,000-$199,999",Postgraduate study,,Romney,One of several important factors,Yes,,,,,,Federal budget deficit,Yes,Has the right experience,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,,Neutral,Earlier this year,,,Married women,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,A factor,Important,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,Has the right experience,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
269062.0, Mississippi,79.0,Call 1,Complete,Election day exit poll,1.18195199966431,Ron Paul,Male,White,50-59,Moderate,Independent,"$50,000-$99,999",College graduate,Legal in most cases,,,No,I strongly favor my candidate,Too conservative,About right,Not conservative enough,Too conservative,,,,,,,,Not at all,Strongly support,,Paul,Yes,,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,Not born again,,,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,All others,,Angry,"Dissatisifed, but not angry or angry",State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,South,Version 2,Low Density Rural,Rural,Rural,Very upscale
269063.0, Mississippi,65.0,Call 1,Complete,Election day exit poll,0.890055477619171,Mitt Romney,Female,White,50-59,Very liberal,Republican,"$50,000-$99,999",Some college/assoc. degree,Legal in most cases,,,No,I like my candidate but with reservations,Not conservative enough,Too conservative,Not conservative enough,Too conservative,,,,,,,,Somewhat,Neutral,,Romney,Yes,,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,Not born again,,,A great deal or somewhat,Neutral,Neither,,,No,All others,Working women,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
269064.0, Mississippi,33.0,Call 1,Complete,Election day exit poll,0.645811915397644,Rick Santorum,Female,White,65 or over,Somewhat conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,Omit,,,No,I like my candidate but with reservations,About right,About right,About right,About right,,,,,,,,Not at all,Somewhat support,,Gingrich,No,,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Omit,Not born again,,,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,All others,,Angry,"Dissatisifed, but not angry or angry",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale
269065.0, Mississippi,91.0,Call 1,Complete,Election day exit poll,0.843168795108795,Rick Santorum,Female,White,40-44,Somewhat conservative,Republican,"$50,000-$99,999",High school or less,,Santorum,A minor factor,Yes,,,,,,The economy,Yes,Can defeat Barack Obama,Dissatisfied,Dissatisfied,Satisfied,Satisfied,,Neutral,In the last few days,,,Married women,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,A factor,Not important,,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,Can defeat Barack Obama,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
269066.0, Mississippi,94.0,Call 1,Complete,Election day exit poll,0.753429532051086,Mitt Romney,Female,White,65 or over,Very conservative,Republican,"Under $30,000",High school or less,,Romney,The most important factor,Yes,,,,,,The economy,Yes,Can defeat Barack Obama,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,,Strongly support,In the last few days,,,Married women,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,A factor,Important,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,,Can defeat Barack Obama,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
269067.0, Mississippi,64.0,Call 1,Complete,Election day exit poll,1.18493807315826,Newt Gingrich,Female,White,25-29,Very conservative,Republican,"$30,000-$49,999",College graduate,,Santorum,One of several important factors,No,,,,,,The economy,Yes,Has the right experience,Satisfied,Dissatisfied,Dissatisfied,Satisfied,,Neutral,Earlier this year,,,Married women,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,Neutral,Neither,Earlier than that,Since January 1st,No,All others,,Has the right experience,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
269068.0, Mississippi,66.0,Call 1,Complete,Election day exit poll,0.78262335062027,Mitt Romney,Female,White,30-39,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,Illegal in most cases,,,Yes,I like my candidate but with reservations,About right,About right,About right,About right,,,,,,,,Somewhat,Neutral,,Romney,No,,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,All others,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
269069.0, Mississippi,79.0,Call 1,Complete,Election day exit poll,1.18195199966431,Ron Paul,Male,White,30-39,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,,Paul,A minor factor,Yes,,,,,,The economy,Yes,Can defeat Barack Obama,Satisfied,Satisfied,Satisfied,Satisfied,,Somewhat support,Just today,,,Married men,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,A factor,Not important,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,Can defeat Barack Obama,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Very upscale
269070.0, Mississippi,33.0,Call 1,Complete,Election day exit poll,0.645811915397644,Rick Santorum,Female,White,65 or over,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,,Romney,One of several important factors,No,,,,,,Abortion,No,Has strong moral character,Satisfied,Dissatisfied,Dissatisfied,Satisfied,,Neutral,Just today,,,Non married women,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,Neutral,Neither,Last few days,Since January 1st,No,All others,,Has strong moral character,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale
269071.0, Mississippi,64.0,Call 1,Complete,Election day exit poll,1.10023641586304,Ron Paul,Female,White,50-59,Somewhat conservative,Republican,"$200,000 or more",College graduate,,Paul,A minor factor,No,,,,,,Federal budget deficit,Yes,Is a true conservative,Dissatisfied,Satisfied,Dissatisfied,Satisfied,,Strongly support,In the last few weeks,,,Married women,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,A factor,Not important,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,Is a true conservative,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
269072.0, Mississippi,91.0,Call 1,Complete,Election day exit poll,0.766064286231995,Mitt Romney,Male,White,65 or over,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,,Romney,A minor factor,No,,,,,,The economy,Yes,Has the right experience,Satisfied,Satisfied,Satisfied,Satisfied,,Somewhat support,Earlier this year,,,Married men,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,A factor,Not important,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,Has the right experience,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
269073.0, Mississippi,79.0,Call 1,Complete,Election day exit poll,1.21016323566437,Ron Paul,Male,White,65 or over,Somewhat conservative,Independent,"$50,000-$99,999",Postgraduate study,,Romney,A minor factor,No,,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,Satisfied,Satisfied,Satisfied,Satisfied,,Somewhat support,Earlier this year,,,Married men,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Not important,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,Can defeat Barack Obama,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Very upscale
269074.0, Mississippi,94.0,Call 1,Complete,Election day exit poll,0.828414678573608,Rick Santorum,Male,White,65 or over,Somewhat conservative,Republican,"Under $30,000",Some college/assoc. degree,,Santorum,One of several important factors,Yes,,,,,,Illegal immigration,,Can defeat Barack Obama,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,,Strongly support,Earlier this year,,,,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,Can defeat Barack Obama,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
269075.0, Mississippi,64.0,Call 1,Complete,Election day exit poll,1.0874115228653,Mitt Romney,Female,White,45-49,Very conservative,Republican,"$200,000 or more",Some college/assoc. degree,Legal in most cases,,,Yes,I like my candidate but with reservations,About right,Not conservative enough,About right,About right,,,,,,,,A great deal,Somewhat oppose,,Romney,No,,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Legal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Oppose,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,All others,,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
269076.0, Mississippi,33.0,Call 1,Complete,Election day exit poll,0.623042762279511,Rick Santorum,Male,White,50-59,Somewhat conservative,Republican,"$200,000 or more",Postgraduate study,Illegal in most cases,,,Yes,I like my candidate but with reservations,About right,Too conservative,About right,About right,,,,,,,,A great deal,Neutral,,Santorum,Yes,,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,All others,,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale
269077.0, Mississippi,33.0,Call 1,Complete,Election day exit poll,0.623042762279511,Rick Santorum,Male,White,50-59,Somewhat conservative,Republican,"$200,000 or more",Postgraduate study,Illegal in most cases,,,Yes,I like my candidate but with reservations,About right,Too conservative,About right,About right,,,,,,,,A great deal,Neutral,,Santorum,Yes,,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,All others,,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale
269078.0, Mississippi,12.0,Call 1,Complete,Election day exit poll,0.918957114219666,Mitt Romney,Male,White,60-64,Moderate,Independent,"Under $30,000",Some college/assoc. degree,Legal in most cases,,,Yes,I strongly favor my candidate,About right,Not conservative enough,About right,About right,,,,,,,,Not much,Neutral,,Romney,Yes,,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Legal,Born again/Think religious values of candidate did not matter a great deal,,,Not much or not at all,Neutral,Born-again but not Tea Party supporter,,,Yes,White Born-again/Evangelical Christians,All others,,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale
269079.0, Mississippi,66.0,Call 1,Complete,Election day exit poll,0.871168315410614,Rick Santorum,Female,White,50-59,Very conservative,Republican,"$100,000-$199,999",College graduate,,Romney,One of several important factors,Yes,,,,,,The economy,Yes,Is a true conservative,Dissatisfied,Dissatisfied,Satisfied,Satisfied,,Somewhat support,In the last few days,,,Married women,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,A factor,Important,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,Is a true conservative,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
269080.0, Mississippi,65.0,Call 1,Complete,Election day exit poll,0.890055477619171,Mitt Romney,Female,White,45-49,Moderate,Republican,"$50,000-$99,999",College graduate,,Gingrich,One of several important factors,Yes,,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,,Neutral,In the last few weeks,,,Married women,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,Can defeat Barack Obama,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
269081.0, Mississippi,91.0,Call 1,Complete,Election day exit poll,0.843168795108795,Rick Santorum,Female,White,50-59,Somewhat conservative,Republican,"$50,000-$99,999",Postgraduate study,Legal in most cases,,,No,I like my candidate but with reservations,About right,Too conservative,Not conservative enough,About right,,,,,,,,Somewhat,Strongly support,,Santorum,Yes,,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,Not born again,,,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,Working women,,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
269082.0, Mississippi,79.0,Call 1,Complete,Election day exit poll,1.06405305862427,Ron Paul,Female,White,25-29,Moderate,Independent,"$30,000-$49,999",College graduate,Legal in all cases,,,No,I strongly favor my candidate,Not conservative enough,About right,Not conservative enough,Not conservative enough,,,,,,,,Not at all,Somewhat support,,Paul,No,,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Legal,Not born again,,,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,All others,,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,South,Version 2,Low Density Rural,Rural,Rural,Very upscale
269083.0, Mississippi,64.0,Call 1,Complete,Election day exit poll,1.22417414188385,Rick Santorum,Male,White,60-64,Somewhat conservative,Independent,"$50,000-$99,999",College graduate,,Romney,A minor factor,Yes,,,,,,The economy,Yes,Has strong moral character,Satisfied,Dissatisfied,Satisfied,Satisfied,,Neutral,In the last few days,,,Married men,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Not important,,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,Has strong moral character,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
269084.0, Mississippi,94.0,Call 1,Complete,Election day exit poll,0.744215130805969,Mitt Romney,Male,White,65 or over,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,,Romney,A minor factor,Yes,,,,,,The economy,Yes,Has the right experience,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,,Somewhat support,Earlier this year,,,Married men,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Not important,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,Has the right experience,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
269085.0, Mississippi,64.0,Call 1,Complete,Election day exit poll,1.11336624622345,Mitt Romney,Female,White,65 or over,Very conservative,Republican,"$50,000-$99,999",College graduate,Illegal in most cases,,,Yes,I strongly favor my candidate,Not conservative enough,Not conservative enough,About right,Too conservative,,,,,,,,Somewhat,Somewhat support,,Romney,Yes,,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Working women,,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
269086.0, Mississippi,79.0,Call 1,Complete,Election day exit poll,1.02257978916168,Newt Gingrich,Male,White,30-39,Very conservative,Republican,"$50,000-$99,999",College graduate,,Gingrich,Omit,Yes,,,,,,The economy,Yes,Is a true conservative,Satisfied,Satisfied,Dissatisfied,Satisfied,,Strongly support,Before that,,,Married men,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,Omit,Omit,,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,,Is a true conservative,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Very upscale
269087.0, Mississippi,12.0,Call 1,Complete,Election day exit poll,1.35768210887909,Rick Santorum,Female,White,30-39,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Illegal in all cases,,,No,I like my candidate but with reservations,About right,Too conservative,Not conservative enough,About right,,,,,,,,Somewhat,Somewhat support,,Santorum,No,,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Not born again,,,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,Yes,All others,All others,,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale
269088.0, Mississippi,91.0,Call 1,Complete,Election day exit poll,0.757469654083252,Mitt Romney,Female,White,50-59,Somewhat conservative,Republican,"$30,000-$49,999",High school or less,Illegal in all cases,,,Yes,I like my candidate but with reservations,About right,About right,Not conservative enough,Too conservative,,,,,,,,A great deal,Strongly support,,Paul,No,,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,All others,,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
269089.0, Mississippi,66.0,Call 1,Complete,Election day exit poll,0.959036648273468,Newt Gingrich,Female,White,50-59,Moderate,Republican,"$50,000-$99,999",College graduate,Legal in most cases,,,Yes,I strongly favor my candidate,Too conservative,Too conservative,About right,Too conservative,,,,,,,,Not at all,Neutral,,Romney,No,,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,Born again/Think religious values of candidate did not matter a great deal,,,Not much or not at all,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,All others,,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
269090.0, Mississippi,64.0,Call 1,Complete,Election day exit poll,1.22417414188385,Rick Santorum,Male,White,65 or over,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in all cases,,,Yes,I dislike the other candidates,Not conservative enough,Not conservative enough,Not conservative enough,About right,,,,,,,,A great deal,Strongly support,,Santorum,No,,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,All others,,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
269091.0, Mississippi,79.0,Call 1,Complete,Election day exit poll,0.909319460391998,Newt Gingrich,Male,White,17-24,Somewhat conservative,Republican,,College graduate,Illegal in most cases,,,No,I strongly favor my candidate,About right,Not conservative enough,Not conservative enough,About right,,,,,,,,Somewhat,Neutral,,Gingrich,Yes,,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,Illegal,Not born again,,,A great deal or somewhat,Neutral,Neither,,,No,All others,All others,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,South,Version 2,Low Density Rural,Rural,Rural,Very upscale
