ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,MARPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,TEAPARTY,TIMEST12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BREAKFACT,BREAKIMP,REL5,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,HEALTHMASS,ROMNTIESMA,ROMNTIESMA2,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
232558.0,Massachusetts,106.0,Call 1,Complete,Election day exit poll,1.02660703659058,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Independent,"$100,000-$199,999",College graduate,Not a factor at all,Yes,I like my candidate but with reservations,Federal budget deficit,Yes,Can defeat Barack Obama,None,Strongly support,Earlier this year,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,None,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,No,All others,Can defeat Barack Obama,Went too far,Not much,Not much or not at all,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
240856.0,Massachusetts,45.0,Call 3,Complete,Election day exit poll,0.780846416950226,Mitt Romney,Female,White,30-39,30-39,Moderate,Independent,"Under $30,000",Some college/assoc. degree,The most important factor,Yes,I strongly favor my candidate,The economy,No,Has strong moral character,Other christian,Strongly support,Earlier this year,Non married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has strong moral character,Did not go far enough,A great deal,A great deal or somewhat,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 1,Suburb,Rural,Rural,Downscale
241293.0,Massachusetts,64.0,Call 3,Complete,Election day exit poll,0.819717347621918,Mitt Romney,Male,White,18-24,17-24,Somewhat liberal,Republican,"Under $30,000",High school or less,Not a factor at all,Yes,I dislike the other candidates,Federal budget deficit,No,Has strong moral character,None,Somewhat support,In the last few weeks,Non married men,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Not a factor,Not important,None,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,No,All others,Has strong moral character,Was about right,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
233146.0,Massachusetts,104.0,Call 1,Complete,Election day exit poll,1.72103083133698,Mitt Romney,Female,White,65 or over,65 or over,Very conservative,Independent,"$100,000-$199,999",College graduate,One of several important factors,Yes,I strongly favor my candidate,Federal budget deficit,,Can defeat Barack Obama,Catholic,Strongly support,Earlier this year,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Catholic,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,No,All others,Can defeat Barack Obama,Was about right,A great deal,A great deal or somewhat,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,East,Version 1,Suburb,Urban,Urban Core,Upscale
232351.0,Massachusetts,74.0,Call 1,Complete,Election day exit poll,1.41503763198853,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Republican,"$30,000-$49,999",High school or less,One of several important factors,Yes,I strongly favor my candidate,Abortion,Yes,Can defeat Barack Obama,Other christian,Somewhat support,Earlier this year,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,Was about right,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,5.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
233012.0,Massachusetts,101.0,Call 1,Complete,Election day exit poll,0.826618611812592,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Independent,"$50,000-$99,999",Postgraduate study,One of several important factors,Yes,I strongly favor my candidate,The economy,Yes,Can defeat Barack Obama,Protestant,Strongly support,Earlier this year,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,Went too far,Not much,Not much or not at all,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
237434.0,Massachusetts,45.0,Call 2,Complete,Election day exit poll,0.780846416950226,Mitt Romney,Female,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,One of several important factors,Yes,I strongly favor my candidate,Abortion,Yes,Can defeat Barack Obama,Other christian,Somewhat support,In the last few weeks,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,Went too far,Somewhat,A great deal or somewhat,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 1,Suburb,Rural,Rural,Downscale
241016.0,Massachusetts,21.0,Call 3,Complete,Election day exit poll,1.10018026828766,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,One of several important factors,Yes,I like my candidate but with reservations,Abortion,Yes,Can defeat Barack Obama,Protestant,Strongly support,Earlier this year,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,Went too far,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
236976.0,Massachusetts,16.0,Call 2,Complete,Election day exit poll,2.61596703529358,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Republican,"$30,000-$49,999",Postgraduate study,One of several important factors,Yes,I strongly favor my candidate,The economy,No,Has the right experience,Catholic,Somewhat support,Before that,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Important,Catholic,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,No,All others,Has the right experience,Was about right,Not at all,Not much or not at all,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
238588.0,Massachusetts,51.0,Call 3,Complete,Election day exit poll,1.10528314113617,Rick Santorum,Female,White,45-49,45-49,Moderate,Republican,"$50,000-$99,999",,One of several important factors,Yes,I dislike the other candidates,Illegal immigration,Yes,Can defeat Barack Obama,Catholic,Neutral,Just today,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,,,A factor,Important,Catholic,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,No,All others,Can defeat Barack Obama,Went too far,Not much,Not much or not at all,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
238553.0,Massachusetts,51.0,Call 3,Complete,Election day exit poll,1.18489015102386,Rick Santorum,Male,White,60-64,60-64,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,The most important factor,Yes,I strongly favor my candidate,Federal budget deficit,Yes,Is a true conservative,Protestant,Strongly support,In the last few weeks,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Is a true conservative,Went too far,Not at all,Not much or not at all,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
238530.0,Massachusetts,51.0,Call 3,Complete,Election day exit poll,1.10528314113617,Rick Santorum,Female,White,45-49,45-49,Somewhat liberal,Republican,"$50,000-$99,999",High school or less,The most important factor,Yes,I strongly favor my candidate,Federal budget deficit,Yes,Is a true conservative,Other christian,Somewhat support,In the last few weeks,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Is a true conservative,Was about right,Not much,Not much or not at all,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
233615.0,Massachusetts,51.0,Call 1,Complete,Election day exit poll,1.07447874546051,Rick Santorum,Male,White,25-29,25-29,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,One of several important factors,Yes,I strongly favor my candidate,The economy,Yes,Is a true conservative,Protestant,Strongly support,Earlier this year,Married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Is a true conservative,Went too far,Not at all,Not much or not at all,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
233612.0,Massachusetts,51.0,Call 1,Complete,Election day exit poll,1.10401296615601,Rick Santorum,Female,White,18-24,17-24,Somewhat conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,Not a factor at all,Yes,I strongly favor my candidate,Abortion,No,Has strong moral character,Other christian,Neutral,Earlier this year,Non married women,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Not a factor,Not important,Protestant/Other Non-Catholic Christian,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has strong moral character,Omit,Not at all,Not much or not at all,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
233491.0,Massachusetts,64.0,Call 1,Complete,Election day exit poll,0.708595275878906,Rick Santorum,Male,White,40-44,40-44,Moderate,Republican,"$100,000-$199,999",Postgraduate study,One of several important factors,Yes,I like my candidate but with reservations,The economy,Yes,Has strong moral character,Protestant,Somewhat oppose,In the last few weeks,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Oppose,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has strong moral character,Was about right,Not at all,Not much or not at all,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
233425.0,Massachusetts,70.0,Call 1,Complete,Election day exit poll,1.04012191295624,Rick Santorum,Female,White,50-59,50-59,Very conservative,Republican,"$30,000-$49,999",High school or less,One of several important factors,Yes,I like my candidate but with reservations,The economy,Yes,Can defeat Barack Obama,Other christian,Somewhat support,In the last few weeks,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,Was about right,Not much,Not much or not at all,State questionnaire,Suburbs,Suburbs,5.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
241518.0,Massachusetts,73.0,Call 3,Complete,Election day exit poll,0.717093825340271,Rick Santorum,Male,White,25-29,25-29,Very conservative,Republican,"$50,000-$99,999",College graduate,One of several important factors,Yes,I like my candidate but with reservations,The economy,No,Is a true conservative,Other christian,Strongly support,In the last few days,Non married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Is a true conservative,Went too far,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale
237385.0,Massachusetts,64.0,Call 2,Complete,Election day exit poll,0.728072464466095,Rick Santorum,Female,White,30-39,30-39,Moderate,Independent,"$200,000 or more",Some college/assoc. degree,A minor factor,Yes,I like my candidate but with reservations,The economy,Yes,Can defeat Barack Obama,Catholic,Neutral,In the last few weeks,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,A factor,Not important,Catholic,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,No,All others,Can defeat Barack Obama,Did not go far enough,Not at all,Not much or not at all,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
237357.0,Massachusetts,45.0,Call 2,Complete,Election day exit poll,0.581292867660522,Rick Santorum,Female,White,50-59,50-59,Very conservative,Independent,"Under $30,000",Some college/assoc. degree,A minor factor,Yes,I strongly favor my candidate,The economy,No,Has strong moral character,Other christian,Neutral,In the last few days,Non married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Protestant/Other Non-Catholic Christian,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has strong moral character,Went too far,Not at all,Not much or not at all,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 1,Suburb,Rural,Rural,Downscale
233245.0,Massachusetts,104.0,Call 1,Complete,Election day exit poll,1.59688866138458,Rick Santorum,Female,White,50-59,50-59,Moderate,Independent,"$30,000-$49,999",College graduate,Not a factor at all,Yes,I strongly favor my candidate,Federal budget deficit,Yes,Is a true conservative,Jewish,Strongly support,Earlier this year,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Jewish,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,No,All others,Is a true conservative,Went too far,A great deal,A great deal or somewhat,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,East,Version 1,Suburb,Urban,Urban Core,Upscale
241323.0,Massachusetts,70.0,Call 3,Complete,Election day exit poll,1.04012191295624,Rick Santorum,Female,White,50-59,50-59,Very conservative,Independent,"$50,000-$99,999",Some college/assoc. degree,One of several important factors,Yes,I like my candidate but with reservations,Abortion,Yes,Has strong moral character,Other christian,Neutral,Just today,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has strong moral character,Was about right,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,5.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
237269.0,Massachusetts,108.0,Call 2,Complete,Election day exit poll,1.23436844348907,Rick Santorum,Female,White,65 or over,65 or over,Very conservative,Independent,"$50,000-$99,999",Postgraduate study,One of several important factors,Yes,I like my candidate but with reservations,Abortion,No,Has strong moral character,Other christian,Strongly support,Earlier this year,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has strong moral character,Went too far,Not at all,Not much or not at all,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
241300.0,Massachusetts,108.0,Call 3,Complete,Election day exit poll,1.09065544605255,Rick Santorum,Male,White,30-39,30-39,Very conservative,Republican,,Postgraduate study,A minor factor,Yes,I like my candidate but with reservations,Federal budget deficit,Yes,Can defeat Barack Obama,Protestant,Somewhat support,In the last few days,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,,,,College graduate,More than High school graduate,A factor,Not important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,Went too far,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
237183.0,Massachusetts,70.0,Call 2,Complete,Election day exit poll,1.01229691505432,Rick Santorum,Male,White,50-59,50-59,Very conservative,Independent,"$200,000 or more",College graduate,One of several important factors,Yes,I like my candidate but with reservations,Abortion,Yes,Can defeat Barack Obama,Protestant,Strongly support,In the last few weeks,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,Went too far,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,5.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
237088.0,Massachusetts,108.0,Call 2,Complete,Election day exit poll,1.12063431739807,Rick Santorum,Female,White,50-59,50-59,Somewhat conservative,Republican,,College graduate,One of several important factors,Yes,I like my candidate but with reservations,Omit,Yes,Has strong moral character,Protestant,Omit,Omit,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Omit,,Omit,Omit,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has strong moral character,Went too far,Not at all,Not much or not at all,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
237032.0,Massachusetts,70.0,Call 2,Complete,Election day exit poll,1.14568471908569,Rick Santorum,Female,White,65 or over,65 or over,Moderate,Independent,"$30,000-$49,999",Some college/assoc. degree,One of several important factors,Yes,I dislike the other candidates,The economy,Yes,Has strong moral character,Catholic,Neutral,In the last few weeks,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Important,Catholic,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,No,All others,Has strong moral character,Omit,A great deal,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,5.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
237003.0,Massachusetts,70.0,Call 2,Complete,Election day exit poll,1.11503577232361,Rick Santorum,Male,White,65 or over,65 or over,Moderate,Independent,"$30,000-$49,999",High school or less,One of several important factors,Yes,I like my candidate but with reservations,Abortion,No,Can defeat Barack Obama,Catholic,Somewhat support,In the last few weeks,Non married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Important,Catholic,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,No,All others,Can defeat Barack Obama,Did not go far enough,Not much,Not much or not at all,State questionnaire,Suburbs,Suburbs,5.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
236993.0,Massachusetts,102.0,Call 2,Complete,Election day exit poll,1.07580900192261,Rick Santorum,Female,White,50-59,50-59,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,A minor factor,Yes,I strongly favor my candidate,Abortion,Yes,Has strong moral character,Catholic,Strongly support,Earlier this year,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Not important,Catholic,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,No,All others,Has strong moral character,Went too far,Not at all,Not much or not at all,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
236974.0,Massachusetts,74.0,Call 2,Complete,Election day exit poll,1.1922150850296,Rick Santorum,Female,White,65 or over,65 or over,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,One of several important factors,Yes,I strongly favor my candidate,The economy,No,Has strong moral character,Protestant,Neutral,Earlier this year,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has strong moral character,Went too far,Not at all,Not much or not at all,State questionnaire,Suburbs,Suburbs,5.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
236973.0,Massachusetts,74.0,Call 2,Complete,Election day exit poll,1.1922150850296,Rick Santorum,Female,White,65 or over,65 or over,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,One of several important factors,Yes,I strongly favor my candidate,The economy,No,Has strong moral character,Protestant,Neutral,Earlier this year,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has strong moral character,Went too far,Not at all,Not much or not at all,State questionnaire,Suburbs,Suburbs,5.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
236919.0,Massachusetts,74.0,Call 2,Complete,Election day exit poll,1.05340981483459,Rick Santorum,Male,White,50-59,50-59,Somewhat conservative,Republican,"$30,000-$49,999",College graduate,The most important factor,Yes,I like my candidate but with reservations,The economy,Yes,Can defeat Barack Obama,Protestant,Somewhat support,Before that,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,Went too far,Not at all,Not much or not at all,State questionnaire,Suburbs,Suburbs,5.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
