ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,WIRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SATROMN,SATSANT,SHAREREL,TEAPARTY,TIMEMD12,WORK,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,ATTEND,CHILD,GOVTPRO,HEALTHCARE12R,RECOVER,WALKERAPP,WINNOM12,ATTEND2,ATTREL,PARENTS,WALKERAPP2,WORKPARENT,WORKSEX,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
308977.0,Wisconsin,3.0,Call 2,Complete,Election day exit poll,0.70879191160202,Ron Paul,Male,White,18-24,17-24,Very conservative,Something else,"Under $30,000",High school or less,,No,I strongly favor my candidate,Not conservative enough,Not conservative enough,,,,Catholic,,,Somewhat,Strongly support,,No,,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,Yes,All others,No,All others,All others,,More than once a week,Yes,Government should do more to promote traditional values,,Getting worse,Somewhat approve,,Weekly,Catholic/Attend weekly,Men with children,Approve,All men,Non-working men,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very downscale
308957.0,Wisconsin,17.0,Call 2,Complete,Election day exit poll,1.56581723690033,Ron Paul,Male,White,30-39,30-39,Somewhat conservative,Republican,"Under $30,000",Some college/assoc. degree,Omit,Yes,,,,Abortion,,Has strong moral character,,Satisfied,Dissatisfied,,Somewhat support,Before that,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Omit,Omit,,,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,Yes,White Born-again/Evangelical Christians,,,,Has strong moral character,,,,Paul,,,Romney,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
308951.0,Wisconsin,45.0,Call 2,Complete,Election day exit poll,1.07294714450836,Ron Paul,Male,,50-59,50-59,Moderate,Independent,,College graduate,Not a factor at all,No,,,,The economy,,Can defeat Barack Obama,,Dissatisfied,Dissatisfied,,Somewhat support,Before that,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,,,,College graduate,More than High school graduate,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,,All others,,,,Can defeat Barack Obama,,,,Paul,,,Romney,,,,,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
308936.0,Wisconsin,66.0,Call 2,Complete,Election day exit poll,0.527026653289795,Ron Paul,Male,Other,25-29,25-29,Very conservative,Independent,"$50,000-$99,999",College graduate,,Yes,I strongly favor my candidate,Not conservative enough,Not conservative enough,,,,Protestant,,,Somewhat,Somewhat support,,Yes,,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,All others,No,,All others,,Once a week,No,Government should not favor one set of values over another,,Getting worse,Somewhat approve,,Weekly,Protestant/Attend weekly,Men without children,Approve,All men,Working men,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,Midwest,Version 2,High Density Urban,Urban,Urban Core,Upscale
308911.0,Wisconsin,82.0,Call 2,Complete,Election day exit poll,1.8495090007782,Ron Paul,Male,White,60-64,60-64,Moderate,Independent,"$30,000-$49,999",Some college/assoc. degree,A minor factor,Yes,,,,Federal budget deficit,No,Has the right experience,,Satisfied,Satisfied,,Strongly support,In the last few days,,Non married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,,,,Has the right experience,,,,Paul,,,Romney,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Upscale
308814.0,Wisconsin,6.0,Call 2,Complete,Election day exit poll,0.699465751647949,Ron Paul,Male,White,18-24,17-24,Somewhat conservative,Independent,"$100,000-$199,999",High school or less,,No,I like my candidate but with reservations,About right,About right,,,,Other,,,Not much,Somewhat support,,No,,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,Not born again,,,Something else,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,All others,,A few times a year,Yes,Government should not favor one set of values over another,,Starting to recover,Strongly approve,,Occasionally,All others,Men with children,Approve,All men,Non-working men,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very upscale
308798.0,Wisconsin,6.0,Call 2,Complete,Election day exit poll,0.350248605012894,Ron Paul,Male,Other,25-29,25-29,Moderate,Democrat,"$30,000-$49,999",Some college/assoc. degree,,No,I dislike the other candidates,Not conservative enough,About right,,,,Other,,,Not much,Somewhat support,,No,,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not born again,,,Something else,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,,All others,,A few times a month,Yes,Government should not favor one set of values over another,,Getting worse,Strongly disapprove,,Occasionally,All others,Men with children,Disapprove,All men,Non-working men,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very upscale
308786.0,Wisconsin,6.0,Call 2,Complete,Election day exit poll,0.577331840991974,Ron Paul,Female,White,65 or over,65 or over,Moderate,Something else,"Under $30,000",High school or less,,No,I dislike the other candidates,Too conservative,Too conservative,,,,Protestant,,,Not at all,Neutral,,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Neutral,Neither,,,Yes,All others,No,White Protestant non-evangelical,All others,,Once a week,No,Government should not favor one set of values over another,,Staying the same,Somewhat approve,,Weekly,Protestant/Attend weekly,Women without children,Approve,"Women, no kids",Non-working women,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very upscale
308475.0,Wisconsin,85.0,Call 1,Complete,Election day exit poll,1.03594505786896,Ron Paul,Female,White,60-64,60-64,Very conservative,Independent,"$30,000-$49,999",High school or less,,No,I strongly favor my candidate,Not conservative enough,Not conservative enough,,,,Catholic,,,A great deal,Somewhat support,,No,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,Yes,All others,No,All others,All others,,More than once a week,Yes,Government should do more to promote traditional values,,Getting worse,Strongly approve,,Weekly,Catholic/Attend weekly,Women with children,Approve,Mothers with no full time job,Non-working women,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
308448.0,Wisconsin,71.0,Call 1,Complete,Election day exit poll,0.732574641704559,Ron Paul,Female,White,18-24,17-24,Moderate,Republican,"$50,000-$99,999",College graduate,,No,I like my candidate but with reservations,About right,Too conservative,,,,Other christian,,,Somewhat,Somewhat oppose,,Yes,,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Oppose,Neither,,,No,All others,No,White Protestant non-evangelical,Working women,,Once a week,No,Government should do more to promote traditional values,,Starting to recover,Strongly approve,,Weekly,All others,Women without children,Approve,"Women, no kids",Working women,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very upscale
308435.0,Wisconsin,100.0,Call 1,Complete,Election day exit poll,0.698956251144409,Ron Paul,Male,White,30-39,30-39,Moderate,Democrat,"$30,000-$49,999",Some college/assoc. degree,Not a factor at all,No,,,,The economy,Yes,Has strong moral character,,Dissatisfied,Dissatisfied,,Strongly support,Before that,,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,Yes,All others,,,,Has strong moral character,,,,Paul,,,Paul,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale
308429.0,Wisconsin,71.0,Call 1,Complete,Election day exit poll,0.551239132881165,Ron Paul,Male,White,60-64,60-64,Somewhat conservative,Independent,"$50,000-$99,999",Postgraduate study,A minor factor,No,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,Satisfied,Dissatisfied,,Somewhat support,In the last few days,,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,A factor,Not important,,,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,,,,Can defeat Barack Obama,,,,Paul,,,Romney,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale
308420.0,Wisconsin,100.0,Call 1,Complete,Election day exit poll,0.80940842628479,Ron Paul,Male,White,18-24,17-24,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,A minor factor,Yes,,,,The economy,No,Has strong moral character,,Satisfied,Dissatisfied,,Somewhat support,Before that,,Non married men,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,Yes,White Born-again/Evangelical Christians,,,,Has strong moral character,,,,Paul,,,Romney,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale
308398.0,Wisconsin,22.0,Call 1,Complete,Election day exit poll,0.747494876384735,Ron Paul,Male,White,30-39,30-39,Somewhat liberal,Democrat,"$30,000-$49,999",Some college/assoc. degree,,No,I strongly favor my candidate,Too conservative,Too conservative,,,,Catholic,,,Somewhat,Neutral,,Yes,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not born again,,,Catholic,A great deal or somewhat,Neutral,Neither,,,Yes,All others,No,All others,All others,,A few times a year,No,Government should not favor one set of values over another,,Staying the same,Somewhat disapprove,,Occasionally,Catholic/Do not attend weekly,Men without children,Disapprove,All men,Working men,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Downscale
308395.0,Wisconsin,100.0,Call 1,Complete,Election day exit poll,0.73204106092453,Ron Paul,Female,White,30-39,30-39,Very liberal,Independent,"Under $30,000",High school or less,,No,I strongly favor my candidate,Too conservative,Not conservative enough,,,,Other,,,Not much,Neutral,,Yes,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Not born again,,,Something else,Not much or not at all,Neutral,Neither,,,Yes,All others,No,All others,Working women,,A few times a year,Yes,Government should not favor one set of values over another,,Staying the same,Somewhat disapprove,,Occasionally,All others,Women with children,Disapprove,Working mom,Working women,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale
308325.0,Wisconsin,105.0,Call 1,Complete,Election day exit poll,0.659512281417847,Ron Paul,Female,White,65 or over,65 or over,Moderate,Independent,"$30,000-$49,999",Some college/assoc. degree,,No,I strongly favor my candidate,About right,Too conservative,,,,Protestant,,,Not much,Strongly oppose,,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Oppose,Neither,,,Yes,All others,No,White Protestant non-evangelical,All others,,A few times a month,No,Government should not favor one set of values over another,,Staying the same,Strongly approve,,Occasionally,Protestant/Do not attend weekly,Women without children,Approve,"Women, no kids",Non-working women,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Suburb,60s Suburbs,Urban Perimeter,Very upscale
308274.0,Wisconsin,51.0,Call 1,Complete,Election day exit poll,0.366157054901123,Ron Paul,Male,Black,60-64,60-64,Somewhat liberal,Independent,"$50,000-$99,999",College graduate,,No,I like my candidate but with reservations,Omit,Too conservative,,,,Catholic,,,Not at all,Neutral,,Yes,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not born again,,,Catholic,Not much or not at all,Neutral,Neither,,,No,All others,No,,All others,,Once a week,No,Government should not favor one set of values over another,,Starting to recover,Strongly disapprove,,Weekly,Catholic/Attend weekly,Men without children,Disapprove,All men,Working men,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 2,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
308247.0,Wisconsin,38.0,Call 1,Complete,Election day exit poll,0.747494876384735,Ron Paul,Male,White,50-59,50-59,Moderate,Republican,"$100,000-$199,999",,,No,I dislike the other candidates,Not conservative enough,Not conservative enough,,,,Catholic,,,Somewhat,Somewhat support,,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,,,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,All others,,Once a week,No,Omit,,Staying the same,Strongly approve,,Weekly,Catholic/Attend weekly,Men without children,Approve,All men,Working men,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
308208.0,Wisconsin,113.0,Call 1,Complete,Election day exit poll,0.637572824954987,Ron Paul,Male,White,50-59,50-59,Very conservative,Independent,"$200,000 or more",Postgraduate study,A minor factor,No,,,,Abortion,Yes,Is a true conservative,,Satisfied,Satisfied,,Strongly support,Earlier this year,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,A factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,,Is a true conservative,,,,Paul,,,Romney,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale
308197.0,Wisconsin,52.0,Call 1,Complete,Election day exit poll,0.857988357543945,Ron Paul,Male,White,45-49,45-49,Moderate,Independent,"$100,000-$199,999",Some college/assoc. degree,Not a factor at all,No,,,,The economy,Yes,Has strong moral character,,Dissatisfied,Satisfied,,Neutral,In March,,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,Not a factor,Not important,,,Neutral,Neither,Earlier than that,Since January 1st,No,All others,,,,Has strong moral character,,,,Paul,,,Romney,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 1,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
308190.0,Wisconsin,52.0,Call 1,Not complete,Election day exit poll,0.783019721508026,Ron Paul,Male,White,60-64,60-64,,,,High school or less,,,I dislike the other candidates,,,,,,,,,A great deal,,,No,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,,,,,,,,No college degree,High school graduate or less,,,,,A great deal or somewhat,,,,,,,,,All others,,,No,Government should do more to promote traditional values,,,,,,,Men without children,,All men,Non-working men,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 2,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
308159.0,Wisconsin,21.0,Call 1,Complete,Election day exit poll,0.668077409267426,Ron Paul,Female,White,60-64,60-64,Very liberal,Democrat,"$50,000-$99,999",High school or less,Not a factor at all,No,,,,The economy,Yes,Has strong moral character,,Dissatisfied,Dissatisfied,,Strongly oppose,Just today,,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,Not a factor,Not important,,,Oppose,Neither,Last few days,Since January 1st,No,All others,,,,Has strong moral character,,,,Gingrich,,,Romney,,,,,,,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
308131.0,Wisconsin,98.0,Call 1,Complete,Election day exit poll,0.737255275249481,Ron Paul,Male,White,50-59,50-59,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,One of several important factors,No,,,,The economy,Yes,Can defeat Barack Obama,,Satisfied,Satisfied,,Strongly support,Earlier this year,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,A factor,Important,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,,Can defeat Barack Obama,,,,Gingrich,,,Romney,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
308126.0,Wisconsin,94.0,Call 1,Complete,Election day exit poll,2.28517293930054,Ron Paul,Female,White,60-64,60-64,Somewhat conservative,Democrat,"$50,000-$99,999",Postgraduate study,One of several important factors,No,,,,Federal budget deficit,Yes,Has the right experience,,Satisfied,Dissatisfied,,Strongly oppose,Just today,,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Democrat,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,A factor,Important,,,Oppose,Neither,Last few days,Since January 1st,No,All others,,,,Has the right experience,,,,Paul,,,Romney,,,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
308121.0,Wisconsin,98.0,Call 1,Complete,Election day exit poll,0.853759586811066,Ron Paul,Male,White,18-24,17-24,Moderate,Independent,"Under $30,000",High school or less,,No,I dislike the other candidates,Too conservative,Too conservative,,,,Other,,,Not at all,Neutral,,No,,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Not born again,,,Something else,Not much or not at all,Neutral,Neither,,,Yes,All others,No,All others,All others,,Never,No,Government should not favor one set of values over another,,Getting worse,Somewhat disapprove,,Never,All others,Men without children,Disapprove,All men,Non-working men,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
308110.0,Wisconsin,99.0,Call 1,Complete,Election day exit poll,0.903252899646759,Ron Paul,Male,White,25-29,25-29,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Not a factor at all,No,,,,Federal budget deficit,Yes,Is a true conservative,,Satisfied,Satisfied,,Strongly support,Just today,,Married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,,,,Is a true conservative,,,,Omit,,,Romney,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
308106.0,Wisconsin,94.0,Call 1,Complete,Election day exit poll,2.18189382553101,Ron Paul,Male,White,65 or over,65 or over,Very liberal,Democrat,"$50,000-$99,999",High school or less,,No,I like my candidate but with reservations,Not conservative enough,Not conservative enough,,,,Other,,,Not much,Neutral,,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Not born again,,,Something else,Not much or not at all,Neutral,Neither,,,No,All others,No,All others,All others,,Never,No,Government should do more to promote traditional values,,Staying the same,Somewhat approve,,Never,All others,Men without children,Approve,All men,Non-working men,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale
308059.0,Wisconsin,94.0,Call 1,Complete,Election day exit poll,2.39079475402832,Ron Paul,Male,White,50-59,50-59,Moderate,Independent,"$30,000-$49,999",High school or less,The most important factor,No,,,,The economy,No,Has strong moral character,,Dissatisfied,Dissatisfied,,Strongly oppose,In March,,Non married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,A factor,Important,,,Oppose,Neither,Earlier than that,Since January 1st,Yes,All others,,,,Has strong moral character,,,,Paul,,,Romney,,,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
308054.0,Wisconsin,37.0,Call 1,Complete,Election day exit poll,0.961064875125885,Ron Paul,Male,White,30-39,30-39,Somewhat conservative,Independent,"$30,000-$49,999",High school or less,,No,I strongly favor my candidate,Not conservative enough,About right,,,,Catholic,,,Not at all,Somewhat support,,Yes,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Not born again,,,Catholic,Not much or not at all,Support,Tea Party supporter and not born-again,,,Yes,All others,No,All others,All others,,A few times a year,No,Government should do more to promote traditional values,,Getting worse,Strongly approve,,Occasionally,Catholic/Do not attend weekly,Men without children,Approve,All men,Working men,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
308051.0,Wisconsin,6.0,Call 1,Complete,Election day exit poll,0.604016363620758,Ron Paul,Male,White,50-59,50-59,Moderate,Independent,"$100,000-$199,999",College graduate,Omit,No,,,,Federal budget deficit,,Has the right experience,,Dissatisfied,Dissatisfied,,Strongly support,In March,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Omit,Omit,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,,Has the right experience,,,,Paul,,,Romney,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale
308012.0,Wisconsin,45.0,Call 1,Complete,Election day exit poll,1.40840101242065,Ron Paul,Female,White,25-29,25-29,Very liberal,Democrat,"$30,000-$49,999",College graduate,,No,I dislike the other candidates,Too conservative,Too conservative,,,,Other christian,,,Not at all,Strongly oppose,,No,,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Oppose,Neither,,,No,All others,No,White Protestant non-evangelical,All others,,Once a week,No,Government should not favor one set of values over another,,Starting to recover,Strongly disapprove,,Weekly,All others,Women without children,Disapprove,"Women, no kids",Non-working women,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale
