ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,NVRPRS12,SEX,QRACEAI,XAGE8,PHIL5,PARTYIA,INCOME12RNH,EDUC12R,LATINO,BREAK12CAUNV,BRNAGAIN,ISSREP12NV,QLTIA12R,RELIGN10,TEAPARTY,TIMENV12,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BREAKFACT,BREAKIMP,REL5,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIMTH,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,QRACE3,RACE,SPANISHQ,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
112490.0,Nevada,112.0,Call 1,Complete,Election day exit poll,0.759811282157898,Newt Gingrich,Male,White,65 or over,Very conservative,Republican,"$30,000-$49,999",High school or less,No,One of several important factors,No,The economy,Is a true conservative,Protestant,Strongly support,In the last few days,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,Last few days,In the last month,Yes,All others,No,White Protestant non-evangelical,Is a true conservative,White,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 1,Low Density Rural,Urban,Urban Core,Very upscale
113331.0,Nevada,112.0,Call 3,Complete,Election day exit poll,0.759811282157898,Newt Gingrich,Male,White,65 or over,Very conservative,Republican,"$50,000-$99,999",High school or less,No,One of several important factors,No,Federal budget deficit,Has the right experience,Catholic,Neutral,Before that,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,A factor,Important,Catholic,Neutral,Neither,Earlier than that,Earlier than that,No,All others,No,All others,Has the right experience,White,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 1,Low Density Rural,Urban,Urban Core,Very upscale
113170.0,Nevada,112.0,Call 2,Complete,Election day exit poll,0.759811282157898,Newt Gingrich,Male,White,60-64,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,Omit,No,The economy,Has the right experience,Protestant,Strongly support,Before that,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Omit,Omit,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,No,All others,No,White Protestant non-evangelical,Has the right experience,White,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 1,Low Density Rural,Urban,Urban Core,Very upscale
113018.0,Nevada,61.0,Call 2,Complete,Election day exit poll,0.762896239757538,Newt Gingrich,,,,Very conservative,Republican,,Postgraduate study,,Not a factor at all,Yes,The economy,Can defeat Barack Obama,Protestant,Strongly support,Before that,,,,,,Republican,Conservative,Very conservative,Very conservative,,,,College graduate,More than High school graduate,Not a factor,Not important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,,,,,Can defeat Barack Obama,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
112963.0,Nevada,61.0,Call 2,Complete,Election day exit poll,0.780730187892914,Newt Gingrich,Female,White,17-24,Very conservative,Something else,"Under $30,000",High school or less,No,Not a factor at all,,The economy,Can defeat Barack Obama,Mormon,Strongly support,Before that,17-29,17-29,17-44,17-29,17-24,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Not a factor,Not important,Protestant/Other Non-Catholic Christian,Support,,Earlier than that,Earlier than that,Yes,,No,,Can defeat Barack Obama,White,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
113308.0,Nevada,51.0,Call 3,Complete,Election day exit poll,0.799555122852325,Newt Gingrich,Female,,17-24,Somewhat conservative,Republican,"Under $30,000",Some college/assoc. degree,No,One of several important factors,Yes,Illegal immigration,Is a true conservative,,Strongly support,In the last few days,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Important,,Support,Both Tea Party supporter and born-again,Last few days,In the last month,,,,,Is a true conservative,,,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
113023.0,Nevada,115.0,Call 2,Complete,Election day exit poll,0.832034230232239,Newt Gingrich,Female,,65 or over,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,,One of several important factors,Yes,Federal budget deficit,Has the right experience,Protestant,Somewhat support,Before that,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,,,,,Has the right experience,,,,State questionnaire,Rural,Small Cities/Rural,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
113042.0,Nevada,61.0,Call 2,Complete,Election day exit poll,0.834112942218781,Newt Gingrich,Female,White,50-59,Very conservative,Republican,"$50,000-$99,999",College graduate,No,A minor factor,Yes,The economy,Can defeat Barack Obama,Protestant,Strongly support,In January,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,White,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
112954.0,Nevada,61.0,Call 2,Complete,Election day exit poll,0.834112942218781,Newt Gingrich,Female,White,50-59,Very liberal,Republican,"$50,000-$99,999",College graduate,No,Not a factor at all,No,The economy,Can defeat Barack Obama,Protestant,Somewhat support,In January,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,No,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,White,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
111898.0,Nevada,61.0,Call 1,Complete,Election day exit poll,0.834112942218781,Newt Gingrich,Female,White,30-39,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,No,Not a factor at all,Yes,The economy,Is a true conservative,Protestant,Strongly support,Before that,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Is a true conservative,White,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
112275.0,Nevada,51.0,Call 1,Complete,Election day exit poll,0.836942195892334,Newt Gingrich,Male,Black,30-39,Somewhat conservative,Independent,"$50,000-$99,999",Some college/assoc. degree,No,The most important factor,No,Federal budget deficit,Can defeat Barack Obama,Other christian,Strongly support,Before that,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,No,All others,No,All others,Can defeat Barack Obama,Black,Black,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
112509.0,Nevada,115.0,Call 1,Complete,Election day exit poll,0.841762125492096,Newt Gingrich,Female,White,17-24,Very conservative,Republican,"$200,000 or more",High school or less,No,Not a factor at all,No,Omit,Omit,Catholic,Strongly support,Just today,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,Not a factor,Not important,Catholic,Support,Tea Party supporter and not born-again,Last few days,In the last month,No,All others,No,All others,Omit,White,White,English,State questionnaire,Rural,Small Cities/Rural,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
113003.0,Nevada,103.0,Call 2,Complete,Election day exit poll,0.857755720615387,Newt Gingrich,Female,Black,25-29,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,Omit,Yes,The economy,Can defeat Barack Obama,Catholic,Strongly support,Just today,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Omit,Omit,Catholic,Support,Both Tea Party supporter and born-again,Last few days,In the last month,No,All others,No,All others,Can defeat Barack Obama,Black,Black,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 1,Low Density Rural,Urban,Urban Core,Upscale
111895.0,Nevada,61.0,Call 1,Complete,Election day exit poll,0.859920203685761,Newt Gingrich,Female,White,65 or over,Very conservative,Independent,"Under $30,000",College graduate,No,Not a factor at all,Yes,Omit,Omit,Protestant,Strongly support,In January,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Omit,White,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
112946.0,Nevada,61.0,Call 2,Complete,Election day exit poll,0.859920203685761,Newt Gingrich,Female,White,65 or over,Very conservative,Republican,"Under $30,000",High school or less,No,One of several important factors,No,The economy,Can defeat Barack Obama,Mormon,Strongly support,Just today,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,Last few days,In the last month,Yes,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,White,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
111909.0,Nevada,61.0,Call 1,Complete,Election day exit poll,0.859920203685761,Newt Gingrich,Female,White,65 or over,Very conservative,,"Under $30,000",Some college/assoc. degree,No,Omit,Yes,The economy,Can defeat Barack Obama,Protestant,Somewhat support,Before that,65+,60+,45+,60+,65+,,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Omit,Omit,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,White,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
113251.0,Nevada,93.0,Call 2,Complete,Election day exit poll,0.860800206661224,Newt Gingrich,Female,White,50-59,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,The most important factor,No,Federal budget deficit,Is a true conservative,Other christian,Strongly support,In January,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,No,All others,No,White Protestant non-evangelical,Is a true conservative,White,White,English,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
113237.0,Nevada,93.0,Call 2,Complete,Election day exit poll,0.860800206661224,Newt Gingrich,Female,White,45-49,Very conservative,Republican,"$50,000-$99,999",High school or less,No,Not a factor at all,Yes,The economy,Is a true conservative,Other christian,Strongly support,In January,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Not a factor,Not important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Is a true conservative,White,White,English,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
113182.0,Nevada,93.0,Call 2,Complete,Election day exit poll,0.860800206661224,Newt Gingrich,Female,White,40-44,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,No,A minor factor,No,Abortion,Has the right experience,Catholic,Neutral,In January,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Catholic,Neutral,Neither,Earlier than that,In the last month,No,All others,No,All others,Has the right experience,White,White,English,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
112519.0,Nevada,115.0,Call 1,Complete,Election day exit poll,0.873239517211914,Newt Gingrich,Male,,60-64,Somewhat conservative,Republican,,College graduate,No,A minor factor,Yes,Federal budget deficit,Can defeat Barack Obama,Catholic,Somewhat support,Before that,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,A factor,Not important,Catholic,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,,,No,,Can defeat Barack Obama,,,English,State questionnaire,Rural,Small Cities/Rural,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
112988.0,Nevada,61.0,Call 2,Complete,Election day exit poll,0.875421166419983,Newt Gingrich,Male,White,50-59,Very liberal,Republican,"$30,000-$49,999",Some college/assoc. degree,No,A minor factor,No,The economy,Can defeat Barack Obama,Catholic,Strongly support,In January,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Catholic,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,Yes,All others,No,All others,Can defeat Barack Obama,White,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
111851.0,Nevada,61.0,Call 1,Complete,Election day exit poll,0.875421166419983,Newt Gingrich,Male,White,30-39,Somewhat conservative,Republican,"$50,000-$99,999",Postgraduate study,No,One of several important factors,Yes,The economy,Is a true conservative,Protestant,Strongly support,In January,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Is a true conservative,White,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
112101.0,Nevada,61.0,Call 1,Complete,Election day exit poll,0.875421166419983,Newt Gingrich,Male,White,50-59,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,No,Not a factor at all,No,Federal budget deficit,Is a true conservative,Protestant,Strongly support,In the last few days,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Not a factor,Not important,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,Last few days,In the last month,No,All others,No,White Protestant non-evangelical,Is a true conservative,White,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
112009.0,Nevada,61.0,Call 1,Complete,Election day exit poll,0.875421166419983,Newt Gingrich,Male,White,40-44,Somewhat conservative,Republican,"Under $30,000",High school or less,No,Not a factor at all,Yes,Abortion,Is a true conservative,Protestant,Neutral,Before that,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Not a factor,Not important,Protestant/Other Non-Catholic Christian,Neutral,Born-again but not Tea Party supporter,Earlier than that,Earlier than that,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Is a true conservative,White,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
112915.0,Nevada,61.0,Call 2,Complete,Election day exit poll,0.875421166419983,Newt Gingrich,Male,White,50-59,Somewhat conservative,Republican,"$50,000-$99,999",Postgraduate study,No,A minor factor,No,Federal budget deficit,Has the right experience,Jewish,Somewhat support,In the last few days,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Jewish,Support,Tea Party supporter and not born-again,Last few days,In the last month,No,All others,No,All others,Has the right experience,White,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
112464.0,Nevada,76.0,Call 1,Complete,Election day exit poll,0.879445135593414,Newt Gingrich,Female,White,45-49,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,Yes,A minor factor,,Federal budget deficit,Omit,Protestant,Strongly support,In the last few days,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Not important,Protestant/Other Non-Catholic Christian,Support,,Last few days,In the last month,No,All others,No,,Omit,Other,Hispanic/Latino,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
112599.0,Nevada,115.0,Call 1,Complete,Election day exit poll,0.883449196815491,Newt Gingrich,Male,Hispanic/Latino,25-29,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Yes,One of several important factors,Yes,Federal budget deficit,Is a true conservative,Other christian,Somewhat support,Before that,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,All others,No,All others,Is a true conservative,Other,Hispanic/Latino,English,State questionnaire,Rural,Small Cities/Rural,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
113193.0,Nevada,93.0,Call 2,Complete,Election day exit poll,0.887433230876923,Newt Gingrich,Female,White,60-64,Very conservative,Independent,"$100,000-$199,999",Some college/assoc. degree,No,Not a factor at all,Yes,Abortion,Has the right experience,Protestant,Strongly support,Before that,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Not a factor,Not important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has the right experience,White,White,English,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
112439.0,Nevada,93.0,Call 1,Complete,Election day exit poll,0.887433230876923,Newt Gingrich,Female,White,65 or over,Somewhat conservative,Independent,"Under $30,000",Some college/assoc. degree,No,Not a factor at all,No,Federal budget deficit,Has the right experience,Protestant,Strongly support,In January,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,Yes,All others,No,White Protestant non-evangelical,Has the right experience,White,White,English,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
112742.0,Nevada,115.0,Call 1,Complete,Election day exit poll,0.899317979812622,Newt Gingrich,Female,White,30-39,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,No,One of several important factors,No,The economy,Can defeat Barack Obama,Other,Somewhat support,In January,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Something else,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,No,All others,No,All others,Can defeat Barack Obama,White,White,English,State questionnaire,Rural,Small Cities/Rural,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
113158.0,Nevada,115.0,Call 3,Complete,Election day exit poll,0.899317979812622,Newt Gingrich,Female,White,30-39,Very conservative,Republican,"$50,000-$99,999",High school or less,No,Not a factor at all,No,Federal budget deficit,Can defeat Barack Obama,Other christian,Neutral,In January,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Not a factor,Not important,Protestant/Other Non-Catholic Christian,Neutral,Neither,Earlier than that,In the last month,No,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,White,White,English,State questionnaire,Rural,Small Cities/Rural,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
113050.0,Nevada,115.0,Call 2,Complete,Election day exit poll,0.899317979812622,Newt Gingrich,Female,Other,45-49,Very conservative,Republican,"$200,000 or more",Postgraduate study,No,One of several important factors,No,Omit,Is a true conservative,Catholic,Somewhat support,Before that,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Catholic,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,No,All others,No,All others,Is a true conservative,Other,Other,English,State questionnaire,Rural,Small Cities/Rural,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
113025.0,Nevada,115.0,Call 2,Complete,Election day exit poll,0.899317979812622,Newt Gingrich,Female,White,50-59,Very conservative,Republican,"$50,000-$99,999",College graduate,No,A minor factor,Yes,Federal budget deficit,Has the right experience,Protestant,Strongly support,Before that,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has the right experience,White,White,English,State questionnaire,Rural,Small Cities/Rural,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
111959.0,Nevada,61.0,Call 1,Complete,Election day exit poll,0.902506530284882,Newt Gingrich,Male,White,60-64,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,One of several important factors,No,Federal budget deficit,Can defeat Barack Obama,Catholic,Strongly support,In January,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Important,Catholic,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,No,All others,No,All others,Can defeat Barack Obama,White,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
112997.0,Nevada,61.0,Call 2,Complete,Election day exit poll,0.902506530284882,Newt Gingrich,Male,Asian,60-64,Very conservative,Republican,"$100,000-$199,999",College graduate,No,The most important factor,Yes,The economy,Can defeat Barack Obama,Other christian,Strongly support,In the last few days,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Last few days,In the last month,No,All others,No,All others,Can defeat Barack Obama,Other,Asian,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
112879.0,Nevada,61.0,Call 2,Complete,Election day exit poll,0.902506530284882,Newt Gingrich,Male,Hispanic/Latino,65 or over,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,Yes,Not a factor at all,No,Federal budget deficit,Can defeat Barack Obama,None,Strongly support,Before that,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,None,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,No,All others,No,All others,Can defeat Barack Obama,Other,Hispanic/Latino,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
111853.0,Nevada,61.0,Call 1,Complete,Election day exit poll,0.902506530284882,Newt Gingrich,Male,Other,60-64,Very conservative,Something else,"Under $30,000",College graduate,No,Not a factor at all,Yes,Federal budget deficit,Is a true conservative,Catholic,Strongly support,Before that,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Catholic,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,All others,No,All others,Is a true conservative,Other,Other,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
111973.0,Nevada,61.0,Call 1,Complete,Election day exit poll,0.902506530284882,Newt Gingrich,Male,White,65 or over,Very conservative,Republican,"Under $30,000",,No,One of several important factors,Yes,The economy,Has the right experience,Protestant,Strongly support,Before that,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,,,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has the right experience,White,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
113240.0,Nevada,93.0,Call 2,Complete,Election day exit poll,0.903430044651031,Newt Gingrich,Male,White,50-59,Somewhat conservative,Independent,"$50,000-$99,999",College graduate,No,Not a factor at all,No,Federal budget deficit,Can defeat Barack Obama,Catholic,Somewhat support,Before that,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Catholic,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,No,All others,No,All others,Can defeat Barack Obama,White,White,English,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
