ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,BRNAGAIN,BROWNBACK2,CALL,CDNUM,DESCRIBP12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARRIED,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSKS12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,WHTEVANG,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
49930.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,Latino 60+,Latino 65+,Once a week,Weekly,Complete,No,Disapprove,Call 2,4.0,I strongly favor my candidate,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,Better today,3.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Health care,Yes,Yes,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,64.0,Barack Obama,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Midwest,Male,Latino men,Married men,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,All others,High Density Urban,Urban,Urban Core,Very downscale,67211.0,0.84900426864624
23296.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,A few times a month,Occasionally,Complete,Yes,Approve,Call 1,4.0,I like my candidate but with reservations,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,No,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,58.0,Barack Obama,White,White,State questionnaire,White,Midwest,Male,White men,Married men,Suburbs,Suburbs,Kansas,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,White Born-again/Evangelical Christians,Suburb,80s Suburbs,Urban Perimeter,Very upscale,67037.0,0.776729941368103
70578.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,A few times a month,Occasionally,Complete,No,Omit,Call 3,3.0,I like my candidate but with reservations,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Better today,1.0,Omit,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Health care,No,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,36.0,Barack Obama,White,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs,Kansas,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,All others,Suburb,70s Suburbs,Urban Perimeter,Very upscale,66216.0,1.31930994987488
67139.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Complete,No,Approve,Call 3,2.0,I dislike the other candidates,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Unfavorable,Better today,2.0,Government should do more to solve problems,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Health care,,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,1.0,Barack Obama,White,White,State questionnaire,White,Midwest,Male,White men,Married men,Rural,Small Cities/Rural,Kansas,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,All others,Extremely Low Density Rural,Rural,Rural,Downscale,66016.0,2.00979685783386
69619.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Complete,No,Disapprove,Call 3,4.0,I like my candidate but with reservations,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Omit,Worse today,3.0,Government should do more to solve problems,Mitt Romney,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Health care,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,64.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,Yes,All others,High Density Urban,Urban,Urban Core,Very downscale,67211.0,0.912623107433319
24473.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,More than once a week,Weekly,Complete,Yes,Approve,Call 1,2.0,I dislike the other candidates,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,About the same,2.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Health care,No,Yes,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,1.0,Other,White,White,State questionnaire,White,Midwest,Female,White women,Married women,Rural,Small Cities/Rural,Kansas,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Downscale,66016.0,0.920623958110809
47072.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,More than once a week,Weekly,Complete,,Approve,Call 2,3.0,I like my candidate but with reservations,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,About the same,1.0,Omit,Omit,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Omit,Health care,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,,20.0,Barack Obama,White,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs,Kansas,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,All others,Suburb,80s Suburbs,Urban Perimeter,Very upscale,66209.0,1.1496844291687
24995.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,All others,All others,Omit,Omit,Complete,No,Disapprove,Call 1,4.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Omit,Omit,3.0,Omit,Barack Obama,,,,,,,Barack Obama,Omit,,No,45+,65+,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,,64.0,Barack Obama,Other,Asian,State questionnaire,Asian,Midwest,Female,All other races,Non married women,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,All others,High Density Urban,Urban,Urban Core,Very downscale,67211.0,0.803381383419037
69782.0,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,Once a week,Weekly,Complete,No,Disapprove,Call 3,2.0,I dislike the other candidates,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Favorable,Worse today,2.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Mitt Romney,Foreign policy,No,Yes,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,1.0,Mitt Romney,Black,Black,State questionnaire,Black,Midwest,Female,Black women,Married women,Rural,Small Cities/Rural,Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,All others,Extremely Low Density Rural,Rural,Rural,Downscale,66016.0,1.348628282547
47827.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Complete,,,Call 2,2.0,,College graduate,College graduate,More than High school graduate,White college degree,,,Better today,1.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,Federal budget deficit,No,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,76.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,,Suburb,Urban,Urban Core,Upscale,66611.0,1.29721570014954
47965.0,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,A few times a month,Occasionally,Complete,Yes,Approve,Call 2,3.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Favorable,Better today,1.0,Government should do more to solve problems,Mitt Romney,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Federal budget deficit,No,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,85.0,Barack Obama,Black,Black,State questionnaire,Black,Midwest,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,All others,Suburb,Urban,Urban Core,Very downscale,66104.0,0.563977360725403
47993.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Complete,No,Disapprove,Call 2,3.0,I like my candidate but with reservations,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Worse today,1.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Federal budget deficit,No,Yes,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,36.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Male,White men,Married men,Suburbs,Suburbs,Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,All others,Suburb,70s Suburbs,Urban Perimeter,Very upscale,66216.0,1.52652955055237
49501.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,No,Omit,Call 2,2.0,I dislike the other candidates,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,About the same,2.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Omit,Federal budget deficit,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,1.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Male,White men,Married men,Rural,Small Cities/Rural,Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,All others,Extremely Low Density Rural,Rural,Rural,Downscale,66016.0,1.5520236492157
69730.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,More than once a week,Weekly,Complete,Yes,Disapprove,Call 3,4.0,I like my candidate but with reservations,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Omit,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Omit,Federal budget deficit,No,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,58.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Female,White women,Non married women,Suburbs,Suburbs,Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,White Born-again/Evangelical Christians,Suburb,80s Suburbs,Urban Perimeter,Very upscale,67037.0,1.07337164878845
69027.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Complete,No,Approve,Call 3,4.0,I like my candidate but with reservations,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Worse today,3.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,58.0,Barack Obama,White,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs,Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,All others,Suburb,80s Suburbs,Urban Perimeter,Very upscale,67037.0,0.734990775585175
50334.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,All others,All others,Once a week,Weekly,Complete,Yes,Approve,Call 2,4.0,I like my candidate but with reservations,,,,,Favorable,Unfavorable,About the same,3.0,Government should do more to solve problems,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,No,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Liberal,64.0,Barack Obama,Other,Asian,State questionnaire,Asian,Midwest,Female,All other races,Non married women,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,All others,High Density Urban,Urban,Urban Core,Very downscale,67211.0,0.887050449848175
70505.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Complete,Yes,Approve,Call 3,3.0,I like my candidate but with reservations,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,About the same,1.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,85.0,Barack Obama,White,White,State questionnaire,White,Midwest,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,Yes,White Born-again/Evangelical Christians,Suburb,Urban,Urban Core,Very downscale,66104.0,0.614157259464264
23538.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,A few times a year,Occasionally,Complete,Yes,Disapprove,Call 1,4.0,I dislike the other candidates,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,The economy,No,Yes,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Conservative,58.0,Barack Obama,Black,Black,State questionnaire,Black,Midwest,Male,Black men,Married men,Suburbs,Suburbs,Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,All others,Suburb,80s Suburbs,Urban Perimeter,Very upscale,67037.0,0.598672807216644
72069.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,A few times a month,Occasionally,Complete,Yes,Disapprove,Call 3,3.0,I like my candidate but with reservations,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,About the same,1.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,36.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs,Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,White Born-again/Evangelical Christians,Suburb,70s Suburbs,Urban Perimeter,Very upscale,66216.0,1.33869338035584
72067.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,A few times a month,Occasionally,Complete,Yes,Disapprove,Call 3,3.0,I like my candidate but with reservations,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,About the same,1.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,36.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs,Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,White Born-again/Evangelical Christians,Suburb,70s Suburbs,Urban Perimeter,Very upscale,66216.0,1.33869338035584
69977.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,A few times a month,Occasionally,Complete,No,Disapprove,Call 3,3.0,I like my candidate but with reservations,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,About the same,1.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,36.0,Other,White,White,State questionnaire,White,Midwest,Male,White men,Married men,Suburbs,Suburbs,Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,All others,Suburb,70s Suburbs,Urban Perimeter,Very upscale,66216.0,1.63659918308258
49273.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a year,Occasionally,Complete,,Disapprove,Call 2,3.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,1.0,Government should do more to solve problems,Omit,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,Yes,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,36.0,Barack Obama,White,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs,Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,Yes,All others,Suburb,70s Suburbs,Urban Perimeter,Very upscale,66216.0,1.42358303070068
49272.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a year,Occasionally,Complete,,Disapprove,Call 2,3.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,1.0,Government should do more to solve problems,Omit,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,Yes,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,36.0,Barack Obama,White,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs,Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,Yes,All others,Suburb,70s Suburbs,Urban Perimeter,Very upscale,66216.0,1.42358303070068
23910.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,More than once a week,Weekly,Complete,No,Disapprove,Call 1,1.0,I like my candidate but with reservations,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Unfavorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Omit,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,Yes,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,46.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Male,White men,Married men,Rural,Small Cities/Rural,Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,Yes,All others,Extremely Low Density Rural,Rural,Rural,Downscale,67420.0,0.960347354412079
23520.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Complete,No,Disapprove,Call 1,4.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Omit,Omit,About the same,3.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,64.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,Yes,All others,High Density Urban,Urban,Urban Core,Very downscale,67211.0,0.912623107433319
47222.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,A few times a month,Occasionally,Complete,Yes,Disapprove,Call 2,3.0,I like my candidate but with reservations,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,About the same,1.0,Government should do more to solve problems,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,20.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs,Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,White Born-again/Evangelical Christians,Suburb,80s Suburbs,Urban Perimeter,Very upscale,66209.0,1.16657567024231
23857.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete,Yes,Approve,Call 1,1.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Omit,About the same,4.0,Government should do more to solve problems,Mitt Romney,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,46.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Male,White men,Non married men,Rural,Small Cities/Rural,Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,Yes,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Downscale,67420.0,0.890004813671112
23797.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Complete,No,Disapprove,Call 1,1.0,I like my candidate but with reservations,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Better today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Liberal,46.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Male,White men,Married men,Rural,Small Cities/Rural,Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,All others,Extremely Low Density Rural,Rural,Rural,Downscale,67420.0,0.890004813671112
70943.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Complete,,Disapprove,Call 3,3.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,Worse today,1.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Liberal,85.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,Yes,All others,Suburb,Urban,Urban Core,Very downscale,66104.0,0.658570110797882
71489.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete,Yes,Approve,Call 3,1.0,I like my candidate but with reservations,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,46.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Male,White men,Married men,Rural,Small Cities/Rural,Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Downscale,67420.0,0.890004813671112
24401.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,Yes,Disapprove,Call 1,4.0,I like my candidate but with reservations,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,58.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs,Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,Yes,White Born-again/Evangelical Christians,Suburb,80s Suburbs,Urban Perimeter,Very upscale,67037.0,0.900922775268555
69925.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Never,Never,Complete,No,Approve,Call 3,4.0,I dislike the other candidates,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Unfavorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,64.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,Yes,All others,High Density Urban,Urban,Urban Core,Very downscale,67211.0,1.14905846118927
