ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOTV12,GOTVOBAMA,GOTVROMN,GOVTDO10,HANDLEECON12,HANDLEENERGY12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTL12,INTLOBAMA,INTLROMNEY,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSIA12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TAXINC12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNFR12,UNFROBAM,UNFRROMN,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
26073.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,Call 1,1.0,,,No,I strongly favor my candidate,Staying about the same,George W. Bush,Poor and staying the same,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,2.0,,,,,Barack Obama,Barack Obama,,,,,,,,,,,,,Barack Obama,The economy,,Yes,All others,Yes,Not so good,Not so good or poor,,,,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Conservative,111.0,Barack Obama,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Midwest,,,,,Female,Latino women,Married women,Rural,Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,No,,,,,,,Extremely Low Density Rural,Rural,Rural,Upscale,52101.0,0.480201870203018
31196.0,Legal,Legal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,Call 1,4.0,,,No,I like my candidate but with reservations,Staying about the same,George W. Bush,Poor and staying the same,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,,,,Barack Obama,Barack Obama,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,Barack Obama,The economy,,No,All others,Yes,Not so good,Not so good or poor,,,,45+,65+,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,17.0,Barack Obama,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Male,White men,Married men,Rural,Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,Yes,,,,,,,Extremely Low Density Rural,Rural,Rural,Downscale,51338.0,0.814425349235535
53189.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 2,1.0,,,No,I like my candidate but with reservations,Staying about the same,George W. Bush,Poor and staying the same,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,2.0,,,,,Barack Obama,Barack Obama,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,Barack Obama,The economy,,No,All others,Yes,Not so good,Not so good or poor,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,37.0,Barack Obama,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Female,White women,Married women,Rural,Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,No,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,52147.0,0.467889010906219
75098.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 3,1.0,,,No,I like my candidate but with reservations,Staying about the same,George W. Bush,Poor and staying the same,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,,,,Barack Obama,Barack Obama,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,Barack Obama,The economy,,No,All others,Yes,Not so good,Not so good or poor,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,110.0,Barack Obama,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Male,White men,Married men,Rural,Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,No,,,,,,,Extremely Low Density Rural,Rural,Rural,Downscale,52144.0,0.533705532550812
28908.0,Legal,Legal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,Call 1,1.0,,,No,I dislike the other candidates,Staying about the same,Omit,Poor and staying the same,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,,,,Barack Obama,Barack Obama,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,Barack Obama,The economy,,No,All others,Yes,Not so good,Not so good or poor,,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,65.0,Barack Obama,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,No,,,,,,,Low Density Rural,Rural,Rural,Upscale,50158.0,0.705104470252991
74659.0,Illegal,Illegal in most cases,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 3,1.0,,,Yes,I strongly favor my candidate,Getting worse,George W. Bush,Worse,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,,,,Barack Obama,Barack Obama,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,Barack Obama,The economy,,No,Married with children,Yes,Not so good,Not so good or poor,,,,18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,110.0,Barack Obama,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Female,White women,Married women,Rural,Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,No,,,,,,,Extremely Low Density Rural,Rural,Rural,Downscale,52144.0,0.55812931060791
75246.0,Legal,Legal in most cases,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,,Call 3,4.0,,,No,I like my candidate but with reservations,Getting worse,George W. Bush,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,,,,Barack Obama,Barack Obama,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,Barack Obama,The economy,,No,All others,Yes,Not so good,Not so good or poor,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,17.0,Barack Obama,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Female,White women,Married women,Rural,Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,No,,,,,,,Extremely Low Density Rural,Rural,Rural,Downscale,51338.0,0.723263025283813
3451.0,Legal,Legal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,4.0,,,No,I like my candidate but with reservations,Getting better,George W. Bush,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,,,,Omit,Omit,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,Barack Obama,The economy,,No,All others,No,Not so good,Not so good or poor,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50014.0,Barack Obama,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Male,White men,Non married men,Rural,Small Cities/Rural, Iowa,,Telephone survey,,,,,,,Version 2,,No,,,,,,,Low Density Rural,Rural,Rural,Upscale,50201.0,2.95160579681396
53185.0,Illegal,Illegal in most cases,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 2,4.0,,,Yes,I like my candidate but with reservations,Staying about the same,George W. Bush,Poor and staying the same,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,,,,,Mitt Romney,Barack Obama,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,Mitt Romney,The economy,,No,Married with children,Yes,Not so good,Not so good or poor,,,,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,12.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Male,White men,Married men,Rural,Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,Yes,,,,,,,Low Density Rural,Rural,Rural,Upscale,51401.0,0.741365075111389
75311.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 3,2.0,,,No,I strongly favor my candidate,Staying about the same,Barack Obama,Poor and staying the same,The housing market,High school graduate,No college degree,High school graduate or less,White no college degree,,,,3.0,,,,,Mitt Romney,Mitt Romney,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,Mitt Romney,The economy,,No,All others,Yes,Not so good,Not so good or poor,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,43.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,Yes,,,,,,,Low Density Rural,Rural,Rural,Upscale,50208.0,1.59996318817139
75708.0,Legal,Legal in all cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 3,3.0,,,Yes,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,,,,Mitt Romney,Mitt Romney,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,Mitt Romney,The economy,,No,All others,No,Not so good,Not so good or poor,,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,69.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Male,White men,Non married men,Rural,Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,No,,,,,,,Extremely Low Density Rural,Rural,Rural,Downscale,51566.0,0.781438887119293
31931.0,Illegal,Illegal in most cases,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,,Call 1,4.0,,,No,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Unemployment,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,,,,,Mitt Romney,Mitt Romney,,,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,,,Mitt Romney,The economy,,No,All others,Yes,Not so good,Not so good or poor,,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,17.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Female,White women,Married women,Rural,Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,No,,,,,,,Extremely Low Density Rural,Rural,Rural,Downscale,51338.0,0.857325077056885
27075.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 1,4.0,,,No,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,,,,Mitt Romney,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,Mitt Romney,The economy,,No,All others,Yes,Not so good,Not so good or poor,,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,40.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Male,White men,Married men,Rural,Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,No,,,,,,,Extremely Low Density Rural,Rural,Rural,Upscale,50438.0,0.832312822341919
28008.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 1,4.0,,,Yes,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Unemployment,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,,,,,Mitt Romney,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,Mitt Romney,The economy,,No,Married with children,Yes,Not so good,Not so good or poor,,,,45+,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,14.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Male,White men,Married men,Rural,Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,No,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,51014.0,0.691640257835388
53143.0,Illegal,Illegal in all cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 2,1.0,,,Yes,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,,,,Mitt Romney,Mitt Romney,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,Mitt Romney,The economy,,No,Married with children,Yes,Not so good,Not so good or poor,,,,45+,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,37.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Female,White women,Married women,Rural,Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,Yes,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,52147.0,0.51600593328476
52178.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 2,4.0,,,No,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,,,,Mitt Romney,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,Mitt Romney,The economy,,No,All others,Yes,Not so good,Not so good or poor,,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,12.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Female,White women,Married women,Rural,Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,No,,,,,,,Low Density Rural,Rural,Rural,Upscale,51401.0,0.55909937620163
74439.0,Legal,Legal in most cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 3,1.0,,,No,I strongly favor my candidate,Staying about the same,Barack Obama,Poor and staying the same,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,,,,Mitt Romney,Mitt Romney,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,Mitt Romney,The economy,,No,All others,No,Not so good,Not so good or poor,,,,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,115.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Male,White men,Non married men,Rural,Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,Yes,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,50440.0,0.684223294258118
52460.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 2,3.0,,,No,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,,,,Mitt Romney,Mitt Romney,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,Mitt Romney,The economy,,No,All others,No,Not so good,Not so good or poor,,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,69.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Male,White men,Non married men,Rural,Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,Yes,,,,,,,Extremely Low Density Rural,Rural,Rural,Downscale,51566.0,0.663600742816925
54392.0,Illegal,Illegal in all cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 2,4.0,,,Yes,I like my candidate but with reservations,Getting worse,Barack Obama,Worse,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,,,,Mitt Romney,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,Mitt Romney,The economy,,No,Married with children,Yes,Not so good,Not so good or poor,,,,45+,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,33.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,No,,,,,,,Low Density Rural,Rural,Rural,Upscale,51360.0,0.55909937620163
54391.0,Illegal,Illegal in all cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 2,4.0,,,Yes,I like my candidate but with reservations,Getting worse,Barack Obama,Worse,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,,,,Mitt Romney,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,Mitt Romney,The economy,,No,Married with children,Yes,Not so good,Not so good or poor,,,,45+,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,33.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,No,,,,,,,Low Density Rural,Rural,Rural,Upscale,51360.0,0.55909937620163
52611.0,Illegal,Illegal in all cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 2,3.0,,,No,I like my candidate but with reservations,Getting worse,Barack Obama,Worse,Taxes,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,,,,Mitt Romney,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,Mitt Romney,The economy,,No,All others,Yes,Not so good,Not so good or poor,,,,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,69.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Male,White men,Married men,Rural,Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,No,,,,,,,Extremely Low Density Rural,Rural,Rural,Downscale,51566.0,0.781438887119293
53298.0,Illegal,Illegal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,Call 2,4.0,,,No,I strongly favor my candidate,Staying about the same,Barack Obama,Poor and staying the same,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,,,,Mitt Romney,Mitt Romney,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,Mitt Romney,The economy,,No,All others,No,Not so good,Not so good or poor,,,,45+,65+,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,33.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,Yes,,,,,,,Low Density Rural,Rural,Rural,Upscale,51360.0,0.747411608695984
3430.0,Illegal,Illegal in all cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,4.0,,,No,I strongly favor my candidate,Staying about the same,Barack Obama,Poor and staying the same,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,3.0,,,,,Mitt Romney,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,Mitt Romney,The economy,,No,All others,Yes,Not so good,Not so good or poor,,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50014.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Female,White women,Married women,Rural,Small Cities/Rural, Iowa,,Telephone survey,,,,,,,Version 2,,No,,,,,,,Low Density Rural,Rural,Rural,Upscale,50248.0,3.53491401672363
27774.0,Legal,Legal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 1,4.0,,,Yes,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,,,,,Mitt Romney,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,Mitt Romney,The economy,,No,All others,No,Not so good,Not so good or poor,,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,61.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Male,White men,Non married men,Rural,Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,No,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,51237.0,0.646137595176697
27417.0,Illegal,Illegal in all cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 1,3.0,,,Yes,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Rising prices,No high school diploma,No college degree,High school graduate or less,White no college degree,,,,4.0,,,,,Mitt Romney,Mitt Romney,,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,,,Mitt Romney,The economy,,No,All others,No,Not so good,Not so good or poor,,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,39.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Male,White men,Non married men,Rural,Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,No,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,51640.0,0.917880594730377
52407.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 2,1.0,,,Yes,I like my candidate but with reservations,Getting worse,Barack Obama,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,2.0,,,,,Mitt Romney,Mitt Romney,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,Mitt Romney,The economy,,,Married with children,Yes,Not so good,Not so good or poor,,,,45+,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,109.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Male,White men,Married men,Rural,Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,Yes,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,52165.0,0.581044912338257
52908.0,Illegal,Illegal in all cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 2,4.0,,,No,I like my candidate but with reservations,Getting worse,Barack Obama,Worse,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,,,,Mitt Romney,Mitt Romney,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,Mitt Romney,The economy,,No,All others,Yes,Not so good,Not so good or poor,,,,18-44,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,14.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Female,White women,Married women,Rural,Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,No,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,51014.0,0.723291516304016
74609.0,Illegal,Illegal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 3,2.0,,,Yes,I dislike the other candidates,Getting better,George W. Bush,Getting better,Taxes,High school graduate,No college degree,High school graduate or less,White no college degree,,,,3.0,,,,,Barack Obama,Barack Obama,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,Barack Obama,Health care,,No,Married with children,Yes,Not so good,Not so good or poor,,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,25.0,Barack Obama,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Male,White men,Married men,Rural,Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,Yes,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,50144.0,0.609771430492401
28287.0,Omit,Omit,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,,Call 1,2.0,,,No,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,3.0,,,,,Barack Obama,Barack Obama,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,Barack Obama,Health care,,,All others,,Not so good,Not so good or poor,,,,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,25.0,Barack Obama,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Male,White men,,Rural,Small Cities/Rural, Iowa,,Election day exit poll,,,,,,,Version 2,,No,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,50144.0,0.815150737762451
