ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,ETHBERK,ETHHELLER,ETHNV12,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSNV12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SENNV12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TAXINC12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNIONHH12,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,ZCODE1,ZCODE2,ZCODE3,ZCODE4,WEIGHT
34446.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,,Call 1,3.0,,,Yes,I strongly favor my candidate,Getting worse,George W. Bush,Worse,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,2.0,,Mitt Romney,,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,,No,Married with children,Yes,Not so good,Not so good or poor,,,,18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,22.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,,,,None of these candidates,Female,White women,Married women,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,No,Version 2,,No,,,,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,0.314047992229462
35672.0,,,,,,,,,,,,Complete,,Call 1,3.0,,,Yes,I like my candidate but with reservations,Staying about the same,George W. Bush,Poor and staying the same,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,,,2.0,,Barack Obama,,,,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,,No,Married with children,Yes,Not so good,Not so good or poor,,,,,,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,22.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,,,,None of these candidates,Male,White men,Married men,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,No,Version 2,,No,,,,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,0.198556244373322
35671.0,,,,,,,,,,,,Complete,,Call 1,3.0,,,Yes,I like my candidate but with reservations,Staying about the same,George W. Bush,Poor and staying the same,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,,,2.0,,Barack Obama,,,,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,,No,Married with children,Yes,Not so good,Not so good or poor,,,,,,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,22.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,,,,None of these candidates,Male,White men,Married men,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,No,Version 2,,No,,,,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,0.198556244373322
34772.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,Latino 60+,Latino 65+,Complete,,Call 1,2.0,,,No,I dislike the other candidates,Getting better,Barack Obama,Getting better,,,,,,,,,,,,1.0,,Mitt Romney,,,,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and non white",Mitt Romney,The economy,,Yes,All others,Yes,Not so good,Not so good or poor,,,,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,96.0,Mitt Romney,Has a vision for the future,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,,Dean Heller,Male,Latino men,Married men,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,No,Version 2,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,1.12294375896454
75692.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 3,3.0,,,No,I like my candidate but with reservations,Getting better,George W. Bush,Getting better,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,,2.0,,Mitt Romney,,,,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,,No,All others,Yes,Not so good,Not so good or poor,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,78.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,,,,Shelley Berkley,Male,White men,Married men,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,Yes,Version 2,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,0.700635075569153
58310.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,,Call 2,3.0,,,Yes,I like my candidate but with reservations,Staying about the same,George W. Bush,Poor and staying the same,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,,2.0,,Mitt Romney,,,,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,,No,Married with children,Yes,Not so good,Not so good or poor,,,,18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,68.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,,,,Dean Heller,Female,White women,Married women,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,No,Version 2,,No,,,,Extremely Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,0.514183044433594
54424.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,,Call 2,3.0,,,Yes,I dislike the other candidates,Staying about the same,George W. Bush,Poor and staying the same,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,,2.0,,Mitt Romney,,,,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,,No,Married with children,Yes,Not so good,Not so good or poor,,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,26.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,,,,Dean Heller,Male,White men,Married men,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,Yes,Version 2,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,0.55191570520401
76555.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,Complete,,Call 3,2.0,,,No,I like my candidate but with reservations,Staying about the same,Omit,Poor and staying the same,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,,,1.0,,Mitt Romney,,,,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Mitt Romney,The economy,,Yes,All others,Yes,Not so good,Not so good or poor,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,96.0,Mitt Romney,Has a vision for the future,Other,Other,State questionnaire,Hispanic/Latino,West,,,,Dean Heller,Male,Latino men,Married men,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,No,Version 2,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,0.917613387107849
55125.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,,Call 2,1.0,,,No,I strongly favor my candidate,Getting worse,Barack Obama,Worse,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,,2.0,,Mitt Romney,,,,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,,No,All others,No,Not so good,Not so good or poor,,,,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,58.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,,,,Dean Heller,Male,White men,Non married men,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,No,Version 2,,Yes,,,,Suburb,80s Suburbs,Urban Perimeter,Very downscale,0.559177756309509
54292.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 2,3.0,,,No,I like my candidate but with reservations,Getting worse,Barack Obama,Worse,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,,2.0,,Mitt Romney,,,,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,,No,All others,Yes,Not so good,Not so good or poor,,,,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,26.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,,,,Shelley Berkley,Female,White women,Married women,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,Yes,Version 2,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,0.582191288471222
34248.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 1,2.0,,,No,I like my candidate but with reservations,Getting worse,George W. Bush,Worse,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,,1.0,,Mitt Romney,,,,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,,No,All others,Yes,Not so good,Not so good or poor,,,,45+,65+,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,96.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,,,,Shelley Berkley,Female,White women,Married women,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,No,Version 2,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,1.28202056884766
34149.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,,Call 1,3.0,,,Yes,I strongly favor my candidate,Staying about the same,Barack Obama,Poor and staying the same,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,2.0,,Omit,,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Omit,The economy,,No,Married with children,Yes,Not so good,Not so good or poor,,,,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,68.0,Other,Has a vision for the future,White,White,State questionnaire,White,West,,,,Dean Heller,Male,White men,Married men,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,Yes,Version 2,,No,,,,Extremely Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,0.176683440804482
5255.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,,3.0,,,No,I strongly favor my candidate,Getting better,George W. Bush,Getting better,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,,2.0,,Barack Obama,,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,,No,All others,No,Not so good,Not so good or poor,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50007.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,,,,Shelley Berkley,Female,White women,Non married women,Suburbs,Suburbs,English,Nevada,,Telephone survey,,,,No,Version 2,,Yes,,,,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,2.1294116973877
55915.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,,Call 2,1.0,,,Yes,I strongly favor my candidate,Getting better,George W. Bush,Getting better,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,,,2.0,,Barack Obama,,,,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Health care,,No,Married with children,Yes,Not so good,Not so good or poor,,,,18-44,18-64,Men with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,72.0,Barack Obama,Has a vision for the future,Black,Black,State questionnaire,Black,West,,,,Dean Heller,Male,Black men,Married men,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,No,Version 2,,No,,,,Suburb,80s Suburbs,Urban Perimeter,Very downscale,0.309860646724701
34350.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 1,2.0,,,No,I strongly favor my candidate,Getting better,George W. Bush,Getting better,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,1.0,,Barack Obama,,,,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,Health care,,No,All others,Yes,Not so good,Not so good or poor,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,96.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,,,,None of these candidates,Female,White women,Married women,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,No,Version 2,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,0.420850068330765
75954.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 3,1.0,,,No,I like my candidate but with reservations,Getting better,Omit,Getting better,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,,,2.0,,Barack Obama,,,,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,,No,All others,No,Not so good,Not so good or poor,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,12.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,,,,Shelley Berkley,Male,White men,Non married men,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,No,Version 2,,Yes,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,0.37930753827095
75715.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,Complete,,Call 3,1.0,,,Yes,I strongly favor my candidate,Staying about the same,George W. Bush,Poor and staying the same,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,,,,,2.0,,Barack Obama,,,,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Health care,,Yes,Married with children,Yes,Not so good,Not so good or poor,,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,72.0,Barack Obama,Has a vision for the future,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,,Shelley Berkley,Male,Latino men,Married men,Suburbs,Suburbs,Spanish,Nevada,,Election day exit poll,,,,No,Version 2,,No,,,,Suburb,80s Suburbs,Urban Perimeter,Very downscale,0.406559020280838
76381.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 3,3.0,,,No,I strongly favor my candidate,Staying about the same,Omit,Poor and staying the same,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,,,2.0,,Mitt Romney,,,,Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Health care,,No,All others,No,Not so good,Not so good or poor,,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,19.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,,,,Dean Heller,Female,White women,Non married women,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,No,Version 2,,Yes,,,,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,0.487472265958786
76590.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,Complete,,Call 3,3.0,,,No,I strongly favor my candidate,Getting better,George W. Bush,Getting better,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,,,2.0,,Barack Obama,,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,Federal budget deficit,,Yes,All others,No,Poor,Not so good or poor,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,15.0,Barack Obama,Has a vision for the future,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,,Shelley Berkley,Female,Latino women,Non married women,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,No,Version 2,,No,,,,Extremely Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,0.363940417766571
77850.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,Complete,,Call 3,4.0,,,No,I like my candidate but with reservations,Staying about the same,George W. Bush,Poor and staying the same,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,,,2.0,,Barack Obama,,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,Federal budget deficit,,Yes,All others,No,Poor,Not so good or poor,,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,32.0,Barack Obama,Has a vision for the future,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,,Shelley Berkley,Female,Latino women,Non married women,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,Yes,Version 2,,No,,,,Suburb,80s Suburbs,Urban Perimeter,Upscale,0.414686620235443
54429.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Complete,,Call 2,3.0,,,No,I strongly favor my candidate,Getting worse,George W. Bush,Worse,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,2.0,,Barack Obama,,,,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,Federal budget deficit,,No,All others,No,Poor,Not so good or poor,,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,22.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,,,,Shelley Berkley,Female,White women,Non married women,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,No,Version 2,,No,,,,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,0.387019395828247
5002.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,All others,All others,Complete,,,1.0,,,No,I dislike the other candidates,Staying about the same,George W. Bush,Poor and staying the same,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,,,2.0,,Mitt Romney,,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,Federal budget deficit,,No,All others,No,Poor,Not so good or poor,,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Liberal,50001.0,Barack Obama,Has a vision for the future,Other,Asian,State questionnaire,Asian,West,,,,Shelley Berkley,Female,All other races,Non married women,Suburbs,Suburbs,English,Nevada,,Telephone survey,,,,No,Version 2,,No,,,,High Density Urban,80s Suburbs,Urban Perimeter,Downscale,11.730131149292
5366.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,,4.0,,,No,I strongly favor my candidate,Staying about the same,Barack Obama,Poor and staying the same,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,2.0,,Mitt Romney,,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Federal budget deficit,,No,All others,Yes,Poor,Not so good or poor,,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50010.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,,,,Dean Heller,Female,White women,Married women,Suburbs,Suburbs,English,Nevada,,Telephone survey,,,,No,Version 2,,No,,,,Suburb,80s Suburbs,Urban Perimeter,Upscale,1.28969860076904
77171.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,,Call 3,4.0,,,Yes,I like my candidate but with reservations,Staying about the same,Barack Obama,Poor and staying the same,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,,,2.0,,Mitt Romney,,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Federal budget deficit,,No,Married with children,Yes,Poor,Not so good or poor,,,,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,38.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,,,,Shelley Berkley,Male,White men,Married men,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,No,Version 2,,No,,,,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,0.667829632759094
5205.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,,3.0,,,No,I dislike the other candidates,Staying about the same,George W. Bush,Poor and staying the same,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,,2.0,,Mitt Romney,,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Federal budget deficit,,No,All others,Yes,Poor,Not so good or poor,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50007.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,,,,Dean Heller,Male,White men,Married men,Suburbs,Suburbs,English,Nevada,,Telephone survey,,,,No,Version 2,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,2.0412335395813
55538.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 2,1.0,,,No,I strongly favor my candidate,Getting worse,Barack Obama,Worse,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,,2.0,,Mitt Romney,,,,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Federal budget deficit,,No,All others,Yes,Poor,Not so good or poor,,,,45+,65+,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,58.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,,,,Dean Heller,Male,White men,Married men,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,No,Version 2,,No,,,,Suburb,80s Suburbs,Urban Perimeter,Very downscale,0.670685827732086
5245.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,,3.0,,,No,I strongly favor my candidate,Getting worse,Barack Obama,Worse,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,2.0,,Mitt Romney,,,,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Federal budget deficit,,No,All others,Yes,Poor,Not so good or poor,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,,50007.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,,,,Dean Heller,Male,White men,Married men,Suburbs,Suburbs,English,Nevada,,Telephone survey,,,,No,Version 2,,No,,,,Suburb,80s Suburbs,Urban Perimeter,Upscale,2.0412335395813
34028.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,Call 1,4.0,,,No,I strongly favor my candidate,Getting worse,Barack Obama,Worse,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,,,2.0,,Mitt Romney,,,,Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Federal budget deficit,,No,All others,Yes,Poor,Not so good or poor,,,,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,38.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,,,,Dean Heller,Female,White women,Married women,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,No,Version 2,,Yes,,,,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,0.604401171207428
76635.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,,Call 3,3.0,,,No,I strongly favor my candidate,Getting worse,Barack Obama,Worse,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,2.0,,Mitt Romney,,,,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,Federal budget deficit,,No,All others,No,Poor,Not so good or poor,,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,19.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,,,,Dean Heller,Male,White men,Non married men,Suburbs,Suburbs,English,Nevada,,Election day exit poll,,,,No,Version 2,,No,,,,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,0.540933310985565
