ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,DESCRIBP12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVIN12,GOVTDO10,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,ISSUE12,LATINO,LUGARDON,MARRIED,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSIN12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SENIN12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TEAPARTY12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,WHTEVANG,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
16706.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Complete,No,Call 1,1.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,About the same,1.0,John Gregg,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Joe Donnelly,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,61.0,Barack Obama,White,White,State questionnaire,White,Midwest,Joe Donnelly,Male,White men,Non married men,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,46410.0,1.40010929107666
16981.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,Call 1,7.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,About the same,3.0,John Gregg,Government should do more to solve problems,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",The economy,No,Joe Donnelly,No,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,80.0,Barack Obama,Black,Black,State questionnaire,Black,Midwest,Joe Donnelly,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Upscale,46226.0,0.554609060287476
16782.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,Call 1,1.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,About the same,1.0,John Gregg,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",The economy,No,Joe Donnelly,Yes,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,61.0,Barack Obama,Black,Black,State questionnaire,Black,Midwest,Joe Donnelly,Female,Black women,Married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,46410.0,1.08570992946625
57256.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,No,Call 3,9.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,About the same,5.0,John Gregg,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Joe Donnelly,Yes,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,85.0,Barack Obama,White,White,State questionnaire,White,Midwest,Joe Donnelly,Male,White men,Married men,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,47468.0,0.969602048397064
16742.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,No,Call 1,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,About the same,1.0,John Gregg,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",The economy,No,Joe Donnelly,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,61.0,Barack Obama,Black,Black,State questionnaire,Black,Midwest,Joe Donnelly,Female,Black women,Non married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,46410.0,1.08570992946625
36936.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,No,Call 2,3.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,2.0,John Gregg,Government should do more to solve problems,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",The economy,,Joe Donnelly,Yes,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,47.0,Barack Obama,White,White,State questionnaire,White,Midwest,Joe Donnelly,Female,White women,Married women,Rural,Small Cities/Rural,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,All others,Low Density Rural,Rural,Rural,Downscale,47371.0,0.763864278793335
36935.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,No,Call 2,3.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,2.0,John Gregg,Government should do more to solve problems,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",The economy,,Joe Donnelly,Yes,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,47.0,Barack Obama,White,White,State questionnaire,White,Midwest,Joe Donnelly,Female,White women,Married women,Rural,Small Cities/Rural,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,All others,Low Density Rural,Rural,Rural,Downscale,47371.0,0.763864278793335
57149.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,9.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,5.0,John Gregg,Government should do more to solve problems,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",The economy,No,Joe Donnelly,No,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,85.0,Barack Obama,White,White,State questionnaire,White,Midwest,Joe Donnelly,Female,White women,Non married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,All others,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,47468.0,0.878725349903107
57106.0,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Yes,Call 3,8.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,About the same,5.0,John Gregg,Government should do more to solve problems,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",The economy,No,Joe Donnelly,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,108.0,Barack Obama,Black,Black,State questionnaire,Black,Midwest,Joe Donnelly,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Very upscale,47715.0,0.570618271827698
16584.0,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,,Call 1,7.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,About the same,3.0,John Gregg,Government should do more to solve problems,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",The economy,No,Joe Donnelly,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,80.0,Barack Obama,Black,Black,State questionnaire,Black,Midwest,Joe Donnelly,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Upscale,46226.0,0.564679503440857
56981.0,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,Complete,Yes,Call 3,3.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,About the same,2.0,John Gregg,Government should do more to solve problems,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",The economy,No,Joe Donnelly,Yes,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,5.0,Barack Obama,Black,Black,State questionnaire,Black,Midwest,Joe Donnelly,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Downscale,46816.0,0.903746545314789
56537.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,No,Call 3,3.0,I like my candidate but with reservations,No high school diploma,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,About the same,2.0,John Gregg,Government should do more to solve problems,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",The economy,No,Joe Donnelly,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,115.0,Barack Obama,White,White,State questionnaire,White,Midwest,Joe Donnelly,Male,White men,,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,All others,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,46725.0,1.20387542247772
56750.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,Complete,No,Call 3,4.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,About the same,2.0,John Gregg,Government should do more to solve problems,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",The economy,Yes,Joe Donnelly,Yes,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,105.0,Barack Obama,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Midwest,Joe Donnelly,Female,Latino women,Married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,70s Suburbs,Urban Perimeter,Upscale,47906.0,0.979369163513184
56790.0,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,No,Call 3,8.0,I dislike the other candidates,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,About the same,5.0,John Gregg,Government should do more to solve problems,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",The economy,No,Joe Donnelly,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,108.0,Barack Obama,Black,Black,State questionnaire,Black,Midwest,Joe Donnelly,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Very upscale,47715.0,0.570618271827698
35830.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,No,Call 2,1.0,I dislike the other candidates,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,About the same,1.0,Mike Pence,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Omit,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,93.0,Barack Obama,White,White,State questionnaire,White,Midwest,Joe Donnelly,Female,White women,Non married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,46383.0,0.959314703941345
56464.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,No,Call 3,3.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,About the same,2.0,John Gregg,Government should do more to solve problems,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Health care,No,Joe Donnelly,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,47.0,Barack Obama,White,White,State questionnaire,White,Midwest,Joe Donnelly,Female,White women,Non married women,Rural,Small Cities/Rural,Indiana,Neutral,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,All others,Low Density Rural,Rural,Rural,Downscale,47371.0,0.763864278793335
56135.0,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,Yes,Call 3,3.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,About the same,2.0,John Gregg,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Health care,No,Joe Donnelly,No,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Conservative,5.0,Barack Obama,Black,Black,State questionnaire,Black,Midwest,Joe Donnelly,Male,Black men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Neutral,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,All others,Suburb,Urban,Urban Core,Downscale,46816.0,0.833408713340759
54478.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,No,Call 3,7.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,About the same,3.0,John Gregg,Government should do more to solve problems,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Health care,No,Joe Donnelly,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,73.0,Barack Obama,White,White,State questionnaire,White,Midwest,Joe Donnelly,Female,White women,Non married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,No,All others,Suburb,60s Suburbs,Urban Perimeter,Very downscale,46327.0,0.821026265621185
54477.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,No,Call 3,7.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,About the same,3.0,John Gregg,Government should do more to solve problems,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Health care,No,Joe Donnelly,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,73.0,Barack Obama,White,White,State questionnaire,White,Midwest,Joe Donnelly,Female,White women,Non married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,No,All others,Suburb,60s Suburbs,Urban Perimeter,Very downscale,46327.0,0.821026265621185
15830.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 1,3.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,About the same,2.0,John Gregg,Government should do more to solve problems,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Health care,No,Joe Donnelly,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,5.0,Barack Obama,Black,Black,State questionnaire,Black,Midwest,Joe Donnelly,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Downscale,46816.0,0.741826951503754
35509.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,No,Call 2,5.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,About the same,4.0,John Gregg,Government should do more to solve problems,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Health care,No,Joe Donnelly,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,33.0,Barack Obama,White,White,State questionnaire,White,Midwest,Joe Donnelly,Female,White women,Non married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,60s Suburbs,Urban Perimeter,Very upscale,46280.0,0.818163156509399
17175.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,No,Call 1,8.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,About the same,5.0,John Gregg,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Health care,No,Joe Donnelly,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,108.0,Barack Obama,White,White,State questionnaire,White,Midwest,Joe Donnelly,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Very upscale,47715.0,0.654995560646057
36714.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 2,8.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,About the same,5.0,John Gregg,Government should do more to solve problems,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Health care,No,Joe Donnelly,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,108.0,Barack Obama,Black,Black,State questionnaire,Black,Midwest,Joe Donnelly,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Very upscale,47715.0,0.560441911220551
56467.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 3,8.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,About the same,5.0,John Gregg,Government should do more to solve problems,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Omit,No,Joe Donnelly,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,108.0,Barack Obama,White,White,State questionnaire,White,Midwest,Joe Donnelly,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Suburb,Urban,Urban Core,Very upscale,47715.0,0.64331442117691
58740.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 3,4.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,2.0,John Gregg,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Federal budget deficit,No,Joe Donnelly,Yes,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,9.0,Barack Obama,White,White,State questionnaire,White,Midwest,Joe Donnelly,Male,White men,Married men,Rural,Small Cities/Rural,Indiana,Neutral,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,Yes,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Upscale,46920.0,0.774522006511688
57695.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,9.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,5.0,John Gregg,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Federal budget deficit,No,Joe Donnelly,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,11.0,Barack Obama,White,White,State questionnaire,White,Midwest,Joe Donnelly,Female,White women,Married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,No,White Born-again/Evangelical Christians,Suburb,70s Suburbs,Urban Perimeter,Upscale,47130.0,1.50878012180328
35146.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 2,5.0,I like my candidate but with reservations,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,About the same,4.0,John Gregg,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Richard Lugar,Yes,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,35.0,Barack Obama,White,White,State questionnaire,White,Midwest,Joe Donnelly,Female,White women,Married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,White Born-again/Evangelical Christians,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,46062.0,0.76388955116272
16767.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,9.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,5.0,John Gregg,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Joe Donnelly,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,11.0,Barack Obama,White,White,State questionnaire,White,Midwest,Joe Donnelly,Female,White women,Married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,No,White Born-again/Evangelical Christians,Suburb,70s Suburbs,Urban Perimeter,Upscale,47130.0,1.50878012180328
36374.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,Complete,No,Call 2,9.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,About the same,5.0,John Gregg,Government is doing too many things better left to businesses and individuals,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",The economy,Yes,Joe Donnelly,No,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,85.0,Barack Obama,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Midwest,Joe Donnelly,Female,Latino women,Non married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,No,All others,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,47468.0,0.894681036472321
36056.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,No,Call 2,9.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,5.0,Mike Pence,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Richard Lugar,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,27.0,Barack Obama,White,White,State questionnaire,White,Midwest,Joe Donnelly,Male,White men,Married men,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,47119.0,1.05041027069092
36055.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,No,Call 2,9.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,5.0,Mike Pence,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Richard Lugar,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,27.0,Barack Obama,White,White,State questionnaire,White,Midwest,Joe Donnelly,Male,White men,Married men,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,In September,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,47119.0,1.05041027069092
56188.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,About the same,1.0,John Gregg,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Joe Donnelly,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,93.0,Barack Obama,White,White,State questionnaire,White,Midwest,Joe Donnelly,Female,White women,Married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,46383.0,1.05742740631104
