ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,AUTOBAIL12,AUTOHH,BACKSIDE,BRNAGAIN,CALL,CDNUM,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LAIDOFF4,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSMI12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SENMI12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TAXINC12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNIONHH12,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKPARENT,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
48253.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,No,Complete,,Call 2,1.0,Yes,I like my candidate but with reservations,Getting worse,Barack Obama,Worse,,College graduate,College graduate,More than High school graduate,White college degree,,,,5.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,,No,Married with children,Yes,Poor,Not so good or poor,,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,32.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,Midwest,,,,Debbie Stabenow,Male,White men,Married men,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,Yes,Version 2,,No,,Yes,All men,Working men,,,All others,Extremely Low Density Rural,Rural,Rural,Very downscale,49227.0,1.36239731311798
24820.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,No,Complete,,Call 1,6.0,Yes,I like my candidate but with reservations,Getting worse,Barack Obama,Worse,,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,,No,Married with children,Yes,Poor,Not so good or poor,,,,45+,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,99.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,Midwest,,,,Pete Hoekstra,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Election day exit poll,,,,Yes,Version 2,,No,,Yes,All men,Working men,,,All others,Suburb,Rural,Rural,Downscale,49091.0,0.571260094642639
47203.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,No,Complete,,Call 2,1.0,Yes,I strongly favor my candidate,Staying about the same,Barack Obama,Poor and staying the same,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,Mitt Romney,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Health care,,No,All others,No,Poor,Not so good or poor,,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,21.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,Midwest,,,,Pete Hoekstra,Female,White women,Non married women,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,No,Version 2,,Yes,,No,Mothers with no full time job,Non-working women,,,All others,Low Density Rural,Rural,Rural,Very downscale,49649.0,1.20344114303589
48684.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,,,Complete,,Call 2,1.0,,,Staying about the same,George W. Bush,Poor and staying the same,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,5.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,The economy,,Yes,,No,Not so good,Not so good or poor,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,20.0,Barack Obama,Has a vision for the future,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Midwest,,,,Other,Male,Latino men,Non married men,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 2,,No,,,,,,,,Town,Rural,Rural,Upscale,49684.0,1.09767591953278
67428.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 3,1.0,,,Getting better,George W. Bush,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,Federal budget deficit,,No,,No,Good,Excellent or good,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,20.0,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,Debbie Stabenow,Male,White men,Non married men,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 2,,No,,,,,,,,Town,Rural,Rural,Upscale,49684.0,0.63878858089447
11194.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,,6.0,,,Getting better,George W. Bush,Getting better,The housing market,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,The economy,,No,,No,Not so good,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50028.0,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,Debbie Stabenow,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Telephone survey,,,,,Version 2,,No,,,,,,,,Suburb,Rural,Rural,Very upscale,49024.0,0.733955681324005
20795.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 1,6.0,,,Getting better,Barack Obama,Getting better,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,Federal budget deficit,,No,,Yes,Good,Excellent or good,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,2.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,Pete Hoekstra,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 2,,No,,,,,,,,Low Density Rural,Rural,Rural,Downscale,49010.0,0.623259842395782
49356.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,,Call 2,1.0,,,Staying about the same,Omit,Poor and staying the same,Taxes,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,Federal budget deficit,,No,,Yes,Not so good,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,20.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,Pete Hoekstra,Male,White men,Married men,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 2,,Yes,,,,,,,,Town,Rural,Rural,Upscale,49684.0,1.06187045574188
67538.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,Call 3,1.0,,,Staying about the same,Omit,Poor and staying the same,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,Federal budget deficit,,No,,Yes,Not so good,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,20.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,Debbie Stabenow,Male,White men,Married men,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 2,,No,,,,,,,,Town,Rural,Rural,Upscale,49684.0,1.09222733974457
21898.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,,Call 1,1.0,,,Staying about the same,Barack Obama,Poor and staying the same,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,,5.0,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,,No,,Yes,Not so good,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,20.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,Pete Hoekstra,Male,White men,Married men,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 2,,No,,,,,,,,Town,Rural,Rural,Upscale,49684.0,1.06187045574188
48967.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,Complete,,Call 2,6.0,,,Getting worse,Barack Obama,Worse,Taxes,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,Health care,,No,,Yes,Not so good,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,2.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,Pete Hoekstra,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 2,,No,,,,,,,,Low Density Rural,Rural,Rural,Downscale,49010.0,0.715929269790649
63626.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 3,4.0,,,Getting worse,Barack Obama,Worse,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,,5.0,,,,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,Health care,,No,,Yes,Not so good,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,18.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,Debbie Stabenow,Female,White women,Married women,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 2,,No,,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,48624.0,0.862095475196838
11188.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,,4.0,,,Staying about the same,George W. Bush,Poor and staying the same,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,,5.0,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,Federal budget deficit,,No,,Yes,Poor,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50019.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,Pete Hoekstra,Male,White men,Married men,Rural,Small Cities/Rural, Michigan,,Telephone survey,,,,,Version 2,,No,,,,,,,,Low Density Rural,Rural,Rural,Downscale,48883.0,2.26683020591736
47363.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 2,6.0,,,Staying about the same,George W. Bush,Poor and staying the same,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,,No,,Yes,Poor,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,2.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,Pete Hoekstra,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 2,,No,,,,,,,,Low Density Rural,Rural,Rural,Downscale,49010.0,0.6515873670578
23367.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 1,4.0,,,Staying about the same,George W. Bush,Poor and staying the same,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,The economy,,No,,Yes,Poor,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,18.0,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,Debbie Stabenow,Male,White men,Married men,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 2,,Yes,,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,48624.0,0.707581222057343
66364.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 3,6.0,,,Staying about the same,George W. Bush,Poor and staying the same,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,The economy,,No,,Yes,Poor,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,2.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,Other,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 2,,Yes,,,,,,,,Low Density Rural,Rural,Rural,Downscale,49010.0,1.03974533081055
48663.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 2,4.0,,,Getting worse,Barack Obama,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,The economy,,No,,Yes,Poor,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,18.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,Pete Hoekstra,Male,White men,Married men,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 2,,Yes,,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,48624.0,0.876228511333466
63496.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,Complete,,Call 3,4.0,,,Staying about the same,Barack Obama,Poor and staying the same,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,The economy,,No,,No,Not so good,Not so good or poor,Angry,"Dissatisfied, but not angry or angry",,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,18.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,Did not vote,Male,White men,Non married men,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 2,,Yes,,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,48624.0,0.857065081596375
48879.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 2,4.0,,,Getting worse,Omit,Worse,Taxes,College graduate,College graduate,More than High school graduate,White college degree,,,,5.0,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,Health care,,No,,No,Not so good,Not so good or poor,Angry,"Dissatisfied, but not angry or angry",,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,18.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,,Female,White women,Non married women,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 2,,No,,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,48624.0,0.71368944644928
20124.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,Call 1,6.0,,,Getting worse,Omit,Worse,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,,,,,,,,,,,,Federal budget deficit,,No,,Yes,Poor,Not so good or poor,Angry,"Dissatisfied, but not angry or angry",,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,2.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,Pete Hoekstra,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 2,,,,,,,,,,Low Density Rural,Rural,Rural,Downscale,49010.0,0.87467348575592
23201.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,Call 1,4.0,,,Getting worse,Barack Obama,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,The economy,,No,,No,Poor,Not so good or poor,Angry,"Dissatisfied, but not angry or angry",,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,18.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,Other,Male,White men,Non married men,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 2,,Yes,,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,48624.0,1.80987346172333
3813.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,No,Complete,,,2.0,No,I strongly favor my candidate,Getting worse,Barack Obama,Worse,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,,No,All others,Yes,Poor,Not so good or poor,,,,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50009.0,Mitt Romney,Omit,White,White,State questionnaire,White,Midwest,,,,Pete Hoekstra,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Telephone survey,,,,No,Version 2,,Yes,,No,All men,Non-working men,,,All others,Suburb,Rural,Rural,Upscale,49441.0,1.52945220470428
49718.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,No,Complete,,Call 2,1.0,No,I strongly favor my candidate,Getting worse,Barack Obama,Worse,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,,No,All others,Yes,Poor,Not so good or poor,,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,11.0,Mitt Romney,Omit,White,White,State questionnaire,White,Midwest,,,,Pete Hoekstra,Female,White women,Married women,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,Yes,Version 2,,No,,,,,,,,Low Density Rural,Rural,Rural,Very downscale,49749.0,0.949751019477844
47967.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,No,Complete,,Call 2,1.0,Yes,Omit,Staying about the same,George W. Bush,Poor and staying the same,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,Omit,,,,,,,,,,Omit,Omit,,No,Married with children,Yes,Poor,Not so good or poor,,,,45+,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,,32.0,Barack Obama,Omit,White,White,State questionnaire,White,Midwest,,,,,Male,White men,Married men,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,Yes,Version 2,,,,No,All men,Non-working men,,,All others,Extremely Low Density Rural,Rural,Rural,Very downscale,49227.0,0.885472595691681
64508.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Complete,,Call 3,6.0,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Omit,Omit,,4.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,No,Married with children,Yes,,,,,Omit,18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,2.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,Omit,Debbie Stabenow,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Election day exit poll,,,,No,Version 5,White Protestants,Yes,,No,Mothers with no full time job,Non-working women,,,All others,Low Density Rural,Rural,Rural,Downscale,49010.0,0.559827864170074
21884.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 1,6.0,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,4.0,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,No,All others,No,,,,,Omit,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,2.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Catholic,Catholic,Omit,Pete Hoekstra,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Election day exit poll,,,,No,Version 5,White Catholics,No,,Yes,All men,Working men,,,All others,Low Density Rural,Rural,Rural,Downscale,49010.0,0.6515873670578
50440.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Complete,,Call 2,1.0,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,5.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,All others,Yes,,,,,Omit,18-44,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,20.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,Omit,,Female,White women,Married women,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,No,Version 5,White Protestants,Yes,,Yes,"Women, no kids",Working women,,,Working women,Town,Rural,Rural,Upscale,49684.0,0.740101218223572
65402.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Complete,,Call 3,6.0,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,4.0,,,,,,,,,,,,,,,No,All others,No,,,,,Omit,18-44,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,2.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,Omit,Pete Hoekstra,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Election day exit poll,,,,No,Version 5,White Protestants,,,No,"Women, no kids",Non-working women,,,All others,Low Density Rural,Rural,Rural,Downscale,49010.0,0.715929269790649
22603.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 1,1.0,Yes,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,5.0,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,No,Married with children,Yes,,,,,The poor,45+,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,20.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Catholic,Catholic,Omit,Pete Hoekstra,Male,White men,Married men,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,No,Version 5,White Catholics,No,,Yes,All men,Working men,,,All others,Town,Rural,Rural,Upscale,49684.0,0.791039645671844
22839.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 1,1.0,Yes,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,5.0,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,No,Married with children,Yes,,,,,Omit,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,20.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,The rich,Pete Hoekstra,Male,White men,Married men,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,No,Version 5,White Protestants,No,,Yes,All men,Working men,,,All others,Town,Rural,Rural,Upscale,49684.0,0.621034383773804
65298.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 3,4.0,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,5.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,No,All others,Yes,,,,,Omit,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,18.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Something else,Other,The rich,Debbie Stabenow,Female,White women,Married women,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,No,Version 5,White something else,Yes,,No,"Women, no kids",Non-working women,,,All others,Extremely Low Density Rural,Rural,Rural,Very downscale,48624.0,0.676819324493408
