ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAK12,BREAK12A,BREAK12B,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONFAIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GAY,GEOCODE,GOVTDO10,HANDLEDEF12,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,HOUIL12,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTL12,INTLOBAMA,INTLROMNEY,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMA2,OBAMA4,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSIL12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TAXDEF,TAXINC12,TEABRN,TEAPARTY12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,TRACK,UNIONHH12,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKPARENT,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
22566.0,Legal,Legal in most cases,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,A few times a year,Occasionally,Catholic/Do not attend weekly,Complete,,,,No,Call 1,11.0,,,No,I dislike the other candidates,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,3.0,,,,,,,The Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,,,No,All others,Yes,,,,,,,,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,,64.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Catholic,Catholic,,Yes,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English, Illinois,,,,Neutral,Election day exit poll,,,,,,Version 3,White Catholics,Yes,All others,,,,No,All others,,High Density Urban,Urban,Urban Core,Very downscale,60432.0,1.65283691883087
66978.0,,,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,,,,Call 3,2.0,,,,,Getting better,George W. Bush,Getting better,,Unemployment,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,,,1.0,,,,,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,The economy,,No,,No,Good,Excellent or good,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,89.0,Barack Obama,Has a vision for the future,Black,Black,National questionnaire,Black,Midwest,,,,,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",English, Illinois,No,,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,60649.0,0.479761928319931
20632.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,,,,,Call 1,9.0,,,,,,,,Favors the wealthy,,College graduate,College graduate,More than High school graduate,White college degree,,,,No,2.0,,Barack Obama,Barack Obama,Barack Obama,Leave it as is,Expand it or leave it as is,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Approve,Strongly approve,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,98.0,Barack Obama,,White,White,National questionnaire,White,Midwest,,,,,Male,White men,,Suburbs,Suburbs,English, Illinois,,"Increase only on income over $250,000",,,Election day exit poll,,,,,,Version 4,,No,,,,,,,,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60056.0,2.79482269287109
22554.0,,,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,,,,Complete,,,,,Call 1,2.0,Yes,Both regular land-line and cell phone service,No,,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,,1.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,,Yes,No,All others,No,,,,,,,The middle class,45+,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,89.0,Barack Obama,,Black,Black,National questionnaire,Black,Midwest,Something else,Other,The rich,,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",English, Illinois,,,,,Election day exit poll,,,,Generally going in the right direction,Yes,Version 5,Non-white,No,,Yes,"Women, no kids",Working women,,,Working women,Extremely High Density Urban,Urban,Urban Core,Very downscale,60649.0,0.643347561359406
74297.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,Not a factor at all,Not important,Not a factor,,Call 3,3.0,,,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,About the same,,1.0,Government should do more to solve problems,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,The economy,,Yes,All others,No,,,,,,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,70.0,Barack Obama,Is a strong leader,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Midwest,,,,,Female,Latino women,Non married women,"Cities over 500,000","Cities over 50,000",English, Illinois,,,,,Election day exit poll,In September,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,60608.0,0.753101170063019
72742.0,,,30-44,30-59,18-44,30-44,30-39,30-39,,,,,,,Complete,An important factor,Important,Factor,,Call 3,12.0,,,Yes,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,,,,Worse today,,5.0,Government should do more to solve problems,,,,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,,,,,,The economy,,No,Married with children,Yes,,,,,,,,18-44,18-64,Women with children,Democrat,,,Democrat,,Liberal,51.0,Barack Obama,Cares about people like me,,,National questionnaire,,Midwest,,,,,Female,,Married women,Suburbs,Suburbs,English, Illinois,,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,,,,,,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,62223.0,0.531370043754578
43775.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,,,,Call 2,7.0,,,,,,,,Favors the wealthy,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,No,2.0,,Barack Obama,Mitt Romney,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Only Barack Obama,Yes,No,Barack Obama,,,Yes,,,,,Approve,Somewhat approve,,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,111.0,Barack Obama,,Other,White,National questionnaire,Hispanic/Latino,Midwest,,,,,Male,Latino men,,Suburbs,Suburbs,English, Illinois,,"Increase only on income over $250,000",,,Election day exit poll,,,,,,Version 4,,No,,,,,,,,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,60305.0,1.04208791255951
23020.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 1,7.0,Yes,Both regular land-line and cell phone service,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,No,2.0,,,,,,,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,Yes,No,All others,Yes,,,,,,,The middle class,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,111.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Catholic,Catholic,The rich,,Female,White women,Married women,Suburbs,Suburbs,English, Illinois,,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,White Catholics,No,,Yes,"Women, no kids",Working women,,,Working women,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,60305.0,1.05541014671326
20589.0,Legal,Legal in most cases,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,A few times a year,Occasionally,All others,Complete,,,,Yes,Call 1,1.0,,,No,I strongly favor my candidate,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,1.0,,,,,,,The Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,,,No,All others,No,,,,,,,,45+,65+,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,86.0,Barack Obama,,Black,Black,National questionnaire,Black,Midwest,Protestant/Other Non-Catholic Christian,Other christian,,No,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",English, Illinois,,,,Oppose,Election day exit poll,,,,,,Version 3,Non-white,No,All others,,,,No,,,Extremely High Density Urban,Urban,Urban Core,Downscale,60615.0,1.02191698551178
74656.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,,,Call 3,3.0,Yes,Both regular land-line and cell phone service,Yes,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,No,1.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,,Yes,Yes,Married with children,Yes,,,,,,,The middle class,18-44,18-64,Men with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,70.0,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Midwest,Protestant/Other Non-Catholic Christian,Other christian,The rich,,Male,Latino men,Married men,"Cities over 500,000","Cities over 50,000",English, Illinois,,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,Non-white,No,,Yes,All men,Working men,,,All others,Extremely High Density Urban,Urban,Urban Core,Very downscale,60608.0,0.743594944477081
22516.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,A minor factor,Not important,Factor,,Call 1,13.0,,,No,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Worse today,,4.0,Government should do more to solve problems,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,The economy,,No,All others,No,,,,,,,,18-44,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Liberal,35.0,Barack Obama,Shares my values,White,White,National questionnaire,White,Midwest,,,,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, Illinois,,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Suburb,Urban,Urban Core,Upscale,61701.0,0.930367469787598
45681.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,,,,Call 2,6.0,,,,,,,,Is fair to most Americans,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,No,3.0,,Barack Obama,Barack Obama,Barack Obama,Leave it as is,Expand it or leave it as is,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Approve,Strongly approve,,,,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,11.0,Barack Obama,,White,White,National questionnaire,White,Midwest,,,,,Male,White men,,Suburbs,Suburbs,English, Illinois,,"Increase only on income over $250,000",,,Election day exit poll,,,,,,Version 4,,No,,,,,,,,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60148.0,0.990471363067627
68852.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 3,8.0,Yes,Both regular land-line and cell phone service,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,No,3.0,,,,,,,The Democratic candidate,,,,,,,,,,,,,Yes,No,All others,Yes,,,,,,,The middle class,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,,21.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,The rich,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English, Illinois,,,,,Election day exit poll,,,,Generally going in the right direction,Yes,Version 5,White Protestants,,,Yes,All men,Working men,,,All others,Suburb,Urban,Urban Core,Upscale,60123.0,0.975014805793762
41817.0,,,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,,,,Call 2,2.0,,,,,,,,Favors the wealthy,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,No,1.0,,Barack Obama,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Approve,Strongly approve,,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,89.0,Barack Obama,,Black,Black,National questionnaire,Black,Midwest,,,,,Female,Black women,,"Cities over 500,000","Cities over 50,000",English, Illinois,,"Increase only on income over $250,000",,,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,60649.0,0.479761928319931
68850.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,A few times a year,Occasionally,All others,Complete,,,,No,Call 3,1.0,,,Yes,I strongly favor my candidate,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,1.0,,,,,,,The Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,,,No,All others,No,,,,,,,,45+,18-64,Men with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,86.0,Barack Obama,,Black,Black,National questionnaire,Black,Midwest,Something else,Other,,Yes,Male,Black men,Non married men,"Cities over 500,000","Cities over 50,000",English, Illinois,,,,Oppose,Election day exit poll,,,,,,Version 3,Non-white,No,All others,,,,No,,,Extremely High Density Urban,Urban,Urban Core,Downscale,60615.0,0.75245201587677
13908.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,,7.0,,,,,,,,Is fair to most Americans,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,No,1.0,,Barack Obama,Barack Obama,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Both of them,Yes,Yes,Barack Obama,,,No,,,,,Approve,Somewhat approve,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50030.0,Barack Obama,,White,White,National questionnaire,White,Midwest,,,,,Male,White men,,Suburbs,Suburbs,English, Illinois,,"Increase only on income over $250,000",,,Telephone survey,,,,,,Version 4,,No,,,,,,,,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,60104.0,0.0
43742.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,,,,,Call 2,3.0,,,,,,,,Omit,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,No,1.0,,Barack Obama,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,The Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Only Barack Obama,Yes,No,Barack Obama,,,Yes,,,,,Approve,Strongly approve,,,,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,70.0,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Midwest,,,,,Female,Latino women,,"Cities over 500,000","Cities over 50,000",English, Illinois,,"Increase only on income over $250,000",,,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,60608.0,0.810713827610016
20566.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,Not a factor at all,Not important,Not a factor,,Call 1,9.0,,,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,About the same,,2.0,Government is doing too many things better left to businesses and individuals,,,,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,Federal budget deficit,,No,All others,No,,,,,,,,45+,65+,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,98.0,Barack Obama,Cares about people like me,White,White,National questionnaire,White,Midwest,,,,,Male,White men,Non married men,Suburbs,Suburbs,English, Illinois,,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,Yes,,,,,,,,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60056.0,2.79482269287109
22491.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,,,Call 1,3.0,,,,,Staying about the same,George W. Bush,Poor and staying the same,,Unemployment,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,1.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,The economy,,Yes,,No,Not so good,Not so good or poor,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,70.0,Barack Obama,Is a strong leader,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Midwest,,,,,Female,Latino women,Non married women,"Cities over 500,000","Cities over 50,000",English, Illinois,No,,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,60608.0,0.753101170063019
41799.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 2,3.0,,,,,Getting better,George W. Bush,Getting better,,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,,,,,,,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,Health care,,No,,No,Good,Excellent or good,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,70.0,Barack Obama,Omit,White,White,National questionnaire,White,Midwest,,,,,Male,White men,Non married men,"Cities over 500,000","Cities over 50,000",English, Illinois,Yes,,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,60608.0,0.743594944477081
22484.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 1,8.0,,,,,Getting better,George W. Bush,Getting better,,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,3.0,,,,,,,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,The economy,,No,,Yes,Good,Excellent or good,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,21.0,Barack Obama,Cares about people like me,White,White,National questionnaire,White,Midwest,,,,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English, Illinois,Yes,,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Suburb,Urban,Urban Core,Upscale,60123.0,0.975014805793762
20552.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,,,,Complete,,,,,Call 1,2.0,,,,,Staying about the same,George W. Bush,Good and staying the same,,The housing market,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,,1.0,,,,,,,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,,,The economy,,,,Yes,Good,Excellent or good,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Something else,All others,Moderate,89.0,Barack Obama,Has a vision for the future,Black,Black,National questionnaire,Black,Midwest,,,,,Male,Black men,Married men,"Cities over 500,000","Cities over 50,000",, Illinois,No,,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,60649.0,0.473706007003784
22481.0,Legal,Legal in most cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,All others,Complete,,,,No,Call 1,2.0,,,Yes,I strongly favor my candidate,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,4.0,,,,,,,The Democratic candidate,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,,No,Married with children,Yes,,,,,,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,25.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,,Yes,Female,White women,Married women,Suburbs,Suburbs,English, Illinois,,,,Neutral,Election day exit poll,,,,,,Version 3,White Protestants,No,All others,,,,No,White Protestant non-evangelical,,Extremely Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Very downscale,60935.0,0.930367469787598
68402.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,All others,All others,,,,Complete,Not a factor at all,Not important,Not a factor,,Call 3,2.0,,,No,,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,Better today,,1.0,Government should do more to solve problems,,,,,,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,,,Federal budget deficit,,No,All others,No,,,,,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Liberal,89.0,Barack Obama,Has a vision for the future,Other,Other,National questionnaire,Other,Midwest,,,,,Female,All other races,Non married women,"Cities over 500,000","Cities over 50,000",English, Illinois,,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,60649.0,0.418698668479919
73854.0,,,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,,,,Complete,The most important factor,Important,Factor,,Call 3,3.0,,,No,,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,About the same,,1.0,Government should do more to solve problems,,,,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,The economy,,No,All others,No,,,,,,,,45+,18-64,Women without children,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Liberal,70.0,Barack Obama,Cares about people like me,Black,Black,National questionnaire,Black,Midwest,,,,,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",English, Illinois,,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,60608.0,0.862933874130249
22474.0,Legal,Legal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,Protestant/Do not attend weekly,Complete,,,,No,Call 1,13.0,,,No,I strongly favor my candidate,,,,,,,,,,,,,,4.0,,,,,,,The Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,,,No,All others,Yes,,,,,,,,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,35.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,,Yes,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English, Illinois,,,,Oppose,Election day exit poll,,,,,,Version 3,White Protestants,,All others,,,,No,White Protestant non-evangelical,,Suburb,Urban,Urban Core,Upscale,61701.0,1.24759721755981
43713.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,All others,All others,,,,Complete,,,,,Call 2,8.0,Yes,Only cell phone service,No,,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,No,3.0,,,,,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,,No,No,All others,No,,,,,,,The poor,18-44,18-64,Women without children,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,,21.0,Barack Obama,,Other,Other,National questionnaire,Other,Midwest,None,None,The rich,,Female,All other races,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, Illinois,,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,Non-white,No,,Yes,"Women, no kids",Working women,,,Working women,Suburb,Urban,Urban Core,Upscale,60123.0,0.987479567527771
74607.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,,,,,Call 3,3.0,Yes,Only cell phone service,Yes,,,,,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,No,1.0,,,,,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,,No,Yes,All others,No,,,,,,,The middle class,18-44,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,70.0,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Midwest,Catholic,Catholic,The rich,,Female,Latino women,Non married women,"Cities over 500,000","Cities over 50,000",English, Illinois,,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,Non-white,No,,Yes,Working mom,Working women,,,Working women,Extremely High Density Urban,Urban,Urban Core,Very downscale,60608.0,0.810713827610016
