ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,AUTOBAIL12,BACKSIDE,BRNAGAIN,CALL,CDNUM,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FAVRYAN2,FINSIT,GEOCODE,GOVTDO10,GUNOWNER12,HANDLEDEF12,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSWI12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SENWI12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TAXINC12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNIONHH12,VERSION,WALKER2,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
51067.0,Legal,Legal in all cases,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Approve,Complete,No,Call 2,1.0,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,2.0,,,Barack Obama,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,All others,No,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,76.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,The rich,Tammy Baldwin,Female,White women,Non married women,Suburbs,Suburbs,Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,White Protestants,No,All others,No,White Protestant non-evangelical,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,53108.0,1.48699057102203
50667.0,Legal,Legal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Disapprove,Complete,No,Call 2,2.0,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,3.0,,,Barack Obama,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,No,All others,No,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,15.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,The rich,Tammy Baldwin,Female,White women,Non married women,Suburbs,Suburbs,Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,White Protestants,Yes,All others,No,White Protestant non-evangelical,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,53559.0,0.70707756280899
28836.0,Illegal,Illegal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Approve,Complete,Yes,Call 1,6.0,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,2.0,,,Barack Obama,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,No,All others,No,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,34.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Catholic,Catholic,The rich,Tammy Baldwin,Female,White women,Non married women,Rural,Small Cities/Rural,Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,White Catholics,Yes,White Born-again/Evangelical Christians,No,All others,Low Density Rural,Rural,Rural,Very downscale,54923.0,0.991327047348022
28165.0,Illegal,Illegal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,Approve,Complete,No,Call 1,6.0,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,4.0,,,Barack Obama,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,Yes,All others,No,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,Latino Independent,Something else,All others,Liberal,112.0,Barack Obama,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Midwest,None,None,The rich,Tammy Baldwin,Male,Latino men,Non married men,Suburbs,Suburbs,Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,Non-white,No,All others,No,,Suburb,60s Suburbs,Urban Perimeter,Upscale,54952.0,0.739792585372925
72201.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Disapprove,Complete,No,Call 3,3.0,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,5.0,,,Barack Obama,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,All others,Yes,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,42.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Catholic,Catholic,The rich,Tammy Baldwin,Male,White men,Married men,Suburbs,Suburbs,Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,White Catholics,No,All others,No,All others,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,54669.0,0.653247594833374
74955.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Approve,Complete,No,Call 3,2.0,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,3.0,,,Mitt Romney,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,All others,Yes,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,88.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Catholic,Catholic,The rich,Tammy Baldwin,Male,White men,Married men,Rural,Small Cities/Rural,Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,White Catholics,No,All others,No,All others,Extremely Low Density Rural,Rural,Rural,Upscale,53588.0,0.940227031707764
51413.0,Legal,Legal in all cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Approve,Complete,No,Call 2,6.0,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,2.0,,,Mitt Romney,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,No,All others,No,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,92.0,Barack Obama,,White,White,State questionnaire,White,Midwest,None,None,The rich,Tammy Baldwin,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,White none,Yes,All others,No,All others,Suburb,Urban,Urban Core,Downscale,53081.0,1.15344285964966
51666.0,Illegal,Illegal in most cases,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Approve,Complete,No,Call 2,5.0,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,2.0,,,Mitt Romney,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,All others,No,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,19.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,The rich,Tammy Baldwin,Male,White men,Non married men,Rural,Small Cities/Rural,Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,White Protestants,No,All others,No,White Protestant non-evangelical,Low Density Rural,Rural,Rural,Very downscale,53003.0,0.988665282726288
71766.0,Legal,Legal in all cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Approve,Complete,No,Call 3,5.0,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,2.0,,,Omit,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Married with children,Yes,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,102.0,Barack Obama,,White,White,State questionnaire,White,Midwest,None,None,The rich,Tammy Baldwin,Male,White men,Married men,Suburbs,Suburbs,Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,White none,No,All others,No,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,53095.0,1.26790809631348
73159.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Approve,Complete,No,Call 3,6.0,Yes,,,,,,No high school diploma,No college degree,High school graduate or less,White no college degree,,,,,4.0,,,Barack Obama,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,No,Married with children,Yes,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",The middle class,45+,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,112.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,The rich,Tammy Baldwin,Male,White men,Married men,Suburbs,Suburbs,Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,White Protestants,Yes,All others,No,White Protestant non-evangelical,Suburb,60s Suburbs,Urban Perimeter,Upscale,54952.0,0.739792585372925
28903.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Approve,Complete,Yes,Call 1,2.0,Yes,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,3.0,,,Omit,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Married with children,Yes,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",The middle class,45+,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,15.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,The rich,Tammy Baldwin,Female,White women,Married women,Suburbs,Suburbs,Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,White Protestants,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,53559.0,0.70707756280899
29132.0,Legal,Legal in all cases,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,Approve,Complete,No,Call 1,4.0,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,1.0,,,Barack Obama,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,No,All others,No,,,Omit,Omit,The middle class,45+,65+,Men with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,55.0,Barack Obama,,Black,Black,State questionnaire,Black,Midwest,Protestant/Other Non-Catholic Christian,Protestant,The rich,Tammy Baldwin,Male,Black men,Non married men,"Cities over 500,000","Cities over 50,000",Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,Non-white,No,All others,No,,High Density Urban,Urban,Urban Core,Downscale,53209.0,1.23616981506348
9753.0,Legal,Legal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Omit,Complete,Yes,,1.0,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,3.0,,,Barack Obama,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,All others,Yes,,,Omit,Omit,The middle class,45+,65+,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50002.0,Barack Obama,,White,White,State questionnaire,White,Midwest,,,The rich,Tammy Baldwin,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,"Increase only on income over $250,000",Telephone survey,,,,No,Version 3,Approve,,Yes,White Born-again/Evangelical Christians,,,Suburb,Urban,Urban Core,Upscale,53546.0,1.08412349224091
25774.0,Legal,Legal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,Approve,Complete,Yes,Call 1,4.0,No,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,,1.0,,,Barack Obama,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,No,All others,No,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The poor,18-44,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,57.0,Barack Obama,,Black,Black,State questionnaire,Black,Midwest,Protestant/Other Non-Catholic Christian,Other christian,The rich,Tammy Baldwin,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,Non-white,No,All others,No,,High Density Urban,Urban,Urban Core,Very downscale,53218.0,0.812012434005737
29009.0,Legal,Legal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Approve,Complete,No,Call 1,1.0,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,2.0,,,Barack Obama,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,All others,Yes,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The poor,18-44,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,106.0,Barack Obama,,White,White,State questionnaire,White,Midwest,None,None,The rich,Tammy Baldwin,Female,White women,Married women,Suburbs,Suburbs,Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,White none,No,All others,No,All others,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,53150.0,0.80163037776947
28524.0,Legal,Legal in all cases,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Approve,Complete,No,Call 1,5.0,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,2.0,,,Barack Obama,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,All others,No,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The poor,18-44,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,102.0,Barack Obama,,White,White,State questionnaire,White,Midwest,None,None,The rich,Tammy Baldwin,Male,White men,Non married men,Suburbs,Suburbs,Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,White none,No,All others,No,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,53095.0,1.43636274337769
28404.0,Legal,Legal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Approve,Complete,No,Call 1,8.0,Yes,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,4.0,,,Barack Obama,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Married with children,Yes,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The poor,18-44,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,25.0,Barack Obama,,White,White,State questionnaire,White,Midwest,None,None,The rich,Tammy Baldwin,Male,White men,Married men,Rural,Small Cities/Rural,Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,White none,No,All others,No,All others,Low Density Rural,Rural,Rural,Downscale,54235.0,0.759520351886749
72580.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Approve,Complete,No,Call 3,8.0,Yes,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,4.0,,,Barack Obama,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,Married with children,Yes,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",The poor,45+,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,2.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Catholic,Catholic,The rich,Tammy Baldwin,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,White Catholics,No,All others,No,All others,Suburb,Urban,Urban Core,Downscale,54302.0,0.730308055877686
71727.0,Legal,Legal in all cases,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,Approve,Complete,No,Call 3,4.0,No,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,1.0,,,Barack Obama,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,No,All others,No,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Omit,18-44,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,55.0,Barack Obama,,Black,Black,State questionnaire,Black,Midwest,Protestant/Other Non-Catholic Christian,Other christian,The rich,Tammy Baldwin,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,Non-white,No,All others,No,,High Density Urban,Urban,Urban Core,Downscale,53209.0,1.05369985103607
50856.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Approve,Complete,Yes,Call 2,3.0,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,5.0,,,Barack Obama,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,No,All others,Yes,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Omit,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,,42.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,The rich,Tammy Baldwin,Female,White women,Married women,Suburbs,Suburbs,Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,White Protestants,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,54669.0,0.607831180095673
51447.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Approve,Complete,No,Call 2,7.0,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,5.0,,,Barack Obama,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,All others,No,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Omit,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,73.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,The rich,Tammy Baldwin,Male,White men,Non married men,Rural,Small Cities/Rural,Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,White Protestants,Yes,All others,No,White Protestant non-evangelical,Extremely Low Density Rural,Rural,Rural,Very downscale,54826.0,0.96138322353363
72929.0,Illegal,Illegal in all cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Disapprove,Complete,Yes,Call 3,6.0,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,4.0,,,Barack Obama,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,No,All others,No,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The rich,18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,113.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Something else,Other,The middle class,Tammy Baldwin,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,White something else,Yes,White Born-again/Evangelical Christians,No,All others,Suburb,Urban,Urban Core,Very upscale,54904.0,0.938214778900146
27534.0,Illegal,Illegal in most cases,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Disapprove,Complete,No,Call 1,8.0,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,4.0,,,Mitt Romney,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Married with children,Yes,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,41.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,The middle class,Tammy Baldwin,Male,White men,Married men,Rural,Small Cities/Rural,Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,White Protestants,No,All others,No,White Protestant non-evangelical,Low Density Rural,Rural,Rural,Downscale,54217.0,0.827337086200714
74153.0,Legal,Legal in most cases,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,Latino 60+,Latino 45-64,Approve,Complete,Yes,Call 3,1.0,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,2.0,,,Barack Obama,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,Yes,All others,No,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,77.0,Barack Obama,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Midwest,Catholic,Catholic,The rich,Tammy Baldwin,Female,Latino women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Not increase for anyone,Election day exit poll,,,,No,Version 3,Approve,Non-white,No,All others,No,,Suburb,Urban,Urban Core,Very upscale,53402.0,0.605086266994476
26988.0,Legal,Legal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Approve,Complete,No,Call 1,7.0,Yes,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,5.0,,,Barack Obama,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Married with children,Yes,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,73.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Something else,Other,The rich,Tammy Baldwin,Female,White women,Married women,Rural,Small Cities/Rural,Wisconsin,Not increase for anyone,Election day exit poll,,,,No,Version 3,Approve,White something else,No,All others,No,All others,Extremely Low Density Rural,Rural,Rural,Very downscale,54826.0,0.894543945789337
29339.0,Legal,Legal in all cases,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,Approve,Complete,Yes,Call 1,3.0,No,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,5.0,,,Barack Obama,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,No,All others,No,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,42.0,Barack Obama,,Black,Black,State questionnaire,Black,Midwest,Something else,Other,The middle class,Tammy Baldwin,Female,Black women,Non married women,Suburbs,Suburbs,Wisconsin,Not increase for anyone,Election day exit poll,,,,No,Version 3,Approve,Non-white,No,All others,No,,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,54669.0,0.758693516254425
50658.0,Legal,Legal in all cases,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,Approve,Complete,Yes,Call 2,4.0,Yes,,,,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,,,1.0,,,Barack Obama,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,No,All others,No,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,Women with children,Independent/Something else,Black non-Democrat,Black Independent,Something else,All others,Liberal,57.0,Barack Obama,,Black,Black,State questionnaire,Black,Midwest,Protestant/Other Non-Catholic Christian,Other christian,The poor,Tammy Baldwin,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",Wisconsin,Not increase for anyone,Election day exit poll,,,,No,Version 3,Approve,Non-white,No,All others,No,,High Density Urban,Urban,Urban Core,Very downscale,53218.0,0.919896721839905
