ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,CALL,CDNUM,CHILD12,DESCRIBP12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,GEOCODE,GOVTDO10,HANDLEECON12,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARCHILD,MARRIED,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSMD12,QRACE3,QRACEAI,QTYPE,QUES6MD,RACE,REGION,SENMD12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
42515.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,,,Complete,Call 2,7.0,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,2.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,The economy,Yes,,Yes,18-44,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,63.0,Barack Obama,Other,Other,National questionnaire,For,Hispanic/Latino,East,Ben Cardin,Female,Latino women,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,21042.0,0.829094409942627
41516.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,Complete,Call 2,3.0,,,College graduate,College graduate,More than High school graduate,White college degree,,,3.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,No,,Yes,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,85.0,Barack Obama,White,White,National questionnaire,Against,White,East,Ben Cardin,Female,White women,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,20833.0,1.02919292449951
45153.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,,,Complete,Call 2,5.0,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,4.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,The economy,Yes,,No,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,105.0,Barack Obama,Other,Hispanic/Latino,National questionnaire,Against,Hispanic/Latino,East,Ben Cardin,Male,Latino men,Non married men,Rural,Small Cities/Rural, Maryland,Election day exit poll,,,,Version 2,No,Low Density Rural,Rural,Rural,Downscale,20680.0,1.21339643001556
45152.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,,,Complete,Call 2,5.0,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,4.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,The economy,Yes,,No,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,105.0,Barack Obama,Other,Hispanic/Latino,National questionnaire,Against,Hispanic/Latino,East,Ben Cardin,Male,Latino men,Non married men,Rural,Small Cities/Rural, Maryland,Election day exit poll,,,,Version 2,No,Low Density Rural,Rural,Rural,Downscale,20680.0,1.21339643001556
17506.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,Complete,Call 1,3.0,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,2.0,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,The economy,No,,No,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,7.0,Barack Obama,Black,Black,National questionnaire,Against,Black,East,Ben Cardin,Female,Black women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,21403.0,0.690834760665894
48872.0,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,,,Complete,Call 2,4.0,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,3.0,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,The economy,No,,No,45+,65+,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,100.0,Barack Obama,Black,Black,National questionnaire,Against,Black,East,Ben Cardin,Female,Black women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,20743.0,1.51581835746765
17758.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,All others,All others,,,Complete,Call 1,3.0,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,3.0,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and non white",,The economy,No,,Yes,18-44,18-64,,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,85.0,Barack Obama,Other,Asian,National questionnaire,Against,Asian,East,Ben Cardin,Female,All other races,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,20833.0,1.02919292449951
21469.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Complete,Call 1,8.0,,,College graduate,College graduate,More than High school graduate,White college degree,,,3.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,No,,Yes,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,82.0,Barack Obama,White,White,National questionnaire,Against,White,East,Ben Cardin,Female,White women,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Suburb,80s Suburbs,Urban Perimeter,Very upscale,20904.0,1.57668030261993
48753.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,,,Complete,Call 2,8.0,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,3.0,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,The economy,Yes,,No,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,82.0,Barack Obama,Other,Hispanic/Latino,National questionnaire,Against,Hispanic/Latino,East,Ben Cardin,Female,Latino women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Suburb,80s Suburbs,Urban Perimeter,Very upscale,20904.0,1.54378950595856
48020.0,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,,,Complete,Call 2,4.0,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,3.0,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,The economy,No,,No,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,100.0,Barack Obama,Black,Black,National questionnaire,For,Black,East,Rob Sobhani,Male,Black men,Non married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,20743.0,1.29881966114044
42070.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,Complete,Call 2,3.0,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,3.0,,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and non white",,The economy,No,,Yes,45+,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,85.0,Barack Obama,Black,Black,National questionnaire,For,Black,East,Rob Sobhani,Male,Black men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,20833.0,0.884678423404694
75574.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,,,Complete,Call 3,4.0,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,3.0,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,The economy,No,,No,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,100.0,Barack Obama,Black,Black,National questionnaire,For,Black,East,Rob Sobhani,Female,Black women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,20743.0,1.08591043949127
17169.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,Complete,Call 1,7.0,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,2.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,The economy,No,,Yes,45+,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,63.0,Barack Obama,Black,Black,National questionnaire,Against,Black,East,Rob Sobhani,Male,Black men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,21042.0,1.03719341754913
47911.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,Complete,Call 2,4.0,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,3.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,The economy,No,,No,45+,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,100.0,Barack Obama,Black,Black,National questionnaire,Against,Black,East,Rob Sobhani,Male,Black men,Non married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,20743.0,1.5341819524765
17900.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,Complete,Call 1,5.0,,,College graduate,College graduate,More than High school graduate,White college degree,,,4.0,,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,The economy,No,,No,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,105.0,Mitt Romney,White,White,National questionnaire,For,White,East,Daniel Bongino,Male,White men,Non married men,Rural,Small Cities/Rural, Maryland,Election day exit poll,,,,Version 2,No,Low Density Rural,Rural,Rural,Downscale,20680.0,1.03725385665894
44890.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,Call 2,1.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,4.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,No,,Yes,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,60.0,Mitt Romney,White,White,National questionnaire,For,White,East,Daniel Bongino,Female,White women,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21132.0,0.861095488071442
18483.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,Call 1,1.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,4.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,No,,Yes,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,60.0,Mitt Romney,White,White,National questionnaire,Against,White,East,Daniel Bongino,Male,White men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21132.0,1.21656179428101
67302.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,All others,All others,,,Complete,Call 3,3.0,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,3.0,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and non white",,The economy,No,,No,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,85.0,Mitt Romney,Other,Asian,National questionnaire,Against,Asian,East,Daniel Bongino,Male,All other races,Non married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,20833.0,1.29650187492371
73038.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Complete,Call 3,8.0,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,3.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,No,,No,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,82.0,Mitt Romney,White,White,National questionnaire,Against,White,East,Daniel Bongino,Male,White men,Non married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Suburb,80s Suburbs,Urban Perimeter,Very upscale,20904.0,1.94475281238556
66910.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,Complete,Call 3,3.0,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,3.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,The economy,No,,Yes,45+,18-64,,Republican,Black non-Democrat,All Republicans,Republican,All others,Conservative,85.0,Mitt Romney,Black,Black,National questionnaire,Against,Black,East,Daniel Bongino,Female,Black women,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,20833.0,1.0210942029953
45700.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,Call 2,1.0,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,4.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,No,,No,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,,60.0,Mitt Romney,White,White,National questionnaire,Against,White,East,Daniel Bongino,Male,White men,Non married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21132.0,1.32321131229401
18399.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,Complete,Call 1,1.0,,,College graduate,College graduate,More than High school graduate,White college degree,,,4.0,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,The economy,No,,Yes,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,60.0,Mitt Romney,White,White,National questionnaire,Against,White,East,Daniel Bongino,Male,White men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21132.0,1.21656179428101
18315.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,Call 1,1.0,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,4.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,No,,Yes,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,60.0,Mitt Romney,White,White,National questionnaire,Against,White,East,Daniel Bongino,Male,White men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21132.0,1.32321131229401
70103.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,Call 3,1.0,,,College graduate,College graduate,More than High school graduate,White college degree,,,4.0,,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,The economy,No,,Yes,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,60.0,Mitt Romney,White,White,National questionnaire,Against,White,East,Daniel Bongino,Male,White men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21132.0,1.21656179428101
17633.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,Complete,Call 1,3.0,,,College graduate,College graduate,More than High school graduate,White college degree,,,3.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,No,,Yes,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,85.0,Mitt Romney,White,White,National questionnaire,Against,White,East,Daniel Bongino,Male,White men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,20833.0,1.29650187492371
70026.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,Call 3,1.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,4.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,No,,Yes,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,60.0,Mitt Romney,White,White,National questionnaire,Against,White,East,Daniel Bongino,Male,White men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21132.0,1.21656179428101
69941.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,Call 3,1.0,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,4.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,No,,Yes,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Liberal,60.0,Mitt Romney,White,White,National questionnaire,Against,White,East,Daniel Bongino,Female,White women,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21132.0,1.03880703449249
44804.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,Call 2,1.0,,,College graduate,College graduate,More than High school graduate,White college degree,,,4.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,No,,No,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,60.0,Mitt Romney,White,White,National questionnaire,Against,White,East,Daniel Bongino,Female,White women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21132.0,1.03880703449249
17497.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,Call 1,7.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,2.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,No,,No,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,63.0,Mitt Romney,White,White,National questionnaire,Against,White,East,Daniel Bongino,Female,White women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,21042.0,1.05343818664551
66836.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,Call 3,7.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,2.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,No,,Yes,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,63.0,Mitt Romney,White,White,National questionnaire,For,White,East,Rob Sobhani,Male,White men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,21042.0,0.893567025661469
18864.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,Call 1,5.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,4.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,No,,Yes,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,105.0,Mitt Romney,White,White,National questionnaire,For,White,East,Rob Sobhani,Male,White men,Married men,Rural,Small Cities/Rural, Maryland,Election day exit poll,,,,Version 2,No,Low Density Rural,Rural,Rural,Downscale,20680.0,0.98578554391861
70186.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,Call 3,1.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,4.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,No,,Yes,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,60.0,Mitt Romney,White,White,National questionnaire,For,White,East,Rob Sobhani,Female,White women,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21132.0,0.752408504486084
45268.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,Call 2,1.0,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,4.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,No,,Yes,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,60.0,Mitt Romney,White,White,National questionnaire,For,White,East,Rob Sobhani,Female,White women,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21132.0,0.752408504486084
18865.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,Call 1,5.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,4.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,No,,Yes,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,105.0,Mitt Romney,White,White,National questionnaire,For,White,East,Rob Sobhani,Male,White men,Married men,Rural,Small Cities/Rural, Maryland,Election day exit poll,,,,Version 2,No,Low Density Rural,Rural,Rural,Downscale,20680.0,0.98578554391861
45163.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,Complete,Call 2,1.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,4.0,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,The economy,No,,No,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,60.0,Mitt Romney,White,White,National questionnaire,For,White,East,Rob Sobhani,Female,White women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,Yes,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21132.0,0.768438756465912
44967.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,Call 2,1.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,4.0,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,The economy,No,,Yes,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Liberal,60.0,Mitt Romney,White,White,National questionnaire,Against,White,East,Rob Sobhani,Female,White women,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21132.0,0.987261652946472
18158.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,Call 1,1.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,4.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,No,,Yes,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,60.0,Mitt Romney,White,White,National questionnaire,Against,White,East,Rob Sobhani,Male,White men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21132.0,1.06300806999207
70272.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,Call 3,1.0,,,College graduate,College graduate,More than High school graduate,White college degree,,,4.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,No,,Yes,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,60.0,Mitt Romney,White,White,National questionnaire,Against,White,East,Rob Sobhani,Male,White men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21132.0,1.06300806999207
67787.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,All others,All others,,,Complete,Call 3,3.0,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,3.0,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,The economy,No,,Yes,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,85.0,Mitt Romney,Other,Asian,National questionnaire,Against,Asian,East,Rob Sobhani,Female,All other races,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 2,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,20833.0,0.94715416431427
