ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CHILD12,DESCRIBP12,DESCRIBS10,ECONBETT,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,ETHCT12,ETHMCMA,ETHMURPHY,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARCHILD,MARRIED,MCMAWREST,NEC,NEC2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSCT12,PTYIMPT,PTYIMPT2,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,SENCT12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHITEREL,WHNCLINC,WORK,WORKPARENT,WORKSEX,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
16525.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,No,I strongly favor my candidate,,Staying about the same,Poor and staying the same,Taxes,College graduate,College graduate,More than High school graduate,White college degree,Omit,Omit,Omit,,,,2.0,,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,No,All others,No,,Poor,Not so good or poor,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,3.0,Mitt Romney,Somewhat important,Very important or somewhat important,,White,White,State questionnaire,White,East,,,Linda McMahon,Male,White men,Non married men,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,All men,Working men,All others,Suburb,60s Suburbs,Urban Perimeter,Upscale,6002.0,1.51724123954773
36648.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,Complete,Call 2,3.0,Yes,I strongly favor my candidate,,Getting worse,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Omit,Omit,Omit,,,,3.0,,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Mitt Romney,The economy,Yes,All others,No,,Poor,Not so good or poor,45+,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,69.0,Mitt Romney,Somewhat important,Very important or somewhat important,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,,,Linda McMahon,Male,Latino men,Non married men,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,All men,Working men,All others,Suburb,60s Suburbs,Urban Perimeter,Upscale,6472.0,1.21524524688721
65929.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,2.0,No,I strongly favor my candidate,,Staying about the same,Poor and staying the same,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Both do,Only Linda McMahon does or both do,Only Chris Murphy does or both do,,,,3.0,,Barack Obama,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Barack Obama,Health care,No,All others,No,,Poor,Not so good or poor,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,22.0,Barack Obama,Somewhat important,Very important or somewhat important,,White,White,State questionnaire,White,East,,,Chris Murphy,Female,White women,Non married women,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,No,"Women, no kids",Non-working women,All others,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,6333.0,0.705524742603302
61694.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,No,I like my candidate but with reservations,,Getting worse,Worse,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,Neither does,Only Chris Murphy does or neither do,Only Linda McMahon does or neither do,,,,2.0,,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,Health care,No,All others,No,,Poor,Not so good or poor,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,31.0,Mitt Romney,Somewhat important,Very important or somewhat important,,White,White,State questionnaire,White,East,,,Chris Murphy,Female,White women,Non married women,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,"Women, no kids",Working women,Working women,Suburb,70s Suburbs,Urban Perimeter,Very upscale,6033.0,0.448234021663666
62754.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,Call 3,4.0,Yes,I like my candidate but with reservations,,Staying about the same,Poor and staying the same,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Neither does,Only Chris Murphy does or neither do,Only Linda McMahon does or neither do,,,,1.0,,Barack Obama,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Barack Obama,Omit,No,Married with children,Yes,,Poor,Not so good or poor,18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,111.0,Barack Obama,Somewhat important,Very important or somewhat important,,White,White,State questionnaire,White,East,,,Chris Murphy,Female,White women,Married women,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,No,Mothers with no full time job,Non-working women,All others,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,6897.0,1.01209878921509
63409.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,All others,All others,Complete,Call 3,5.0,Yes,I strongly favor my candidate,,Staying about the same,Omit,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,4.0,,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,No,All others,No,,Omit,Omit,18-44,18-64,Women with children,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,96.0,Barack Obama,Somewhat important,Very important or somewhat important,,Other,Asian,State questionnaire,Asian,East,,,Chris Murphy,Female,All other races,Non married women,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,Working mom,Working women,Working women,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,6708.0,0.76503449678421
15773.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Complete,Call 1,1.0,No,I strongly favor my candidate,,Getting better,Getting better,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Both do,Only Linda McMahon does or both do,Only Chris Murphy does or both do,,,,2.0,,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Barack Obama,Health care,No,All others,Yes,,Omit,Omit,45+,18-64,Men without children,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,3.0,Barack Obama,Somewhat important,Very important or somewhat important,,Black,Black,State questionnaire,Black,East,,,Chris Murphy,Male,Black men,Married men,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,All men,Working men,All others,Suburb,60s Suburbs,Urban Perimeter,Upscale,6002.0,1.26950907707214
15555.0,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,Complete,Call 1,1.0,No,I strongly favor my candidate,,Getting better,Getting better,The housing market,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,2.0,,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,Foreign policy,,All others,Yes,,Excellent,Excellent or good,18-44,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,113.0,Barack Obama,Very important,Very important or somewhat important,,Black,Black,State questionnaire,Black,East,,,Chris Murphy,Female,Black women,Married women,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,"Women, no kids",Working women,Working women,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,6096.0,0.770330131053925
16437.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Call 1,2.0,No,I strongly favor my candidate,,Getting better,Getting better,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,3.0,,Barack Obama,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Barack Obama,Foreign policy,,All others,Yes,,Excellent,Excellent or good,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,22.0,Barack Obama,Very important,Very important or somewhat important,,White,White,State questionnaire,White,East,,,Chris Murphy,Female,White women,Married women,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,"Women, no kids",Working women,Working women,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,6333.0,0.779755830764771
39273.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Complete,Call 2,3.0,No,I strongly favor my candidate,,Getting worse,Worse,Taxes,High school graduate,No college degree,High school graduate or less,Non white no college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,1.0,,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Foreign policy,No,All others,No,,Excellent,Excellent or good,45+,18-64,Men without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,65.0,Barack Obama,Very important,Very important or somewhat important,,Black,Black,State questionnaire,Black,East,,,Chris Murphy,Male,Black men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,,,,Version 2,,No,No,All men,Non-working men,All others,High Density Urban,Urban,Urban Core,Very downscale,6519.0,1.01801109313965
15825.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,Complete,Call 1,3.0,Yes,I strongly favor my candidate,,Getting better,Getting better,The housing market,College graduate,College graduate,More than High school graduate,Non white college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,1.0,,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,Yes,All others,No,,Excellent,Excellent or good,18-44,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,107.0,Barack Obama,Very important,Very important or somewhat important,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,,,Chris Murphy,Female,Latino women,Non married women,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,No,Mothers with no full time job,Non-working women,All others,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,6516.0,0.836668312549591
15576.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,Complete,Call 1,1.0,Yes,I strongly favor my candidate,,Getting worse,Worse,Unemployment,High school graduate,No college degree,High school graduate or less,Non white no college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,2.0,,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,Yes,All others,No,,Excellent,Excellent or good,45+,18-64,Men with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,33.0,Barack Obama,Very important,Very important or somewhat important,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,,,Chris Murphy,Male,Latino men,Non married men,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,All men,Working men,All others,Suburb,70s Suburbs,Urban Perimeter,Very upscale,6033.0,0.978032886981964
15575.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,Complete,Call 1,1.0,Yes,I strongly favor my candidate,,Getting worse,Worse,Unemployment,High school graduate,No college degree,High school graduate or less,Non white no college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,2.0,,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,Yes,All others,No,,Excellent,Excellent or good,45+,18-64,Men with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,33.0,Barack Obama,Very important,Very important or somewhat important,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,,,Chris Murphy,Male,Latino men,Non married men,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,All men,Working men,All others,Suburb,70s Suburbs,Urban Perimeter,Very upscale,6033.0,0.978032886981964
64580.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,Yes,I strongly favor my candidate,,Getting better,Getting better,The housing market,College graduate,College graduate,More than High school graduate,White college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,4.0,,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Health care,No,Married with children,Yes,,Excellent,Excellent or good,45+,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,89.0,Barack Obama,Very important,Very important or somewhat important,,White,White,State questionnaire,White,East,,,Chris Murphy,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,All men,Working men,All others,Suburb,Rural,Rural,Very downscale,6790.0,0.962596952915192
16050.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,Complete,Call 1,3.0,No,I strongly favor my candidate,,Getting better,Getting better,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,1.0,,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,Health care,No,All others,Yes,,Excellent,Excellent or good,45+,18-64,Women without children,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,54.0,Barack Obama,Very important,Very important or somewhat important,,Black,Black,State questionnaire,Black,East,,,Chris Murphy,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,,,,Version 2,,No,Yes,"Women, no kids",Working women,Working women,Suburb,Urban,Urban Core,Upscale,6460.0,0.840868949890137
38313.0,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,Complete,Call 2,5.0,No,I dislike the other candidates,,Getting better,Getting better,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,2.0,,Barack Obama,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Health care,,All others,No,,Excellent,Excellent or good,45+,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,74.0,Barack Obama,Very important,Very important or somewhat important,,Black,Black,State questionnaire,Black,East,,,Chris Murphy,Female,Black women,Non married women,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,No,"Women, no kids",Non-working women,All others,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,6062.0,0.914915442466736
40617.0,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,Complete,Call 2,3.0,No,I strongly favor my candidate,,Getting better,Getting better,Unemployment,High school graduate,No college degree,High school graduate or less,Non white no college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,1.0,,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,Health care,No,All others,Yes,,Excellent,Excellent or good,45+,65+,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,65.0,Barack Obama,Very important,Very important or somewhat important,,Black,Black,State questionnaire,Black,East,,,Chris Murphy,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,,,,Version 2,,No,No,"Women, no kids",Non-working women,All others,High Density Urban,Urban,Urban Core,Very downscale,6519.0,0.945298790931702
40616.0,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,Complete,Call 2,3.0,No,I strongly favor my candidate,,Getting better,Getting better,Unemployment,High school graduate,No college degree,High school graduate or less,Non white no college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,1.0,,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,Health care,No,All others,Yes,,Excellent,Excellent or good,45+,65+,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,65.0,Barack Obama,Very important,Very important or somewhat important,,Black,Black,State questionnaire,Black,East,,,Chris Murphy,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,,,,Version 2,,No,No,"Women, no kids",Non-working women,All others,High Density Urban,Urban,Urban Core,Very downscale,6519.0,0.945298790931702
14325.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,2.0,No,I strongly favor my candidate,,Getting better,Getting better,Taxes,High school graduate,No college degree,High school graduate or less,White no college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,3.0,,Barack Obama,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,No,All others,No,,Excellent,Excellent or good,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Liberal,19.0,Barack Obama,Very important,Very important or somewhat important,,White,White,State questionnaire,White,East,,,Chris Murphy,Female,White women,Non married women,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,Yes,Yes,"Women, no kids",Working women,Working women,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,6417.0,1.03006613254547
62823.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,Call 3,2.0,Yes,I strongly favor my candidate,,Getting better,Getting better,Taxes,Postgraduate study,College graduate,More than High school graduate,White college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,3.0,,Barack Obama,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Barack Obama,Health care,No,Married with children,Yes,,Excellent,Excellent or good,18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,23.0,Barack Obama,Very important,Very important or somewhat important,,White,White,State questionnaire,White,East,,,Chris Murphy,Female,White women,Married women,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,Working mom,Working women,Working women,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,6029.0,0.69599062204361
15568.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,Call 1,1.0,No,I strongly favor my candidate,,Getting better,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,2.0,,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Health care,No,All others,No,,Excellent,Excellent or good,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,31.0,Barack Obama,Very important,Very important or somewhat important,,White,White,State questionnaire,White,East,,,Chris Murphy,Female,White women,Non married women,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,No,"Women, no kids",Non-working women,All others,Suburb,70s Suburbs,Urban Perimeter,Very upscale,6033.0,0.615986824035645
14328.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,2.0,Yes,I strongly favor my candidate,,Getting better,Getting better,Omit,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,3.0,,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,Health care,,,,,Excellent,Excellent or good,45+,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,19.0,Barack Obama,Very important,Very important or somewhat important,,White,White,State questionnaire,White,East,,,Chris Murphy,Female,White women,,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,Working mom,Working women,Working women,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,6417.0,1.03006613254547
40196.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,Latino 60+,Latino 65+,Complete,Call 2,3.0,No,I strongly favor my candidate,,Staying about the same,Good and staying the same,The housing market,High school graduate,No college degree,High school graduate or less,Non white no college degree,Neither does,Only Chris Murphy does or neither do,Only Linda McMahon does or neither do,,,,1.0,,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,Health care,Yes,All others,Yes,,Excellent,Excellent or good,45+,65+,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,65.0,Barack Obama,Very important,Very important or somewhat important,,Other,White,State questionnaire,Hispanic/Latino,East,,,Did not vote,Female,Latino women,Married women,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,,,,Version 2,,No,No,"Women, no kids",Non-working women,All others,High Density Urban,Urban,Urban Core,Very downscale,6519.0,0.774044215679169
37860.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Call 2,2.0,No,I strongly favor my candidate,,Getting better,Getting better,The housing market,College graduate,College graduate,More than High school graduate,White college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,3.0,,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,Foreign policy,No,All others,Yes,,Good,Excellent or good,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,23.0,Barack Obama,Very important,Very important or somewhat important,,White,White,State questionnaire,White,East,,,Chris Murphy,Female,White women,Married women,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,"Women, no kids",Working women,Working women,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,6029.0,0.69599062204361
69200.0,,,,,,,,,,Complete,Call 3,3.0,Yes,I strongly favor my candidate,,Getting better,Getting better,Unemployment,College graduate,College graduate,More than High school graduate,,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,1.0,,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,,Barack Obama,Foreign policy,No,Married with children,Yes,,Good,Excellent or good,,,Men with children,Democrat,,,Democrat,,Conservative,65.0,Barack Obama,Very important,Very important or somewhat important,,,,State questionnaire,,East,,,,Male,,Married men,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,,,,Version 2,,No,Yes,All men,Working men,All others,High Density Urban,Urban,Urban Core,Very downscale,6519.0,0.725520789623261
62478.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,All others,All others,Complete,Call 3,1.0,No,I strongly favor my candidate,,Getting better,Getting better,Unemployment,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,2.0,,Barack Obama,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Foreign policy,No,All others,Yes,,Good,Excellent or good,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Liberal,33.0,Barack Obama,Very important,Very important or somewhat important,,Other,Asian,State questionnaire,Asian,East,,,Chris Murphy,Male,All other races,Married men,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,No,All men,Non-working men,All others,Suburb,70s Suburbs,Urban Perimeter,Very upscale,6033.0,0.978032886981964
69288.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Call 3,3.0,Yes,I strongly favor my candidate,,Getting better,Getting better,Unemployment,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,1.0,,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,Foreign policy,No,All others,No,,Good,Excellent or good,18-44,18-64,Men with children,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,65.0,Barack Obama,Very important,Very important or somewhat important,,Black,Black,State questionnaire,Black,East,,,Chris Murphy,Male,Black men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,,,,Version 2,,No,Yes,All men,Working men,All others,High Density Urban,Urban,Urban Core,Very downscale,6519.0,1.01801109313965
15236.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,2.0,Yes,I strongly favor my candidate,,Getting better,Getting better,Taxes,College graduate,College graduate,More than High school graduate,White college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,3.0,,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,Foreign policy,No,Married with children,Yes,,Good,Excellent or good,45+,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,23.0,Barack Obama,Very important,Very important or somewhat important,,White,White,State questionnaire,White,East,,,Chris Murphy,Female,White women,Married women,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,Working mom,Working women,Working women,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,6029.0,0.69599062204361
