ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,CALL,CDNUM,CHILD12,CONTROLSEN,DESCRIBP12,ECONBETT,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARCHILD,MARRIED,NEC,NEC2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSME12,QLT12,QRACE3,QRACEAI,QTYPE,QUES1ME,RACE,REGION,REL5,RELIGN10,SENME12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHITEREL,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
68357.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,A few times a year,Occasionally,All others,Complete,Call 3,2.0,No,,I like my candidate but with reservations,,,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,Worse today,2.0,,Mitt Romney,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Federal budget deficit,No,All others,No,,,18-44,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,39.0,Mitt Romney,,White,White,State questionnaire,No,White,East,None,None,Charles Summers,Female,White women,Non married women,Rural,Small Cities/Rural,Maine,Election day exit poll,,,,Version 2,White none,No,Low Density Rural,Rural,Rural,Downscale,4938.0,0.960165321826935
70034.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Never,Never,All others,Complete,Call 3,1.0,Yes,,I like my candidate but with reservations,,,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,Worse today,1.0,,Mitt Romney,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Federal budget deficit,No,Married with children,Yes,,,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,46.0,Mitt Romney,,White,White,State questionnaire,Yes,White,East,Something else,Other,Charles Summers,Male,White men,Married men,Suburbs,Suburbs,Maine,Election day exit poll,,,,Version 2,White something else,Yes,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,4040.0,0.882413744926453
33049.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Never,Never,All others,Complete,Call 1,1.0,No,,I like my candidate but with reservations,,,Rising prices,No high school diploma,No college degree,High school graduate or less,White no college degree,,,Worse today,1.0,,Mitt Romney,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Federal budget deficit,No,All others,No,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,42.0,Other,,White,White,State questionnaire,Yes,White,East,None,None,Other,Male,White men,Non married men,Suburbs,Suburbs,Maine,Election day exit poll,,,,Version 2,White none,Yes,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,4032.0,2.65542316436768
46410.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,More than once a week,Weekly,Catholic/Attend weekly,Complete,Call 2,1.0,No,,I dislike the other candidates,,,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,Worse today,1.0,,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,All others,Yes,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,102.0,Mitt Romney,,White,White,State questionnaire,Yes,White,East,Catholic,Catholic,Charles Summers,Female,White women,Married women,Rural,Small Cities/Rural,Maine,Election day exit poll,,,,Version 2,White Catholics,No,Low Density Rural,Rural,Rural,Upscale,4862.0,0.760851383209229
46409.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,More than once a week,Weekly,Catholic/Attend weekly,Complete,Call 2,1.0,No,,I dislike the other candidates,,,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,Worse today,1.0,,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,All others,Yes,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,102.0,Mitt Romney,,White,White,State questionnaire,Yes,White,East,Catholic,Catholic,Charles Summers,Female,White women,Married women,Rural,Small Cities/Rural,Maine,Election day exit poll,,,,Version 2,White Catholics,No,Low Density Rural,Rural,Rural,Upscale,4862.0,0.760851383209229
31870.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Never,Never,Protestant/Do not attend weekly,Complete,Call 1,2.0,No,,I like my candidate but with reservations,,,Omit,College graduate,College graduate,More than High school graduate,White college degree,,,Worse today,2.0,,Mitt Romney,,,,,,,Mitt Romney,Federal budget deficit,No,All others,No,,,18-44,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,,24.0,Mitt Romney,,White,White,State questionnaire,,White,East,Protestant/Other Non-Catholic Christian,Protestant,Charles Summers,Female,White women,Non married women,Rural,Small Cities/Rural,Maine,Election day exit poll,,,,Version 2,White Protestants,No,Extremely Low Density Rural,Rural,Rural,Downscale,4617.0,0.788765370845795
69857.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Never,Never,All others,Complete,Call 3,2.0,Yes,,I strongly favor my candidate,,,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,About the same,2.0,,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,Married with children,Yes,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,93.0,Mitt Romney,,White,White,State questionnaire,No,White,East,Something else,Other,Charles Summers,Female,White women,Married women,Rural,Small Cities/Rural,Maine,Election day exit poll,,,,Version 2,White something else,No,Low Density Rural,Rural,Rural,Very downscale,4976.0,0.980037987232208
71262.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Protestant/Attend weekly,Complete,Call 3,2.0,No,,I like my candidate but with reservations,,,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,,,About the same,2.0,,Mitt Romney,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Federal budget deficit,No,All others,Yes,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,77.0,Mitt Romney,,White,White,State questionnaire,No,White,East,Protestant/Other Non-Catholic Christian,Protestant,Angus King,Female,White women,Married women,Rural,Small Cities/Rural,Maine,Election day exit poll,,,,Version 2,White Protestants,No,Low Density Rural,Rural,Rural,Upscale,4970.0,0.913675785064697
44102.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Once a week,Weekly,All others,Complete,Call 2,2.0,No,,I like my candidate but with reservations,,,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,About the same,2.0,,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,All others,No,,,18-44,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,37.0,Mitt Romney,,White,White,State questionnaire,No,White,East,Protestant/Other Non-Catholic Christian,Other christian,Charles Summers,Female,White women,Non married women,Rural,Small Cities/Rural,Maine,Election day exit poll,,,,Version 2,White Protestants,No,Extremely Low Density Rural,Rural,Rural,Very downscale,4958.0,0.888567745685577
73997.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a month,Occasionally,Protestant/Do not attend weekly,Complete,Call 3,2.0,No,,I strongly favor my candidate,,,Taxes,Postgraduate study,College graduate,More than High school graduate,White college degree,,,About the same,2.0,,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,All others,No,,,45+,65+,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,14.0,Mitt Romney,,White,White,State questionnaire,Yes,White,East,Protestant/Other Non-Catholic Christian,Protestant,Angus King,Male,White men,Non married men,Suburbs,Suburbs,Maine,Election day exit poll,,,,Version 2,White Protestants,No,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,4069.0,1.70817446708679
29122.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Never,Never,Protestant/Do not attend weekly,Complete,Call 1,2.0,No,,I strongly favor my candidate,,,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,About the same,2.0,,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,All others,Yes,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,1.0,Mitt Romney,,White,White,State questionnaire,No,White,East,Protestant/Other Non-Catholic Christian,Protestant,Charles Summers,Male,White men,Married men,Rural,Small Cities/Rural,Maine,Election day exit poll,,,,Version 2,White Protestants,No,Extremely Low Density Rural,Rural,Rural,Very downscale,4606.0,2.28633737564087
44215.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Never,Never,All others,Complete,Call 2,1.0,Yes,,I strongly favor my candidate,,,Taxes,Postgraduate study,College graduate,More than High school graduate,White college degree,,,About the same,1.0,,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,Married with children,Yes,,,45+,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,107.0,Mitt Romney,,White,White,State questionnaire,No,White,East,None,None,Charles Summers,Female,White women,Married women,Rural,Small Cities/Rural,Maine,Election day exit poll,,,,Version 2,White none,No,Low Density Rural,Rural,Rural,Very upscale,4090.0,1.72479593753815
44216.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Never,Never,All others,Complete,Call 2,1.0,Yes,,I strongly favor my candidate,,,Taxes,Postgraduate study,College graduate,More than High school graduate,White college degree,,,About the same,1.0,,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,Married with children,Yes,,,45+,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,107.0,Mitt Romney,,White,White,State questionnaire,No,White,East,None,None,Charles Summers,Female,White women,Married women,Rural,Small Cities/Rural,Maine,Election day exit poll,,,,Version 2,White none,No,Low Density Rural,Rural,Rural,Very upscale,4090.0,1.72479593753815
27930.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,More than once a week,Weekly,Protestant/Attend weekly,Complete,Call 1,2.0,Yes,,I like my candidate but with reservations,,,Taxes,College graduate,College graduate,More than High school graduate,White college degree,,,About the same,2.0,,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,Married with children,Yes,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,54.0,Mitt Romney,,White,White,State questionnaire,No,White,East,Protestant/Other Non-Catholic Christian,Protestant,Charles Summers,Female,White women,Married women,Rural,Small Cities/Rural,Maine,Election day exit poll,,,,Version 2,White Protestants,No,Low Density Rural,Rural,Rural,Very downscale,4730.0,0.722848534584045
70500.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Protestant/Do not attend weekly,Complete,Call 3,1.0,No,,I like my candidate but with reservations,,,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,About the same,1.0,,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,All others,Yes,,,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,15.0,Mitt Romney,,White,White,State questionnaire,No,White,East,Protestant/Other Non-Catholic Christian,Protestant,Angus King,Female,White women,Married women,Rural,Small Cities/Rural,Maine,Election day exit poll,,,,Version 2,White Protestants,No,Suburb,Rural,Rural,Upscale,4530.0,1.00678825378418
32047.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,More than once a week,Weekly,Protestant/Attend weekly,Complete,Call 1,1.0,No,,I strongly favor my candidate,,,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,About the same,1.0,,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,All others,Yes,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,65.0,Mitt Romney,,White,White,State questionnaire,No,White,East,Protestant/Other Non-Catholic Christian,Protestant,Charles Summers,Female,White women,Married women,Suburbs,Suburbs,Maine,Election day exit poll,,,,Version 2,White Protestants,No,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,4097.0,1.05951750278473
70420.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Protestant/Do not attend weekly,Complete,Call 3,1.0,No,,I strongly favor my candidate,,,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,About the same,1.0,,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,All others,No,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,31.0,Mitt Romney,,White,White,State questionnaire,No,White,East,Protestant/Other Non-Catholic Christian,Protestant,Charles Summers,Male,White men,Non married men,Rural,Small Cities/Rural,Maine,Election day exit poll,,,,Version 2,White Protestants,No,Low Density Rural,Rural,Rural,Downscale,4563.0,0.607060432434082
28277.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,Protestant/Do not attend weekly,Complete,Call 1,1.0,No,,I strongly favor my candidate,,,Rising prices,,,,,,,About the same,1.0,,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,All others,Yes,,,45+,65+,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,107.0,Mitt Romney,,White,White,State questionnaire,Yes,White,East,Protestant/Other Non-Catholic Christian,Protestant,Charles Summers,Male,White men,Married men,Rural,Small Cities/Rural,Maine,Election day exit poll,,,,Version 2,White Protestants,No,Low Density Rural,Rural,Rural,Very upscale,4090.0,1.58638656139374
28276.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,Protestant/Do not attend weekly,Complete,Call 1,1.0,No,,I strongly favor my candidate,,,Rising prices,,,,,,,About the same,1.0,,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,All others,Yes,,,45+,65+,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,107.0,Mitt Romney,,White,White,State questionnaire,Yes,White,East,Protestant/Other Non-Catholic Christian,Protestant,Charles Summers,Male,White men,Married men,Rural,Small Cities/Rural,Maine,Election day exit poll,,,,Version 2,White Protestants,No,Low Density Rural,Rural,Rural,Very upscale,4090.0,1.58638656139374
30103.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,Protestant/Do not attend weekly,Complete,Call 1,2.0,No,,I strongly favor my candidate,,,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,About the same,2.0,,Mitt Romney,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Federal budget deficit,No,All others,No,,,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,37.0,Mitt Romney,,White,White,State questionnaire,No,White,East,Protestant/Other Non-Catholic Christian,Protestant,Charles Summers,Male,White men,Non married men,Rural,Small Cities/Rural,Maine,Election day exit poll,,,,Version 2,White Protestants,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,4958.0,1.06695735454559
71014.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Catholic/Do not attend weekly,Complete,Call 3,2.0,No,,I strongly favor my candidate,,,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,About the same,2.0,,Mitt Romney,,,,,,,Mitt Romney,Federal budget deficit,No,All others,Yes,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,32.0,Mitt Romney,,White,White,State questionnaire,No,White,East,Catholic,Catholic,Charles Summers,Female,White women,Married women,Suburbs,Suburbs,Maine,Election day exit poll,,,,Version 2,White Catholics,,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,4429.0,0.663839936256409
43951.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a year,Occasionally,All others,Complete,Call 2,2.0,No,,I strongly favor my candidate,,,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,,,About the same,2.0,,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,All others,Yes,,,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,69.0,Mitt Romney,,White,White,State questionnaire,No,White,East,None,None,Charles Summers,Male,White men,Married men,Rural,Small Cities/Rural,Maine,Election day exit poll,,,,Version 2,White none,No,Low Density Rural,Rural,Rural,Downscale,4281.0,1.05291843414307
68627.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Protestant/Do not attend weekly,Complete,Call 3,2.0,No,,I like my candidate but with reservations,,,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,About the same,2.0,,Mitt Romney,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Federal budget deficit,No,All others,Yes,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,1.0,Mitt Romney,,White,White,State questionnaire,No,White,East,Protestant/Other Non-Catholic Christian,Protestant,Charles Summers,Male,White men,Married men,Rural,Small Cities/Rural,Maine,Election day exit poll,,,,Version 2,White Protestants,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,4606.0,2.18860197067261
68626.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Protestant/Do not attend weekly,Complete,Call 3,2.0,No,,I like my candidate but with reservations,,,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,About the same,2.0,,Mitt Romney,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Federal budget deficit,No,All others,Yes,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,1.0,Mitt Romney,,White,White,State questionnaire,No,White,East,Protestant/Other Non-Catholic Christian,Protestant,Charles Summers,Male,White men,Married men,Rural,Small Cities/Rural,Maine,Election day exit poll,,,,Version 2,White Protestants,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,4606.0,2.18860197067261
70716.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Omit,Omit,All others,Complete,Call 3,1.0,No,,I like my candidate but with reservations,,,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,About the same,1.0,,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,All others,Yes,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,25.0,Mitt Romney,,White,White,State questionnaire,No,White,East,Protestant/Other Non-Catholic Christian,Other christian,Angus King,Male,White men,Married men,Suburbs,Suburbs,Maine,Election day exit poll,,,,Version 2,White Protestants,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,4011.0,1.06821596622467
70715.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Omit,Omit,All others,Complete,Call 3,1.0,No,,I like my candidate but with reservations,,,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,About the same,1.0,,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,All others,Yes,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,25.0,Mitt Romney,,White,White,State questionnaire,No,White,East,Protestant/Other Non-Catholic Christian,Other christian,Angus King,Male,White men,Married men,Suburbs,Suburbs,Maine,Election day exit poll,,,,Version 2,White Protestants,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,4011.0,1.06821596622467
30467.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a year,Occasionally,Catholic/Do not attend weekly,Complete,Call 1,1.0,No,,I strongly favor my candidate,,,Omit,Postgraduate study,College graduate,More than High school graduate,White college degree,,,About the same,1.0,,Mitt Romney,,,,,,,Mitt Romney,Federal budget deficit,No,All others,Yes,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,74.0,Mitt Romney,,White,White,State questionnaire,No,White,East,Catholic,Catholic,Charles Summers,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Maine,Election day exit poll,,,,Version 2,White Catholics,No,Suburb,Urban,Urban Core,Very upscale,4103.0,1.00621068477631
33487.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Protestant/Do not attend weekly,Complete,Call 1,1.0,No,,I strongly favor my candidate,,,Taxes,College graduate,College graduate,More than High school graduate,White college degree,,,About the same,1.0,,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Omit,Federal budget deficit,No,All others,Yes,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,42.0,Barack Obama,,White,White,State questionnaire,Yes,White,East,Protestant/Other Non-Catholic Christian,Protestant,Angus King,Female,White women,Married women,Suburbs,Suburbs,Maine,Election day exit poll,,,,Version 2,White Protestants,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,4032.0,0.937874436378479
33488.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Protestant/Do not attend weekly,Complete,Call 1,1.0,No,,I strongly favor my candidate,,,Taxes,College graduate,College graduate,More than High school graduate,White college degree,,,About the same,1.0,,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Omit,Federal budget deficit,No,All others,Yes,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,42.0,Barack Obama,,White,White,State questionnaire,Yes,White,East,Protestant/Other Non-Catholic Christian,Protestant,Angus King,Female,White women,Married women,Suburbs,Suburbs,Maine,Election day exit poll,,,,Version 2,White Protestants,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,4032.0,0.937874436378479
30772.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,All others,Complete,Call 1,2.0,No,,I like my candidate but with reservations,,,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Better today,2.0,,Mitt Romney,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Omit,Federal budget deficit,No,All others,,,,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,52.0,Barack Obama,,White,White,State questionnaire,Yes,White,East,Protestant/Other Non-Catholic Christian,Mormon,Angus King,Female,White women,,Suburbs,Suburbs,Maine,Election day exit poll,,,,Version 2,White Protestants,Yes,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,4263.0,0.970297813415527
28346.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,More than once a week,Weekly,Protestant/Attend weekly,Complete,Call 1,2.0,No,,I dislike the other candidates,,,The housing market,High school graduate,No college degree,High school graduate or less,White no college degree,,,Worse today,2.0,,Mitt Romney,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Omit,Federal budget deficit,No,All others,No,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,1.0,Mitt Romney,,White,White,State questionnaire,No,White,East,Protestant/Other Non-Catholic Christian,Protestant,Charles Summers,Female,White women,Non married women,Rural,Small Cities/Rural,Maine,Election day exit poll,,,,Version 2,White Protestants,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,4606.0,1.98910295963287
45247.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Never,Never,All others,Complete,Call 2,1.0,No,,I dislike the other candidates,,,The housing market,High school graduate,No college degree,High school graduate or less,White no college degree,,,Worse today,1.0,,Mitt Romney,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Omit,Federal budget deficit,No,All others,No,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,102.0,Barack Obama,,White,White,State questionnaire,No,White,East,Protestant/Other Non-Catholic Christian,Other christian,Charles Summers,Male,White men,Non married men,Rural,Small Cities/Rural,Maine,Election day exit poll,,,,Version 2,White Protestants,Yes,Low Density Rural,Rural,Rural,Upscale,4862.0,1.2767014503479
