ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,AMD1FL,BACKSIDE,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,CUBAN3,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTL12,INTLOBAMA,INTLROMNEY,INTOUCH12,ISSUE12,LANDPHONE,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSFL12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SENFL12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TAXINC12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
12632.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,Complete,,,22.0,,,,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,Mitt Romney,Mitt Romney,Omit,Omit,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Both of them,Yes,Yes,Mitt Romney,,,,,,,,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50109.0,Mitt Romney,,White,White,National questionnaire,White,South,,,,Connie Mack,Female,White women,,Suburbs,Suburbs,English,Florida,Omit,Telephone survey,,,,Version 4,,Yes,,,,,,,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33433.0,1.1650664806366
12631.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,Complete,,,22.0,,,,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,5.0,,Mitt Romney,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Only Barack Obama,Yes,No,Mitt Romney,,,,,,,,,,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,,50109.0,Barack Obama,,White,White,National questionnaire,White,South,,,,Did not vote,Female,White women,,Suburbs,Suburbs,English,Florida,"Increase only on income over $250,000",Telephone survey,,,,Version 4,,No,,,,,,,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33433.0,3.75181841850281
12585.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,No,Complete,,,7.0,,,,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,Mitt Romney,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Only Mitt Romney,No,Yes,Mitt Romney,,,,,,,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50031.0,Mitt Romney,,White,White,National questionnaire,White,South,,,,Connie Mack,Male,White men,,Suburbs,Suburbs,English,Florida,"Increase only on income over $250,000",Telephone survey,,,,Version 4,,No,,,,,,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,32750.0,3.12953925132751
12586.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,No,Complete,,,8.0,,,,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,2.0,,Barack Obama,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Only Barack Obama,Yes,No,Barack Obama,,,,,,,,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50036.0,Barack Obama,,White,White,National questionnaire,White,South,,,,Bill Nelson,Male,White men,,Suburbs,Suburbs,English,Florida,"Increase only on income over $250,000",Telephone survey,,,,Version 4,,No,,,,,,,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,32937.0,1.10390305519104
12607.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,,,13.0,,,,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,Barack Obama,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Only Barack Obama,Yes,No,Barack Obama,,,,,,,,,,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50062.0,Barack Obama,,White,White,National questionnaire,White,South,,,,Bill Nelson,Female,White women,,Suburbs,Suburbs,English,Florida,"Increase only on income over $250,000",Telephone survey,,,,Version 4,,No,,,,,,,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,33706.0,0.55691933631897
12639.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Yes,Complete,,,25.0,,,,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,4.0,,Mitt Romney,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Only Mitt Romney,No,Yes,Mitt Romney,,,,,,,,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50123.0,Mitt Romney,,White,White,National questionnaire,White,South,,,,Connie Mack,Male,White men,,Suburbs,Suburbs,English,Florida,Omit,Telephone survey,,,,Version 4,,No,,,,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,34119.0,1.60808277130127
60140.0,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,No,Not complete,,Call 3,15.0,,,,No,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,18-44,18-64,,,,,,,,91.0,Barack Obama,,Black,Black,National questionnaire,Black,South,,,,Bill Nelson,Female,Black women,,Suburbs,Suburbs,English,Florida,Increase for all,Election day exit poll,,,,Version 4,,,,,,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,33813.0,0.630461633205414
40279.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,Yes,Complete,,Call 2,15.0,,,,No,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,2.0,,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and non white",Only Barack Obama,Yes,No,Barack Obama,,,,,,,,,,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,91.0,Barack Obama,,Black,Black,National questionnaire,Black,South,,,,Bill Nelson,Male,Black men,,Suburbs,Suburbs,English,Florida,Increase for all,Election day exit poll,,,,Version 4,,No,,,,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,33813.0,0.499111860990524
59966.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,,Call 3,15.0,,,,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,2.0,,Barack Obama,Barack Obama,Omit,Omit,,,,,,,Only Barack Obama,Yes,No,Barack Obama,,,,,,,,,,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,91.0,Barack Obama,,White,White,National questionnaire,White,South,,,,Bill Nelson,Female,White women,,Suburbs,Suburbs,English,Florida,"Increase only on income over $250,000",Election day exit poll,,,,Version 4,,,,,,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,33813.0,0.709052622318268
12590.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Yes,Complete,,,9.0,,,,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,2.0,,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Only Barack Obama,Yes,No,Barack Obama,,,,,,,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50041.0,Barack Obama,,White,White,National questionnaire,White,South,,,,Bill Nelson,Female,White women,,Suburbs,Suburbs,English,Florida,"Increase only on income over $250,000",Telephone survey,,,,Version 4,,No,,,,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,32837.0,0.900117993354797
18922.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,No,Complete,,Call 1,15.0,,,,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,2.0,,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Only Barack Obama,Yes,No,Barack Obama,,,,,,,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,91.0,Barack Obama,,White,White,National questionnaire,White,South,,,,Bill Nelson,Female,White women,,Suburbs,Suburbs,English,Florida,"Increase only on income over $250,000",Election day exit poll,,,,Version 4,,No,,,,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,33813.0,0.67261415719986
18340.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,No,Complete,,Call 1,15.0,,,,"Yes, other Hispanic",,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,2.0,,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Only Barack Obama,Yes,No,Barack Obama,,,,,,,,,,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,91.0,Barack Obama,,Other,White,National questionnaire,Hispanic/Latino,South,,,,Bill Nelson,Female,Latino women,,Suburbs,Suburbs,English,Florida,"Increase only on income over $250,000",Election day exit poll,,,,Version 4,,No,,,,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,33813.0,0.67261415719986
12615.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,No,Complete,,,16.0,,,,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,4.0,,Barack Obama,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Only Barack Obama,Yes,No,Barack Obama,,,,,,,,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,50078.0,Barack Obama,,White,White,National questionnaire,White,South,,,,Bill Nelson,Female,White women,,Suburbs,Suburbs,English,Florida,"Increase only on income over $250,000",Telephone survey,,,,Version 4,,No,,,,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,34238.0,0.510647356510162
60068.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,All others,All others,No,Complete,,Call 3,15.0,,,,No,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,2.0,,Barack Obama,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Only Barack Obama,Yes,No,Barack Obama,,,,,,,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Moderate,91.0,Barack Obama,,Other,Asian,National questionnaire,Asian,South,,,,Bill Nelson,Female,All other races,,Suburbs,Suburbs,English,Florida,"Increase only on income over $250,000",Election day exit poll,,,,Version 4,,No,,,,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,33813.0,0.662672340869904
59501.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,No,Complete,,Call 3,15.0,,,,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,Mitt Romney,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Both of them,Yes,Yes,Mitt Romney,,,,,,,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,91.0,Mitt Romney,,White,White,National questionnaire,White,South,,,,Connie Mack,Male,White men,,Suburbs,Suburbs,English,Florida,"Increase only on income over $250,000",Election day exit poll,,,,Version 4,,No,,,,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,33813.0,0.592159450054169
61171.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Yes,Complete,,Call 3,15.0,,,,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,Mitt Romney,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Only Mitt Romney,No,Yes,Mitt Romney,,,,,,,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,91.0,Mitt Romney,,White,White,National questionnaire,White,South,,,,Connie Mack,Female,White women,,Suburbs,Suburbs,English,Florida,"Increase only on income over $250,000",Election day exit poll,,,,Version 4,,No,,,,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,33813.0,0.384725540876389
62026.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Yes,Complete,,Call 3,15.0,,,,No,,,,,,No high school diploma,No college degree,High school graduate or less,White no college degree,,,,2.0,,Barack Obama,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Neither of them,No,No,Barack Obama,,,,,,,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,91.0,Mitt Romney,,White,White,National questionnaire,White,South,,,,,Male,White men,,Suburbs,Suburbs,English,Florida,Not increase for anyone,Election day exit poll,,,,Version 4,,Yes,,,,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,33813.0,0.620445609092712
12624.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Yes,Complete,,,19.0,,,,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,4.0,,Mitt Romney,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Only Mitt Romney,No,Yes,Mitt Romney,,,,,,,,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50093.0,Mitt Romney,,White,White,National questionnaire,White,South,,,,Connie Mack,Male,White men,,Suburbs,Suburbs,English,Florida,Not increase for anyone,Telephone survey,,,,Version 4,,No,,,,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,33919.0,0.632827460765839
20093.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Yes,Complete,,Call 1,15.0,,,,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,Mitt Romney,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Only Mitt Romney,No,Yes,Mitt Romney,,,,,,,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,91.0,Mitt Romney,,White,White,National questionnaire,White,South,,,,Connie Mack,Female,White women,,Suburbs,Suburbs,English,Florida,Not increase for anyone,Election day exit poll,,,,Version 4,,No,,,,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,33813.0,0.384725540876389
59625.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Did not vote,Complete,,Call 3,15.0,,,,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,2.0,,Mitt Romney,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Only Mitt Romney,No,Yes,Mitt Romney,,,,,,,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,91.0,Mitt Romney,,White,White,National questionnaire,White,South,,,,Connie Mack,Female,White women,,Suburbs,Suburbs,English,Florida,Not increase for anyone,Election day exit poll,,,,Version 4,,No,,,,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,33813.0,0.339482337236404
40156.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Yes,Complete,,Call 2,15.0,,,,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,Mitt Romney,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Only Mitt Romney,No,Yes,Mitt Romney,,,,,,,,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,91.0,Mitt Romney,,White,White,National questionnaire,White,South,,,,Connie Mack,Female,White women,,Suburbs,Suburbs,English,Florida,Not increase for anyone,Election day exit poll,,,,Version 4,,Yes,,,,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,33813.0,0.405567795038223
20206.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,Yes,Complete,,Call 1,15.0,,,,"Yes, other Hispanic",,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,2.0,,Mitt Romney,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Only Mitt Romney,No,Yes,Mitt Romney,,,,,,,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,91.0,Mitt Romney,,Other,White,National questionnaire,Hispanic/Latino,South,,,,Connie Mack,Female,Latino women,,Suburbs,Suburbs,English,Florida,Not increase for anyone,Election day exit poll,,,,Version 4,,No,,,,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,33813.0,0.384725540876389
39019.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,No,Complete,,Call 2,15.0,,,,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,Mitt Romney,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Only Mitt Romney,No,Yes,Mitt Romney,,,,,,,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,91.0,Mitt Romney,,White,White,National questionnaire,White,South,,,,Connie Mack,Male,White men,,Suburbs,Suburbs,English,Florida,Not increase for anyone,Election day exit poll,,,,Version 4,,Yes,,,,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,33813.0,0.583406805992126
39299.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Yes,Complete,,Call 2,15.0,,,,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,Mitt Romney,Mitt Romney,Omit,Omit,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Neither of them,No,No,Mitt Romney,,,,,,,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,91.0,Mitt Romney,,White,White,National questionnaire,White,South,,,,Connie Mack,Female,White women,,Suburbs,Suburbs,English,Florida,Not increase for anyone,Election day exit poll,,,,Version 4,,No,,,,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,33813.0,0.384725540876389
12614.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Yes,Complete,,,16.0,,,,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,Mitt Romney,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Only Mitt Romney,No,Yes,Mitt Romney,,,,,,,,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50078.0,Mitt Romney,,White,White,National questionnaire,White,South,,,,Connie Mack,Female,White women,,Suburbs,Suburbs,English,Florida,Increase for all,Telephone survey,,,,Version 4,,No,,,,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,34242.0,0.623666048049927
12642.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,No,Complete,,,26.0,,,,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,5.0,,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Only Barack Obama,Yes,No,Omit,,,,,,,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50129.0,Barack Obama,,White,White,National questionnaire,White,South,,,,Bill Nelson,Female,White women,,Suburbs,Suburbs,English,Florida,"Increase only on income over $250,000",Telephone survey,,,,Version 4,,No,,,,,,,Suburb,60s Suburbs,Urban Perimeter,Very upscale,33156.0,1.90874683856964
39097.0,45-65,60+,45+,60+,50-64,60-64,,,,Yes,Complete,,Call 2,18.0,,,,No,,,,,,College graduate,College graduate,More than High school graduate,,,,,4.0,,Mitt Romney,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,,Only Mitt Romney,No,Yes,Mitt Romney,,,,,,,,,,45+,18-64,,Independent/Something else,,,Independent,,Moderate,99.0,Mitt Romney,,,,National questionnaire,,South,,,,Connie Mack,Female,,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Increase for all,Election day exit poll,,,,Version 4,,No,,,,,,,Suburb,Urban,Urban Core,Very upscale,34986.0,0.378376334905624
12600.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Yes,Complete,,,12.0,,,,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,3.0,,Mitt Romney,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Only Mitt Romney,No,Yes,Mitt Romney,,,,,,,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50057.0,Mitt Romney,,White,White,National questionnaire,White,South,,,,Connie Mack,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Increase for all,Telephone survey,,,,Version 4,,No,,,,,,,Suburb,Urban,Urban Core,Very upscale,33647.0,3.74708461761475
38468.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Did not vote,Complete,,Call 2,18.0,,,,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,4.0,,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Only Barack Obama,Yes,No,Barack Obama,,,,,,,,,,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,99.0,Barack Obama,,White,White,National questionnaire,White,South,,,,Bill Nelson,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,"Increase only on income over $250,000",Election day exit poll,,,,Version 4,,No,,,,,,,Suburb,Urban,Urban Core,Very upscale,34986.0,0.428304970264435
60526.0,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,No,Complete,,Call 3,18.0,,,,No,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,4.0,,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Only Barack Obama,Yes,No,Barack Obama,,,,,,,,,,45+,65+,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,99.0,Barack Obama,,Black,Black,National questionnaire,Black,South,,,,Bill Nelson,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,"Increase only on income over $250,000",Election day exit poll,,,,Version 4,,No,,,,,,,Suburb,Urban,Urban Core,Very upscale,34986.0,0.657550454139709
12601.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,All others,All others,Yes,Complete,,,12.0,,,,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,3.0,,Barack Obama,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Omit,Omit,No,Barack Obama,,,,,,,,,,18-44,18-64,,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Liberal,50057.0,Barack Obama,,Other,Other,National questionnaire,Other,South,,,,Bill Nelson,Female,All other races,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,"Increase only on income over $250,000",Telephone survey,,,,Version 4,,No,,,,,,,Suburb,Urban,Urban Core,Very upscale,33647.0,1.4439662694931
19492.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Yes,Complete,,Call 1,18.0,,,,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,Mitt Romney,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Both of them,Yes,Yes,Mitt Romney,,,,,,,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,99.0,Mitt Romney,,White,White,National questionnaire,White,South,,,,Connie Mack,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,"Increase only on income over $250,000",Election day exit poll,,,,Version 4,,No,,,,,,,Suburb,Urban,Urban Core,Very upscale,34986.0,0.446259707212448
