ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAK12,BREAK12A,BREAK12B,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONFAIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GAY,GEOCODE,GOVTDO10,HANDLEDEF12,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,HOUNJ12,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTL12,INTLOBAMA,INTLROMNEY,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMA2,OBAMA4,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSNJ12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SAMESEXM12,SENNJ12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TAXDEF,TAXINC12,TEAPARTY12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,TRACK,UNIONHH12,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKPARENT,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
15335.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,Call 1,3.0,,,,,,,,Favors the wealthy,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,5.0,,Barack Obama,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Approve,Strongly approve,,,,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,92.0,Barack Obama,,White,White,National questionnaire,White,East,,,,,Bob Menendez,Male,White men,,Suburbs,Suburbs,New Jersey,,"Increase only on income over $250,000",,Election day exit poll,,,,,,Version 4,,Yes,,,,,,,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8721.0,0.841651618480682
38505.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,All others,All others,,,,Complete,A minor factor,Not important,Factor,,Call 2,3.0,,,,,,,,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,About the same,,5.0,Government should do more to solve problems,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,The economy,,No,,Yes,,,,,,,,45+,65+,,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Liberal,17.0,Barack Obama,Shares my values,Other,Asian,National questionnaire,Asian,East,,,,,Bob Menendez,Male,All other races,Married men,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,In October,"In October, in September, or before that",Just today or in the last few days or in October,,,Version 1,,No,,,,,,,,Suburb,60s Suburbs,Urban Perimeter,Downscale,8518.0,0.796156942844391
15326.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,,,,Complete,,,,,Call 1,10.0,,,,,,,,Is fair to most Americans,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,No,1.0,,Barack Obama,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Approve,Strongly approve,,,,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,44.0,Barack Obama,,Black,Black,National questionnaire,Black,East,,,,,Bob Menendez,Male,Black men,,Suburbs,Suburbs,New Jersey,,"Increase only on income over $250,000",,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7050.0,0.831402540206909
38487.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,The most important factor,Important,Factor,,Call 2,10.0,,,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,About the same,,1.0,Government should do more to solve problems,,,,,,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,The economy,,No,All others,Yes,,,,,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,44.0,Barack Obama,Shares my values,White,White,National questionnaire,White,East,,,,,Bob Menendez,Male,White men,Married men,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7050.0,0.861365735530853
15309.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,,,,Call 1,3.0,Yes,Both regular land-line and cell phone service,Yes,,,,,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,No,5.0,,,,,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,,Yes,Yes,Married with children,Yes,,,,,,,The poor,45+,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,21.0,Barack Obama,,Other,Black,National questionnaire,Hispanic/Latino,East,Catholic,Catholic,The rich,,Bob Menendez,Female,Latino women,Married women,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,,,,Generally going in the right direction,Yes,Version 5,Non-white,No,,Yes,Working mom,Working women,,,Working women,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,8046.0,0.456248670816422
67434.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Catholic/Do not attend weekly,Complete,,,,No,Call 3,4.0,,,Yes,I like my candidate but with reservations,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,4.0,,,,,,,The Democratic candidate,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,,No,Married with children,Yes,,,,,,,,45+,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,82.0,Barack Obama,,White,White,National questionnaire,White,East,Catholic,Catholic,,No,Bob Menendez,Male,White men,Married men,Suburbs,Suburbs,New Jersey,,,Neutral,Election day exit poll,,,,,,Version 3,White Catholics,No,All others,,,,No,All others,,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,7702.0,1.02069234848022
15292.0,,,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,,,,Call 1,10.0,Yes,Both regular land-line and cell phone service,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,No,1.0,,,,,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,,Yes,No,All others,No,,,,,,,The poor,45+,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,44.0,Barack Obama,,Black,Black,National questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Other christian,The rich,,Bob Menendez,Female,Black women,Non married women,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,Non-white,No,,No,"Women, no kids",Non-working women,,,All others,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7050.0,0.714697122573853
15291.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,,,,Complete,,,,,Call 1,1.0,,,,,Getting better,George W. Bush,Getting better,,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,5.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,Health care,,No,,Yes,Excellent,Excellent or good,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,31.0,Barack Obama,Has a vision for the future,Black,Black,National questionnaire,Black,East,,,,,Bob Menendez,Female,Black women,Married women,Suburbs,Suburbs,New Jersey,Yes,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,8081.0,1.01841223239899
65488.0,,,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,,,,Call 3,10.0,,,,,Getting worse,George W. Bush,Worse,,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,1.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,Health care,,No,,Yes,Not so good,Not so good or poor,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,44.0,Barack Obama,Cares about people like me,Black,Black,National questionnaire,Black,East,,,,,Bob Menendez,Female,Black women,Married women,Suburbs,Suburbs,New Jersey,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7050.0,0.714697122573853
36519.0,Legal,Legal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Protestant/Do not attend weekly,Complete,,,,No,Call 2,6.0,,,No,I strongly favor my candidate,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,4.0,,,,,,,The Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,,No,All others,No,,,,,,,,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,71.0,Barack Obama,,White,White,National questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,,Yes,Bob Menendez,Male,White men,Non married men,Suburbs,Suburbs,New Jersey,,,Oppose,Election day exit poll,,,,,,Version 3,White Protestants,No,All others,,,,No,White Protestant non-evangelical,,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7001.0,1.2753130197525
15277.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,,,,Call 1,3.0,,,,,,,,Favors the wealthy,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,5.0,,Barack Obama,Barack Obama,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Only Barack Obama,Yes,No,Barack Obama,,,Yes,,,,,Approve,Somewhat approve,,,,45+,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,92.0,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,East,,,,,Bob Menendez,Male,Latino men,,Suburbs,Suburbs,New Jersey,,Increase for all,,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8721.0,0.72778183221817
36511.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,Call 2,4.0,,,,,Getting better,George W. Bush,Getting better,,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,4.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,The economy,,No,,Yes,Not so good,Not so good or poor,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,82.0,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,East,,,,,Bob Menendez,Male,White men,Married men,Suburbs,Suburbs,New Jersey,Yes,,,Election day exit poll,,,,,,Version 2,,Yes,,,,,,,,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,7702.0,1.18039131164551
65473.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,,,,Complete,,,,,Call 3,3.0,Yes,Only cell phone service,No,,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,No,5.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,,No,No,All others,Yes,,,,,,,Omit,18-44,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,17.0,Barack Obama,,Black,Black,National questionnaire,Black,East,,,The rich,,Bob Menendez,Female,Black women,Married women,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,Non-white,No,,Yes,"Women, no kids",Working women,,,Working women,Suburb,60s Suburbs,Urban Perimeter,Downscale,8518.0,0.660591661930084
36507.0,Legal,Legal in most cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Catholic/Do not attend weekly,Complete,,,,No,Call 2,9.0,,,No,I strongly favor my candidate,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,2.0,,,,,,,The Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,,,All others,No,,,,,,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,11.0,Barack Obama,,White,White,National questionnaire,White,East,Catholic,Catholic,,Yes,Bob Menendez,Male,White men,Non married men,Suburbs,Suburbs,New Jersey,,,Oppose,Election day exit poll,,,,,,Version 3,White Catholics,No,All others,,,,No,All others,,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7031.0,1.7321891784668
67398.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 3,5.0,,,,,Getting better,George W. Bush,Getting better,,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,3.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,The economy,,No,,Yes,Not so good,Not so good or poor,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,115.0,Barack Obama,Cares about people like me,White,White,National questionnaire,White,East,,,,,Bob Menendez,Female,White women,Married women,Suburbs,Suburbs,New Jersey,Yes,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7422.0,0.698843836784363
15258.0,,,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,,,,Complete,,,,,Call 1,10.0,,,,,Getting better,George W. Bush,Getting better,,Unemployment,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,,1.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,The economy,,No,,No,Not so good,Not so good or poor,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,45+,65+,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,44.0,Barack Obama,Cares about people like me,Black,Black,National questionnaire,Black,East,,,,,Bob Menendez,Female,Black women,Non married women,Suburbs,Suburbs,New Jersey,Yes,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7050.0,0.82651960849762
41005.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 2,12.0,,,,,,,,Favors the wealthy,,College graduate,College graduate,More than High school graduate,White college degree,,,,No,1.0,,Barack Obama,Barack Obama,Barack Obama,Leave it as is,Expand it or leave it as is,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Approve,Strongly approve,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,119.0,Barack Obama,,White,White,National questionnaire,White,East,,,,,Bob Menendez,Female,White women,,Suburbs,Suburbs,New Jersey,,"Increase only on income over $250,000",,Election day exit poll,,,,,,Version 4,,No,,,,,,,,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7023.0,1.87621784210205
67375.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,,,,Call 3,9.0,Yes,Both regular land-line and cell phone service,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,,No,2.0,,,,,,,The Democratic candidate,,,,,,,,,,,,,Yes,No,All others,No,,,,,,,The middle class,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,11.0,Barack Obama,,White,White,National questionnaire,White,East,Catholic,Catholic,The rich,,Bob Menendez,Female,White women,Non married women,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,White Catholics,No,,Yes,"Women, no kids",Working women,,,Working women,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7031.0,1.79572486877441
38407.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,,,,Complete,,,,,Call 2,10.0,,,,,,,,Favors the wealthy,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,No,1.0,,Barack Obama,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Approve,Strongly approve,,,,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,44.0,Barack Obama,,Black,Black,National questionnaire,Black,East,,,,,Bob Menendez,Female,Black women,,Suburbs,Suburbs,New Jersey,,Not increase for anyone,,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7050.0,0.784854054450989
68848.0,Illegal,Illegal in all cases,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,A few times a month,Occasionally,All others,Complete,,,,No,Call 3,3.0,,,Yes,I strongly favor my candidate,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,5.0,,,,,,,The Democratic candidate,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,,,,,No,Married with children,Yes,,,,,,,,45+,18-64,Men with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,21.0,Barack Obama,,Black,Black,National questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Other christian,,No,Bob Menendez,Male,Black men,Married men,Suburbs,Suburbs,New Jersey,,,Neutral,Election day exit poll,,,,,,Version 3,Non-white,No,All others,,,,No,,,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,8046.0,0.483308047056198
34529.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 2,5.0,,,,,,,,Favors the wealthy,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,No,3.0,,Barack Obama,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Approve,Somewhat approve,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,129.0,Barack Obama,,White,White,National questionnaire,White,East,,,,,Bob Menendez,Male,White men,,Suburbs,Suburbs,New Jersey,,"Increase only on income over $250,000",,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,7840.0,0.65531313419342
38390.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,An important factor,Important,Factor,,Call 2,5.0,,,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,About the same,,3.0,Government should do more to solve problems,,,,,,The Democratic candidate,,,,,,,,,,,,The economy,,No,All others,Yes,,,,,,,,45+,65+,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,115.0,Barack Obama,Is a strong leader,White,White,National questionnaire,White,East,,,,,Bob Menendez,Female,White women,Married women,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,,,,,,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7422.0,0.808185935020447
36455.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,Call 2,5.0,No,Only regular land-line phone service,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,,3.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,Yes,No,All others,No,,,,,,,The middle class,45+,65+,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,115.0,Barack Obama,,White,White,National questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,The rich,,Bob Menendez,Male,White men,Non married men,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,White Protestants,No,,No,All men,Non-working men,,,All others,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7422.0,0.856118142604828
65411.0,Legal,Legal in most cases,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,A few times a year,Occasionally,All others,Complete,,,,No,Call 3,3.0,,,Yes,I strongly favor my candidate,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,5.0,,,,,,,The Democratic candidate,Omit,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,,No,Married with children,Yes,,,,,,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,92.0,Barack Obama,,White,White,National questionnaire,White,East,Jewish,Jewish,,Yes,Bob Menendez,Female,White women,Married women,Suburbs,Suburbs,New Jersey,,,Neutral,Election day exit poll,,,,,,Version 3,White Jewish,No,All others,,,,No,All others,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8721.0,0.754476487636566
65409.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,,,,Complete,,,,,Call 3,10.0,Yes,Both regular land-line and cell phone service,No,,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,No,1.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,,Yes,No,All others,No,,,,,,,The middle class,18-44,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,44.0,Barack Obama,,Black,Black,National questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Other christian,The rich,,Bob Menendez,Female,Black women,Non married women,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,,,,Generally going in the right direction,Yes,Version 5,Non-white,No,,No,"Women, no kids",Non-working women,,,All others,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7050.0,0.784854054450989
67334.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,,,,Call 3,4.0,Yes,Both regular land-line and cell phone service,No,,,,,,,,,,,Favorable,Unfavorable,,No,4.0,,,,,,,The Democratic candidate,,,,,,,,,,,,,Yes,No,All others,No,,,,,,,Omit,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,82.0,Barack Obama,,White,White,National questionnaire,White,East,None,None,The rich,,Bob Menendez,Male,White men,Non married men,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,,,,Generally going in the right direction,Yes,Version 5,White none,,,No,All men,Non-working men,,,All others,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,7702.0,1.12088680267334
15196.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,,,Call 1,6.0,Yes,Both regular land-line and cell phone service,Yes,,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,No,4.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,,Yes,Yes,Married with children,Yes,,,,,,,The middle class,18-44,18-64,Men with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,71.0,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,East,Catholic,Catholic,The rich,,Bob Menendez,Male,Latino men,Married men,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,,,,Generally going in the right direction,Yes,Version 5,Non-white,No,,Yes,All men,Working men,,,All others,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7001.0,1.2753130197525
15195.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,,,,,Call 1,3.0,Yes,Both regular land-line and cell phone service,Yes,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Favorable,,No,5.0,,,,,,,The Democratic candidate,,,,,,,,,,,,,Yes,Yes,All others,No,,,,,,,The middle class,18-44,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,21.0,Barack Obama,,Other,Black,National questionnaire,Hispanic/Latino,East,Protestant/Other Non-Catholic Christian,Other christian,The rich,,Bob Menendez,Female,Latino women,Non married women,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,Non-white,No,,Yes,Working mom,Working women,,,Working women,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,8046.0,0.501035511493683
