ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CHILD12,DESCRIBP12,ECONBETT,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,GUNOWNER12,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSPA12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,SENPA12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNIONHH12,VERSION,WHITEREL,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
25385.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 1,5.0,,,Staying about the same,Poor and staying the same,Taxes,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,,,,,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,Health care,No,,Yes,Not so good,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,34.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,Tom Smith,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Pennsylvania,Election day exit poll,,,,,Version 2,,No,Town,Rural,Rural,Upscale,16801.0,1.04570305347443
43396.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 2,14.0,,,Getting better,Getting better,Rising prices,No high school diploma,No college degree,High school graduate or less,White no college degree,,,,5.0,,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,Health care,No,,Yes,Not so good,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,10.0,Barack Obama,Is a strong leader,White,White,National questionnaire,White,East,,,Bob Casey,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,,Version 2,,Yes,High Density Urban,Urban,Urban Core,Very downscale,15210.0,1.40914344787598
26125.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,All others,All others,Complete,Call 1,2.0,,,Getting worse,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,1.0,,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,Foreign policy,No,,No,Good,Excellent or good,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,91.0,Mitt Romney,Is a strong leader,Other,Other,National questionnaire,Other,East,,,Tom Smith,Male,All other races,Non married men,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,,Version 2,,No,High Density Urban,Urban,Urban Core,Very downscale,19121.0,1.47744297981262
26127.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,All others,All others,Complete,Call 1,2.0,,,Getting worse,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,1.0,,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,Foreign policy,No,,No,Good,Excellent or good,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,91.0,Mitt Romney,Is a strong leader,Other,Other,National questionnaire,Other,East,,,Tom Smith,Male,All other races,Non married men,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,,Version 2,,No,High Density Urban,Urban,Urban Core,Very downscale,19121.0,1.47744297981262
26170.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 1,17.0,,,Staying about the same,Good and staying the same,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,3.0,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,Health care,No,,No,Good,Excellent or good,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,100.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,Tom Smith,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Pennsylvania,Election day exit poll,,,,,Version 2,,No,Suburb,Rural,Rural,Downscale,17901.0,1.52666163444519
64121.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,Call 3,6.0,,,Staying about the same,Poor and staying the same,Taxes,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,2.0,,,,,,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,Foreign policy,No,,Yes,Not so good,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,38.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,Tom Smith,Female,White women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,Version 2,,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19380.0,1.09749305248261
25102.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 1,11.0,,,Getting worse,Worse,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,3.0,,,,,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,The economy,No,,Yes,Not so good,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,71.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,Tom Smith,Male,White men,Married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,Version 2,,No,Town,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,18707.0,1.22711193561554
24597.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,6.0,,,Staying about the same,Poor and staying the same,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,No,,Yes,Not so good,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,38.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,Tom Smith,Male,White men,Married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,Version 2,,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19380.0,1.23168325424194
42156.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,Call 2,4.0,,,Staying about the same,Poor and staying the same,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,No,,Yes,Not so good,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,110.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,Tom Smith,Female,White women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,Version 2,,No,Suburb,60s Suburbs,Urban Perimeter,Upscale,17347.0,0.654590964317322
43189.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 2,14.0,,,Staying about the same,Poor and staying the same,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,,5.0,,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,No,,Yes,Not so good,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,10.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,Tom Smith,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,,Version 2,,No,High Density Urban,Urban,Urban Core,Very downscale,15210.0,1.51007878780365
24728.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 1,5.0,,,Getting worse,Worse,Taxes,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,4.0,,,,,,,,,,,,,,Federal budget deficit,No,,Yes,Poor,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,34.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,Tom Smith,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Pennsylvania,Election day exit poll,,,,,Version 2,,No,Town,Rural,Rural,Upscale,16801.0,1.04570305347443
66110.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Complete,Call 3,14.0,,,Getting worse,Worse,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,,5.0,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,Federal budget deficit,No,,No,Poor,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,8.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,Tom Smith,Male,White men,Non married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,Version 2,,No,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,15139.0,0.997346580028534
23535.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Call 1,7.0,,,Staying about the same,Poor and staying the same,Omit,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,No,,Yes,Poor,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,52.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,Tom Smith,Male,White men,Married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,Version 2,,No,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,19078.0,1.33020341396332
46586.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Call 2,10.0,,,Getting better,Getting better,Taxes,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,Health care,No,,No,Good,Excellent or good,Angry,"Dissatisfied, but not angry or angry",45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,73.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,Tom Smith,Male,White men,Non married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,Version 2,,Yes,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,17756.0,1.30364429950714
65242.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,6.0,,,Getting worse,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,2.0,,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,No,,Yes,Not so good,Not so good or poor,Angry,"Dissatisfied, but not angry or angry",45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,41.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,Tom Smith,Female,White women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,Version 2,,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19380.0,1.081587433815
63786.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 3,16.0,,,Getting worse,Worse,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,Federal budget deficit,No,,Yes,Poor,Not so good or poor,Angry,"Dissatisfied, but not angry or angry",45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,65.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,Tom Smith,Male,White men,Married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,Version 2,,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,17022.0,1.30364429950714
46337.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Call 2,10.0,,,Getting worse,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,Federal budget deficit,No,,Yes,Poor,Not so good or poor,Angry,"Dissatisfied, but not angry or angry",45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,73.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,Tom Smith,Female,White women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,Version 2,,Yes,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,17756.0,1.16161406040192
65683.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Call 3,14.0,,,Getting worse,Worse,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,No,,Yes,Poor,Not so good or poor,Angry,"Dissatisfied, but not angry or angry",45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,8.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,Tom Smith,Male,White men,Married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,Version 2,,No,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,15139.0,0.967581689357758
41551.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Complete,Call 2,6.0,,,Getting worse,Worse,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,,,,,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,The economy,No,,No,Poor,Not so good or poor,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,38.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,Tom Smith,Male,White men,Non married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,Version 2,,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19380.0,1.45177757740021
27210.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 1,10.0,,,Staying about the same,Poor and staying the same,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,The economy,No,,No,Poor,Not so good or poor,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,73.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,Tom Smith,Male,White men,Non married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,Version 2,,No,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,17756.0,1.14003050327301
42905.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Call 2,6.0,,,Getting worse,Worse,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,No,,Yes,Poor,Not so good or poor,Angry,"Dissatisfied, but not angry or angry",45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,41.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,Tom Smith,Female,White women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,Version 2,,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19380.0,1.081587433815
25497.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,Call 1,5.0,,,Getting worse,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,No,,Yes,Poor,Not so good or poor,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,60.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,Tom Smith,Male,White men,Married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,Version 2,,No,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,16428.0,1.03443682193756
46669.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 2,5.0,,,Staying about the same,Poor and staying the same,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,,,Yes,Not so good,Not so good or poor,Omit,Omit,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,60.0,Mitt Romney,Cares about people like me,White,White,National questionnaire,White,East,,,Tom Smith,Male,White men,Married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,Version 2,,No,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,16428.0,1.18289613723755
25175.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Call 1,13.0,,,Staying about the same,Good and staying the same,Unemployment,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,1.0,,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,Foreign policy,No,,No,Excellent,Excellent or good,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,89.0,Barack Obama,Cares about people like me,Black,Black,National questionnaire,Black,East,,,Bob Casey,Male,Black men,Non married men,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,,Version 2,,No,Extremely High Density Urban,Urban,Urban Core,Very downscale,19124.0,1.15022790431976
26018.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Complete,Call 1,2.0,,,Staying about the same,Good and staying the same,Taxes,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,1.0,,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,Foreign policy,No,,No,Good,Excellent or good,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,91.0,Barack Obama,Cares about people like me,Black,Black,National questionnaire,Black,East,,,Bob Casey,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,,Version 2,,No,High Density Urban,Urban,Urban Core,Very downscale,19121.0,0.638906300067902
25543.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Complete,Call 1,14.0,,,Getting better,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,Non white college degree,,,,5.0,,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,Federal budget deficit,No,,No,Good,Excellent or good,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,12.0,Barack Obama,Cares about people like me,Black,Black,National questionnaire,Black,East,,,Bob Casey,Male,Black men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,,Version 2,,No,High Density Urban,Urban,Urban Core,Downscale,15206.0,1.09734523296356
66045.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,Call 3,6.0,,,Getting better,Getting better,The housing market,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,2.0,,,,,,,,,,,,,,The economy,No,,No,Good,Excellent or good,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,41.0,Barack Obama,Cares about people like me,White,White,National questionnaire,White,East,,,Bob Casey,Female,White women,Non married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,Version 2,,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19380.0,0.850526034832001
69143.0,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,Complete,Call 3,2.0,,,Getting better,Getting better,Unemployment,College graduate,College graduate,More than High school graduate,Non white college degree,,,,1.0,,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,The economy,No,,Yes,Good,Excellent or good,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,91.0,Barack Obama,Cares about people like me,Black,Black,National questionnaire,Black,East,,,Bob Casey,Female,Black women,Married women,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,,Version 2,,No,High Density Urban,Urban,Urban Core,Very downscale,19121.0,0.638906300067902
26195.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 1,14.0,,,Getting better,Getting better,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,5.0,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,The economy,No,,No,Good,Excellent or good,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,12.0,Barack Obama,Cares about people like me,White,White,National questionnaire,White,East,,,Bob Casey,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,,Version 2,,No,High Density Urban,Urban,Urban Core,Downscale,15206.0,0.919326663017273
25359.0,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,Complete,Call 1,2.0,,,Getting better,Getting better,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,1.0,,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,The economy,No,,No,Good,Excellent or good,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,65+,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,91.0,Barack Obama,Cares about people like me,Black,Black,National questionnaire,Black,East,,,Bob Casey,Male,Black men,Non married men,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,,Version 2,,No,High Density Urban,Urban,Urban Core,Very downscale,19121.0,0.819930493831635
23615.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Call 1,7.0,,,Getting better,Getting better,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,The economy,No,,No,Good,Excellent or good,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,52.0,Barack Obama,Cares about people like me,White,White,National questionnaire,White,East,,,Bob Casey,Female,White women,Non married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,Version 2,,Yes,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,19078.0,0.790761947631836
65419.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,Complete,Call 3,18.0,,,Getting better,Getting better,Taxes,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,5.0,,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,The economy,Yes,,No,Good,Excellent or good,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,14.0,Barack Obama,Cares about people like me,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,East,,,Bob Casey,Female,Latino women,Non married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,Version 2,,No,Suburb,70s Suburbs,Urban Perimeter,Very upscale,15017.0,0.935838520526886
