ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAK12,BREAK12A,BREAK12B,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONFAIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GAY,GEOCODE,GOVTDO10,HANDLEDEF12,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,HOUNY12,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTL12,INTLOBAMA,INTLROMNEY,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMA2,OBAMA4,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSNY12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SAMESEXM12,SENNY12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TAXDEF,TAXINC12,TEAPARTY12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,TRACK,UNIONHH12,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKPARENT,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
15557.0,Legal,Legal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,All others,Complete,,,,No,Call 1,20.0,,,No,I like my candidate but with reservations,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,3.0,,,,,,,The Democratic candidate,Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,,,No,All others,,,,,,,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,2.0,Barack Obama,,White,White,National questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other christian,,No,Kirsten Gillibrand,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English, New York,,,Neutral,Election day exit poll,,,,,,Version 3,White Protestants,Yes,All others,,,,No,White Protestant non-evangelical,,Suburb,Urban,Urban Core,Upscale,12203.0,0.771889984607697
15553.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 1,27.0,No,Only regular land-line phone service,Yes,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,No,5.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,,Yes,No,All others,No,,,,,,,The middle class,18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,27.0,Barack Obama,,White,White,National questionnaire,White,East,None,None,The rich,,Kirsten Gillibrand,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,English, New York,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,White none,Yes,,Yes,Working mom,Working women,,,Working women,Suburb,Rural,Rural,Downscale,14020.0,1.08552622795105
15076.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,Not a factor at all,Not important,Not a factor,,Call 1,14.0,,,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Better today,,1.0,Government should do more to solve problems,,,,,,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,The economy,,No,All others,Yes,,,,,,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,79.0,Barack Obama,Shares my values,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Downscale,11104.0,1.22174274921417
46480.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,,,,Complete,,,,,Call 2,14.0,,,,,,,,Favors the wealthy,,,,,,,,,,1.0,,Barack Obama,Barack Obama,Barack Obama,Repeal all of it,Repeal some of it or repeal all of it,The Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Disapprove,Somewhat disapprove,,,,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,,83.0,Barack Obama,,Black,Black,National questionnaire,Black,East,,,,,Kirsten Gillibrand,Male,Black men,,"Cities over 500,000","Cities over 50,000",English, New York,,"Increase only on income over $250,000",,Election day exit poll,,,,,,Version 4,,,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,11416.0,0.497316777706146
15530.0,Legal,Legal in all cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,A few times a month,Occasionally,Catholic/Do not attend weekly,Complete,,,,No,Call 1,13.0,,,No,I strongly favor my candidate,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,1.0,,,,,,,The Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,,,Yes,All others,No,,,,,,,,18-44,18-64,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,7.0,Barack Obama,,Other,,National questionnaire,Hispanic/Latino,East,Catholic,Catholic,,Yes,Kirsten Gillibrand,Male,Latino men,Non married men,"Cities over 500,000","Cities over 50,000",English, New York,,,Neutral,Election day exit poll,,,,,,Version 3,Non-white,No,All others,,,,No,,,Extremely High Density Urban,Urban,Urban Core,Upscale,10463.0,1.04837536811829
15522.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 1,14.0,Yes,Both regular land-line and cell phone service,No,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,No,1.0,,,,,,,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,Yes,No,All others,Yes,,,,,,,The middle class,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,79.0,Barack Obama,,White,White,National questionnaire,White,East,Catholic,Catholic,The rich,,Kirsten Gillibrand,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,Generally going in the right direction,Yes,Version 5,White Catholics,No,,Yes,All men,Working men,,,All others,Extremely High Density Urban,Urban,Urban Core,Downscale,11104.0,1.26993322372437
15519.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,,,,Complete,,,,,Call 1,16.0,Yes,Only cell phone service,No,,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,No,3.0,,,,,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,,No,No,All others,No,,,,,,,The poor,18-44,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,105.0,Barack Obama,,Black,Black,National questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Other christian,The rich,,Kirsten Gillibrand,Female,Black women,Non married women,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,Non-white,No,,No,"Women, no kids",Non-working women,,,All others,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,10550.0,1.92901587486267
72204.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,,,,,Call 3,27.0,No,Only regular land-line phone service,No,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Favorable,,No,5.0,,,,,,,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,,,,,Yes,No,All others,Yes,,,,,,,The middle class,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,27.0,Barack Obama,,White,White,National questionnaire,White,East,Catholic,Catholic,The middle class,,Kirsten Gillibrand,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,English, New York,,,,Election day exit poll,,,,Generally going in the right direction,Yes,Version 5,White Catholics,No,,Yes,All men,Working men,,,All others,Suburb,Rural,Rural,Downscale,14020.0,1.440070271492
70014.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 3,14.0,,,,,Getting better,George W. Bush,Getting better,,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,1.0,,,,,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,Health care,,No,,No,Good,Excellent or good,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,79.0,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Male,White men,Non married men,"Cities over 500,000","Cities over 50,000",English, New York,Yes,,,Election day exit poll,,,,,,Version 2,,Yes,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Downscale,11104.0,1.26993322372437
43845.0,Legal,Legal in all cases,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,Never,Never,All others,Complete,,,,No,Call 2,9.0,,,No,I strongly favor my candidate,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,1.0,,,,,,,The Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,,,No,All others,No,,,,,,,,18-44,18-64,Men without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,33.0,Barack Obama,,Black,Black,National questionnaire,Black,East,Something else,Other,,No,Kirsten Gillibrand,Male,Black men,Non married men,"Cities over 500,000","Cities over 50,000",English, New York,,,Neutral,Election day exit poll,,,,,,Version 3,Non-white,No,All others,,,,No,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,11225.0,1.55486619472504
15479.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 1,25.0,,,,,,,,Favors the wealthy,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,No,4.0,,Barack Obama,Barack Obama,Barack Obama,Leave it as is,Expand it or leave it as is,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Both of them,Yes,Yes,Barack Obama,,,No,,,,,Approve,Somewhat approve,,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,46.0,Barack Obama,,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Female,White women,,Suburbs,Suburbs,English, New York,,"Increase only on income over $250,000",,Election day exit poll,,,,,,Version 4,,No,,,,,,,,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,14616.0,0.886544048786163
72160.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,,,,Call 3,27.0,Yes,Only cell phone service,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,No,5.0,,,,,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,,No,No,All others,No,,,,,,,The poor,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,114.0,Barack Obama,,White,White,National questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,The rich,,Kirsten Gillibrand,Female,White women,Non married women,Rural,Small Cities/Rural,English, New York,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,White Protestants,Yes,,Yes,"Women, no kids",Working women,,,Working women,Low Density Rural,Rural,Rural,Downscale,14009.0,1.10967004299164
15473.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 1,14.0,,,,,,,,Favors the wealthy,,No high school diploma,No college degree,High school graduate or less,White no college degree,,,,No,1.0,,Barack Obama,Barack Obama,Mitt Romney,Expand it,Expand it or leave it as is,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Approve,Somewhat approve,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Liberal,79.0,Barack Obama,,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Female,White women,,"Cities over 500,000","Cities over 50,000",English, New York,,"Increase only on income over $250,000",,Election day exit poll,,,,,,Version 4,,Yes,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Downscale,11104.0,1.11927723884583
47864.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,,,,Complete,,,,,Call 2,15.0,,,,,,,,Favors the wealthy,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,No,1.0,,Barack Obama,Barack Obama,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Approve,Strongly approve,,,,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,10.0,Barack Obama,,Black,Black,National questionnaire,Black,East,,,,,Kirsten Gillibrand,Female,Black women,,"Cities over 500,000","Cities over 50,000",English, New York,,"Increase only on income over $250,000",,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,10453.0,1.2707417011261
43812.0,Legal,Legal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Catholic/Attend weekly,Complete,,,,No,Call 2,24.0,,,No,I like my candidate but with reservations,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,4.0,,,,,,,The Democratic candidate,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,,No,All others,Yes,,,,,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,72.0,Barack Obama,,White,White,National questionnaire,White,East,Catholic,Catholic,,Yes,Kirsten Gillibrand,Female,White women,Married women,Suburbs,Suburbs,English, New York,,,Oppose,Election day exit poll,,,,,,Version 3,White Catholics,No,All others,,,,No,All others,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,13215.0,0.874057531356812
18919.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,,,,,Call 1,3.0,No,Only regular land-line phone service,No,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,No,2.0,,,,,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,,Yes,,All others,Yes,,,,,,,Omit,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,64.0,Barack Obama,,White,White,National questionnaire,White,East,,,Omit,,Kirsten Gillibrand,,,,Suburbs,Suburbs,, New York,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,,No,,Yes,,,,,,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,11579.0,0.884758532047272
15455.0,,,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,,,,Complete,The most important factor,Important,Factor,,Call 1,15.0,,,Yes,,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,Better today,,1.0,Government should do more to solve problems,,,,,,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,,,Health care,,No,Married with children,Yes,,,,,,,,45+,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,5.0,Barack Obama,Is a strong leader,Black,Black,National questionnaire,Black,East,,,,,Kirsten Gillibrand,Female,Black women,Married women,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,10457.0,0.914702415466309
47843.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 2,22.0,Yes,Only cell phone service,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Favorable,,Yes,5.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,,No,No,All others,No,,,,,,,The middle class,18-44,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,12.0,Barack Obama,,White,White,National questionnaire,White,East,None,None,The middle class,,Kirsten Gillibrand,Male,White men,Non married men,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,White none,Yes,,Yes,All men,Working men,,,All others,Low Density Rural,60s Suburbs,Urban Perimeter,Very downscale,13795.0,1.02347493171692
15443.0,,,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,,,,Complete,,,,,Call 1,13.0,,,,,Getting better,George W. Bush,Getting better,,Unemployment,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,1.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,Health care,,No,,No,Good,Excellent or good,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,7.0,Barack Obama,Is a strong leader,Black,Black,National questionnaire,Black,East,,,,,Kirsten Gillibrand,Male,Black men,Non married men,"Cities over 500,000","Cities over 50,000",English, New York,Yes,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Upscale,10463.0,1.73350524902344
15442.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 1,24.0,,,,,,,,Is fair to most Americans,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,No,4.0,,Barack Obama,Barack Obama,Barack Obama,Omit,Omit,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Both of them,Yes,Yes,Barack Obama,,,No,,,,,Approve,Strongly approve,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,72.0,Barack Obama,,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Female,White women,,Suburbs,Suburbs,English, New York,,"Increase only on income over $250,000",,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,13215.0,0.874057531356812
15441.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 1,16.0,,,,,Getting better,George W. Bush,Getting better,,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,,,3.0,,,,,,,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,The economy,,No,,Yes,Not so good,Not so good or poor,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,105.0,Barack Obama,Cares about people like me,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Female,White women,Married women,Suburbs,Suburbs,English, New York,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,10550.0,1.60641169548035
72123.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 3,11.0,,,,,Getting better,George W. Bush,Getting better,,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,1.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,The economy,,No,,No,Good,Excellent or good,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,87.0,Barack Obama,Is a strong leader,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",English, New York,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Upscale,10312.0,0.808366894721985
15427.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 1,27.0,Yes,Only cell phone service,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Favorable,,No,5.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,No,No,All others,Yes,,,,,,,The middle class,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,27.0,Barack Obama,,White,White,National questionnaire,White,East,None,None,The rich,,Kirsten Gillibrand,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,English, New York,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,White none,No,,Yes,All men,Working men,,,All others,Suburb,Rural,Rural,Downscale,14020.0,1.2316392660141
73846.0,,,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,,Complete,Not a factor at all,Not important,Not a factor,,Call 3,15.0,,,No,,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,Better today,,1.0,Government should do more to solve problems,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,The economy,,No,All others,Yes,,,,,,,,45+,18-64,Men without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,5.0,Barack Obama,Shares my values,Black,Black,National questionnaire,Black,East,,,,,Kirsten Gillibrand,Male,Black men,Married men,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,10457.0,1.0378223657608
15419.0,Legal,Legal in all cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Once a week,Weekly,All others,Complete,,,,No,Call 1,17.0,,,Yes,I strongly favor my candidate,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,3.0,,,,,,,The Democratic candidate,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,,No,Married with children,Yes,,,,,,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,107.0,Barack Obama,,White,White,National questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other christian,,Yes,Kirsten Gillibrand,Male,White men,Married men,Suburbs,Suburbs,English, New York,,,Neutral,Election day exit poll,,,,,,Version 3,White Protestants,No,All others,,,,No,White Protestant non-evangelical,,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,10547.0,0.816105961799622
15410.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 1,4.0,,,,,,,,Is fair to most Americans,,College graduate,College graduate,More than High school graduate,White college degree,,,,No,2.0,,Barack Obama,Barack Obama,Barack Obama,Leave it as is,Expand it or leave it as is,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Approve,Somewhat approve,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,56.0,Barack Obama,,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Male,White men,,Suburbs,Suburbs,English, New York,,"Increase only on income over $250,000",,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,11581.0,0.805122911930084
47798.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,,,,Complete,,,,,Call 2,15.0,Yes,Both regular land-line and cell phone service,Yes,,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,No,1.0,,,,,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,,Yes,No,All others,No,,,,,,,The middle class,18-44,18-64,Women with children,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Conservative,10.0,Barack Obama,,Black,Black,National questionnaire,Black,East,None,None,The rich,,Kirsten Gillibrand,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,Non-white,No,,No,Mothers with no full time job,Non-working women,,,All others,Extremely High Density Urban,Urban,Urban Core,Very downscale,10453.0,1.16416668891907
