ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BROWNLIB,CALL,CDNUM,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVBROWN2,FAVOBAMA2,FAVROMN2,FAVWARREN2,GEOCODE,GOVTDO10,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,ISSUE12,LATINO,MARRIED,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSMA12,QRACE3,QRACEAI,QTYPE,QUALSEN12MA,RACE,REGION,SENMA12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNFAIRMA12,UNFRBROWN,UNFRWARREN,VERSION,WARRENLIB,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
22456.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 1,5.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,2.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,No,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,107.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Male,White men,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1778.0,1.23637330532074
18589.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 1,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,5.0,,,,,,,,The economy,No,No,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,100.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1264.0,1.23789668083191
38454.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 2,6.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,1.0,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,No,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,75.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,Yes,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1960.0,1.15686583518982
22217.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,,Call 1,5.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,2.0,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,107.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1778.0,1.23637330532074
38367.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 2,6.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,75.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1960.0,1.27540552616119
67938.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 3,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,5.0,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",The economy,No,No,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,100.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1264.0,1.46187663078308
33521.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 2,8.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,3.0,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,88.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2066.0,0.904035270214081
37540.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,,Call 2,6.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,2.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,6.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1915.0,0.924447953701019
20688.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 1,6.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,2.0,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,6.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1915.0,0.924447953701019
33343.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,,Call 2,8.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,3.0,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,88.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2066.0,0.996668338775635
37304.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,Complete,,Call 2,3.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,4.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",The economy,Yes,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Conservative,39.0,Mitt Romney,Other,Hispanic/Latino,National questionnaire,,Hispanic/Latino,East,Scott Brown,Male,Latino men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,1420.0,1.52686047554016
65554.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,Call 3,6.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,2.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,6.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1915.0,1.09171378612518
20544.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 1,6.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,75.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1960.0,1.27540552616119
20365.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 1,2.0,No high school diploma,No college degree,High school graduate or less,White no college degree,,,,,5.0,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",The economy,No,Yes,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,96.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,Yes,Suburb,70s Suburbs,Urban Perimeter,Very upscale,1590.0,1.01356780529022
20293.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 1,6.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,1.0,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,No,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,75.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,Yes,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1960.0,1.15686583518982
36427.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 2,6.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Health care,No,Yes,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,75.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1960.0,0.799323558807373
20211.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,,Call 1,8.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,3.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Health care,No,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,88.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2066.0,0.762413680553436
20210.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,,Call 1,8.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,3.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Health care,No,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,88.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2066.0,0.762413680553436
19910.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 1,6.0,No high school diploma,No college degree,High school graduate or less,White no college degree,,,,,1.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Health care,No,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,75.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1960.0,0.799323558807373
66291.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 3,7.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,1.0,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Health care,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,92.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,2144.0,0.932273387908936
65962.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 3,5.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,2.0,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Health care,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,107.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1778.0,0.886511266231537
19256.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 1,6.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Health care,,No,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,75.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1960.0,0.799323558807373
23233.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 1,7.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,1.0,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Health care,No,No,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,92.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Male,White men,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,2144.0,1.02779984474182
23232.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 1,7.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,1.0,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Health care,No,No,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,92.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Male,White men,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,2144.0,1.02779984474182
63704.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,Call 3,5.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,2.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Health care,No,No,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,107.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1778.0,1.04691290855408
63244.0,65+,60+,45+,60+,65+,65 or over,,,,Complete,,Call 3,8.0,College graduate,College graduate,More than High school graduate,,,,,,3.0,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,,Health care,No,No,45+,65+,Democrat,,,Democrat,,Liberal,88.0,Barack Obama,,,National questionnaire,,,East,Elizabeth Warren,Female,,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2066.0,0.689016044139862
18403.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 1,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,5.0,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Health care,No,Yes,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,100.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1264.0,1.46888625621796
18347.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 1,6.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Health care,No,Yes,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,75.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1960.0,0.799323558807373
64357.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 3,6.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,1.0,,,,,,,,Health care,No,No,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,75.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1960.0,0.799323558807373
65961.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 3,5.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,2.0,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Health care,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,107.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1778.0,0.886511266231537
36275.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 2,5.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,2.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Health care,No,Yes,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,107.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1778.0,1.04691290855408
25091.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 1,5.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,2.0,,,,,,,,Health care,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,107.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1778.0,0.886511266231537
65188.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 3,7.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,1.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Health care,No,No,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,92.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,2144.0,0.932273387908936
69226.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 3,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,4.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Health care,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,39.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,1420.0,0.985674321651459
18523.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 1,3.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,4.0,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Health care,No,No,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,39.0,Barack Obama,White,White,National questionnaire,,White,East,Scott Brown,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,1420.0,1.58225893974304
61172.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,,Call 3,8.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,3.0,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Health care,No,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,88.0,Barack Obama,White,White,National questionnaire,,White,East,Scott Brown,Male,White men,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2066.0,0.879176259040833
36376.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 2,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,5.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Health care,No,No,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,100.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1264.0,1.46187663078308
61360.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 3,8.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,3.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Health care,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,88.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2066.0,0.904035270214081
36676.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 2,2.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,5.0,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Health care,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,96.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 2,,No,Suburb,70s Suburbs,Urban Perimeter,Very upscale,1590.0,0.85827499628067
68021.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Not complete,,Call 3,4.0,,,,,,Favorable,Favorable,,4.0,,,,,,,,,No,,45+,18-64,,,,,,,42.0,Mitt Romney,White,White,State questionnaire,Is willing to compromise,White,East,Scott Brown,Male,White men,,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,,,,Version 1,,,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,2038.0,1.32175981998444
67974.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Not complete,,Call 3,8.0,,,,,,Favorable,Unfavorable,,3.0,,,,,,,,,No,Yes,45+,18-64,,,,,,,1.0,Barack Obama,White,White,State questionnaire,Is honest and trustworthy,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,,,,Version 1,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2351.0,0.649595499038696
