ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVNH12,GOVTDO10,GUNOWNER12,HANDLEDEF12,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSNH12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TAXINC12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKPARENT,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
20613.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 1,1.0,,,,,Getting better,Barack Obama,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,Ovide Lamontagne,,,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,Federal budget deficit,,No,,Yes,Excellent,Excellent or good,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,49.0,Mitt Romney,Shares my values,White,White,National questionnaire,White,East,,,,,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,New Hampshire,,Election day exit poll,,,,Version 2,,No,,,,,,,,Suburb,Rural,Rural,Downscale,3246.0,1.83351969718933
44622.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 2,2.0,,,,,Getting better,Omit,Getting better,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,3.0,Other,,,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,Foreign policy,,No,,Yes,Not so good,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,14.0,Other,Shares my values,White,White,National questionnaire,White,East,,,,,Male,White men,Married men,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,Version 2,,No,,,,,,,,Low Density Rural,Rural,Rural,Very downscale,3743.0,1.35591614246368
46317.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,,,,Complete,,Call 2,2.0,,,No,I like my candidate but with reservations,Staying about the same,George W. Bush,Good and staying the same,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,2.0,Maggie Hassan,,No,Barack Obama,Barack Obama,,,,,,,,,,Barack Obama,Foreign policy,,No,All others,No,Good,Excellent or good,,,,18-44,18-64,Men without children,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,78.0,Barack Obama,Is a strong leader,Black,Black,State questionnaire,Black,East,,,,,Male,Black men,Non married men,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,,Version 2,,No,,No,All men,Non-working men,,,All others,Suburb,Urban,Urban Core,Very upscale,3062.0,0.772573530673981
22227.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,,Call 1,2.0,,,Yes,I like my candidate but with reservations,Staying about the same,George W. Bush,Good and staying the same,,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,Ovide Lamontagne,,Yes,Mitt Romney,Mitt Romney,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,Foreign policy,,No,Married with children,Yes,Good,Excellent or good,,,,45+,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,78.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,East,,,,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,,Version 2,,No,,Yes,All men,Working men,,,All others,Suburb,Urban,Urban Core,Very upscale,3062.0,1.01407670974731
25303.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 1,1.0,,,No,I dislike the other candidates,Staying about the same,Omit,Good and staying the same,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,Ovide Lamontagne,,Yes,Mitt Romney,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Foreign policy,,No,All others,No,Good,Excellent or good,,,,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,37.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,East,,,,,Male,White men,Non married men,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,Version 2,,No,,Yes,All men,Working men,,,All others,Suburb,70s Suburbs,Urban Perimeter,Upscale,3045.0,1.36866462230682
20035.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 1,2.0,,,No,Omit,Getting better,George W. Bush,Getting better,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,Maggie Hassan,,Yes,Mitt Romney,Barack Obama,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Federal budget deficit,,No,All others,No,Good,Excellent or good,,,,18-44,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,42.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,East,,,,,Female,White women,Non married women,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,Version 2,,Yes,,Yes,"Women, no kids",Working women,,,Working women,Low Density Rural,Rural,Rural,Very downscale,3451.0,0.942392408847809
24923.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 1,1.0,,,Yes,I like my candidate but with reservations,Getting better,Barack Obama,Getting better,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,Maggie Hassan,,Yes,Barack Obama,Mitt Romney,,,,,,,,,,Mitt Romney,Federal budget deficit,,,All others,No,Good,Excellent or good,,,,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,,22.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,East,,,,,Male,White men,Non married men,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,Version 2,,,,Yes,All men,Working men,,,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3038.0,2.01923108100891
44987.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 2,1.0,,,No,I strongly favor my candidate,Getting better,George W. Bush,Getting better,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,Did not vote,,Yes,Barack Obama,Barack Obama,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,,No,All others,No,Good,Excellent or good,,,,18-44,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,,99.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,East,,,,,Female,White women,Non married women,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,Version 2,,Yes,,Yes,"Women, no kids",Working women,,,Working women,Low Density Rural,Rural,Rural,Downscale,3269.0,0.622943997383118
46208.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 2,1.0,,,Yes,I strongly favor my candidate,Getting better,George W. Bush,Getting better,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,Maggie Hassan,,Yes,Barack Obama,Barack Obama,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,,No,Married with children,Yes,Good,Excellent or good,,,,45+,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,39.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,East,,,,,Female,White women,Married women,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,Version 2,,No,,Yes,Working mom,Working women,,,Working women,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,3841.0,0.626052498817444
44217.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 2,1.0,,,No,I strongly favor my candidate,Getting better,George W. Bush,Getting better,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,Maggie Hassan,,Yes,Barack Obama,Barack Obama,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,,No,All others,No,Good,Excellent or good,,,,18-44,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,30.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,East,,,,,Male,White men,Non married men,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,Version 2,,Yes,,Yes,All men,Working men,,,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,3042.0,0.764404535293579
21763.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 1,1.0,,,Yes,I strongly favor my candidate,Getting better,Barack Obama,Getting better,,No high school diploma,No college degree,High school graduate or less,White no college degree,,,,5.0,Maggie Hassan,,No,Barack Obama,Barack Obama,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,,No,Married with children,Yes,Good,Excellent or good,,,,18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,99.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,East,,,,,Female,White women,Married women,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,Version 2,,No,,Yes,Working mom,Working women,,,Working women,Low Density Rural,Rural,Rural,Downscale,3269.0,0.673004865646362
22880.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,,Call 1,1.0,,,No,I strongly favor my candidate,Getting better,George W. Bush,Getting better,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,Maggie Hassan,,No,Barack Obama,Barack Obama,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,,No,All others,Yes,Good,Excellent or good,,,,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,56.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,East,,,,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,,Version 2,,Yes,,No,"Women, no kids",Non-working women,,,All others,Suburb,Urban,Urban Core,Very downscale,3102.0,0.807004451751709
62219.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 3,2.0,,,No,I strongly favor my candidate,Getting better,George W. Bush,Getting better,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,Maggie Hassan,,No,Barack Obama,Barack Obama,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,,No,All others,Yes,Good,Excellent or good,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,98.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,East,,,,,Female,White women,Married women,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,Version 2,,No,,Yes,"Women, no kids",Working women,,,Working women,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3079.0,0.308093667030334
45636.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 2,1.0,,,Yes,I strongly favor my candidate,Getting better,George W. Bush,Getting better,,No high school diploma,No college degree,High school graduate or less,White no college degree,,,,1.0,Maggie Hassan,,No,Barack Obama,Barack Obama,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,,No,Married with children,Yes,Good,Excellent or good,,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,32.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,East,,,,,Female,White women,Married women,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,Version 2,,Yes,,Yes,Working mom,Working women,,,Working women,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3833.0,1.11483335494995
23745.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 1,1.0,,,No,I like my candidate but with reservations,Getting better,George W. Bush,Getting better,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,Maggie Hassan,,No,Barack Obama,Barack Obama,,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,,No,All others,No,Good,Excellent or good,,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,29.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,East,,,,,Male,White men,Non married men,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,Version 2,,No,,No,All men,Non-working men,,,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3824.0,1.09094333648682
45612.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 2,1.0,,,No,I like my candidate but with reservations,Getting better,George W. Bush,Getting better,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,Maggie Hassan,,No,Barack Obama,Barack Obama,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,,No,All others,No,Good,Excellent or good,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,56.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,East,,,,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,,Version 2,,No,,Yes,"Women, no kids",Working women,,,Working women,Suburb,Urban,Urban Core,Very downscale,3102.0,0.728430807590485
46322.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 2,2.0,,,No,I strongly favor my candidate,Getting worse,George W. Bush,Worse,,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,Maggie Hassan,,No,Barack Obama,Barack Obama,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,,No,All others,No,Good,Excellent or good,,,,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,East,,,,,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,New Hampshire,,Election day exit poll,,,,Version 2,,No,,Yes,All men,Working men,,,All others,Town,Rural,Rural,Upscale,3784.0,0.940008580684662
45202.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,Call 2,1.0,,,No,I like my candidate but with reservations,Getting better,Omit,Getting better,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,5.0,Maggie Hassan,,No,Mitt Romney,Barack Obama,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,,No,All others,Yes,Good,Excellent or good,,,,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,101.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,East,,,,,Male,White men,Married men,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,Version 2,,No,,No,All men,Non-working men,,,All others,Extremely Low Density Rural,Rural,Rural,Upscale,3227.0,0.922129333019257
44054.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 2,1.0,,,Yes,I strongly favor my candidate,Staying about the same,Barack Obama,Good and staying the same,,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,Ovide Lamontagne,,Yes,Mitt Romney,Mitt Romney,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,,,Married with children,Yes,Good,Excellent or good,,,,45+,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,8.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,East,,,,,Male,White men,Married men,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,Version 2,,No,,Yes,All men,Working men,,,All others,Suburb,80s Suburbs,Urban Perimeter,Very upscale,3110.0,0.986802697181702
59353.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,,Call 3,1.0,,,No,I strongly favor my candidate,Getting better,George W. Bush,Getting better,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,Maggie Hassan,,Yes,Barack Obama,Barack Obama,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Health care,,No,All others,Yes,Good,Excellent or good,,,,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,2.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,East,,,,,Female,White women,Married women,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,Version 2,,No,,Yes,"Women, no kids",Working women,,,Working women,Low Density Rural,Rural,Rural,Downscale,3809.0,0.726481974124908
58852.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 3,1.0,,,No,I strongly favor my candidate,Getting better,George W. Bush,Getting better,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,5.0,Maggie Hassan,,No,Barack Obama,Barack Obama,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Health care,,No,All others,No,Good,Excellent or good,,,,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,106.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,East,,,,,Female,White women,Non married women,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,Version 2,,No,,Yes,"Women, no kids",Working women,,,Working women,Extremely Low Density Rural,Rural,Rural,Very downscale,3886.0,0.681978285312653
22164.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 1,1.0,,,No,I strongly favor my candidate,Getting better,George W. Bush,Getting better,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,5.0,Maggie Hassan,,No,Barack Obama,Barack Obama,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,Health care,,No,All others,No,Good,Excellent or good,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,85.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,East,,,,,Female,White women,Non married women,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,Version 2,,No,,Yes,"Women, no kids",Working women,,,Working women,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3862.0,0.673004865646362
21034.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,Call 1,2.0,,,No,I strongly favor my candidate,Getting better,George W. Bush,Getting better,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,Maggie Hassan,,No,Barack Obama,Barack Obama,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,,No,All others,No,Good,Excellent or good,,,,45+,65+,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,42.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,East,,,,,Male,White men,Non married men,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,Version 2,,Yes,,No,All men,Non-working men,,,All others,Low Density Rural,Rural,Rural,Very downscale,3451.0,1.10266351699829
44834.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,All others,All others,,,,Complete,,Call 2,2.0,,,Yes,I strongly favor my candidate,Getting better,George W. Bush,Getting better,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,3.0,Maggie Hassan,,No,Barack Obama,Barack Obama,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,Health care,,,Married with children,Yes,Good,Excellent or good,,,,45+,18-64,Women with children,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,50.0,Barack Obama,Is a strong leader,Other,Asian,State questionnaire,Asian,East,,,,,Female,All other races,Married women,"Cities 10,000-50,000",Small Cities/Rural,New Hampshire,,Election day exit poll,,,,Version 2,,No,,Yes,Working mom,Working women,,,Working women,Town,Rural,Rural,Upscale,3784.0,0.857891321182251
46457.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 2,1.0,,,Yes,I strongly favor my candidate,Getting better,Omit,Getting better,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,2.0,Maggie Hassan,,No,Barack Obama,Barack Obama,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,,No,All others,No,Good,Excellent or good,,,,45+,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,60.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,East,,,,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,,Version 2,,Yes,,No,Mothers with no full time job,Non-working women,,,All others,High Density Urban,Urban,Urban Core,Upscale,3104.0,0.824840784072876
45317.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 2,1.0,,,Yes,I like my candidate but with reservations,Omit,George W. Bush,Omit,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,2.0,Maggie Hassan,,No,Barack Obama,Barack Obama,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Omit,,No,All others,No,Good,Excellent or good,,,,18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,56.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,East,,,,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,,Version 2,,Yes,,Yes,Working mom,Working women,,,Working women,Suburb,Urban,Urban Core,Very downscale,3102.0,0.755725800991058
22559.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 1,1.0,,,Yes,I strongly favor my candidate,Getting worse,George W. Bush,Worse,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,Ovide Lamontagne,,Yes,Mitt Romney,Mitt Romney,,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Barack Obama,Foreign policy,,No,Married with children,Yes,Not so good,Not so good or poor,,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,2.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,East,,,,,Female,White women,Married women,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,Version 2,,No,,Yes,Working mom,Working women,,,Working women,Low Density Rural,Rural,Rural,Downscale,3809.0,0.772314071655273
48398.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 2,1.0,,,Yes,I like my candidate but with reservations,Staying about the same,George W. Bush,Poor and staying the same,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,Maggie Hassan,,No,Mitt Romney,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Foreign policy,,No,Married with children,Yes,Not so good,Not so good or poor,,,,45+,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,32.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,East,,,,,Male,White men,Married men,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,Version 2,,No,,No,All men,Non-working men,,,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3833.0,1.17742586135864
46517.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,Call 2,1.0,,,No,I strongly favor my candidate,Getting worse,Barack Obama,Worse,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,Ovide Lamontagne,,Yes,Mitt Romney,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Foreign policy,,No,All others,Yes,Not so good,Not so good or poor,,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,99.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,East,,,,,Female,White women,Married women,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,Version 2,,No,,No,"Women, no kids",Non-working women,,,All others,Low Density Rural,Rural,Rural,Downscale,3269.0,0.878137588500977
