ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,BRNAGAIN,CALL,CDNUM,DESCRIBP12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARRIED,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSAL12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,WHTEVANG,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
27732.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 1,5.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,,Barack Obama,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Barack Obama,,No,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,71.0,Barack Obama,White,White,National questionnaire,White,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,No,,Suburb,Urban,Urban Core,Very upscale,35801.0,0.502227365970612
26740.0,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,,,Complete,,Call 1,1.0,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,4.0,,Barack Obama,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,,No,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,81.0,Barack Obama,Black,Black,National questionnaire,Black,South,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,No,,Suburb,Urban,Urban Core,Upscale,36618.0,0.882140398025513
27505.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,Call 1,5.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,,Barack Obama,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Barack Obama,,No,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,71.0,Barack Obama,White,White,National questionnaire,White,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,No,,Suburb,Urban,Urban Core,Very upscale,35801.0,0.624889671802521
27334.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 1,6.0,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,3.0,,Barack Obama,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,,No,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,37.0,Barack Obama,White,White,National questionnaire,White,South,Male,White men,,Suburbs,Suburbs,Alabama,Election day exit poll,,,,Version 4,Yes,,Suburb,60s Suburbs,Urban Perimeter,Upscale,35023.0,0.929807245731354
46554.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,,Call 2,7.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,,Barack Obama,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,,No,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,108.0,Barack Obama,White,White,National questionnaire,White,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,Yes,,Suburb,Urban,Urban Core,Very downscale,35401.0,0.773319184780121
45101.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,Complete,,Call 2,1.0,,,,,,,,,4.0,,Barack Obama,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,,No,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,81.0,Barack Obama,Black,Black,National questionnaire,Black,South,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,,,Suburb,Urban,Urban Core,Upscale,36618.0,0.885554790496826
24486.0,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,,,Complete,,Call 1,7.0,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,3.0,,Barack Obama,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Barack Obama,,No,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,108.0,Barack Obama,Black,Black,National questionnaire,Black,South,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,No,,Suburb,Urban,Urban Core,Very downscale,35401.0,0.990920066833496
65676.0,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,,,Complete,,Call 3,1.0,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,4.0,,Barack Obama,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,,No,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,81.0,Barack Obama,Black,Black,National questionnaire,Black,South,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,No,,Suburb,Urban,Urban Core,Upscale,36618.0,1.10183966159821
25148.0,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,,,Complete,,Call 1,1.0,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,4.0,,Barack Obama,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,,No,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,86.0,Barack Obama,Black,Black,National questionnaire,Black,South,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,No,,Suburb,Urban,Urban Core,Very upscale,36608.0,0.873148262500763
25147.0,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,,,Complete,,Call 1,1.0,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,4.0,,Barack Obama,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,,No,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,81.0,Barack Obama,Black,Black,National questionnaire,Black,South,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,No,,Suburb,Urban,Urban Core,Upscale,36618.0,0.885554790496826
46366.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 2,5.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,Barack Obama,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,,No,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,71.0,Barack Obama,White,White,National questionnaire,White,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,No,,Suburb,Urban,Urban Core,Very upscale,35801.0,0.497107893228531
13886.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,,5.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,Mitt Romney,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,,No,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50016.0,Barack Obama,White,White,National questionnaire,White,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Telephone survey,,,,Version 4,No,,Suburb,Urban,Urban Core,Very upscale,35603.0,0.0
26762.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Complete,,Call 1,7.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,,Mitt Romney,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,,No,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,108.0,Mitt Romney,White,White,National questionnaire,White,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,Yes,,Suburb,Urban,Urban Core,Very downscale,35401.0,0.819329380989075
66527.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,Complete,,Call 3,5.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,Mitt Romney,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,,No,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,71.0,Barack Obama,White,White,National questionnaire,White,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,No,,Suburb,Urban,Urban Core,Very upscale,35801.0,0.495191216468811
25050.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,Call 1,5.0,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,1.0,,Mitt Romney,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,,No,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,71.0,Mitt Romney,White,White,National questionnaire,White,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,Yes,,Suburb,Urban,Urban Core,Very upscale,35801.0,1.68325054645538
26952.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 1,6.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,Mitt Romney,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,,No,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,37.0,Mitt Romney,White,White,National questionnaire,White,South,Female,White women,,Suburbs,Suburbs,Alabama,Election day exit poll,,,,Version 4,No,,Suburb,60s Suburbs,Urban Perimeter,Upscale,35023.0,1.21793365478516
67423.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 3,7.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,,Mitt Romney,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,,No,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,108.0,Mitt Romney,White,White,National questionnaire,White,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,No,,Suburb,Urban,Urban Core,Very downscale,35401.0,0.822500646114349
44168.0,,,,,,,,,,,,Complete,,Call 2,3.0,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,2.0,,Mitt Romney,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,102.0,Mitt Romney,White,White,National questionnaire,White,South,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,,,,Version 4,Yes,,Low Density Rural,Rural,Rural,Very downscale,35160.0,1.18912291526794
45955.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,Call 2,3.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,Mitt Romney,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,,No,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,102.0,Mitt Romney,White,White,National questionnaire,White,South,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,,,,Version 4,No,,Low Density Rural,Rural,Rural,Very downscale,35160.0,1.48932838439941
23958.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,,Call 1,3.0,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,2.0,,Mitt Romney,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,,No,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,102.0,Mitt Romney,White,White,National questionnaire,White,South,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,,,,Version 4,No,,Low Density Rural,Rural,Rural,Very downscale,35160.0,1.50466632843018
67165.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 3,3.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,Mitt Romney,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,,No,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,102.0,Mitt Romney,White,White,National questionnaire,White,South,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,,,,Version 4,No,,Low Density Rural,Rural,Rural,Very downscale,35160.0,1.19698166847229
45804.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,Call 2,3.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,Mitt Romney,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,,No,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,102.0,Mitt Romney,White,White,National questionnaire,White,South,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,,,,Version 4,Yes,,Low Density Rural,Rural,Rural,Very downscale,35160.0,1.50466632843018
67019.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 3,7.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,Mitt Romney,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,,No,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,108.0,Mitt Romney,White,White,National questionnaire,White,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,No,,Suburb,Urban,Urban Core,Very downscale,35401.0,0.83097118139267
43750.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 2,3.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,Mitt Romney,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,,No,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,102.0,Mitt Romney,White,White,National questionnaire,White,South,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,,,,Version 4,No,,Low Density Rural,Rural,Rural,Very downscale,35160.0,1.19698166847229
25551.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,,Call 1,6.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,Mitt Romney,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,,No,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,37.0,Mitt Romney,White,White,National questionnaire,White,South,Male,White men,,Suburbs,Suburbs,Alabama,Election day exit poll,,,,Version 4,No,,Suburb,60s Suburbs,Urban Perimeter,Upscale,35023.0,1.53100395202637
28158.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 1,6.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,Mitt Romney,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,,No,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,37.0,Mitt Romney,White,White,National questionnaire,White,South,Female,White women,,Suburbs,Suburbs,Alabama,Election day exit poll,,,,Version 4,No,,Suburb,60s Suburbs,Urban Perimeter,Upscale,35023.0,1.21793365478516
47396.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,Call 2,1.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,4.0,,Mitt Romney,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,,No,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,86.0,Mitt Romney,White,White,National questionnaire,White,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,No,,Suburb,Urban,Urban Core,Very upscale,36608.0,1.36182534694672
47312.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 2,1.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,4.0,,Mitt Romney,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Mitt Romney,,No,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,86.0,Mitt Romney,White,White,National questionnaire,White,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,No,,Suburb,Urban,Urban Core,Very upscale,36608.0,1.09450674057007
68288.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 3,1.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,Mitt Romney,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,,No,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,86.0,Mitt Romney,White,White,National questionnaire,White,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,No,,Suburb,Urban,Urban Core,Very upscale,36608.0,1.08334982395172
25996.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 1,6.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,,Mitt Romney,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,,No,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,37.0,Mitt Romney,White,White,National questionnaire,White,South,Male,White men,,Suburbs,Suburbs,Alabama,Election day exit poll,,,,Version 4,No,,Suburb,60s Suburbs,Urban Perimeter,Upscale,35023.0,1.23047661781311
47077.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Complete,,Call 2,7.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,Mitt Romney,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,,No,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,108.0,Mitt Romney,White,White,National questionnaire,White,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,No,,Suburb,Urban,Urban Core,Very downscale,35401.0,0.819329380989075
46963.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 2,6.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,Mitt Romney,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,,No,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,37.0,Mitt Romney,White,White,National questionnaire,White,South,Male,White men,,Suburbs,Suburbs,Alabama,Election day exit poll,,,,Version 4,No,,Suburb,60s Suburbs,Urban Perimeter,Upscale,35023.0,1.23047661781311
68186.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 3,3.0,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,2.0,,Mitt Romney,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,,No,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,102.0,Mitt Romney,White,White,National questionnaire,White,South,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,,,,Version 4,No,,Low Density Rural,Rural,Rural,Very downscale,35160.0,1.20930886268616
66227.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 3,6.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,3.0,,Mitt Romney,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,,No,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,37.0,Mitt Romney,White,White,National questionnaire,White,South,Female,White women,,Suburbs,Suburbs,Alabama,Election day exit poll,,,,Version 4,No,,Suburb,60s Suburbs,Urban Perimeter,Upscale,35023.0,1.21793365478516
68153.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 3,1.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,Mitt Romney,,,,,,,,Mitt Romney,,No,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,86.0,Mitt Romney,White,White,National questionnaire,White,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,No,,Suburb,Urban,Urban Core,Very upscale,36608.0,1.08334982395172
45428.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 2,3.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,Mitt Romney,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,,No,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,102.0,Mitt Romney,White,White,National questionnaire,White,South,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,,,,Version 4,No,,Low Density Rural,Rural,Rural,Very downscale,35160.0,1.19698166847229
23801.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,Call 1,3.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,Mitt Romney,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,,No,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,102.0,Mitt Romney,White,White,National questionnaire,White,South,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,,,,Version 4,No,,Low Density Rural,Rural,Rural,Very downscale,35160.0,1.50466632843018
25588.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 1,1.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,Mitt Romney,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,,No,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,81.0,Mitt Romney,White,White,National questionnaire,White,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,No,,Suburb,Urban,Urban Core,Upscale,36618.0,1.08334982395172
46809.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Complete,,Call 2,7.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,Mitt Romney,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Mitt Romney,,No,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,108.0,Mitt Romney,White,White,National questionnaire,White,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,No,,Suburb,Urban,Urban Core,Very downscale,35401.0,0.810977458953857
68045.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 3,1.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,Mitt Romney,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,,No,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,86.0,Mitt Romney,White,White,National questionnaire,White,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,No,,Suburb,Urban,Urban Core,Very upscale,36608.0,1.09450674057007
44860.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,Call 2,1.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,Mitt Romney,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,,No,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,81.0,Mitt Romney,White,White,National questionnaire,White,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,,,,Version 4,Yes,,Suburb,Urban,Urban Core,Upscale,36618.0,1.34794342517853
