ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,CALL,CDNUM,DESCRIBP12,ECONBETT,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,GOVWA12,HANDLEECON12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INIT502WA,INTOUCH12,ISSUE12,LATINO,MARRIED,MEAS74WA,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSWA12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SENWA12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNIONHH12,VERSION,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
8739.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,5.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,Better today,4.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Omit,Omit,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Yes,Barack Obama,Federal budget deficit,No,No,Approve,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50019.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Maria Cantwell,Male,White men,Non married men,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Yes,Version 1,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,99166.0,0.285820543766022
8736.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,More than once a week,Weekly,Complete,,5.0,I like my candidate but with reservations,Getting worse,Worse,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Mitt Romney,The economy,No,Yes,Reject,Not so good,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50019.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Michael Baumgartner,Male,White men,Married men,Rural,Small Cities/Rural,Washington,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,No,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,99109.0,1.11378514766693
8733.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a year,Occasionally,Complete,,5.0,I like my candidate but with reservations,Getting worse,Worse,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",No,Mitt Romney,Federal budget deficit,No,Yes,Reject,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50019.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Michael Baumgartner,Male,White men,Married men,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,99181.0,0.556892573833466
8732.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,All others,All others,A few times a month,Occasionally,Complete,,5.0,I like my candidate but with reservations,Staying about the same,Poor and staying the same,Rising prices,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",No,Mitt Romney,Federal budget deficit,No,Yes,Reject,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Conservative,50019.0,Mitt Romney,Has a vision for the future,Other,American Indian,State questionnaire,Other,West,Michael Baumgartner,Female,All other races,Married women,"Cities 10,000-50,000",Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Yes,Version 1,No,Town,Rural,Rural,Downscale,99362.0,1.32565271854401
8731.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Complete,,5.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Unfavorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Yes,Mitt Romney,Federal budget deficit,No,No,Reject,Good,Excellent or good,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,,50019.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Michael Baumgartner,Male,White men,Non married men,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Yes,Version 1,No,Extremely Low Density Rural,Rural,Rural,Downscale,99125.0,0.343456476926804
8730.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,5.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Taxes,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",No,Mitt Romney,Health care,No,Yes,Did not vote,Poor,Not so good or poor,45+,18-64,,,,,,Conservative,50019.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Married women,Rural,Small Cities/Rural,Washington,Telephone survey,In September,"In October, in September, or before that",In September or before that,No,Version 1,No,Extremely Low Density Rural,Rural,Rural,Downscale,99158.0,0.291428416967392
8729.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a month,Occasionally,Complete,,5.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,About the same,4.0,Omit,Jay Inslee,Barack Obama,Omit,Omit,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",No,Barack Obama,The economy,No,No,Approve,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50019.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Maria Cantwell,Male,White men,Non married men,Rural,Small Cities/Rural,Washington,Telephone survey,In September,"In October, in September, or before that",In September or before that,No,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,99138.0,0.229556828737259
8727.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,Complete,,5.0,I like my candidate but with reservations,Getting worse,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Unfavorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Yes,Omit,Federal budget deficit,No,No,Reject,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50019.0,Mitt Romney,Omit,White,White,State questionnaire,White,West,Michael Baumgartner,Male,White men,Non married men,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,99139.0,0.441743582487106
8724.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,Complete,,5.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,Better today,4.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Barack Obama,The economy,No,Yes,Approve,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50019.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Maria Cantwell,Male,White men,Married men,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,99139.0,0.178480863571167
8723.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Never,Never,Complete,,5.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Mitt Romney,The economy,No,Yes,Reject,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50019.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Married women,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Yes,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,99118.0,1.49755501747131
8719.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Omit,Omit,Complete,,5.0,Omit,Getting worse,Worse,Omit,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Favorable,Worse today,4.0,Omit,Jay Inslee,Omit,Omit,Omit,,,,,,,,Barack Obama,Omit,No,No,Approve,Omit,Omit,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50019.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Non married women,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,,Extremely Low Density Rural,Rural,Rural,Very downscale,99114.0,0.191902220249176
8707.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a year,Occasionally,Complete,,5.0,I like my candidate but with reservations,Getting better,Getting better,The housing market,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,About the same,4.0,Government should do more to solve problems,Rob McKenna,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Yes,Barack Obama,The economy,No,Yes,Approve,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50019.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,West,Maria Cantwell,Male,White men,Married men,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,99033.0,0.273610204458237
8705.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,A few times a month,Occasionally,Complete,,5.0,I dislike the other candidates,Getting worse,Worse,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",No,Mitt Romney,The economy,No,No,Reject,Poor,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50019.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Non married women,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,99141.0,1.06051278114319
8702.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,Latino 60+,Latino 45-64,A few times a month,Occasionally,Complete,,5.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Unfavorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",No,Mitt Romney,The economy,Yes,Yes,Did not vote,Poor,Not so good or poor,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,50019.0,Mitt Romney,Is a strong leader,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Michael Baumgartner,Female,Latino women,Married women,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Extremely Low Density Rural,Rural,Rural,Downscale,99122.0,1.14533400535584
8700.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,All others,All others,Never,Never,Complete,,5.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,About the same,4.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Yes,Barack Obama,The economy,No,Yes,Approve,Poor,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Conservative,50019.0,Barack Obama,Cares about people like me,Other,American Indian,State questionnaire,Other,West,Maria Cantwell,Male,All other races,Married men,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Extremely Low Density Rural,Rural,Rural,Upscale,99029.0,0.729868710041046
8697.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Complete,,5.0,I strongly favor my candidate,Getting better,Getting better,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,4.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Leave it as is,Expand it or leave it as is,,,,,,,No,Barack Obama,Health care,No,No,Reject,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50019.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Non married women,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,,Extremely Low Density Rural,Rural,Rural,Downscale,99122.0,0.190512001514435
8694.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Complete,,5.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Yes,Mitt Romney,The economy,No,Yes,Reject,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50019.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Michael Baumgartner,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Town,Rural,Rural,Downscale,99362.0,0.445905864238739
8693.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Never,Never,Complete,,5.0,I dislike the other candidates,Staying about the same,Poor and staying the same,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Mitt Romney,Federal budget deficit,No,No,Reject,Poor,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50019.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Maria Cantwell,Male,White men,Non married men,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,99114.0,1.25406622886658
8685.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,Complete,,5.0,I dislike the other candidates,Getting better,Getting better,Unemployment,No high school diploma,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,Omit,4.0,Omit,Jay Inslee,Barack Obama,Omit,Omit,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Did not vote,Barack Obama,Omit,No,No,Did not vote,Poor,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,,50019.0,Barack Obama,Omit,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,Yes,Town,Rural,Rural,Downscale,99362.0,0.101705886423588
8671.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,,5.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Jay Inslee,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Yes,Mitt Romney,The economy,No,Yes,Reject,Poor,Not so good or poor,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50019.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Michael Baumgartner,Male,White men,Married men,Rural,Small Cities/Rural,Washington,Telephone survey,In September,"In October, in September, or before that",In September or before that,No,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,99141.0,0.922914266586304
8665.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Never,Never,Complete,,5.0,I like my candidate but with reservations,Staying about the same,Good and staying the same,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Jay Inslee,Barack Obama,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Yes,Barack Obama,The economy,No,Yes,Approve,Good,Excellent or good,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50019.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Maria Cantwell,Male,White men,Married men,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,99114.0,1.53494584560394
8656.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,5.0,I dislike the other candidates,Getting worse,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,4.0,Government should do more to solve problems,Jay Inslee,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,,,,,,,No,Mitt Romney,Health care,No,No,Approve,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50019.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Washington,Telephone survey,In September,"In October, in September, or before that",In September or before that,Yes,Version 1,,Town,Rural,Rural,Downscale,99362.0,0.884882092475891
8654.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,A few times a month,Occasionally,Complete,,5.0,I like my candidate but with reservations,Getting worse,Worse,Taxes,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,,Omit,Omit,Omit,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Mitt Romney,The economy,No,Yes,Approve,Poor,Not so good or poor,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50019.0,,Is a strong leader,White,White,State questionnaire,White,West,,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Washington,Telephone survey,In September,"In October, in September, or before that",In September or before that,No,Version 1,No,Town,Rural,Rural,Downscale,99362.0,0.0150626804679632
8651.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Never,Never,Complete,,5.0,I like my candidate but with reservations,Getting better,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Better today,4.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Yes,Barack Obama,The economy,No,Yes,Approve,Not so good,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50019.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Maria Cantwell,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Town,Rural,Rural,Downscale,99362.0,0.511648654937744
8645.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Complete,,5.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Mitt Romney,Health care,No,Yes,Reject,Poor,Not so good or poor,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50019.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Married women,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,99170.0,1.19519746303558
8637.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,A few times a year,Occasionally,Complete,,5.0,I dislike the other candidates,Getting worse,Worse,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",No,Mitt Romney,The economy,No,Yes,Reject,Poor,Not so good or poor,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50019.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Married women,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,99099.0,0.035377137362957
8636.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,More than once a week,Weekly,Complete,,5.0,I strongly favor my candidate,Getting worse,Worse,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Mitt Romney,The economy,No,Yes,Reject,Poor,Not so good or poor,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50019.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Married women,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Extremely Low Density Rural,Rural,Rural,Downscale,99111.0,1.88083946704865
8635.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,,5.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Better today,4.0,Omit,Jay Inslee,Omit,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,Barack Obama,Omit,No,Yes,Approve,Not so good,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50019.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Extremely Low Density Rural,Rural,Rural,Upscale,99113.0,0.0968552008271217
