ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAK12,BREAK12A,BREAK12B,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONFAIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GAY,GEOCODE,GOVTDO10,HANDLEDEF12,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,HOUAZ12,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTL12,INTLOBAMA,INTLROMNEY,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMA2,OBAMA4,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSAZ12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SAMESEXM12,SENAZ12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TAXDEF,TAXINC12,TEAPARTY12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,TRACK,UNIONHH12,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKPARENT,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
31812.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 1,4.0,,,,,,,,Is fair to most Americans,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,No,3.0,,Mitt Romney,Mitt Romney,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Only Mitt Romney,No,Yes,Mitt Romney,,,No,,,,,Disapprove,Strongly disapprove,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,89.0,Mitt Romney,,White,White,National questionnaire,White,West,,,,,Jeff Flake,Male,White men,,Suburbs,Suburbs,English,Arizona,,Not increase for anyone,,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Town,80s Suburbs,High-Growth Suburban Perimeter,Downscale,86442.0,0.94075483083725
31657.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Not a factor at all,Not important,Not a factor,,Call 1,4.0,,,Yes,,,,,,,No high school diploma,No college degree,High school graduate or less,White no college degree,,,Worse today,,3.0,Government is doing too many things better left to businesses and individuals,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,Federal budget deficit,,No,Married with children,Yes,,,,,,,,45+,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,89.0,Mitt Romney,Shares my values,White,White,National questionnaire,White,West,,,,,Jeff Flake,Male,White men,Married men,Suburbs,Suburbs,English,Arizona,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,Yes,,,,,,,,Town,80s Suburbs,High-Growth Suburban Perimeter,Downscale,86442.0,0.94075483083725
31171.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Not a factor at all,Not important,Not a factor,,Call 1,4.0,,,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Better today,,3.0,Government is doing too many things better left to businesses and individuals,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,,,,The economy,,No,All others,Yes,,,,,,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,89.0,Mitt Romney,Shares my values,White,White,National questionnaire,White,West,,,,,Jeff Flake,Male,White men,Married men,Suburbs,Suburbs,English,Arizona,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Town,80s Suburbs,High-Growth Suburban Perimeter,Downscale,86442.0,0.94075483083725
30214.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,A few times a month,Occasionally,Catholic/Do not attend weekly,Complete,,,,Yes,Call 1,4.0,,,Yes,I strongly favor my candidate,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,3.0,,,,,,,The Republican candidate,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,,,,,Yes,Married with children,Yes,,,,,,,,45+,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,89.0,Mitt Romney,,Other,White,National questionnaire,Hispanic/Latino,West,Catholic,Catholic,,No,Jeff Flake,Male,Latino men,Married men,Suburbs,Suburbs,English,Arizona,,,Neutral,Election day exit poll,,,,,,Version 3,Non-white,No,All others,,,,No,,,Town,80s Suburbs,High-Growth Suburban Perimeter,Downscale,86442.0,0.94075483083725
30856.0,Illegal,Illegal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Protestant/Do not attend weekly,Complete,,,,Yes,Call 1,4.0,,,Yes,I like my candidate but with reservations,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,3.0,,,,,,,The Republican candidate,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,,No,Married with children,Yes,,,,,,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,89.0,Mitt Romney,,White,White,National questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,,No,Jeff Flake,Male,White men,Married men,Suburbs,Suburbs,English,Arizona,,,Support,Election day exit poll,,,,,,Version 3,White Protestants,No,White Born-again/Evangelical Christians,,,,Yes,White Protestant evangelical,,Town,80s Suburbs,High-Growth Suburban Perimeter,Downscale,86442.0,0.94075483083725
73708.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 3,4.0,Yes,Only cell phone service,No,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,No,3.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,No,No,All others,No,,,,,,,Omit,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,89.0,Mitt Romney,,White,White,National questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,The middle class,,Jeff Flake,Male,White men,Non married men,Suburbs,Suburbs,English,Arizona,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,White Protestants,No,,Yes,All men,Working men,,,All others,Town,80s Suburbs,High-Growth Suburban Perimeter,Downscale,86442.0,0.94075483083725
57066.0,Illegal,Illegal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Protestant/Do not attend weekly,Complete,,,,Yes,Call 2,4.0,,,No,I strongly favor my candidate,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,3.0,,,,,,,The Republican candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,,,No,All others,,,,,,,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,89.0,Mitt Romney,,White,White,National questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,,No,Jeff Flake,Male,White men,,Suburbs,Suburbs,English,Arizona,,,Support,Election day exit poll,,,,,,Version 3,White Protestants,Yes,White Born-again/Evangelical Christians,,,,Yes,White Protestant evangelical,,Town,80s Suburbs,High-Growth Suburban Perimeter,Downscale,86442.0,0.94075483083725
73923.0,Illegal,Illegal in most cases,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,Never,Never,All others,Complete,,,,No,Call 3,4.0,,,Yes,I like my candidate but with reservations,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,,3.0,,,,,,,The Republican candidate,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,,,No,Married with children,Yes,,,,,,,,18-44,18-64,Men with children,Republican,Black non-Democrat,All Republicans,Republican,All others,Moderate,89.0,Mitt Romney,,Black,Black,National questionnaire,Black,West,None,None,,No,Jeff Flake,Male,Black men,Married men,Suburbs,Suburbs,English,Arizona,,,Support,Election day exit poll,,,,,,Version 3,Non-white,No,All others,,,,No,,,Town,80s Suburbs,High-Growth Suburban Perimeter,Downscale,86442.0,1.00767230987549
31480.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,,,,Call 1,4.0,,,,,,,,Is fair to most Americans,,College graduate,College graduate,More than High school graduate,White college degree,,,,No,3.0,,Mitt Romney,Mitt Romney,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Only Mitt Romney,No,Yes,Mitt Romney,,,No,,,,,Approve,Strongly approve,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,89.0,Mitt Romney,,White,White,National questionnaire,White,West,,,,,Jeff Flake,Female,White women,,Suburbs,Suburbs,English,Arizona,,Not increase for anyone,,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Town,80s Suburbs,High-Growth Suburban Perimeter,Downscale,86442.0,1.48424887657166
12950.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,,,,,4.0,Yes,Only cell phone service,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,No,3.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,,No,No,All others,Yes,,,,,,,The poor,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50011.0,Mitt Romney,,White,White,National questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,The rich,,Jeff Flake,Male,White men,Married men,Suburbs,Suburbs,English,Arizona,,,,Telephone survey,,,,Generally going in the right direction,No,Version 5,White Protestants,No,,No,All men,Non-working men,,,All others,Town,80s Suburbs,High-Growth Suburban Perimeter,Downscale,86442.0,7.49415636062622
73435.0,Legal,Legal in most cases,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,A few times a year,Occasionally,Protestant/Do not attend weekly,Complete,,,,No,Call 3,4.0,,,Yes,Omit,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,3.0,,,,,,,Other,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,,,No,All others,No,,,,,,,,45+,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,89.0,Mitt Romney,,White,White,National questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,,Yes,Other,Female,White women,Non married women,Suburbs,Suburbs,English,Arizona,,,Omit,Election day exit poll,,,,,,Version 3,White Protestants,Yes,All others,,,,No,White Protestant non-evangelical,,Town,80s Suburbs,High-Growth Suburban Perimeter,Downscale,86442.0,2.06649279594421
11566.0,Legal,Legal in all cases,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,A few times a year,Occasionally,Protestant/Do not attend weekly,Complete,,,,Yes,,8.0,,,No,I like my candidate but with reservations,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,1.0,,,,,,,The Democratic candidate,Deported to the country they came from,,,,,,,,,,,,,No,All others,Yes,,,,,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50021.0,Mitt Romney,,White,White,National questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,,Yes,Did not vote,Female,White women,Married women,Suburbs,Suburbs,English,Arizona,,,Neutral,Telephone survey,,,,,,Version 3,White Protestants,,White Born-again/Evangelical Christians,,,,Yes,White Protestant evangelical,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85374.0,0.639199197292328
12167.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,,8.0,,,,,,,,Is fair to most Americans,,College graduate,College graduate,More than High school graduate,White college degree,,,,No,1.0,,Barack Obama,Barack Obama,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Approve,Somewhat approve,,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50021.0,Barack Obama,,White,White,National questionnaire,White,West,,,,,Richard Carmona,Male,White men,,Suburbs,Suburbs,English,Arizona,,"Increase only on income over $250,000",,Telephone survey,,,,,,Version 4,,No,,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85374.0,0.201644957065582
12335.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,,8.0,,,,,,,,Is fair to most Americans,,College graduate,College graduate,More than High school graduate,White college degree,,,,No,1.0,,Barack Obama,Barack Obama,Barack Obama,Leave it as is,Expand it or leave it as is,Did not vote,,,,,,,,Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Approve,Somewhat approve,,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50021.0,Barack Obama,,White,White,National questionnaire,White,West,,,,,Richard Carmona,Male,White men,,Suburbs,Suburbs,English,Arizona,,"Increase only on income over $250,000",,Telephone survey,,,,,,Version 4,,No,,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85374.0,0.100803047418594
11509.0,Legal,Legal in all cases,,,,,,,,,,A few times a month,Occasionally,All others,Complete,,,,,,5.0,,,No,I strongly favor my candidate,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,,,,,,,The Democratic candidate,Offered a chance to apply for legal status,,,,,,,,,,,,,No,All others,Yes,,,,,,,,,,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50012.0,Barack Obama,,White,White,National questionnaire,White,West,Jewish,Jewish,,Yes,Richard Carmona,Female,White women,Married women,Suburbs,Suburbs,English,Arizona,,,Neutral,Telephone survey,,,,,,Version 3,White Jewish,No,All others,,,,No,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85249.0,0.0404521748423576
10813.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,Latino 60+,Latino 65+,,,,Complete,,,,,,8.0,,,,,Getting better,George W. Bush,Getting better,,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,1.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,The economy,,Yes,,Yes,Good,Excellent or good,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,45+,65+,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,50021.0,Barack Obama,Cares about people like me,Other,Other,National questionnaire,Hispanic/Latino,West,,,,,Richard Carmona,Female,Latino women,Married women,Suburbs,Suburbs,English,Arizona,Yes,,,Telephone survey,,,,,,Version 2,,No,,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85374.0,0.0611184127628803
10025.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,,5.0,,,No,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,About the same,,1.0,Government should do more to solve problems,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,The economy,,No,All others,No,,,,,,,,45+,65+,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50012.0,Barack Obama,Shares my values,White,White,National questionnaire,White,West,,,,,Richard Carmona,Male,White men,Non married men,Suburbs,Suburbs,English,Arizona,,,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85249.0,0.128421261906624
10095.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,,8.0,,,No,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,About the same,,1.0,Government should do more to solve problems,,,,,,The Democratic candidate,,,,,,,,,,,,Health care,,No,All others,No,,,,,,,,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50021.0,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,West,,,,,Richard Carmona,Female,White women,Non married women,Suburbs,Suburbs,English,Arizona,,,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85374.0,0.128566294908524
12268.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,All others,All others,,,,Complete,,,,,,5.0,,,,,,,,Favors the wealthy,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,No,1.0,,Barack Obama,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Approve,Somewhat approve,,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,,50012.0,Barack Obama,,Other,American Indian,National questionnaire,Other,West,,,,,Richard Carmona,Male,All other races,,Suburbs,Suburbs,English,Arizona,,"Increase only on income over $250,000",,Telephone survey,,,,,,Version 4,,No,,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85249.0,0.130370110273361
10840.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,,8.0,,,,,Staying about the same,Omit,Poor and staying the same,,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,1.0,,,,,,,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,Health care,,No,,Yes,Poor,Not so good or poor,,,Omit,Omit,,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,,50021.0,Barack Obama,Omit,White,White,National questionnaire,White,West,,,,,Richard Carmona,Male,White men,Married men,Suburbs,Suburbs,English,Arizona,Yes,,,Telephone survey,,,,,,Version 2,,No,,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85374.0,0.141000360250473
10827.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,,8.0,,,,,Getting better,George W. Bush,Getting better,,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,1.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,The economy,,No,,Yes,Not so good,Not so good or poor,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50021.0,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,West,,,,,Richard Carmona,Male,White men,Married men,Suburbs,Suburbs,English,Arizona,Yes,,,Telephone survey,,,,,,Version 2,,Yes,,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85374.0,0.141000360250473
10815.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,,8.0,,,,,Getting better,George W. Bush,Getting better,,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,1.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,The economy,,No,,Yes,Not so good,Not so good or poor,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50021.0,Barack Obama,Shares my values,White,White,National questionnaire,White,West,,,,,Richard Carmona,Male,White men,Married men,Suburbs,Suburbs,English,Arizona,Yes,,,Telephone survey,,,,,,Version 2,,No,,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85374.0,0.141000360250473
10767.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,,5.0,,,,,Getting better,George W. Bush,Getting better,,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,1.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,The economy,,No,,No,Not so good,Not so good or poor,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50012.0,Barack Obama,Cares about people like me,White,White,National questionnaire,White,West,,,,,Richard Carmona,Female,White women,Non married women,Suburbs,Suburbs,English,Arizona,Yes,,,Telephone survey,,,,,,Version 2,,Yes,,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85249.0,0.141141727566719
12325.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,,8.0,,,,,,,,Favors the wealthy,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,No,1.0,,Barack Obama,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,The Democratic candidate,,,,,,,,Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Approve,Strongly approve,,,,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50021.0,Barack Obama,,White,White,National questionnaire,White,West,,,,,Richard Carmona,Female,White women,,Suburbs,Suburbs,English,Arizona,,"Increase only on income over $250,000",,Telephone survey,,,,,,Version 4,,,,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85374.0,0.151390045881271
10027.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,,,,,,5.0,,,No,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Better today,,1.0,Government should do more to solve problems,,,,,,The Democratic candidate,,,,,,,,,,,,Health care,,No,All others,Yes,,,,,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50012.0,Barack Obama,Cares about people like me,White,White,National questionnaire,White,West,,,,,Richard Carmona,Female,White women,Married women,Suburbs,Suburbs,English,Arizona,,,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85249.0,0.153184056282043
12992.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,,5.0,Yes,Both regular land-line and cell phone service,No,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,No,1.0,,,,,,,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,Yes,No,All others,No,,,,,,,The middle class,45+,65+,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,50012.0,Barack Obama,,White,White,National questionnaire,White,West,Jewish,Jewish,The rich,,Richard Carmona,Female,White women,Non married women,Suburbs,Suburbs,English,Arizona,,,,Telephone survey,,,,Generally going in the right direction,No,Version 5,White Jewish,No,,Yes,"Women, no kids",Working women,,,Working women,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85249.0,0.158013910055161
10661.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,,,,,,5.0,,,,,Getting better,George W. Bush,Getting better,,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,,,,,,,The Democratic candidate,,,,,,,,,,,,The economy,,No,,Yes,Not so good,Not so good or poor,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50012.0,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,West,,,,,Richard Carmona,Male,White men,Married men,Suburbs,Suburbs,English,Arizona,Yes,,,Telephone survey,,,,,,Version 2,,No,,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85249.0,0.168001458048821
10777.0,,,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,,,,Complete,,,,,,5.0,,,,,Getting better,George W. Bush,Getting better,,Rising prices,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,,1.0,,,,,,,The Democratic candidate,,,,,,,,,,,,Federal budget deficit,,No,,Yes,Good,Excellent or good,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,45+,65+,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,50012.0,Barack Obama,Is a strong leader,Black,Black,National questionnaire,Black,West,,,,,Richard Carmona,Female,Black women,Married women,Suburbs,Suburbs,English,Arizona,Yes,,,Telephone survey,,,,,,Version 2,,No,,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85249.0,0.191347047686577
11561.0,Legal,Legal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a year,Occasionally,Protestant/Do not attend weekly,Complete,,,,Yes,,8.0,,,No,I strongly favor my candidate,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,1.0,,,,,,,The Democratic candidate,Omit,,,,,,,,,,,,,No,All others,Yes,,,,,,,,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50021.0,Barack Obama,,White,White,National questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,,Yes,Richard Carmona,Male,White men,Married men,Suburbs,Suburbs,English,Arizona,,,Oppose,Telephone survey,,,,,,Version 3,White Protestants,No,White Born-again/Evangelical Christians,,,,Yes,White Protestant evangelical,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85374.0,0.198071643710136
