ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVALLEN,FAVKAINE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,GOVTHH,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSVA12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SENVA12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TAXINC12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,VETVOTER,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
37007.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,More than once a week,Weekly,All others,Complete,Yes,Call 2,5.0,,,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,,,4.0,,,,Mitt Romney,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,No,,Yes,,,Angry,"Dissatisfied, but not angry or angry",The poor,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,57.0,Mitt Romney,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other christian,The middle class,George Allen,Female,White women,Married women,Rural,Small Cities/Rural, Virginia,Not increase for anyone,Election day exit poll,,,,Version 3,,White Protestants,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Extremely Low Density Rural,Rural,Rural,Very downscale,23924.0,0.939438879489899
59271.0,Illegal,Illegal in all cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Once a week,Weekly,All others,Complete,Yes,Call 3,6.0,,,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,,,,3.0,,,,Mitt Romney,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,No,,Yes,,,Angry,"Dissatisfied, but not angry or angry",The poor,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,96.0,Mitt Romney,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other christian,The middle class,George Allen,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Not increase for anyone,Election day exit poll,,,,Version 3,,White Protestants,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Town,Rural,Rural,Downscale,22802.0,1.10176622867584
36972.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,All others,Complete,Yes,Call 2,9.0,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,,,3.0,,,,Mitt Romney,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,No,,Yes,,,Angry,"Dissatisfied, but not angry or angry",The poor,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,80.0,Mitt Romney,,White,White,State questionnaire,White,South,None,None,The middle class,George Allen,Female,White women,Married women,Rural,Small Cities/Rural, Virginia,Not increase for anyone,Election day exit poll,,,,Version 3,,White none,No,White Born-again/Evangelical Christians,No,All others,Low Density Rural,Rural,Rural,Very downscale,24293.0,1.04300534725189
58076.0,Illegal,Illegal in most cases,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Never,Never,All others,Complete,No,Call 3,9.0,,,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,,,3.0,,,,Mitt Romney,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,No,,Yes,,,Angry,"Dissatisfied, but not angry or angry",The poor,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,80.0,Mitt Romney,,White,White,State questionnaire,White,South,Something else,Other,The middle class,George Allen,Male,White men,Married men,Rural,Small Cities/Rural, Virginia,Not increase for anyone,Election day exit poll,,,,Version 3,,White something else,No,All others,No,All others,Low Density Rural,Rural,Rural,Very downscale,24293.0,1.16642367839813
35286.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Protestant/Do not attend weekly,Complete,No,Call 2,1.0,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Unfavorable,,,,4.0,,,,Mitt Romney,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,No,,Yes,,,Angry,"Dissatisfied, but not angry or angry",The poor,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,49.0,Mitt Romney,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,The middle class,George Allen,Male,White men,Married men,Rural,Small Cities/Rural, Virginia,Not increase for anyone,Election day exit poll,,,,Version 3,,White Protestants,No,All others,No,White Protestant non-evangelical,Low Density Rural,Rural,Rural,Downscale,23009.0,0.968196749687195
36706.0,Illegal,Illegal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,More than once a week,Weekly,All others,Complete,No,Call 2,1.0,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,,,4.0,,,,Mitt Romney,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,No,,Yes,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Omit,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,49.0,Mitt Romney,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Mormon,The middle class,George Allen,Female,White women,Married women,Rural,Small Cities/Rural, Virginia,Not increase for anyone,Election day exit poll,,,,Version 3,,White Protestants,Yes,All others,No,White Protestant non-evangelical,Low Density Rural,Rural,Rural,Downscale,23009.0,1.00910258293152
38781.0,Illegal,Illegal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Protestant/Attend weekly,Complete,Yes,Call 2,5.0,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,,,2.0,,,,Mitt Romney,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,No,,Yes,,,Angry,"Dissatisfied, but not angry or angry",Omit,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,68.0,Mitt Romney,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,The middle class,George Allen,Female,White women,Married women,Rural,Small Cities/Rural, Virginia,Not increase for anyone,Election day exit poll,,,,Version 3,,White Protestants,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Extremely Low Density Rural,Rural,Rural,Downscale,22623.0,1.05557203292847
58475.0,Illegal,Illegal in all cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,All others,Complete,Yes,Call 3,9.0,,,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,,,3.0,,,,Mitt Romney,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,No,,Yes,,,Angry,"Dissatisfied, but not angry or angry",Omit,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,80.0,Mitt Romney,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other christian,The middle class,George Allen,Male,White men,Married men,Rural,Small Cities/Rural, Virginia,Not increase for anyone,Election day exit poll,,,,Version 3,,White Protestants,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Low Density Rural,Rural,Rural,Very downscale,24293.0,1.10398578643799
38982.0,Legal,Legal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a year,Occasionally,All others,Complete,No,Call 2,9.0,,,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,,,3.0,,,,Mitt Romney,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,No,,Yes,,,Angry,"Dissatisfied, but not angry or angry",Omit,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,62.0,Mitt Romney,,White,White,State questionnaire,White,South,None,None,The middle class,George Allen,Male,White men,Married men,Rural,Small Cities/Rural, Virginia,Not increase for anyone,Election day exit poll,,,,Version 3,,White none,No,All others,No,All others,Extremely Low Density Rural,Rural,Rural,Very downscale,24171.0,1.23435950279236
57519.0,Illegal,Illegal in most cases,,,,,,,,,,Once a week,Weekly,All others,Complete,,Call 3,5.0,,,,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Unfavorable,Favorable,,,,3.0,,,,Barack Obama,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,,Yes,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,59.0,Barack Obama,,Black,Black,State questionnaire,Black,South,None,None,The poor,Timothy Kaine,Female,Black women,Married women,Rural,Small Cities/Rural, Virginia,Not increase for anyone,Election day exit poll,,,,Version 3,,Non-white,No,All others,No,,Extremely Low Density Rural,Rural,Rural,Downscale,22967.0,1.18575358390808
58767.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Protestant/Attend weekly,Complete,Yes,Call 3,9.0,,,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,,,,3.0,,,,Mitt Romney,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,,,No,,Yes,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",The poor,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,78.0,Mitt Romney,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,The poor,George Allen,Male,White men,Married men,Rural,Small Cities/Rural, Virginia,Not increase for anyone,Election day exit poll,,,,Version 3,,White Protestants,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Low Density Rural,Rural,Rural,Very downscale,24609.0,0.840204656124115
15046.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,All others,Complete,Yes,Call 1,9.0,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,,,3.0,,,,Mitt Romney,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,No,,Yes,,,Angry,"Dissatisfied, but not angry or angry",The poor,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,78.0,Mitt Romney,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other christian,Omit,George Allen,Male,White men,Married men,Rural,Small Cities/Rural, Virginia,Not increase for anyone,Election day exit poll,,,,Version 3,,White Protestants,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Low Density Rural,Rural,Rural,Very downscale,24609.0,0.840204656124115
58066.0,Illegal,Illegal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a year,Occasionally,Protestant/Do not attend weekly,Complete,Yes,Call 3,9.0,,,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,,,3.0,,,,Mitt Romney,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,No,,Yes,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Omit,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,78.0,Mitt Romney,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,Omit,George Allen,Male,White men,Married men,Rural,Small Cities/Rural, Virginia,Not increase for anyone,Election day exit poll,,,,Version 3,,White Protestants,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Low Density Rural,Rural,Rural,Very downscale,24609.0,0.926901876926422
57332.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Catholic/Attend weekly,Complete,Yes,Call 3,1.0,,,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,,,4.0,,,,Mitt Romney,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,No,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Omit,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50.0,Mitt Romney,,White,White,State questionnaire,White,South,Catholic,Catholic,Omit,George Allen,Male,White men,Non married men,Rural,Small Cities/Rural, Virginia,Not increase for anyone,Election day exit poll,,,,Version 3,,White Catholics,No,White Born-again/Evangelical Christians,No,All others,Low Density Rural,Rural,Rural,Upscale,22482.0,0.538821458816528
59657.0,Illegal,Illegal in most cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,A few times a year,Occasionally,All others,Complete,Yes,Call 3,1.0,,,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Omit,Omit,,,,4.0,,,,Mitt Romney,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,No,,No,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Omit,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,49.0,Mitt Romney,,White,White,State questionnaire,White,South,None,None,Omit,George Allen,Male,White men,Non married men,Rural,Small Cities/Rural, Virginia,Not increase for anyone,Election day exit poll,,,,Version 3,,White none,Yes,White Born-again/Evangelical Christians,No,All others,Low Density Rural,Rural,Rural,Downscale,23009.0,1.02295482158661
57599.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,All others,All others,More than once a week,Weekly,Protestant/Attend weekly,Complete,Yes,Call 3,6.0,,,,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,,,3.0,,,,Mitt Romney,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,,Yes,,,Angry,"Dissatisfied, but not angry or angry",Omit,45+,18-64,,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Conservative,96.0,Mitt Romney,,Other,Other,State questionnaire,Other,South,Protestant/Other Non-Catholic Christian,Protestant,Omit,George Allen,Female,All other races,Married women,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Not increase for anyone,Election day exit poll,,,,Version 3,,Non-white,No,All others,No,,Town,Rural,Rural,Downscale,22802.0,1.10176622867584
35283.0,Omit,Omit,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,,,,Not complete,,Call 2,6.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,Yes,,,Omit,Omit,,45+,65+,,,,,,,,96.0,Barack Obama,,Black,Black,State questionnaire,Black,South,,,,,Male,Black men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Omit,Election day exit poll,,,,Version 3,,,,,,,Town,Rural,Rural,Downscale,22802.0,0.795506477355957
57910.0,Omit,Omit,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,More than once a week,Weekly,All others,Complete,Yes,Call 3,1.0,,,,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Unfavorable,Favorable,,,,4.0,,,,Barack Obama,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,No,,Yes,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,,50.0,Barack Obama,,Black,Black,State questionnaire,Black,South,Protestant/Other Non-Catholic Christian,Other christian,The rich,Timothy Kaine,Female,Black women,Married women,Rural,Small Cities/Rural, Virginia,Omit,Election day exit poll,,,,Version 3,,Non-white,No,All others,No,,Low Density Rural,Rural,Rural,Upscale,22482.0,0.467607349157333
14724.0,Legal,Legal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Protestant/Attend weekly,Complete,No,Call 1,6.0,,,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,,,3.0,,,,Barack Obama,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,No,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,96.0,Barack Obama,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,The rich,Timothy Kaine,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Omit,Election day exit poll,,,,Version 3,,White Protestants,No,All others,No,White Protestant non-evangelical,Town,Rural,Rural,Downscale,22802.0,0.895806729793549
61005.0,Omit,Omit,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,All others,All others,Once a week,Weekly,All others,Complete,No,Call 3,5.0,,,,,,,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Unfavorable,Favorable,,,,4.0,,,,Barack Obama,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,No,,Yes,,,Omit,Omit,The middle class,18-44,18-64,,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,85.0,Barack Obama,,Other,Asian,State questionnaire,Asian,South,Something else,Muslim,The rich,Timothy Kaine,Male,All other races,Married men,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Omit,Election day exit poll,,,,Version 3,,Non-white,No,All others,No,,Town,Rural,Rural,Downscale,22903.0,0.808218836784363
58165.0,Omit,Omit,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,A few times a month,Occasionally,All others,Complete,Yes,Call 3,6.0,,,,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Omit,Favorable,,,,3.0,,,,Barack Obama,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,,No,,,Omit,Omit,The middle class,18-44,18-64,,,,,,,Moderate,96.0,Barack Obama,,Black,Black,State questionnaire,Black,South,Protestant/Other Non-Catholic Christian,Other christian,The rich,,Male,Black men,Non married men,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Omit,Election day exit poll,,,,Version 3,,Non-white,No,All others,No,,Town,Rural,Rural,Downscale,22802.0,0.721099257469177
15807.0,Legal,Legal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a month,Occasionally,Protestant/Do not attend weekly,Complete,No,Call 1,5.0,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,,,3.0,,,,Mitt Romney,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,No,,No,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",The poor,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,59.0,Mitt Romney,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,The middle class,George Allen,Male,White men,Non married men,Rural,Small Cities/Rural, Virginia,Omit,Election day exit poll,,,,Version 3,,White Protestants,Yes,All others,No,White Protestant non-evangelical,Extremely Low Density Rural,Rural,Rural,Downscale,22967.0,1.49741983413696
15856.0,Illegal,Illegal in all cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,More than once a week,Weekly,Catholic/Attend weekly,Complete,,Call 1,6.0,,,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,,,3.0,,,,Mitt Romney,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,,No,,,Angry,"Dissatisfied, but not angry or angry",The poor,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,96.0,Mitt Romney,,White,White,State questionnaire,White,South,Catholic,Catholic,The middle class,George Allen,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Omit,Election day exit poll,,,,Version 3,,White Catholics,No,All others,No,,Town,Rural,Rural,Downscale,22802.0,1.23213768005371
37639.0,Illegal,Illegal in all cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,More than once a week,Weekly,Protestant/Attend weekly,Complete,Yes,Call 2,9.0,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,,,3.0,,,,Mitt Romney,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,No,,Yes,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Omit,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,,78.0,Mitt Romney,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,The middle class,George Allen,Female,White women,Married women,Rural,Small Cities/Rural, Virginia,Omit,Election day exit poll,,,,Version 3,,White Protestants,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Low Density Rural,Rural,Rural,Very downscale,24609.0,0.875702977180481
60400.0,Omit,Omit,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Omit,Omit,Omit,Complete,,Call 3,5.0,,,,,,,,,,,,,Omit,Omit,,,,4.0,,,,Barack Obama,,,,,,,,,,,,No,,,,,Omit,Omit,The middle class,45+,18-64,,,,,,,,85.0,Barack Obama,,Black,Black,State questionnaire,Black,South,,,Omit,Timothy Kaine,Male,Black men,,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Omit,Election day exit poll,,,,Version 3,,Non-white,,All others,No,,Town,Rural,Rural,Downscale,22903.0,0.925907731056213
15583.0,Omit,Omit,,,,,,,,,,Omit,Omit,Omit,Complete,,Call 1,5.0,,,,,,,,,,,,,Omit,Favorable,,,,4.0,,,,Omit,,,,,,,,,,,,,,,,,Omit,Omit,The poor,,,,,,,,,,57.0,Barack Obama,,Black,Black,State questionnaire,Black,South,,,Omit,Timothy Kaine,Male,Black men,,Rural,Small Cities/Rural, Virginia,Omit,Election day exit poll,,,,Version 3,,Non-white,,All others,No,,Extremely Low Density Rural,Rural,Rural,Very downscale,23924.0,0.90671694278717
57357.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,All others,Complete,,Call 3,9.0,,,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,,,3.0,,,,Mitt Romney,,,,,,,,,,,,No,,Yes,,,Angry,"Dissatisfied, but not angry or angry",Omit,45+,18-64,,,,,,,Conservative,80.0,Mitt Romney,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other christian,Omit,George Allen,Female,White women,Married women,Rural,Small Cities/Rural, Virginia,Omit,Election day exit poll,,,,Version 3,,White Protestants,,All others,,,Low Density Rural,Rural,Rural,Very downscale,24293.0,1.04300534725189
60605.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 3,9.0,,,Yes,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,Better today,3.0,Government is doing too many things better left to businesses and individuals,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,Federal budget deficit,,No,Married with children,Yes,,,,,,45+,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,72.0,Barack Obama,Shares my values,White,White,National questionnaire,White,South,,,,George Allen,Male,White men,Married men,Rural,Small Cities/Rural, Virginia,,Election day exit poll,Omit,Omit,Omit,Version 1,,,No,,,,Low Density Rural,Rural,Rural,Very downscale,24354.0,0.746520042419434
34783.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Not complete,,Call 2,5.0,,,,,,,,,,,,,,,Omit,Favorable,Better today,4.0,,,,,,,,,,,,,,,,No,,No,,,,,,45+,18-64,,,,,,,,14.0,Mitt Romney,,White,White,State questionnaire,White,South,,,,George Allen,Male,White men,Non married men,Rural,Small Cities/Rural, Virginia,,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,23921.0,1.06810092926025
14428.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,,Call 1,6.0,,,Yes,,,,,The housing market,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,Favorable,Favorable,Better today,3.0,Government should do more to solve problems,,,,Expand it,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,Foreign policy,,Yes,Married with children,Yes,,,,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,96.0,Barack Obama,Shares my values,Other,White,State questionnaire,Hispanic/Latino,South,,,,Timothy Kaine,Male,Latino men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Virginia,,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,No,,,,Town,Rural,Rural,Downscale,22802.0,1.0018070936203
