ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAK12,BREAK12A,BREAK12B,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONFAIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GAY,GEOCODE,GOVTDO10,HANDLEDEF12,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,HOUCA12,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTL12,INTLOBAMA,INTLROMNEY,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMA2,OBAMA4,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PROP30CA,PRSCA12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SAMESEXM12,SENCA12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TAXDEF,TAXINC12,TEAPARTY12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,TRACK,UNIONHH12,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKPARENT,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
56911.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,All others,All others,,,,Complete,Not a factor at all,Not important,Not a factor,,Call 2,51.0,,,No,,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,Better today,,5.0,Government should do more to solve problems,,,,,,A Democratic candidate,,,,,,,,,,,,Health care,,No,All others,Yes,,,,,,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Liberal,89.0,,Barack Obama,Shares my values,Other,Other,National questionnaire,Other,West,,,,,Dianne Feinstein,Female,All other races,Married women,Suburbs,Suburbs,English,California,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,91910.0,0.740344107151031
56737.0,,,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,,,,Complete,Omit,Omit,Omit,,Call 2,10.0,,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,Better today,,2.0,Government should do more to solve problems,,,,,,A Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,The economy,,,,Yes,,,,,,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,110.0,,Barack Obama,Cares about people like me,Black,Black,National questionnaire,Black,West,,,,,Dianne Feinstein,Male,Black men,Married men,Suburbs,Suburbs,,California,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Suburb,70s Suburbs,Urban Perimeter,Very downscale,95307.0,0.673382103443146
13090.0,,,45-65,60+,45+,60+,50-64,60-64,,,,,,,Complete,,,,,,3.0,Yes,Both regular land-line and cell phone service,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,,Favorable,Unfavorable,,,1.0,,,,,,,A Democratic candidate,,,,,,,,,,,,,Yes,,All others,Yes,,,,,,,Omit,45+,18-64,Women without children,Independent/Something else,,,Independent,,Liberal,50010.0,,Barack Obama,,,,National questionnaire,,West,,,Omit,,Dianne Feinstein,Female,,Married women,Suburbs,Suburbs,,California,,,,Telephone survey,,,,Generally going in the right direction,,Version 5,,,,No,"Women, no kids",Non-working women,,,All others,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,95694.0,0.373715966939926
12402.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,All others,All others,,,,Complete,,,,,,24.0,,,,,,,,Favors the wealthy,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,Yes,1.0,,Barack Obama,Barack Obama,Barack Obama,Repeal all of it,Repeal some of it or repeal all of it,A Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Both of them,Yes,Yes,Barack Obama,,,No,,,,,Approve,Strongly approve,,,,18-44,18-64,,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,,50115.0,,Barack Obama,,Other,Asian,National questionnaire,Asian,West,,,,,Dianne Feinstein,Female,All other races,,Suburbs,Suburbs,English,California,,Not increase for anyone,,Telephone survey,,,,,,Version 4,,No,,,,,,,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,93013.0,3.12543630599976
12376.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,,11.0,,,,,,,,Favors the wealthy,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,No,3.0,,Barack Obama,Barack Obama,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,A Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Approve,Somewhat approve,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,50052.0,,Barack Obama,,White,White,National questionnaire,White,West,,,,,Dianne Feinstein,Male,White men,,Suburbs,Suburbs,English,California,,Not increase for anyone,,Telephone survey,,,,,,Version 4,,No,,,,,,,,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,94521.0,2.40116190910339
10957.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,All others,All others,,,,Complete,,,,,,2.0,,,,,Getting better,George W. Bush,Getting better,,Unemployment,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,,3.0,,,,,,,A Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,,,Health care,,No,,Yes,Not so good,Not so good or poor,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,45+,18-64,,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Liberal,50007.0,,Barack Obama,Shares my values,Other,Other,National questionnaire,Other,West,,,,,Dianne Feinstein,Female,All other races,Married women,Suburbs,Suburbs,English,California,Yes,,,Telephone survey,,,,,,Version 2,,No,,,,,,,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,94947.0,0.495245605707169
56897.0,Legal,Legal in all cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Never,Never,All others,Complete,,,,No,Call 2,28.0,,,No,I dislike the other candidates,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,4.0,,,,,,,A Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,,No,All others,No,,,,,,,,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,14.0,,Barack Obama,,White,White,National questionnaire,White,West,Jewish,Jewish,,Yes,Dianne Feinstein,Female,White women,Non married women,Suburbs,Suburbs,English,California,,,Oppose,Election day exit poll,,,,,,Version 3,White Jewish,No,All others,,,,No,All others,,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90069.0,0.657415509223938
39227.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 1,18.0,,,,,Getting better,George W. Bush,Getting better,,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,,,3.0,,,,,,,A Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,Health care,,No,,,Not so good,Not so good or poor,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,107.0,,Barack Obama,Shares my values,White,White,National questionnaire,White,West,,,,,Dianne Feinstein,Male,White men,,Suburbs,Suburbs,English,California,Yes,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,94303.0,0.887265563011169
13264.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,,,,,51.0,No,Only regular land-line phone service,No,,,,,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,No,5.0,,,,,,,A Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,,Yes,Yes,All others,Yes,,,,,,,The middle class,45+,18-64,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,50254.0,,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,Protestant/Other Non-Catholic Christian,Other christian,The middle class,,Dianne Feinstein,Female,Latino women,Married women,Suburbs,Suburbs,Spanish,California,,,,Telephone survey,,,,Generally going in the right direction,No,Version 5,Non-white,No,,No,"Women, no kids",Non-working women,,,All others,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,91911.0,1.14029717445374
11671.0,Legal,Legal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,Once a week,Weekly,Catholic/Attend weekly,Complete,,,,,,44.0,,,Yes,I strongly favor my candidate,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,4.0,,,,,,,A Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,,,Yes,Married with children,Yes,,,,,,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,50218.0,,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,Catholic,Catholic,,Omit,Dianne Feinstein,Female,Latino women,Married women,Suburbs,Suburbs,English,California,,,Neutral,Telephone survey,,,,,,Version 3,Non-white,No,All others,,,,No,,,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,90745.0,0.916754961013794
11670.0,Legal,Legal in all cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,More than once a week,Weekly,All others,Complete,,,,Yes,,43.0,,,No,I dislike the other candidates,,,,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,,,4.0,,,,,,,A Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,,,Yes,All others,Yes,,,,,,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,,50213.0,,Barack Obama,,Other,American Indian,National questionnaire,Hispanic/Latino,West,Protestant/Other Non-Catholic Christian,Other christian,,No,Dianne Feinstein,Female,Latino women,Married women,Suburbs,Suburbs,English,California,,,Omit,Telephone survey,,,,,,Version 3,Non-white,No,All others,,,,No,,,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,90717.0,1.84355092048645
33743.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,An important factor,Important,Factor,,Call 1,40.0,,,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,Better today,,4.0,Government should do more to solve problems,,,,,,A Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,,,Health care,,Yes,All others,No,,,,,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,21.0,,Barack Obama,Is a strong leader,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,,,,,Dianne Feinstein,Female,Latino women,Non married women,Suburbs,Suburbs,English,California,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,90022.0,0.666181027889252
55468.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,,,,Complete,A minor factor,Not important,Factor,,Call 2,52.0,,,Yes,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,Worse today,,5.0,Omit,,,,,,A Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,Health care,,No,Married with children,Yes,,,,,,,,18-44,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,87.0,,Barack Obama,Has a vision for the future,Black,Black,National questionnaire,Black,West,,,,,Dianne Feinstein,Female,Black women,Married women,"Cities over 500,000","Cities over 50,000",English,California,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,High Density Urban,Urban,Urban Core,Upscale,92117.0,0.73315954208374
13218.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,Latino 60+,Latino 65+,,,,Complete,,,,,,19.0,Yes,Both regular land-line and cell phone service,No,,,,,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,No,3.0,,,,,,,A Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,,Yes,Yes,All others,No,,,,,,,The middle class,45+,65+,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,50092.0,,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,Catholic,Catholic,The rich,,Dianne Feinstein,Female,Latino women,Non married women,"Cities over 500,000","Cities over 50,000",English,California,,,,Telephone survey,,,,Generally going in the right direction,,Version 5,Non-white,No,,No,"Women, no kids",Non-working women,,,All others,High Density Urban,Urban,Urban Core,Very upscale,95123.0,0.987574636936188
13208.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,,,,,14.0,No,Only regular land-line phone service,No,,,,,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,No,3.0,,,,,,,A Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,,Yes,Yes,All others,No,,,,,,,The middle class,45+,18-64,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,50067.0,,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,Protestant/Other Non-Catholic Christian,Protestant,The rich,,Dianne Feinstein,Female,Latino women,Non married women,"Cities over 500,000","Cities over 50,000",Spanish,California,,,,Telephone survey,,,,Generally going in the right direction,Yes,Version 5,Non-white,No,,Yes,"Women, no kids",Working women,,,Working women,Extremely High Density Urban,Urban,Urban Core,Upscale,94112.0,0.55289089679718
13168.0,,,45-65,30-59,45+,45-59,50-64,50-59,,,,,,,Complete,,,,,,52.0,Yes,Both regular land-line and cell phone service,No,,,,,,,Postgraduate study,College graduate,More than High school graduate,,Favorable,Unfavorable,,,5.0,,,,,,,A Democratic candidate,,,,,,,,,,,,,Yes,No,All others,Yes,,,,,,,The middle class,45+,18-64,Women without children,Democrat,,,Democrat,,Liberal,50259.0,,Barack Obama,,,,National questionnaire,,West,,,The rich,,Dianne Feinstein,Female,,Married women,"Cities over 500,000","Cities over 50,000",English,California,,,,Telephone survey,,,,Generally going in the right direction,No,Version 5,,,,Yes,"Women, no kids",Working women,,,Working women,Suburb,Urban,Urban Core,Very upscale,92106.0,0.51731151342392
13121.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,,,,,,16.0,Yes,Both regular land-line and cell phone service,Yes,,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,No,2.0,,,,,,,A Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,,Yes,Yes,Married with children,Yes,,,,,,,The middle class,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,50076.0,,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,Catholic,Catholic,The middle class,,Dianne Feinstein,Male,Latino men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,California,,,,Telephone survey,,,,Omit,No,Version 5,Non-white,No,,Yes,All men,Working men,,,All others,Suburb,Urban,Urban Core,Downscale,93727.0,1.50022554397583
77980.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,,,,Call 3,17.0,,,,,Getting better,Omit,Getting better,,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,3.0,,,,,,,A Democratic candidate,,,,,,,,,,,,Federal budget deficit,,Yes,,Yes,Good,Excellent or good,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,45+,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,2.0,,Barack Obama,Has a vision for the future,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,,,,,Dianne Feinstein,Male,Latino men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,California,Yes,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,High Density Urban,Urban,Urban Core,Very upscale,94536.0,0.791713893413544
55120.0,Legal,Legal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,All others,All others,Once a week,Weekly,Catholic/Attend weekly,Complete,,,,,Call 2,12.0,,,No,Omit,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,3.0,,,,,,,A Democratic candidate,Offered a chance to apply for legal status,,,,,,,,,,,,,No,All others,,,,,,,,,45+,65+,,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,,95.0,,Barack Obama,,Other,Asian,National questionnaire,Asian,West,Catholic,Catholic,,Yes,Dianne Feinstein,,,,"Cities over 500,000","Cities over 50,000",English,California,,,Neutral,Election day exit poll,,,,,,Version 3,Non-white,No,All others,,,,No,,,Extremely High Density Urban,Urban,Urban Core,Downscale,94134.0,0.775371968746185
12416.0,,,65+,60+,45+,60+,65+,65 or over,,,,,,,Complete,,,,,,41.0,,,,,,,,Favors the wealthy,,,,,,,,,No,5.0,,Barack Obama,Barack Obama,Barack Obama,Omit,Omit,A Democratic candidate,,,,,,,,Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Approve,Strongly approve,,,,45+,65+,,Democrat,,,Democrat,,,50204.0,,Barack Obama,,,,National questionnaire,,West,,,,,Dianne Feinstein,Female,,,"Cities 50,000-500,000","Cities over 50,000",English,California,,"Increase only on income over $250,000",,Telephone survey,,,,,,Version 4,,,,,,,,,,Suburb,Urban,Urban Core,Downscale,92503.0,0.527837574481964
36052.0,Legal,Legal in all cases,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,Once a week,Weekly,All others,Complete,,,,Yes,Call 1,43.0,,,Yes,I strongly favor my candidate,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,4.0,,,,,,,A Democratic candidate,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,,,,,No,Married with children,Yes,,,,,,,,18-44,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,31.0,,Barack Obama,,Black,Black,National questionnaire,Black,West,,,,Omit,Dianne Feinstein,Female,Black women,Married women,"Cities over 500,000","Cities over 50,000",English,California,,,Omit,Election day exit poll,,,,,,Version 3,Non-white,No,All others,,,,No,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,90047.0,0.921662330627441
10181.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,,,,35.0,,,Yes,,,,,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,About the same,,5.0,Omit,,,,,,A Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,The economy,,Yes,Married with children,Yes,,,,,,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,50174.0,,Barack Obama,Cares about people like me,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,,,,,Dianne Feinstein,Male,Latino men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,California,,,,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,,,Version 1,,No,,,,,,,,Suburb,Urban,Urban Core,Downscale,91761.0,1.43975794315338
11696.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Protestant/Do not attend weekly,Complete,,,,Yes,,5.0,,,No,I strongly favor my candidate,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,1.0,,,,,,,A Democratic candidate,Deported to the country they came from,,,,,,,,,,,,,No,All others,No,,,,,,,,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50020.0,,Barack Obama,,White,White,National questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,,Yes,Dianne Feinstein,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,California,,,Oppose,Telephone survey,,,,,,Version 3,White Protestants,,White Born-again/Evangelical Christians,,,,Yes,White Protestant evangelical,,Suburb,Urban,Urban Core,Upscale,95403.0,0.597279906272888
11649.0,Illegal,Illegal in all cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,More than once a week,Weekly,Catholic/Attend weekly,Complete,,,,No,,26.0,,,Yes,I dislike the other candidates,,,,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,,,1.0,,,,,,,A Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,,,Yes,Married with children,Yes,,,,,,,,45+,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,50125.0,,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,Catholic,Catholic,,No,Dianne Feinstein,Female,Latino women,Married women,"Cities 50,000-500,000","Cities over 50,000",Spanish,California,,,Oppose,Telephone survey,,,,,,Version 3,Non-white,No,All others,,,,No,,,Suburb,Urban,Urban Core,Downscale,93030.0,1.42400753498077
10930.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,All others,All others,,,,Complete,,,,,,46.0,,,,,Getting better,George W. Bush,Getting better,,Rising prices,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,5.0,,,,,,,A Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,,,The economy,,No,,Yes,Not so good,Not so good or poor,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,50229.0,,Barack Obama,Has a vision for the future,Other,Asian,National questionnaire,Asian,West,,,,,Dianne Feinstein,Female,All other races,Married women,"Cities 50,000-500,000","Cities over 50,000",English,California,Yes,,,Telephone survey,,,,,,Version 2,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,92805.0,2.66915202140808
10966.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,,4.0,,,,,Getting better,George W. Bush,Getting better,,Unemployment,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,2.0,,,,,,,A Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,The economy,,No,,No,Not so good,Not so good or poor,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50016.0,,Barack Obama,Cares about people like me,White,White,National questionnaire,White,West,,,,,Dianne Feinstein,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,California,Yes,,,Telephone survey,,,,,,Version 2,,Yes,,,,,,,,Suburb,Urban,Urban Core,Very upscale,95747.0,0.275833040475845
10906.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,29.0,,,,,Omit,George W. Bush,Omit,,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,4.0,,,,,,,A Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,The economy,,No,,No,Not so good,Not so good or poor,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50143.0,,Barack Obama,Cares about people like me,White,White,National questionnaire,White,West,,,,,Dianne Feinstein,Male,White men,Non married men,"Cities over 500,000","Cities over 50,000",English,California,No,,,Telephone survey,,,,,,Version 2,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Downscale,91601.0,0.369168698787689
10983.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,13.0,,,,,Getting better,George W. Bush,Getting better,,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,3.0,,,,,,,A Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,,,,Health care,,No,,No,Poor,Not so good or poor,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50062.0,,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,West,,,,,Dianne Feinstein,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,California,Yes,,,Telephone survey,,,,,,Version 2,,No,,,,,,,,High Density Urban,Urban,Urban Core,Very upscale,94705.0,0.719461917877197
