ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,AKINCOMMENT,AKINCOMMENTIMP,AKINLIB,BACKSIDE,BRNAGAIN,CALL,CDNUM,CHILD12,DESCRIBP12,DESCRIBS10B,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,ETHAKIN,ETHMCCAS,ETHMO12,FAVOBAMA2,FAVROMN2,GEOCODE,GOVMO12,GOVTDO10,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,ISSUE12,LATINO,MARCHILD,MARRIED,MCCASLIB,NEC,NEC2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSMO12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SENMO12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,WHTEVANG,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
23463.0,Illegal,Illegal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Not an important factor,Not an important factor,About right,Complete,No,Call 1,5.0,No,I strongly favor my candidate,,Postgraduate study,College graduate,More than High school graduate,White college degree,Only Todd Akin does or both do,Only Todd Akin does or neither do,Only Todd Akin does,,,3.0,Dave Spence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,All others,No,Too liberal,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,42.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,Version 2,No,All others,Suburb,Urban,Urban Core,Very upscale,64114.0,1.76183831691742
67480.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Not an important factor,Not an important factor,About right,Complete,No,Call 3,4.0,Yes,I strongly favor my candidate,,College graduate,College graduate,More than High school graduate,White college degree,Only Todd Akin does or both do,Only Todd Akin does or neither do,Only Todd Akin does,,,4.0,Dave Spence,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Married with children,Yes,Too liberal,,,45+,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,4.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,Version 2,No,All others,Low Density Rural,Urban,Urban Core,Upscale,65202.0,1.23935961723328
22860.0,Illegal,Illegal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Not an important factor,Not an important factor,About right,Complete,No,Call 1,1.0,No,I strongly favor my candidate,,Postgraduate study,College graduate,More than High school graduate,White college degree,Only Todd Akin does or both do,Only Claire McCaskill does or both do,Both do,,,1.0,Dave Spence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,All others,No,Too liberal,,,18-44,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,101.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Female,White women,Non married women,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,No,All others,Suburb,60s Suburbs,Urban Perimeter,Very downscale,63133.0,1.06273818016052
50945.0,Illegal,Illegal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Not an important factor,Not an important factor,About right,Complete,No,Call 2,2.0,No,I strongly favor my candidate,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Only Todd Akin does or both do,Only Claire McCaskill does or both do,Both do,,,1.0,Dave Spence,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,All others,No,Too liberal,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,95.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Female,White women,Non married women,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,Yes,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,63011.0,1.38377857208252
25679.0,Illegal,Illegal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Not an important factor,Not an important factor,About right,Complete,No,Call 1,4.0,Yes,I strongly favor my candidate,,Postgraduate study,College graduate,More than High school graduate,White college degree,Only Todd Akin does or both do,Only Todd Akin does or neither do,Only Todd Akin does,,,5.0,Dave Spence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Married with children,Yes,Too liberal,,,45+,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,67.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Male,White men,Married men,Rural,Small Cities/Rural,Missouri,Election day exit poll,,,,Version 2,No,All others,Low Density Rural,Rural,Rural,Upscale,65583.0,0.842732191085815
66950.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,One of serveral important factors,The single most important factor or one of several important factors,Too conservative,Complete,No,Call 3,3.0,No,I strongly favor my candidate,,Postgraduate study,College graduate,More than High school graduate,White college degree,Only Todd Akin does or both do,Only Claire McCaskill does or both do,Both do,,,2.0,Dave Spence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,All others,Yes,About right,,,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,75.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,Version 2,No,All others,Suburb,Urban,Urban Core,Very upscale,63303.0,0.768092274665833
49038.0,Illegal,Illegal in all cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Not an important factor,Not an important factor,About right,Complete,No,Call 2,2.0,Yes,I strongly favor my candidate,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Only Todd Akin does or both do,Only Todd Akin does or neither do,Only Todd Akin does,,,2.0,Dave Spence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,All others,No,Too liberal,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,79.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Male,White men,Non married men,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,No,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,63304.0,0.785478055477142
26271.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,One of serveral important factors,The single most important factor or one of several important factors,Omit,Complete,No,Call 1,2.0,,I strongly favor my candidate,,College graduate,College graduate,More than High school graduate,White college degree,Only Claire McCaskill does or neither do,Only Todd Akin does or neither do,Neither does,,,1.0,Dave Spence,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,,Yes,Omit,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,94.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Female,White women,Married women,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,No,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,63043.0,1.25251293182373
25723.0,Illegal,Illegal in all cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Not an important factor,Not an important factor,About right,Complete,No,Call 1,3.0,Yes,I strongly favor my candidate,,College graduate,College graduate,More than High school graduate,White college degree,Only Todd Akin does or both do,Only Todd Akin does or neither do,Only Todd Akin does,,,2.0,Dave Spence,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Married with children,Yes,Too liberal,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,78.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Female,White women,Married women,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,No,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,63367.0,0.985476911067963
49923.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Not an important factor,Not an important factor,About right,Complete,No,Call 2,3.0,Yes,I strongly favor my candidate,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Only Todd Akin does or both do,Only Todd Akin does or neither do,Only Todd Akin does,,,2.0,Dave Spence,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,Married with children,Yes,Too liberal,,,45+,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,78.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Male,White men,Married men,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,Yes,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,63367.0,1.0182945728302
49819.0,Illegal,Illegal in all cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,One of serveral important factors,The single most important factor or one of several important factors,About right,Complete,No,Call 2,2.0,No,I strongly favor my candidate,,Postgraduate study,College graduate,More than High school graduate,White college degree,Only Todd Akin does or both do,Only Todd Akin does or neither do,Only Todd Akin does,,,1.0,Dave Spence,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,All others,No,Too liberal,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,95.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Female,White women,Non married women,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,No,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,63011.0,1.38377857208252
25383.0,Illegal,Illegal in all cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Not an important factor,Not an important factor,About right,Complete,No,Call 1,3.0,No,I strongly favor my candidate,,High school graduate,No college degree,High school graduate or less,White no college degree,Only Todd Akin does or both do,Only Todd Akin does or neither do,Only Todd Akin does,,,2.0,Dave Spence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,All others,Yes,Too liberal,,,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,78.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Male,White men,Married men,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,No,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,63367.0,1.26564049720764
25307.0,Illegal,Illegal in most cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Not an important factor,Not an important factor,About right,Complete,No,Call 1,5.0,No,I strongly favor my candidate,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Only Todd Akin does or both do,Only Todd Akin does or neither do,Only Todd Akin does,,,3.0,Dave Spence,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",The economy,No,All others,,Too liberal,,,18-44,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,72.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Female,White women,,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,No,All others,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,64062.0,0.857972502708435
49037.0,Illegal,Illegal in all cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Not an important factor,Not an important factor,About right,Complete,No,Call 2,2.0,Yes,I strongly favor my candidate,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Only Todd Akin does or both do,Only Todd Akin does or neither do,Only Todd Akin does,,,2.0,Dave Spence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,All others,No,Too liberal,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,79.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Male,White men,Non married men,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,No,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,63304.0,0.785478055477142
25035.0,Illegal,Illegal in most cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Not an important factor,Not an important factor,Too conservative,Complete,No,Call 1,3.0,Yes,I strongly favor my candidate,,College graduate,College graduate,More than High school graduate,White college degree,Only Claire McCaskill does or neither do,Only Todd Akin does or neither do,Neither does,,,2.0,Dave Spence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Married with children,Yes,Too liberal,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,78.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Male,White men,Married men,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,No,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,63367.0,1.0182945728302
65502.0,Illegal,Illegal in all cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Not an important factor,Not an important factor,About right,Complete,No,Call 3,2.0,Yes,I strongly favor my candidate,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Only Todd Akin does or both do,Only Todd Akin does or neither do,Only Todd Akin does,,,2.0,Dave Spence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Married with children,Yes,Too liberal,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,79.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Male,White men,Married men,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,No,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,63304.0,0.691918134689331
50034.0,Illegal,Illegal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Not an important factor,Not an important factor,About right,Complete,No,Call 2,3.0,No,I strongly favor my candidate,,Postgraduate study,College graduate,More than High school graduate,White college degree,Only Todd Akin does or both do,Only Claire McCaskill does or both do,Both do,,,2.0,Dave Spence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,All others,Yes,Too liberal,,,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,78.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Male,White men,Married men,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,No,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,63367.0,1.26564049720764
24053.0,Illegal,Illegal in all cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Not an important factor,Not an important factor,Too conservative,Complete,No,Call 1,7.0,Yes,I strongly favor my candidate,,High school graduate,No college degree,High school graduate or less,White no college degree,Only Todd Akin does or both do,Only Todd Akin does or neither do,Only Todd Akin does,,,5.0,Dave Spence,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",The economy,No,Married with children,Yes,Too liberal,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,113.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Male,White men,Married men,Rural,Small Cities/Rural,Missouri,Election day exit poll,,,,Version 2,Yes,All others,Low Density Rural,Rural,Rural,Downscale,65653.0,0.940440237522125
69315.0,Illegal,Illegal in most cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Not an important factor,Not an important factor,Too liberal,Complete,No,Call 3,8.0,Yes,I strongly favor my candidate,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Only Claire McCaskill does or neither do,Only Todd Akin does or neither do,Neither does,,,5.0,Dave Spence,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,Married with children,Yes,Too liberal,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,65.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Male,White men,Married men,Rural,Small Cities/Rural,Missouri,Election day exit poll,,,,Version 2,Yes,All others,Extremely Low Density Rural,Rural,Rural,Downscale,63775.0,1.04661893844604
23777.0,Illegal,Illegal in all cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,One of serveral important factors,The single most important factor or one of several important factors,About right,Complete,No,Call 1,2.0,No,I strongly favor my candidate,,College graduate,College graduate,More than High school graduate,White college degree,Only Todd Akin does or both do,Only Todd Akin does or neither do,Only Todd Akin does,,,1.0,Dave Spence,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,All others,,Too liberal,,,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,95.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Male,White men,,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,No,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,63011.0,1.42986023426056
68988.0,Illegal,Illegal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,One of serveral important factors,The single most important factor or one of several important factors,About right,Complete,No,Call 3,4.0,No,I strongly favor my candidate,,High school graduate,No college degree,High school graduate or less,White no college degree,Only Todd Akin does or both do,Only Todd Akin does or neither do,Only Todd Akin does,,,4.0,Dave Spence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,All others,Yes,Too liberal,,,45+,65+,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,59.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Male,White men,Married men,Rural,Small Cities/Rural,Missouri,Election day exit poll,,,,Version 2,No,All others,Extremely Low Density Rural,Rural,Rural,Very downscale,65078.0,0.838669657707214
47917.0,Illegal,Illegal in all cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,One of serveral important factors,The single most important factor or one of several important factors,Too liberal,Complete,No,Call 2,7.0,No,I strongly favor my candidate,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Only Claire McCaskill does or neither do,Only Todd Akin does or neither do,Neither does,,,5.0,Other,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",The economy,No,All others,Yes,Too liberal,,,18-44,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,113.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Female,White women,Married women,Rural,Small Cities/Rural,Missouri,Election day exit poll,,,,Version 2,No,All others,Low Density Rural,Rural,Rural,Downscale,65653.0,1.49743270874023
68146.0,Illegal,Illegal in most cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Not an important factor,Not an important factor,Too conservative,Complete,No,Call 3,5.0,No,I strongly favor my candidate,,Postgraduate study,College graduate,More than High school graduate,White college degree,Only Claire McCaskill does or neither do,Only Todd Akin does or neither do,Neither does,,,3.0,Dave Spence,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,All others,No,Too liberal,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,72.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Jonathan Dine,Male,White men,Non married men,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,No,All others,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,64062.0,1.05940568447113
47370.0,Omit,Omit,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,One of serveral important factors,The single most important factor or one of several important factors,Too conservative,Complete,No,Call 2,2.0,No,I strongly favor my candidate,,Postgraduate study,College graduate,More than High school graduate,White college degree,Only Claire McCaskill does or neither do,Only Claire McCaskill does or both do,Only Claire McCaskill does,,,2.0,Jay Nixon,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,All others,Yes,About right,,,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,79.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Claire McCaskill,Female,White women,Married women,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,No,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,63304.0,0.83828204870224
48263.0,Omit,Omit,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,The single most important factor,The single most important factor or one of several important factors,Too liberal,Complete,No,Call 2,4.0,No,I strongly favor my candidate,,High school graduate,No college degree,High school graduate or less,White no college degree,Only Claire McCaskill does or neither do,Only Claire McCaskill does or both do,Only Claire McCaskill does,,,5.0,Jay Nixon,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,All others,No,About right,,,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,67.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Claire McCaskill,Female,White women,Non married women,Rural,Small Cities/Rural,Missouri,Election day exit poll,,,,Version 2,Yes,All others,Low Density Rural,Rural,Rural,Upscale,65583.0,0.859727680683136
66907.0,Omit,Omit,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,One of serveral important factors,The single most important factor or one of several important factors,Too conservative,Complete,No,Call 3,4.0,Yes,I strongly favor my candidate,,Postgraduate study,College graduate,More than High school graduate,White college degree,Only Claire McCaskill does or neither do,Only Todd Akin does or neither do,Neither does,,,5.0,Jay Nixon,,,,,,,,The economy,No,Married with children,Yes,Too liberal,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,67.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,,Female,White women,Married women,Rural,Small Cities/Rural,Missouri,Election day exit poll,,,,Version 2,No,All others,Low Density Rural,Rural,Rural,Upscale,65583.0,0.631729483604431
46790.0,Legal,Legal in all cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,One of serveral important factors,The single most important factor or one of several important factors,Too conservative,Complete,No,Call 2,3.0,No,I like my candidate but with reservations,,Postgraduate study,College graduate,More than High school graduate,White college degree,Only Claire McCaskill does or neither do,Only Todd Akin does or neither do,Neither does,,,2.0,Jay Nixon,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,All others,Yes,About right,,,18-44,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,75.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Claire McCaskill,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,Version 2,No,All others,Suburb,Urban,Urban Core,Very upscale,63303.0,0.773640036582947
23832.0,Legal,Legal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,One of serveral important factors,The single most important factor or one of several important factors,Too conservative,Complete,No,Call 1,4.0,Yes,I like my candidate but with reservations,,Postgraduate study,College graduate,More than High school graduate,White college degree,Only Claire McCaskill does or neither do,Only Claire McCaskill does or both do,Only Claire McCaskill does,,,4.0,Jay Nixon,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Married with children,Yes,Too conservative,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,4.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Claire McCaskill,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,Version 2,No,All others,Low Density Rural,Urban,Urban Core,Upscale,65202.0,1.50318157672882
68143.0,Legal,Legal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Not an important factor,Not an important factor,Too conservative,Complete,No,Call 3,3.0,No,I like my candidate but with reservations,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Only Claire McCaskill does or neither do,Only Todd Akin does or neither do,Neither does,,,1.0,Jay Nixon,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,All others,Yes,About right,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,106.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Claire McCaskill,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,Version 2,No,All others,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0,0.629739224910736
27085.0,Legal,Legal in all cases,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,One of serveral important factors,The single most important factor or one of several important factors,Too liberal,Complete,No,Call 1,3.0,No,I like my candidate but with reservations,,College graduate,College graduate,More than High school graduate,White college degree,Only Claire McCaskill does or neither do,Only Claire McCaskill does or both do,Only Claire McCaskill does,,,1.0,Jay Nixon,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",The economy,No,All others,No,About right,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,106.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Claire McCaskill,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,Version 2,No,All others,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0,0.71489143371582
