ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,AUTOBAIL12,AUTOHH,BACKSIDE,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LAIDOFF4,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSOH12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SENOH12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TAXINC12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNFR12,UNFROBAM,UNFRROMN,UNIONHH12,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
21567.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 1,12.0,,,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Omit,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,,,Omit,Omit,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,Federal budget deficit,,,No,All others,Yes,,,,,,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,40.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,Midwest,,,,Did not vote,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Election day exit poll,In October,"In October, in September, or before that",Just today or in the last few days or in October,Both of them,Only Barack Obama or both of them,Only Mitt Romney or both of them,,Version 1,,No,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,43085.0,0.585663378238678
7667.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,,,7.0,,,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Unfavorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,The economy,,,No,All others,Yes,,,,,,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,,50032.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,Midwest,,,,Did not vote,Female,White women,Married women,Rural,Small Cities/Rural,Ohio,,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Both of them,Only Barack Obama or both of them,Only Mitt Romney or both of them,,Version 1,,Yes,,,,Low Density Rural,Rural,Rural,Very downscale,44851.0,2.19578838348389
42225.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Complete,,Call 2,1.0,,,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Omit,Omit,About the same,5.0,Government should do more to solve problems,,,Repeal all of it,Repeal some of it or repeal all of it,,,,,,,,Federal budget deficit,,,No,All others,No,,,,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,,52.0,Mitt Romney,Omit,White,White,State questionnaire,White,Midwest,,,,Did not vote,Male,White men,Non married men,Suburbs,Suburbs,Ohio,,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Neither of them,Only Mitt Romney or neither of them,Only Barack Obama or neither of them,,Version 1,,,,,,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,45239.0,0.891165673732758
18956.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Complete,,Call 1,13.0,,,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,2.0,Government should do more to solve problems,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,The economy,,,No,All others,Yes,,,,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,102.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,Midwest,,,,Did not vote,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Neither of them,Only Mitt Romney or neither of them,Only Barack Obama or neither of them,,Version 1,,Yes,,,,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,44221.0,1.1026748418808
17903.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 1,8.0,,,Yes,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Omit,Unfavorable,About the same,5.0,Omit,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,Omit,,,No,All others,No,,,,,,18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,,12.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Did not vote,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Ohio,,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Omit,Omit,Omit,,Version 1,,No,,,,Suburb,Urban,Urban Core,Upscale,45504.0,0.651420474052429
7658.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,,6.0,,,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Omit,About the same,5.0,Government should do more to solve problems,,,Omit,Omit,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,Health care,,,No,All others,No,,,,,,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,50029.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Did not vote,Female,White women,Non married women,Suburbs,Suburbs,Ohio,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Omit,Omit,Omit,,Version 1,,Yes,,,,Town,70s Suburbs,Urban Perimeter,Downscale,45669.0,1.92893946170807
7701.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,,11.0,,,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,Worse today,1.0,Government is doing too many things better left to businesses and individuals,,,Leave it as is,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,Federal budget deficit,,,No,All others,No,,,,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50050.0,Mitt Romney,Omit,White,White,State questionnaire,White,Midwest,,,,Did not vote,Female,White women,Non married women,Suburbs,Suburbs,Ohio,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Omit,Omit,Omit,,Version 1,,Yes,,,,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,44147.0,1.82883131504059
19040.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,,,Complete,,Call 1,11.0,,,,I like my candidate but with reservations,Getting worse,George W. Bush,Worse,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,2.0,,Omit,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,Yes,,No,,No,Not so good,Not so good or poor,,,,18-44,18-64,,Republican,Black non-Democrat,All Republicans,Republican,All others,Moderate,104.0,Mitt Romney,Shares my values,Black,Black,State questionnaire,Black,Midwest,,,,Did not vote,Male,Black men,Non married men,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,Yes,Version 2,,No,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,44333.0,0.936468482017517
59788.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 3,15.0,,,,I like my candidate but with reservations,Staying about the same,George W. Bush,Poor and staying the same,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,Mitt Romney,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,,No,,No,Not so good,Not so good or poor,,,,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,75.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Did not vote,Female,White women,Non married women,Rural,Small Cities/Rural,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Low Density Rural,Rural,Rural,Upscale,43064.0,0.708463788032532
61047.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Complete,,Call 3,14.0,,,,I like my candidate but with reservations,Getting worse,George W. Bush,Worse,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,Yes,,No,,No,Not so good,Not so good or poor,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,103.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Did not vote,Female,White women,Non married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,44264.0,0.781061410903931
66120.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 3,16.0,,,,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Federal budget deficit,Yes,,No,,Yes,Poor,Not so good or poor,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,26.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Did not vote,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,Yes,Version 2,,No,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,44145.0,0.770476877689362
46660.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 2,6.0,,,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,2.0,,Mitt Romney,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,,,,No,,,,,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,4.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,,,,Did not vote,Male,White men,,Suburbs,Suburbs,Ohio,"Increase only on income over $250,000",Election day exit poll,,,,,,,,Version 4,,No,,,,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,43713.0,1.14976072311401
12774.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,,,7.0,,,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,1.0,,Mitt Romney,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,,,,No,,,,,,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50030.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,,,,Did not vote,Female,White women,,Suburbs,Suburbs,Ohio,Not increase for anyone,Telephone survey,,,,,,,,Version 4,,No,,,,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Upscale,44044.0,1.71991360187531
46390.0,,,65+,60+,45+,60+,65+,65 or over,,,,,,Complete,,Call 2,14.0,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,,,,,1.0,,Mitt Romney,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,,Mitt Romney,,,,No,,,,,,,,45+,65+,,Independent/Something else,,,Independent,,Moderate,64.0,Mitt Romney,,,,National questionnaire,,Midwest,,,,Did not vote,Female,,,"Cities 50,000-500,000","Cities over 50,000",Ohio,Not increase for anyone,Election day exit poll,,,,,,,,Version 4,,No,,,,Suburb,Urban,Urban Core,Very upscale,44060.0,0.737376987934113
7907.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,All others,All others,,,Complete,,,14.0,,,,I strongly favor my candidate,Staying about the same,Omit,Poor and staying the same,The housing market,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,,1.0,,Omit,,,,,,,,,,Omit,The economy,No,,No,,Yes,Poor,Not so good or poor,,,,45+,65+,,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,,50065.0,Mitt Romney,Is a strong leader,Other,Other,State questionnaire,Other,Midwest,,,,Did not vote,Female,All other races,Married women,Suburbs,Suburbs,Ohio,,Telephone survey,,,,,,,No,Version 2,,No,,,,Suburb,60s Suburbs,Urban Perimeter,Very upscale,44124.0,1.752774477005
43076.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,Call 2,15.0,,,,I like my candidate but with reservations,Staying about the same,Omit,Poor and staying the same,Omit,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,Omit,,,,,,,,,,Omit,The economy,No,,No,,Yes,Poor,Not so good or poor,,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,2.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,Midwest,,,,Did not vote,Male,White men,Married men,Rural,Small Cities/Rural,Ohio,,Election day exit poll,,,,,,,No,Version 2,,,,,,Extremely Low Density Rural,Rural,Rural,Downscale,45710.0,0.854316532611847
42120.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Complete,,Call 2,4.0,,,,,Getting worse,George W. Bush,Worse,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,The economy,,,No,,No,Poor,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,68.0,Other,Shares my values,White,White,National questionnaire,White,Midwest,,,,Did not vote,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Ohio,,Election day exit poll,,,,,,,,Version 2,,Yes,,,,Suburb,Urban,Urban Core,Downscale,44035.0,0.462715983390808
13504.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,,4.0,Yes,Only cell phone service,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Omit,Omit,,3.0,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,No,No,All others,Yes,,,,,Omit,18-44,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50017.0,Other,,White,White,National questionnaire,White,Midwest,None,None,The middle class,Did not vote,Female,White women,Married women,Rural,Small Cities/Rural,Ohio,,Telephone survey,,,,,,,No,Version 5,White none,Yes,,,,Suburb,Rural,Rural,Downscale,43302.0,3.66818189620972
8098.0,Omit,Omit,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Disapprove,No,Complete,No,,16.0,Yes,Both regular land-line and cell phone service,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,,Omit,,,,,,,,,,,,Yes,No,,Yes,,,Angry,"Dissatisfied, but not angry or angry",Omit,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50075.0,Other,,White,White,State questionnaire,White,Midwest,None,None,Omit,Did not vote,Male,White men,Married men,Suburbs,Suburbs,Ohio,Not increase for anyone,Telephone survey,,,,,,,No,Version 3,White none,No,All others,No,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,44136.0,2.7283570766449
59064.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 3,3.0,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Unfavorable,Better today,4.0,Government is doing too many things better left to businesses and individuals,,,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,Federal budget deficit,,,No,,,,,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Liberal,33.0,Other,Has a vision for the future,White,White,State questionnaire,White,Midwest,,,,Did not vote,Female,White women,,"Cities over 500,000","Cities over 50,000",Ohio,,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Both of them,Only Barack Obama or both of them,Only Mitt Romney or both of them,,Version 1,,Yes,,,,High Density Urban,Urban,Urban Core,Upscale,43229.0,0.852707087993622
61511.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 3,13.0,,,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,About the same,2.0,Government is doing too many things better left to businesses and individuals,,,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,Health care,,,No,All others,Yes,,,,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,101.0,Other,Has a vision for the future,White,White,State questionnaire,White,Midwest,,,,Did not vote,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Neither of them,Only Mitt Romney or neither of them,Only Barack Obama or neither of them,,Version 1,,No,,,,Suburb,60s Suburbs,Urban Perimeter,Upscale,44319.0,0.530419111251831
61926.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,,,Complete,,Call 3,5.0,,,,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,3.0,,Omit,Omit,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,,,,Yes,,,,,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Conservative,111.0,Other,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Midwest,,,,Did not vote,Female,Latino women,,Rural,Small Cities/Rural,Ohio,Not increase for anyone,Election day exit poll,,,,,,,,Version 4,,No,,,,Low Density Rural,Rural,Rural,Upscale,43506.0,0.488979905843735
61927.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,,,Complete,,Call 3,5.0,,,,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,3.0,,Omit,Omit,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,,,,Yes,,,,,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Conservative,111.0,Other,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Midwest,,,,Did not vote,Female,Latino women,,Rural,Small Cities/Rural,Ohio,Not increase for anyone,Election day exit poll,,,,,,,,Version 4,,No,,,,Low Density Rural,Rural,Rural,Upscale,43506.0,0.488979905843735
12069.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,Complete,No,,15.0,,,Yes,I like my candidate but with reservations,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,No,All others,No,,,,,,45+,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50074.0,,,White,White,National questionnaire,White,Midwest,Something else,Other,,Sherrod Brown,Female,White women,Non married women,Rural,Small Cities/Rural,Ohio,,Telephone survey,,,,,,,,Version 3,White something else,Yes,All others,No,All others,Low Density Rural,Rural,Rural,Very downscale,43138.0,0.401193082332611
41623.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,Latino 60+,Latino 65+,,,Complete,,Call 2,9.0,,,,,Getting better,George W. Bush,Getting better,Omit,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,3.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,Health care,,,Yes,,No,Poor,Not so good or poor,Omit,Omit,,45+,65+,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,74.0,,Omit,Other,,National questionnaire,Hispanic/Latino,Midwest,,,,Sherrod Brown,Male,Latino men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Ohio,,Election day exit poll,,,,,,,,Version 2,,No,,,,High Density Urban,Urban,Urban Core,Very downscale,43620.0,0.923215746879578
60476.0,Legal,Legal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Approve,No,Complete,No,Call 3,4.0,Yes,Both regular land-line and cell phone service,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,3.0,,,Omit,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,Yes,No,,No,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",The rich,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Liberal,9.0,,,White,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,The rich,Sherrod Brown,Female,White women,Non married women,Rural,Small Cities/Rural,Ohio,"Increase only on income over $250,000",Election day exit poll,,,,,,,No,Version 3,White Protestants,No,All others,No,White Protestant non-evangelical,Low Density Rural,Rural,Rural,Downscale,43078.0,0.720380425453186
18579.0,Legal,Legal in all cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Approve,No,Complete,No,Call 1,1.0,Yes,Only cell phone service,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,,Barack Obama,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,No,No,,No,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,48.0,,,White,White,State questionnaire,White,Midwest,None,None,The rich,Sherrod Brown,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Ohio,"Increase only on income over $250,000",Election day exit poll,,,,,,,No,Version 3,White none,Yes,All others,No,All others,Suburb,Urban,Urban Core,Very downscale,45223.0,0.62922877073288
7954.0,Omit,Omit,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,Approve,No,Complete,Yes,,3.0,Yes,Both regular land-line and cell phone service,,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,4.0,,,Barack Obama,,,,,,,,,,,,Yes,No,,No,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Omit,45+,18-64,,,,,,,Conservative,50013.0,,,Black,Black,State questionnaire,Black,Midwest,Protestant/Other Non-Catholic Christian,Protestant,The middle class,Sherrod Brown,Male,Black men,Non married men,"Cities over 500,000","Cities over 50,000",Ohio,"Increase only on income over $250,000",Telephone survey,,,,,,,No,Version 3,Non-white,No,All others,No,,High Density Urban,Urban,Urban Core,Downscale,43204.0,0.898192584514618
8092.0,Legal,Legal in most cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Approve,No,Complete,No,,16.0,Yes,Only cell phone service,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,,,Mitt Romney,,,,,,,,,,,,No,No,,No,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Omit,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50075.0,,,White,White,State questionnaire,White,Midwest,Catholic,Catholic,Omit,Sherrod Brown,Male,White men,Non married men,Suburbs,Suburbs,Ohio,"Increase only on income over $250,000",Telephone survey,,,,,,,Yes,Version 3,White Catholics,No,All others,No,All others,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,44133.0,2.89599084854126
60243.0,Legal,Legal in most cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,All others,All others,Approve,No,Complete,Yes,Call 3,10.0,No,Only regular land-line phone service,,,,,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,,5.0,,,Barack Obama,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,Yes,No,,No,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Liberal,81.0,,,Other,American Indian,State questionnaire,Other,Midwest,Protestant/Other Non-Catholic Christian,Other christian,The rich,Sherrod Brown,Male,All other races,Non married men,"Cities 50,000-500,000","Cities over 50,000",Ohio,Omit,Election day exit poll,,,,,,,No,Version 3,Non-white,No,All others,No,,High Density Urban,Urban,Urban Core,Downscale,45405.0,0.627946019172668
