ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BORNUSA,CALL,CDNUM,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HEALTHCARE12,HEALTHCARE12B,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARCHILD,MARRIED,NEC,NEC2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSNM12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,SENNM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHITEREL,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
6392.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,A few times a month,Occasionally,All others,Complete,,,2.0,,I dislike the other candidates,Getting worse,,Worse,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,Mitt Romney,,,Deported to the country they came from,,,,,,,Mitt Romney,The economy,No,,Yes,Poor,Not so good or poor,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50004.0,Mitt Romney,,White,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other christian,Heather Wilson,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Telephone survey,,,,Version 2,White Protestants,No,Extremely Low Density Rural,Rural,Rural,Upscale,88310.0,0.531048536300659
6572.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a month,Occasionally,Protestant/Do not attend weekly,Complete,,,3.0,,Omit,Getting worse,,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,Mitt Romney,,,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,,No,Poor,Not so good or poor,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50011.0,Mitt Romney,,White,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,Heather Wilson,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Telephone survey,,,,Version 2,White Protestants,Yes,Extremely Low Density Rural,Rural,Rural,Downscale,87301.0,0.601466357707977
6457.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Protestant/Attend weekly,Complete,,,2.0,,I dislike the other candidates,Staying about the same,,Poor and staying the same,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,1.0,,Omit,,,Deported to the country they came from,,,,,,,Mitt Romney,The economy,No,,Yes,Poor,Not so good or poor,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50004.0,Mitt Romney,,White,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,Heather Wilson,Male,White men,Married men,Rural,Small Cities/Rural,English, New Mexico,Telephone survey,,,,Version 2,White Protestants,,Extremely Low Density Rural,Rural,Rural,Very downscale,88231.0,0.521939814090729
54119.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,A few times a month,Occasionally,All others,Complete,,Call 2,3.0,,I like my candidate but with reservations,Getting worse,,Worse,Unemployment,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,1.0,,Mitt Romney,,,Omit,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Mitt Romney,The economy,Yes,,No,Poor,Not so good or poor,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,11.0,Mitt Romney,,Other,White,State questionnaire,Hispanic/Latino,West,Protestant/Other Non-Catholic Christian,Other christian,Heather Wilson,Female,Latino women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,,,,Version 2,Non-white,No,Low Density Rural,Rural,Rural,Downscale,88101.0,0.457400172948837
6649.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a month,Occasionally,Protestant/Do not attend weekly,Complete,,,3.0,,I strongly favor my candidate,Getting worse,,Worse,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,Mitt Romney,,,Omit,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,No,,Yes,Poor,Not so good or poor,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50011.0,Mitt Romney,,White,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,Heather Wilson,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Telephone survey,,,,Version 2,White Protestants,No,Town,Rural,Rural,Upscale,87401.0,1.08970272541046
6463.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Protestant/Attend weekly,Complete,,,2.0,,I dislike the other candidates,Getting worse,,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,1.0,,Mitt Romney,,,Omit,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,,No,Poor,Not so good or poor,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50004.0,Mitt Romney,,White,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,Heather Wilson,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Telephone survey,,,,Version 2,White Protestants,Yes,Extremely Low Density Rural,Rural,Rural,Upscale,88310.0,0.472810506820679
6485.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,All others,Complete,,,2.0,,I dislike the other candidates,Getting worse,,Worse,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,,Mitt Romney,,,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Omit,The economy,No,,No,Poor,Not so good or poor,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,50004.0,Mitt Romney,,White,White,State questionnaire,White,West,None,None,Heather Wilson,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Telephone survey,,,,Version 2,White none,No,Extremely Low Density Rural,Rural,Rural,Downscale,88240.0,0.659474790096283
32591.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,More than once a week,Weekly,Protestant/Attend weekly,Complete,,Call 1,3.0,,I like my candidate but with reservations,Getting worse,,Worse,Unemployment,College graduate,College graduate,More than High school graduate,Non white college degree,,,,1.0,,Mitt Romney,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Omit,The economy,Yes,,Yes,Poor,Not so good or poor,45+,18-64,,,,,,,Moderate,11.0,Mitt Romney,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Protestant/Other Non-Catholic Christian,Protestant,Heather Wilson,Female,Latino women,Married women,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,,,,Version 2,Non-white,No,Low Density Rural,Rural,Rural,Downscale,88101.0,0.434138208627701
6621.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Omit,Omit,Catholic/Do not attend weekly,Complete,,,3.0,,I like my candidate but with reservations,Staying about the same,,Poor and staying the same,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,,Mitt Romney,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Omit,The economy,No,,Yes,Poor,Not so good or poor,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50011.0,Mitt Romney,,White,White,State questionnaire,White,West,Catholic,Catholic,Heather Wilson,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Telephone survey,,,,Version 2,White Catholics,Yes,Town,Rural,Rural,Upscale,87401.0,1.92375755310059
72307.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,A few times a year,Occasionally,All others,Complete,,Call 3,1.0,,I like my candidate but with reservations,Getting worse,,Worse,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,Mitt Romney,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Omit,The economy,No,,Yes,Poor,Not so good or poor,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,24.0,Mitt Romney,,White,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other christian,Heather Wilson,Female,White women,Married women,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,,,,Version 2,White Protestants,No,Extremely Low Density Rural,Rural,Rural,Very downscale,87036.0,0.752918362617493
52442.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,All others,Complete,,Call 2,3.0,,I like my candidate but with reservations,Getting worse,,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,Omit,,,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Omit,The economy,No,,Yes,Poor,Not so good or poor,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,20.0,Gary Johnson,,White,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other christian,Heather Wilson,Female,White women,Married women,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,,,,Version 2,White Protestants,No,Low Density Rural,Rural,Rural,Downscale,87410.0,0.655057847499847
28944.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,A few times a year,Occasionally,All others,Complete,,Call 1,3.0,,I like my candidate but with reservations,Getting worse,,Worse,Rising prices,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,2.0,,Omit,,,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Omit,The economy,Yes,,Yes,Poor,Not so good or poor,18-44,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Something else,All others,,23.0,Barack Obama,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,None,None,Did not vote,Female,Latino women,Married women,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,,,,Version 2,Non-white,No,Extremely Low Density Rural,Rural,Rural,Very downscale,87543.0,0.768434047698975
53030.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,All others,Complete,,Call 2,2.0,,I dislike the other candidates,Getting worse,,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,,Omit,,,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Omit,The economy,No,,Yes,Poor,Not so good or poor,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Liberal,16.0,Mitt Romney,,White,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other christian,Heather Wilson,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,,,,Version 2,White Protestants,No,Extremely Low Density Rural,Rural,Rural,Upscale,88310.0,0.678854584693909
31932.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,All others,All others,More than once a week,Weekly,All others,Complete,,Call 1,1.0,,I strongly favor my candidate,Getting worse,,Worse,Unemployment,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,,3.0,,Barack Obama,,,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Health care,No,,No,Poor,Not so good or poor,45+,18-64,,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,5.0,Barack Obama,,Other,American Indian,State questionnaire,Other,West,Protestant/Other Non-Catholic Christian,Other christian,Martin Heinrich,Female,All other races,Non married women,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,,,,Version 2,Non-white,No,Extremely Low Density Rural,Rural,Rural,Very downscale,87026.0,0.571444571018219
53291.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,All others,All others,Never,Never,All others,Complete,,Call 2,3.0,,I like my candidate but with reservations,Getting worse,,Worse,Unemployment,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,2.0,,Barack Obama,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,Health care,No,,Yes,Poor,Not so good or poor,45+,65+,,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Liberal,23.0,Barack Obama,,Other,Other,State questionnaire,Other,West,None,None,Martin Heinrich,Male,All other races,Married men,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,,,,Version 2,Non-white,No,Extremely Low Density Rural,Rural,Rural,Very downscale,87543.0,0.638553857803345
6591.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Catholic/Attend weekly,Complete,,,3.0,,I dislike the other candidates,Getting worse,,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,2.0,,Barack Obama,,,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,No,,No,Poor,Not so good or poor,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50009.0,Barack Obama,,White,White,State questionnaire,White,West,Catholic,Catholic,Martin Heinrich,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Telephone survey,,,,Version 2,White Catholics,Yes,Low Density Rural,Rural,Rural,Very upscale,87544.0,0.956722557544708
30411.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Never,Never,All others,Complete,,Call 1,3.0,,I like my candidate but with reservations,Staying about the same,,Poor and staying the same,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,Barack Obama,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Health care,No,,No,Poor,Not so good or poor,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,20.0,Barack Obama,,White,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other christian,Heather Wilson,Male,White men,Non married men,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,,,,Version 2,White Protestants,No,Low Density Rural,Rural,Rural,Downscale,87410.0,0.37824273109436
30410.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Never,Never,All others,Complete,,Call 1,3.0,,I like my candidate but with reservations,Staying about the same,,Poor and staying the same,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,Barack Obama,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Health care,No,,No,Poor,Not so good or poor,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,20.0,Barack Obama,,White,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other christian,Heather Wilson,Male,White men,Non married men,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,,,,Version 2,White Protestants,No,Low Density Rural,Rural,Rural,Downscale,87410.0,0.37824273109436
73256.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,Once a week,Weekly,All others,Complete,,Call 3,2.0,,I like my candidate but with reservations,Getting worse,,Worse,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,1.0,,Mitt Romney,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Mitt Romney,Health care,Yes,,No,Poor,Not so good or poor,18-44,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,16.0,Mitt Romney,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Protestant/Other Non-Catholic Christian,Other christian,Heather Wilson,Female,Latino women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,,,,Version 2,Non-white,No,Extremely Low Density Rural,Rural,Rural,Upscale,88310.0,0.715228915214539
6440.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Protestant/Attend weekly,Complete,,,2.0,,I strongly favor my candidate,Getting better,,Getting better,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,,Mitt Romney,,,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,Health care,No,,No,Poor,Not so good or poor,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50004.0,Mitt Romney,,White,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,Heather Wilson,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Telephone survey,,,,Version 2,White Protestants,No,Extremely Low Density Rural,Rural,Rural,Downscale,88240.0,0.472810506820679
6475.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a month,Occasionally,Protestant/Do not attend weekly,Complete,,,2.0,,I strongly favor my candidate,Staying about the same,,Poor and staying the same,Taxes,No high school diploma,No college degree,High school graduate or less,White no college degree,,,,1.0,,Mitt Romney,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Health care,No,,No,Poor,Not so good or poor,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50004.0,Mitt Romney,,White,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,Heather Wilson,Female,White women,Non married women,Rural,Small Cities/Rural,English, New Mexico,Telephone survey,,,,Version 2,White Protestants,Yes,Extremely Low Density Rural,Rural,Rural,Downscale,88260.0,0.945621013641357
6430.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,More than once a week,Weekly,Protestant/Attend weekly,Complete,,,2.0,,I strongly favor my candidate,Getting worse,,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,,Mitt Romney,,,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Health care,No,,No,Poor,Not so good or poor,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50004.0,Mitt Romney,,White,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,Heather Wilson,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Telephone survey,,,,Version 2,White Protestants,Yes,Extremely Low Density Rural,Rural,Rural,Upscale,88220.0,0.640275299549103
6597.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,All others,Complete,,,3.0,,I dislike the other candidates,Getting worse,,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,Mitt Romney,,,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Health care,No,,No,Poor,Not so good or poor,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50011.0,Mitt Romney,,White,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon,Heather Wilson,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Telephone survey,,,,Version 2,White Protestants,Yes,Town,Rural,Rural,Upscale,87401.0,0.528988897800446
53244.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Protestant/Attend weekly,Complete,,Call 2,3.0,,I strongly favor my candidate,Getting worse,,Worse,Unemployment,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,,Mitt Romney,,,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Health care,No,,Yes,Poor,Not so good or poor,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,20.0,Mitt Romney,,White,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,Heather Wilson,Male,White men,Married men,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,,,,Version 2,White Protestants,No,Low Density Rural,Rural,Rural,Downscale,87410.0,0.70847100019455
6599.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a month,Occasionally,All others,Complete,,,3.0,,I strongly favor my candidate,Getting worse,,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,Mitt Romney,,,Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Health care,No,,No,Poor,Not so good or poor,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,50011.0,Mitt Romney,,White,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other christian,Heather Wilson,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Telephone survey,,,,Version 2,White Protestants,Yes,Extremely Low Density Rural,Rural,Rural,Downscale,87301.0,0.601466357707977
6405.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,Once a week,Weekly,Catholic/Attend weekly,Complete,,,2.0,,I like my candidate but with reservations,Getting worse,,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,1.0,,Mitt Romney,,,Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Mitt Romney,Health care,Yes,,Yes,Poor,Not so good or poor,45+,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Liberal,50004.0,Gary Johnson,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Catholic,Catholic,Martin Heinrich,Male,Latino men,Married men,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Telephone survey,,,,Version 2,Non-white,No,Extremely Low Density Rural,Rural,Rural,Downscale,88203.0,1.43894028663635
6480.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,All others,Complete,,,2.0,,I dislike the other candidates,Getting worse,,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,,Mitt Romney,,,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Health care,No,,Yes,Poor,Not so good or poor,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50004.0,Gary Johnson,,White,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other christian,Heather Wilson,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Telephone survey,,,,Version 2,White Protestants,No,Extremely Low Density Rural,Rural,Rural,Upscale,88201.0,0.469848990440369
52910.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,Never,Never,All others,Complete,,Call 2,3.0,,I dislike the other candidates,Getting worse,,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,1.0,,Mitt Romney,,,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Mitt Romney,Health care,Yes,,Yes,Poor,Not so good or poor,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,11.0,Mitt Romney,,Other,White,State questionnaire,Hispanic/Latino,West,Protestant/Other Non-Catholic Christian,Other christian,Heather Wilson,Male,Latino men,Married men,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,,,,Version 2,Non-white,No,Low Density Rural,Rural,Rural,Downscale,88101.0,0.452814519405365
52080.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,Once a week,Weekly,All others,Complete,,Call 2,2.0,,I strongly favor my candidate,Staying about the same,,Poor and staying the same,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,1.0,,Omit,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Omit,Health care,Yes,,Yes,Poor,Not so good or poor,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,,9.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Protestant/Other Non-Catholic Christian,Other christian,Heather Wilson,Female,Latino women,Married women,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,,,,Version 2,Non-white,No,Extremely Low Density Rural,Rural,Rural,Upscale,88201.0,1.12320947647095
6399.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,All others,Complete,,,2.0,,I like my candidate but with reservations,Omit,,Omit,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,1.0,,Mitt Romney,,,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Omit,Health care,No,,Yes,Poor,Not so good or poor,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,,50004.0,Mitt Romney,,White,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other christian,,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Telephone survey,,,,Version 2,White Protestants,Yes,Extremely Low Density Rural,Rural,Rural,Downscale,88240.0,1.55158317089081
