ID,HOU,SEN,GOV,ABORTION18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND16,ATTEND16B,ATTREL,BACKSIDE,BOYSGIRLS,BREAK18,BREAK18A,BREAK18B,BRNAGAIN,CALL,CDNUM,CHILD18,CHILDBOY,CHILDGIRL,CONTROLHOUSE,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,ELECTSECFOREIGN18,FAVDEM2,FAVPARTY,FAVPELOSI,FAVREP2,FINSIT2,FORTRUMPH,FTVOTER18,GUN16,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVANAUGH18,LATINO,LGBT,MARRIED,MUELLERAPP,NEC,NEC2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QRACEAK,QRACEHI,QTYPE,RACE,RACE18,RACE18B,RACE2B,RACEAI,RACEFACTOR,REGION,REL5,RELIGN18,RELWHITE,RUSSIA18,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18HOU,TIME18HOUMONTH,TIME18HOUWEEK,TRACK,TRADE18,TRUMP2,TRUMP4,TRUMPFP18,TRUMPIMM,UNITED18,VERSION,VETVOTER,VOTE2016,VOTEISS18,WEIGHT,WHITEREL,WHNCLINC,WHTEVANG,WOMEN,WOMEN2,WPROTBRN,WPROTBRN3
28009.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,,,,,,20.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,Favorable,,,,,,,Major changes,,Yes,,,,,,,Health care,,No,,,Approve,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,,,National questionnaire,Black,Somewhat important,Important,Non-white,Black,No group is favored,South,Protestant/Other Non-Catholic Christian,Protestant,,Justified,Female,Black women,,,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,,Telephone survey,Before that,Before that,Before that,,,,,,Too tough,,Version 2,,,,1.66533303260803,Non-white,,,,,,
28010.0,The Republican candidate,The Republican candidate,The Republican candidate,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,,10.0,,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,Unfavorable,,,,,,,Major changes,,No,,,,,,,Health care,,No,,,Disapprove,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,,,National questionnaire,White,Somewhat important,Important,White,White,Minorities are favored over whites,South,Catholic,Catholic,Catholic,Omit,Male,White men,,,,Rural,Small Cities/Rural,English,Texas,Other,,Telephone survey,Before that,Before that,Before that,,,,,,Not tough enough,,Version 2,,,,1.05329430103302,White Catholics,,,,,,
28011.0,The Democratic candidate,The Democratic candidate,The Republican candidate,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Complete,,,,,,,25.0,,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,Unfavorable,,,,,,,Major changes,,No,,,,,,,Immigration,,No,,,Approve,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,,,National questionnaire,White,Somewhat important,Important,White,White,No group is favored,South,Catholic,Catholic,Catholic,Justified,Female,White women,,,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,,Telephone survey,In the last month,In the last month,Before that,,,,,,Too tough,,Version 2,,,,2.1000599861145,White Catholics,,,,,,
28012.0,The Republican candidate,The Republican candidate,The Republican candidate,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,,,21.0,,,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,Unfavorable,,,,,,,Major changes,,No,,,,,,,Immigration,,No,,,Disapprove,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,,,National questionnaire,White,Somewhat important,Important,White,White,No group is favored,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Politically motivated,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,,Telephone survey,In the last month,In the last month,Before that,,,,,,About right,,Version 2,,,,1.35684955120087,White Protestants,,,,,,
28013.0,The Democratic candidate,The Democratic candidate,The Republican candidate,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,,,4.0,,,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,Favorable,,,,,,,Major changes,,Yes,,,,,,,Health care,,No,,,Approve,,,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,,,National questionnaire,White,Somewhat important,Important,White,White,No group is favored,South,Catholic,Catholic,Catholic,Justified,Male,White men,,,,Rural,Small Cities/Rural,English,Texas,Other,,Telephone survey,Omit,Omit,Omit,,,,,,Too tough,,Version 2,,,,1.08075606822968,White Catholics,,,,,,
28014.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,,,,,,23.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,Favorable,,,,,,,Major changes,,Omit,,,,,,,Health care,,Yes,,,Approve,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,Independent Men,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Other,Hispanic/Latino,,,National questionnaire,Hispanic/Latino,Somewhat important,Important,Non-white,Hispanic/Latino,Whites are favored over minorities,South,None,None,,Justified,Male,Latino men,,,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,,Telephone survey,Before that,Before that,Before that,,,,,,Omit,,Version 2,,,,1.71009409427643,Non-white,,,,,,
28015.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Complete,,,,,,,23.0,,,,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,Favorable,,,,,,,Major changes,,Yes,,,,,,,Gun policy,,No,,,Approve,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,,,National questionnaire,White,Somewhat important,Important,White,White,Whites are favored over minorities,South,Something else,Other,Something else,Justified,Female,White women,,,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,,Telephone survey,Before that,Before that,Before that,,,,,,Too tough,,Version 2,,,,1.17997348308563,White something else,,,,,,
28016.0,The Republican candidate,The Republican candidate,The Republican candidate,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Complete,,,,,,,25.0,,,,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,Unfavorable,,,,,,,Major changes,,No,,,,,,,Immigration,,No,,,Disapprove,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,Not at all important,Not important,White,White,Minorities are favored over whites,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Politically motivated,Male,White men,,,,Suburbs,Suburbs,English,Texas,White suburban men,,Telephone survey,Before that,Before that,Before that,,,,,,About right,,Version 2,,,,3.57615542411804,White Protestants,,,,,,
28017.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,,8.0,,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,Omit,,,,,,,Major changes,,Yes,,,,,,,Health care,,No,,,Approve,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,White,White,,,National questionnaire,White,Very important,Important,White,White,Whites are favored over minorities,South,Something else,Other,Something else,Justified,Male,White men,,,,Suburbs,Suburbs,English,Texas,White suburban men,,Telephone survey,Before that,Before that,Before that,,,,,,Too tough,,Version 2,,,,0.999384701251984,White something else,,,,,,
28018.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Black 65+,,,,Complete,,,,,,,35.0,,,,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,Favorable,,,,,,,Major changes,,Yes,,,,,,,The economy,,Yes,,,Disapprove,,,45+,65+,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Black,,,National questionnaire,Hispanic/Latino,Very important,Important,Non-white,Hispanic/Latino,Whites are favored over minorities,South,Something else,Other,,Justified,Male,Latino men,,,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,,Telephone survey,In the last month,In the last month,Before that,,,,,,About right,,Version 2,,,,0.757262170314789,Non-white,,,,,,
28019.0,The Republican candidate,The Republican candidate,The Republican candidate,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,,,30.0,,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,Unfavorable,,,,,,,No changes at all,,No,,,,,,,Immigration,,No,,,Disapprove,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,,,National questionnaire,White,Somewhat important,Important,White,White,Minorities are favored over whites,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Politically motivated,Female,White women,,,,Suburbs,Suburbs,English,Texas,White suburban women,,Telephone survey,Before that,Before that,Before that,,,,,,Not tough enough,,Version 2,,,,0.713965117931366,White Protestants,,,,,,
28020.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,,,4.0,,,,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,Unfavorable,,,,,,,Major changes,,No,,,,,,,Health care,,No,,,Approve,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,,,National questionnaire,White,Somewhat important,Important,White,White,No group is favored,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Justified,Female,White women,,,,Rural,Small Cities/Rural,English,Texas,Other,,Telephone survey,Before that,Before that,Before that,,,,,,Too tough,,Version 2,,,,3.05278158187866,White Protestants,,,,,,
28021.0,The Republican candidate,The Republican candidate,The Republican candidate,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,,,30.0,,,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,Unfavorable,,,,,,,Minor changes,,No,,,,,,,Immigration,,No,,,Disapprove,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,Somewhat important,Important,White,White,No group is favored,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Politically motivated,Female,White women,,,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,,Telephone survey,Before that,Before that,Before that,,,,,,About right,,Version 2,,,,2.71369910240173,White Protestants,,,,,,
28022.0,The Republican candidate,The Republican candidate,The Republican candidate,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,,,15.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,Unfavorable,,,,,,,Major changes,,No,,,,,,,Immigration,,No,,,Disapprove,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,Somewhat important,Important,White,White,No group is favored,South,Catholic,Catholic,Catholic,Politically motivated,Male,White men,,,,Suburbs,Suburbs,English,Texas,White suburban men,,Telephone survey,Before that,Before that,Before that,,,,,,About right,,Version 2,,,,1.38880634307861,White Catholics,,,,,,
28023.0,The Republican candidate,The Republican candidate,The Republican candidate,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,,,4.0,,,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,Unfavorable,,,,,,,Minor changes,,No,,,,,,,Immigration,,No,,,Disapprove,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Liberal,,Conservative Republicans,Mod./Liberal Republicans,White,White,,,National questionnaire,White,Somewhat important,Important,White,White,Omit,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Politically motivated,Female,White women,,,,Rural,Small Cities/Rural,English,Texas,Other,,Telephone survey,In the last month,In the last month,Before that,,,,,,About right,,Version 2,,,,1.35684955120087,White Protestants,,,,,,
28024.0,The Democratic candidate,The Democratic candidate,Other,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,,,,,,,23.0,,,,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,Unfavorable,,,,,,,Major changes,,No,,,,,,,Immigration,,Yes,,,Approve,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,All others,Liberal,,Conservative Republicans,Mod./Liberal Republicans,Other,Hispanic/Latino,,,National questionnaire,Hispanic/Latino,Somewhat important,Important,Non-white,Hispanic/Latino,No group is favored,South,Protestant/Other Non-Catholic Christian,Protestant,,Justified,Male,Latino men,,,,Suburbs,Suburbs,English,Texas,Other,,Telephone survey,Before that,Before that,Before that,,,,,,Too tough,,Version 2,,,,11.4169464111328,Non-white,,,,,,
28025.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,,Complete,,,,,,,29.0,,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,Favorable,,,,,,,Minor changes,,No,,,,,,,Health care,,,,,Disapprove,,,45+,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,Independent Women,All others,Liberal,,Moderate/Liberal Republicans,Liberal Independents,Black,Black,,,National questionnaire,Black,Omit,Omit,Non-white,Black,Whites are favored over minorities,South,Protestant/Other Non-Catholic Christian,Protestant,,Justified,Female,Black women,,,,"Cities over 500,000","Cities over 50,000",,Texas,Other,,Telephone survey,Before that,Before that,Before that,,,,,,Too tough,,Version 2,,,,0.570686161518097,Non-white,,,,,,
28026.0,The Republican candidate,The Republican candidate,The Republican candidate,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,,19.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,Unfavorable,,,,,,,Major changes,,No,,,,,,,Omit,,No,,,Disapprove,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,Not at all important,Not important,White,White,Minorities are favored over whites,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Politically motivated,Male,White men,,,,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,,Telephone survey,Before that,Before that,Before that,,,,,,About right,,Version 2,,,,1.22031331062317,White Protestants,,,,,,
28027.0,The Democratic candidate,The Democratic candidate,Other,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,,7.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,Omit,,,,,,,Major changes,,Omit,,,,,,,The economy,,No,,,Approve,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,,,National questionnaire,White,Somewhat important,Important,White,White,Omit,South,Something else,Other,Something else,Justified,Male,White men,,,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,,Telephone survey,Before that,Before that,Before that,,,,,,Too tough,,Version 2,,,,2.44062662124634,White something else,,,,,,
28028.0,The Republican candidate,The Republican candidate,The Republican candidate,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,,,19.0,,,,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,Unfavorable,,,,,,,Major changes,,No,,,,,,,Immigration,,No,,,Disapprove,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,,,National questionnaire,White,Very important,Important,White,White,Minorities are favored over whites,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Politically motivated,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,,Telephone survey,Before that,Before that,Before that,,,,,,About right,,Version 2,,,,0.802319884300232,White Protestants,,,,,,
28029.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,White 45-64,,,,Complete,,,,,,,7.0,,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,Omit,,,,,,,Major changes,,Yes,,,,,,,Health care,,Yes,,,Approve,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,Independent Men,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Other,White,,,National questionnaire,Hispanic/Latino,Somewhat important,Important,Non-white,Hispanic/Latino,No group is favored,South,Jewish,Jewish,,Justified,Male,Latino men,,,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,,Telephone survey,Before that,Before that,Before that,,,,,,Too tough,,Version 2,,,,1.92982864379883,Non-white,,,,,,
28030.0,Did not vote,The Democratic candidate,The Republican candidate,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,,,6.0,,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,Omit,,,,,,,Minor changes,,Yes,,,,,,,The economy,,No,,,Approve,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,,,National questionnaire,White,Somewhat important,Important,White,White,Whites are favored over minorities,South,None,None,None,Justified,Male,White men,,,,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,,Telephone survey,In the last month,In the last month,Before that,,,,,,Too tough,,Version 2,,,,0.568686485290527,White none,,,,,,
28031.0,The Democratic candidate,The Republican candidate,The Democratic candidate,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,,,10.0,,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,Omit,,,,,,,Omit,,Omit,,,,,,,The economy,,No,,,Omit,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,Not too important,Not important,White,White,No group is favored,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Omit,Male,White men,,,,Suburbs,Suburbs,English,Texas,White suburban men,,Telephone survey,In the last week,In the last month,In the last week,,,,,,About right,,Version 2,,,,0.434963256120682,White Protestants,,,,,,
28032.0,Other,The Democratic candidate,The Republican candidate,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,,11.0,,,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,Unfavorable,,,,,,,Major changes,,No,,,,,,,The economy,,No,,,Approve,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,,,National questionnaire,White,Not at all important,Not important,White,White,Whites are favored over minorities,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Justified,Male,White men,,,,Rural,Small Cities/Rural,English,Texas,Other,,Telephone survey,Before that,Before that,Before that,,,,,,Too tough,,Version 2,,,,1.89927291870117,White Protestants,,,,,,
28033.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,,,5.0,,,,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,Favorable,,,,,,,Omit,,Omit,,,,,,,Health care,,No,,,Omit,,,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,,,National questionnaire,White,Very important,Important,White,White,Omit,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Politically motivated,Male,White men,,,,Suburbs,Suburbs,English,Texas,White suburban men,,Telephone survey,Before that,Before that,Before that,,,,,,Not tough enough,,Version 2,,,,2.4315972328186,White Protestants,,,,,,
28034.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,,,31.0,,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,Omit,,,,,,,Major changes,,Omit,,,,,,,Health care,,No,,,Approve,,,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,,,National questionnaire,White,Very important,Important,White,White,Whites are favored over minorities,South,None,None,None,Justified,Female,White women,,,,Suburbs,Suburbs,English,Texas,White suburban women,,Telephone survey,Before that,Before that,Before that,,,,,,Too tough,,Version 2,,,,0.356982558965683,White none,,,,,,
28035.0,The Republican candidate,The Republican candidate,The Republican candidate,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,,,5.0,,,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,Unfavorable,,,,,,,Major changes,,No,,,,,,,Immigration,,No,,,Disapprove,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,Somewhat important,Important,White,White,Minorities are favored over whites,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Politically motivated,Female,White women,,,,Rural,Small Cities/Rural,English,Texas,Other,,Telephone survey,Before that,Before that,Before that,,,,,,Not tough enough,,Version 2,,,,1.03779435157776,White Protestants,,,,,,
28036.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,,,,Complete,,,,,,,27.0,,,,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,Favorable,,,,,,,Major changes,,Yes,,,,,,,Gun policy,,Yes,,,Approve,,,45+,65+,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Other,Hispanic/Latino,,,National questionnaire,Hispanic/Latino,Very important,Important,Non-white,Hispanic/Latino,Whites are favored over minorities,South,Catholic,Catholic,,Politically motivated,Female,Latino women,,,,Suburbs,Suburbs,English,Texas,Other,,Telephone survey,Before that,Before that,Before that,,,,,,Too tough,,Version 2,,,,0.281084001064301,Non-white,,,,,,
28037.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,,Complete,,,,,,,7.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,Favorable,,,,,,,Major changes,,Yes,,,,,,,Health care,,No,,,Approve,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,,,National questionnaire,Black,Very important,Important,Non-white,Black,Whites are favored over minorities,South,None,None,,Justified,Male,Black men,,,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,,Telephone survey,Before that,Before that,Before that,,,,,,Too tough,,Version 2,,,,1.11009967327118,Non-white,,,,,,
28038.0,The Republican candidate,The Republican candidate,The Republican candidate,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,,,,,,27.0,,,,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,Unfavorable,,,,,,,Minor changes,,No,,,,,,,Immigration,,Yes,,,Disapprove,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,All others,Conservative,,Independent/Something else,Conservative Republicans,Other,Hispanic/Latino,,,National questionnaire,Hispanic/Latino,Not at all important,Not important,Non-white,Hispanic/Latino,No group is favored,South,Catholic,Catholic,,Politically motivated,Male,Latino men,,,,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,,Telephone survey,Before that,Before that,Before that,,,,,,Not tough enough,,Version 2,,,,3.25297355651855,Non-white,,,,,,
