ID,SENNH14,GOVNH14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BROWNCARPET,CALL,CDNUM,CONTACTBROWN,CONTACTNH14,CONTACTSHAHEEN,DEMPRIM2016,DEMPRIM2016DEMSONLY,ECONBETT,ECONDIR,ECONFAIR,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FOLLOW14,FOLLOW14B,FOROBAMAS,GEOCODE,GOPPRIM2016,GOPPRIM2016REPSONLY,GOVTDO10,HEALTHCARE14,IMMDEPORT,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,LATINO,MARIJUANALAW,MARRIED,MATONH,NEC,NEC2,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,PTYIMPT14,PTYIMPT14B,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RCONGANG,RCONGANG2,REGION,REL5,RELIGN10,RELWHITE,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SHAHEENTOOCLOSE,SIZEPLAC,SIZEPLC3,STANUM,TEAPARTY,TEAPARTY3,TELEPOLL,TERRWORR,TERWORR2,TIME14FEWD,TIME14MTH,TIME14WK,TIMESEN14,TRACK,UNFAIRBROWN14,UNFAIRNH14,UNFAIRSHAHEEN,VERSION,WHNCLINC,ZIPCODE,WEIGHT
80209.0,Jeanne Shaheen,Maggie Hassan,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 2,1.0,No,Neither of them,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Not too closely,Somewhat or not too closely,Barack Obama was not a factor,4.0,,,,Did not go far enough,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Health care,No,,Yes,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Liberal,105.0,Moderate/Liberal Republicans,Liberal Independents,,,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,,,,,Male,White men,Married men,,Suburbs,Suburbs,New Hampshire,,,Election day exit poll,,,,,,,,Scott Brown did,Both of them,Jeanne Shaheen did,Version 2,No,3873.0,0.844917893409729
80207.0,Jeanne Shaheen,Maggie Hassan,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 2,1.0,No,Neither of them,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Not too closely,Somewhat or not too closely,Barack Obama was not a factor,4.0,,,,Did not go far enough,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Health care,No,,Yes,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Liberal,105.0,Moderate/Liberal Republicans,Liberal Independents,,,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,,,,,Male,White men,Married men,,Suburbs,Suburbs,New Hampshire,,,Election day exit poll,,,,,,,,Scott Brown did,Both of them,Jeanne Shaheen did,Version 2,No,3873.0,0.844917893409729
59955.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,1.0,,,,Someone else,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,,,5.0,Someone else,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,No,Legal,Yes,,,,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,110.0,Moderate/Liberal Republicans,Moderate Independents,Not too important,Not important,White,White,State questionnaire,White,White,,,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Yes,Male,White men,Married men,About the right amount,Rural,Small Cities/Rural,New Hampshire,Strongly oppose,Oppose,Election day exit poll,,,,,,,,,,,Version 3,No,3276.0,1.39882302284241
63999.0,Jeanne Shaheen,Maggie Hassan,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,1.0,No,Neither of them,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Very closely,Extremely or very closely,Barack Obama was not a factor,1.0,,,,Did not go far enough,Offered a chance to apply for legal status,,,,,,,,,Foreign policy,No,,,,,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,29.0,Moderate/Liberal Republicans,Liberal Independents,,,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",East,,,,,Female,White women,,,Suburbs,Suburbs,New Hampshire,,,Election day exit poll,,,,,,,,Scott Brown did,Both of them,Jeanne Shaheen did,Version 2,No,3820.0,0.770980298519135
77760.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,1.0,No,Neither of them,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Somewhat closely,Somewhat or not too closely,Barack Obama was not a factor,4.0,,,,Was about right,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Foreign policy,No,,No,,,,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,26.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,,,,,Female,White women,Non married women,,Suburbs,Suburbs,New Hampshire,,,Election day exit poll,,,,,,,,Scott Brown did,Only Scott Brown,Jeanne Shaheen did not,Version 2,No,3038.0,1.13973009586334
88286.0,Jeanne Shaheen,Maggie Hassan,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 3,2.0,No,Neither of them,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Extremely closely,Extremely or very closely,To express support for Barack Obama,3.0,,,,Did not go far enough,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,Health care,No,,No,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,23.0,Moderate/Liberal Republicans,Liberal Independents,,,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",East,,,,,Female,White women,Non married women,,Rural,Small Cities/Rural,New Hampshire,,,Election day exit poll,,,,,,,,Scott Brown did,Only Scott Brown,Jeanne Shaheen did not,Version 2,Yes,3745.0,0.983284592628479
76138.0,Jeanne Shaheen,Maggie Hassan,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 2,2.0,,,,Hillary Clinton,Hillary Clinton,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,,,3.0,Someone else,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,Illegal,Yes,,,,,,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,109.0,Liberal Democrats,Liberal Democrats,Very important,Important,White,White,State questionnaire,White,White,,,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Yes,Female,White women,Married women,About the right amount,Rural,Small Cities/Rural,New Hampshire,Strongly oppose,Oppose,Election day exit poll,,,,,,,,,,,Version 3,No,3446.0,0.754400014877319
88284.0,Jeanne Shaheen,Maggie Hassan,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 3,1.0,Yes,Only Scott Brown,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Extremely closely,Extremely or very closely,Barack Obama was not a factor,2.0,,,,Did not go far enough,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Health care,No,,Yes,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Liberal,65.0,Moderate/Liberal Republicans,Liberal Independents,,,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",East,,,,,Male,White men,Married men,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,,Election day exit poll,,,,,,,,Scott Brown did,Both of them,Jeanne Shaheen did,Version 2,No,3103.0,0.970172226428986
76135.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,1.0,,,,,,Staying about the same,Poor and staying the same,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,,,,,,2.0,,,Government should do more to solve problems,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Approve,,No,,,I was born in New Hampshire,Not so good,Not so good or poor,Worried,Very worried,Disapprove,Somewhat disapprove,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,70.0,Moderate/Liberal Republicans,Conservative Independents,,,White,White,State questionnaire,White,White,,,East,,,,,Male,White men,,,Suburbs,Suburbs,New Hampshire,,,Election day exit poll,Not too worried,Not too or not at all worried,In the last three days,In the last month,In the last week,In the last three days,Seriously off on the wrong track,,,,Version 1,No,3054.0,1.61455464363098
55889.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,50-59,45+,45-59,50-64,,,,Not complete,,Call 1,1.0,Yes,Only Scott Brown,No,,,,,,,,,,,,,,Barack Obama was not a factor,2.0,,,,,,,,,,,,,,,No,,,,,,,,,,,,45+,18-64,,,,,,,,65.0,,,,,,,State questionnaire,,,,,East,,,,,Male,,,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,,Election day exit poll,,,,,,,,Scott Brown did,Both of them,Jeanne Shaheen did,Version 2,,3103.0,0.786401510238647
77749.0,Jeanne Shaheen,Maggie Hassan,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Call 2,1.0,,,,Hillary Clinton,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,,,5.0,Chris Christie,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,Legal,Yes,,,,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,89.0,Moderate/Liberal Republicans,Moderate Independents,Very important,Important,White,White,State questionnaire,White,White,,,East,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,Yes,Female,White women,Married women,About the right amount,Rural,Small Cities/Rural,New Hampshire,Neutral,Neutral,Election day exit poll,,,,,,,,,,,Version 3,No,3814.0,1.11755156517029
63978.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,1.0,,,,Hillary Clinton,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,,,,5.0,Someone else,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,Legal,Yes,,,,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,31.0,Moderate/Liberal Republicans,Moderate Independents,Not too important,Not important,White,White,State questionnaire,White,White,,,East,Catholic,Catholic,Catholic,Yes,Male,White men,Married men,Too often,Rural,Small Cities/Rural,New Hampshire,Strongly oppose,Oppose,Election day exit poll,,,,,,,,,,,Version 3,No,3882.0,1.49698603153229
88267.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,2.0,,,,,,Staying about the same,Poor and staying the same,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,,,,,,3.0,,,Government should do more to solve problems,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Approve,,No,,,I moved to New Hampshire from another state,Not so good,Not so good or poor,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,48.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,State questionnaire,White,White,,,East,,,,,Female,White women,,,Rural,Small Cities/Rural,New Hampshire,,,Election day exit poll,Very worried,Very or somewhat worried,Before that,In the last month,Before that,In the last month,Omit,,,,Version 1,No,3431.0,0.845791697502136
88266.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,2.0,,,,,,Staying about the same,Poor and staying the same,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,,,,,,3.0,,,Government should do more to solve problems,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Approve,,No,,,I moved to New Hampshire from another state,Not so good,Not so good or poor,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,48.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,State questionnaire,White,White,,,East,,,,,Female,White women,,,Rural,Small Cities/Rural,New Hampshire,,,Election day exit poll,Very worried,Very or somewhat worried,Before that,In the last month,Before that,In the last month,Omit,,,,Version 1,No,3431.0,0.845791697502136
59912.0,Jeanne Shaheen,Maggie Hassan,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 1,2.0,No,Neither of them,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Somewhat closely,Somewhat or not too closely,Barack Obama was not a factor,5.0,,,,Was about right,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,The economy,No,,No,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,10.0,Liberal Democrats,Liberal Democrats,,,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",East,,,,,Female,White women,Non married women,,Rural,Small Cities/Rural,New Hampshire,,,Election day exit poll,,,,,,,,Scott Brown did,Only Scott Brown,Jeanne Shaheen did not,Version 2,No,3574.0,1.29019451141357
88253.0,Jeanne Shaheen,Maggie Hassan,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 3,1.0,,,,,,Getting worse,Worse,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,,,,,,2.0,,,Government should do more to solve problems,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Disapprove,,No,,,I moved to New Hampshire from another state,Poor,Not so good or poor,Worried,Somewhat worried,Disapprove,Strongly disapprove,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Conservative,70.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,White,White,State questionnaire,White,White,,,East,,,,,Female,White women,,,Suburbs,Suburbs,New Hampshire,,,Election day exit poll,Very worried,Very or somewhat worried,Before that,Before that,Before that,Before that,Generally going in the right direction,,,,Version 1,No,3054.0,1.45078802108765
62017.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,1.0,Yes,Both of them,Yes,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Very closely,Extremely or very closely,Barack Obama was not a factor,1.0,,,,Was about right,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,The economy,No,,Yes,,,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,88.0,Liberal Democrats,Liberal Democrats,,,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",East,,,,,Female,White women,Married women,,Suburbs,Suburbs,New Hampshire,,,Election day exit poll,,,,,,,,Scott Brown did,Both of them,Jeanne Shaheen did,Version 2,No,3862.0,1.26332545280457
89500.0,Jeanne Shaheen,Maggie Hassan,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 3,1.0,,,,,,Getting better,Getting better,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,1.0,,,Government should do more to solve problems,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,,,,Good,Excellent or good,Not worried,Not too worried,Approve,Somewhat approve,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,29.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,White,White,State questionnaire,White,White,,,East,,,,,Male,White men,,,Suburbs,Suburbs,New Hampshire,,,Election day exit poll,Somewhat worried,Very or somewhat worried,Before that,Before that,Before that,Before that,Generally going in the right direction,,,,Version 1,No,3820.0,0.949459969997406
86862.0,Jeanne Shaheen,Maggie Hassan,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 3,1.0,No,Neither of them,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,Not too closely,Somewhat or not too closely,To express support for Barack Obama,5.0,,,,Did not go far enough,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,,Yes,,,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Conservative,110.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,,,,,Male,White men,Married men,,Rural,Small Cities/Rural,New Hampshire,,,Election day exit poll,,,,,,,,Scott Brown did not,Neither of them,Jeanne Shaheen did not,Version 2,No,3276.0,1.2640905380249
88244.0,Jeanne Shaheen,Maggie Hassan,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Call 3,1.0,,,,Hillary Clinton,Hillary Clinton,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,,,5.0,Someone else,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,Legal,No,,,,,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,89.0,Liberal Democrats,Liberal Democrats,Very important,Important,White,White,State questionnaire,White,White,,,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Yes,Female,White women,Non married women,About the right amount,Rural,Small Cities/Rural,New Hampshire,Strongly oppose,Oppose,Election day exit poll,,,,,,,,,,,Version 3,No,3814.0,1.11755156517029
79237.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,1.0,,,,,,Getting better,Getting better,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,,,,,,4.0,,,Government should do more to solve problems,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,,,I was born in New Hampshire,Good,Excellent or good,Worried,Somewhat worried,Approve,Strongly approve,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,26.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,State questionnaire,White,White,,,East,,,,,Female,White women,,,Suburbs,Suburbs,New Hampshire,,,Election day exit poll,Not too worried,Not too or not at all worried,Before that,Before that,Before that,Before that,Generally going in the right direction,,,,Version 1,No,3038.0,1.13973009586334
59898.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,1.0,No,Neither of them,No,,,,,,No high school diploma,No college degree,High school graduate or less,White no college degree,,,Extremely closely,Extremely or very closely,Barack Obama was not a factor,5.0,,,,Went too far,Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,The economy,No,,,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,50.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,,,,,Female,White women,,,Rural,Small Cities/Rural,New Hampshire,,,Election day exit poll,,,,,,,,Omit,Omit,Omit,Version 2,Yes,3246.0,1.50339698791504
77710.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,1.0,,,,,,Staying about the same,Poor and staying the same,Favors the wealthy,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,,4.0,,,Government should do more to solve problems,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Approve,,No,,,I was born in New Hampshire,Not so good,Not so good or poor,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,86.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,White,White,State questionnaire,White,White,,,East,,,,,Male,White men,,,Suburbs,Suburbs,New Hampshire,,,Election day exit poll,Somewhat worried,Very or somewhat worried,Before that,Before that,Before that,Before that,Seriously off on the wrong track,,,,Version 1,Yes,3858.0,0.823253333568573
94476.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,1.0,,,,,,Getting worse,Worse,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,4.0,,,Government is doing too many things better left to businesses and individuals,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,,,I moved to New Hampshire from Massachusetts,Poor,Not so good or poor,Worried,Very worried,Disapprove,Somewhat disapprove,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,86.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,State questionnaire,White,White,,,East,,,,,Female,White women,,,Suburbs,Suburbs,New Hampshire,,,Election day exit poll,Not too worried,Not too or not at all worried,Omit,Omit,Omit,Omit,Seriously off on the wrong track,,,,Version 1,No,3858.0,0.739749550819397
76085.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 2,1.0,,,,Hillary Clinton,Hillary Clinton,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,,,2.0,Someone else,,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,Legal,Yes,,,,,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,62.0,Liberal Democrats,Liberal Democrats,Very important,Important,White,White,State questionnaire,White,White,,,East,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,No,Male,White men,Married men,About the right amount,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Strongly oppose,Oppose,Election day exit poll,,,,,,,,,,,Version 3,Yes,3102.0,0.651781320571899
96323.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,1.0,No,Neither of them,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Somewhat closely,Somewhat or not too closely,Barack Obama was not a factor,1.0,,,,Was about right,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,,No,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,40.0,Moderate/Liberal Republicans,Liberal Independents,,,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,,,,,Female,White women,Non married women,,Suburbs,Suburbs,New Hampshire,,,Election day exit poll,,,,,,,,Scott Brown did,Both of them,Jeanne Shaheen did,Version 2,No,3842.0,0.923275768756866
88215.0,Jeanne Shaheen,Maggie Hassan,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 3,1.0,Yes,Both of them,Yes,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,Very closely,Extremely or very closely,To express opposition to Barack Obama,5.0,,,,Did not go far enough,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,Illegal immigration,No,,No,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,50.0,Moderate/Liberal Republicans,Conservative Independents,,,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",East,,,,,Female,White women,Non married women,,Rural,Small Cities/Rural,New Hampshire,,,Election day exit poll,,,,,,,,Scott Brown did not,Neither of them,Jeanne Shaheen did not,Version 2,Yes,3246.0,1.35859203338623
