ID,SENGA14,GOVGA14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,BORNINGA14,BRNAGAIN,CALL,CDNUM,CONTACTGA14,CONTACTNUNN,CONTACTPERDUE,ECONBETT,ECONDIR,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FOROBAMAS,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,JOBSIT,LATINO,MARIJUANALAW,MARRIED,MINWAGE14,MOVETOGA14,MOVETOGA10YR,NEC,NEC2,NECWORR2,NECWORRY,NUNNLIB,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PERDUECONSRV,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,PTYIMPT14,PTYIMPT14B,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RCONGANG,RCONGANG2,REGION,RUNOFFGA14,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TEABRN,TEAPARTY,TEAPARTY3,TELEPOLL,TERRWORR,TERWORR2,TIME14FEWD,TIME14MTH,TIME14WK,TIMESEN14,TRACK,VERSION,WHNCLINC,WHTEVANG,ZIPCODE,WEIGHT
87292.0,Michelle Nunn,Jason Carter,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,All others,All others,,,Complete,,,Call 3,11.0,,,,Getting better,Getting better,College graduate,College graduate,More than High school graduate,Non white college degree,,,,2.0,,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,The economy,,No,,No,,,,Not so good,Not so good or poor,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Something else,Independent Men,All others,,Liberal,27.0,Moderate/Liberal Republicans,Liberal Independents,,,Other,Other,National questionnaire,Other,Other,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,,,Male,All other races,Non married men,Suburbs,Suburbs, Georgia,,,,Election day exit poll,,,,,,,,Version 2,No,,30101.0,0.717181086540222
87290.0,Michelle Nunn,Jason Carter,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,All others,All others,,,Complete,,,Call 3,11.0,,,,Getting better,Getting better,College graduate,College graduate,More than High school graduate,Non white college degree,,,,2.0,,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,The economy,,No,,No,,,,Not so good,Not so good or poor,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Something else,Independent Men,All others,,Liberal,27.0,Moderate/Liberal Republicans,Liberal Independents,,,Other,Other,National questionnaire,Other,Other,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,,,Male,All other races,Non married men,Suburbs,Suburbs, Georgia,,,,Election day exit poll,,,,,,,,Version 2,No,,30101.0,0.717181086540222
68315.0,Michelle Nunn,Jason Carter,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,,,Complete,,,Call 2,2.0,Neither of them,No,No,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,To express support for Barack Obama,4.0,,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,The economy,,,,No,,,,,,,,,,,Omit,Omit,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,Moderate,133.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Black,Black,State questionnaire,Black,Black,Omit,Omit,South,Omit,,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000", Georgia,,,,Election day exit poll,,,Before that,In the last month,Before that,In the last month,,Version 2,No,,31906.0,0.641143381595612
53612.0,Michelle Nunn,Jason Carter,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,A few times a year,Occasionally,Complete,,Yes,Call 1,4.0,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,3.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,Better today,No,Legal,,,,,,,,,About right,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Too liberal,Moderate,60.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Not too important,Not important,Black,Black,State questionnaire,Black,Black,,,South,Michelle Nunn,No,Female,Black women,,Suburbs,Suburbs, Georgia,Both Tea Party supporter and born-again,Strongly support,Support,Election day exit poll,,,,,,,,Version 3,No,All others,30083.0,1.28768575191498
68313.0,Michelle Nunn,Jason Carter,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,More than once a week,Weekly,Complete,,Yes,Call 2,8.0,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Favorable,,4.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",,,Worse today,No,Illegal,,,,,,,,,Not liberal enough,,,,,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Men,All others,Not liberal enough,Liberal,117.0,Moderate/Liberal Republicans,Liberal Independents,Somewhat important,Important,Black,Black,State questionnaire,Black,Black,,,South,Michelle Nunn,No,Male,Black men,,Suburbs,Suburbs, Georgia,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,,,,,,,,Version 3,No,All others,31047.0,0.801656007766724
68310.0,Michelle Nunn,Jason Carter,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,,,Complete,,,Call 2,2.0,Both of them,Yes,Yes,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,To express support for Barack Obama,5.0,,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,The economy,,No,,Yes,,,,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,,5.0,,,,,Black,Black,State questionnaire,Black,Black,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,Michelle Nunn,,Female,Black women,Married women,Rural,Small Cities/Rural, Georgia,,,,Election day exit poll,,,Before that,Before that,Before that,Before that,,Version 2,No,,31014.0,0.532909333705902
68307.0,Michelle Nunn,Jason Carter,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,A few times a month,Occasionally,Complete,,No,Call 2,6.0,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Omit,,3.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,Better today,No,Omit,,,,,,,,,About right,,,,,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Women,All others,Too liberal,Liberal,52.0,Moderate/Liberal Republicans,Liberal Independents,Very important,Important,Black,Black,State questionnaire,Black,Black,,,South,Michelle Nunn,Yes,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000", Georgia,,Omit,Omit,Election day exit poll,,,,,,,,Version 3,No,All others,30340.0,0.806132197380066
87280.0,Michelle Nunn,Jason Carter,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,Moved to Georgia,,Call 3,11.0,,,,Getting better,Getting better,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,2.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,,No,,,Oppose,10+ years but not born here,More than 10 years,Good,Excellent or good,Worried,Somewhat worried,,Approve,Somewhat approve,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,,Moderate,40.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,State questionnaire,White,White,,,South,Michelle Nunn,,Male,White men,,Suburbs,Suburbs, Georgia,,,,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Seriously off on the wrong track,Version 1,No,,30144.0,0.702945530414581
53595.0,Michelle Nunn,Jason Carter,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,More than once a week,Weekly,Complete,,Yes,Call 1,3.0,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,4.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,About the same,No,Legal,,,,,,,,,About right,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Too liberal,Moderate,159.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Very important,Important,Black,Black,State questionnaire,Black,Black,,,South,Michelle Nunn,Yes,Female,Black women,,Rural,Small Cities/Rural, Georgia,Born-again but not Tea Party supporter,Strongly oppose,Oppose,Election day exit poll,,,,,,,,Version 3,No,All others,30286.0,0.750581026077271
68294.0,Michelle Nunn,Jason Carter,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,Complete,,,Call 2,5.0,Neither of them,No,No,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,Barack Obama was not a factor,3.0,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,The economy,,No,,No,,,,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Men,All others,,Moderate,78.0,Moderate/Liberal Republicans,Moderate Independents,,,Black,Black,State questionnaire,Black,Black,Angry,"Dissatisfied, but not angry or angry",South,Michelle Nunn,,Male,Black men,Non married men,"Cities 50,000-500,000","Cities over 50,000", Georgia,,,,Election day exit poll,,,Before that,Before that,Before that,Before that,,Version 2,No,,30314.0,0.95079892873764
68293.0,Michelle Nunn,Jason Carter,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,Complete,,,Call 2,3.0,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,4.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,No,Legal,,,,,,,,,,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,,Moderate,157.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Black,Black,National questionnaire,Black,Black,,,South,,No,Male,Black men,,Rural,Small Cities/Rural, Georgia,,,,Election day exit poll,,,,,,,Seriously off on the wrong track,Version 4,No,,31833.0,0.964746236801147
68287.0,Michelle Nunn,Jason Carter,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,Complete,Moved to Georgia,,Call 2,4.0,,,,Staying about the same,Poor and staying the same,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,2.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Disapprove,,,No,,,Favor,10+ years but not born here,More than 10 years,Not so good,Not so good or poor,Worried,Very worried,,Approve,Strongly approve,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,Moderate,102.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Black,Black,State questionnaire,Black,Black,,,South,Michelle Nunn,,Female,Black women,,Suburbs,Suburbs, Georgia,,,,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Seriously off on the wrong track,Version 1,No,,30039.0,0.563018262386322
87259.0,Michelle Nunn,Jason Carter,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,More than once a week,Weekly,Complete,,Yes,Call 3,2.0,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,5.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,Worse today,,Illegal,,,,,,,,,About right,,,,,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Women,All others,About right,Conservative,5.0,Moderate/Liberal Republicans,Conservative Independents,Very important,Important,Black,Black,State questionnaire,Black,Black,,,South,Michelle Nunn,No,Female,Black women,,Rural,Small Cities/Rural, Georgia,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,,,,,,,,Version 3,No,All others,31014.0,0.532909333705902
87258.0,Michelle Nunn,Jason Carter,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,,,Complete,,,Call 3,7.0,Neither of them,No,No,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,To express support for Barack Obama,2.0,,Was about right,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,Health care,,No,,Yes,,,,,,,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,,Moderate,106.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Black,Black,State questionnaire,Black,Black,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,Michelle Nunn,,Male,Black men,Married men,Suburbs,Suburbs, Georgia,,,,Election day exit poll,,,Before that,In the last month,Before that,In the last month,,Version 2,No,,30024.0,0.642889201641083
53581.0,Michelle Nunn,Jason Carter,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,Complete,,No,Call 1,5.0,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,3.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,,No,,,,,,,,,,,,,,,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Men,All others,,Moderate,51.0,Moderate/Liberal Republicans,Moderate Independents,,,Black,Black,National questionnaire,Black,Black,,,South,,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000", Georgia,Neither,Neutral,Neutral,Election day exit poll,,,,,,,,Version 5,No,All others,30307.0,0.799962282180786
87254.0,Michelle Nunn,Jason Carter,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,,,Not complete,Moved to Georgia,,Call 3,4.0,,,,,,,,,,,,,2.0,Government should do more to solve problems,,,,,,,,,,,,No,,,,10+ years but not born here,More than 10 years,,,,,,,,,,45+,18-64,,,,,,,,,92.0,,,,,Black,Black,State questionnaire,Black,Black,,,South,,,Female,Black women,,Suburbs,Suburbs, Georgia,,,,Election day exit poll,Very worried,Very or somewhat worried,,,,,Generally going in the right direction,Version 1,,,30047.0,0.627363204956055
68279.0,Michelle Nunn,Jason Carter,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,,Call 2,11.0,Neither of them,No,No,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,Barack Obama was not a factor,1.0,,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,Illegal immigration,,No,,No,,,,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,,Moderate,2.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",South,Michelle Nunn,,Male,White men,Non married men,Suburbs,Suburbs, Georgia,,,,Election day exit poll,,,In the last three days,In the last month,In the last week,In the last three days,,Version 2,Yes,,30103.0,0.766261279582977
87249.0,Michelle Nunn,Jason Carter,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,,,Complete,,,Call 3,12.0,Neither of them,No,No,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,To express support for Barack Obama,5.0,,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,Health care,,No,,No,,,,,,,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,Liberal,120.0,Liberal Democrats,Liberal Democrats,,,Black,Black,State questionnaire,Black,Black,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,Michelle Nunn,,Female,Black women,Non married women,Rural,Small Cities/Rural, Georgia,,,,Election day exit poll,,,Before that,In the last month,In the last week,In the last week,,Version 2,No,,31021.0,0.349922806024551
53572.0,Michelle Nunn,Jason Carter,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,All others,All others,,,Complete,,,Call 1,11.0,,,,Staying about the same,Poor and staying the same,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,2.0,,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,The economy,,No,,Yes,,,,Not so good,Not so good or poor,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,Independent Men,All others,,Moderate,41.0,Moderate/Liberal Republicans,Moderate Independents,,,Other,Other,National questionnaire,Other,Other,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,,,Male,All other races,Married men,Suburbs,Suburbs, Georgia,,,,Election day exit poll,,,,,,,,Version 2,No,,30127.0,0.595712840557098
70408.0,Michelle Nunn,Jason Carter,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,More than once a week,Weekly,Complete,,Yes,Call 1,1.0,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,5.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,Worse today,No,Illegal,,,,,,,,,About right,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Not liberal enough,Moderate,125.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Somewhat important,Important,Black,Black,State questionnaire,Black,Black,,,South,Michelle Nunn,No,Female,Black women,,"Cities 10,000-50,000",Small Cities/Rural, Georgia,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,,,,,,,,Version 3,No,All others,31313.0,0.789115786552429
53567.0,Michelle Nunn,Jason Carter,65+,60+,65 or over,45+,60+,65+,,,,,,Complete,,,Call 1,2.0,Only Michelle Nunn,Yes,No,,,,,,,,,Omit,4.0,,Was about right,,,,,,,,,Omit,,,,,,,,,,,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,65+,Democrat,,,Democrat,,,,Conservative,133.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,State questionnaire,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",South,Michelle Nunn,,,,,"Cities 50,000-500,000","Cities over 50,000", Georgia,,,,Election day exit poll,,,Before that,In the last month,Before that,In the last month,,Version 2,,,31906.0,0.527406752109528
53561.0,Michelle Nunn,Jason Carter,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,,Call 1,4.0,Both of them,Yes,Yes,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,2.0,,Was about right,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Foreign policy,,No,,Yes,,,,,,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,,Moderate,92.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,Michelle Nunn,,Male,White men,Married men,Suburbs,Suburbs, Georgia,,,,Election day exit poll,,,Before that,Before that,Before that,Before that,,Version 2,No,,30047.0,0.646773934364319
70397.0,Michelle Nunn,Jason Carter,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,More than once a week,Weekly,Complete,,No,Call 1,13.0,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,2.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,About the same,Yes,Legal,,,,,,,,,About right,,,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Men,Non-White Democrats,About right,Conservative,42.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Somewhat important,Important,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Hispanic/Latino,,,South,Michelle Nunn,No,Male,Latino men,,Suburbs,Suburbs, Georgia,Neither,Neutral,Neutral,Election day exit poll,,,,,,,,Version 3,No,All others,30080.0,0.573090851306915
68261.0,Michelle Nunn,Jason Carter,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,Born in Georgia,,Call 2,4.0,,,,Getting worse,Worse,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,Government should do more to solve problems,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Disapprove,,,No,,,Favor,I was born in Georgia,More than 10 years,Poor,Not so good or poor,Worried,Very worried,,Approve,Somewhat approve,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,Liberal,92.0,Liberal Democrats,Liberal Democrats,,,White,White,State questionnaire,White,White,,,South,Michelle Nunn,,Female,White women,,Suburbs,Suburbs, Georgia,,,,Election day exit poll,Not at all worried,Not too or not at all worried,,,,,Seriously off on the wrong track,Version 1,No,,30047.0,0.597037672996521
87231.0,Michelle Nunn,Jason Carter,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,Complete,Moved to Georgia,,Call 3,3.0,,,,Getting better,Getting better,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,,No,,,Favor,10+ years but not born here,More than 10 years,Not so good,Not so good or poor,Not worried,Not too worried,,Approve,Somewhat approve,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,,Moderate,159.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,White,White,State questionnaire,White,White,,,South,Michelle Nunn,,Male,White men,,Rural,Small Cities/Rural, Georgia,,,,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Seriously off on the wrong track,Version 1,No,,30286.0,0.773804128170013
87229.0,Michelle Nunn,Jason Carter,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,Complete,,,Call 3,5.0,Neither of them,No,No,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,Barack Obama was not a factor,3.0,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,The economy,,No,,Yes,,,,,,,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,Moderate,78.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Black,Black,State questionnaire,Black,Black,Angry,"Dissatisfied, but not angry or angry",South,Michelle Nunn,,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000", Georgia,,,,Election day exit poll,,,Before that,In the last month,Before that,In the last month,,Version 2,No,,30314.0,0.877683401107788
68254.0,Michelle Nunn,Jason Carter,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Not complete,Born in Georgia,,Call 2,2.0,,,,,,,,,,,,,5.0,Government is doing too many things better left to businesses and individuals,,,,,,,,,,,,,,,,I was born in Georgia,More than 10 years,,,,,,,,,,45+,18-64,,,,,,,,,5.0,,,,,White,White,State questionnaire,White,White,,,South,,,Male,White men,,Rural,Small Cities/Rural, Georgia,,,,Election day exit poll,Very worried,Very or somewhat worried,,,,,Seriously off on the wrong track,Version 1,,,31014.0,0.665353655815125
68251.0,Michelle Nunn,Jason Carter,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,,Call 2,7.0,Neither of them,No,No,,,College graduate,College graduate,More than High school graduate,White college degree,,,To express opposition to Barack Obama,2.0,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,,No,,No,,,,,,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,,Moderate,106.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,Michelle Nunn,,Female,White women,Non married women,Suburbs,Suburbs, Georgia,,,,Election day exit poll,,,Before that,In the last month,Before that,In the last month,,Version 2,No,,30024.0,0.564765334129334
68250.0,Michelle Nunn,Jason Carter,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,,,Complete,,,Call 2,12.0,,,,Getting better,Getting better,College graduate,College graduate,More than High school graduate,Non white college degree,,,,4.0,,Was about right,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,The economy,,No,,No,,,,Good,Excellent or good,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Something else,Independent Men,All others,,Moderate,45.0,Moderate/Liberal Republicans,Moderate Independents,,,Black,Black,National questionnaire,Black,Black,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,,,Male,Black men,Non married men,Suburbs,Suburbs, Georgia,,,,Election day exit poll,,,,,,,,Version 2,No,,30809.0,0.779692828655243
