ID,GOVWI14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,CALL,CDNUM,ECON4YEARWI,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,ETHBURKE,ETHWALKER,ETHWI14,FAVBURKE,FAVDEM2,FAVPUBLICUNION,FAVREP2,FAVWALKER,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,JOBSIT,LATINO,MARRIED,MINWAGE14,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RCONGANG,RCONGANG2,REGION,RYANPRES,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TRACK,UNIONHH12,VERSION,VOTE2012RECALL,WALKERHEALTH,WALKERPRES,WEIGHT,WHNCLINC,WORK,WORKPARENT,WORKSEX,WRKWOMEN,WRKWOMEN4
79431.0,Mary Burke,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,A few times a year,Occasionally,,Complete,Call 2,5.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,Mary Burke does,Scott Walker does not,Only Mary Burke,,,,,,2.0,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,Worse today,No,No,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,40.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",Midwest,No,Yes,Female,White women,Non married women,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,,Yes,Version 2,,Disapprove,No,0.875354170799255,No,,,,,
79430.0,Mary Burke,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,,Complete,Call 2,8.0,,High school graduate,No college degree,High school graduate or less,White no college degree,Mary Burke does,Scott Walker does not,Only Mary Burke,,,,,,4.0,,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,The economy,Worse today,No,Yes,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,76.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",Midwest,No,Yes,Female,White women,Married women,Suburbs,Suburbs,Wisconsin,Election day exit poll,,No,Version 2,,Disapprove,No,0.851660072803497,Yes,,,,,
99674.0,Mary Burke,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,Call 3,1.0,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,,,,,2.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,No,,,,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Conservative,45.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,,,Midwest,,,Female,White women,,Suburbs,Suburbs,Wisconsin,Election day exit poll,,,Version 5,,,,0.910938143730164,Yes,,,,,
79422.0,Mary Burke,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,A few times a year,Occasionally,,Complete,Call 2,4.0,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Mary Burke does,Scott Walker does not,Only Mary Burke,,,,,,1.0,,Was about right,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,Health care,About the same,No,No,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,60.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Midwest,No,No,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",Wisconsin,Election day exit poll,,No,Version 2,,Disapprove,No,1.03176152706146,No,,,,,
99666.0,Mary Burke,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,,Complete,Call 3,2.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,,,3.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Approve,Foreign policy,,No,,,Not worried,Not too worried,Approve,Somewhat approve,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,16.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,Midwest,,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,,,Version 1,,,,0.983138203620911,No,,,,,
98625.0,Mary Burke,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Never,Never,,Complete,Call 3,5.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,Mary Burke does,Scott Walker does not,Only Mary Burke,,,,,,2.0,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Health care,About the same,No,Yes,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,104.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,No,Yes,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,,No,Version 2,,Disapprove,No,1.06683790683746,No,,,,,
79416.0,Mary Burke,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,,Complete,Call 2,4.0,Better today,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,Omit,Favorable,Favorable,Omit,Unfavorable,1.0,Omit,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,,,No,,Omit,Worried,Very worried,Approve,Somewhat approve,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,63.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Black,,,Midwest,,,Female,Black women,,"Cities over 500,000","Cities over 50,000",Wisconsin,Election day exit poll,Omit,,Version 1,Tom Barrett,,,0.541025519371033,No,Yes,,Working women,Working women,Working women
98129.0,Mary Burke,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,,,,Complete,Call 3,5.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,,,2.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,No,,,,,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,99.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,,,Midwest,,,Female,White women,,Suburbs,Suburbs,Wisconsin,Election day exit poll,,,Version 5,,,,1.28893995285034,No,,,,,
98281.0,Mary Burke,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,Call 3,2.0,Worse today,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,3.0,Government should do more to solve problems,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,,,No,,Favor,Not worried,Not too worried,Approve,Strongly approve,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,23.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,,,Midwest,,,Female,White women,,Suburbs,Suburbs,Wisconsin,Election day exit poll,Generally going in the right direction,,Version 1,Tom Barrett,,,0.790502786636353,No,Yes,,Working women,Working women,Working women
79400.0,Mary Burke,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Complete,Call 2,8.0,About the same,College graduate,College graduate,More than High school graduate,White college degree,,,,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,4.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,,,No,,Favor,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,75.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,,,Midwest,,,Male,White men,,Suburbs,Suburbs,Wisconsin,Election day exit poll,Seriously off on the wrong track,,Version 1,Tom Barrett,,,0.96221524477005,No,No,,Non-working men,All others,Non-working men
79397.0,Mary Burke,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,Call 2,7.0,About the same,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,5.0,Omit,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Disapprove,,,No,,Favor,Worried,Somewhat worried,Approve,Strongly approve,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,28.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,,,Midwest,,,Male,White men,,Suburbs,Suburbs,Wisconsin,Election day exit poll,Generally going in the right direction,,Version 1,Tom Barrett,,,0.991177976131439,Yes,No,,Non-working men,All others,Non-working men
99630.0,Mary Burke,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,All others,Complete,Call 3,1.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,,,2.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,No,Yes,,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,45.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,,,Midwest,,,Female,White women,Married women,Suburbs,Suburbs,Wisconsin,Election day exit poll,,Yes,Version 3,,,,0.910938143730164,No,,,,,
79382.0,Mary Burke,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,,Complete,Call 2,5.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Mary Burke does,Scott Walker does,Both of them,,,,,,2.0,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,Worse today,No,Yes,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,104.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,No,Yes,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,,No,Version 2,,Disapprove,No,1.09567904472351,No,,,,,
79375.0,Mary Burke,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Never,Never,,Complete,Call 2,2.0,,College graduate,College graduate,More than High school graduate,White college degree,Mary Burke does,Scott Walker does not,Only Mary Burke,,,,,,3.0,,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Foreign policy,Worse today,No,Yes,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,20.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",Midwest,No,Yes,Female,White women,Married women,Suburbs,Suburbs,Wisconsin,Election day exit poll,,No,Version 2,,Disapprove,No,1.01763784885406,No,,,,,
97999.0,Mary Burke,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,Call 3,5.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,,,,1.0,,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,Health care,,No,No,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,65.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",Wisconsin,Election day exit poll,,,Version 2,,,,0.955873608589172,Yes,No,,Non-working women,All others,Non-working women
99611.0,Mary Burke,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,,,,Complete,Call 3,2.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,,,3.0,,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Health care,,No,No,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,16.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,,,Version 2,,,,0.957858562469482,No,Yes,,Working women,Working women,Working women
79364.0,Mary Burke,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,,Complete,Call 2,7.0,,High school graduate,No college degree,High school graduate or less,White no college degree,Mary Burke does,Scott Walker does not,Only Mary Burke,,,,,,5.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,Worse today,No,Yes,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,13.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",Midwest,Omit,No,Male,White men,Married men,Suburbs,Suburbs,Wisconsin,Election day exit poll,,Yes,Version 2,,Disapprove,No,0.585949599742889,No,,,,,
79351.0,Mary Burke,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,,Complete,Call 2,6.0,,High school graduate,No college degree,High school graduate or less,White no college degree,Mary Burke does,Scott Walker does not,Only Mary Burke,,,,,,2.0,,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,Health care,About the same,No,No,,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,81.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,No,Yes,Female,White women,Non married women,Suburbs,Suburbs,Wisconsin,Election day exit poll,,Yes,Version 2,,Disapprove,No,0.923248112201691,Yes,,,,,
79350.0,Mary Burke,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,A few times a year,Occasionally,,Complete,Call 2,8.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Mary Burke does not,Scott Walker does not,Neither of them,,,,,,4.0,,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,Health care,About the same,No,No,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,92.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",Midwest,No,Yes,Female,White women,Non married women,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,,No,Version 2,,Disapprove,No,0.951259970664978,Yes,,,,,
78801.0,Mary Burke,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,Call 2,3.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,,,,5.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,No,,,,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,51.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,,,Midwest,,,Male,White men,,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,,,Version 5,,,,1.41334640979767,Yes,,,,,
79334.0,Mary Burke,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,All others,All others,Never,Never,,Complete,Call 2,7.0,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Mary Burke does,Scott Walker does not,Only Mary Burke,,,,,,5.0,,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,Foreign policy,About the same,No,Yes,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Democrat,Non-black Democrat,All Other,Democrat,Democratic Women,Non-White Democrats,Moderate,54.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Other,State questionnaire,Other,Other,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,No,Yes,Female,All other races,Married women,Suburbs,Suburbs,Wisconsin,Election day exit poll,,No,Version 2,,Disapprove,No,1.28203880786896,No,,,,,
99573.0,Mary Burke,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,Call 3,1.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,,,2.0,,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Health care,,No,Yes,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,45.0,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",Midwest,,,Female,White women,Married women,Suburbs,Suburbs,Wisconsin,Election day exit poll,,,Version 2,,,,0.910938143730164,No,Yes,,Working women,Working women,Working women
79325.0,Mary Burke,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,,,,Complete,Call 2,4.0,Worse today,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,Favorable,Favorable,Unfavorable,Unfavorable,Unfavorable,1.0,Government should do more to solve problems,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,,,No,,Favor,Worried,Somewhat worried,Approve,Strongly approve,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,60.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,Midwest,,,Female,Black women,,"Cities over 500,000","Cities over 50,000",Wisconsin,Election day exit poll,Seriously off on the wrong track,,Version 1,Tom Barrett,,,1.03176152706146,No,No,,Non-working women,All others,Non-working women
79314.0,Mary Burke,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Once a week,Weekly,,Complete,Call 2,5.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Mary Burke does,Scott Walker does not,Only Mary Burke,,,,,,2.0,,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Illegal immigration,Worse today,No,Yes,,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,104.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,No,Yes,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,,Yes,Version 2,,Disapprove,No,1.06683790683746,No,,,,,
63117.0,Mary Burke,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Protestant/Do not attend weekly,Complete,Call 1,2.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,,,3.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,No,No,,,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,16.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,Midwest,,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,,Yes,Version 3,,,,0.735816895961761,No,,,,,
63204.0,Mary Burke,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,,Complete,Call 1,4.0,Better today,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,Favorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,1.0,Government should do more to solve problems,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Disapprove,,,No,,Favor,Worried,Very worried,Disapprove,Somewhat disapprove,,,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Women,All others,Moderate,58.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,State questionnaire,Black,Black,,,Midwest,,,Female,Black women,,"Cities over 500,000","Cities over 50,000",Wisconsin,Election day exit poll,Generally going in the right direction,,Version 1,Other,,,0.677633702754974,No,Yes,,Working women,Working women,Working women
63110.0,Mary Burke,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Once a week,Weekly,,Complete,Call 1,4.0,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Mary Burke does,Scott Walker does not,Only Mary Burke,,,,,,1.0,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,Health care,About the same,No,No,,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,58.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,No,No,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",Wisconsin,Election day exit poll,,Yes,Version 2,,Disapprove,No,0.882117867469788,No,,,,,
79291.0,Mary Burke,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,A few times a month,Occasionally,,Complete,Call 2,4.0,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Mary Burke does,Scott Walker does not,Only Mary Burke,,,,,,1.0,,Omit,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,The economy,About the same,No,No,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,63.0,,,Black,Black,State questionnaire,Black,Black,Angry,"Dissatisfied, but not angry or angry",Midwest,No,Yes,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",Wisconsin,Election day exit poll,,No,Version 2,,Disapprove,No,0.704286515712738,No,,,,,
80388.0,Mary Burke,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,,Complete,Call 2,5.0,Worse today,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,Favorable,Favorable,Unfavorable,Unfavorable,Unfavorable,2.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Disapprove,,,No,,Favor,Worried,Somewhat worried,Approve,Somewhat approve,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,40.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,,Midwest,,,Female,White women,,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,Seriously off on the wrong track,,Version 1,Tom Barrett,,,1.14021611213684,Yes,No,,Non-working women,All others,Non-working women
79281.0,Mary Burke,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,,Complete,Call 2,5.0,Better today,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,1.0,Government should do more to solve problems,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,,,No,,Favor,Not worried,Not at all worried,Approve,Strongly approve,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal,66.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Black,,,Midwest,,,Male,Black men,,"Cities over 500,000","Cities over 50,000",Wisconsin,Election day exit poll,Generally going in the right direction,,Version 1,Didn't vote,,,0.695517718791962,No,Yes,,Working men,All others,Working men
