ID,SENSC14,SEN2SC14,GOVSC14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CLIMATECHANGE,DEMPRIM2016,DEMPRIM2016DEMSONLY,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVHALEY,FAVREP2,FAVSHEHEEN,GEOCODE,GOPPRIM2016,GOPPRIM2016REPSONLY,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,LATINO,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RCONGANG,RCONGANG2,REGION,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TEABRN,TEAPARTY,TEAPARTY3,TELEPOLL,TRACK,VERSION,VETVOTER,WHNCLINC,WHTEVANG,ZIPCODE,WEIGHT
69996.0,Lindsay Graham,Joyce Dickerson,Nikki Haley,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 2,4.0,,Someone else,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,1.0,Omit,,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,No,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,56.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",South,Yes,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Tea Party supporter and not born-again,Somewhat support,Support,Election day exit poll,,Version 2,,No,All others,29615.0,0.845899105072021
57253.0,Lindsay Graham,Joyce Dickerson,Nikki Haley,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,Call 1,5.0,,Hillary Clinton,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,3.0,Jeb Bush,,,Went too far,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,The economy,No,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,73.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",South,No,Male,White men,,Suburbs,Suburbs,South Carolina,Both Tea Party supporter and born-again,Somewhat support,Support,Election day exit poll,,Version 2,,Yes,White Born-again/Evangelical Christians,29078.0,1.07287609577179
70894.0,Thomas Ravenel,Joyce Dickerson,Nikki Haley,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 2,5.0,,Someone else,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,2.0,Mike Huckabee,,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Illegal immigration,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,115.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",South,No,Female,White women,,Suburbs,Suburbs,South Carolina,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,,Version 2,,No,White Born-again/Evangelical Christians,29745.0,0.620768070220947
84684.0,,Tim Scott,Nikki Haley,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,2.0,,Someone else,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,3.0,Omit,,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,Illegal immigration,No,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,79.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",South,No,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Tea Party supporter and not born-again,Strongly support,Support,Election day exit poll,,Version 2,,No,All others,29212.0,0.78028792142868
55911.0,,Tim Scott,Nikki Haley,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,4.0,,Someone else,,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,Someone else,,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,56.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,No,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Tea Party supporter and not born-again,Strongly support,Support,Election day exit poll,,Version 2,,No,All others,29615.0,0.587285697460175
55910.0,,Tim Scott,Nikki Haley,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,4.0,,Someone else,,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,Someone else,,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,56.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,No,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Tea Party supporter and not born-again,Strongly support,Support,Election day exit poll,,Version 2,,No,All others,29615.0,0.587285697460175
85710.0,,Tim Scott,Nikki Haley,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 3,4.0,,Someone else,,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,Rand Paul,,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,56.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,No,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Both Tea Party supporter and born-again,Strongly support,Support,Election day exit poll,,Version 2,,No,White Born-again/Evangelical Christians,29615.0,0.653600513935089
85399.0,,Tim Scott,Nikki Haley,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,4.0,,Someone else,,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,Someone else,,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Illegal immigration,No,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,Conservative,56.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,No,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,,Version 2,,No,White Born-again/Evangelical Christians,29615.0,0.587285697460175
70651.0,Did not vote,Tim Scott,Nikki Haley,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 2,5.0,,Hillary Clinton,,College graduate,College graduate,More than High school graduate,White college degree,,,,,3.0,Omit,,,Went too far,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,Foreign policy,No,,,,,,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,43.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,No,Male,White men,,Suburbs,Suburbs,South Carolina,Both Tea Party supporter and born-again,Somewhat support,Support,Election day exit poll,,Version 2,,No,White Born-again/Evangelical Christians,29180.0,0.870833277702332
85680.0,Did not vote,Tim Scott,Nikki Haley,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,3.0,,Omit,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,1.0,Omit,,,Omit,,,,,,,,,Omit,,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,89.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Omit,Omit,South,No,Female,White women,,Suburbs,Suburbs,South Carolina,,Omit,Omit,Election day exit poll,,Version 2,,,White Born-again/Evangelical Christians,29640.0,0.727115631103516
54778.0,Brad Hutto,Tim Scott,Nikki Haley,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 1,6.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,5.0,,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,Yes,,,,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,15.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,,,South,,Female,White women,Married women,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,,Version 3,,Yes,White Born-again/Evangelical Christians,29472.0,0.886076688766479
84595.0,Brad Hutto,Tim Scott,Nikki Haley,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 3,6.0,No,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,,Favorable,,5.0,,,Government should do more to solve problems,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,,,,,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,15.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,,,South,No,Male,White men,,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 4,,Yes,,29472.0,0.986130177974701
86562.0,Brad Hutto,Tim Scott,Nikki Haley,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 3,6.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,5.0,,,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Illegal immigration,No,No,,,,,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,15.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",South,,Male,White men,Non married men,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,,Version 2,,No,,29472.0,0.986130177974701
86333.0,Brad Hutto,Tim Scott,Nikki Haley,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,6.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,5.0,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,No,Yes,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Conservative,15.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,,,South,,Male,White men,Married men,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,,Version 3,,No,White Born-again/Evangelical Christians,29472.0,0.986130177974701
54691.0,Brad Hutto,Tim Scott,Nikki Haley,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 1,4.0,,Someone else,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,1.0,Someone else,,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,The economy,No,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Men,All others,Conservative,50.0,Moderate/Liberal Republicans,Conservative Independents,Black,Black,State questionnaire,Black,Black,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,No,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Born-again but not Tea Party supporter,Somewhat oppose,Oppose,Election day exit poll,,Version 2,,No,All others,29607.0,0.698029041290283
87032.0,Brad Hutto,Tim Scott,Nikki Haley,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,4.0,,Someone else,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,1.0,Chris Christie,,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,No,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,105.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",South,No,Male,White men,,Suburbs,Suburbs,South Carolina,Both Tea Party supporter and born-again,Somewhat support,Support,Election day exit poll,,Version 2,,No,White Born-again/Evangelical Christians,29388.0,0.700908958911896
56161.0,Brad Hutto,Tim Scott,Nikki Haley,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 1,4.0,,Joe Biden,,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,Someone else,,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Illegal immigration,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,105.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",South,No,Male,White men,,Suburbs,Suburbs,South Carolina,Both Tea Party supporter and born-again,Somewhat support,Support,Election day exit poll,,Version 2,,No,White Born-again/Evangelical Christians,29388.0,0.700908958911896
54324.0,Brad Hutto,Tim Scott,Nikki Haley,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,5.0,,Joe Biden,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,2.0,Someone else,,,Went too far,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,Illegal immigration,No,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,114.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",South,No,Male,White men,,Suburbs,Suburbs,South Carolina,Both Tea Party supporter and born-again,Strongly support,Support,Election day exit poll,,Version 2,,No,White Born-again/Evangelical Christians,29732.0,0.831800043582916
84953.0,Lindsay Graham,Tim Scott,Nikki Haley,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Not complete,No,Call 3,2.0,,,,,,,,,,,,3.0,,,,Went too far,,,,,,,,,,,,,,,,,,45+,18-64,,,,,,,,76.0,,,White,White,State questionnaire,White,White,,,South,,Female,White women,,Suburbs,Suburbs,South Carolina,Tea Party supporter and not born-again,Somewhat support,Support,Election day exit poll,,Version 2,,,All others,29036.0,1.17082452774048
56605.0,Lindsay Graham,Tim Scott,Nikki Haley,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,5.0,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,2.0,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,No,Yes,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,112.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,,,South,,Male,White men,Married men,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,,Version 3,,No,White Born-again/Evangelical Christians,29710.0,1.12225687503815
84891.0,Lindsay Graham,Tim Scott,Nikki Haley,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,6.0,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,5.0,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,15.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,,,South,,Female,White women,,Suburbs,Suburbs,South Carolina,Neither,Neutral,Neutral,Election day exit poll,,Version 5,,No,All others,29472.0,0.846769511699677
56489.0,Lindsay Graham,Tim Scott,Nikki Haley,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,5.0,No,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,,Favorable,,2.0,,,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,112.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,,,South,No,Male,White men,,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 4,,No,,29710.0,1.17920553684235
56291.0,Lindsay Graham,Tim Scott,Nikki Haley,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,3.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,1.0,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,Yes,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Conservative,6.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,,,South,,Male,White men,Married men,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,,Version 3,,No,White Born-again/Evangelical Christians,29627.0,1.07182574272156
56290.0,Lindsay Graham,Tim Scott,Nikki Haley,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,6.0,No,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,,Favorable,,3.0,,,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,No,,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,100.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,,,South,No,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 4,,No,,29201.0,0.807224810123444
56177.0,Lindsay Graham,Tim Scott,Nikki Haley,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 1,3.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,1.0,,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,Yes,,,,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,6.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,,,South,,Male,White men,Married men,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,,Version 3,,Yes,White Born-again/Evangelical Christians,29627.0,1.12621533870697
84470.0,Lindsay Graham,Tim Scott,Nikki Haley,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Not complete,,Call 3,1.0,No,,,,,,,,,,,5.0,,,Government is doing too many things better left to businesses and individuals,,,,,,,,,,,,,,,,,,,45+,18-64,,,,,,,,22.0,,,White,White,State questionnaire,White,White,,,South,,Female,White women,,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,,,,29466.0,0.549356341362
84441.0,Lindsay Graham,Tim Scott,Nikki Haley,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,,Call 3,5.0,Yes,,,,,,,,,,,3.0,,,Government is doing too many things better left to businesses and individuals,,,,,,,,,,,No,,,,,,,,45+,65+,,,,,,,,107.0,,,White,White,State questionnaire,White,White,,,South,,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,,,,Election day exit poll,Generally going in the right direction,Version 1,,,,29154.0,1.39360225200653
56082.0,Lindsay Graham,Tim Scott,Nikki Haley,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,5.0,No,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,,Unfavorable,,2.0,,,Government is doing too many things better left to businesses and individuals,,,,,,,,,,,No,,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,112.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,,,South,No,Male,White men,,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 4,,,,29710.0,1.12225687503815
56073.0,Lindsay Graham,Tim Scott,Nikki Haley,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,No,Call 1,3.0,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,1.0,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,Yes,No,,,,,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal,6.0,Liberal Democrats,Liberal Democrats,Other,,National questionnaire,Hispanic/Latino,Hispanic/Latino,,,South,,Male,Latino men,Non married men,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,,Version 3,,No,All others,29627.0,1.01881849765778
84324.0,Lindsay Graham,Tim Scott,Nikki Haley,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 3,7.0,No,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,,Favorable,,4.0,,,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,No,,,,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,66.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,,,South,No,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 4,,No,,29582.0,3.37975764274597
84322.0,Lindsay Graham,Tim Scott,Nikki Haley,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 3,7.0,No,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,,Favorable,,4.0,,,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,No,,,,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,66.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,,,South,No,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 4,,No,,29582.0,3.37975764274597
72154.0,Lindsay Graham,Tim Scott,Nikki Haley,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,5.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,2.0,,,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Illegal immigration,No,Yes,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,112.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",South,,Female,White women,Married women,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,,Version 2,,No,,29710.0,1.00839185714722
55947.0,Lindsay Graham,Tim Scott,Nikki Haley,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,3.0,Yes,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,,Unfavorable,,1.0,,,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,,,,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,6.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,,,South,No,Male,White men,,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 4,,No,,29627.0,1.12621533870697
