ID,SENWV14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,BRNAGAIN,CALL,CDNUM,CLIMATECHANGE,COALHH,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,ENVIROREGWV,EPAWV14,FAVDEM2,FAVREP2,FOROBAMAS,FRACKING,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,LATINO,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RCONGANG,RCONGANG2,REGION,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,STECWV,STECWV2,TELEPOLL,TIME14FEWD,TIME14MTH,TIME14WK,TIMESEN14,TRACK,UNIONHH12,VERSION,WEIGHT,WHNCLINC,WHTEVANG
73019.0,Natalie Tennant,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,Call 2,1.0,Yes,,High school graduate,No college degree,High school graduate or less,White no college degree,,,Favorable,Unfavorable,Barack Obama was not a factor,Oppose,1.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Approve,,No,,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,64.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,,,East,,Male,White men,,Rural,Small Cities/Rural,West Virginia,Not so good,Not so good or Poor,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,,Version 1,0.888912975788116,Yes,
89210.0,Natalie Tennant,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,Call 3,1.0,No,,College graduate,College graduate,More than High school graduate,White college degree,,,Favorable,Unfavorable,Barack Obama was not a factor,Oppose,3.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,,No,,Not worried,Not too worried,Disapprove,Somewhat disapprove,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,101.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,,,East,,Female,White women,,Suburbs,Suburbs,West Virginia,Good,Excellent or Good,Election day exit poll,Before that,Before that,Before that,Before that,Generally going in the right direction,,Version 1,0.867679834365845,No,
52760.0,Natalie Tennant,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,Call 1,1.0,Yes,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Favorable,Favorable,Barack Obama was not a factor,Favor,3.0,Government should do more to solve problems,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,,No,,Worried,Very worried,Approve,Somewhat approve,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,113.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,,,East,,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural,West Virginia,Good,Excellent or Good,Election day exit poll,Before that,Before that,Before that,Before that,Generally going in the right direction,,Version 1,1.92930912971497,No,
72994.0,Natalie Tennant,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,Call 2,3.0,Yes,,College graduate,College graduate,More than High school graduate,White college degree,,,Favorable,Unfavorable,To express support for Barack Obama,Oppose,3.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,,Worried,Very worried,Approve,Somewhat approve,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,10.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,,,East,,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural,West Virginia,Good,Excellent or Good,Election day exit poll,Before that,Before that,Before that,Before that,Omit,,Version 1,0.87626439332962,No,
72992.0,Natalie Tennant,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,Call 2,1.0,No,,College graduate,College graduate,More than High school graduate,White college degree,,,Favorable,Unfavorable,Barack Obama was not a factor,Favor,3.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Disapprove,,No,,Worried,Somewhat worried,Approve,Somewhat approve,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,111.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,,East,,Female,White women,,Suburbs,Suburbs,West Virginia,Poor,Not so good or Poor,Election day exit poll,In the last three days,In the last month,In the last week,In the last three days,Seriously off on the wrong track,,Version 1,0.652560412883759,No,
72991.0,Natalie Tennant,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,Call 2,2.0,Yes,,High school graduate,No college degree,High school graduate or less,White no college degree,,,Favorable,Unfavorable,To express support for Barack Obama,Oppose,2.0,Government should do more to solve problems,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Approve,,No,,Worried,Very worried,Approve,Strongly approve,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,98.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,,East,,Male,White men,,Rural,Small Cities/Rural,West Virginia,Not so good,Not so good or Poor,Election day exit poll,Before that,Before that,Before that,Before that,Generally going in the right direction,,Version 1,0.681922614574432,Yes,
72990.0,Natalie Tennant,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,Call 2,1.0,No,,College graduate,College graduate,More than High school graduate,White college degree,,,Favorable,Unfavorable,Barack Obama was not a factor,Favor,3.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Disapprove,,No,,Worried,Somewhat worried,Approve,Somewhat approve,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,111.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,,East,,Female,White women,,Suburbs,Suburbs,West Virginia,Poor,Not so good or Poor,Election day exit poll,In the last three days,In the last month,In the last week,In the last three days,Seriously off on the wrong track,,Version 1,0.652560412883759,No,
72988.0,Natalie Tennant,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,,Call 2,3.0,Yes,,No high school diploma,No college degree,High school graduate or less,White no college degree,,,Unfavorable,Unfavorable,Barack Obama was not a factor,Favor,4.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Approve,,No,,Not worried,Not too worried,Disapprove,Somewhat disapprove,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Conservative,81.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,,,East,,Male,White men,,Rural,Small Cities/Rural,West Virginia,Not so good,Not so good or Poor,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,,Version 1,1.20546650886536,Yes,
89181.0,Natalie Tennant,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,Call 3,3.0,No,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Favorable,Unfavorable,Barack Obama was not a factor,Oppose,4.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,,Worried,Very worried,Disapprove,Somewhat disapprove,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,81.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,,,East,,Male,White men,,Rural,Small Cities/Rural,West Virginia,Not so good,Not so good or Poor,Election day exit poll,Before that,In the last month,Before that,In the last month,Seriously off on the wrong track,,Version 1,0.999266028404236,No,
72974.0,Natalie Tennant,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,Call 2,2.0,Yes,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Favorable,Unfavorable,Barack Obama was not a factor,Oppose,4.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Omit,,No,,Not worried,Not too worried,Approve,Strongly approve,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,45.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,,,East,,Female,White women,,Suburbs,Suburbs,West Virginia,Not so good,Not so good or Poor,Election day exit poll,Before that,Before that,Before that,Before that,Generally going in the right direction,,Version 1,1.02026307582855,Yes,
72970.0,Natalie Tennant,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,Call 2,3.0,Yes,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Unfavorable,Unfavorable,Barack Obama was not a factor,Favor,2.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Approve,,No,,Worried,Somewhat worried,Disapprove,Somewhat disapprove,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Moderate,17.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,,,East,,Male,White men,,Rural,Small Cities/Rural,West Virginia,Not so good,Not so good or Poor,Election day exit poll,Before that,In the last month,Before that,In the last month,Seriously off on the wrong track,,Version 1,0.882250189781189,No,
89159.0,Natalie Tennant,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,Call 3,1.0,Yes,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Favorable,Favorable,Barack Obama was not a factor,Favor,3.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,111.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,,,East,,Male,White men,,Suburbs,Suburbs,West Virginia,Good,Excellent or Good,Election day exit poll,Before that,Before that,Before that,Before that,Generally going in the right direction,,Version 1,0.662283480167389,No,
90446.0,Natalie Tennant,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,,,Complete,,Call 3,2.0,No,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,Favorable,Unfavorable,Barack Obama was not a factor,Favor,4.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Approve,,No,,Not worried,Not too worried,Approve,Somewhat approve,,,45+,65+,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Men,All others,Liberal,42.0,Moderate/Liberal Republicans,Liberal Independents,Black,Black,State questionnaire,Black,Black,,,East,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",West Virginia,Good,Excellent or Good,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,,Version 1,1.0035183429718,No,
72939.0,Natalie Tennant,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,Call 2,2.0,Yes,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Favorable,Unfavorable,Barack Obama was not a factor,Oppose,2.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,,No,,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,98.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,,,East,,Female,White women,,Rural,Small Cities/Rural,West Virginia,Good,Excellent or Good,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,,Version 1,0.671911299228668,No,
89129.0,Natalie Tennant,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,Call 3,1.0,No,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Favorable,Unfavorable,Barack Obama was not a factor,Favor,1.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Disapprove,,No,,Worried,Somewhat worried,Disapprove,Somewhat disapprove,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,64.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,,,East,,Female,White women,,Rural,Small Cities/Rural,West Virginia,Good,Excellent or Good,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,,Version 1,0.875862836837769,Yes,
72909.0,Natalie Tennant,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,Call 2,2.0,Yes,,College graduate,College graduate,More than High school graduate,White college degree,,,Favorable,Unfavorable,Barack Obama was not a factor,Oppose,4.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,,No,,Worried,Somewhat worried,Approve,Strongly approve,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,45.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,,East,,Female,White women,,Suburbs,Suburbs,West Virginia,Good,Excellent or Good,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,,Version 1,0.845742464065552,No,
90247.0,Natalie Tennant,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,,Call 3,1.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,,3.0,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Health care,No,Yes,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,29.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",East,,Male,White men,Married men,Rural,Small Cities/Rural,West Virginia,,,Election day exit poll,,,,,,,Version 2,0.78736799955368,No,
72887.0,Natalie Tennant,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,Call 2,1.0,Yes,,College graduate,College graduate,More than High school graduate,White college degree,,,Favorable,Unfavorable,Barack Obama was not a factor,Omit,1.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,,Worried,Very worried,Approve,Somewhat approve,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,60.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,,,East,,Female,White women,,Rural,Small Cities/Rural,West Virginia,Excellent,Excellent or Good,Election day exit poll,Before that,Before that,Before that,Before that,Generally going in the right direction,,Version 1,0.695538103580475,No,
91909.0,Natalie Tennant,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,Call 3,2.0,Yes,,High school graduate,No college degree,High school graduate or less,White no college degree,,,Favorable,Unfavorable,,,2.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,,,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,99.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,,,East,Omit,Male,White men,,Rural,Small Cities/Rural,West Virginia,,,Election day exit poll,,,,,Seriously off on the wrong track,,Version 4,0.934486567974091,No,
91910.0,Natalie Tennant,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,Call 3,2.0,Yes,,High school graduate,No college degree,High school graduate or less,White no college degree,,,Favorable,Unfavorable,,,2.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,,,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,99.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,,,East,Omit,Male,White men,,Rural,Small Cities/Rural,West Virginia,,,Election day exit poll,,,,,Seriously off on the wrong track,,Version 4,0.934486567974091,No,
72881.0,Natalie Tennant,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Never,Never,Complete,No,Call 2,2.0,,No,College graduate,College graduate,More than High school graduate,White college degree,Government should do more to protect the environment,Favor,,,,,4.0,,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,The economy,No,No,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,42.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",East,Yes,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",West Virginia,,,Election day exit poll,,,,,,No,Version 2,1.06271147727966,No,All others
72865.0,Natalie Tennant,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Complete,No,Call 2,1.0,,Yes,College graduate,College graduate,More than High school graduate,White college degree,Enviromental regulations go far enough already,Oppose,,,,,1.0,,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,Omit,No,No,,,,,Omit,Omit,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,64.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,Yes,Female,White women,Non married women,Rural,Small Cities/Rural,West Virginia,,,Election day exit poll,,,,,,Yes,Version 2,0.875862836837769,No,All others
89031.0,Natalie Tennant,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,Yes,Call 3,1.0,,No,Postgraduate study,College graduate,More than High school graduate,White college degree,Government should do more to protect the environment,Favor,,,,,1.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Foreign policy,No,Yes,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,64.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,Yes,Female,White women,Married women,Rural,Small Cities/Rural,West Virginia,,,Election day exit poll,,,,,,No,Version 2,0.875862836837769,No,White Born-again/Evangelical Christians
72819.0,Natalie Tennant,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete,No,Call 2,2.0,,No,College graduate,College graduate,More than High school graduate,White college degree,Government should do more to protect the environment,Favor,,,,,4.0,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,Yes,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Moderate,45.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",East,Yes,Male,White men,Married men,Suburbs,Suburbs,West Virginia,,,Election day exit poll,,,,,,No,Version 2,0.858343899250031,No,All others
88993.0,Natalie Tennant,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Never,Never,Complete,No,Call 3,1.0,,No,College graduate,College graduate,More than High school graduate,White college degree,Government should do more to protect the environment,Favor,,,,,3.0,,Was about right,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,No,Yes,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,111.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",East,Yes,Female,White women,Married women,Suburbs,Suburbs,West Virginia,,,Election day exit poll,,,,,,Yes,Version 2,0.652560412883759,No,All others
72735.0,Natalie Tennant,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Once a week,Weekly,Complete,Yes,Call 2,2.0,,No,High school graduate,No college degree,High school graduate or less,White no college degree,Omit,Favor,,,,,4.0,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,No,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,45.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",East,Yes,Male,White men,Non married men,Suburbs,Suburbs,West Virginia,,,Election day exit poll,,,,,,No,Version 2,1.00671863555908,No,White Born-again/Evangelical Christians
88924.0,Natalie Tennant,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete,No,Call 3,1.0,,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Government should do more to protect the environment,Oppose,,,,,3.0,,Was about right,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,Foreign policy,No,Yes,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,101.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,Yes,Female,White women,Married women,Suburbs,Suburbs,West Virginia,,,Election day exit poll,,,,,,No,Version 2,0.867679834365845,Yes,All others
88919.0,Natalie Tennant,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,A few times a month,Occasionally,Complete,No,Call 3,1.0,,No,High school graduate,No college degree,High school graduate or less,Non white no college degree,Enviromental regulations go far enough already,Oppose,,,,,3.0,,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,Health care,No,Yes,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,111.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,Yes,Male,Black men,Married men,Suburbs,Suburbs,West Virginia,,,Election day exit poll,,,,,,No,Version 2,0.518417716026306,No,All others
88915.0,Natalie Tennant,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,Yes,Call 3,1.0,,Yes,Postgraduate study,College graduate,More than High school graduate,White college degree,Government should do more to protect the environment,Favor,,,,,1.0,,Omit,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,No,,,,,Omit,Omit,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,64.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",East,Yes,Female,White women,Non married women,Rural,Small Cities/Rural,West Virginia,,,Election day exit poll,,,,,,No,Version 2,0.875862836837769,No,White Born-again/Evangelical Christians
72609.0,Natalie Tennant,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Once a week,Weekly,Complete,No,Call 2,1.0,,No,High school graduate,No college degree,High school graduate or less,White no college degree,Omit,Omit,,,,,1.0,,Omit,,,,,,,,,Omit,No,,,,,,Omit,Omit,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,108.0,,,White,White,State questionnaire,White,White,Omit,Omit,East,Yes,Female,White women,,Rural,Small Cities/Rural,West Virginia,,,Election day exit poll,,,,,,No,Version 2,0.815090477466583,,All others
