ID,SENIA14,GOVIA14,ABORT2,ABORTION,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,BRALEYLIB,BRNAGAIN,CALL,CDNUM,CONTACTBRALEY,CONTACTERNST,CONTACTIA14,DEMPRIM2016,DEMPRIM2016DEMSONLY,ECONBETT,ECONDIR,ECONFAIR,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,ERNSTCONSRV,FAVDEM2,FAVREP2,FOLLOW14,FOLLOW14B,FOROBAMAS,GEOCODE,GOPPRIM2016,GOPPRIM2016REPSONLY,GOVTDO10,HEALTHCARE14,IMMDEPORT,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,LATINO,MARIJUANALAW,MARRIED,MINWAGE14,NEC,NEC2,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RCONGANG,RCONGANG2,REGION,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TEABRN,TEAPARTY,TEAPARTY3,TELEPOLL,TERRWORR,TERWORR2,TIME14FEWD,TIME14MTH,TIME14WK,TIMESEN14,TRACK,UNFAIRBRALEY,UNFAIRERNST,UNFAIRIA14,VERSION,WHNCLINC,WHTEVANG,ZIPCODE,WEIGHT
60647.0,Bruce Braley,Jack Hatch,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,A few times a month,Occasionally,Complete,About right,No,Call 1,4.0,,,,Hillary Clinton,Hillary Clinton,,,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,Too liberal,Favorable,Unfavorable,,,,4.0,Someone else,,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,No,Legal,,,,,,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,113.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,,Midwest,Yes,Female,White women,,Rural,Small Cities/Rural, Iowa,Neither,Neutral,Neutral,Election day exit poll,,,,,,,,,,,Version 3,No,All others,50436.0,1.10803651809692
60627.0,Bruce Braley,Jack Hatch,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Never,Never,Complete,About right,No,Call 1,3.0,,,,Hillary Clinton,Hillary Clinton,,,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Too liberal,Favorable,Unfavorable,,,,3.0,Omit,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,No,Legal,,,,,,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,76.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,,Midwest,Yes,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", Iowa,Neither,Somewhat oppose,Oppose,Election day exit poll,,,,,,,,,,,Version 3,No,All others,50310.0,0.748362183570862
99602.0,Bruce Braley,Jack Hatch,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,About right,No,Call 3,1.0,,,,Hillary Clinton,Hillary Clinton,,,Favors the wealthy,High school graduate,No college degree,High school graduate or less,White no college degree,Not liberal enough,Favorable,Unfavorable,,,,1.0,Someone else,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,Illegal,,,,,,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,54.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,,,Midwest,Yes,Male,White men,,"Cities 50,000-500,000","Cities over 50,000", Iowa,Neither,Strongly oppose,Oppose,Election day exit poll,,,,,,,,,,,Version 3,No,All others,52405.0,1.09617102146149
60608.0,Bruce Braley,Jack Hatch,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,,Call 1,3.0,,,,,,,,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,Unfavorable,Unfavorable,,,,5.0,,,Government should do more to solve problems,,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,Legal,,,,,,,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Liberal,41.0,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White,,,Midwest,Yes,Male,White men,,Suburbs,Suburbs, Iowa,,,,Election day exit poll,,,,,,,Seriously off on the wrong track,,,,Version 4,Yes,,50125.0,0.849628746509552
60606.0,Bruce Braley,Jack Hatch,Legal,Legal in most cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,Complete,,,Call 1,3.0,No,No,Neither of them,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,To express support for Barack Obama,3.0,,,,Did not go far enough,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,,No,Favor,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,81.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",Midwest,,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000", Iowa,,,,Election day exit poll,,,,,,,,Bruce Braley did,Joni Ernst did,Both of them,Version 2,No,,50314.0,0.675085961818695
60599.0,Bruce Braley,Jack Hatch,,,65+,60+,65 or over,45+,60+,65+,,,,,,Complete,,,Call 1,3.0,,,,,,Getting better,Getting better,,Some college/assoc. degree,No college degree,More than High school graduate,,,,,Very closely,Extremely or very closely,,3.0,,,Government should do more to solve problems,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999",,Approve,,No,,,,Good,Excellent or good,Worried,Very worried,Approve,Strongly approve,,,45+,65+,Democrat,,,Democrat,Democratic Women,,Moderate,80.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,State questionnaire,,,,,Midwest,,Female,,,"Cities 50,000-500,000","Cities over 50,000", Iowa,,,,Election day exit poll,Somewhat worried,Very or somewhat worried,Before that,Before that,Before that,Before that,Generally going in the right direction,,,,Version 1,No,,50317.0,0.67115581035614
60593.0,Bruce Braley,Jack Hatch,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,,,Call 1,1.0,,,,,,Getting better,Getting better,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,Very closely,Extremely or very closely,,2.0,,,Government is doing too many things better left to businesses and individuals,,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,,,,Good,Excellent or good,Not worried,Not too worried,Approve,Strongly approve,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,20.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,,Midwest,,Male,White men,,Rural,Small Cities/Rural, Iowa,,,,Election day exit poll,Somewhat worried,Very or somewhat worried,Before that,In the last month,Before that,In the last month,Generally going in the right direction,,,,Version 1,No,,52052.0,0.919490396976471
60581.0,Bruce Braley,Jack Hatch,Legal,Legal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,,Call 1,1.0,Yes,Yes,Both of them,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,To express support for Barack Obama,2.0,,,,Was about right,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,No,,Yes,Favor,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,9.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",Midwest,,Female,White women,Married women,Suburbs,Suburbs, Iowa,,,,Election day exit poll,,,,,,,,Bruce Braley did,Joni Ernst did,Both of them,Version 2,No,,50677.0,0.862298727035522
99554.0,Bruce Braley,Jack Hatch,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,,,Complete,,,Call 3,2.0,,,,,,Getting worse,Worse,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,Somewhat closely,Somewhat or not too closely,,1.0,,,Government should do more to solve problems,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Approve,,Yes,,,,Poor,Not so good or poor,Worried,Very worried,Approve,Somewhat approve,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,99.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Hispanic/Latino,,,Midwest,,Male,Latino men,,"Cities 50,000-500,000","Cities over 50,000", Iowa,,,,Election day exit poll,Not too worried,Not too or not at all worried,Before that,Before that,Before that,Before that,Seriously off on the wrong track,,,,Version 1,No,,52803.0,0.975196242332459
60569.0,Bruce Braley,Jack Hatch,Illegal,Illegal in most cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,,,Call 1,1.0,Yes,Yes,Both of them,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,Barack Obama was not a factor,2.0,,,,Went too far,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,,Yes,Oppose,,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,40.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Female,White women,Married women,Rural,Small Cities/Rural, Iowa,,,,Election day exit poll,,,,,,,,Bruce Braley did not,Joni Ernst did,Only Joni Ernst,Version 2,No,,52155.0,1.11905241012573
60548.0,Bruce Braley,Jack Hatch,,,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,,Complete,,,Call 1,3.0,,,,,,Staying about the same,Poor and staying the same,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,Very closely,Extremely or very closely,,3.0,,,Government should do more to solve problems,,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,,No,,,,Poor,Not so good or poor,Worried,Very worried,Approve,Somewhat approve,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal,76.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Black,,,Midwest,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000", Iowa,,,,Election day exit poll,Somewhat worried,Very or somewhat worried,Before that,Before that,Before that,Before that,Generally going in the right direction,,,,Version 1,No,,50310.0,0.496907025575638
60540.0,Bruce Braley,Jack Hatch,Legal,Legal in all cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,,Call 1,4.0,Yes,Yes,Both of them,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,To express support for Barack Obama,4.0,,,,Was about right,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,The economy,No,,No,Favor,,,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,113.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",Midwest,,Female,White women,Non married women,Rural,Small Cities/Rural, Iowa,,,,Election day exit poll,,,,,,,,Bruce Braley did not,Joni Ernst did,Only Joni Ernst,Version 2,Yes,,50436.0,0.970371842384338
83192.0,Bruce Braley,Jack Hatch,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,,Call 2,1.0,,,,,,Getting better,Getting better,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,Somewhat closely,Somewhat or not too closely,,4.0,,,Government is doing too many things better left to businesses and individuals,,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,,No,,,,Good,Excellent or good,Not worried,Not too worried,Approve,Somewhat approve,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,61.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,,Midwest,,Female,White women,,Rural,Small Cities/Rural, Iowa,,,,Election day exit poll,Somewhat worried,Very or somewhat worried,Before that,Before that,Before that,Before that,Seriously off on the wrong track,,,,Version 1,No,,50158.0,0.781338334083557
60533.0,Bruce Braley,Jack Hatch,Illegal,Illegal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,,Call 1,1.0,Yes,Yes,Both of them,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,Barack Obama was not a factor,2.0,,,,Went too far,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Health care,No,,Yes,Oppose,,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,9.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Female,White women,Married women,Suburbs,Suburbs, Iowa,,,,Election day exit poll,,,,,,,,Bruce Braley did,Joni Ernst did,Both of them,Version 2,No,,50677.0,0.862298727035522
60515.0,Bruce Braley,Jack Hatch,Legal,Legal in all cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,,,Call 1,1.0,Yes,No,Only Bruce Braley,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,Barack Obama was not a factor,2.0,,,,Was about right,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Health care,No,,No,Oppose,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,20.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",Midwest,,Female,White women,Non married women,Rural,Small Cities/Rural, Iowa,,,,Election day exit poll,,,,,,,,Bruce Braley did not,Joni Ernst did,Only Joni Ernst,Version 2,No,,52052.0,0.868738055229187
60513.0,Bruce Braley,Jack Hatch,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,,Call 1,3.0,,,,,,Getting better,Getting better,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,5.0,,,,Omit,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,No,,Yes,,Good,Excellent or good,,,,,Omit,Omit,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,41.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Male,White men,Married men,Suburbs,Suburbs, Iowa,,,,Election day exit poll,,,,,,,,,,,Version 2,No,,50125.0,0.849628746509552
99493.0,Bruce Braley,Jack Hatch,Legal,Legal in all cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,,Call 3,1.0,Yes,Yes,Both of them,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,Barack Obama was not a factor,1.0,,,,Was about right,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Health care,No,,Yes,Favor,,,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,54.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000", Iowa,,,,Election day exit poll,,,,,,,,Bruce Braley did,Joni Ernst did,Both of them,Version 2,No,,52405.0,1.03566658496857
60505.0,Bruce Braley,Jack Hatch,Legal,Legal in all cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,,Call 1,3.0,Yes,Yes,Both of them,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,To express support for Barack Obama,3.0,,,,Did not go far enough,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Foreign policy,No,,Yes,Favor,,,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,81.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",Midwest,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000", Iowa,,,,Election day exit poll,,,,,,,,Bruce Braley did not,Joni Ernst did,Only Joni Ernst,Version 2,No,,50314.0,0.554438948631287
60499.0,Bruce Braley,Jack Hatch,Legal,Legal in all cases,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,,Call 1,4.0,No,Yes,Only Joni Ernst,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,To express support for Barack Obama,5.0,,,,Was about right,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,Health care,No,,Yes,Favor,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,37.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",Midwest,,Female,White women,Married women,Suburbs,Suburbs, Iowa,,,,Election day exit poll,,,,,,,,Bruce Braley did,Joni Ernst did,Both of them,Version 2,Yes,,51555.0,0.858477830886841
60498.0,Bruce Braley,Jack Hatch,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Complete,Not liberal enough,No,Call 1,1.0,,,,Someone else,,,,Is fair to most Americans,College graduate,College graduate,More than High school graduate,White college degree,Too liberal,Favorable,Unfavorable,,,,2.0,Jeb Bush,,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,Legal,,,,,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,40.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,,,Midwest,Yes,Female,White women,,Rural,Small Cities/Rural, Iowa,Neither,Strongly oppose,Oppose,Election day exit poll,,,,,,,,,,,Version 3,No,All others,52155.0,1.1107577085495
60495.0,Bruce Braley,Jack Hatch,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,,Call 1,2.0,,,,,,Getting better,Getting better,,College graduate,College graduate,More than High school graduate,White college degree,,,,Extremely closely,Extremely or very closely,,1.0,,,Government should do more to solve problems,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,,,,Not so good,Not so good or poor,Worried,Somewhat worried,Approve,Strongly approve,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,Liberal,44.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,,,Midwest,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", Iowa,,,,Election day exit poll,Somewhat worried,Very or somewhat worried,Before that,Before that,Before that,Before that,Seriously off on the wrong track,,,,Version 1,No,,52240.0,0.780112445354462
99470.0,Bruce Braley,Jack Hatch,,,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,A few times a year,Occasionally,Complete,About right,No,Call 3,2.0,,,,Hillary Clinton,Hillary Clinton,,,Favors the wealthy,High school graduate,No college degree,High school graduate or less,Non white no college degree,About right,Favorable,Unfavorable,,,,1.0,Someone else,,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,No,Legal,,,,,,,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,44.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Black,,,Midwest,Yes,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000", Iowa,Neither,Neutral,Neutral,Election day exit poll,,,,,,,,,,,Version 3,No,All others,52240.0,0.563000977039337
83131.0,Bruce Braley,Jack Hatch,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,,,Not complete,,,Call 2,4.0,Yes,Yes,Both of them,,,,,,,,,,,,,,,Barack Obama was not a factor,5.0,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,45+,18-64,,,,,,,,37.0,,,Other,White,State questionnaire,Hispanic/Latino,Hispanic/Latino,,,Midwest,,Female,Latino women,,Suburbs,Suburbs, Iowa,,,,Election day exit poll,,,,,,,,Bruce Braley did,Joni Ernst did,Both of them,Version 2,,,51555.0,0.864888608455658
99428.0,Bruce Braley,Jack Hatch,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Complete,Not liberal enough,No,Call 3,4.0,,,,Hillary Clinton,Hillary Clinton,,,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,Too liberal,Favorable,Unfavorable,,,,2.0,Omit,,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,No,Legal,,,,,,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,32.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,,Midwest,Yes,Female,White women,,Rural,Small Cities/Rural, Iowa,Neither,Somewhat oppose,Oppose,Election day exit poll,,,,,,,,,,,Version 3,No,All others,50616.0,0.963745653629303
99426.0,Bruce Braley,Jack Hatch,Legal,Legal in most cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,,Call 3,2.0,Yes,No,Only Bruce Braley,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,To express support for Barack Obama,1.0,,,,Was about right,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Foreign policy,No,,Yes,Favor,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,94.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Midwest,,Female,White women,Married women,Suburbs,Suburbs, Iowa,,,,Election day exit poll,,,,,,,,Bruce Braley did not,Joni Ernst did,Only Joni Ernst,Version 2,No,,52722.0,1.05383610725403
60411.0,Bruce Braley,Jack Hatch,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,,Call 1,3.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,Approve,Omit,No,,,,,,Worried,Somewhat worried,Approve,Strongly approve,,,45+,65+,,,,,,,,41.0,,,White,White,National questionnaire,White,White,,,Midwest,,Male,White men,,Suburbs,Suburbs, Iowa,,,,Election day exit poll,Omit,Omit,,,,,,,,,Version 1,,,50125.0,0.855973482131958
60404.0,Bruce Braley,Jack Hatch,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,A few times a year,Occasionally,Complete,About right,No,Call 1,3.0,,,,Someone else,,,,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Too liberal,Favorable,Unfavorable,,,,3.0,Someone else,,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,Illegal,,,,,,,,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,81.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,,,Midwest,No,Male,White men,,"Cities 50,000-500,000","Cities over 50,000", Iowa,Tea Party supporter and not born-again,Somewhat support,Support,Election day exit poll,,,,,,,,,,,Version 3,Yes,All others,50314.0,0.591211915016174
