ID,SENMI14,GOVMI14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,AUTOHH,BACKSIDE,CALL,CDNUM,DETROITBAIL,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FOROBAMAS,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,LATINO,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RACEREL14,RCONGANG,RCONGANG2,REGION,REL5,RELIGN10,RELWHITE,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,STECMI,STECMI2,STECONBET,STECONDIR,TELEPOLL,TIME14FEWD,TIME14MTH,TIME14WK,TIMESEN14,TRACK,UNIONHH12,VERSION,WEIGHT,WHITEREL,WHNCLINC,WORK,WORKSEX,WRKWOMEN,WRKWOMEN4
56503.0,Gary Peters,Mark Schauer,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,,Complete,Call 1,12.0,Omit,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,3.0,Government should do more to solve problems,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,,No,,Worried,Very worried,Approve,Strongly approve,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,135.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,,Midwest,,,,,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000", Michigan,Not so good,Not so good or poor,Staying about the same,Poor and staying the same,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,,Version 1,0.981790840625763,,No,Yes,Working women,Working women,Working women
76747.0,Gary Peters,Mark Schauer,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,Complete,Call 2,14.0,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,2.0,,Went too far,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,The economy,No,No,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,105.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,,,,Female,Black women,Non married women,Suburbs,Suburbs, Michigan,,,,,Election day exit poll,,,,,,,Version 2,0.512093305587769,,No,Yes,Working women,Working women,Working women
76745.0,Gary Peters,Mark Schauer,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,Complete,Call 2,6.0,Good for Michigan,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,4.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,,Worried,Very worried,Approve,Somewhat approve,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,1.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,,,,Midwest,,,,,Male,White men,,Rural,Small Cities/Rural, Michigan,Good,Excellent or good,Staying about the same,Good and staying the same,Election day exit poll,Before that,In the last month,Before that,In the last month,Seriously off on the wrong track,,Version 1,0.655284643173218,,No,Yes,Working men,All others,Working men
92940.0,Gary Peters,Mark Schauer,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Yes,Complete,Call 3,2.0,,College graduate,College graduate,More than High school graduate,White college degree,,,Omit,5.0,,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,No,Yes,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,87.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,Stayed about the same,Omit,Omit,Midwest,Something else,Other,Something else,No,Male,White men,Married men,Suburbs,Suburbs, Michigan,,,,,Election day exit poll,,,,,,Yes,Version 2,0.72228479385376,White something else,No,,,,
56498.0,Gary Peters,Mark Schauer,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,,Complete,Call 1,13.0,Good for Michigan,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,1.0,Government should do more to solve problems,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,,No,,Not worried,Not too worried,Approve,Somewhat approve,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,146.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,,Midwest,,,,,Male,Black men,,"Cities over 500,000","Cities over 50,000", Michigan,Poor,Not so good or poor,Staying about the same,Poor and staying the same,Election day exit poll,In the last three days,In the last month,In the last week,In the last three days,Generally going in the right direction,,Version 1,0.385237842798233,,No,No,Non-working men,All others,Non-working men
92938.0,Gary Peters,Mark Schauer,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Yes,Complete,Call 3,2.0,,College graduate,College graduate,More than High school graduate,White college degree,,,Omit,5.0,,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,No,Yes,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,87.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,Stayed about the same,Omit,Omit,Midwest,Something else,Other,Something else,No,Male,White men,Married men,Suburbs,Suburbs, Michigan,,,,,Election day exit poll,,,,,,Yes,Version 2,0.72228479385376,White something else,No,,,,
92931.0,Gary Peters,Mark Schauer,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,Complete,Call 3,3.0,Good for Michigan,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,,4.0,Government should do more to solve problems,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Disapprove,,No,,Not worried,Not too worried,Approve,Somewhat approve,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,38.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,,,,Midwest,,,,,Male,White men,,Suburbs,Suburbs, Michigan,Good,Excellent or good,Getting better,Getting better,Election day exit poll,Before that,In the last month,In the last week,In the last week,Generally going in the right direction,,Version 1,0.691689372062683,,No,Yes,Working men,All others,Working men
76734.0,Gary Peters,Mark Schauer,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,Complete,Call 2,4.0,Good for Michigan,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,,5.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,,Worried,Very worried,Disapprove,Strongly disapprove,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,160.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,,,,Midwest,,,,,Male,White men,,Rural,Small Cities/Rural, Michigan,Not so good,Not so good or poor,Staying about the same,Poor and staying the same,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,,Version 1,0.839887082576752,,No,Yes,Working men,All others,Working men
56487.0,Gary Peters,Mark Schauer,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,Complete,Call 1,14.0,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,1.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,Health care,No,,Worried,Somewhat worried,Approve,Somewhat approve,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,141.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,,,,Midwest,,,,,Male,Black men,,"Cities over 500,000","Cities over 50,000", Michigan,,,,,Election day exit poll,,,,,,,Version 1,0.493954867124558,,No,,,,
10753.0,Gary Peters,Mark Schauer,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,,Complete,,14.0,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,1.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,The economy,Yes,,Worried,Very worried,Approve,Somewhat approve,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Other,Black,National questionnaire,Hispanic/Latino,Hispanic/Latino,,,,Midwest,,,,,Male,Latino men,,"Cities over 500,000","Cities over 50,000", Michigan,,,,,Telephone survey,,,,,,,Version 1,0.804089605808258,,No,,,,
80769.0,Gary Peters,Mark Schauer,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,Complete,Call 2,5.0,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,3.0,Government should do more to solve problems,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,No,,,,,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,17.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,Stayed about the same,,,Midwest,,,,No,Male,White men,,Suburbs,Suburbs, Michigan,,,,,Election day exit poll,,,,,Seriously off on the wrong track,,Version 4,0.799773335456848,,Yes,,,,
76718.0,Gary Peters,Mark Schauer,45-65,60+,60-64,45+,60+,50-64,,,,,Complete,Call 2,14.0,,High school graduate,No college degree,High school graduate or less,,,,,1.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999",,,,,,,,,,,,45+,18-64,Democrat,,,Democrat,Democratic Women,,Moderate,141.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,National questionnaire,,,,,,Midwest,,,,,Female,,,"Cities over 500,000","Cities over 50,000", Michigan,,,,,Election day exit poll,,,,,,,Version 5,0.453241884708405,,,,,,
56472.0,Gary Peters,Mark Schauer,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,Complete,Call 1,14.0,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,1.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,No,,,,,,,,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Women,All others,Moderate,147.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,National questionnaire,Black,Black,,,,Midwest,None,None,,,Female,Black women,,"Cities over 500,000","Cities over 50,000", Michigan,,,,,Election day exit poll,,,,,,,Version 5,0.348867893218994,Non-white,No,,,,
56468.0,Gary Peters,Mark Schauer,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,Complete,Call 1,10.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,2.0,Omit,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,,,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,71.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,Stayed about the same,,,Midwest,,,,No,Female,White women,,Suburbs,Suburbs, Michigan,,,,,Election day exit poll,,,,,Seriously off on the wrong track,,Version 4,1.26821005344391,,No,,,,
56464.0,Gary Peters,Mark Schauer,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,Complete,Call 1,1.0,Good for Michigan,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Omit,,5.0,Government should do more to solve problems,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Disapprove,,No,,Worried,Somewhat worried,Approve,Strongly approve,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,23.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,,,Midwest,,,,,Female,White women,,Rural,Small Cities/Rural, Michigan,Not so good,Not so good or poor,Getting better,Getting better,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,,Version 1,1.04877531528473,,No,No,Non-working women,All others,Non-working women
56459.0,Gary Peters,Mark Schauer,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,Complete,Call 1,11.0,Good for Michigan,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,1.0,Government should do more to solve problems,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,,No,,Worried,Somewhat worried,Approve,Strongly approve,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,153.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,,,Midwest,,,,,Female,White women,,Suburbs,Suburbs, Michigan,Good,Excellent or good,Getting better,Getting better,Election day exit poll,Before that,Before that,Before that,Before that,Generally going in the right direction,,Version 1,1.0982803106308,,No,Yes,Working women,Working women,Working women
92898.0,Gary Peters,Mark Schauer,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,,Complete,Call 3,14.0,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,2.0,,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,The economy,Yes,No,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,105.0,Liberal Democrats,Liberal Democrats,Other,American Indian,National questionnaire,Hispanic/Latino,Hispanic/Latino,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,,,,Female,Latino women,Non married women,Suburbs,Suburbs, Michigan,,,,,Election day exit poll,,,,,,,Version 2,0.510578095912933,,No,No,Non-working women,All others,Non-working women
80748.0,Gary Peters,Mark Schauer,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,No,Complete,Call 2,12.0,,College graduate,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,3.0,,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,The economy,No,No,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,135.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,Stayed about the same,Angry,"Dissatisfied, but not angry or angry",Midwest,Something else,Other,Something else,Yes,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000", Michigan,,,,,Election day exit poll,,,,,,No,Version 2,0.694905281066895,White something else,No,,,,
78829.0,Gary Peters,Mark Schauer,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,Complete,Call 2,10.0,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,3.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,,,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,47.0,,,White,White,National questionnaire,White,White,Stayed about the same,,,Midwest,,,,Yes,Female,White women,,Suburbs,Suburbs, Michigan,,,,,Election day exit poll,,,,,Generally going in the right direction,,Version 4,0.734614133834839,,Yes,,,,
76694.0,Gary Peters,Mark Schauer,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,All others,All others,Yes,Complete,Call 2,13.0,,College graduate,College graduate,More than High school graduate,Non white college degree,,,To express support for Barack Obama,1.0,,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,The economy,No,,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,All Other,Democrat,Democratic Women,Non-White Democrats,Moderate,146.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Other,State questionnaire,Other,Other,Gotten worse,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,Something else,Other,,No,Female,All other races,,"Cities over 500,000","Cities over 50,000", Michigan,,,,,Election day exit poll,,,,,,Yes,Version 2,0.347835630178452,Non-white,No,,,,
77267.0,Gary Peters,Mark Schauer,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,All others,All others,,Complete,Call 2,14.0,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,2.0,,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,Illegal immigration,No,No,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Democrat,Non-black Democrat,All Other,Democrat,Democratic Women,Non-White Democrats,Moderate,105.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Other,National questionnaire,Other,Other,,Angry,"Dissatisfied, but not angry or angry",Midwest,,,,,Female,All other races,Non married women,Suburbs,Suburbs, Michigan,,,,,Election day exit poll,,,,,,,Version 2,0.510578095912933,,No,No,Non-working women,All others,Non-working women
56444.0,Gary Peters,Mark Schauer,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Yes,Complete,Call 1,2.0,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,Barack Obama was not a factor,5.0,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,Health care,No,Yes,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Republican,Black non-Democrat,All Republicans,Republican,Republican Men,All others,Moderate,88.0,Conservative Republicans,Mod./Liberal Republicans,Black,Black,State questionnaire,Black,Black,Stayed about the same,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Midwest,None,None,,No,Male,Black men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,,,,Election day exit poll,,,,,,Yes,Version 2,1.09875595569611,Non-white,No,,,,
78656.0,Gary Peters,Mark Schauer,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,Complete,Call 2,10.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,No,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,69.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,Angry,"Dissatisfied, but not angry or angry",Midwest,,,,,Female,White women,Non married women,Suburbs,Suburbs, Michigan,,,,,Election day exit poll,,,,,,,Version 2,0.586783766746521,,No,No,Non-working women,All others,Non-working women
76685.0,Gary Peters,Mark Schauer,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,,Complete,Call 2,14.0,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,,1.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,Health care,No,,Worried,Very worried,Approve,Strongly approve,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,145.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black,,,,Midwest,,,,,Female,Black women,,"Cities over 500,000","Cities over 50,000", Michigan,,,,,Election day exit poll,,,,,,,Version 1,0.721920430660248,,No,,,,
76674.0,Gary Peters,Mark Schauer,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,No,Complete,Call 2,2.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,To express support for Barack Obama,4.0,,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,Illegal immigration,No,No,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,115.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,Gotten worse,Angry,"Dissatisfied, but not angry or angry",Midwest,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Yes,Female,White women,Non married women,Suburbs,Suburbs, Michigan,,,,,Election day exit poll,,,,,,No,Version 2,0.704263508319855,White Protestants,No,,,,
77624.0,Gary Peters,Mark Schauer,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,All others,All others,,Complete,Call 2,14.0,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,1.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,Health care,No,,Worried,Somewhat worried,Approve,Somewhat approve,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,Independent Men,All others,Liberal,145.0,Moderate/Liberal Republicans,Liberal Independents,Other,American Indian,National questionnaire,Other,American Indian,,,,Midwest,,,,,Male,All other races,,"Cities over 500,000","Cities over 50,000", Michigan,,,,,Election day exit poll,,,,,,,Version 1,0.919226765632629,,No,,,,
56412.0,Gary Peters,Mark Schauer,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,Complete,Call 1,13.0,Bad for Michigan,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,1.0,Government should do more to solve problems,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,,No,,Worried,Very worried,Approve,Somewhat approve,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Conservative,146.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,,Midwest,,,,,Male,Black men,,"Cities over 500,000","Cities over 50,000", Michigan,Not so good,Not so good or poor,Getting worse,Worse,Election day exit poll,Before that,In the last month,In the last week,In the last week,Seriously off on the wrong track,,Version 1,0.349061459302902,,No,No,Non-working men,All others,Non-working men
56406.0,Gary Peters,Mark Schauer,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,,Complete,Call 1,14.0,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,1.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,Yes,,,,,,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,147.0,Liberal Democrats,Liberal Democrats,Other,Black,National questionnaire,Hispanic/Latino,Hispanic/Latino,,,,Midwest,Protestant/Other Non-Catholic Christian,Other christian,,,Female,Latino women,,"Cities over 500,000","Cities over 50,000", Michigan,,,,,Election day exit poll,,,,,,Yes,Version 3,0.491436541080475,Non-white,No,,,,
56403.0,Gary Peters,Mark Schauer,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,All others,All others,No,Complete,Call 1,12.0,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,To express support for Barack Obama,3.0,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,The economy,No,Yes,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,All Other,Democrat,Democratic Men,Non-White Democrats,Conservative,135.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,American Indian,State questionnaire,Other,American Indian,Gotten better,Angry,"Dissatisfied, but not angry or angry",Midwest,Protestant/Other Non-Catholic Christian,Protestant,,No,Male,All other races,Married men,"Cities 50,000-500,000","Cities over 50,000", Michigan,,,,,Election day exit poll,,,,,,Yes,Version 2,0.767350077629089,Non-white,No,,,,
57344.0,Gary Peters,Mark Schauer,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,Complete,Call 1,14.0,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,,1.0,,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,The economy,No,No,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,147.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Midwest,,,,,Male,Black men,Non married men,"Cities over 500,000","Cities over 50,000", Michigan,,,,,Election day exit poll,,,,,,,Version 2,0.349061459302902,,No,Yes,Working men,All others,Working men
