ID,AMD2FL14,GOVFL14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CRISTPARTY,CUBAN3,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVCRIST,FAVDEM2,FAVREP2,FAVSCOTT,GEOCODE,GOVTDO10,HEALTHCARE14,HILLVREP,IMMDEPORT,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,JBUSHPRES,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RACEREL14,RCONGANG,RCONGANG2,REGION,REL5,RELIGN10,RELWHITE,RUBIOPRES,SAMESEXM12,SCOTTCONSRV,SCOTTHEALTH,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TRACK,VERSION,WEIGHT,WHITEREL,WHNCLINC
92392.0,Yes,Charlie Crist,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Call 3,17.0,,No,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,4.0,,,Hillary Clinton,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,,,,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,20.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,,,,South,None,None,,,,,,Male,Black men,,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,Election day exit poll,,Version 3,0.686379015445709,Non-white,No
92315.0,Yes,Charlie Crist,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,All others,All others,Complete,Call 3,7.0,,No,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,2.0,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,No,,,,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,Independent Women,All others,Moderate,108.0,Moderate/Liberal Republicans,Moderate Independents,Other,Other,National questionnaire,Other,Other,,,,South,,,,,,,,Female,All other races,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 5,0.677503407001495,Non-white,No
92314.0,Yes,Charlie Crist,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,All others,All others,Complete,Call 3,7.0,,No,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,2.0,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,No,,,,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,Independent Women,All others,Moderate,108.0,Moderate/Liberal Republicans,Moderate Independents,Other,Other,National questionnaire,Other,Other,,,,South,,,,,,,,Female,All other races,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 5,0.677503407001495,Non-white,No
92115.0,Yes,Charlie Crist,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,7.0,,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,2.0,,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,,,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,108.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,South,None,None,None,,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 5,0.599995255470276,White none,Yes
72125.0,Yes,Charlie Crist,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,Call 2,20.0,,No,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,5.0,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,No,,,,,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,12.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,,,,South,Protestant/Other Non-Catholic Christian,Other christian,,,,,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 5,0.423441827297211,Non-white,No
55948.0,Yes,Charlie Crist,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 1,22.0,,No,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,,,5.0,,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,No,,,,,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal,84.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black,,,,South,Protestant/Other Non-Catholic Christian,Other christian,,,,,,Male,Black men,,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 5,0.505398333072662,Non-white,No
56278.0,Yes,Charlie Crist,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Call 1,20.0,,No,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,5.0,,,Hillary Clinton,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,,,,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal,12.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black,,,,South,Something else,Other,,,,,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 3,0.423441827297211,Non-white,No
55287.0,Yes,Charlie Crist,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,15.0,,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,3.0,,,Hillary Clinton,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Yes,,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,51.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,South,Catholic,Catholic,Catholic,,,,,Male,White men,Married men,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 3,0.53264331817627,White Catholics,No
91776.0,Yes,Charlie Crist,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,Call 3,7.0,,No,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,2.0,,,Hillary Clinton,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Yes,,,,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,108.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,,,,South,Protestant/Other Non-Catholic Christian,Other christian,,,,,,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 3,0.657326757907867,Non-white,No
11655.0,Yes,Charlie Crist,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,15.0,,No,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,2.0,,,Hillary Clinton,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Yes,,,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White,,,,South,Jewish,Jewish,Jewish,,,,,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,Telephone survey,,Version 3,1.21777522563934,White Jewish,No
56359.0,Yes,Charlie Crist,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,22.0,,No,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,5.0,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,No,,,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,86.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,South,Jewish,Jewish,Jewish,,,,,Female,White women,,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 5,0.35223001241684,White Jewish,No
66429.0,Yes,Charlie Crist,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,Call 2,4.0,,No,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,1.0,,,Hillary Clinton,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,No,,,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,41.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black,,,,South,Protestant/Other Non-Catholic Christian,Other christian,,,,,,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 3,0.570149838924408,Non-white,No
57976.0,Yes,Charlie Crist,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,1.0,,No,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,Yes,,,,,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Liberal,105.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,,,,South,None,None,None,,,,,Female,White women,,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 5,0.515105903148651,White none,No
74775.0,Yes,Charlie Crist,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 2,1.0,,No,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,,,Hillary Clinton,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Yes,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,105.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,,,,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,,,,,Male,White men,Married men,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 3,0.553626477718353,White Protestants,No
11709.0,Yes,Charlie Crist,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,5.0,,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,4.0,,,It depends,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Yes,,,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,,,,South,None,None,None,,,,,Male,White men,Married men,Suburbs,Suburbs,English,Florida,Telephone survey,,Version 3,1.25018739700317,White none,Yes
57882.0,Yes,Charlie Crist,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Call 1,15.0,,No,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,3.0,,,Hillary Clinton,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,No,,,,,,,18-44,18-64,Republican,Black non-Democrat,All Republicans,Republican,Republican Women,All others,Conservative,57.0,Independent/Something else,Conservative Republicans,Black,Black,National questionnaire,Black,Black,,,,South,Protestant/Other Non-Catholic Christian,Other christian,,,,,,Female,Black women,Non married women,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 3,0.659538090229034,Non-white,No
89534.0,Yes,Charlie Crist,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Call 3,15.0,,"Yes, other Hispanic",Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,4.0,,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,Yes,,,,,,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal,97.0,Liberal Democrats,Liberal Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Hispanic/Latino,,,,South,Catholic,Catholic,,,,,,Male,Latino men,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 5,0.626513600349426,Non-white,No
57765.0,Yes,Charlie Crist,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Call 1,15.0,,"Yes, Cuban",High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,3.0,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,No,,,,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,Independent Men,All others,Moderate,57.0,Moderate/Liberal Republicans,Moderate Independents,Other,,National questionnaire,Hispanic/Latino,Hispanic/Latino,,,,South,Protestant/Other Non-Catholic Christian,Protestant,,,,,,Male,Latino men,,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 5,0.470196217298508,Non-white,No
56273.0,Yes,Charlie Crist,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,22.0,,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,5.0,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,No,,,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,86.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,,,,South,Jewish,Jewish,Jewish,,,,,Male,White men,,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 5,0.371450752019882,White Jewish,No
57656.0,Yes,Charlie Crist,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 1,15.0,,No,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,3.0,,,It depends,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Yes,,,,,,,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Men,All others,Moderate,57.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,National questionnaire,Black,Black,,,,South,Protestant/Other Non-Catholic Christian,Other christian,,,,,,Male,Black men,Married men,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 3,0.615957975387573,Non-white,No
57523.0,Yes,Charlie Crist,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Call 1,15.0,,No,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,,3.0,,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,Yes,,,,,,,,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Something else,Independent Women,All others,Moderate,57.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,National questionnaire,Black,Black,,,,South,None,None,,,,,,Female,Black women,,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 5,0.58408522605896,Non-white,No
74306.0,Yes,Charlie Crist,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 2,1.0,,No,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,,,It depends,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,No,,,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,105.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,,,,South,Catholic,Catholic,Catholic,,,,,Female,White women,Non married women,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 3,0.515105903148651,White Catholics,No
74159.0,Yes,Charlie Crist,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,22.0,,No,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,5.0,,,,,,,,,,,,,,No,,,,,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,84.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,,,,South,,,,,,,,Male,White men,,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 5,0.470160037279129,,No
90830.0,Yes,Charlie Crist,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 3,20.0,,No,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,,5.0,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,Yes,,,,,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,12.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black,,,,South,Catholic,Catholic,,,,,,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 5,0.401530802249908,Non-white,No
90613.0,Yes,Charlie Crist,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Call 3,8.0,,No,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,2.0,,,Hillary Clinton,,,,,,,,,,,,Yes,,,,,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,,7.0,,,Black,Black,National questionnaire,Black,Black,,,,South,Protestant/Other Non-Catholic Christian,Protestant,,,,,,Male,Black men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 3,0.685703992843628,Non-white,No
90544.0,Yes,Charlie Crist,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,7.0,,No,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,2.0,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,No,,,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,108.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,,,,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 5,0.599995255470276,White Protestants,No
90469.0,Yes,Charlie Crist,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Call 3,7.0,,No,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,2.0,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,No,,,,,,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,108.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Hispanic/Latino,,,,South,Catholic,Catholic,,,,,,Male,Latino men,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 5,0.632736206054688,Non-white,No
65211.0,Yes,Charlie Crist,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,7.0,,No,College graduate,College graduate,More than High school graduate,White college degree,,,,,2.0,,,Hillary Clinton,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Yes,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,108.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,,,,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,,,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 3,0.599995255470276,White Protestants,No
65210.0,Yes,Charlie Crist,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,7.0,,No,College graduate,College graduate,More than High school graduate,White college degree,,,,,2.0,,,Hillary Clinton,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Yes,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,108.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,,,,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,,,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 3,0.599995255470276,White Protestants,No
73570.0,Yes,Charlie Crist,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 2,17.0,,No,College graduate,College graduate,More than High school graduate,White college degree,,,,,4.0,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,,,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,20.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,South,None,None,None,,,,,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,Election day exit poll,,Version 5,0.526128649711609,White none,No
90362.0,Yes,Charlie Crist,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Call 3,20.0,,No,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,5.0,,,Hillary Clinton,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,No,,,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,12.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black,,,,South,Protestant/Other Non-Catholic Christian,Other christian,,,,,,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 3,0.401530802249908,Non-white,No
56680.0,Yes,Charlie Crist,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,17.0,,No,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,4.0,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,,,,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,20.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,,,,South,Catholic,Catholic,Catholic,,,,,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,Election day exit poll,,Version 5,0.536213099956512,White Catholics,No
10129.0,Yes,Charlie Crist,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,,2.0,,No,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,,1.0,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,Yes,,,,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,,,,South,Protestant/Other Non-Catholic Christian,Other christian,,,,,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Telephone survey,,Version 5,1.41513180732727,Non-white,No
56623.0,Yes,Charlie Crist,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Call 1,20.0,,"Yes, Cuban",Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,5.0,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,No,,,,,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,All others,Moderate,12.0,Conservative Republicans,Mod./Liberal Republicans,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Hispanic/Latino,,,,South,Protestant/Other Non-Catholic Christian,Other christian,,,,,,Female,Latino women,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 5,0.413855761289597,Non-white,No
90216.0,Yes,Charlie Crist,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,22.0,,No,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,5.0,,,Hillary Clinton,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,No,,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,86.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,South,Catholic,Catholic,Catholic,,,,,Male,White men,Non married men,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 3,0.419435203075409,White Catholics,No
90128.0,Yes,Charlie Crist,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,Call 3,4.0,,No,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,1.0,,,,,,,,,,,,,,No,,,,,,,,45+,18-64,Republican,Black non-Democrat,All Republicans,Republican,Republican Men,All others,Moderate,44.0,Conservative Republicans,Mod./Liberal Republicans,Black,Black,National questionnaire,Black,Black,,,,South,None,None,,,,,,Male,Black men,,"Cities over 500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 5,0.56205826997757,Non-white,No
