ID,SENLA14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,CALL,CASSIDYCNSRV,CDNUM,CONTACTCASSIDY,CONTACTLA14,CONTACTLANDRIEU,ECONBETT,ECONDIR,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FOROBAMAS,GEOCODE,GOVTDO10,GUNOWNER12,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,JINDALPRES,LANDRIEUTOOCLOSE,LATINO,MARIJUANALAW,MARRIED,MINWAGE14,NEC,NEC2,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,PTYIMPT14,PTYIMPT14B,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RCONGANG,RCONGANG2,REGION,REL5,RELIGN10,RELWHITE,RUNOFFLA14,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TEAPARTY,TEAPARTY3,TELEPOLL,TERRWORR,TERWORR2,TIME14FEWD,TIME14MTH,TIME14WK,TIMESEN14,TRACK,VERSION,WEIGHT,WHNCLINC
74400.0,Bill Cassidy,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,Call 2,,3.0,Yes,Only Bill Cassidy,No,,,College graduate,College graduate,More than High school graduate,White college degree,,,To express opposition to Barack Obama,2.0,,Yes,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Health care,,,No,,Yes,,,,,,,,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,89.0,Independent/Something else,Conservative Republicans,Very important,Important,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,,,,Bill Cassidy,,Female,White women,Married women,Suburbs,Suburbs, Louisiana,,,Election day exit poll,,,,,,,,Version 2,2.00510501861572,No
78446.0,Bill Cassidy,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,Call 2,,1.0,,,,Getting worse,Worse,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,Government is doing too many things better left to businesses and individuals,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,,,,No,,Yes,,Not so good,Not so good or poor,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,42.0,Independent/Something else,Conservative Republicans,,,White,White,State questionnaire,White,White,,,South,,,,Bill Cassidy,,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Louisiana,,,Election day exit poll,Very worried,Very or somewhat worried,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,1.12371182441711,No
74395.0,Bill Cassidy,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,Call 2,,2.0,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,No,,,,,,,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,113.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,White,White,National questionnaire,White,White,,,South,Catholic,Catholic,Catholic,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", Louisiana,Neutral,Neutral,Election day exit poll,,,,,,,,Version 5,0.927066922187805,No
62238.0,Bill Cassidy,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Never,Never,Catholic/Do not attend weekly,Complete,Call 1,Not conservative enough,1.0,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,,4.0,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,Too often,No,Legal,,Favor,,,,,,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,99.0,Moderate/Liberal Republicans,Conservative Independents,,,White,White,State questionnaire,White,White,,,South,Catholic,Catholic,Catholic,Bill Cassidy,No,Male,White men,,"Cities 50,000-500,000","Cities over 50,000", Louisiana,Neutral,Neutral,Election day exit poll,,,,,,,,Version 3,1.19181549549103,No
58185.0,Bill Cassidy,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Catholic/Attend weekly,Complete,Call 1,About right,3.0,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,2.0,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,Too often,No,Illegal,,Oppose,,,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,52.0,Independent/Something else,Conservative Republicans,,,White,White,State questionnaire,White,White,,,South,Catholic,Catholic,Catholic,Bill Cassidy,No,Male,White men,,Suburbs,Suburbs, Louisiana,Somewhat support,Support,Election day exit poll,,,,,,,,Version 3,2.06428194046021,No
74378.0,Bill Cassidy,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,Call 2,,5.0,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,1.0,Government is doing too many things better left to businesses and individuals,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,No,Legal,,,,,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,75.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,National questionnaire,White,White,,,South,,,,,No,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural, Louisiana,,,Election day exit poll,,,,,,,Seriously off on the wrong track,Version 4,1.05148780345917,No
74367.0,Bill Cassidy,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,Call 2,,2.0,No,Neither of them,No,,,College graduate,College graduate,More than High school graduate,White college degree,,,To express opposition to Barack Obama,3.0,,Yes,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,,,No,,No,,,,,,,,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,41.0,Conservative Republicans,Mod./Liberal Republicans,Somewhat important,Important,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",South,,,,Bill Cassidy,,Male,White men,Non married men,Suburbs,Suburbs, Louisiana,,,Election day exit poll,,,,,,,,Version 2,1.45066654682159,No
58169.0,Bill Cassidy,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,Call 1,,4.0,No,Neither of them,No,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,To express opposition to Barack Obama,1.0,,Yes,Omit,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,Health care,,,No,,Yes,,,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,19.0,Moderate/Liberal Republicans,Liberal Independents,Not at all important,Not important,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,,,,Bill Cassidy,,Female,White women,Married women,Rural,Small Cities/Rural, Louisiana,,,Election day exit poll,,,,,,,,Version 2,1.4284360408783,Yes
74363.0,Bill Cassidy,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Complete,Call 2,,2.0,,,,Staying about the same,Good and staying the same,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,Government is doing too many things better left to businesses and individuals,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,,,,No,,Yes,,Good,Excellent or good,Not worried,Not too worried,Disapprove,Somewhat disapprove,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,28.0,Independent/Something else,Conservative Republicans,,,White,White,State questionnaire,White,White,,,South,,,,Bill Cassidy,,Male,White men,Married men,Suburbs,Suburbs, Louisiana,,,Election day exit poll,Somewhat worried,Very or somewhat worried,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,0.878508746623993,No
98848.0,Bill Cassidy,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Catholic/Attend weekly,Complete,Call 3,About right,1.0,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,4.0,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,Too often,No,Omit,,Favor,,,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,46.0,Conservative Republicans,Mod./Liberal Republicans,,,White,White,State questionnaire,White,White,,,South,Catholic,Catholic,Catholic,Bill Cassidy,No,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural, Louisiana,Neutral,Neutral,Election day exit poll,,,,,,,,Version 3,1.01168131828308,Yes
98637.0,Bill Cassidy,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,Call 3,,3.0,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,No,,,,,,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,38.0,Moderate/Liberal Republicans,Conservative Independents,,,White,White,National questionnaire,White,White,,,South,Catholic,Catholic,Catholic,,,Female,White women,,Suburbs,Suburbs, Louisiana,Neutral,Neutral,Election day exit poll,,,,,,,,Version 5,1.09369361400604,No
75663.0,Bill Cassidy,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,Call 2,,5.0,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,,1.0,Government is doing too many things better left to businesses and individuals,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,No,Illegal,,,,,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,75.0,Conservative Republicans,Mod./Liberal Republicans,,,White,White,National questionnaire,White,White,,,South,,,,,No,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural, Louisiana,,,Election day exit poll,,,,,,,Seriously off on the wrong track,Version 4,1.05148780345917,No
74335.0,Bill Cassidy,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,,,,Complete,Call 2,,2.0,Yes,Only Bill Cassidy,No,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,To express opposition to Barack Obama,4.0,,Yes,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,,,No,,Yes,,,,,,,,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,43.0,Independent/Something else,Conservative Republicans,Very important,Important,White,White,State questionnaire,White,White,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",South,,,,Bill Cassidy,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000", Louisiana,,,Election day exit poll,,,,,,,,Version 2,1.09225428104401,No
74328.0,Bill Cassidy,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Once a week,Weekly,Catholic/Attend weekly,Complete,Call 2,Too conservative,2.0,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,,3.0,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,No,Too often,No,Illegal,,Oppose,,,,,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,29.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,White,White,State questionnaire,White,White,,,South,Catholic,Catholic,Catholic,Bill Cassidy,Yes,Male,White men,,"Cities 50,000-500,000","Cities over 50,000", Louisiana,Somewhat oppose,Oppose,Election day exit poll,,,,,,,,Version 3,0.878508746623993,No
74318.0,Bill Cassidy,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,Call 2,,2.0,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,3.0,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Disapprove,Health care,,,No,,,,,,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,113.0,Independent/Something else,Conservative Republicans,,,White,White,National questionnaire,White,White,,,South,,,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", Louisiana,,,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,,Version 1,1.00533747673035,No
75284.0,Bill Cassidy,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,Call 2,,1.0,Yes,Both of them,Yes,,,College graduate,College graduate,More than High school graduate,White college degree,,,To express opposition to Barack Obama,4.0,,No,Went too far,,,,,,,,,The economy,,,No,,Yes,,,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,49.0,Independent/Something else,Conservative Republicans,Very important,Important,White,White,State questionnaire,White,White,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",South,,,,Bill Cassidy,,Female,White women,Married women,Suburbs,Suburbs, Louisiana,,,Election day exit poll,,,,,,,,Version 2,1.09598803520203,No
74606.0,Bill Cassidy,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,More than once a week,Weekly,Protestant/Attend weekly,Complete,Call 2,,2.0,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,3.0,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,,No,,Yes,,,,,,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,113.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,White,White,National questionnaire,White,White,,,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000", Louisiana,,,Election day exit poll,,,,,,,,Version 3,1.00533747673035,Yes
58117.0,Bill Cassidy,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,Call 1,,2.0,No,Only Mary Landrieu,Yes,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,To express opposition to Barack Obama,2.0,,Yes,Went too far,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,The economy,,,No,,No,,,,,,,,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,85.0,Moderate/Liberal Republicans,Moderate Independents,Very important,Important,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,,,,Bill Cassidy,,Female,White women,Non married women,Suburbs,Suburbs, Louisiana,,,Election day exit poll,,,,,,,,Version 2,1.15362203121185,Yes
74311.0,Bill Cassidy,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,A few times a month,Occasionally,All others,Complete,Call 2,Not conservative enough,2.0,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,3.0,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,No,Too often,No,Legal,,Oppose,,,,,,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,26.0,Conservative Republicans,Mod./Liberal Republicans,,,White,White,State questionnaire,White,White,,,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,Bill Cassidy,No,Male,White men,,Suburbs,Suburbs, Louisiana,Neutral,Neutral,Election day exit poll,,,,,,,,Version 3,0.866370260715485,No
98079.0,Bill Cassidy,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,Call 3,,1.0,,,,Getting worse,Worse,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,4.0,Government is doing too many things better left to businesses and individuals,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Disapprove,,,,No,,Yes,,Not so good,Not so good or poor,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,42.0,Conservative Republicans,Mod./Liberal Republicans,,,White,White,State questionnaire,White,White,,,South,,,,Bill Cassidy,,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Louisiana,,,Election day exit poll,Somewhat worried,Very or somewhat worried,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,1.12371182441711,No
96809.0,Bill Cassidy,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,Call 3,,3.0,Yes,Both of them,Yes,,,College graduate,College graduate,More than High school graduate,White college degree,,,To express opposition to Barack Obama,2.0,,Yes,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,The economy,,,No,,Yes,,,,,,,,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,58.0,Moderate/Liberal Republicans,Conservative Independents,Somewhat important,Important,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,,,,Bill Cassidy,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000", Louisiana,,,Election day exit poll,,,,,,,,Version 2,1.47744572162628,No
58591.0,Bill Cassidy,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Not complete,Call 1,,1.0,,,,,,,,,,,,,4.0,Government is doing too many things better left to businesses and individuals,,,,,,,,,,Disapprove,,,,No,,,,,,,,,,,,45+,18-64,,,,,,,,48.0,,,,,White,White,State questionnaire,White,White,,,South,,,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", Louisiana,,,Election day exit poll,,,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,0.854016661643982,
74301.0,Bill Cassidy,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Complete,Call 2,,2.0,No,Only Mary Landrieu,Yes,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,3.0,,Yes,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Foreign policy,,,No,,,,,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,28.0,Moderate/Liberal Republicans,Conservative Independents,Not too important,Not important,White,White,State questionnaire,White,White,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",South,,,,Omit,,Female,White women,,Suburbs,Suburbs, Louisiana,,,Election day exit poll,,,,,,,,Version 2,0.796436131000519,No
74297.0,Bill Cassidy,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,Call 2,,3.0,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,,2.0,Government should do more to solve problems,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,No,Illegal,,,,,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,,38.0,,,,,White,White,National questionnaire,White,White,,,South,,,,,Yes,Female,White women,,Suburbs,Suburbs, Louisiana,,,Election day exit poll,,,,,,,Seriously off on the wrong track,Version 4,1.09369361400604,No
98583.0,Bill Cassidy,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Catholic/Do not attend weekly,Complete,Call 3,About right,1.0,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,4.0,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,Yes,Too often,No,Legal,,Favor,,,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,42.0,Independent/Something else,Conservative Republicans,,,White,White,State questionnaire,White,White,,,South,Catholic,Catholic,Catholic,Bill Cassidy,No,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural, Louisiana,Neutral,Neutral,Election day exit poll,,,,,,,,Version 3,0.939418315887451,No
74284.0,Bill Cassidy,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,,Complete,Call 2,,4.0,Yes,Only Bill Cassidy,No,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,To express opposition to Barack Obama,1.0,,Yes,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,The economy,,,No,,No,,,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,3.0,Independent/Something else,Conservative Republicans,Very important,Important,White,White,State questionnaire,White,White,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",South,,,,Bill Cassidy,,Male,White men,Non married men,Rural,Small Cities/Rural, Louisiana,,,Election day exit poll,,,,,,,,Version 2,3.06194996833801,Yes
58086.0,Bill Cassidy,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,Call 1,,3.0,No,Neither of them,No,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Barack Obama was not a factor,2.0,,Yes,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,,,No,,Yes,,,,,,,,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,52.0,Moderate/Liberal Republicans,Conservative Independents,Very important,Important,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",South,,,,Bill Cassidy,,Male,White men,Married men,Suburbs,Suburbs, Louisiana,,,Election day exit poll,,,,,,,,Version 2,2.06428194046021,No
55654.0,Bill Cassidy,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,Call 1,,2.0,No,Neither of them,No,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,To express opposition to Barack Obama,4.0,,No,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Health care,,,No,,Yes,,,,,,,,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,43.0,Moderate/Liberal Republicans,Conservative Independents,Very important,Important,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",South,,,,Bill Cassidy,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000", Louisiana,,,Election day exit poll,,,,,,,,Version 2,0.863832592964172,No
98039.0,Bill Cassidy,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,Call 3,,2.0,No,Neither of them,No,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,To express opposition to Barack Obama,2.0,,No,Went too far,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,Foreign policy,,,No,,No,,,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,85.0,Independent/Something else,Conservative Republicans,Very important,Important,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",South,,,,Bill Cassidy,,Female,White women,Non married women,Suburbs,Suburbs, Louisiana,,,Election day exit poll,,,,,,,,Version 2,1.15362203121185,Yes
74276.0,Bill Cassidy,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,Call 2,,2.0,,,,Getting worse,Worse,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,Government is doing too many things better left to businesses and individuals,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Approve,,,,No,,Yes,,Not so good,Not so good or poor,Worried,Very worried,Disapprove,Strongly disapprove,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,25.0,Independent/Something else,Conservative Republicans,,,White,White,State questionnaire,White,White,,,South,,,,Bill Cassidy,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000", Louisiana,,,Election day exit poll,Somewhat worried,Very or somewhat worried,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,1.08752083778381,No
