ID,SENTX14,GOVTX14,LTGOVTX14,ABORT2,ABORTION,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CRUZPRES,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,LATINO,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PERRYPRES,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TRACK,VERSION,WHNCLINC,WHTEVANG,ZIPCODE,WEIGHT
67766.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,No,Call 1,16.0,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,6.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Yes,,,,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Women,Non-White Democrats,No,Moderate,43.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Hispanic/Latino,South,Female,Latino women,,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,,Version 5,No,All others,79936.0,0.269702732563019
79908.0,David Alameel,Wendy Davis,Leticia Van de Putte,Legal,Legal in most cases,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,No,Call 2,1.0,No,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Unfavorable,Favorable,1.0,Government should do more to solve problems,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",No,Yes,Worried,Very worried,Approve,Somewhat approve,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,No,Liberal,91.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Black,South,Male,Black men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Election day exit poll,Generally going in the right direction,Version 1,No,All others,75703.0,0.645835220813751
95264.0,David Alameel,Wendy Davis,Leticia Van de Putte,Legal,Legal in most cases,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,Yes,Call 3,30.0,Yes,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",No,No,Worried,Somewhat worried,Approve,Strongly approve,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Yes,Moderate,34.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,South,Female,Black women,Non married women,Suburbs,Suburbs,English,Texas,Election day exit poll,Seriously off on the wrong track,Version 1,No,All others,75116.0,1.14252257347107
96094.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 3,18.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,Moderate,60.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,South,Female,White women,,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Generally going in the right direction,Version 4,No,,77068.0,0.792876720428467
79892.0,David Alameel,Wendy Davis,Leticia Van de Putte,Illegal,Illegal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,5.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,1.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,No,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,,Moderate,1.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,South,Male,White men,Non married men,Rural,Small Cities/Rural,English,Texas,Election day exit poll,,Version 3,No,All others,75801.0,0.591383397579193
95243.0,David Alameel,Wendy Davis,Leticia Van de Putte,Legal,Legal in most cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 3,10.0,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,Worried,Somewhat worried,Disapprove,Somewhat disapprove,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,No,Moderate,64.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,South,Female,White women,Married women,Suburbs,Suburbs,English,Texas,Election day exit poll,Seriously off on the wrong track,Version 1,No,White Born-again/Evangelical Christians,77429.0,0.654770374298096
63674.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 1,32.0,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,2.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",No,,Worried,Very worried,Approve,Strongly approve,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,Moderate,28.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,South,Female,Black women,,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,,Version 1,No,,75243.0,0.425322413444519
63667.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 1,10.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,,Liberal,105.0,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White,South,Female,White women,,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Generally going in the right direction,Version 4,No,,78746.0,0.553964793682098
67537.0,David Alameel,Wendy Davis,Leticia Van de Putte,Illegal,Illegal in all cases,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,No,Call 1,16.0,,College graduate,College graduate,More than High school graduate,Non white college degree,,,6.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Yes,Yes,,,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Men,Non-White Democrats,,Liberal,43.0,Liberal Democrats,Liberal Democrats,Other,White,National questionnaire,Hispanic/Latino,Hispanic/Latino,South,Male,Latino men,Married men,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,,Version 3,No,All others,79936.0,0.269702732563019
63653.0,David Alameel,Wendy Davis,Leticia Van de Putte,Legal,Legal in most cases,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,No,Call 1,10.0,No,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Yes,Yes,Worried,Somewhat worried,Approve,Somewhat approve,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Something else,Independent Men,All others,No,Liberal,64.0,Moderate/Liberal Republicans,Liberal Independents,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Hispanic/Latino,South,Male,Latino men,Married men,Suburbs,Suburbs,English,Texas,Election day exit poll,Seriously off on the wrong track,Version 1,No,All others,77429.0,0.700521945953369
67701.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,,Call 1,16.0,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,6.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Yes,,,,,,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Men,Non-White Democrats,,Moderate,43.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Hispanic/Latino,South,Male,Latino men,,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Seriously off on the wrong track,Version 4,No,,79936.0,0.269702732563019
93130.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Yes,Call 3,32.0,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,2.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",No,,,,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,No,Liberal,28.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black,South,Male,Black men,,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,,Version 5,No,All others,75243.0,0.435799896717072
79843.0,David Alameel,Wendy Davis,Leticia Van de Putte,Legal,Legal in all cases,45-65,30-59,45-49,45+,45-59,40-49,,,,Complete,No,Call 2,13.0,No,Postgraduate study,College graduate,More than High school graduate,,Unfavorable,Unfavorable,5.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999",,No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,45+,18-64,Independent/Something else,,,Something else,Independent Men,,No,Moderate,90.0,Moderate/Liberal Republicans,Moderate Independents,,,State questionnaire,,,South,Male,,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Election day exit poll,Seriously off on the wrong track,Version 1,No,All others,79110.0,0.442553251981735
63640.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Not complete,No,Call 1,35.0,,,,,,,,4.0,Government should do more to solve problems,,,,,,,,,No,Yes,,,,,18-44,18-64,,,,,,,,,111.0,,,White,White,State questionnaire,White,White,South,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Seriously off on the wrong track,Version 1,,All others,78741.0,0.683398246765137
10991.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,,30.0,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,2.0,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",No,,,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,South,Male,Black men,,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Generally going in the right direction,Version 4,No,,75201.0,1.99289560317993
10990.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,,16.0,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,6.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Yes,,,,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Women,Non-White Democrats,,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Hispanic/Latino,South,Female,Latino women,,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Generally going in the right direction,Version 4,No,,79938.0,0.787116587162018
10987.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,,25.0,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Unfavorable,4.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,,Liberal,,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,South,Male,White men,,Rural,Small Cities/Rural,English,Texas,Telephone survey,Seriously off on the wrong track,Version 4,No,,78945.0,2.74496221542358
10986.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,,,23.0,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,6.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Yes,,,,,,45+,65+,Independent/Something else,Non-black non-Democrat,Latino Independent,Something else,Independent Men,All others,,Liberal,,Moderate/Liberal Republicans,Liberal Independents,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Hispanic/Latino,South,Male,Latino men,,Rural,Small Cities/Rural,English,Texas,Telephone survey,Generally going in the right direction,Version 4,No,,78834.0,0.396238416433334
10984.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,25.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,,,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,South,Female,White women,,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Generally going in the right direction,Version 4,No,,78737.0,1.04668056964874
10983.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,10.0,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,Liberal,,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,South,Female,White women,,Suburbs,Suburbs,English,Texas,Telephone survey,Generally going in the right direction,Version 4,No,,78660.0,0.650677978992462
10981.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,,10.0,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,Liberal,,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,South,Female,White women,,Suburbs,Suburbs,English,Texas,Telephone survey,Generally going in the right direction,Version 4,No,,78660.0,3.79124808311462
10978.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,All others,All others,Complete,,,25.0,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",No,,,,,,18-44,18-64,Democrat,Non-black Democrat,All Other,Democrat,Democratic Women,Non-White Democrats,,Liberal,,Liberal Democrats,Liberal Democrats,Other,Other,National questionnaire,Other,Other,South,Female,All other races,,Suburbs,Suburbs,English,Texas,Telephone survey,Omit,Version 4,No,,78617.0,0.267035335302353
10976.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,,,27.0,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Omit,Omit,6.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Yes,,,,,,45+,65+,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,Independent Men,All others,,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Hispanic/Latino,South,Male,Latino men,,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Telephone survey,Seriously off on the wrong track,Version 4,No,,78521.0,0.121720567345619
10974.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,,,23.0,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,6.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Yes,,,,,,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Men,Non-White Democrats,,Liberal,,Liberal Democrats,Liberal Democrats,Other,White,National questionnaire,Hispanic/Latino,Hispanic/Latino,South,Male,Latino men,,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Seriously off on the wrong track,Version 4,No,,78253.0,0.198119208216667
10969.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,,,21.0,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,6.0,Omit,,,,,,,,,Yes,,,,,,45+,65+,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,Independent Women,All others,,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Hispanic/Latino,South,Female,Latino women,,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Omit,Version 4,No,,78222.0,0.203820869326591
79800.0,David Alameel,Wendy Davis,Leticia Van de Putte,Illegal,Illegal in most cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 2,10.0,No,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Not worried,Not too worried,Approve,Somewhat approve,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,No,Moderate,107.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,South,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Generally going in the right direction,Version 1,No,All others,78759.0,0.533904850482941
10964.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,10.0,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,,,,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,South,Male,Black men,,Rural,Small Cities/Rural,English,Texas,Telephone survey,Omit,Version 4,No,,77880.0,0.431887745857239
10958.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,,,29.0,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,,,,,,,,,No,,,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,Liberal,,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black,South,Female,Black women,,Suburbs,Suburbs,English,Texas,Telephone survey,Seriously off on the wrong track,Version 4,No,,77589.0,1.59884393215179
10957.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,22.0,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,,,,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,,Liberal,,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black,South,Male,Black men,,Suburbs,Suburbs,English,Texas,Telephone survey,Generally going in the right direction,Version 4,No,,77584.0,0.47350350022316
10948.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,,8.0,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,Liberal,,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,South,Female,White women,,Suburbs,Suburbs,English,Texas,Telephone survey,Generally going in the right direction,Version 4,No,,77303.0,1.4087655544281
10947.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,,18.0,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Favorable,3.0,Government should do more to solve problems,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,South,Male,Black men,,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Generally going in the right direction,Version 4,No,,77092.0,2.17694973945618
10946.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,,,18.0,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,3.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,,,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,South,Female,Black women,,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Generally going in the right direction,Version 4,No,,77088.0,2.87331891059875
10945.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,,,10.0,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",No,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,Independent Women,All others,,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Other,Other,National questionnaire,Other,Other,South,Female,All other races,,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Generally going in the right direction,Version 4,No,,77084.0,0.331167489290237
10944.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,,,29.0,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Omit,Unfavorable,3.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Yes,,,,,,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Women,Non-White Democrats,,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,White,National questionnaire,Hispanic/Latino,Hispanic/Latino,South,Female,Latino women,,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Seriously off on the wrong track,Version 4,No,,77061.0,0.101910434663296
10943.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,,,9.0,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Favorable,3.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",No,,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,South,Female,Black women,,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Generally going in the right direction,Version 4,No,,77048.0,2.07719278335571
