ID,GOVKS14,SENKS14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,BROWNBACKTAXCUT,CALL,CDNUM,CHILD12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,ETHORMAN,FAVDEM2,FAVREP2,FOROBAMAS,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,LATINO,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RCONGANG,RCONGANG2,REGION,ROBERTSOUTOFTOUCH,SAMESEXM12,SENCNTL,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TEABRN,TEAPARTY,TEAPARTY3,TELEPOLL,TIME14FEWD,TIME14MTH,TIME14WK,TIMESEN14,TRACK,VERSION,WEIGHT,WHNCLINC,WHTEVANG
61351.0,Sam Brownback,Pat Roberts,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Hurt Kansas,Call 1,1.0,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,Omit,5.0,,Went too far,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,Illegal immigration,No,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,9.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Yes,,Female,White women,,Rural,Small Cities/Rural,Kansas,Born-again but not Tea Party supporter,Strongly oppose,Oppose,Election day exit poll,Before that,In the last month,In the last week,In the last week,,Version 2,1.09058666229248,Yes,White Born-again/Evangelical Christians
59698.0,Sam Brownback,Pat Roberts,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,Hurt Kansas,Call 1,4.0,No,High school graduate,No college degree,High school graduate or less,White no college degree,,,,To express opposition to Barack Obama,4.0,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Foreign policy,,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,74.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Midwest,,No,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Kansas,Born-again but not Tea Party supporter,Strongly oppose,Oppose,Election day exit poll,Before that,In the last month,Before that,In the last month,,Version 2,1.18810653686523,No,White Born-again/Evangelical Christians
59116.0,Sam Brownback,Pat Roberts,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Omit,Call 1,2.0,No,High school graduate,No college degree,High school graduate or less,White no college degree,,,,To express opposition to Barack Obama,3.0,,Went too far,,,,,,,,,Health care,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,,16.0,,,White,White,State questionnaire,White,White,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Midwest,,Omit,,Female,White women,,Rural,Small Cities/Rural,Kansas,Born-again but not Tea Party supporter,Strongly oppose,Oppose,Election day exit poll,Before that,Before that,Before that,Before that,,Version 2,1.08866083621979,,White Born-again/Evangelical Christians
59115.0,Sam Brownback,Pat Roberts,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Omit,Call 1,2.0,No,High school graduate,No college degree,High school graduate or less,White no college degree,,,,To express opposition to Barack Obama,3.0,,Went too far,,,,,,,,,Health care,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,,16.0,,,White,White,State questionnaire,White,White,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Midwest,,Omit,,Female,White women,,Rural,Small Cities/Rural,Kansas,Born-again but not Tea Party supporter,Strongly oppose,Oppose,Election day exit poll,Before that,Before that,Before that,Before that,,Version 2,1.08866083621979,,White Born-again/Evangelical Christians
95130.0,Sam Brownback,Pat Roberts,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Hurt Kansas,Call 3,2.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,Barack Obama was not a factor,2.0,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,83.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,No,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Kansas,Neither,Strongly oppose,Oppose,Election day exit poll,In the last three days,In the last month,In the last week,In the last three days,,Version 2,0.830191552639008,No,All others
79180.0,Sam Brownback,Pat Roberts,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Hurt Kansas,Call 2,4.0,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,To express opposition to Barack Obama,4.0,,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,Health care,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,5.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Yes,,Male,White men,,Suburbs,Suburbs,Kansas,Born-again but not Tea Party supporter,Strongly oppose,Oppose,Election day exit poll,Before that,In the last month,Before that,In the last month,,Version 2,1.08415079116821,Yes,White Born-again/Evangelical Christians
58801.0,Sam Brownback,Pat Roberts,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,No,Hurt Kansas,Call 1,1.0,No,College graduate,College graduate,More than High school graduate,Non white college degree,,,,To express support for Barack Obama,5.0,,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,Health care,Yes,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,All others,Moderate,6.0,Conservative Republicans,Mod./Liberal Republicans,Other,White,State questionnaire,Hispanic/Latino,Hispanic/Latino,Angry,"Dissatisfied, but not angry or angry",Midwest,,Yes,,Male,Latino men,,Rural,Small Cities/Rural,Kansas,Neither,Strongly oppose,Oppose,Election day exit poll,In the last three days,In the last month,In the last week,In the last three days,,Version 2,1.10662829875946,No,All others
57620.0,Sam Brownback,Pat Roberts,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Helped Kansas,Call 1,1.0,Yes,College graduate,College graduate,More than High school graduate,White college degree,,,,To express opposition to Barack Obama,5.0,,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Health care,No,,,,,,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,49.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Midwest,,No,,Female,White women,,Rural,Small Cities/Rural,Kansas,Neither,Strongly oppose,Oppose,Election day exit poll,Before that,Before that,Before that,Before that,,Version 2,1.04642581939697,No,All others
4669.0,Sam Brownback,Pat Roberts,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Helped Kansas,,4.0,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,To express opposition to Barack Obama,5.0,,Went too far,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,Foreign policy,No,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,No,,Female,White women,,Rural,Small Cities/Rural,Kansas,Born-again but not Tea Party supporter,Strongly oppose,Oppose,Telephone survey,Before that,In the last month,Before that,In the last month,,Version 2,3.29362940788269,Yes,White Born-again/Evangelical Christians
98136.0,Sam Brownback,Pat Roberts,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Helped Kansas,Call 3,3.0,Yes,College graduate,College graduate,More than High school graduate,White college degree,,,,Barack Obama was not a factor,1.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,40.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Midwest,,No,,Female,White women,,Suburbs,Suburbs,Kansas,Born-again but not Tea Party supporter,Somewhat oppose,Oppose,Election day exit poll,Before that,In the last month,Before that,In the last month,,Version 2,0.81240576505661,No,White Born-again/Evangelical Christians
76015.0,Sam Brownback,Pat Roberts,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Helped Kansas,Call 2,2.0,No,College graduate,College graduate,More than High school graduate,White college degree,,,,To express opposition to Barack Obama,3.0,,Went too far,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,The economy,No,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,15.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Midwest,,Yes,,Female,White women,,Rural,Small Cities/Rural,Kansas,Neither,Somewhat oppose,Oppose,Election day exit poll,Before that,In the last month,Before that,In the last month,,Version 2,1.10298538208008,No,All others
75821.0,Sam Brownback,Pat Roberts,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Hurt Kansas,Call 2,2.0,No,High school graduate,No college degree,High school graduate or less,White no college degree,,,,To express opposition to Barack Obama,3.0,,Went too far,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,The economy,No,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Conservative,15.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,No,,Female,White women,,Rural,Small Cities/Rural,Kansas,Neither,Somewhat oppose,Oppose,Election day exit poll,Before that,In the last month,Before that,In the last month,,Version 2,1.07243347167969,Yes,All others
75592.0,Sam Brownback,Pat Roberts,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,All others,All others,Complete,No,Omit,Call 2,3.0,No,College graduate,College graduate,More than High school graduate,Non white college degree,,,,To express opposition to Barack Obama,1.0,,Went too far,,,,,,,,,The economy,No,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,All Other,Independent,Independent Women,All others,Moderate,40.0,Moderate/Liberal Republicans,Moderate Independents,Other,Asian,State questionnaire,Asian,Asian,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Omit,,Female,All other races,,Suburbs,Suburbs,Kansas,Neither,Somewhat oppose,Oppose,Election day exit poll,Before that,Before that,Before that,Before that,,Version 2,0.81240576505661,No,All others
76144.0,Sam Brownback,Pat Roberts,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Helped Kansas,Call 2,2.0,No,College graduate,College graduate,More than High school graduate,White college degree,,,,To express opposition to Barack Obama,2.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,83.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",Midwest,,No,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Kansas,Born-again but not Tea Party supporter,Somewhat oppose,Oppose,Election day exit poll,Before that,In the last month,Before that,In the last month,,Version 2,0.763346016407013,No,White Born-again/Evangelical Christians
94910.0,Sam Brownback,Pat Roberts,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Helped Kansas,Call 3,3.0,No,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,To express opposition to Barack Obama,1.0,,Went too far,,,,,,,,,Illegal immigration,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,24.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Midwest,,No,,Male,White men,,Suburbs,Suburbs,Kansas,Neither,Somewhat oppose,Oppose,Election day exit poll,Before that,In the last month,In the last week,In the last week,,Version 2,0.868029356002808,No,All others
58692.0,Sam Brownback,Pat Roberts,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Hurt Kansas,Call 1,4.0,No,High school graduate,No college degree,High school graduate or less,White no college degree,,,,To express opposition to Barack Obama,4.0,,Omit,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Health care,No,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,74.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Midwest,,Omit,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Kansas,Born-again but not Tea Party supporter,Somewhat oppose,Oppose,Election day exit poll,Before that,Before that,Before that,Before that,,Version 2,1.18810653686523,No,White Born-again/Evangelical Christians
94866.0,Sam Brownback,Pat Roberts,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Helped Kansas,Call 3,2.0,No,College graduate,College graduate,More than High school graduate,White college degree,,,,To express opposition to Barack Obama,2.0,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Health care,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,83.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Yes,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Kansas,Born-again but not Tea Party supporter,Somewhat oppose,Oppose,Election day exit poll,Before that,In the last month,Before that,In the last month,,Version 2,0.742201924324036,No,White Born-again/Evangelical Christians
78524.0,Sam Brownback,Pat Roberts,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Helped Kansas,Call 2,3.0,No,College graduate,College graduate,More than High school graduate,White college degree,,,,To express opposition to Barack Obama,1.0,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,No,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,24.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Midwest,,No,,Female,White women,,Suburbs,Suburbs,Kansas,Born-again but not Tea Party supporter,Somewhat oppose,Oppose,Election day exit poll,Before that,Before that,Before that,Before that,,Version 2,0.776029407978058,No,White Born-again/Evangelical Christians
61448.0,Sam Brownback,Pat Roberts,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Hurt Kansas,Call 1,3.0,Yes,College graduate,College graduate,More than High school graduate,White college degree,,,,To express opposition to Barack Obama,1.0,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,No,,,,,,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,32.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Yes,,Female,White women,,Suburbs,Suburbs,Kansas,Neither,Somewhat oppose,Oppose,Election day exit poll,Before that,Before that,Before that,Before that,,Version 2,0.693252921104431,No,All others
59582.0,Sam Brownback,Pat Roberts,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Hurt Kansas,Call 1,1.0,No,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,Barack Obama was not a factor,5.0,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,The economy,No,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,9.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,No,,Male,White men,,Rural,Small Cities/Rural,Kansas,Born-again but not Tea Party supporter,Somewhat oppose,Oppose,Election day exit poll,In the last three days,In the last month,In the last week,In the last three days,,Version 2,1.18608832359314,No,White Born-again/Evangelical Christians
57751.0,Sam Brownback,Pat Roberts,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Hurt Kansas,Call 1,1.0,Yes,College graduate,College graduate,More than High school graduate,White college degree,,,,To express opposition to Barack Obama,5.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,49.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,No,,Female,White women,,Rural,Small Cities/Rural,Kansas,Neither,Somewhat oppose,Oppose,Election day exit poll,Before that,Before that,Before that,Before that,,Version 2,1.04642581939697,No,All others
65749.0,Sam Brownback,Pat Roberts,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,No,Hurt Kansas,Call 1,3.0,No,College graduate,College graduate,More than High school graduate,Non white college degree,,,,To express opposition to Barack Obama,1.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,Foreign policy,Yes,,,,,,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,All others,Conservative,36.0,Independent/Something else,Conservative Republicans,Other,White,State questionnaire,Hispanic/Latino,Hispanic/Latino,Angry,"Dissatisfied, but not angry or angry",Midwest,,Yes,,Male,Latino men,,Suburbs,Suburbs,Kansas,Neither,Somewhat oppose,Oppose,Election day exit poll,Before that,In the last month,Before that,In the last month,,Version 2,0.943863987922668,No,All others
4651.0,Sam Brownback,Pat Roberts,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Helped Kansas,,3.0,No,College graduate,College graduate,More than High school graduate,White college degree,,,,Barack Obama was not a factor,1.0,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,Health care,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Yes,,Male,White men,,Suburbs,Suburbs,Kansas,Born-again but not Tea Party supporter,Somewhat oppose,Oppose,Telephone survey,Before that,In the last month,Before that,In the last month,,Version 2,1.03990209102631,No,White Born-again/Evangelical Christians
4644.0,Sam Brownback,Pat Roberts,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Omit,,4.0,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,Barack Obama was not a factor,4.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Illegal immigration,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Midwest,,No,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Kansas,Born-again but not Tea Party supporter,Somewhat oppose,Oppose,Telephone survey,Before that,In the last month,In the last week,In the last week,,Version 2,0.332563191652298,No,White Born-again/Evangelical Christians
4593.0,Sam Brownback,Pat Roberts,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Helped Kansas,,3.0,No,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,Barack Obama was not a factor,1.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,No,,Female,White women,,Suburbs,Suburbs,Kansas,Neither,Somewhat oppose,Oppose,Telephone survey,Before that,Before that,Before that,Before that,,Version 2,1.92234337329865,No,All others
64996.0,Sam Brownback,Pat Roberts,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Hurt Kansas,Call 1,3.0,No,College graduate,College graduate,More than High school graduate,White college degree,,,,To express opposition to Barack Obama,1.0,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,No,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,36.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",Midwest,,Yes,,Male,White men,,Suburbs,Suburbs,Kansas,Born-again but not Tea Party supporter,Somewhat oppose,Oppose,Election day exit poll,Before that,Before that,Before that,Before that,,Version 2,0.785918474197388,No,White Born-again/Evangelical Christians
77108.0,Sam Brownback,Pat Roberts,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Hurt Kansas,Call 2,2.0,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,To express opposition to Barack Obama,2.0,,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Health care,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,42.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Midwest,,Yes,,Female,White women,,Suburbs,Suburbs,Kansas,Born-again but not Tea Party supporter,Somewhat oppose,Oppose,Election day exit poll,Before that,Before that,Before that,Before that,,Version 2,0.983293235301971,No,White Born-again/Evangelical Christians
76977.0,Sam Brownback,Pat Roberts,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Helped Kansas,Call 2,1.0,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,To express opposition to Barack Obama,5.0,,Went too far,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,The economy,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,49.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Midwest,,No,,Female,White women,,Rural,Small Cities/Rural,Kansas,Born-again but not Tea Party supporter,Somewhat oppose,Oppose,Election day exit poll,Before that,Before that,Before that,Before that,,Version 2,1.07623684406281,Yes,White Born-again/Evangelical Christians
