ID,GOVNY14,HOUNY14,ABORT2,ABORTION,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAK14,BREAK14B,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,CHRISTIEPRES,CLIMATECHANGE,CONGRESS,CONGRESS4,EBOLA14,ECONBETT,ECONDIR,ECONFAIR,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FINSIT2,FOLLOW14,FOLLOW14B,FOROBAMAH,GAY,GEOCODE,GOVTDO10,HCLINPRES,HEALTHCARE14,HILLVREP,IMMDEPORT,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,JBUSHPRES,LANDPHONE,LATINO,LIFE,MARCHILD,MARIJUANALAW,MARRIED,NEC,NEC2,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PAULPRES,PERRYPRES,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RACEREL14,RCONGANG,RCONGANG2,REGION,REL5,RELIGN10,RELWHITE,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TEABRN,TEAPARTY,TEAPARTY3,TELEPOLL,TERRWORR,TERWORR2,TRACK,TRUSTGOV,TRUSTGOVB,UNIONHH12,VERSION,VETVOTER,WEIGHT,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,WRKWOMEN4
76519.0,Andrew Cuomo,The Democratic candidate,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Complete,,,No,Call 2,23.0,Yes,Both regular land-line and cell phone service,,Yes,,,,Approve,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,Somewhat closely,Somewhat or not too closely,,No,5.0,,Omit,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,Yes,No,,,,,,,,,,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,No,No,Moderate,15.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,,,,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,Female,White women,,Rural,Small Cities/Rural,English, New York,Neither,Neutral,Neutral,Election day exit poll,,,,,,,Version 5,,1.96298515796661,White Protestants,No,All others,,,No,White Protestant non-evangelical,,
76517.0,Andrew Cuomo,The Democratic candidate,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Complete,,,No,Call 2,23.0,Yes,Both regular land-line and cell phone service,,Yes,,,,Approve,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,Somewhat closely,Somewhat or not too closely,,No,5.0,,Omit,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,Yes,No,,,,,,,,,,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,No,No,Moderate,15.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,,,,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,Female,White women,,Rural,Small Cities/Rural,English, New York,Neither,Neutral,Neutral,Election day exit poll,,,,,,,Version 5,,1.96298515796661,White Protestants,No,All others,,,No,White Protestant non-evangelical,,
76515.0,Andrew Cuomo,The Democratic candidate,,,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,,,Complete,Somewhat closely,Somewhat or not too closely,,Call 2,16.0,,,,,,Disapprove,Somewhat disapprove,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,,,,1.0,,,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Disapprove,The economy,,,No,,,,,,,Worried,Somewhat worried,Approve,Somewhat approve,,,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,,,Moderate,8.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,,,,East,,,,,Male,Black men,,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Version 1,Yes,0.927597284317017,,No,,,,,,,
74578.0,Andrew Cuomo,The Democratic candidate,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,All others,All others,,,,Complete,,,,Call 2,6.0,,,,,,,,,Getting better,Getting better,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,,,To express support for Barack Obama,,1.0,,,Did not go far enough,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,The economy,,,No,,,,Yes,Not so good,Not so good or poor,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,,Independent/Something else,Non-black non-Democrat,All Other,Independent,Independent Women,All others,,,Moderate,104.0,Moderate/Liberal Republicans,Moderate Independents,Other,Asian,National questionnaire,Asian,Asian,,Angry,"Dissatisfied, but not angry or angry",East,,,,,Female,All other races,Married women,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,,,,Version 2,,0.676632761955261,,No,,No,Non-working women,,,All others,Non-working women
77969.0,Andrew Cuomo,The Democratic candidate,Illegal,Illegal in most cases,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Never,Never,All others,Complete,,,Yes,Call 2,3.0,,,No,,,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,About the same,,,,,1.0,,,,It depends,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,No,,All others,,No,,,,,,,,,18-44,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,,,Conservative,113.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,,,,East,Protestant/Other Non-Catholic Christian,Mormon,Protestant/Other Non-Catholic Christian,,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,Only some of the time,Only some of the time or never,Yes,Version 3,,1.07348132133484,White Protestants,No,White Born-again/Evangelical Christians,,,Yes,White Protestant evangelical,,
98499.0,Andrew Cuomo,The Democratic candidate,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Complete,,,,Call 3,4.0,,,,,,,,,Getting better,Getting better,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,To express support for Barack Obama,,2.0,,,Was about right,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Health care,,,No,,,,Yes,Good,Excellent or good,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,,,Liberal,71.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,,,,,Male,White men,Married men,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,,,,Version 2,,1.75990390777588,,No,,No,Non-working men,,,All others,Non-working men
53331.0,Andrew Cuomo,The Democratic candidate,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,All others,All others,,,,Complete,,,,Call 1,17.0,,,,,,,,,Getting worse,Worse,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,,To express support for Barack Obama,,3.0,,,Did not go far enough,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,The economy,,,No,,,,Yes,Not so good,Not so good or poor,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,,Independent/Something else,Non-black non-Democrat,All Other,Independent,Independent Women,All others,,,,122.0,,,Other,Other,National questionnaire,Other,Other,,Angry,"Dissatisfied, but not angry or angry",East,,,,,Female,All other races,Married women,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,,,,Version 2,,1.0051349401474,,No,,Yes,Working women,,,Working women,Working women
78433.0,Andrew Cuomo,The Democratic candidate,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,No,Call 2,24.0,Yes,Both regular land-line and cell phone service,,No,,,,Disapprove,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,Not too closely,Somewhat or not too closely,,No,4.0,,Yes,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,No,Yes,No,,,,,,,,,,,,,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,No,No,Liberal,95.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,East,Catholic,Catholic,Catholic,,Female,White women,,Suburbs,Suburbs,English, New York,Neither,Strongly oppose,Oppose,Election day exit poll,,,,,,,Version 5,,1.14772891998291,White Catholics,No,All others,,,No,All others,,
97029.0,Andrew Cuomo,The Democratic candidate,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,Yes,Call 3,3.0,No,Only regular land-line phone service,,No,,,,Disapprove,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,Somewhat closely,Somewhat or not too closely,,Yes,1.0,,No,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,Yes,Yes,No,,,,,,,,,,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,No,No,Liberal,113.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,,,,East,Something else,Other,Something else,,Female,White women,,"Cities over 500,000","Cities over 50,000",English, New York,Both Tea Party supporter and born-again,Somewhat support,Support,Election day exit poll,,,,,,,Version 5,,0.919124126434326,White something else,Yes,White Born-again/Evangelical Christians,,,No,All others,,
95803.0,Andrew Cuomo,The Democratic candidate,,,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,,Complete,Extremely closely,Extremely or very closely,,Call 3,9.0,,,,,,Disapprove,Strongly disapprove,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,,,,1.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Omit,The economy,,,No,,,,,,,Not worried,Not at all worried,Approve,Strongly approve,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,,,Moderate,47.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,,,,East,,,,,Male,Black men,,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,Not at all worried,Not too or not at all worried,,,,,Version 1,No,0.250803530216217,,No,,,,,,,
51388.0,Andrew Cuomo,The Democratic candidate,,,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,,,Complete,,,,Call 1,5.0,,,,,Yes,,,,,,Favors the wealthy,College graduate,College graduate,More than High school graduate,Non white college degree,Unfavorable,Unfavorable,,,,,,1.0,Government should do more to solve problems,,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,,No,Worse than life today,,Legal,,,,,,,,,,18-44,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Men,All others,,,Conservative,111.0,Moderate/Liberal Republicans,Conservative Independents,Black,Black,National questionnaire,Black,Black,Gotten worse,,,East,,,,Omit,Male,Black men,,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,Seriously off on the wrong track,,,,Version 4,,0.229608878493309,,No,,,,,,,
76239.0,Andrew Cuomo,The Democratic candidate,Legal,Legal in most cases,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,A few times a month,Occasionally,Protestant/Do not attend weekly,Complete,,,Yes,Call 2,16.0,,,No,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,About the same,,,,,1.0,,,,It depends,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,,No,,All others,,Yes,,,,,,,,,45+,65+,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,,Moderate,8.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,,,,East,Protestant/Other Non-Catholic Christian,Protestant,,,Female,Black women,Married women,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,Most of the time,Just about always or most of the time,No,Version 3,,0.945006668567657,Non-white,No,All others,,,No,,,
51383.0,Andrew Cuomo,The Democratic candidate,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,Call 1,4.0,,,,,,,,,Getting better,Getting better,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,,Barack Obama was not a factor,,2.0,,,Did not go far enough,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,,,No,,,,Yes,Good,Excellent or good,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,,,Moderate,69.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,,Angry,"Dissatisfied, but not angry or angry",East,,,,,Male,White men,Married men,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,,,,Version 2,,1.28894376754761,,No,,No,Non-working men,,,All others,Non-working men
100946.0,Andrew Cuomo,The Democratic candidate,,,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,,,Call 3,24.0,,,,,Yes,,,,,,Favors the wealthy,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,,,,,4.0,Government should do more to solve problems,,,,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,,,No,Better than life today,,Illegal,,,,,,,,,,45+,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Women,All others,,,Conservative,95.0,Moderate/Liberal Republicans,Conservative Independents,Black,Black,National questionnaire,Black,Black,Stayed about the same,,,East,,,,No,Female,Black women,,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,Generally going in the right direction,,,,Version 4,,1.5184451341629,,No,,,,,,,
74551.0,Andrew Cuomo,The Democratic candidate,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Complete,,,,Call 2,19.0,,,,,,,,,Getting better,Getting better,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,To express support for Barack Obama,,3.0,,,Did not go far enough,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,The economy,,,No,,,,No,Not so good,Not so good or poor,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,,Liberal,21.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,Angry,"Dissatisfied, but not angry or angry",East,,,,,Female,White women,Non married women,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,,,,Version 2,,1.17973387241364,,No,,No,Non-working women,,,All others,Non-working women
95788.0,Andrew Cuomo,The Democratic candidate,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,All others,All others,,,,Complete,,,,Call 3,8.0,,,,,Yes,,,,,,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,,,,,1.0,Government should do more to solve problems,,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,,No,Better than life today,,Legal,,,,,,,,,,18-44,18-64,,Democrat,Non-black Democrat,All Other,Democrat,Democratic Men,Non-White Democrats,,,Liberal,50.0,Liberal Democrats,Liberal Democrats,Other,Other,National questionnaire,Other,Other,Gotten worse,,,East,,,,No,Male,All other races,,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,Seriously off on the wrong track,,,,Version 4,,0.192172065377235,,No,,,,,,,
76474.0,Andrew Cuomo,The Democratic candidate,,,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,All others,All others,,,,Complete,Extremely closely,Extremely or very closely,,Call 2,3.0,,,,,,Approve,Somewhat approve,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,,,,1.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Disapprove,The economy,,,No,,,,,,,Not worried,Not too worried,Approve,Somewhat approve,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,All others,,,Conservative,113.0,Independent/Something else,Conservative Republicans,Other,Asian,National questionnaire,Asian,Asian,,,,East,,,,,Male,All other races,,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,Not too worried,Not too or not at all worried,,,,,Version 1,No,0.863417744636536,,No,,,,,,,
74542.0,Andrew Cuomo,The Democratic candidate,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,Call 2,12.0,,,,,Yes,,,,,,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,,,,,1.0,Government should do more to solve problems,,,,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,,,No,Worse than life today,,Legal,,,,,,,,,,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,,Liberal,86.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,Stayed about the same,,,East,,,,No,Female,White women,,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,Seriously off on the wrong track,,,,Version 4,,1.09952819347382,,No,,,,,,,
98896.0,Andrew Cuomo,The Democratic candidate,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,Call 3,4.0,,,,,No,,,,,,Favors the wealthy,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,,,,,2.0,Government should do more to solve problems,,,,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,,About the same,,Illegal,,,,,,,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,,Moderate,71.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,Stayed about the same,,,East,,,,No,Female,White women,,Suburbs,Suburbs,, New York,,,,Election day exit poll,,,Seriously off on the wrong track,,,,Version 4,,1.95758211612701,,No,,,,,,,
95776.0,Andrew Cuomo,The Democratic candidate,Legal,Legal in most cases,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Never,Never,All others,Complete,,,No,Call 3,9.0,,,No,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Worse,,,,,1.0,,,,Hillary Clinton,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,,No,,All others,,No,,,,,,,,,18-44,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,,,Liberal,36.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,East,Something else,Other,Something else,,Male,White men,Non married men,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,Only some of the time,Only some of the time or never,No,Version 3,,0.75738400220871,White something else,Yes,All others,,,No,All others,,
97703.0,Andrew Cuomo,The Democratic candidate,,,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,,,,Complete,Very closely,Extremely or very closely,,Call 3,15.0,,,,,,Disapprove,Somewhat disapprove,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,,,,1.0,,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Approve,Health care,,,No,,,,,,,Worried,Somewhat worried,Approve,Strongly approve,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,,Moderate,10.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,,,,East,,,,,Female,Black women,,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Version 1,No,1.16374051570892,,No,,,,,,,
50514.0,Andrew Cuomo,The Democratic candidate,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,Call 1,21.0,,,,,Yes,,,,,,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,,,,,5.0,Government should do more to solve problems,,,,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,No,Worse than life today,,Legal,,,,,,,,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,,,Liberal,34.0,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White,Gotten worse,,,East,,,,Yes,Male,White men,,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,Seriously off on the wrong track,,,,Version 4,,1.81977641582489,,No,,,,,,,
74527.0,Andrew Cuomo,The Democratic candidate,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,,,,Complete,Very closely,Extremely or very closely,,Call 2,20.0,,,,,,Omit,Omit,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,Omit,Omit,,,Yes,,,,,,,Omit,Omit,Omit,Omit,,,45+,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Men,Non-White Democrats,,,,127.0,,,Other,Other,National questionnaire,Hispanic/Latino,Hispanic/Latino,,,,East,,,,,Male,Latino men,,"Cities 50,000-500,000","Cities over 50,000",English, New York,,,,Election day exit poll,Omit,Omit,,,,,Version 1,No,0.932322561740875,,,,,,,,,
101034.0,Andrew Cuomo,The Democratic candidate,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,No,Call 3,24.0,Yes,Both regular land-line and cell phone service,,No,,,,Approve,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,Extremely closely,Extremely or very closely,,No,4.0,,Yes,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,No,Yes,No,,,,,,,,,,,,,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,No,No,Liberal,95.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,East,Catholic,Catholic,Catholic,,Female,White women,,Suburbs,Suburbs,English, New York,Neither,Strongly oppose,Oppose,Election day exit poll,,,,,,,Version 5,,1.19927036762238,White Catholics,No,All others,,,No,All others,,
77836.0,Andrew Cuomo,The Democratic candidate,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,,,Call 2,9.0,,,,,Yes,,,,,,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,,,,,1.0,Government should do more to solve problems,,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,,Yes,Better than life today,,Legal,,,,,,,,,,45+,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Men,Non-White Democrats,,,Liberal,47.0,Liberal Democrats,Liberal Democrats,Other,,National questionnaire,Hispanic/Latino,Hispanic/Latino,Gotten better,,,East,,,,No,Male,Latino men,,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,Generally going in the right direction,,,,Version 4,,0.161380186676979,,No,,,,,,,
51346.0,Andrew Cuomo,The Democratic candidate,,,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,,Complete,,,No,Call 1,5.0,Yes,Both regular land-line and cell phone service,,No,,,,Approve,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,Somewhat closely,Somewhat or not too closely,,No,1.0,,No,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,No,Yes,No,,,,,,,,,,,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,No,No,Moderate,111.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,,,,East,Protestant/Other Non-Catholic Christian,Other christian,,,Female,Black women,,"Cities over 500,000","Cities over 50,000",English, New York,Neither,Strongly oppose,Oppose,Election day exit poll,,,,,,,Version 5,,0.233918219804764,Non-white,No,All others,,,No,,,
74513.0,Andrew Cuomo,The Democratic candidate,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,,Call 2,15.0,,,,,,,,,Staying about the same,Poor and staying the same,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,,To express support for Barack Obama,,1.0,,,Did not go far enough,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,The economy,,,Yes,,,,No,Not so good,Not so good or poor,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Women,Non-White Democrats,,,Liberal,10.0,Liberal Democrats,Liberal Democrats,Other,,National questionnaire,Hispanic/Latino,Hispanic/Latino,,Angry,"Dissatisfied, but not angry or angry",East,,,,,Female,Latino women,Non married women,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,,,,Version 2,,0.703427731990814,,No,,Yes,Working women,,,Working women,Working women
