ID,SENMS14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CONTACTCHILDERS,CONTACTCOCHRAN,CONTACTMS14,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,LATINO,MARRIED,MCDANCHILDERS,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TEABRN,TEAPARTY,TEAPARTY3,TELEPOLL,TRACK,VERSION,WEIGHT,WHNCLINC,WHTEVANG,ZIPCODE
91729.0,Travis Childers,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 3,2.0,No,No,Neither of them,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Went too far,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,No,Travis Childers,Worried,Somewhat worried,Approve,Strongly approve,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Conservative,12.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,South,Female,Black women,Non married women,Suburbs,Suburbs, Mississippi,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,Generally going in the right direction,Version 1,1.01528096199036,No,All others,39083.0
78210.0,Travis Childers,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 2,4.0,No,No,Neither of them,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,Yes,Travis Childers,Not worried,Not too worried,Approve,Strongly approve,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,47.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,South,Male,Black men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Mississippi,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,Generally going in the right direction,Version 1,0.977912724018097,No,All others,39532.0
78208.0,Travis Childers,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 2,4.0,No,No,Neither of them,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,Yes,Travis Childers,Not worried,Not too worried,Approve,Strongly approve,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,47.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,South,Male,Black men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Mississippi,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,Generally going in the right direction,Version 1,0.977912724018097,No,All others,39532.0
91712.0,Travis Childers,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,Call 3,3.0,No,No,Neither of them,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",No,Yes,Travis Childers,Worried,Somewhat worried,Approve,Strongly approve,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,74.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,South,Male,Black men,Married men,Rural,Small Cities/Rural, Mississippi,Born-again but not Tea Party supporter,Strongly oppose,Oppose,Election day exit poll,Generally going in the right direction,Version 1,0.889808833599091,No,All others,39759.0
64097.0,Travis Childers,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,No,Call 1,2.0,No,No,Neither of them,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Was about right,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",No,No,Travis Childers,Worried,Very worried,Approve,Strongly approve,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Conservative,33.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,South,Male,Black men,Non married men,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Neither,Strongly oppose,Oppose,Election day exit poll,Generally going in the right direction,Version 1,1.06198513507843,No,All others,39213.0
76253.0,Travis Childers,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete,Yes,Call 2,3.0,No,No,Neither of them,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Favorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,Yes,Chris McDaniel,Worried,Very worried,Approve,Strongly approve,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal,70.0,Liberal Democrats,Liberal Democrats,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Hispanic/Latino,South,Male,Latino men,Married men,Rural,Small Cities/Rural, Mississippi,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,Seriously off on the wrong track,Version 1,1.41783618927002,No,All others,39345.0
78181.0,Travis Childers,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Yes,Call 2,2.0,No,No,Neither of them,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,No,Travis Childers,Worried,Somewhat worried,Approve,Strongly approve,45+,65+,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Women,All others,Moderate,33.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,State questionnaire,Black,Black,South,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Born-again but not Tea Party supporter,Strongly oppose,Oppose,Election day exit poll,Seriously off on the wrong track,Version 1,1.02740716934204,No,All others,39213.0
62731.0,Travis Childers,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,No,Call 1,2.0,No,No,Neither of them,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,3.0,Government is doing too many things better left to businesses and individuals,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",No,Yes,Travis Childers,Not worried,Not too worried,Approve,Strongly approve,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Conservative,54.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,South,Female,Black women,Married women,Rural,Small Cities/Rural, Mississippi,Neither,Strongly oppose,Oppose,Election day exit poll,Seriously off on the wrong track,Version 1,0.822320818901062,No,All others,39051.0
76245.0,Travis Childers,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 2,3.0,No,Yes,Only Cochran,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,No,Travis Childers,Not worried,Not too worried,Disapprove,Somewhat disapprove,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,94.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,South,Male,White men,Non married men,Suburbs,Suburbs, Mississippi,Neither,Strongly oppose,Oppose,Election day exit poll,Generally going in the right direction,Version 1,1.19282996654511,No,All others,39047.0
76112.0,Travis Childers,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 2,4.0,No,Yes,Only Cochran,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,Travis Childers,Worried,Very worried,Approve,Somewhat approve,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,47.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,South,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural, Mississippi,Neither,Strongly oppose,Oppose,Election day exit poll,Seriously off on the wrong track,Version 1,1.14037156105042,No,All others,39532.0
76232.0,Travis Childers,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 2,4.0,No,No,Neither of them,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,No,Travis Childers,Not worried,Not at all worried,Approve,Somewhat approve,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Liberal,21.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,South,Male,White men,Non married men,Rural,Small Cities/Rural, Mississippi,Neither,Strongly oppose,Oppose,Election day exit poll,Seriously off on the wrong track,Version 1,1.1614396572113,No,All others,39452.0
62686.0,Travis Childers,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 1,3.0,No,No,Neither of them,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",No,No,Travis Childers,Not worried,Not too worried,Approve,Strongly approve,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal,94.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Black,South,Male,Black men,Non married men,Suburbs,Suburbs, Mississippi,Born-again but not Tea Party supporter,Strongly oppose,Oppose,Election day exit poll,Generally going in the right direction,Version 1,0.977912724018097,No,All others,39047.0
91639.0,Travis Childers,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,No,Call 3,2.0,No,No,Neither of them,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,1.0,Omit,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,No,Travis Childers,Worried,Somewhat worried,Approve,Somewhat approve,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Women,All others,Moderate,33.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,State questionnaire,Black,Black,South,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Neither,Neutral,Neutral,Election day exit poll,Seriously off on the wrong track,Version 1,1.01528096199036,No,All others,39213.0
78116.0,Travis Childers,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,Call 2,2.0,Yes,Omit,Omit,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Omit,1.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,Yes,Travis Childers,Worried,Somewhat worried,Approve,Strongly approve,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal,12.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Black,South,Male,Black men,Married men,Suburbs,Suburbs, Mississippi,Born-again but not Tea Party supporter,Strongly oppose,Oppose,Election day exit poll,Generally going in the right direction,Version 1,1.06198513507843,No,All others,39083.0
62658.0,Travis Childers,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,No,Call 1,1.0,Yes,Yes,Both of them,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",No,Yes,Travis Childers,Not worried,Not too worried,Approve,Strongly approve,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,60.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,South,Female,Black women,Married women,Rural,Small Cities/Rural, Mississippi,Neither,Strongly oppose,Oppose,Election day exit poll,Generally going in the right direction,Version 1,0.536167919635773,No,All others,39702.0
91612.0,Travis Childers,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 3,1.0,Yes,Yes,Both of them,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Went too far,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",No,No,Travis Childers,Worried,Somewhat worried,Disapprove,Strongly disapprove,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,55.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,South,Female,White women,Non married women,Rural,Small Cities/Rural, Mississippi,Born-again but not Tea Party supporter,Somewhat oppose,Oppose,Election day exit poll,Seriously off on the wrong track,Version 1,2.41127467155457,Yes,White Born-again/Evangelical Christians,38801.0
78089.0,Travis Childers,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 2,2.0,No,No,Neither of them,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,No,Travis Childers,Worried,Very worried,Approve,Strongly approve,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,33.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Black,South,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Born-again but not Tea Party supporter,Strongly oppose,Oppose,Election day exit poll,Seriously off on the wrong track,Version 1,1.01528096199036,No,All others,39213.0
91576.0,Travis Childers,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 3,2.0,No,No,Neither of them,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,1.0,Government is doing too many things better left to businesses and individuals,Was about right,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",No,Yes,Travis Childers,Worried,Very worried,Disapprove,Strongly disapprove,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,33.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,South,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,Seriously off on the wrong track,Version 1,1.01528096199036,No,All others,39213.0
91551.0,Travis Childers,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,Call 3,2.0,No,No,Neither of them,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,No,Travis Childers,Not worried,Not too worried,Approve,Strongly approve,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,54.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,South,Female,Black women,Non married women,Rural,Small Cities/Rural, Mississippi,Born-again but not Tea Party supporter,Strongly oppose,Oppose,Election day exit poll,Seriously off on the wrong track,Version 1,0.822320818901062,No,All others,39051.0
64533.0,Travis Childers,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,,Call 1,3.0,Yes,Yes,Both of them,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Favorable,2.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Yes,Yes,Travis Childers,Omit,Omit,Omit,Omit,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,70.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Hispanic/Latino,South,Male,Latino men,Married men,Rural,Small Cities/Rural, Mississippi,,Strongly support,Support,Election day exit poll,Generally going in the right direction,Version 1,1.41783618927002,No,All others,39345.0
62598.0,Travis Childers,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,No,Call 1,2.0,No,No,Neither of them,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,3.0,Government is doing too many things better left to businesses and individuals,Was about right,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",No,No,Travis Childers,Worried,Somewhat worried,Approve,Strongly approve,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,54.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,South,Male,Black men,Non married men,Rural,Small Cities/Rural, Mississippi,Neither,Strongly oppose,Oppose,Election day exit poll,Generally going in the right direction,Version 1,0.870421886444092,No,All others,39051.0
91560.0,Travis Childers,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,No,Call 3,2.0,No,No,Neither of them,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",No,Yes,Travis Childers,Not worried,Not too worried,Approve,Strongly approve,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,12.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,South,Male,Black men,Married men,Suburbs,Suburbs, Mississippi,Neither,Strongly oppose,Oppose,Election day exit poll,Generally going in the right direction,Version 1,1.06198513507843,No,All others,39083.0
62586.0,Travis Childers,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 1,1.0,No,No,Neither of them,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,Yes,Travis Childers,Worried,Somewhat worried,Approve,Strongly approve,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Conservative,60.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,South,Female,Black women,Married women,Rural,Small Cities/Rural, Mississippi,Born-again but not Tea Party supporter,Somewhat oppose,Oppose,Election day exit poll,Seriously off on the wrong track,Version 1,0.536167919635773,No,All others,39702.0
91534.0,Travis Childers,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,1.0,No,Yes,Only Cochran,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Was about right,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",No,Yes,Travis Childers,Worried,Somewhat worried,Approve,Somewhat approve,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,55.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,South,Male,White men,Married men,Rural,Small Cities/Rural, Mississippi,Neither,Strongly oppose,Oppose,Election day exit poll,Generally going in the right direction,Version 1,2.4211950302124,No,All others,38801.0
78012.0,Travis Childers,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,Call 2,2.0,No,No,Neither of them,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,1.0,Omit,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Travis Childers,Worried,Somewhat worried,Disapprove,Somewhat disapprove,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,12.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,South,Female,White women,Married women,Suburbs,Suburbs, Mississippi,Born-again but not Tea Party supporter,Strongly oppose,Oppose,Election day exit poll,Seriously off on the wrong track,Version 1,1.25320184230804,No,White Born-again/Evangelical Christians,39083.0
78010.0,Travis Childers,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 2,2.0,No,No,Neither of them,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,No,Travis Childers,Worried,Somewhat worried,Approve,Strongly approve,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,33.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Black,South,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Born-again but not Tea Party supporter,Strongly oppose,Oppose,Election day exit poll,Seriously off on the wrong track,Version 1,1.01528096199036,No,All others,39213.0
76186.0,Travis Childers,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,Call 2,2.0,No,No,Neither of them,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",No,Yes,Travis Childers,Not worried,Not at all worried,Approve,Strongly approve,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,,Non-White Democrats,Liberal,33.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Black,South,,,,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Born-again but not Tea Party supporter,Strongly oppose,Oppose,Election day exit poll,Generally going in the right direction,Version 1,1.03695237636566,No,All others,39213.0
91508.0,Travis Childers,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,No,Call 3,2.0,No,No,Neither of them,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",No,No,Travis Childers,Worried,Very worried,Approve,Strongly approve,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,33.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,South,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Neither,Neutral,Neutral,Election day exit poll,Seriously off on the wrong track,Version 1,1.01528096199036,No,All others,39213.0
62541.0,Travis Childers,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,No,Call 1,1.0,No,No,Neither of them,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Favorable,3.0,Government should do more to solve problems,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,No,Chris McDaniel,Not worried,Not at all worried,Approve,Strongly approve,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,60.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,South,Male,Black men,Non married men,Rural,Small Cities/Rural, Mississippi,Neither,Strongly oppose,Oppose,Election day exit poll,Generally going in the right direction,Version 1,0.560832321643829,No,All others,39702.0
76051.0,Travis Childers,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,Yes,Call 2,2.0,No,No,Neither of them,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,Yes,Travis Childers,Worried,Very worried,Approve,Somewhat approve,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,54.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Black,South,Female,Black women,Married women,Rural,Small Cities/Rural, Mississippi,Born-again but not Tea Party supporter,Strongly oppose,Oppose,Election day exit poll,Generally going in the right direction,Version 1,0.832142353057861,No,All others,39051.0
